step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
32500	-143.931591062670293	-142.458818558377033	-1.472772504293247	0.000282889990588	0.000089220202254	0.315388331939148	0.873351389407655	1	6	9	11	10	13	11	12	13	12	15	14	14	15	16	16	17	20	19	18	20	21	21	0	1	2	5	3	4	5	5	4	4	6	10	8	9	12	9	14	16	17	15	20	18	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3
33000	-174.748086605085660	-173.379206195956328	-1.368880409129318	0.000165832473153	0.000080631336752	0.486221638133127	0.537679801698568	0	6	9	10	8	12	12	10	13	12	15	15	16	15	17	17	19	19	19	19	19	19	22	0	1	5	5	2	8	5	5	10	8	9	5	7	7	4	12	6	12	6	12	12	12	7	1	3	1	1	1	1	2	1	1	1	1	4	3	1	3	1	3	2	3	2	3	1	5
33500	-169.692847979279549	-168.053943623363239	-1.638904355916301	0.000153172886555	0.000034359499145	0.224318415078828	0.472572956819566	1	6	7	10	11	13	13	12	13	14	14	13	14	17	15	17	18	20	19	18	20	19	21	0	1	2	2	2	5	8	4	4	4	4	4	5	11	12	7	6	9	6	12	20	11	13	1	2	1	2	3	1	1	1	2	2	2	1	2	1	1	2	2	4	4	3	1	2	2
34000	-170.073278615130192	-168.626475642967705	-1.446802972162480	0.000174439521555	0.000059190130826	0.339316058071928	0.675333118579950	0	6	8	10	9	12	11	11	14	13	14	14	15	16	16	18	15	19	20	18	19	21	20	0	1	2	5	2	4	5	5	10	5	8	2	8	11	12	14	6	16	20	2	15	20	13	1	3	1	1	1	1	1	1	1	2	2	4	2	1	1	1	1	1	2	5	2	1	2
34500	-155.122100208262907	-153.691629951074674	-1.430470257188238	0.000190621900246	0.000068121648758	0.357365280014522	0.531293603144733	0	6	8	10	10	13	12	13	14	11	14	14	16	17	16	18	18	19	19	19	19	19	22	0	1	2	2	3	7	5	5	10	4	10	4	4	10	12	7	6	13	17	12	12	9	14	1	2	1	2	1	1	1	2	2	1	1	2	3	3	1	3	2	2	1	3	3	2	2
35000	-163.242540500900532	-161.837352342640429	-1.405188158260099	0.000140539730827	0.000055184544549	0.392661521581842	0.466193573687715	0	6	8	11	10	13	11	13	13	12	14	13	14	17	15	18	18	19	19	19	19	20	22	0	1	2	5	2	4	2	4	7	7	5	5	7	10	12	9	6	16	11	15	15	14	13	1	3	1	1	2	1	2	1	1	1	2	1	1	2	2	2	2	1	3	2	2	1	4
35500	-171.847542893196646	-170.248712923547203	-1.598829969649452	0.000177130347699	0.000042605370158	0.240531172166666	0.682634219018531	1	6	8	10	10	11	13	13	12	14	14	14	16	14	17	18	16	19	19	19	18	19	20	0	1	2	2	2	4	4	4	5	9	4	4	7	9	12	8	7	16	7	12	15	11	12	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	3	2	1	1	3
36000	-180.637514544107859	-179.078768346391627	-1.558746197716245	0.000219130171264	0.000056867837132	0.259516235506264	0.516344696722412	-1	7	8	11	10	12	12	13	12	14	14	15	15	17	16	19	18	20	19	18	19	20	22	0	1	2	5	3	4	5	5	4	9	9	7	8	11	4	10	13	17	8	7	20	16	13	1	3	1	1	1	1	2	1	1	1	1	1	1	2	4	2	1	1	4	2	1	1	3
36500	-157.113222247575635	-155.722880447096657	-1.390341800478966	0.000177896749455	0.000074815821640	0.420557553013080	0.594783381980454	1	6	8	11	9	12	12	12	14	13	14	14	14	16	16	18	18	19	19	20	18	21	22	0	1	2	5	2	2	5	5	10	4	10	4	6	11	12	14	5	17	17	21	15	17	6	1	2	1	1	1	4	2	1	1	1	1	1	1	1	2	1	4	1	1	1	1	3	3
37000	-185.704000120575216	-184.230655013561289	-1.473345107013919	0.000263125758385	0.000082861514067	0.314912209948571	0.472706982950158	1	7	9	9	11	11	12	12	11	12	12	14	15	16	15	18	18	18	20	18	19	21	21	0	1	2	2	4	4	9	4	4	9	5	8	9	11	2	13	5	15	16	12	20	4	7	1	2	1	1	2	1	1	2	1	1	1	1	3	1	3	2	4	1	1	2	1	6	3
37500	-162.965914801112660	-161.413173552848122	-1.552741248264531	0.000192594510279	0.000050585935400	0.262655126186624	0.658123120139116	1	6	9	11	10	13	13	12	12	14	14	14	16	16	17	18	17	19	20	20	19	18	21	0	1	2	3	2	5	8	4	4	9	9	5	7	11	12	10	6	8	6	15	15	14	18	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	4	2	2	1	2	1
38000	-165.559927212961298	-164.020475789538239	-1.539451423423051	0.000192700672109	0.000052014367448	0.269923124185680	0.744814232344220	1	7	9	11	10	13	13	13	14	12	15	14	16	17	16	19	18	19	20	19	20	19	22	0	1	2	5	2	4	5	10	8	5	9	2	8	11	12	8	6	17	17	12	20	9	13	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	3	3	1	1	3	1	2	3
38500	-172.096964952691081	-170.727581677749413	-1.369383274941655	0.000333342485481	0.000161289414555	0.483854958728451	0.783085867497836	1	7	8	11	10	12	13	12	13	11	14	15	16	16	15	18	17	19	19	18	19	21	21	0	1	1	5	3	5	6	5	10	5	9	9	7	11	8	12	15	13	17	15	17	9	18	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1
39000	-178.602440615982204	-177.210820595549649	-1.391620020432551	0.000271944837057	0.000113626660367	0.417829812826276	0.641498921753855	1	5	8	10	11	12	12	12	11	13	14	15	15	16	17	19	18	18	19	19	20	21	21	0	1	2	3	4	4	5	5	4	9	2	4	8	12	12	13	14	13	5	15	19	11	16	1	2	1	1	1	1	1	1	1	2	4	2	2	1	1	1	1	2	2	1	1	3	2
39500	-169.918053932805122	-168.531267051469626	-1.386786881335484	0.000176305963479	0.000075559842065	0.428572242106240	0.611169025916459	1	6	9	10	11	13	11	12	13	12	14	14	15	16	16	19	18	19	19	19	19	19	21	0	1	2	2	3	7	2	5	4	7	9	8	8	11	12	17	6	14	8	15	15	9	7	1	2	2	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	2	2	2	4
40000	-167.776219120195037	-166.360892442092393	-1.415326678102635	0.000181319598468	0.000068380816930	0.377128658501109	0.472157956917993	1	7	9	10	9	12	13	12	13	14	14	14	15	17	16	18	18	18	20	19	18	21	21	0	1	2	5	2	4	4	4	5	9	6	2	9	11	7	4	9	2	17	2	15	17	13	1	3	1	1	1	1	2	1	2	1	1	2	1	1	2	3	3	4	1	6	1	2	3
40500	-182.390628651255582	-180.876072234500413	-1.514556416755165	0.000229722684667	0.000065449064113	0.284904663238789	0.652865399939671	1	6	8	10	11	13	12	9	14	12	14	13	15	16	17	18	18	20	19	19	19	20	21	0	1	2	8	2	7	8	2	10	4	12	8	7	11	2	7	6	13	16	15	12	9	13	1	2	1	1	4	1	2	1	1	1	1	1	2	1	4	2	2	2	1	1	3	2	4
41000	-173.990857023041457	-172.629991088674615	-1.360865934366832	0.000185332728010	0.000106691097244	0.575673268230735	0.613938406914015	1	5	9	11	9	12	11	11	13	13	14	14	15	16	17	18	16	19	20	19	19	20	21	0	1	2	5	2	5	3	3	4	7	8	4	9	11	10	15	11	7	16	15	15	11	16	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1	1	3	1	1	1	2	2
41500	-178.215806502855315	-176.676469441147844	-1.539337061707464	0.000243304221519	0.000065689147281	0.269987700463176	0.596525180962024	1	6	8	11	10	12	13	12	13	13	13	13	16	17	16	18	15	19	16	20	17	21	21	0	1	2	5	3	5	8	4	6	4	4	2	7	13	4	6	6	9	6	16	12	9	8	1	2	1	1	2	1	1	1	1	1	1	3	2	1	2	4	1	2	2	1	2	3	4
42000	-168.459128688182602	-167.046033110421064	-1.413095577761534	0.000201285046561	0.000076561100879	0.380361592611812	0.542687194663605	0	6	8	10	9	13	12	11	14	14	14	14	15	16	16	16	17	19	18	18	19	18	21	0	1	2	5	3	8	8	5	8	7	8	4	7	9	9	12	6	16	10	12	12	12	16	1	3	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2
42500	-179.100312394191121	-177.662841474708216	-1.437470919482897	0.000186173817714	0.000065026643685	0.349279208446408	0.744706782140047	0	7	9	10	10	13	13	12	12	14	13	14	14	15	16	19	17	19	20	17	19	18	21	0	1	2	2	3	5	9	5	5	9	4	9	5	6	12	17	13	13	16	15	20	12	18	1	4	1	2	1	2	1	2	1	1	1	1	3	1	1	2	2	2	1	1	1	2	1
43000	-163.922675650200404	-162.429706800165974	-1.492968850034440	0.000233686428731	0.000070027351492	0.299663749719636	0.676537022818881	0	4	7	11	10	13	13	12	13	14	15	15	15	15	15	17	18	18	19	19	19	21	21	0	1	2	5	3	4	8	4	8	9	6	6	6	9	6	10	7	16	16	15	15	16	6	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	4
43500	-168.986179647251447	-167.580500089997486	-1.405679557253956	0.000175331554670	0.000068704510306	0.391854794392465	0.541525192724404	0	7	9	9	11	11	12	13	13	12	14	14	15	16	16	17	16	19	19	18	20	20	21	0	1	2	2	4	4	4	7	7	4	10	5	8	12	5	13	6	8	17	12	15	12	13	1	4	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	3	2	2	1	3	2
44000	-154.150774550305414	-152.689261845471265	-1.461512704834161	0.000302770479758	0.000098450990500	0.325167072359174	0.774637063185165	1	6	9	8	10	12	11	12	13	12	14	14	15	16	17	19	17	19	19	19	19	19	21	0	1	4	2	4	5	3	5	10	7	9	7	5	11	8	17	5	17	17	12	12	13	20	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	3	2	2	1
44500	-171.887884762013670	-170.515591335224258	-1.372293426789408	0.000220787631399	0.000104110028334	0.471539223796111	0.611192489586374	-1	6	8	10	10	13	11	13	12	13	15	14	15	15	17	17	18	19	19	19	19	20	21	0	1	2	2	3	9	5	7	5	4	8	10	9	9	11	7	11	13	16	8	11	11	18	1	3	1	2	1	1	1	1	1	1	2	1	2	2	1	3	2	2	1	3	2	3	1
45000	-173.092809394133894	-171.408110006852439	-1.684699387281446	0.000274335685360	0.000057158492101	0.208352376855093	0.673829920607867	1	7	8	10	11	13	13	12	13	14	14	14	15	16	14	18	19	19	17	19	20	20	19	0	1	1	2	4	5	8	5	8	9	9	9	5	11	5	7	19	13	6	15	12	16	13	1	2	5	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	3	1	2
45500	-165.648515137104425	-164.038299547751393	-1.610215589353022	0.000187346116241	0.000044153173793	0.235677016843617	0.555552859438985	1	6	7	10	9	11	10	13	13	12	13	12	15	15	16	16	18	20	19	18	19	21	21	0	1	2	3	2	7	2	4	10	4	5	7	7	9	12	9	6	17	16	15	20	9	13	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	2	4	1	2	1	1	3	3
46000	-170.796286360543093	-169.332499261872528	-1.463787098670577	0.000222200266181	0.000071798436307	0.323124888824830	0.607369698312303	0	6	8	10	10	12	11	11	13	12	14	14	14	16	15	18	17	19	19	18	20	21	22	0	1	2	3	3	7	5	5	10	5	10	5	8	4	4	17	12	9	12	15	15	12	18	1	3	1	1	1	1	1	1	1	1	1	3	2	2	2	1	2	4	3	2	3	4	2
46500	-166.665954679300143	-165.277405257952609	-1.388549421347543	0.000198681772102	0.000084343461963	0.424515349698917	0.856617297766192	0	6	8	11	9	13	13	11	14	13	14	13	14	17	16	18	16	19	17	19	18	19	21	0	1	2	5	2	4	5	5	10	8	4	2	5	15	12	15	13	16	11	15	12	7	16	1	2	1	1	1	1	3	1	1	1	2	2	2	1	2	1	1	1	1	1	2	3	2
47000	-167.696312794504621	-166.294424544781549	-1.401888249723080	0.000149528889021	0.000059548969885	0.398243913100183	0.518585852478503	-1	5	8	10	11	13	12	12	14	14	14	14	15	13	17	18	18	20	19	20	19	21	21	0	1	2	2	3	5	5	2	14	4	14	5	5	7	12	7	6	16	17	15	15	8	16	1	2	1	2	2	1	1	2	1	2	1	2	1	1	2	2	3	1	1	2	1	4	2
47500	-188.337252921451721	-186.947917879433589	-1.389335042018130	0.000225747580544	0.000095437213506	0.422760736906568	0.688538031796801	1	6	5	10	10	13	12	12	12	13	14	14	15	16	16	18	18	20	19	16	19	20	22	0	1	1	3	3	7	4	4	4	8	9	9	7	11	9	14	14	17	6	9	12	11	13	1	3	2	3	2	1	1	1	2	1	1	1	1	1	2	1	1	1	3	2	3	2	4
48000	-164.889506790292899	-163.464808884500599	-1.424697905792292	0.000238029376174	0.000086760334985	0.364494233358399	0.697095855026834	1	5	8	11	10	13	13	13	12	13	15	14	16	16	16	18	17	18	16	20	19	17	20	0	1	2	3	3	4	5	5	4	9	8	4	8	7	12	14	7	8	6	15	17	9	13	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	2	2	1	2	2
48500	-176.626695795664205	-175.243294238300820	-1.383401557363385	0.000216740070155	0.000094691543847	0.436889882794958	0.656431500139891	1	6	9	9	10	13	12	12	14	13	15	13	16	16	15	18	18	17	20	18	18	20	21	0	1	2	2	4	7	5	5	10	4	10	2	8	15	10	14	6	15	6	15	15	13	13	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	3	2	1	1	2
49000	-183.392017107980280	-182.019702267561513	-1.372314840418756	0.000156633216744	0.000073845654914	0.471455904748372	0.487436126182760	-1	5	7	9	10	13	13	12	13	14	14	13	16	15	16	19	16	19	20	19	20	18	22	0	1	2	2	4	5	8	5	8	8	9	4	4	5	12	8	14	8	6	15	20	8	13	1	3	1	2	1	1	1	1	1	2	1	1	3	2	2	2	1	3	3	1	1	3	2
49500	-179.542923367929433	-178.115761650590741	-1.427161717338704	0.000260096641552	0.000093997953810	0.361396261207597	0.485105930893294	1	6	8	11	10	13	12	13	12	14	14	14	15	16	16	17	19	18	20	20	19	19	22	0	1	2	5	3	9	5	4	5	9	6	4	7	8	12	7	16	5	8	15	15	10	19	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	3	3	4	2	3	1
50000	-174.887414817064922	-173.228788822405903	-1.658625994659008	0.000221102092181	0.000048011729474	0.217147332258187	0.478193986221689	1	6	8	11	10	12	13	12	12	14	14	14	15	16	17	18	18	18	17	19	19	19	21	0	1	1	3	2	4	8	3	2	3	7	5	5	11	12	19	19	19	5	15	12	9	10	1	2	3	2	2	1	1	2	3	3	1	1	2	1	2	1	1	1	3	1	3	5	3
50500	-142.085990995899948	-140.709555043654490	-1.376435952245466	0.000180776517926	0.000082594258628	0.456885991472794	0.864668012554489	1	5	7	11	9	13	12	12	13	14	13	15	14	16	16	17	19	19	18	19	18	21	21	0	1	2	5	3	4	5	5	8	7	4	9	5	11	12	9	16	16	16	21	15	16	16	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2
51000	-191.159891539038085	-189.798722266974806	-1.361169272063283	0.000193996891777	0.000107005605510	0.551584123486573	0.483770024178783	1	6	9	10	11	13	9	11	12	13	15	14	15	15	16	17	16	19	19	20	17	18	21	0	1	2	7	7	9	2	7	5	7	6	3	5	6	9	13	12	6	13	3	15	13	12	1	2	2	1	1	1	1	1	1	2	1	3	2	1	2	1	1	2	3	4	1	2	5
51500	-166.709379682716587	-165.295757512899996	-1.413622169816579	0.000193934927164	0.000073615742487	0.379589914841131	0.667765483698560	0	6	8	10	10	12	13	11	12	13	15	14	15	16	16	18	19	20	19	18	20	19	21	0	1	2	3	2	5	9	2	5	9	10	5	4	12	8	7	6	16	12	15	20	4	16	1	2	1	1	2	1	1	2	1	1	1	3	3	1	1	2	3	1	3	1	1	4	2
52000	-183.481631581512630	-181.957869412511599	-1.523762169001041	0.000194587449641	0.000054316586158	0.279137150204076	0.368293015670463	1	7	8	9	11	12	12	10	13	13	14	14	15	17	16	19	17	19	18	19	19	19	20	0	1	1	3	2	4	4	4	4	7	4	4	7	5	4	13	11	14	15	15	12	6	11	1	3	4	1	2	2	2	1	2	1	3	2	2	3	4	2	1	2	1	1	2	4	3
52500	-165.560060698715944	-163.862301414667854	-1.697759284048093	0.000217066459159	0.000044327073617	0.204209686696957	0.656568675427443	1	7	8	9	10	13	13	11	13	12	15	14	14	16	16	18	17	19	18	18	18	21	21	0	1	2	3	4	10	8	4	4	4	4	10	7	10	12	5	11	16	9	12	15	9	13	1	3	1	1	1	1	1	1	2	2	3	1	1	2	1	2	1	1	1	2	1	5	4
53000	-160.814442033353885	-159.243338669915431	-1.571103363438448	0.000183618837425	0.000046513677739	0.253316480986394	0.641048503504203	1	7	9	10	10	12	13	12	12	14	14	14	15	16	16	17	19	19	19	20	17	20	22	0	1	2	2	3	5	5	4	4	9	9	2	2	11	12	7	6	13	13	21	12	16	16	1	2	1	2	1	1	1	1	1	1	1	3	3	1	1	2	3	2	3	1	2	2	3
53500	-168.421976807759336	-166.769523108813956	-1.652453698945386	0.000157284592730	0.000034498896018	0.219340594138282	0.555589731823077	0	7	9	11	11	13	10	12	14	13	14	14	15	16	17	16	17	19	19	18	19	20	19	0	1	2	7	7	4	2	7	10	7	10	4	8	11	12	10	6	16	2	15	12	19	16	1	3	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	2	5	1	2	1	1
54000	-164.999821119617764	-163.354786622130376	-1.645034497487382	0.000292338174508	0.000064910112103	0.222037755460635	0.686088124153291	0	7	9	10	11	13	13	13	13	12	14	13	14	16	16	16	18	19	19	19	19	19	22	0	1	2	3	4	4	5	5	10	4	10	10	9	11	12	11	6	13	17	15	12	9	17	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	2
54500	-166.741719252017703	-165.348104698703793	-1.393614553313904	0.000234487528710	0.000097011716841	0.413718023191139	0.486120451934245	1	7	9	10	9	12	12	13	13	12	14	14	15	17	17	18	18	19	19	19	17	20	22	0	1	2	2	2	4	5	7	4	5	9	4	8	11	7	13	9	8	16	12	12	15	16	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	3	2	1	2
55000	-168.997315109614618	-167.432350612185729	-1.564964497428882	0.000165711722562	0.000042480902116	0.256354236497932	0.678890006287219	0	6	8	11	10	12	11	13	14	13	15	14	15	17	16	18	18	18	20	18	19	20	21	0	1	2	2	2	5	5	5	10	4	9	7	8	11	12	8	6	13	17	12	12	13	8	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	5
55500	-165.314316954353643	-163.843923287844319	-1.470393666509319	0.000198600421428	0.000063033255870	0.317387321820046	0.770959053647021	0	6	9	9	11	13	13	12	12	13	13	14	15	16	16	18	18	20	19	20	18	20	18	0	1	2	2	3	9	8	5	5	3	9	5	7	11	12	14	6	7	17	21	15	16	7	1	4	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2
56000	-173.821277260543269	-172.199079790212664	-1.622197470330593	0.000273269923080	0.000063067684351	0.230788970992335	0.623058865814505	1	7	8	11	10	12	13	10	13	13	14	13	15	16	16	19	16	19	19	19	19	19	21	0	1	2	2	2	5	5	2	2	4	4	4	5	10	12	17	4	13	17	15	12	9	13	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2
56500	-178.533367735971325	-177.098340373390670	-1.435027362580657	0.000229219384059	0.000080693729348	0.352037109249474	0.725102121146738	1	4	8	11	10	13	12	13	14	13	15	15	15	16	16	18	18	18	20	20	18	21	21	0	1	2	5	2	7	5	5	10	4	10	9	9	6	13	13	14	6	17	12	15	18	18	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	3	2	3	1	2	2
57000	-154.742198760853711	-153.350991788725935	-1.391206972127764	0.000193543274470	0.000081037155513	0.418703030290687	0.552578737323063	1	4	8	10	11	11	12	12	12	14	14	14	15	16	16	17	18	19	17	19	19	20	21	0	1	2	3	3	4	5	5	4	9	9	4	8	11	12	8	6	13	6	15	15	14	16	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	4	3	3	1	2	2	2
57500	-154.727418237424104	-153.317633770284772	-1.409784467139337	0.000172809290259	0.000066590831528	0.385342891161493	0.827563649133649	1	6	7	11	10	13	13	12	12	14	14	14	15	16	16	18	16	17	18	18	20	20	20	0	1	2	5	2	5	8	5	5	9	9	4	7	11	12	18	6	7	6	15	20	11	16	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1
58000	-181.734585285731015	-180.359718416465114	-1.374866869265907	0.000267732377701	0.000123725227206	0.462122767025669	0.451122941365618	1	6	9	10	10	12	11	12	13	13	13	13	15	16	16	18	16	19	18	19	19	19	21	0	1	2	3	3	7	5	5	8	3	7	7	5	12	10	14	13	4	17	12	3	13	8	1	2	1	1	1	1	1	1	1	2	1	1	3	2	2	1	1	4	2	4	4	2	4
58500	-170.391655573104913	-168.962483849319568	-1.429171723785345	0.000223436632616	0.000080198181624	0.358930318118647	0.519263871763203	0	6	8	10	9	12	11	12	14	13	15	15	15	16	17	18	18	19	18	19	18	20	20	0	1	2	5	2	4	5	7	5	4	8	7	8	7	11	12	9	14	6	11	12	2	16	1	3	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	3	2	2	6	1
59000	-162.193785283154938	-160.420409998528953	-1.773375284625998	0.000135953191938	0.000024887914300	0.183062375695732	0.572143499579474	0	6	8	11	9	13	13	13	14	13	15	13	15	17	15	19	17	20	19	19	19	21	20	0	1	2	5	2	5	4	5	10	4	10	2	7	11	2	6	2	17	17	15	17	17	16	1	3	1	1	2	2	1	2	1	1	1	3	1	1	4	3	6	2	1	2	1	2	1
59500	-166.702519412201951	-165.274923676756544	-1.427595735445399	0.000212531861026	0.000076694083295	0.360859227996895	0.626288461559434	1	5	8	10	10	12	13	13	12	14	14	15	15	16	16	16	17	19	19	18	19	20	21	0	1	2	2	2	5	5	4	5	9	9	7	8	11	12	7	7	7	8	15	20	7	13	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	3	4
60000	-150.890544536299700	-149.453607361877886	-1.436937174421806	0.000201482144905	0.000070493762331	0.349875977170650	0.827588491277076	1	5	8	11	9	12	12	11	14	13	14	15	15	16	17	17	18	20	18	19	19	20	18	0	1	2	5	2	8	5	5	10	4	10	4	7	11	12	14	6	16	6	15	12	17	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1
60500	-189.365198438716220	-187.919846541969434	-1.445351896746792	0.000189172665113	0.000064471922033	0.340809926182409	0.503591317501712	-1	6	8	11	10	13	12	13	13	14	14	14	16	16	16	16	19	18	18	19	20	21	21	0	1	2	3	3	3	5	5	7	9	9	4	6	10	2	9	15	7	10	12	12	10	13	1	4	2	2	1	2	1	1	1	1	1	2	1	2	5	2	2	2	3	3	4	2	3
61000	-183.862362924586051	-182.438274181422514	-1.424088743163544	0.000235869297392	0.000086156804540	0.365273503133122	0.524682988598321	1	6	8	11	11	13	13	12	14	14	13	13	15	17	15	16	17	19	20	19	19	19	22	0	1	1	3	3	8	8	4	7	8	5	5	5	13	12	7	11	3	6	12	15	11	16	1	3	3	1	2	1	1	1	1	1	1	1	2	2	1	2	2	4	3	4	1	3	2
61500	-175.897568517302062	-174.291848116670110	-1.605720400631954	0.000229973502738	0.000054634390934	0.237568199306418	0.538990468406422	1	7	7	9	10	13	12	12	12	14	15	15	16	17	17	17	18	19	19	19	20	19	20	0	1	1	3	3	4	5	3	5	7	6	8	7	11	12	7	6	11	6	6	20	8	13	1	3	3	1	1	2	1	2	1	1	1	2	1	1	1	3	2	2	2	3	1	4	1
62000	-181.750325448506743	-180.364983868312152	-1.385341580194605	0.000168100162841	0.000072624846219	0.432033169933143	0.654220980371100	0	7	8	9	10	11	12	12	14	13	15	14	16	16	15	17	18	19	19	20	19	20	20	0	1	2	2	4	4	3	2	7	5	10	7	5	12	8	4	8	14	16	12	12	16	14	1	3	1	1	1	1	2	4	2	1	1	1	2	1	2	4	2	1	1	4	2	1	2
62500	-154.170159341045576	-152.560382250553204	-1.609777090492365	0.000238573890689	0.000056270057503	0.235860082343881	0.596816982954562	1	5	8	9	10	13	11	13	12	14	14	15	15	17	16	18	17	19	19	19	19	21	22	0	1	2	3	3	7	5	7	4	9	8	9	8	10	12	8	6	14	6	15	15	14	16	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	3	2	2	2	2
63000	-194.142755112786290	-192.630553286840893	-1.512201825945394	0.000281577186490	0.000080651267568	0.286426853587404	0.563825523317404	-1	7	9	11	9	13	11	12	14	13	15	14	14	16	16	18	18	18	20	20	19	20	20	0	1	2	5	2	8	3	7	10	5	10	4	7	10	11	14	8	15	8	12	14	7	17	1	4	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1	4	3	1	4	1
63500	-170.321788202511442	-168.938570089873878	-1.383218112637552	0.000164147925864	0.000071792169031	0.437362632839901	0.436767663741144	0	6	9	11	10	12	13	13	13	14	14	14	16	16	17	18	18	19	19	19	20	20	21	0	1	2	3	2	2	3	4	6	5	9	4	4	11	7	9	13	7	5	12	15	16	13	1	2	1	1	3	2	2	1	1	2	1	2	2	1	3	2	1	2	3	2	1	1	2
64000	-173.074699846008741	-171.708816811529942	-1.365883034478808	0.000196044391859	0.000098514708548	0.502512250482418	0.459256324376700	0	6	9	11	11	12	12	12	14	14	13	14	14	16	15	19	18	20	19	19	19	21	22	0	1	2	2	2	5	2	3	8	11	6	8	8	8	7	14	5	17	8	12	7	5	17	1	2	1	2	3	1	3	2	1	1	1	1	1	2	2	1	4	1	3	3	4	4	2
64500	-162.631704208558972	-161.158267317944876	-1.473436890614089	0.000277754039405	0.000087446990457	0.314836070950411	0.710227933844225	-1	4	7	11	10	13	13	12	14	13	14	14	15	16	15	17	18	19	18	18	19	20	19	0	1	2	5	2	4	8	5	6	4	6	4	7	11	6	13	6	16	6	15	20	4	13	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	2
65000	-174.687946012280008	-172.870324070638418	-1.817621941641597	0.000205931158033	0.000035526357250	0.172515696940810	0.433916713260578	0	6	9	9	10	12	13	11	13	13	15	14	16	16	15	18	18	20	19	19	19	20	22	0	1	2	2	2	4	8	4	4	4	8	4	8	11	12	7	6	16	9	15	15	14	10	1	3	2	1	3	1	1	1	2	2	2	2	3	1	1	2	3	1	2	1	2	2	4
65500	-174.067122963982740	-172.630710969757530	-1.436411994225212	0.000197459645854	0.000069202934923	0.350466216142358	0.584038127542094	-1	6	8	10	9	12	11	13	14	12	13	14	16	16	15	15	17	18	19	19	19	20	21	0	1	2	5	2	7	5	7	10	4	6	4	16	6	4	3	16	16	17	12	12	9	17	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	3	2	1	1	2	2	3	1
