step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
10500	-249.117076274226577	-258.167919654677917	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980597110447116	2	3	3	10	8	22	18	21	26	21	24	25	20	25	27	30	26	30	29	28	26	27	25	30	28	29	28	31	30	28	28	30	30	32	32	31	33	34	32	38	31	33	34	33	34	35	31	35	36	33	33	34	33	36	37	31	35	32	38	38	36	37	39	39	42	35	37	43	42	41	40	38	41	40	44	42	45	0	1	1	5	2	10	4	13	14	13	8	6	7	8	23	9	12	17	23	23	23	17	6	25	22	15	11	33	22	17	21	20	30	32	47	18	56	28	47	45	24	36	53	25	24	38	25	36	25	24	24	29	41	53	48	24	34	28	47	67	35	19	62	49	70	56	61	73	74	72	44	62	71	63	76	73	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-241.106265994371853	-250.157109374823193	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994051206841818	2	4	4	11	6	19	18	20	26	21	24	25	23	26	27	30	26	29	27	29	28	27	27	29	29	29	28	31	31	31	28	28	30	32	29	31	33	32	29	42	32	32	35	33	32	34	31	33	36	35	33	33	35	37	36	35	36	37	37	37	40	37	37	35	38	39	39	42	42	32	40	40	39	39	43	40	45	0	1	1	3	3	7	4	6	12	7	10	13	10	12	9	18	13	15	11	32	17	17	17	31	32	15	22	33	9	25	11	12	24	16	23	15	36	16	31	65	19	28	44	36	32	70	16	29	46	52	42	45	46	57	21	37	36	47	43	57	60	46	56	44	59	43	65	72	71	16	52	58	59	50	60	55	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-248.974951041259203	-258.025794421710543	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993295739862481	1	3	3	11	5	22	16	20	26	18	22	24	24	25	28	29	26	31	28	28	28	29	26	29	29	28	27	31	30	29	29	31	29	32	30	31	33	32	31	39	32	31	33	32	30	35	32	35	37	34	30	32	34	37	37	35	35	36	36	33	38	36	40	37	40	40	38	42	41	40	42	45	38	40	37	41	43	0	1	1	5	3	8	4	10	11	7	8	10	11	6	12	20	13	25	23	27	12	9	14	26	27	13	9	27	24	19	9	29	15	31	20	31	36	21	35	41	35	51	39	24	19	28	32	47	56	44	9	33	26	59	62	36	32	48	38	29	56	46	58	56	61	57	55	76	63	73	76	73	48	75	47	40	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-251.910353137712832	-260.961196518164172	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974552238444703	1	5	3	10	6	20	16	18	25	22	21	25	23	26	25	29	27	31	26	29	28	28	28	29	26	29	29	29	31	31	30	31	28	31	32	30	32	33	29	37	32	33	31	33	34	33	31	33	37	34	34	35	33	32	35	33	35	38	30	34	40	37	40	38	39	36	39	43	41	41	42	44	36	40	44	41	36	0	3	1	5	2	7	4	7	13	11	6	13	11	9	13	14	12	24	12	33	14	25	12	22	15	14	21	21	26	28	12	24	12	36	39	21	18	24	12	53	9	32	36	35	35	47	59	32	55	44	34	32	18	39	29	23	53	60	39	35	65	38	77	45	49	53	37	63	67	61	69	76	45	58	74	58	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-253.454906455359946	-262.505749835811287	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990602880876425	0	4	2	9	7	23	15	21	26	22	24	24	20	25	26	28	26	29	26	28	23	27	29	30	27	28	29	30	27	30	30	26	31	31	32	32	30	33	31	41	32	33	35	30	34	34	32	34	28	35	34	34	32	35	37	36	33	37	36	37	39	37	39	37	39	38	36	42	42	39	43	44	41	41	46	39	40	0	3	1	1	1	10	4	13	6	13	13	10	7	11	21	29	13	6	11	32	13	15	9	20	17	32	29	49	12	20	18	14	37	20	37	28	15	36	23	61	23	49	47	25	35	42	49	30	25	53	35	34	31	34	57	54	35	52	54	45	67	43	64	37	48	58	38	77	74	51	40	68	63	70	72	66	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-245.759163436749418	-254.810006817200758	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984644651643200	1	4	4	11	6	22	14	19	26	21	24	25	24	25	27	29	26	29	28	28	27	29	29	30	28	29	29	31	30	30	28	31	29	32	31	32	28	33	32	39	30	30	32	27	30	34	33	35	35	33	32	30	35	37	34	33	36	38	37	36	39	37	35	38	40	36	38	40	41	40	42	34	41	38	45	35	45	0	1	1	5	2	10	4	7	12	8	10	13	6	11	13	11	12	21	12	17	14	44	15	16	9	44	31	31	31	23	9	18	31	52	42	27	17	35	26	67	37	25	29	14	26	38	43	56	36	52	24	25	50	53	42	24	55	56	66	47	49	50	50	33	64	38	53	67	70	74	69	36	40	32	71	55	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-227.338633114213508	-236.389476494664848	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992574641530159	1	4	5	11	8	21	16	19	25	22	23	24	23	25	25	30	28	29	29	27	22	26	28	28	28	28	29	31	30	30	28	31	31	31	33	31	33	33	28	41	27	31	33	31	32	32	32	35	36	35	33	34	33	37	35	35	36	35	36	38	37	36	39	38	41	37	37	44	41	40	42	45	39	38	46	42	43	0	1	2	5	2	8	4	7	13	8	21	10	10	13	12	17	20	41	17	15	6	15	15	41	41	20	31	26	17	18	41	29	29	31	44	20	28	30	12	60	14	39	34	27	18	18	29	44	58	46	16	32	28	48	52	38	56	52	58	57	45	53	62	50	60	53	59	40	70	63	65	69	74	59	60	70	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-241.729598498109937	-250.780441878561277	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999775096916870	0	3	5	11	7	23	17	20	24	22	24	25	24	26	28	30	27	31	29	28	27	27	29	30	28	29	28	31	30	28	27	31	31	32	31	30	32	33	29	39	31	31	32	33	34	32	33	35	36	35	34	33	35	34	37	35	34	36	38	38	33	37	38	37	38	39	37	43	41	36	40	42	38	38	45	36	46	0	1	2	2	1	10	4	7	10	8	10	6	6	13	17	20	13	29	20	17	11	13	15	19	31	20	13	39	21	14	9	20	15	26	19	30	35	41	31	67	26	20	42	46	46	20	29	52	35	54	44	33	29	26	54	54	18	54	49	55	35	45	43	49	54	65	70	69	58	38	65	74	49	49	68	51	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-236.854875302362643	-245.905718682813983	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986177598383695	-2	5	4	8	6	20	18	21	26	22	19	24	24	25	27	28	26	31	29	27	27	28	28	29	29	26	29	32	30	30	30	31	25	31	33	32	32	33	31	39	32	32	35	33	33	34	33	33	34	35	31	34	36	34	36	35	36	37	37	38	39	36	38	39	35	39	35	42	41	39	41	43	40	40	45	42	44	0	3	1	3	2	11	2	11	10	11	7	8	6	13	9	20	12	16	15	12	33	26	12	12	26	12	20	51	23	15	27	19	12	19	18	31	39	24	24	55	27	31	29	29	32	47	31	51	51	42	25	42	65	48	28	48	54	62	50	43	51	44	65	60	48	60	45	73	64	58	73	71	66	58	74	61	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-244.636021495964172	-253.686864876415513	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990576473313655	2	3	5	10	7	19	17	21	25	19	24	24	24	24	26	30	27	27	23	27	25	28	28	29	29	27	29	31	30	31	30	30	30	31	32	27	33	31	30	42	33	33	33	32	31	35	32	34	34	35	32	34	34	36	36	36	34	36	37	36	39	37	37	38	39	40	38	41	40	40	41	44	39	39	45	43	44	0	1	2	5	2	7	4	10	11	7	8	19	19	10	14	15	19	21	8	21	12	10	20	20	22	9	26	39	18	27	26	24	15	39	32	19	15	16	21	71	28	29	35	25	36	39	39	34	43	37	30	47	35	41	50	33	43	48	56	57	59	49	35	26	62	74	56	64	65	50	65	66	63	60	40	71	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-257.411946389095647	-266.462789769546987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996302010859823	1	5	4	10	6	22	16	18	23	20	24	25	22	25	27	23	26	30	29	28	26	28	27	30	27	28	29	30	29	31	28	25	27	31	32	28	31	31	32	42	33	33	34	34	33	35	29	34	30	35	31	31	36	29	36	36	35	30	34	38	38	37	39	38	40	40	38	43	42	35	41	40	40	38	43	43	40	0	3	1	5	2	10	4	7	13	8	6	16	10	16	17	13	12	36	23	23	6	15	14	15	32	25	25	27	26	28	23	9	12	19	49	15	29	49	38	62	27	12	38	52	38	52	36	34	12	59	54	22	48	26	41	46	35	33	35	50	56	57	46	24	60	67	70	73	62	41	64	46	67	50	77	69	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-246.857343623298050	-255.908187003749390	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966398991065481	2	5	3	11	7	22	18	19	23	21	23	22	24	20	28	28	26	28	29	26	27	28	29	30	28	28	29	32	30	31	25	29	31	31	30	32	32	32	32	42	29	33	35	33	34	33	33	32	34	32	34	30	34	36	37	36	35	37	37	35	34	35	39	36	42	37	38	39	41	38	37	43	40	38	45	40	46	0	3	1	5	2	10	4	7	6	14	6	14	14	8	13	21	31	21	17	13	31	20	25	16	17	20	25	19	19	41	10	9	19	24	25	35	18	34	35	69	18	52	29	37	29	36	33	35	50	35	47	18	27	53	38	45	48	44	64	24	38	39	62	53	73	56	43	71	63	62	57	63	67	55	72	58	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-237.245346050522841	-246.296189430974181	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988214381099279	1	5	3	9	7	23	17	19	23	21	22	24	24	25	27	29	27	31	28	27	26	28	29	29	27	28	29	31	31	31	26	29	30	30	30	31	29	34	31	42	32	33	33	32	30	35	32	33	35	36	31	34	35	36	36	34	35	36	38	36	39	37	39	37	40	40	37	44	38	41	40	44	39	41	45	42	45	0	3	1	3	3	11	5	7	11	8	8	9	8	6	13	15	14	34	15	21	13	17	19	21	21	31	31	15	17	13	12	26	23	27	17	34	17	36	35	53	35	47	34	35	23	41	18	30	44	57	27	47	43	48	52	44	56	57	67	56	64	24	64	54	63	49	54	65	35	59	59	62	64	63	65	65	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-234.946744244755308	-243.997587625206648	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973320882408350	2	5	5	10	8	21	17	20	25	22	22	24	24	26	27	29	25	28	28	29	27	28	28	29	27	29	29	31	29	29	29	28	30	32	32	31	31	34	31	33	31	33	34	34	31	34	32	33	34	33	32	34	36	36	36	34	36	37	32	37	39	38	38	38	42	33	39	44	41	40	42	43	38	36	44	42	46	0	1	1	5	3	8	5	7	12	8	6	11	6	13	14	32	8	14	12	19	17	12	9	17	10	18	21	31	19	21	22	21	8	45	29	31	24	28	29	36	27	39	29	59	24	35	33	39	66	51	36	59	49	43	46	35	44	49	33	54	60	46	60	37	62	39	64	69	70	61	70	71	60	41	72	69	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-237.077921849835406	-246.128765230286746	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989746452867578	1	5	4	9	7	23	18	19	26	21	20	22	24	25	27	29	28	31	23	27	27	29	29	30	29	28	26	30	30	28	30	31	30	32	31	31	32	34	30	39	30	33	35	33	34	34	31	33	37	36	32	35	36	36	36	35	35	36	37	35	40	36	40	38	42	38	36	44	40	38	42	41	37	36	45	43	45	0	3	1	5	2	8	5	7	12	11	7	7	19	6	6	15	27	39	11	27	9	26	17	15	15	20	14	20	30	20	15	31	30	23	28	24	35	51	21	50	22	41	33	51	48	51	30	32	52	42	33	51	23	57	56	44	48	48	53	36	50	60	59	53	55	60	33	65	66	57	70	63	60	43	76	72	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-242.353704549475765	-251.404547929927105	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989588201166291	2	4	5	11	8	22	18	20	19	22	23	25	23	26	28	26	26	28	26	29	27	28	28	29	27	26	27	31	30	28	29	31	29	32	30	31	33	33	30	39	32	32	34	34	33	35	32	30	35	36	34	33	34	36	36	36	34	34	37	36	38	38	39	38	42	39	38	42	40	37	40	40	40	39	45	43	45	0	1	2	5	2	8	4	9	7	8	6	13	10	13	21	11	12	27	12	15	26	19	25	23	26	8	26	16	25	21	15	14	17	22	31	31	32	36	30	56	29	48	14	45	39	45	29	18	52	46	47	33	47	44	49	58	41	36	57	51	50	43	70	42	67	49	42	74	44	49	50	56	50	70	65	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-246.316415988959591	-255.367259369410931	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965432443790348	2	5	4	11	6	23	18	20	26	20	24	24	23	25	27	28	28	30	28	27	27	28	28	29	29	26	28	31	29	29	29	30	31	29	32	29	32	33	29	37	32	32	34	30	29	33	33	34	34	35	34	33	35	37	37	36	36	35	37	38	39	37	38	37	39	36	38	43	42	38	39	44	40	40	43	39	36	0	1	1	5	2	8	4	7	11	7	13	6	7	13	14	9	26	31	9	8	14	13	21	21	9	11	21	25	21	15	22	17	44	17	32	15	18	28	20	43	44	16	42	31	20	17	31	41	17	51	33	23	42	49	56	38	48	52	77	64	64	49	54	50	35	37	54	70	61	66	67	74	54	63	69	32	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-244.627732187075480	-253.678575567526821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994257896905565	0	4	5	7	8	23	18	19	24	21	24	25	23	26	24	30	25	30	27	28	26	28	28	30	27	29	28	32	31	29	30	30	30	30	32	31	31	33	31	42	32	30	33	34	34	33	32	34	34	31	33	34	33	32	35	32	35	37	35	35	39	37	36	38	34	39	35	43	38	38	41	44	40	41	46	39	42	0	1	2	1	4	7	5	7	7	8	6	13	10	9	13	26	11	20	14	25	15	21	19	23	17	11	6	39	30	14	22	27	14	20	42	31	31	37	18	76	18	23	37	32	51	36	42	54	30	18	47	23	39	34	43	33	49	63	51	24	63	52	48	57	47	58	51	71	55	60	76	77	69	58	68	69	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-237.016086756405940	-246.066930136857280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998821193386137	0	4	2	11	6	23	18	20	25	22	22	22	22	26	25	29	28	26	29	29	27	29	28	27	29	28	29	32	31	28	28	28	30	30	33	32	32	34	29	37	28	32	33	32	34	34	32	35	36	34	33	29	36	34	36	34	36	37	38	37	39	38	40	38	41	40	38	44	42	41	42	43	39	41	46	41	42	0	1	1	5	2	11	4	7	13	8	8	7	8	6	6	30	14	15	32	17	14	32	9	9	41	24	18	34	19	9	11	15	52	39	52	24	30	51	17	48	18	39	37	34	44	34	22	36	50	37	14	31	48	47	56	42	41	38	55	48	60	58	67	55	64	64	57	59	74	61	65	76	60	57	68	55	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-242.977566348671587	-252.028409729122927	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996844230201258	2	4	4	10	8	21	17	18	23	20	24	23	24	19	26	28	28	30	29	28	27	26	27	29	29	29	30	32	28	30	28	26	25	31	31	31	33	34	32	41	31	32	34	34	33	32	32	32	36	36	32	34	31	35	35	34	35	37	37	36	40	37	37	33	42	38	37	41	40	40	41	44	39	40	43	41	41	0	1	1	5	3	14	5	7	10	14	10	10	9	7	12	13	32	20	32	32	32	10	13	17	17	31	31	36	15	15	9	9	9	17	29	26	27	42	27	60	24	18	42	36	42	16	41	19	38	45	35	27	26	44	37	45	45	64	54	28	59	49	50	36	71	62	60	69	62	73	69	71	57	63	70	70	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-238.277371533132452	-247.328214913583793	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990582624846118	0	2	4	9	6	23	17	19	25	22	22	24	24	26	25	28	26	30	27	27	27	28	28	27	23	28	29	31	31	31	29	29	31	32	32	30	30	33	32	42	32	33	31	34	33	34	32	34	34	35	32	35	36	35	35	35	36	37	36	37	39	38	37	38	40	37	39	43	40	40	42	42	38	41	41	43	45	0	1	2	5	2	8	3	7	12	8	8	25	6	9	6	19	15	31	25	14	17	20	21	15	10	19	24	27	16	31	16	16	21	28	16	32	24	9	27	65	36	35	27	33	36	41	32	41	37	49	36	38	52	35	29	45	52	57	46	49	73	42	52	48	61	50	42	74	56	57	60	70	59	67	67	65	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-256.389569646039433	-265.440413026490774	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993793916240479	1	3	5	11	8	22	15	20	26	17	23	24	22	25	25	30	26	30	28	28	27	29	24	29	28	28	27	32	30	31	29	29	30	32	32	30	30	33	32	42	31	33	34	31	28	35	32	34	36	36	30	35	36	37	32	33	34	34	37	38	38	36	35	38	39	40	36	43	40	40	41	44	37	40	44	42	42	0	1	1	5	2	8	4	7	8	7	8	11	8	11	6	26	6	32	9	17	9	26	10	45	9	21	9	32	22	22	21	19	15	33	20	21	31	35	29	65	32	47	38	29	9	56	33	39	58	32	8	47	63	52	9	41	28	44	55	53	53	63	57	39	49	54	26	74	63	52	69	71	58	62	71	66	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-246.370935714151756	-255.421779094603096	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997165698289418	1	3	3	11	8	20	17	21	26	22	24	25	23	25	28	30	27	30	28	28	27	28	27	29	28	28	29	32	30	30	28	25	30	31	32	32	32	34	29	41	29	30	34	33	33	34	31	32	36	35	30	30	35	32	35	32	33	38	37	36	36	36	39	38	34	38	38	42	38	39	40	38	39	39	46	43	37	0	1	1	5	1	7	4	6	32	6	8	13	8	11	17	19	9	25	17	9	13	23	9	17	11	9	25	42	27	25	9	13	22	26	51	30	30	56	11	62	21	19	47	37	16	28	15	20	35	47	24	22	54	16	34	34	48	60	50	65	43	46	64	49	36	62	55	49	59	49	67	59	62	72	59	73	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
