step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
15500	-165.105238546062822	-163.643156461543953	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.914975276558810	0	2	3	3	5	5	6	5	5	7	4	5	7	8	8	6	7	6	8	8	7	10	8	9	8	9	10	10	11	11	10	11	13	13	12	11	12	12	15	15	14	16	13	13	13	12	12	16	17	16	17	17	22	0	1	2	1	2	3	11	2	11	8	2	4	9	4	7	1	18	4	7	12	16	25	7	20	6	21	21	19	28	10	23	22	29	32	13	22	21	28	45	22	44	41	30	47	47	22	27	38	50	33	44	50	42	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
16000	-142.409216790407442	-140.947134705888573	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.942249621293611	0	1	2	2	5	5	5	4	7	8	6	6	8	8	8	7	6	7	9	9	7	11	8	9	8	9	10	9	10	11	11	11	13	11	12	12	12	13	15	14	13	14	14	13	14	14	15	19	17	17	18	17	20	0	1	1	2	8	8	4	4	12	5	3	5	21	16	17	17	8	5	25	13	12	14	12	9	8	18	17	21	19	19	24	24	31	24	23	27	22	10	38	41	32	33	33	34	33	22	42	52	36	39	49	47	48	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
16500	-126.974874341444817	-125.512792256925934	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990945789046510	0	2	3	4	4	6	5	5	6	7	7	6	8	8	8	7	6	6	9	9	7	9	8	9	9	9	10	7	11	10	11	11	13	12	12	9	11	12	14	14	11	16	12	14	14	14	14	18	16	16	18	17	21	0	1	1	2	3	7	5	3	4	5	9	7	21	16	6	12	4	5	28	21	7	16	6	18	21	11	23	17	27	12	25	19	38	27	27	11	25	31	38	33	19	39	30	38	26	37	41	50	47	40	49	46	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
17000	-137.580803525771699	-136.118721441252831	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.959192272077321	0	1	3	3	4	5	5	6	6	8	7	5	8	8	7	7	7	7	9	9	8	11	7	10	9	10	10	9	11	9	12	10	11	12	10	11	13	12	13	13	14	14	14	12	14	14	15	19	16	17	17	18	21	0	1	1	2	3	2	4	5	3	15	6	4	11	16	6	7	12	8	10	12	23	20	7	20	11	25	21	16	26	8	27	14	32	22	25	19	38	26	27	33	27	44	38	26	34	35	45	50	40	43	46	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
17500	-153.917006278123580	-152.454924193604711	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.963663322950644	0	1	3	3	2	5	5	4	6	7	7	5	8	8	7	7	8	6	8	8	7	11	8	9	9	8	9	7	9	9	12	11	14	10	12	10	13	12	14	13	13	14	13	13	14	15	16	18	16	14	18	18	19	0	1	5	2	2	4	5	2	6	12	18	5	7	9	6	6	21	4	11	28	6	25	7	23	19	28	9	7	16	14	24	26	31	17	27	30	25	15	31	35	31	35	27	32	44	37	37	47	42	35	33	41	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
18000	-142.918135357531241	-141.456053273012373	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.787032372340245	1	2	3	3	4	5	5	5	6	7	7	7	6	6	7	8	6	7	7	8	8	10	7	9	9	9	9	9	9	10	11	11	13	11	12	11	11	10	14	14	14	15	13	13	14	14	15	17	16	16	19	18	21	0	1	1	1	4	4	4	3	3	7	9	8	3	5	7	23	2	14	14	17	15	10	7	18	16	21	12	11	10	11	12	12	37	38	28	27	27	12	29	43	43	39	37	34	24	26	33	40	41	39	50	48	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1
18500	-125.858583901453159	-124.396501816934276	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.971336951012966	0	1	2	3	4	5	5	5	5	6	5	6	7	8	8	8	7	7	8	9	8	9	6	9	10	9	10	9	10	11	12	12	13	10	12	10	12	11	13	14	14	15	14	14	14	15	15	18	14	16	18	17	20	0	1	1	1	2	4	4	4	5	11	3	6	8	7	23	10	8	4	10	17	18	16	4	21	16	18	15	15	21	29	36	34	31	22	29	26	34	16	36	38	39	39	33	37	32	40	31	50	37	49	50	42	48	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-120.868292335969599	-119.406210251450716	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984897947589943	1	2	3	4	4	5	4	5	5	7	6	6	6	9	7	7	7	7	9	8	7	10	8	10	9	9	10	8	11	9	10	11	14	11	12	11	12	12	14	14	13	16	14	14	15	13	15	17	16	16	18	19	21	0	1	1	3	2	5	1	3	3	7	7	7	7	10	5	11	9	8	10	15	13	16	21	18	10	17	28	21	23	17	28	31	35	26	32	19	36	30	38	37	36	44	36	41	40	29	33	33	33	44	45	42	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-133.430568736967729	-131.968486652448860	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938068949039043	0	2	3	3	4	5	6	4	7	7	6	6	7	8	8	8	8	8	8	9	8	10	8	9	9	10	8	10	10	10	11	10	13	11	13	11	12	13	14	14	14	16	12	14	13	13	15	17	15	16	15	18	21	0	1	2	1	2	4	8	3	6	7	6	5	5	11	11	8	7	12	12	15	7	15	12	23	14	15	9	27	21	18	27	18	29	20	30	26	34	26	43	43	25	44	29	45	28	14	44	40	33	40	39	41	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1
20000	-132.749419335303656	-131.287337250784788	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.991442411117979	0	2	1	3	5	4	4	5	6	7	6	6	6	8	7	6	8	8	8	9	8	9	9	9	8	10	10	8	10	10	11	12	13	13	12	11	12	11	13	15	15	16	11	14	12	15	15	19	16	17	17	18	21	0	3	1	3	3	2	2	4	8	5	7	6	5	8	12	2	15	12	13	9	11	15	10	14	12	18	15	8	23	22	25	28	31	36	31	21	27	17	35	33	32	39	18	35	31	35	34	50	47	46	49	51	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-134.259016663863946	-132.796934579345077	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979823468440230	-1	2	2	4	3	6	6	6	5	8	7	7	5	9	7	8	7	6	9	8	6	10	7	10	8	9	8	10	10	11	11	9	13	12	12	10	12	12	14	14	14	15	13	15	14	14	16	17	16	16	18	18	20	0	1	1	5	3	13	13	5	2	8	13	7	2	10	13	13	9	9	11	6	4	8	13	15	8	17	7	26	26	28	26	20	31	28	28	17	28	28	35	37	33	38	24	46	14	24	45	44	42	41	47	47	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
21000	-154.849108711995513	-153.387026627476644	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.804202212280114	0	1	2	4	5	3	4	6	6	5	6	6	8	8	7	7	7	7	9	8	7	9	9	9	9	9	9	6	10	10	9	9	12	12	12	11	11	12	15	13	15	14	12	14	14	14	16	18	16	16	18	18	21	0	1	1	3	2	2	2	4	4	6	4	6	16	9	6	8	10	11	12	5	5	17	9	15	11	17	18	10	25	17	18	6	31	37	19	26	24	30	46	37	38	43	31	33	33	32	45	49	44	46	34	50	48	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1
21500	-168.418644484035468	-166.956562399516599	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.753853084192506	0	2	3	4	5	5	5	4	6	7	6	6	7	9	6	8	6	8	7	8	7	10	7	8	10	10	10	9	11	11	9	12	13	11	12	9	11	12	14	15	12	16	13	13	14	14	15	19	17	16	19	18	20	0	1	1	2	4	2	4	1	8	3	2	5	7	23	5	11	6	11	7	11	7	20	15	17	18	10	18	12	20	14	10	7	28	28	26	10	23	27	41	37	25	34	16	41	13	36	41	47	32	37	50	50	52	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	2	1	4	2	1	1	3	2	1	1	1
22000	-135.158815777407767	-133.696733692888898	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.864714758812282	0	2	1	3	5	5	6	5	7	8	6	7	8	8	7	7	7	8	8	7	6	10	8	9	9	10	10	10	10	11	12	11	13	13	12	12	13	12	13	14	14	15	12	13	14	14	15	18	15	16	18	18	20	0	1	1	3	4	4	5	4	5	20	8	21	9	9	21	11	5	11	21	5	5	15	15	16	19	24	18	23	18	10	32	20	32	26	30	10	32	24	35	30	36	37	30	29	39	38	30	46	37	35	42	42	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1
22500	-124.699089862156697	-123.237007777637814	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.945923121683473	0	1	2	2	4	4	5	4	6	7	6	6	7	8	8	7	8	8	9	8	8	10	8	10	10	10	9	10	11	10	11	12	13	12	12	12	12	11	13	15	14	15	13	14	14	14	15	18	16	16	18	18	21	0	1	1	1	3	4	1	4	5	7	4	8	7	12	6	9	12	13	17	9	8	14	11	21	23	27	10	18	24	23	27	28	36	28	19	26	24	22	15	36	38	46	37	35	38	36	43	47	39	45	50	42	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-147.388105798394747	-145.926023713875878	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.887529024348894	0	1	2	4	3	6	5	5	6	8	7	5	7	9	8	8	7	7	8	8	8	9	8	9	10	9	9	10	10	9	11	12	13	11	13	11	11	11	13	12	13	15	14	14	12	15	13	17	15	16	17	18	22	0	1	2	5	3	7	4	1	4	6	7	5	12	18	11	6	12	7	6	13	18	15	6	10	23	16	13	19	27	11	14	10	34	28	31	27	29	24	36	28	37	47	45	39	16	44	30	49	35	35	47	43	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
23500	-124.944121457439536	-123.482039372920653	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953296835402279	1	2	3	4	4	6	5	6	6	6	6	6	8	8	8	8	7	8	8	9	8	10	7	9	9	10	9	9	10	10	11	11	13	13	12	11	10	12	14	15	13	16	12	14	13	14	16	19	17	16	17	18	20	0	1	2	2	2	7	3	4	4	7	5	4	8	6	9	12	7	4	10	23	7	20	10	23	9	14	21	8	19	17	21	29	31	32	28	14	21	36	45	34	36	43	29	38	30	43	46	51	40	33	42	42	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
24000	-138.131122268216927	-136.669040183698058	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.920915728057922	1	2	3	4	5	5	5	5	6	7	5	6	7	9	7	7	8	7	9	8	8	10	7	9	9	10	9	9	10	11	11	10	12	13	11	11	13	12	13	14	14	15	13	15	12	14	16	18	16	16	18	18	21	0	1	2	2	3	2	3	3	11	8	4	4	7	15	11	8	9	7	11	12	10	23	4	21	17	21	23	10	27	27	28	17	26	35	17	28	25	31	22	35	39	34	33	37	27	26	37	42	40	41	46	39	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1
24500	-122.313217777868516	-120.851135693349633	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979334061280633	1	2	2	4	4	6	5	5	6	7	6	7	7	9	7	7	5	8	9	8	7	9	8	9	9	10	10	9	10	10	11	11	13	11	11	10	12	12	14	13	15	14	13	11	14	13	15	19	17	16	18	17	21	0	1	1	3	2	5	3	4	5	6	5	5	8	15	7	8	4	11	16	7	9	16	15	21	20	18	20	15	23	23	18	24	25	36	22	10	30	36	38	34	33	43	34	20	37	24	37	51	42	45	52	47	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-127.602742341817020	-126.140660257298137	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.911084073068746	0	2	2	3	4	5	5	5	6	7	6	6	8	8	7	8	7	7	8	8	7	8	9	9	10	10	10	10	10	10	12	12	13	12	12	11	12	12	13	14	12	16	13	14	14	14	14	19	15	16	18	18	21	0	1	1	3	4	4	4	2	5	3	5	8	10	11	6	12	7	6	18	10	5	15	17	17	22	10	22	14	22	20	30	26	29	29	20	20	26	27	27	43	36	47	16	16	38	34	32	52	44	31	50	49	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
25500	-117.058857695376545	-115.596775610857662	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.987044556864246	0	2	3	3	4	5	5	4	6	7	5	6	8	9	7	7	7	7	9	8	7	10	9	8	9	9	9	10	10	10	11	11	13	12	12	12	12	9	14	12	14	15	12	15	14	14	16	19	16	16	18	18	21	0	1	1	2	2	3	8	4	8	9	4	5	12	9	11	11	9	7	17	15	11	13	17	11	15	17	15	24	10	13	28	29	28	22	29	29	28	13	37	28	33	46	22	37	36	36	36	46	41	33	50	47	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
26000	-152.179894832351778	-150.717812747832909	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.817953646646314	-1	1	2	4	4	4	5	3	6	7	7	6	8	9	5	5	7	7	8	8	7	10	9	9	9	9	9	9	10	11	11	11	13	12	12	11	13	11	15	13	13	15	14	15	14	14	16	17	15	15	19	18	21	0	1	2	8	3	8	5	2	6	16	9	6	4	13	8	8	5	15	15	15	7	27	18	17	10	19	21	21	28	21	17	10	28	22	27	20	30	13	43	14	26	37	34	33	32	25	36	37	46	41	48	47	48	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2
26500	-126.257370527730316	-124.795288443211433	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.946890940220291	0	1	3	2	4	5	5	5	6	7	6	5	8	8	6	6	8	7	8	8	7	10	8	10	10	8	10	10	9	11	10	12	13	11	10	11	12	13	13	14	13	15	12	14	13	14	15	18	16	16	17	17	20	0	1	2	1	4	3	3	5	7	7	4	3	18	15	5	3	16	16	9	9	7	17	11	29	14	16	13	17	16	24	20	34	28	29	11	22	30	13	36	38	37	44	22	37	37	36	39	49	44	44	47	47	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-138.855712712411645	-137.393630627892776	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.843971469802886	0	1	2	3	4	4	4	6	5	7	5	7	7	8	7	6	7	7	9	9	8	11	8	8	10	9	10	9	10	10	11	11	12	13	11	10	13	11	14	14	13	15	13	13	13	15	15	18	17	16	18	19	21	0	1	2	2	3	3	2	5	7	9	4	4	8	7	11	11	6	7	15	16	8	14	10	16	21	14	20	15	23	14	28	17	25	31	28	20	22	19	33	41	32	41	22	29	35	34	22	34	46	43	50	46	47	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2
27500	-126.435732977328357	-124.973650892809474	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994173322642623	0	2	2	3	3	5	4	5	6	7	7	6	6	8	7	7	5	7	9	6	8	10	8	9	9	10	9	8	11	9	11	11	13	12	12	11	11	13	13	13	14	15	13	14	14	13	16	19	15	15	17	17	21	0	1	1	1	3	2	2	5	8	7	6	7	4	17	5	8	4	12	16	8	16	28	10	21	11	18	15	20	21	16	25	30	22	22	31	26	23	32	35	34	38	40	22	35	38	34	39	51	33	33	49	49	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-121.881987623212368	-120.419905538693484	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979935618108556	-1	1	3	4	3	5	6	5	4	8	7	6	7	7	7	6	8	8	9	8	8	11	8	10	9	9	9	7	10	11	11	11	13	12	11	11	13	12	15	15	14	15	12	14	14	14	14	18	16	16	18	18	20	0	1	2	3	2	3	4	5	3	7	12	6	5	8	4	4	11	16	14	7	13	21	28	25	15	13	13	16	10	11	10	19	31	22	19	25	31	29	41	44	38	47	17	34	38	37	43	49	47	44	50	41	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-136.032415380205435	-134.570333295686567	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940589857806834	-1	1	2	3	4	5	5	4	5	5	5	6	8	8	7	7	7	7	8	7	7	11	6	10	9	9	9	9	10	11	12	11	13	13	13	12	10	13	15	13	14	15	13	14	13	15	14	19	14	15	18	17	20	0	1	2	3	3	4	8	3	4	4	4	8	18	6	10	23	9	5	9	7	10	29	9	19	15	15	18	20	28	37	14	24	22	29	32	24	19	28	44	22	31	45	32	36	31	40	32	43	32	43	50	49	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
29000	-123.010512915998362	-121.548430831479479	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990589400986359	0	2	3	3	4	5	5	5	5	7	7	7	8	8	7	6	7	7	9	8	8	10	9	9	9	9	7	9	10	11	11	10	13	11	11	10	12	12	15	14	15	16	13	15	14	15	15	18	16	17	18	17	20	0	1	2	2	3	2	4	4	3	8	6	6	12	12	16	7	6	9	20	6	16	13	12	13	11	18	16	17	20	25	29	10	37	13	23	18	26	29	43	34	43	45	35	45	43	37	43	49	43	46	42	41	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-128.613241726058959	-127.151159641540076	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.972764753709688	1	2	3	3	4	6	4	5	7	6	5	7	8	8	7	7	6	8	8	8	7	10	8	10	9	9	8	9	10	11	10	10	13	13	11	11	12	13	14	14	13	16	13	14	15	14	15	16	15	15	18	18	21	0	1	1	1	3	4	1	5	8	8	5	10	12	17	8	10	7	12	9	10	11	23	9	17	9	15	17	14	20	32	14	26	35	28	22	25	31	36	43	43	36	38	30	43	37	41	43	44	36	37	48	47	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-129.487730221676969	-128.025648137158100	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.985473019175903	0	2	3	3	4	5	4	5	6	6	6	5	6	9	7	7	7	7	8	8	7	10	9	8	9	9	8	9	10	10	11	12	14	13	12	12	10	11	15	15	15	16	13	14	14	14	15	16	15	17	18	19	20	0	1	1	1	2	4	2	7	5	5	7	7	3	18	9	9	11	13	10	11	6	27	27	8	13	18	12	16	15	28	28	37	31	23	22	18	26	14	44	36	35	46	35	34	35	35	44	43	35	41	40	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-160.941249036965104	-159.479166952446235	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.761056037667962	-1	1	3	3	3	4	5	5	6	8	7	5	8	9	7	7	6	7	9	8	7	11	9	10	9	9	9	9	10	10	12	11	11	12	11	10	12	10	14	14	14	15	13	13	14	14	15	19	15	16	18	18	19	0	1	2	2	2	5	5	5	6	17	8	2	6	11	7	17	12	17	17	21	12	13	10	6	7	15	9	10	18	21	38	27	20	28	20	27	35	17	23	18	23	41	33	24	34	24	41	50	44	32	42	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1
31000	-137.705651191159063	-136.243569106640194	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958387382470712	-1	1	2	3	3	6	5	5	6	5	6	5	6	8	7	7	7	7	6	9	4	10	8	9	9	8	8	9	10	10	9	11	13	11	12	11	12	12	15	14	14	15	14	14	14	13	16	17	16	17	18	19	22	0	1	1	2	3	7	3	21	12	21	21	4	7	15	7	21	9	21	8	16	4	14	18	23	15	8	12	14	16	28	12	22	32	31	28	24	29	28	33	35	35	33	38	46	35	34	35	39	42	39	43	50	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
31500	-155.775542173633880	-154.313460089115011	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.855661269867916	0	1	3	3	4	6	6	5	7	7	6	7	8	9	7	7	8	7	8	7	6	10	7	9	9	8	9	10	10	11	12	11	13	13	10	11	13	13	14	14	14	14	12	14	15	12	15	18	16	16	18	16	20	0	1	2	2	3	5	3	3	3	7	8	8	21	23	4	11	5	7	15	8	8	19	21	10	21	9	10	13	15	27	25	17	29	46	27	27	13	19	46	43	31	32	18	33	36	35	38	47	44	31	47	37	51	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1
32000	-156.733254951437402	-155.271172866918533	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.852398431872039	0	1	2	3	4	5	6	5	4	8	6	5	8	7	6	8	6	7	9	8	6	9	8	10	10	9	9	9	7	11	11	12	13	11	11	11	12	12	14	14	14	15	13	14	14	14	15	18	14	15	18	17	20	0	1	1	2	4	3	12	4	4	14	5	4	11	12	12	8	9	11	14	29	3	29	11	10	10	23	14	15	8	28	19	22	30	22	23	10	30	23	36	31	10	44	38	36	19	43	39	50	30	33	52	40	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	3
