step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
12500	-139.086898050388896	-137.165135933056490	-1.921762117332397	0.000000168719247	0.000000361300409	2.141429716599604	0.997856697722054	1	2	3	5	3	3	6	6	6	5	6	5	5	9	7	9	7	7	9	9	7	4	7	9	9	7	8	8	10	9	9	7	8	8	11	9	9	10	10	11	11	13	12	13	13	11	14	13	13	14	14	14	15	16	17	15	19	18	21	19	20	22	24	24	0	1	1	6	2	1	22	4	22	5	6	1	5	17	4	21	8	9	26	18	9	6	9	27	18	10	32	7	25	15	26	10	7	8	28	28	18	27	15	16	31	35	29	41	41	39	44	40	46	48	38	48	48	47	54	44	58	54	60	55	60	59	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-194.965442961949435	-191.854886191610206	-3.110556770339240	0.000000212412032	0.000001254358845	5.905309771581274	0.923021541014334	0	2	3	4	2	3	5	7	5	5	6	5	4	8	6	8	9	6	8	7	5	6	7	10	7	8	8	8	11	9	9	10	9	8	11	10	8	9	11	9	9	14	11	12	12	12	12	13	14	14	13	12	14	13	17	15	18	19	20	21	19	21	22	22	0	1	1	2	1	2	3	21	2	2	6	3	5	8	13	8	27	4	22	21	3	9	6	31	7	20	20	8	16	14	26	41	14	13	37	19	15	20	14	22	25	29	33	30	30	41	31	26	29	44	29	32	54	24	56	54	55	57	55	50	55	59	61	62	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1
13500	-163.395560678352240	-161.386582038440451	-2.008978639911788	0.000001138203254	0.000002691602615	2.364782041645166	0.935808162777615	1	3	4	4	3	2	6	7	6	5	5	5	5	7	6	8	8	7	8	8	7	5	7	9	9	6	6	9	11	9	9	8	9	9	10	8	9	8	11	11	10	12	12	13	13	12	12	13	12	14	14	15	15	13	16	17	19	17	20	21	18	23	23	24	0	6	5	6	6	1	11	9	12	6	5	2	2	22	12	9	8	12	14	23	26	2	4	15	26	4	10	21	37	14	9	27	14	10	20	22	15	27	34	33	26	39	33	35	40	20	34	43	41	45	29	54	48	40	50	55	52	52	61	57	55	59	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
14000	-151.613871813628208	-149.557369124767462	-2.056502688860740	0.000000010202278	0.000000025394944	2.489144539130984	0.990430248923600	1	2	4	4	3	3	5	7	6	6	5	6	5	8	7	7	8	7	9	8	6	6	8	8	9	8	8	9	11	9	9	9	10	9	11	10	10	9	10	11	12	13	12	14	12	12	13	12	12	13	15	14	16	15	18	17	19	18	21	20	20	23	23	22	0	1	2	5	2	1	5	11	3	13	6	7	5	22	10	3	15	9	21	22	7	11	18	18	8	21	15	21	36	14	24	10	24	15	32	14	24	10	18	25	37	37	34	41	33	40	40	8	35	41	41	50	44	41	53	50	58	51	57	58	58	61	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
14500	-167.251407873545219	-165.389085958120546	-1.862321915424679	0.000001977786568	0.000003940624558	1.992441763593549	0.928319133045213	1	2	3	4	2	3	6	6	7	6	5	4	5	8	5	8	8	7	8	7	4	6	8	8	9	6	7	8	11	10	9	9	10	8	10	9	10	9	10	11	11	13	13	12	13	12	14	13	12	14	14	15	16	14	18	17	19	16	20	19	20	22	23	24	0	1	5	3	1	1	4	12	8	4	4	2	21	22	3	7	26	15	26	10	6	4	21	11	28	13	15	20	33	23	24	22	32	8	34	23	14	20	19	34	28	44	41	25	29	39	49	33	29	42	46	48	45	36	53	45	53	51	55	58	60	60	57	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1
15000	-161.044893220254096	-159.287947227577916	-1.756945992676177	0.000000209890694	0.000000363826333	1.733408593020928	0.932961757332348	1	3	3	3	3	2	5	5	7	5	4	6	6	8	5	8	9	8	8	8	7	6	7	10	9	7	9	8	11	9	8	9	10	10	10	10	9	9	10	10	11	13	11	13	13	12	14	14	13	15	13	15	15	16	18	17	19	17	19	19	20	23	22	24	0	1	1	1	6	1	5	3	8	2	6	7	8	21	5	13	21	12	23	21	13	11	13	16	20	22	21	8	9	9	12	14	38	31	9	30	28	21	20	25	28	23	39	43	34	39	42	42	43	40	41	44	49	53	48	53	58	50	58	58	55	63	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
15500	-165.849660088157265	-163.957369635558081	-1.892290452599184	0.000000053601971	0.000000110809112	2.067258155371479	0.888863913906955	0	2	4	4	2	2	6	7	7	4	4	5	6	8	5	8	8	7	8	9	8	6	7	9	7	8	6	8	11	9	8	9	10	9	10	8	10	9	10	10	12	10	12	12	13	12	14	13	12	14	13	14	14	15	17	16	18	16	20	19	21	24	22	22	0	1	5	1	1	1	10	12	4	6	6	6	11	7	10	13	7	3	7	22	7	3	13	15	11	25	12	23	42	8	22	14	31	18	14	22	9	14	38	19	29	31	42	40	29	37	48	46	32	45	7	41	41	33	47	47	56	53	60	55	59	64	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1
16000	-159.672184001544110	-158.311061266218132	-1.361122735325976	0.000000436508561	0.000000256324888	0.587216176593795	0.879132550904866	1	3	3	5	2	3	5	7	4	5	5	5	5	7	6	8	9	7	8	8	7	7	6	9	8	7	9	7	12	8	10	9	7	9	10	9	9	9	10	11	11	12	12	13	13	12	14	14	12	15	14	15	15	15	17	18	18	19	21	20	20	24	22	23	0	1	1	5	1	1	3	12	2	9	2	2	2	10	6	8	28	4	13	7	12	12	9	18	22	11	30	11	32	10	30	25	4	22	25	22	28	22	19	32	37	39	17	40	40	17	46	46	32	45	27	49	42	43	54	47	55	57	60	50	56	59	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	2	1	1	1	1
16500	-170.066571801217151	-167.775792359494261	-2.290779441722892	0.000000003631304	0.000000011379533	3.133731484250717	0.927812498047140	1	2	3	4	3	3	5	6	7	5	5	5	6	8	7	8	7	8	8	9	7	6	8	9	8	7	8	7	11	8	10	10	10	10	11	9	10	8	10	12	11	13	13	12	12	12	13	13	14	14	14	12	14	16	16	17	17	19	18	20	19	22	22	23	0	1	2	6	1	1	6	7	8	5	6	6	10	26	4	17	12	8	7	23	7	12	8	14	15	4	11	12	33	10	26	18	27	38	36	28	19	21	19	39	20	19	41	24	35	9	29	40	42	44	29	34	44	44	49	55	53	57	44	56	57	60	61	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1
17000	-191.605351784514568	-188.923203743951859	-2.682148040562698	0.000000075704594	0.000000329099647	4.347155584747833	0.778974300082830	1	3	3	4	2	3	5	6	6	4	5	5	5	8	7	8	8	6	8	8	7	5	8	6	8	7	9	8	11	10	9	10	9	9	8	9	10	10	10	11	11	12	12	14	13	13	14	13	12	14	15	14	15	15	16	18	19	19	21	20	20	23	23	21	0	1	1	6	1	1	3	3	13	3	2	3	2	24	2	9	8	13	8	12	4	4	24	2	8	11	21	4	27	26	11	33	26	28	13	11	25	14	20	20	33	22	39	28	31	49	43	29	29	30	52	29	48	46	43	50	56	51	57	57	56	64	64	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	3
17500	-174.242281291480197	-172.836509530993879	-1.405771760486317	0.000000145303638	0.000000056916031	0.391704102193114	0.907696225893600	1	2	3	5	3	3	4	6	6	5	5	5	5	7	7	7	9	7	8	8	8	7	8	9	8	7	7	7	11	10	8	10	10	9	10	8	9	9	9	12	11	14	12	14	14	10	14	12	13	14	13	14	15	16	16	17	16	17	20	18	20	23	24	22	0	1	2	6	2	1	6	3	13	3	5	5	3	11	13	13	18	4	22	27	9	12	9	15	9	7	4	11	21	15	4	36	25	19	31	26	27	7	12	39	32	40	17	49	41	23	49	24	41	40	39	40	47	47	40	40	45	54	55	54	58	64	64	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1
18000	-191.813264376919506	-189.822547302337370	-1.990717074582132	0.000000494165365	0.000001145233297	2.317510247991003	0.816130957035688	-1	2	4	4	1	2	5	7	5	6	5	4	4	9	4	8	8	8	8	7	7	7	7	9	5	7	7	8	11	10	9	9	10	9	9	9	8	9	9	11	11	13	12	14	10	12	13	12	14	14	14	15	15	14	17	15	17	19	18	19	20	22	24	22	0	1	5	6	1	5	3	9	3	12	3	6	2	22	2	7	11	21	26	7	9	9	11	10	2	13	9	8	38	17	22	21	32	19	26	27	20	17	19	17	33	14	36	46	20	30	38	32	35	48	48	50	50	47	54	54	44	57	53	57	59	61	62	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
18500	-184.593169129713687	-183.232316349565082	-1.360852780148593	0.000001524220766	0.000000861518544	0.565219004191494	0.888015168685245	1	3	3	5	3	2	6	5	6	5	4	4	5	9	6	8	7	6	9	7	7	5	7	8	8	7	9	8	11	10	7	10	8	8	11	9	10	10	11	12	11	13	11	13	13	12	13	13	13	12	12	15	16	15	15	17	19	18	21	20	20	23	21	23	0	1	6	2	6	1	22	12	13	3	6	3	12	7	4	15	13	3	22	4	13	5	9	17	31	12	26	31	33	16	15	23	9	26	17	31	34	24	20	37	17	39	34	28	43	41	39	33	27	30	38	45	44	44	48	52	58	55	56	58	55	59	53	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1
19000	-154.752068779594140	-152.366110481225860	-2.385958298368270	0.000000242297262	0.000000826750659	3.412133716711183	0.999945706020103	0	2	3	3	2	2	4	7	6	5	6	5	4	7	7	9	6	6	8	7	6	5	7	9	8	6	8	8	11	8	9	9	9	9	10	10	9	9	10	12	11	13	12	13	13	12	12	10	13	14	14	15	15	15	16	17	16	15	19	20	19	22	23	23	0	1	2	2	1	1	6	7	3	3	7	5	2	17	17	30	6	13	20	22	7	4	22	8	14	12	18	9	33	23	30	14	11	20	37	25	30	14	25	48	24	41	39	35	43	39	35	32	41	46	46	42	46	43	54	53	50	51	51	56	56	60	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-165.895229008223851	-164.477643438804336	-1.417585569419525	0.000001083259837	0.000000405084302	0.373949340811635	0.967616279992335	1	3	3	5	3	3	5	6	6	4	6	5	6	9	6	7	9	7	8	8	8	6	6	10	8	7	8	8	11	9	9	8	8	9	10	8	8	9	9	10	12	13	12	13	13	10	12	14	13	15	14	11	16	15	17	17	17	16	21	19	20	23	23	23	0	1	1	3	1	1	3	10	6	2	4	3	12	13	3	11	4	4	3	9	26	4	6	20	16	4	18	18	32	27	21	16	13	13	21	18	7	27	26	28	27	40	35	47	47	37	35	47	52	43	49	20	42	44	48	42	53	45	60	57	55	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-175.239868438871042	-173.283089011242907	-1.956779427628124	0.000000235816742	0.000000525962072	2.230384779812567	0.916190368465225	0	3	3	4	2	2	5	5	5	6	5	5	5	8	7	8	8	5	8	8	7	7	6	9	7	7	8	8	10	8	10	9	8	10	9	9	7	10	11	12	11	13	12	12	13	12	11	13	13	14	14	15	15	14	16	17	19	18	20	21	20	22	23	22	0	5	5	2	1	1	2	2	3	2	3	2	2	21	9	13	25	5	9	23	11	7	11	16	4	3	23	18	19	25	17	17	8	33	21	4	9	16	24	30	36	44	31	29	32	38	34	44	41	47	44	43	43	43	46	52	55	55	53	61	56	60	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1
20500	-164.449584441884213	-162.698689930403589	-1.750894511480630	0.000000558064987	0.000000959136960	1.718683276140178	0.966741705046430	1	2	3	4	3	3	6	6	6	6	5	5	5	8	5	8	8	4	8	7	7	4	7	10	8	8	8	8	11	9	10	8	8	10	9	9	8	9	11	11	10	13	11	14	13	13	13	13	13	12	14	13	15	15	16	16	18	18	20	21	19	23	22	23	0	1	1	2	1	1	18	18	4	22	6	3	5	6	4	12	7	6	23	8	9	1	12	19	9	9	9	9	16	8	14	22	21	19	19	20	12	27	35	41	33	29	41	49	41	39	43	39	24	30	50	29	48	48	46	44	56	51	61	61	55	59	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
21000	-168.459129479039092	-165.532525050215526	-2.926604428823558	0.000000059629920	0.000000310343217	5.204488247476819	0.986874729788886	1	2	4	3	3	3	4	7	6	6	5	6	5	9	6	8	9	8	9	9	8	6	8	9	8	5	9	8	10	9	8	7	10	9	10	10	8	9	11	12	11	12	12	12	12	10	12	13	12	15	15	13	14	15	17	17	17	17	21	20	18	24	23	24	0	1	6	1	2	1	2	26	11	4	1	6	3	8	3	10	22	22	37	25	12	7	22	18	9	3	37	13	21	37	22	26	37	9	18	34	9	31	35	46	35	17	30	33	41	28	41	49	39	53	44	49	19	48	50	53	54	54	61	56	56	59	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-146.142763861644369	-144.146291947002567	-1.996471914641797	0.000000031066307	0.000000072458344	2.332377134263239	0.951540230356515	1	3	4	4	2	3	6	7	6	5	5	6	5	8	6	8	8	7	9	8	7	7	6	10	9	7	9	8	11	9	9	9	10	10	11	8	9	9	10	12	11	13	12	12	13	12	12	13	13	13	14	15	15	14	16	17	18	17	19	20	21	23	23	23	0	5	2	6	1	1	3	10	13	5	2	3	4	9	2	12	15	15	20	23	23	12	4	20	21	10	26	21	33	12	26	8	20	22	31	21	18	17	21	29	39	44	24	39	44	31	30	24	41	43	49	50	29	24	50	53	52	55	55	57	59	61	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
22000	-186.172825876360179	-184.803528263860926	-1.369297612499253	0.000000694370246	0.000000465519764	0.670420091376369	0.887765241437374	1	3	4	5	2	3	6	6	5	5	5	6	4	8	7	9	8	7	9	8	7	6	8	9	8	7	8	8	12	9	9	8	9	10	10	10	6	9	10	12	12	12	12	13	13	10	12	12	14	14	13	13	15	14	15	17	17	18	20	19	20	23	24	22	0	5	6	1	1	1	3	13	13	1	5	11	2	15	37	4	5	5	27	7	8	2	37	26	37	22	15	9	34	18	25	8	21	27	30	31	13	27	38	36	36	39	19	14	31	18	31	46	45	48	34	35	49	45	49	49	51	57	56	58	58	59	59	61	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
22500	-155.126193777756185	-152.409165242093763	-2.717028535662434	0.000000496023846	0.000002214522306	4.464548074435065	0.971023221082682	1	2	4	3	3	3	4	6	6	3	5	4	6	8	7	9	7	7	9	7	7	7	7	9	8	7	8	8	11	10	9	9	10	8	10	10	9	10	10	11	12	12	12	13	14	12	13	14	11	14	11	13	15	15	17	17	19	18	21	20	20	22	24	23	0	1	4	2	2	1	6	6	3	1	4	2	7	15	11	18	3	3	15	11	11	13	8	13	17	12	23	8	31	22	21	17	14	22	17	34	26	25	34	21	38	35	39	30	46	36	40	46	31	43	34	29	43	47	52	53	58	56	56	55	57	59	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-192.646274646638943	-191.283307287896037	-1.362967358742904	0.000000281095848	0.000000173796052	0.618280396608458	0.790851103144485	1	2	3	4	2	3	5	6	7	6	5	6	5	6	6	7	8	6	7	9	8	3	7	8	8	7	9	9	10	10	8	9	10	10	10	9	8	10	10	11	12	13	12	12	13	12	12	14	12	15	14	12	15	14	17	17	17	18	20	20	20	23	22	23	0	1	1	5	1	5	3	22	10	11	6	13	5	2	4	7	10	3	15	23	9	5	13	13	4	14	5	10	27	37	8	23	17	21	31	16	12	21	8	24	39	34	29	34	46	36	29	38	34	45	44	28	46	49	37	42	28	57	57	58	58	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	2	4	1	1	1	1	1	1	1
23500	-169.890578557316047	-168.441028666980685	-1.449549890335367	0.000000110657009	0.000000106748355	0.964677754562890	0.938362836597809	1	2	2	5	2	3	6	7	6	4	6	5	6	9	7	8	8	7	9	8	6	6	8	9	8	7	9	8	11	9	9	9	8	10	11	8	7	9	8	11	12	12	12	14	11	12	13	13	13	14	14	14	14	16	17	17	18	18	20	20	18	23	22	22	0	1	1	3	1	3	10	12	10	2	10	6	4	22	12	21	37	4	28	22	3	4	8	39	7	21	39	11	30	20	13	36	21	25	25	15	4	37	22	19	34	28	30	48	31	32	43	41	40	23	42	29	46	48	44	53	54	55	54	58	56	60	58	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1
24000	-147.214897484990018	-145.853994648215547	-1.360902836774463	0.000001648651979	0.000000925508940	0.561373141282912	0.950278897823845	1	3	3	5	3	3	5	7	7	5	5	5	5	8	6	8	7	7	8	8	7	7	7	9	9	8	9	7	10	9	9	9	9	6	11	10	9	10	11	11	10	13	11	14	13	13	13	12	13	13	12	14	15	15	18	17	19	18	20	19	20	23	23	21	0	1	1	5	1	1	3	7	2	3	6	6	6	28	12	12	4	7	17	15	12	10	4	9	34	7	23	11	16	18	8	23	19	6	31	16	19	31	24	33	25	41	25	39	35	38	43	41	39	48	39	46	45	46	53	54	54	56	55	56	58	61	64	60	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
24500	-175.810378648634241	-174.066810801180196	-1.743567847454045	0.000000191374193	0.000000325502781	1.700870825374986	0.934498597956054	1	3	4	5	2	2	5	7	6	5	5	4	5	9	7	7	7	7	9	8	7	6	6	9	8	6	9	8	10	8	8	10	9	9	10	8	9	9	10	10	11	13	11	11	12	12	14	13	13	14	15	13	14	15	15	16	18	18	20	21	20	23	24	24	0	6	1	6	1	1	1	10	2	2	12	5	2	17	11	13	4	26	15	9	9	3	11	31	8	11	23	21	34	15	8	28	21	16	30	15	5	4	7	37	9	44	28	36	32	44	46	19	43	45	48	44	46	48	52	53	54	55	57	61	58	61	61	60	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-179.055618547369818	-176.747948600830995	-2.307669946538823	0.000000413888459	0.000001317159297	3.182401606109078	0.872897561248022	1	2	4	4	3	3	5	6	5	6	6	5	4	8	6	7	9	8	7	8	8	6	6	9	7	7	8	7	11	9	8	9	9	8	10	9	10	9	10	10	12	13	10	14	13	12	12	12	13	12	15	13	15	16	16	17	19	18	20	18	20	23	22	21	0	1	2	2	1	1	3	2	6	13	3	3	5	19	5	9	22	15	9	26	15	4	9	27	10	5	11	8	32	10	11	28	14	8	19	26	32	26	27	33	24	47	31	41	50	35	12	37	47	39	41	46	49	44	53	52	54	55	56	51	60	64	57	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
25500	-159.223204607166508	-156.391590782430683	-2.831613824735832	0.000000098762828	0.000000480148125	4.861627942321219	0.991104601197082	0	2	4	4	3	2	6	5	7	5	4	4	5	9	5	8	9	7	8	8	7	5	7	10	7	8	8	9	12	9	8	9	10	9	11	9	10	10	11	12	11	13	13	13	12	12	13	14	14	13	15	14	15	15	18	17	18	19	20	21	20	22	23	23	0	1	5	2	6	1	4	2	3	5	5	5	5	9	2	13	26	10	9	18	13	11	13	36	8	7	10	16	31	7	25	20	25	18	20	7	34	20	20	33	26	37	45	24	36	37	28	39	44	35	43	45	49	47	48	52	53	57	58	59	55	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-169.338789593301129	-167.694700349574248	-1.644089243726892	0.000000049267104	0.000000071922987	1.459858215192164	0.889142720668511	1	2	4	5	2	3	4	7	5	5	6	6	5	8	6	8	9	7	7	9	6	7	8	10	8	7	9	8	10	9	10	9	8	10	9	10	8	10	9	12	11	12	13	13	14	11	12	13	13	13	14	14	15	16	17	16	18	18	20	20	20	23	22	23	0	1	5	2	1	5	1	11	6	6	3	6	7	15	9	12	21	12	3	19	7	6	13	30	19	21	19	19	25	15	37	19	15	16	28	33	10	22	21	29	17	35	41	47	42	35	39	30	41	30	31	40	51	52	49	48	54	51	54	57	58	63	61	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
