step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
14000	-278.428971743750367	-276.758931592476927	-1.670040151273463	0.000071476495829	0.000015239270489	0.213206737581564	0.657724726675334	3	2	1	6	7	5	6	5	6	6	6	5	7	8	8	6	7	7	8	6	7	7	8	7	7	8	7	9	9	9	9	7	8	10	11	10	10	11	10	10	11	11	11	11	12	10	12	12	13	14	13	14	13	14	14	14	15	15	2	3	0	6	8	2	8	3	6	6	8	0	7	8	17	6	9	8	27	12	6	9	8	8	16	25	20	18	18	4	21	16	16	33	18	28	29	29	21	4	28	34	37	29	35	31	35	42	42	41	44	45	46	41	28	45	47	45	1	1	1	1	2	2	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	2	1	1	1	2	1	3	2	1	1	1	4	1	1	1	2	4	2	1	1	1	1	1	1	1	2	3	2	2	3	3	4	2	1	3
14500	-297.724203291223205	-295.925322142235188	-1.798881148988033	0.000094824611353	0.000016768926613	0.176841501105328	0.711006936936773	3	2	1	4	7	5	5	4	6	6	6	6	6	9	8	7	7	7	9	7	7	8	8	8	8	8	8	9	9	9	8	9	9	9	11	10	10	10	10	11	11	9	11	11	10	10	10	11	13	13	13	14	13	13	14	12	15	13	2	3	0	2	8	4	8	3	4	6	7	0	7	24	17	9	4	7	12	12	10	17	7	8	16	16	20	18	18	21	6	25	26	22	45	28	29	29	21	21	29	26	37	18	18	30	18	42	42	47	47	45	46	41	41	45	36	45	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	3	2	2	2	1	2	2	1	2	2	3	2
15000	-268.161722413851578	-266.507948289805199	-1.653774124046357	0.000098333715519	0.000021522064023	0.218867597031730	0.814000527577203	3	2	1	6	5	4	6	6	6	5	6	5	7	7	8	7	7	7	9	7	7	8	8	8	8	8	8	9	9	8	9	9	9	10	10	10	10	11	10	11	10	11	11	11	12	12	10	12	13	14	13	14	13	12	14	13	15	15	2	3	0	6	3	2	5	5	10	6	5	0	7	8	9	9	9	7	20	12	10	4	7	14	16	16	12	18	18	21	30	22	26	22	28	18	18	37	31	39	18	16	47	29	36	31	18	34	48	51	44	56	39	41	45	45	50	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2
15500	-298.404711521476429	-296.599339636248317	-1.805371885228090	0.000105742573625	0.000018538874816	0.175320820936810	0.554981170649486	3	2	1	6	4	5	6	6	6	5	5	5	7	9	8	6	7	7	9	7	7	8	8	8	8	8	6	9	9	9	9	9	9	10	11	10	10	11	9	11	9	11	11	11	12	12	12	12	13	14	12	14	13	14	13	14	15	15	2	3	0	5	3	5	11	5	6	2	5	0	7	24	17	10	9	5	27	27	10	4	5	5	16	4	12	18	18	21	21	16	25	25	28	29	18	37	10	21	8	34	18	41	35	30	28	34	42	44	44	45	46	18	45	45	47	45	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	3	1	2	2	3	2	2	2	1	2	2	1	2	3	1	1	1	1	3	1	2	3	2	1	3	1	1	2	1	2	1	2	1	1	1	3	1	2	3	3
16000	-306.864716470149119	-305.123093409442390	-1.741623060706723	0.000149798438980	0.000028672324779	0.191406031827949	0.662471967819028	3	2	1	5	5	4	6	5	6	6	6	6	7	9	7	7	6	7	9	7	8	7	6	8	8	8	8	9	10	8	9	8	9	10	11	10	10	9	10	10	9	11	11	11	10	12	10	10	13	14	13	12	11	12	14	14	15	15	2	3	0	6	3	1	5	3	6	4	8	0	11	3	9	6	1	7	12	12	16	9	8	5	16	16	20	18	41	10	8	16	16	26	38	28	41	18	21	21	18	48	37	29	38	53	41	31	48	44	44	41	30	37	35	45	29	54	1	1	1	1	2	1	1	3	1	1	1	1	1	3	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	3	4	3	1
16500	-305.200468938521908	-303.282752592425709	-1.917716346096216	0.000117802529101	0.000017945140215	0.152332384983692	0.651929728409954	3	2	1	6	5	4	6	4	6	6	5	6	7	8	7	7	7	7	9	7	8	8	8	7	8	7	8	9	9	8	9	9	9	10	11	10	10	11	10	10	11	10	11	11	12	11	12	12	11	14	13	14	13	14	13	14	15	15	2	3	0	2	8	2	11	3	6	6	8	0	11	5	9	9	10	8	12	12	4	9	13	8	16	4	20	18	18	6	4	16	25	22	29	28	18	29	31	17	28	25	37	29	41	39	18	42	42	45	29	45	46	38	35	45	56	52	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	3	2	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	1	3	1	2	1	2	1	1	3	1	1	2	4	2	2	3	2	2	1	1
17000	-285.244132187241917	-283.620042982932375	-1.624089204309548	0.000109034405578	0.000025081918750	0.230036735810644	0.755053084544106	3	2	1	4	6	5	6	5	6	6	6	6	7	8	8	7	7	7	9	7	8	8	7	7	8	8	8	9	9	9	9	9	9	10	11	10	10	11	10	8	10	11	11	10	12	12	12	10	12	12	13	13	13	13	14	14	12	15	2	3	0	2	8	4	8	3	4	4	8	0	7	24	16	4	10	8	12	12	10	9	8	8	17	17	20	18	18	40	6	25	16	26	28	28	29	29	21	10	28	32	37	18	41	31	18	9	34	44	50	47	46	35	45	52	35	52	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	1	1	2	1	2	1	2	1	1	1	1	2	2	1	4	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	2
17500	-297.628162037345760	-296.111922546144399	-1.516239491201355	0.000102600322984	0.000029120910226	0.283828640877305	0.672984343582995	3	2	1	3	7	5	6	5	5	6	6	6	7	9	8	7	7	7	9	7	8	8	8	6	8	8	8	9	10	9	8	9	9	10	11	10	8	10	10	11	9	11	11	11	12	11	12	12	13	14	12	14	13	14	14	14	15	14	2	3	0	2	11	4	8	3	4	4	8	0	7	5	17	10	9	8	12	12	17	10	7	3	16	6	20	18	41	10	10	25	6	6	28	18	18	18	21	31	18	26	37	18	36	39	29	34	42	44	44	45	46	43	45	45	56	45	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	3	1	1	1	2	1	2	2	1	2	3	1	3	1	1	2	3	1	2	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2
18000	-309.577142451359634	-307.772395881478701	-1.804746569880937	0.000133273133798	0.000023384939422	0.175466268069505	0.772876804799397	3	2	1	6	7	4	6	5	5	6	5	5	7	6	8	7	7	7	9	6	8	8	8	8	8	8	8	9	10	9	8	8	9	10	11	10	10	11	10	11	8	11	11	11	11	12	12	11	13	13	13	13	13	14	14	13	15	13	2	3	0	6	11	2	11	3	2	8	3	0	7	8	17	4	9	8	12	12	4	10	8	8	16	16	20	18	41	4	10	10	26	26	29	28	41	18	4	30	18	34	37	29	18	21	37	33	42	44	44	38	46	43	47	45	41	47	1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	3	1	1	2	2	2	2	2	1	1	2	1	1	1	3	2	2	1	1	1	1	1	2	2	1	2	2	2	2	1	3	2	2	3	1
18500	-289.484239419774042	-287.814945544823615	-1.669293874950406	0.000096208222029	0.000020536602558	0.213459953056819	0.564695959361499	3	2	0	5	6	4	5	4	5	6	6	6	7	9	8	7	7	7	9	7	8	8	8	8	8	8	8	9	10	9	9	9	9	10	10	10	8	11	10	11	11	11	11	11	12	12	12	10	12	14	12	13	13	13	14	14	15	14	2	3	0	6	3	1	8	3	6	4	7	0	7	24	17	9	10	8	12	12	6	4	5	5	16	16	20	18	37	10	6	21	16	26	28	28	18	36	31	21	28	48	18	18	41	39	41	16	25	44	29	45	46	37	45	45	38	52	1	1	1	1	3	1	1	3	1	1	1	1	2	1	1	2	1	2	2	1	3	1	2	2	1	1	1	2	2	1	4	1	2	2	1	1	1	1	1	3	1	1	3	2	1	2	1	2	3	2	1	1	1	2	2	2	3	1
19000	-275.159155607868797	-273.736918197336365	-1.422237410532427	0.000098328233346	0.000036152887377	0.367675551028065	0.717282833796486	3	2	1	6	7	4	6	4	6	5	5	6	7	9	8	7	7	6	9	7	8	8	7	7	8	8	8	9	9	9	8	9	9	10	11	10	10	10	10	10	8	11	11	11	12	11	11	12	13	13	13	14	13	14	14	13	15	15	2	3	0	10	7	2	11	3	10	6	8	0	11	5	9	9	6	8	12	12	4	16	7	8	16	16	12	41	18	31	10	4	26	26	28	18	29	29	31	21	18	26	37	29	28	39	36	42	34	44	44	56	46	29	56	45	56	55	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	3	1	2	2	1	1	1	3	2	2	1	2	2	1	1	2	1
19500	-305.770952604567583	-304.056334187970947	-1.714618416596626	0.000103320622904	0.000020570752090	0.199096284086690	0.556313450888039	3	2	1	4	6	5	6	5	6	6	6	6	7	9	8	7	7	7	9	7	8	8	8	8	7	8	8	9	9	8	9	9	9	10	10	9	10	11	9	10	11	10	11	11	11	12	11	12	13	12	13	14	10	14	14	14	14	15	2	3	0	1	4	4	8	3	4	6	3	0	7	24	9	9	9	11	12	12	9	4	8	11	10	16	20	18	11	6	21	25	25	25	28	11	18	29	30	30	37	16	29	29	29	31	11	42	48	44	44	45	31	29	35	45	47	52	1	1	1	1	2	1	1	4	2	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	2	3	1	1	2	3	1	2	2	1	1	2	1	2	2	2	2	3	3	2	1	1	2	2	1	2	2	2	2	1
20000	-263.511821619962006	-261.705768551761366	-1.806053068200620	0.000111074438707	0.000019456091089	0.175162632515373	0.660846541765230	3	2	1	6	5	5	6	4	6	6	6	5	7	9	8	7	7	6	9	7	8	8	7	7	8	8	8	8	10	9	8	9	9	10	10	10	9	11	10	11	10	11	11	11	11	11	12	12	13	14	13	14	13	13	12	14	14	15	2	3	0	6	3	8	8	3	6	6	5	0	11	24	17	9	9	5	20	12	10	9	8	5	16	16	20	18	18	31	10	25	26	26	28	28	18	35	31	30	5	34	37	29	29	39	38	42	48	44	44	55	46	29	45	55	47	29	1	1	1	1	3	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	1	1	2	2	2	2	1	2	2	4	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	4
20500	-279.622972839849581	-278.162964188987360	-1.460008650862204	0.000087754302480	0.000028655065176	0.326537438801943	0.727400749927501	3	2	1	6	7	5	6	6	6	5	5	6	7	9	8	7	7	7	9	7	8	8	8	8	8	8	8	9	10	9	9	9	9	9	11	10	8	8	10	11	10	10	11	11	12	12	11	11	13	14	13	11	13	12	14	13	15	15	2	3	0	11	8	2	11	10	10	2	3	0	11	8	17	6	9	11	12	12	10	9	11	8	16	16	20	18	18	4	21	22	26	26	18	28	18	18	31	21	18	34	37	18	52	39	29	42	42	35	44	41	46	43	56	52	47	56	1	1	1	1	1	2	1	1	1	2	3	1	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	2	1	1	1	1	2	1	2
21000	-271.146253364321922	-269.519714315191663	-1.626539049130263	0.000103279487998	0.000023658252530	0.229070195718738	0.691931271717032	3	2	1	6	7	5	6	4	6	6	5	6	7	8	8	7	7	7	8	7	7	8	8	8	8	8	8	9	10	9	8	9	9	10	11	9	10	11	10	10	10	11	11	11	11	12	12	12	13	14	13	12	13	14	14	13	15	15	2	3	0	6	7	8	11	3	6	6	8	0	11	8	17	9	9	7	12	12	10	17	8	8	16	16	20	18	28	21	6	25	26	26	37	18	18	29	21	6	18	40	18	41	36	31	29	42	42	44	47	45	46	29	52	29	50	52	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	2	1	2	2	2	1	2	2	1	1	1	3	2	3	1	2
21500	-283.736494870233798	-282.091260356460964	-1.645234513772818	0.000136554490780	0.000030310201130	0.221964147475121	0.608906199113751	3	2	1	4	7	5	6	5	6	6	6	6	7	9	8	7	7	7	9	7	8	8	7	8	8	8	8	9	10	9	8	9	9	9	10	8	8	8	10	10	11	11	11	11	12	12	12	12	13	14	13	14	13	14	14	14	15	14	2	3	0	2	4	4	8	3	6	6	8	0	8	8	17	4	9	11	12	12	6	9	11	5	9	16	20	18	28	17	4	16	16	31	18	18	18	18	21	6	29	31	37	38	35	39	41	34	42	44	44	45	30	47	45	45	58	45	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	4	2	2	1	2	1	1	1	2	4	1	2	2	2	1	1	1	2	1	2	2	1	3	1	2	2	1	2
22000	-267.898520251110767	-266.241182858565423	-1.657337392545356	0.000098279178278	0.000021385698517	0.217601519382177	0.674826602480173	3	2	1	6	7	5	5	4	6	4	6	6	7	8	8	7	7	7	8	7	7	8	8	8	8	8	8	9	9	9	9	9	9	10	11	10	10	9	9	11	10	11	11	11	12	10	12	11	13	14	13	13	13	14	14	14	15	15	2	3	0	2	3	10	8	3	6	2	8	0	7	8	17	4	9	11	20	12	4	9	8	5	16	16	20	5	18	21	21	16	26	26	28	18	18	18	21	31	18	34	41	38	41	30	38	34	42	44	44	47	31	47	52	52	54	52	1	1	1	3	4	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	2	2	1	2	1	1	2	2	1	1	1	2	1	3	1	2	2	2	1	2	2	1	1	1	2
22500	-300.388577091627667	-298.656729865236116	-1.731847226391574	0.000115257452609	0.000022374090123	0.194122719327262	0.712395491297453	3	2	1	6	7	4	5	3	6	5	4	6	7	9	8	7	6	7	9	7	8	7	8	8	8	8	8	9	10	7	9	9	9	10	11	10	10	11	10	10	9	11	11	11	10	12	11	12	13	12	13	13	12	14	13	14	15	15	2	3	0	10	8	2	11	3	6	6	8	0	7	18	9	4	10	7	27	12	10	9	11	13	16	16	20	18	18	10	9	9	26	4	28	41	18	41	31	30	18	34	29	45	28	39	45	42	42	44	50	41	31	29	35	55	47	52	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	4	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	3	2	1	3	2
23000	-269.786176987767760	-267.863886305721678	-1.922290682046109	0.000132930719287	0.000020140460326	0.151510955735457	0.707032481712972	3	2	1	4	6	5	6	6	6	6	5	5	7	9	8	7	7	7	8	7	8	8	7	8	8	8	8	9	10	9	9	9	9	9	9	9	10	11	10	10	10	11	11	11	12	11	12	12	12	14	13	14	13	12	14	14	14	15	2	3	0	2	11	2	11	3	4	6	3	0	3	24	17	9	9	11	12	12	10	17	8	13	16	16	20	18	28	21	10	25	26	26	18	13	18	13	21	30	36	34	29	29	38	31	41	42	42	51	44	45	46	43	45	45	38	55	1	1	1	2	1	2	1	4	1	1	1	1	5	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	1
23500	-259.498483094166147	-257.816419665600620	-1.682063428565516	0.000109369476177	0.000022881064988	0.209208874244296	0.776130012201825	3	2	1	6	7	5	6	5	6	6	6	6	7	8	8	7	7	7	9	7	8	8	8	6	8	8	8	9	10	9	9	9	9	10	11	9	10	11	10	10	10	11	9	11	12	12	12	12	13	13	13	14	13	14	14	12	15	13	2	3	0	6	7	1	8	3	6	6	8	0	8	8	17	9	9	7	12	12	10	17	8	8	16	16	20	18	18	21	21	25	26	26	41	18	18	29	31	30	18	34	18	29	28	30	41	42	42	44	44	45	46	43	45	29	41	45	1	1	1	1	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	2	2	2	1	3	2	1	3	1
24000	-297.221366189842797	-295.437120206249176	-1.784245983593609	0.000111807799564	0.000020165853128	0.180361774462520	0.594075558526038	3	2	1	6	6	5	6	5	6	6	6	3	7	9	7	7	7	7	9	5	8	8	8	8	8	8	6	9	9	9	9	9	9	10	11	10	10	11	10	9	9	11	11	11	12	11	10	12	13	14	13	14	13	14	14	14	15	14	2	3	0	2	3	2	8	3	6	8	8	0	7	24	9	9	9	8	27	12	4	17	8	8	16	16	12	18	18	8	21	16	26	26	41	29	29	18	31	10	18	30	37	47	28	30	18	34	42	44	44	35	46	28	41	45	55	41	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	3	1	1	3	2	2	3	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	2	2	1	2	3	2	3	2	2	2	2	1	2
24500	-265.241537892490101	-263.067869208099353	-2.173668684390735	0.000097885385153	0.000011330788060	0.115755667127418	0.595880048434351	3	2	1	6	7	5	6	5	6	3	6	4	7	9	8	7	7	7	8	7	8	8	7	8	8	8	6	9	10	9	9	8	9	9	11	10	10	11	10	11	11	11	11	11	12	11	12	12	13	14	13	14	13	14	14	14	15	14	2	3	0	6	11	10	8	3	10	2	3	0	7	5	9	9	10	8	20	27	4	17	8	11	16	16	12	18	18	21	21	9	26	26	37	28	18	28	31	39	18	34	37	37	35	39	38	42	48	51	44	45	46	47	35	45	38	45	1	1	1	1	1	1	1	3	2	1	4	1	1	2	2	1	2	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1	1	1	1	3	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	2
25000	-278.968388959600759	-276.893962091530511	-2.074426868070275	0.000107706572307	0.000013785228390	0.127988739167846	0.611937260965614	3	2	1	6	7	4	6	4	6	5	5	6	6	9	8	7	7	7	9	7	8	5	8	8	8	8	8	9	10	9	9	9	9	10	11	10	9	11	10	9	11	11	11	11	12	12	10	12	12	14	12	14	13	14	14	14	12	15	2	3	0	6	13	2	11	3	10	6	8	0	11	24	9	22	9	7	20	12	4	2	8	8	16	16	20	18	18	16	21	25	26	26	29	37	18	29	31	10	37	34	47	29	47	31	18	42	42	44	44	47	31	43	35	45	29	45	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	3	2	1	1	2	1	3	3	2	3	2	2	2
25500	-292.836334296844939	-291.386014033492756	-1.450320263352193	0.000090224171386	0.000030294839920	0.335772991367957	0.651671253631492	3	2	1	5	4	4	6	6	6	6	5	6	7	9	8	7	7	7	9	7	8	8	7	8	6	8	8	9	10	9	9	9	9	8	11	9	9	11	10	8	10	11	11	11	12	11	12	12	12	14	13	14	12	13	12	14	15	15	2	3	0	6	3	2	11	3	6	4	5	0	11	24	25	10	9	11	20	12	10	16	11	8	6	17	20	18	36	4	21	16	34	16	41	18	18	28	31	4	18	30	29	41	35	21	18	42	25	44	47	55	31	38	41	55	56	45	1	1	1	1	3	2	1	3	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	1	2	1	4	1	2	1	1	1	2	2	2	1	2	2	2	1	1	1	3	2	1	5	2	1	2	2	2	1	2	1	2
26000	-288.635016912178401	-286.452966277260032	-2.182050634918343	0.000099217619723	0.000011391250821	0.114810764989321	0.667741220006267	3	2	1	5	4	4	6	5	5	6	5	5	7	9	7	7	6	7	9	7	8	8	8	7	8	8	8	9	10	9	9	9	9	10	11	10	9	11	10	8	9	11	11	11	12	11	12	12	13	14	12	14	13	13	14	14	15	14	2	3	0	6	3	2	11	5	6	4	3	0	7	8	9	6	9	11	27	12	9	9	24	8	16	16	20	18	37	22	21	25	26	26	29	37	18	18	31	10	18	34	37	29	35	31	18	42	34	44	44	45	46	43	45	45	50	28	1	1	1	1	2	2	1	1	1	1	2	1	1	3	2	1	1	2	1	2	3	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	2	1	2	1	1	2	3	1	2	2	1	2	2	2	2	2	1	5
26500	-287.930197520184663	-286.497951033873733	-1.432246486310947	0.000085550931042	0.000030392721519	0.355258804886444	0.628987279925915	3	2	1	4	7	3	5	4	6	5	6	6	6	6	8	7	7	7	8	7	7	8	8	8	8	8	8	9	8	9	9	9	9	10	11	10	9	10	10	11	10	11	11	11	12	12	10	12	13	13	13	14	10	14	14	14	15	14	2	3	0	6	14	2	8	3	6	4	7	0	7	8	9	9	9	13	12	12	6	17	14	14	16	16	20	18	18	9	21	16	26	26	36	29	29	28	10	30	29	34	37	38	47	40	18	42	42	44	44	35	21	47	45	45	43	45	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	1	1	2	1	4	1	2	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	3	2	2	1	2	1	2	1	2	1	1	2	2	2	3	4	2	2	3	2
27000	-290.320867835958438	-288.798635674288107	-1.522232161670317	0.000098450474216	0.000027573628218	0.280076134090132	0.771020642155973	3	2	1	6	7	4	6	4	5	3	5	5	7	8	8	7	7	7	7	7	8	7	8	7	8	8	8	9	8	9	9	8	9	9	10	10	9	9	10	11	10	11	10	11	12	12	12	11	13	14	13	14	11	14	14	14	14	15	2	3	0	6	8	10	11	3	6	2	8	0	11	5	17	4	9	7	12	12	10	4	8	8	16	16	19	29	18	25	21	9	26	26	28	18	18	18	21	30	29	9	29	41	28	53	41	34	42	44	44	45	39	47	45	45	51	45	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	2	2	2	1	2	2	2	1	2
27500	-282.223529595995615	-280.780122348591817	-1.443407247403798	0.000090140176007	0.000030903897988	0.342842663030433	0.653891344058049	3	2	1	6	7	5	6	5	6	4	6	5	7	9	8	7	5	7	8	7	8	8	8	8	8	7	6	9	10	7	9	9	8	10	11	8	10	9	10	8	10	8	11	11	12	12	10	12	13	14	13	12	11	14	13	14	14	15	2	3	0	6	7	10	8	3	17	2	8	0	11	24	9	9	10	11	27	27	30	9	8	8	16	9	12	18	18	4	4	25	26	26	47	18	36	18	40	30	18	16	37	41	28	53	18	42	42	47	41	35	39	37	52	45	47	55	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	2	3	3	2	1	1	1	1	2	2	2
28000	-303.919645558057027	-302.316157516832959	-1.603488041224086	0.000095462378471	0.000022769640209	0.238519514951721	0.587530943753107	3	2	0	3	4	5	6	5	5	5	5	6	7	9	8	6	6	7	9	7	8	8	6	8	8	8	8	9	9	9	9	9	9	10	11	10	9	11	10	11	11	10	10	11	11	12	10	12	13	14	13	12	10	14	14	14	15	15	2	3	0	2	3	4	11	5	2	4	3	0	7	8	17	4	4	5	12	12	4	16	8	11	16	16	20	18	18	16	21	25	26	25	28	29	18	43	31	30	47	26	18	29	28	53	37	42	42	51	44	45	21	43	45	52	56	52	1	2	1	1	3	2	1	1	3	2	2	1	1	2	2	2	2	3	2	1	3	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	1	2	3	2	1	2
28500	-260.392279308411617	-258.878883696651769	-1.513395611759819	0.000085150750081	0.000024323534516	0.285652616010380	0.714046856047876	3	2	1	3	7	5	6	4	6	6	5	6	7	9	7	7	7	7	9	7	8	8	7	8	7	8	8	9	10	9	9	9	9	10	11	10	10	9	10	11	10	11	11	11	12	12	12	12	13	14	13	14	10	14	14	13	14	15	2	3	0	2	8	4	11	3	6	4	8	0	11	5	6	9	9	7	12	12	6	9	7	8	9	16	20	18	18	10	21	25	26	26	28	18	18	18	31	30	38	34	36	29	38	53	41	42	42	44	44	56	30	43	56	47	47	52	1	1	1	1	1	2	1	3	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	3	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1
29000	-260.786827580228646	-258.912673942136905	-1.874153638091718	0.000083045011724	0.000013334308366	0.160567240454680	0.663754883564402	3	2	1	4	7	5	6	3	6	6	6	5	7	9	8	7	7	7	9	7	8	8	7	8	8	8	8	9	9	9	9	9	9	10	11	10	10	10	10	10	11	11	11	11	12	11	11	12	13	14	13	14	13	14	14	13	15	15	2	3	0	2	7	4	8	3	6	6	3	0	8	24	17	9	9	11	20	12	10	9	11	5	16	16	20	18	18	4	21	25	26	26	29	28	29	18	30	4	18	16	37	38	41	31	18	42	42	44	44	45	46	47	45	45	41	56	1	1	1	2	1	1	3	2	1	1	3	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	2	2	1	2	1	1	2
