step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
23500	-314.721907378175331	-313.038919715783777	-1.682987662391578	0.000310848703359	0.000064938708052	0.208907765581167	0.211268382616127	4	6	7	5	8	9	11	10	10	12	10	11	11	13	13	12	14	15	16	18	18	17	22	22	25	33	34	36	38	40	40	41	43	43	0	4	4	1	3	3	11	5	4	8	5	5	2	4	1	4	15	3	6	6	1	4	2	16	19	20	24	23	25	26	14	25	24	25	1	1	1	1	1	1	1	1	2	1	1	2	3	5	5	2	1	3	4	6	7	5	9	5	4	10	7	6	5	4	16	8	8	10
24000	-324.691189612372796	-323.087341588379388	-1.603848023993379	0.000460760692245	0.000109829478747	0.238365556340034	0.275006872233729	3	6	7	5	8	10	11	10	11	12	12	12	11	13	13	14	13	15	16	17	17	19	23	22	24	34	34	36	37	41	40	41	42	44	0	4	4	1	3	4	4	5	3	5	13	8	2	13	13	3	5	3	15	17	14	19	15	10	22	19	7	23	16	27	23	7	18	22	1	1	1	1	1	3	3	1	3	2	1	1	3	1	1	4	3	5	2	2	2	2	5	7	3	7	10	6	11	3	11	15	12	12
24500	-315.878493650832297	-314.143987995447617	-1.734505655384660	0.000453526705511	0.000087701467481	0.193376633426301	0.248611045457150	4	6	7	8	10	9	10	8	10	12	10	12	12	11	12	13	12	14	16	16	17	17	22	22	25	34	34	35	35	40	39	41	42	44	0	1	2	3	8	2	8	3	4	11	8	5	2	6	14	9	5	2	13	2	3	15	5	19	18	23	22	25	23	27	23	22	18	22	1	1	1	1	1	1	2	1	2	1	1	1	4	1	1	2	1	4	2	5	6	3	5	3	6	6	10	6	6	3	7	12	12	14
25000	-328.105551249214898	-326.531078518846471	-1.574472730368425	0.000423750163192	0.000106650761137	0.251683115195158	0.249501871506624	3	5	9	6	9	8	10	9	10	11	12	11	9	11	13	13	14	15	17	18	16	17	22	22	24	33	33	35	38	41	40	42	43	45	0	1	1	1	4	2	2	4	5	4	13	5	2	2	6	10	11	11	4	4	4	8	11	7	16	20	16	20	15	28	28	3	19	20	1	1	3	2	2	2	3	2	1	2	1	1	3	3	3	1	1	1	4	5	5	4	6	6	5	7	10	9	12	2	2	14	13	17
25500	-340.263924939298988	-338.663133508833710	-1.600791430465259	0.000487797710454	0.000116915183004	0.239679646907349	0.173682415807800	3	6	8	5	10	7	11	8	10	11	11	11	10	13	13	12	13	16	16	18	18	18	21	22	26	34	34	34	37	40	39	40	42	44	0	4	4	1	4	4	8	6	1	3	6	8	2	2	11	7	12	7	5	1	3	2	18	1	18	14	9	22	9	27	28	21	5	5	1	1	2	1	3	1	2	1	4	2	2	1	2	3	2	1	1	2	2	7	5	6	2	9	4	10	10	10	18	3	3	12	14	15
26000	-330.671986467477780	-329.018446455991182	-1.653540011486625	0.000644843095141	0.000141189238865	0.218951307579322	0.233645598598729	4	6	7	6	10	9	10	8	9	12	9	11	10	12	13	12	13	15	16	18	17	18	22	23	24	33	34	35	38	40	41	41	42	45	0	1	1	1	3	4	8	2	2	3	4	4	11	4	11	11	6	16	12	3	4	17	19	3	15	18	14	21	22	28	28	18	22	23	1	1	1	1	2	2	1	1	2	2	2	4	1	4	1	2	2	2	2	6	6	3	3	9	4	11	11	6	8	2	3	14	11	12
26500	-323.077465298876007	-321.364642794195674	-1.712822504680342	0.000488861059083	0.000097590850112	0.199629011759508	0.290765043276097	4	5	8	6	8	9	11	10	9	12	11	9	11	12	12	14	14	15	17	18	17	19	23	22	25	32	35	35	38	40	41	42	43	43	0	1	4	1	4	3	6	12	4	8	12	5	2	4	7	7	7	2	16	3	6	16	6	3	15	21	15	25	23	27	28	20	23	20	1	1	1	1	1	1	2	1	2	1	1	1	4	4	1	2	2	5	1	5	4	1	5	8	8	8	12	5	6	3	3	13	9	11
27000	-344.613749845039990	-343.004457693830432	-1.609292151209544	0.000287660268523	0.000067905914201	0.236062889568186	0.249182942397648	2	6	8	7	8	9	10	10	11	12	11	9	10	11	13	13	15	15	17	18	17	18	21	21	25	32	34	33	37	41	38	40	43	44	0	1	2	1	2	2	5	12	3	8	5	5	4	6	2	14	10	4	15	7	3	4	6	16	19	23	16	22	21	27	24	21	20	22	1	3	1	3	1	1	1	1	2	1	2	1	2	2	3	1	1	4	2	5	5	7	6	4	4	6	12	5	8	5	5	15	13	15
27500	-347.243325907718031	-345.456321853655083	-1.787004054062926	0.000480539317657	0.000086347349913	0.179688418284415	0.283254058905468	3	5	8	7	10	10	10	8	9	12	11	11	11	12	13	14	14	16	16	19	18	18	21	22	25	33	34	35	37	40	40	40	44	44	0	1	1	1	2	1	4	2	2	2	3	2	2	1	12	10	4	2	17	17	16	11	9	22	20	25	19	27	22	23	20	20	16	19	1	1	2	2	3	4	2	1	2	3	1	3	3	4	1	1	3	7	2	2	2	3	4	2	3	5	8	1	8	9	9	11	15	15
28000	-327.548838335605240	-325.685847790662024	-1.862990544943230	0.000298474692641	0.000048593509738	0.162806130424259	0.255985592505217	3	5	8	7	10	9	11	9	11	11	12	12	11	12	13	14	14	15	16	18	18	19	23	23	25	33	34	32	38	38	41	41	44	45	0	1	1	1	8	2	8	4	2	8	5	5	6	3	6	3	12	10	14	3	16	3	7	21	4	23	22	25	24	25	20	16	24	24	1	1	2	2	1	2	1	1	5	1	1	1	1	2	2	2	2	3	1	3	3	5	7	3	9	5	8	2	9	7	8	15	12	9
28500	-318.378408568403813	-316.816799158361391	-1.561609410042450	0.000389226097337	0.000100439559868	0.258049397394732	0.210593952110241	3	5	7	4	9	9	10	9	11	12	12	11	12	13	13	14	13	15	16	18	17	18	23	21	25	33	34	35	38	40	40	42	44	43	0	4	4	1	3	2	3	3	4	12	6	8	2	2	6	4	9	5	11	4	5	15	4	21	18	19	22	23	9	27	22	24	14	24	1	1	2	1	1	2	1	1	4	1	1	1	4	4	2	5	1	2	2	8	3	3	8	2	7	8	8	7	11	4	11	13	14	12
29000	-384.928211238927759	-383.238554799026303	-1.689656439901461	0.000444189238362	0.000091840777251	0.206760473509476	0.171938598238603	2	5	9	6	8	9	11	8	10	11	8	11	11	12	12	13	15	12	16	19	17	16	21	19	24	34	34	35	37	41	40	42	43	44	0	1	2	2	1	4	8	2	1	6	2	4	2	2	2	6	7	5	8	18	11	12	17	6	18	20	20	24	19	27	9	16	14	24	1	1	2	1	3	2	2	1	4	1	2	2	2	4	3	1	2	2	4	5	2	2	3	5	6	7	7	14	8	6	15	16	13	13
29500	-372.085032714157137	-370.338118876192311	-1.746913837964842	0.000426707497658	0.000081059895191	0.189965950060629	0.234856862095003	4	6	8	5	9	10	10	8	11	13	12	12	11	11	13	13	14	16	16	15	16	18	22	22	25	32	34	35	38	41	41	39	43	42	0	4	4	1	8	3	3	4	3	7	13	14	2	6	13	9	13	13	14	15	12	18	9	21	15	19	16	19	13	32	23	24	23	23	1	1	1	1	1	2	1	2	3	2	1	1	3	1	1	1	2	2	3	1	2	1	6	4	7	5	11	15	15	1	9	9	12	8
30000	-313.498613607244920	-311.834846363751126	-1.663767243493815	0.000540523786600	0.000116404098464	0.215354257019144	0.224574478772210	3	5	8	8	7	9	10	9	10	12	10	12	12	12	13	14	14	14	17	19	18	18	23	22	26	32	34	34	38	40	41	42	43	44	0	1	1	1	2	2	3	5	2	7	2	4	3	7	14	9	3	9	15	4	18	14	17	21	14	24	21	20	21	28	24	19	24	24	1	1	2	1	1	2	1	1	3	1	3	2	2	1	1	2	3	2	2	6	2	3	4	2	9	6	7	7	11	2	9	11	10	10
30500	-373.492338128162828	-371.911240987602582	-1.581097140560269	0.000403870225100	0.000100377499176	0.248538993315125	0.274295165908326	3	4	6	8	9	10	10	8	11	12	12	12	11	12	14	13	14	15	16	19	17	19	21	23	24	33	34	36	38	41	40	41	43	43	0	1	1	1	4	8	5	3	3	8	8	4	3	7	12	4	14	12	15	18	1	3	3	23	6	19	20	25	23	27	19	9	24	23	1	1	2	3	1	1	1	2	2	3	2	2	3	1	1	3	1	2	2	3	7	8	9	1	7	8	10	7	9	3	10	14	8	10
31000	-323.345738757548531	-321.658188133677754	-1.687550623870804	0.000389567945569	0.000080809546273	0.207433766542097	0.241967737952811	3	6	7	5	10	8	10	9	10	12	10	12	12	12	14	14	14	12	16	17	18	16	23	20	24	34	33	36	38	39	40	41	43	44	0	4	4	1	8	3	8	6	4	5	8	8	2	1	12	4	7	3	4	3	3	3	7	15	15	20	18	25	24	27	23	9	22	24	1	1	1	1	1	1	1	1	3	1	1	2	4	4	1	5	3	3	6	6	4	5	6	2	7	9	10	6	7	4	8	13	14	13
31500	-335.413958691238122	-333.791458138330768	-1.622500552907345	0.000371430507952	0.000085677171069	0.230668104086216	0.323761352754781	2	6	7	8	9	10	10	10	10	12	10	10	12	11	14	13	15	15	16	16	18	18	22	21	25	33	34	36	38	41	40	42	43	44	0	1	2	1	2	5	2	5	2	11	5	5	2	3	16	3	5	14	1	7	18	17	7	21	6	6	24	25	16	29	23	4	24	16	1	2	1	4	1	1	2	1	2	1	1	1	2	2	1	3	3	2	6	4	2	1	5	1	6	11	6	7	13	2	10	15	13	16
32000	-363.386540588460093	-361.694272707804771	-1.692267880655300	0.000512923791652	0.000105627177246	0.205931522314253	0.218184014217253	3	6	9	6	9	10	11	9	11	11	12	11	11	12	13	14	14	14	16	19	18	18	22	19	25	33	35	35	38	40	39	40	44	45	0	1	1	1	4	2	5	1	8	2	13	4	2	10	14	2	13	13	14	12	13	1	11	11	15	8	4	25	23	29	15	3	23	3	1	2	3	2	2	3	1	4	1	2	1	2	2	1	1	6	2	2	2	6	3	8	3	5	6	12	12	4	7	1	13	13	9	17
32500	-317.023424227912130	-315.349093133152110	-1.674331094760001	0.000381731932619	0.000080836494883	0.211762464640563	0.240102145112419	3	5	7	6	9	9	11	9	11	12	12	11	11	12	14	13	14	14	16	17	18	18	23	23	25	33	35	34	39	38	40	42	41	43	0	1	4	1	4	2	4	4	4	9	12	6	6	3	3	4	12	2	2	3	16	9	17	4	22	22	18	23	23	27	15	19	23	20	1	1	1	1	2	3	3	2	3	1	1	1	1	2	4	3	2	5	5	5	2	3	6	8	3	8	12	4	8	1	14	11	9	10
33000	-339.712593678351539	-338.106562407434922	-1.606031270916642	0.000474580969969	0.000112682781593	0.237436367497869	0.227775037770956	3	6	8	7	10	9	10	9	10	12	11	12	11	13	11	13	15	15	16	19	17	17	23	21	25	33	32	34	39	41	39	41	43	44	0	1	4	1	8	4	8	2	4	6	7	13	2	11	8	3	8	14	3	14	2	14	7	3	3	9	14	25	20	26	23	16	20	21	1	1	1	2	1	1	1	1	2	1	1	1	4	1	1	4	3	1	4	3	5	2	5	7	8	8	7	5	7	4	8	16	13	14
33500	-321.050617745940485	-319.399675172680986	-1.650942573259506	0.000345460916190	0.000075961493306	0.219884478230879	0.260294861479865	4	5	8	6	10	9	10	9	10	12	11	12	11	11	12	14	14	13	17	18	18	18	22	23	23	33	35	34	38	40	40	41	43	44	0	1	4	1	8	3	8	3	3	7	5	7	9	1	6	4	10	10	2	4	6	6	6	1	21	21	25	20	20	29	23	19	20	19	1	1	1	1	1	1	1	1	2	1	1	2	1	4	2	5	1	1	5	7	4	3	6	9	2	8	8	7	12	1	8	11	16	9
34000	-344.689475101131677	-343.038478632749900	-1.650996468381773	0.000400406743712	0.000088035441832	0.219865032782496	0.243232984741373	3	6	7	5	10	8	11	9	10	13	11	12	11	13	13	14	15	16	17	18	17	16	21	22	26	34	34	33	38	41	40	41	43	44	0	4	4	1	6	4	6	6	6	11	8	3	8	7	2	1	7	11	4	22	4	6	10	22	22	22	19	21	19	26	23	15	16	24	1	1	2	1	1	2	2	1	1	1	1	3	1	1	3	6	2	2	7	1	6	2	3	3	6	8	8	5	10	3	8	12	14	10
34500	-312.857172415102525	-311.155477945140149	-1.701694469962401	0.000355740131635	0.000072212825852	0.202993194836645	0.363762551610938	3	6	5	6	9	8	10	9	11	13	11	12	12	13	12	13	14	16	16	17	17	17	22	22	26	33	34	36	38	39	38	39	43	45	0	3	1	3	6	3	5	6	4	8	8	7	2	4	4	4	5	10	15	10	3	14	5	22	19	24	16	21	23	28	24	21	23	23	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	3	2	1	2	2	5	2	5	2	5	7	10	9	7	1	10	10	10	10
35000	-332.060261122735142	-330.257798628775618	-1.802462493959540	0.000352160719586	0.000061980089857	0.175999441192279	0.221295589379097	3	5	6	7	8	8	9	9	10	12	12	11	11	12	13	13	14	16	15	19	16	19	23	21	24	34	35	33	39	39	41	42	41	44	0	1	1	3	2	4	5	2	3	5	5	2	2	2	2	2	7	5	16	3	3	3	6	19	16	16	21	22	24	27	16	20	16	24	1	2	1	1	1	1	1	3	1	2	2	3	3	4	4	3	4	4	1	6	5	7	9	3	7	9	10	4	7	2	14	13	13	10
35500	-330.288801018541619	-328.461771598759867	-1.827029419781752	0.000490984627532	0.000083672092413	0.170416929005819	0.202158095628401	3	5	7	7	10	8	10	10	8	12	11	11	11	12	14	13	14	16	17	18	18	19	21	22	24	34	34	35	38	40	41	42	43	42	0	1	2	1	4	3	4	6	4	7	8	8	2	7	2	3	13	7	6	3	13	5	14	17	23	21	22	22	23	28	25	23	25	21	1	1	1	2	2	1	1	2	1	1	1	1	3	1	5	3	2	4	5	6	3	4	4	4	2	8	8	7	12	2	9	12	9	14
36000	-322.728000122463413	-320.949508066739554	-1.778492055723871	0.000407140951246	0.000074010831416	0.181781840390255	0.192144413860710	4	5	9	6	7	8	11	9	10	11	10	11	12	11	13	14	14	14	17	18	17	18	22	22	24	33	34	33	38	39	37	42	43	44	0	1	2	1	4	4	5	5	4	5	6	5	2	2	9	15	11	12	4	6	2	18	6	4	4	20	14	25	3	29	23	23	23	23	1	1	2	1	1	1	2	1	2	3	1	2	3	4	2	1	2	2	6	5	8	2	6	4	8	8	11	6	13	1	6	9	12	10
36500	-312.560205769952347	-310.780872081527320	-1.779333688425044	0.000401224356680	0.000072851437972	0.181572820190795	0.275044090605212	3	5	8	7	9	8	9	10	10	12	11	11	12	12	14	11	13	15	15	17	18	18	22	23	24	34	35	36	37	40	39	41	44	43	0	1	2	2	6	4	3	7	1	8	8	8	2	5	14	4	5	8	1	15	1	18	17	16	22	22	18	21	18	29	23	24	23	25	1	2	2	1	1	1	1	1	3	1	1	1	4	1	1	2	2	3	5	2	7	2	4	5	3	8	9	9	11	1	11	8	11	11
37000	-323.192099748089163	-321.561338966484755	-1.630760781604401	0.000457299780847	0.000104001133136	0.227424410619688	0.212721619039877	4	5	7	6	9	9	11	9	9	12	11	12	11	13	14	14	14	16	16	18	18	17	22	22	26	32	34	36	38	41	40	41	42	44	0	1	2	1	3	3	4	3	1	8	8	6	2	3	1	6	8	11	7	2	8	6	17	4	1	14	22	20	22	29	16	22	19	19	1	1	1	1	1	1	3	1	3	1	1	3	2	3	3	2	2	3	4	8	6	4	4	10	9	11	9	10	10	2	14	14	12	14
37500	-328.825400795819803	-327.179590651270360	-1.645810144549439	0.000470339081723	0.000104298909507	0.221752589907002	0.242275127444264	3	5	8	6	9	9	11	9	10	13	10	12	11	13	13	11	15	15	16	18	16	18	23	22	23	33	34	35	37	40	40	39	44	45	0	1	4	1	3	3	11	3	2	8	6	11	2	12	16	4	12	9	8	16	6	6	7	14	14	20	23	25	19	28	20	20	20	22	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	2	2	2	3	4	4	4	4	4	4	7	5	7	12	3	12	13	12	12
38000	-320.743051330873300	-319.049635099749537	-1.693416231123743	0.000414235665140	0.000085154046127	0.205569083720232	0.242606125186920	3	5	7	8	8	9	10	9	11	13	12	11	12	12	13	12	13	15	15	18	17	18	22	22	25	33	34	36	38	41	40	41	42	45	0	1	2	3	3	2	8	5	6	7	8	7	2	2	3	4	12	16	9	3	6	4	11	18	23	15	24	22	14	26	19	25	20	15	1	1	1	1	1	3	1	1	1	2	2	1	3	5	3	1	1	1	2	5	3	5	4	3	1	12	6	7	13	4	11	6	11	17
38500	-325.177565089888787	-323.568959938575460	-1.608605151313301	0.000430022895518	0.000101636272186	0.236350839095351	0.167159484931324	3	5	7	5	9	8	11	10	9	13	9	12	11	13	14	13	14	14	15	17	17	18	23	22	25	33	34	35	37	40	41	41	43	44	0	1	4	1	4	2	11	6	1	13	6	11	2	4	5	6	11	2	5	1	6	4	11	21	9	15	13	20	24	26	18	16	22	18	1	1	1	1	3	1	1	1	2	1	1	2	3	4	2	2	2	4	2	8	5	5	8	2	8	9	12	7	7	5	15	14	12	17
39000	-346.991298635142186	-345.121671462947518	-1.869627172194659	0.000450652946356	0.000072766201973	0.161468381737060	0.230102756867625	3	5	9	8	9	10	10	10	10	12	10	12	12	13	14	14	14	15	14	17	18	19	22	23	25	33	34	35	37	41	41	40	44	44	0	1	2	2	4	1	3	4	3	11	5	7	6	2	8	1	11	9	3	3	14	14	11	19	20	18	16	6	19	29	16	19	25	22	1	1	3	2	1	4	1	2	1	1	1	1	2	3	2	4	2	3	3	3	3	3	6	5	3	8	11	11	10	2	12	13	11	12
39500	-390.017518057673442	-388.417567961583700	-1.599950096089730	0.000517568584531	0.000124239283102	0.240044096212047	0.152283761509397	2	5	7	8	8	10	11	9	10	12	11	11	11	11	13	13	15	15	15	19	16	19	22	23	25	32	34	33	37	40	40	40	42	44	0	1	1	1	2	4	4	5	1	5	8	8	2	6	6	6	9	7	7	7	6	2	6	15	9	19	23	24	7	29	3	22	16	23	1	2	2	2	2	1	1	1	4	3	1	1	2	1	1	2	4	3	1	3	4	6	6	5	8	9	7	6	11	1	15	9	17	10
40000	-328.365039002507388	-326.770436896242245	-1.594602106265126	0.000470843595274	0.000114127326140	0.242389038070233	0.287856144639936	3	6	6	5	9	7	10	10	9	11	11	11	11	11	14	12	14	15	17	17	17	17	22	23	26	33	34	35	38	39	40	41	43	44	0	1	1	1	6	3	6	6	1	5	5	5	2	3	11	3	12	6	3	7	15	3	21	21	21	14	23	22	16	28	16	24	24	28	1	2	1	2	1	1	1	1	4	2	1	1	2	3	1	2	1	3	4	4	2	5	2	4	5	9	4	8	12	1	14	8	9	5
40500	-325.739403060056418	-323.901046876166788	-1.838356183889638	0.000421701877787	0.000070825316920	0.167951153766745	0.182414211171947	3	4	7	8	10	10	10	9	10	13	11	11	9	12	13	13	12	15	16	19	16	19	21	22	24	34	34	35	38	41	40	38	43	44	0	1	2	3	4	13	13	3	3	7	8	8	2	2	6	3	12	3	6	4	4	4	22	3	4	15	21	24	22	28	20	14	20	21	1	1	1	1	2	1	1	1	2	1	1	1	2	5	2	4	1	4	3	4	3	5	2	9	7	11	8	8	9	3	9	9	11	10
41000	-323.621731911748668	-321.973909475959431	-1.647822435789219	0.000267115862657	0.000059036953598	0.221016277395965	0.265138453860311	3	5	9	7	8	10	10	9	9	13	10	12	11	11	14	12	15	15	15	18	17	16	23	23	25	33	34	35	38	39	40	40	43	44	0	1	1	1	4	4	8	5	2	7	5	5	3	2	6	3	10	9	1	4	16	14	4	15	21	20	23	23	24	28	24	22	23	23	1	2	4	2	1	2	1	1	2	2	1	2	2	3	2	2	1	4	5	6	4	5	9	5	4	5	6	6	8	2	8	11	9	10
41500	-330.848686512130257	-329.165655059927360	-1.683031452202900	0.000457841628438	0.000095640149666	0.208893520652430	0.239227450397699	4	6	8	7	9	8	10	9	9	13	11	11	11	12	14	13	14	15	16	17	18	17	22	20	25	32	34	35	36	40	40	42	44	44	0	1	1	1	6	2	8	4	4	8	7	5	3	12	4	9	12	16	10	4	6	10	17	18	22	3	16	21	20	27	20	16	16	25	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	5	5	2	4	1	5	12	8	7	9	4	9	14	19	10
42000	-331.110517790008316	-329.283095557664922	-1.827422232343386	0.000410342613951	0.000069893785198	0.170330311359668	0.288699153468536	2	6	8	7	10	9	11	10	9	12	9	11	11	12	13	12	14	14	16	19	17	18	23	22	25	33	32	35	38	40	39	42	42	45	0	1	2	1	4	1	11	2	4	4	4	6	4	2	1	9	14	5	16	18	3	10	10	20	6	22	20	25	21	29	16	15	15	22	1	2	1	2	2	3	1	2	1	3	1	1	2	3	5	2	2	1	2	2	4	2	5	2	11	9	8	5	11	1	12	15	14	12
42500	-302.408874891065580	-300.816363848874573	-1.592511042191031	0.000343103078069	0.000083483661310	0.243319476410583	0.294049531452317	3	6	7	5	10	10	10	9	11	12	10	11	11	12	13	13	15	15	16	16	18	18	22	22	26	33	34	35	38	40	40	42	42	44	0	4	4	1	8	3	8	3	3	7	8	7	2	11	14	4	16	6	14	18	6	4	6	21	4	23	22	25	19	27	16	24	23	23	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	4	1	2	2	1	3	5	6	2	9	4	10	5	12	4	11	10	9	11
43000	-333.666086878649537	-332.073215605702330	-1.592871272947205	0.000411283933223	0.000100007239920	0.243158635292579	0.310957844420245	3	5	7	8	8	10	9	10	10	11	12	11	12	13	13	13	15	15	15	18	16	19	21	22	26	32	34	34	38	40	40	41	41	43	0	1	2	2	3	3	5	5	3	3	6	7	3	7	9	9	11	8	1	3	18	18	21	15	4	22	24	19	22	28	20	20	23	23	1	1	1	2	1	1	1	1	2	2	2	1	2	3	2	1	2	1	7	5	1	3	3	4	12	5	6	10	10	3	9	13	11	11
43500	-372.860338240024021	-371.273950946501543	-1.586387293522460	0.000355800555043	0.000087558829991	0.246089638563352	0.270337275770596	1	3	7	5	10	10	10	8	10	12	12	11	12	13	12	13	13	15	15	18	17	19	22	19	25	33	34	35	39	38	40	41	41	43	0	1	1	2	8	3	8	2	2	7	5	8	9	4	1	6	5	11	16	3	6	14	5	7	22	22	20	23	20	27	21	20	23	16	1	2	2	1	1	1	1	2	5	1	1	1	1	5	6	1	1	2	1	4	5	3	5	6	3	5	9	8	10	2	14	11	9	13
44000	-355.585915945115403	-353.980198476931321	-1.605717468184087	0.000355952496101	0.000084563436456	0.237569443626259	0.285460679484172	3	5	9	7	10	9	10	7	10	12	11	12	12	12	13	13	15	15	17	19	16	19	21	23	25	32	34	35	37	40	40	42	42	44	0	1	4	2	8	2	8	2	4	8	4	6	5	9	5	4	3	7	3	16	9	9	20	3	21	25	19	24	25	28	16	25	21	24	1	1	1	1	3	4	2	1	2	2	2	2	1	1	3	3	2	2	5	3	4	4	2	6	5	3	7	6	8	3	15	9	14	12
44500	-327.146941692319501	-325.613000131182162	-1.533941561137365	0.000388554134205	0.000106104858385	0.273076127736454	0.217656247529136	4	5	7	8	9	10	11	9	11	13	12	11	12	13	13	12	14	14	17	18	17	19	20	23	24	34	35	35	38	39	41	41	42	44	0	1	2	3	3	2	8	3	4	12	3	8	6	1	3	4	15	3	5	16	18	3	21	18	6	19	15	14	24	27	24	24	14	24	1	1	1	1	1	3	1	1	2	1	3	2	1	5	3	1	1	2	3	3	2	5	1	4	7	9	11	9	9	2	11	11	10	12
45000	-332.874669247532154	-331.126327463044163	-1.748341784487963	0.000376324746799	0.000071343956069	0.189580825273711	0.312811618311807	3	6	7	5	8	9	10	10	10	12	11	12	12	13	13	13	13	14	16	19	17	18	21	21	25	33	34	35	38	40	40	41	41	44	0	1	4	1	3	3	5	5	3	8	5	7	9	3	3	9	5	12	18	4	19	19	11	14	14	15	21	20	23	26	21	23	20	23	1	1	1	1	1	1	1	1	2	1	2	1	2	3	4	2	2	1	1	8	1	1	5	4	8	9	8	7	9	6	10	9	12	14
45500	-379.646239245291156	-377.794485097713959	-1.851754147577201	0.000508997432619	0.000084044159771	0.165117060294329	0.203838373910268	3	6	8	5	8	10	10	10	10	12	11	12	11	12	14	12	14	13	16	18	17	16	22	23	25	34	33	34	37	39	41	41	43	44	0	4	2	1	4	1	3	5	2	9	7	8	9	4	10	2	16	4	10	10	10	14	3	6	15	20	3	23	18	26	23	15	21	6	1	1	1	1	2	3	2	1	3	1	1	2	1	3	1	4	1	4	2	2	3	1	4	9	4	8	10	4	11	3	11	14	12	15
46000	-330.711470757746383	-329.014847071656334	-1.696623686090061	0.000356306045893	0.000072887181644	0.204563415312698	0.214067795371471	2	5	8	6	10	10	8	10	10	13	11	11	11	12	13	12	14	15	16	19	15	16	21	22	26	32	34	34	37	40	39	42	43	44	0	1	4	1	7	1	2	7	2	8	2	8	2	7	7	6	5	4	16	16	3	4	17	21	1	14	16	25	20	26	22	22	24	22	1	2	1	2	1	3	2	1	2	2	3	1	3	3	2	2	2	4	2	3	4	5	3	2	13	10	12	4	11	3	13	11	12	13
46500	-354.035584876233884	-352.329632736874146	-1.705952139359726	0.000427928042416	0.000086310082993	0.201692982084742	0.211400503265020	3	5	9	7	10	8	10	10	11	12	11	11	9	13	13	14	14	15	16	19	17	16	22	22	26	34	34	33	38	38	41	42	44	45	0	1	1	1	6	2	6	6	13	8	13	6	2	11	13	1	10	2	4	11	5	2	8	14	15	22	14	23	20	25	16	16	23	18	1	1	3	2	2	1	1	1	1	1	2	1	3	1	2	6	1	5	6	5	2	7	6	5	7	9	9	5	11	7	15	14	11	14
47000	-331.080053108871425	-329.387608697977441	-1.692444410893978	0.000476360208765	0.000098071002894	0.205875724063204	0.248589147932183	2	4	7	6	9	9	10	9	11	12	11	11	11	12	12	14	14	14	17	18	17	18	23	22	24	34	34	34	38	41	38	42	43	45	0	1	2	1	3	3	5	4	3	6	8	5	2	1	8	6	7	10	6	3	5	6	12	16	17	19	16	20	19	23	19	15	19	19	1	1	1	2	1	1	1	1	3	1	1	2	3	6	2	2	2	1	4	5	5	4	6	4	4	9	10	6	10	7	12	15	15	13
47500	-363.709247873861386	-361.843182895523398	-1.866064978337998	0.000469596352954	0.000076160991606	0.162183950380087	0.158606726511720	2	5	9	8	8	7	10	10	9	12	11	11	11	13	13	13	15	14	14	18	16	18	21	21	26	33	34	35	38	41	41	42	43	44	0	1	6	2	6	1	9	5	2	5	3	8	2	5	13	4	8	3	8	2	2	18	15	3	2	21	4	26	20	23	16	16	20	19	1	2	1	2	1	1	1	2	2	2	1	1	3	3	1	2	3	3	1	7	4	3	5	6	8	9	13	1	10	11	15	16	11	19
48000	-318.180866861957156	-316.260380200186717	-1.920486661770444	0.000301559680696	0.000045787006142	0.151833978721201	0.196928814592207	3	4	8	7	8	7	9	9	10	12	11	11	12	12	13	13	15	16	16	19	18	18	21	22	24	34	34	35	36	40	41	40	44	45	0	1	4	1	6	2	5	5	6	8	5	7	6	3	3	4	12	7	6	1	3	6	6	15	4	21	19	27	24	25	16	19	23	22	1	1	1	2	1	2	1	1	2	1	2	1	2	2	2	3	2	3	5	7	5	5	8	5	9	6	11	1	6	8	19	10	13	12
