step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
43500	-330.203281642509012	-328.557069954278120	-1.646211688230866	0.000090770921053	0.000020115313478	0.221605259094017	0.708143435736191	-1	1	1	2	4	1	3	2	6	7	3	5	5	5	5	6	6	7	6	9	10	11	10	9	12	12	13	14	15	16	16	17	15	13	17	18	18	19	19	20	21	20	21	21	21	22	23	22	22	25	28	24	24	27	0	1	1	2	11	1	6	2	3	14	6	6	4	2	4	11	11	13	14	14	10	24	17	2	23	20	24	26	21	34	29	26	34	20	0	33	34	32	35	36	33	38	39	39	38	43	41	42	32	44	52	42	42	53	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	4	2	2	2	1	3	2	1	3	1	2	1	2	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	3	2	3
44000	-344.435809804196765	-342.663493995559634	-1.772315808637143	0.000156578369690	0.000028705456677	0.183329643381246	0.535372136092401	-1	0	2	2	5	1	3	4	6	8	3	3	6	6	5	8	6	8	9	8	11	10	7	9	11	12	12	14	14	15	16	17	16	15	18	19	20	20	19	20	20	22	22	22	20	21	22	23	21	24	26	25	26	28	0	1	1	2	11	1	6	3	2	4	6	6	4	8	4	5	5	12	4	14	24	10	5	13	17	22	18	26	18	10	14	22	34	22	0	34	31	36	35	34	33	38	46	39	34	39	40	42	32	39	45	42	42	53	1	1	1	1	1	1	1	1	3	2	1	2	2	1	2	2	1	3	3	1	1	2	1	1	3	1	2	1	3	4	6	3	1	2	1	2	2	1	1	3	3	1	1	1	2	1	2	1	1	3	3	2	2	1
44500	-350.124921595418698	-348.580043657735416	-1.544877937683292	0.000119711694345	0.000031951025681	0.266899786659764	0.536530333806338	-1	0	2	2	4	2	4	3	7	8	5	6	7	5	5	7	7	7	7	7	10	10	9	9	11	12	13	14	13	16	16	18	16	16	15	18	19	21	18	20	21	23	20	20	20	22	23	21	23	25	27	26	26	27	0	1	1	2	6	1	6	1	3	15	5	7	4	4	2	11	11	1	3	2	15	14	17	20	23	22	13	10	13	26	29	33	26	28	0	30	30	36	35	30	33	32	39	39	32	43	33	33	28	44	42	38	49	52	1	1	2	2	1	2	2	2	3	2	1	1	3	1	2	1	1	5	2	4	1	2	1	1	1	1	3	4	3	2	2	1	2	1	1	1	2	2	2	2	3	2	1	1	1	1	3	2	3	2	1	2	1	1
45000	-293.866252523512060	-292.484974949290120	-1.381277574221919	0.000091285319514	0.000040395605510	0.442520283934057	0.794239670074948	0	1	3	2	4	2	4	3	6	8	5	5	5	6	4	8	6	8	8	9	10	10	10	9	9	12	14	14	12	15	16	16	17	16	17	18	19	19	19	20	20	23	22	21	21	20	24	21	24	24	28	27	25	27	0	1	1	2	6	1	6	1	3	9	5	6	4	4	4	11	11	13	14	13	14	10	25	14	16	20	29	26	21	28	29	30	34	30	0	33	34	32	35	36	36	48	46	39	38	39	41	38	48	39	42	42	42	53	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	3	2	2	1	1
45500	-322.903919872631889	-321.474906042564385	-1.429013830067511	0.000091072609571	0.000032706186526	0.359122096979819	0.604656105053844	-1	1	3	2	2	3	4	3	6	7	4	4	6	6	5	7	5	8	9	7	10	8	7	9	12	12	14	14	11	17	16	18	16	15	18	16	19	21	19	20	21	22	21	20	18	22	24	22	23	24	27	27	26	28	0	1	1	2	1	5	6	1	3	9	5	6	4	2	2	5	11	4	15	15	22	13	17	20	23	21	29	26	24	36	29	30	20	26	0	34	33	32	35	36	36	32	44	39	33	43	41	38	42	44	49	42	42	53	1	1	2	1	1	1	1	2	2	1	1	1	2	2	3	2	1	3	2	2	1	1	1	2	2	1	2	1	1	1	2	1	4	2	1	1	2	1	1	2	3	2	1	1	1	1	2	1	1	2	2	2	2	1
46000	-286.704698041890992	-284.899767132674185	-1.804930909216799	0.000119404306846	0.000020946305651	0.175423367916683	0.781998232667597	-1	0	1	2	3	4	2	3	5	7	4	5	5	6	4	7	6	8	8	8	11	10	10	9	11	11	13	13	12	16	16	17	15	17	18	18	19	20	19	20	21	23	21	21	22	22	23	21	24	23	27	26	25	27	0	1	2	2	7	7	1	4	3	13	5	7	2	4	4	11	11	14	4	14	24	24	17	14	17	20	24	20	24	33	27	33	26	30	0	30	34	36	35	36	36	48	39	39	48	43	41	38	42	43	49	42	42	52	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
46500	-291.441159126550986	-289.856742609061371	-1.584416517489616	0.000117387758220	0.000028994293988	0.246995891463515	0.740225321694284	-1	1	1	3	5	3	2	4	6	8	4	5	6	6	5	6	6	7	9	8	11	10	9	9	11	12	14	14	14	17	16	17	17	15	18	19	19	19	20	20	22	23	22	22	21	20	24	21	23	25	28	27	25	28	0	1	1	2	11	7	1	1	1	18	6	7	2	8	2	11	11	4	10	14	13	14	12	8	17	20	24	26	24	34	27	34	34	26	0	33	30	32	35	34	36	45	46	39	32	35	41	38	48	44	49	53	48	53	1	1	1	1	1	1	1	2	3	1	1	2	2	1	2	1	1	2	1	1	2	3	2	2	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1
47000	-347.261350855972239	-345.741224810195547	-1.520126045776684	0.000139391705670	0.000039222206551	0.281381208170442	0.643390536385985	-1	1	2	0	5	2	1	3	5	7	4	4	6	4	5	6	6	7	8	8	8	9	9	9	11	13	14	13	14	16	17	18	15	16	18	18	20	20	19	19	22	24	22	22	21	21	23	22	22	24	25	27	26	28	0	4	4	1	11	7	1	1	14	14	6	6	12	4	4	11	11	13	14	2	13	13	5	9	17	3	21	22	24	20	24	34	28	33	0	33	31	32	35	30	36	45	46	39	40	39	41	32	38	44	49	42	42	53	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	3	2	2	2	1	2	3	5	2	3	2	4	5	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	3	1	2	2	2	1	1
47500	-282.905563113838411	-281.062740791215276	-1.842822322623134	0.000104248123159	0.000017409090539	0.166996680722842	0.783992409226548	0	1	2	3	5	4	2	3	7	9	4	6	5	6	5	8	6	7	8	8	10	9	9	9	11	13	13	13	15	15	16	17	16	16	15	18	20	19	19	19	21	23	21	21	21	21	23	23	24	23	26	27	26	27	0	1	1	2	11	7	1	1	13	19	7	6	2	2	2	11	11	13	14	14	20	14	17	18	23	22	21	13	27	26	27	34	30	30	0	33	34	32	35	36	36	38	39	39	38	39	41	45	42	44	49	42	42	53	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1
48000	-346.394930510533982	-344.920278659331359	-1.474651851202600	0.000151062015056	0.000047408220266	0.313832833805986	0.649049021042709	-1	0	2	3	5	4	3	4	6	8	3	6	6	7	5	6	7	7	5	9	8	11	10	9	12	13	12	14	14	16	17	15	17	17	18	17	20	21	19	20	18	24	20	20	20	22	24	22	22	24	28	26	26	27	0	1	1	2	7	7	1	4	1	9	3	6	1	9	4	11	16	15	3	14	18	10	17	14	9	14	24	26	27	28	27	14	30	30	0	26	32	36	35	41	32	48	39	39	36	43	40	45	32	44	52	48	42	52	1	1	2	1	1	1	2	1	3	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	2	1	3	4	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	4	2	1	3	1	1
48500	-306.875700668993659	-305.380184345563293	-1.495516323430375	0.000117899396180	0.000035113043848	0.297822083793400	0.630311096275875	-1	1	2	2	4	2	3	3	6	9	5	5	7	7	5	8	6	7	8	9	10	11	9	9	11	12	12	14	13	15	16	16	16	16	18	18	18	19	19	20	20	23	21	21	21	22	24	22	23	24	28	26	26	28	0	1	1	2	6	1	6	1	3	19	5	6	3	4	4	17	11	15	18	13	13	21	17	4	17	20	24	26	14	26	27	30	30	30	0	33	30	32	35	36	33	32	39	39	32	43	36	38	48	44	49	45	42	53	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2	4	2	2	1	1	3	2	2	1	1	1	1	1	1	2	1	1	2	3	1	1	3	1	4	2	1	2	2	3	1	1
49000	-314.232773926621803	-312.767665324899951	-1.465108601721879	0.000099667972012	0.000032088550755	0.321954486549850	0.544405694426348	-1	1	1	3	5	2	4	3	7	8	4	5	6	7	5	7	6	7	8	8	10	7	9	8	9	12	14	15	15	16	16	17	16	14	18	18	18	20	20	20	21	23	22	21	21	21	23	23	22	25	26	27	27	27	0	1	1	2	11	1	6	1	2	2	6	6	4	15	4	11	11	4	14	22	9	2	17	22	17	9	21	26	27	34	29	34	34	26	0	30	26	32	35	37	33	38	46	39	38	39	41	32	38	44	49	48	48	48	1	1	1	1	1	2	1	1	3	3	1	1	2	1	2	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	2	2	3	2	2
49500	-294.261615071324741	-292.727515234635291	-1.534099836689448	0.000096468813935	0.000026334476007	0.272984345225264	0.718962427185896	-1	0	2	2	4	2	4	2	6	9	3	6	6	5	5	7	6	7	8	7	9	8	8	10	11	13	12	15	14	16	16	17	17	15	17	18	19	20	19	20	21	23	22	22	22	21	23	22	24	23	27	24	26	28	0	1	1	2	11	1	6	1	3	14	6	6	14	2	1	17	5	14	13	14	14	13	17	21	23	20	24	26	27	34	27	34	34	26	0	33	30	32	35	36	36	48	46	39	38	39	41	38	48	39	49	48	48	52	1	1	1	2	1	2	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	3
50000	-342.275235582479866	-340.783994503237579	-1.491241079242282	0.000103684794703	0.000031201812750	0.300929493467050	0.538862882160123	0	1	3	3	4	1	4	4	5	8	3	5	6	6	6	5	6	8	9	8	11	10	8	9	10	13	13	15	14	16	16	17	16	15	18	19	19	20	19	20	21	23	21	20	21	22	21	22	24	24	27	28	26	27	0	1	1	2	11	1	6	4	3	13	6	6	2	4	4	11	11	14	10	13	24	18	17	13	17	13	24	26	27	26	29	13	29	4	0	33	34	33	35	37	32	45	39	39	38	43	36	32	32	39	48	42	48	38	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	3	2	1	1	2	1	5	1	4	1	2	2	2	1	1	2	1	1	1	1	1	1	3	3	2	2	3	2	3
50500	-367.372534726911113	-365.803367986077262	-1.569166740833837	0.000117810193501	0.000029955133354	0.254266056815225	0.475314698816027	-1	0	2	3	5	3	2	3	4	8	5	5	6	6	6	7	7	7	9	8	11	9	9	9	10	13	13	14	14	16	16	18	17	16	17	17	18	20	19	21	22	24	21	21	20	22	24	21	23	25	26	27	24	27	0	1	1	2	6	7	1	1	3	14	6	6	2	4	3	11	5	2	18	8	24	18	17	13	17	21	19	4	13	13	27	22	13	28	0	28	30	32	35	30	36	48	39	39	33	43	32	34	48	44	49	45	48	30	1	1	2	1	1	1	1	2	1	1	2	1	3	2	2	1	2	3	2	3	1	1	1	1	2	1	2	7	5	4	2	5	6	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	2	2	5
51000	-360.225683168980936	-358.264717067288302	-1.960966101692646	0.000187215712577	0.000027120833179	0.144864086487706	0.623228078328657	-1	1	3	0	4	4	2	3	5	8	5	6	7	4	6	6	7	7	9	7	11	10	9	10	11	12	13	15	15	17	17	18	16	15	17	19	19	18	19	19	21	23	22	21	21	20	23	23	23	23	27	27	26	27	0	4	2	1	7	7	1	1	3	14	5	6	14	8	2	11	5	14	20	2	24	10	11	19	20	22	21	19	15	33	24	28	26	10	0	34	30	33	35	30	30	41	46	39	30	39	41	38	28	44	42	45	42	33	1	1	1	1	2	1	2	2	1	2	1	1	2	1	3	1	3	1	1	3	1	1	2	1	2	1	1	3	4	1	3	2	2	4	1	2	1	1	1	1	2	1	2	1	2	1	1	3	3	1	2	3	1	7
51500	-328.702437748487853	-327.135054415558841	-1.567383332929029	0.000127428030407	0.000032512954557	0.255147587648512	0.535859938603698	-1	1	1	3	5	4	3	3	5	8	4	5	6	7	6	7	6	8	8	8	10	10	10	9	12	11	13	14	15	15	16	17	16	16	18	17	18	20	19	20	22	22	19	21	21	21	23	22	24	25	28	28	25	28	0	1	1	1	11	1	1	1	3	15	7	7	4	1	2	11	11	13	13	13	15	2	17	15	23	24	24	22	27	20	29	30	30	26	0	30	34	32	35	22	36	40	35	39	30	43	33	45	48	44	49	42	48	53	1	1	1	1	1	4	2	2	2	1	1	2	1	5	3	1	1	2	1	2	2	4	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	4	2	1	1	1	3	1	4	1	1	2	2	4	1	2
52000	-309.237218604106147	-307.549490626004740	-1.687727978101428	0.000112094643780	0.000023245838943	0.207376892949525	0.747866926508874	0	1	3	2	5	3	2	4	6	6	4	5	6	6	6	8	6	7	9	9	9	8	8	9	12	12	13	14	14	16	16	17	17	16	18	18	19	19	19	20	22	24	22	22	21	20	24	22	24	24	26	27	26	27	0	1	1	2	11	7	1	2	3	4	6	6	8	2	1	17	11	10	13	22	13	2	17	10	23	20	24	26	22	20	29	30	30	26	0	33	34	32	35	36	36	48	39	39	38	39	41	38	48	44	49	53	42	53	1	1	1	1	1	1	1	2	2	4	1	1	1	2	4	1	1	1	1	1	1	3	1	1	2	2	2	1	3	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1
52500	-331.607733412405821	-329.927237091147219	-1.680496321258597	0.000121455504977	0.000025471820159	0.209721413320974	0.647000988978081	-2	1	0	3	4	3	0	2	6	7	5	5	5	7	6	8	6	5	9	8	10	11	7	9	11	13	14	13	15	16	16	17	17	15	18	18	20	20	19	20	21	24	20	21	21	22	23	22	23	23	28	27	26	28	0	1	1	2	6	7	1	1	8	18	5	6	2	13	2	11	11	4	10	14	15	4	17	2	23	20	22	22	26	34	24	21	34	28	0	33	34	30	35	34	36	48	39	43	32	43	38	45	38	35	52	42	42	53	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	4	1	5	2	2	1	1	2	1	3	3	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	1	2	2	1	2	1	1
53000	-327.656823561375916	-326.000066985769024	-1.656756575606919	0.000131694827734	0.000028684038326	0.217806870776672	0.698521430646728	-1	0	1	2	4	2	3	3	5	8	5	4	4	7	5	7	6	7	8	8	10	10	9	10	10	11	13	13	14	17	16	18	15	16	17	18	19	20	20	21	19	24	21	20	22	22	24	22	23	23	26	27	26	27	0	1	1	2	6	1	6	1	3	13	5	6	4	13	4	11	11	4	15	13	19	13	17	14	17	14	24	26	20	34	24	30	20	33	0	33	36	32	35	41	33	48	39	35	38	43	41	38	32	43	42	45	48	53	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	2	3	1	2	2	1	2	2	3	1	3	1	3	1	3	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1
53500	-307.511814198259856	-306.070549725619287	-1.441264472640555	0.000106520650470	0.000036762910698	0.345124729667289	0.689504967005541	-1	0	1	2	4	1	3	2	5	8	5	6	6	6	6	8	6	7	8	8	9	11	9	9	11	13	10	15	15	16	16	16	17	15	18	18	19	21	19	20	21	24	21	20	20	22	22	22	24	24	27	28	26	28	0	1	1	2	6	1	6	1	4	15	6	6	4	2	4	11	5	15	4	14	15	20	17	15	23	20	24	26	27	34	29	26	32	26	0	30	30	30	35	30	36	48	39	39	32	43	40	45	38	35	49	42	42	42	1	1	2	1	1	1	1	1	1	1	2	2	2	3	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	3	1	2	1	2
54000	-309.335922245980214	-307.403076868395715	-1.932845377584503	0.000103194921390	0.000015442599773	0.149644958925920	0.539773475937751	-1	1	3	2	4	1	3	3	7	9	5	4	7	6	5	7	7	7	9	8	11	10	8	10	11	13	14	13	15	15	17	17	17	16	17	18	19	19	19	19	21	24	21	21	21	22	23	22	23	24	28	27	27	28	0	1	4	1	4	1	6	1	3	13	5	6	15	2	2	11	11	15	13	4	22	13	17	14	23	22	26	14	27	26	29	28	30	28	0	34	34	32	35	36	36	48	39	39	38	43	36	38	32	39	48	42	49	53	1	1	1	2	1	1	1	2	2	1	1	2	1	3	2	1	1	1	1	3	1	1	1	2	2	2	1	4	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	2	4	2	3	2	3	1
54500	-322.046964398260684	-320.451931598456497	-1.595032799804206	0.000100540124362	0.000024350652775	0.242198355427992	0.707752872609581	-1	1	3	3	4	3	4	1	6	7	5	5	4	5	5	7	7	7	8	8	7	10	9	9	11	12	13	14	14	16	17	17	13	16	16	17	20	21	18	20	21	23	21	20	21	22	21	21	23	24	26	28	25	24	0	1	1	2	6	1	6	1	3	4	5	7	4	4	13	11	11	15	14	14	3	14	17	21	23	22	24	26	27	33	29	33	26	26	0	30	34	34	35	33	36	48	39	39	34	43	36	32	48	44	49	45	32	42	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	3	1	3	2	1	1	1	2	1	2	2	1	2	2	4	5	1
55000	-344.953981458299609	-343.175394032141696	-1.778587426157912	0.000151417527975	0.000027521367097	0.181758132400480	0.498958441208602	0	1	2	3	4	2	3	2	5	9	5	6	7	5	4	7	6	5	8	7	10	11	9	8	11	12	14	15	15	16	16	18	14	16	18	18	19	20	19	20	21	24	22	21	21	20	23	22	23	24	28	27	26	28	0	1	1	2	6	1	6	1	8	19	5	6	8	1	2	11	5	2	4	14	2	10	5	4	23	10	21	21	13	33	10	13	26	26	0	33	34	30	35	34	30	48	46	39	36	39	36	45	36	43	32	48	42	53	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	2	2	2	3	1	3	2	1	1	2	2	5	1	3	5	1	2	1	3	1	2	1	1	2	1	2	1	1	1	2	1	2	2	4	3	1	1
55500	-317.904714405262496	-316.302437159061583	-1.602277246200923	0.000107376294101	0.000025667113777	0.239038923740030	0.748443448390274	-1	1	3	3	5	2	3	3	5	8	4	4	6	7	5	6	6	8	9	9	11	11	9	9	11	12	12	14	14	16	16	18	14	16	18	17	19	19	19	20	21	24	22	22	21	21	23	22	22	21	27	27	26	28	0	1	1	2	11	1	6	1	3	13	6	6	2	2	2	11	11	13	13	2	19	24	17	18	11	22	14	26	27	33	27	30	20	19	0	34	30	32	35	33	36	48	46	50	38	39	41	38	34	39	49	48	48	48	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	3	4	1	1	2	1	2	1	2	1	1	2	3	1	2	4	1	1	2	1	1	4	2	1	1	1	1	1	1	1	3	1	2	2	2	2
56000	-313.573527501234423	-311.998949747539370	-1.574577753695065	0.000117281104575	0.000029511746902	0.251632579766130	0.605202532263844	-1	0	3	2	5	2	3	2	6	8	4	4	6	7	5	8	6	7	7	8	11	10	9	10	9	13	13	14	15	17	16	17	16	16	18	19	20	20	19	19	21	22	22	22	22	20	23	23	23	21	28	27	25	27	0	1	1	2	11	1	6	1	3	19	6	6	8	4	4	11	11	4	4	18	24	14	17	18	17	20	24	26	27	26	27	33	26	26	0	33	34	30	35	33	34	38	46	50	38	39	34	42	42	39	49	48	42	53	1	1	2	1	1	1	1	2	2	1	1	2	3	2	2	2	1	3	2	1	1	1	2	1	2	3	1	1	1	3	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	4	1	1	1	3	2	1	1
56500	-344.364824326431062	-342.823881591818406	-1.540942734612675	0.000138695536679	0.000037320794385	0.269084321516478	0.620885613210991	-1	0	3	2	4	2	3	2	6	8	5	5	7	6	4	7	6	8	8	8	10	10	9	8	12	11	13	14	15	16	16	16	15	17	17	18	20	21	18	19	21	23	22	22	21	20	23	23	23	21	27	28	27	26	0	1	1	2	8	1	6	1	3	15	5	7	15	15	4	11	11	15	14	14	24	13	17	13	17	20	24	26	9	28	14	22	28	20	0	33	36	34	35	34	36	32	46	50	32	39	36	45	45	39	42	48	48	48	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	3	2	4	1	5	3	1	3	1	2	1	2	1	1	2	3	2	1	3	1	2	1	1	1	2	2	2	2
57000	-320.481969369540366	-318.719088732820580	-1.762880636719803	0.000133262575269	0.000024752541257	0.185742630346322	0.691316299942480	-1	0	1	2	4	2	4	4	5	8	4	5	4	6	6	8	6	8	9	8	9	10	10	8	11	13	13	14	14	16	16	17	17	16	16	18	19	20	18	20	22	22	21	22	22	20	23	23	23	21	27	27	25	26	0	1	1	2	6	1	6	4	3	14	6	6	4	9	13	11	11	14	18	1	24	20	16	14	17	22	24	26	27	26	29	26	26	15	0	33	33	33	35	30	36	38	46	50	38	39	36	42	38	39	49	53	42	42	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	3	1	2	1	1	2	2	2	2	5	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	3
57500	-317.824368410495140	-316.427483562732789	-1.396884847762370	0.000099158616124	0.000040389297973	0.407320105415277	0.553917229538031	0	1	2	3	4	4	2	3	7	9	5	5	7	6	5	6	7	7	7	9	11	10	8	10	11	12	13	14	14	14	16	18	17	17	16	18	19	20	19	20	21	24	21	22	21	20	23	23	24	21	27	26	27	27	0	1	1	2	7	7	1	1	3	9	5	6	4	4	2	11	11	2	15	15	22	14	5	13	23	22	13	26	27	26	27	30	30	20	0	33	30	32	35	34	36	38	39	50	34	39	36	32	48	39	49	48	48	52	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	1	3	1	2	1	2	2	1	1	1	3	1	1	1	2	2	2	3	1	1	3	1	1	2	2	2	1	1	2	1	3	2	1	1	2	2	2	1
58000	-306.178650191999395	-304.485045870148497	-1.693604321850923	0.000100339552112	0.000020620765257	0.205509839573295	0.721365831110142	-1	0	1	2	4	3	2	3	7	8	5	5	4	6	6	7	6	4	7	8	9	10	7	10	11	13	14	14	15	16	17	17	17	17	18	18	20	19	19	20	22	24	21	22	21	22	23	21	23	21	27	25	26	28	0	1	1	2	6	7	1	4	3	19	5	6	4	8	18	11	5	2	13	14	13	14	17	10	23	20	22	20	27	22	29	30	30	26	0	30	30	32	35	34	36	48	39	50	38	43	36	38	48	39	49	42	52	53	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	3	1	3	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	3	1	1	2
58500	-334.130824767243666	-332.686490409487590	-1.444334357756075	0.000125020863106	0.000042740769602	0.341869097210401	0.619466003982950	-1	0	2	2	5	3	0	3	6	8	4	6	7	5	5	7	6	7	8	9	10	10	8	9	11	12	13	15	14	13	16	17	16	16	18	15	18	19	19	19	19	23	22	22	21	20	23	21	24	21	27	27	25	26	0	1	2	2	11	7	1	1	3	13	7	7	15	3	4	11	6	9	14	10	24	19	17	18	11	20	24	26	27	26	29	34	20	30	0	30	30	33	35	33	36	38	46	50	38	39	40	32	38	39	42	53	42	53	1	1	1	1	1	2	1	2	2	1	1	3	2	2	1	1	2	1	2	1	1	1	1	1	3	1	2	1	1	1	2	1	4	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	3	1	1	1	1	1
59000	-351.730846822131866	-350.030448509397388	-1.700398312734495	0.000135825775192	0.000027625916482	0.203392297542360	0.590090610242174	-1	0	1	1	3	2	4	4	6	8	5	5	7	5	6	6	7	6	9	9	9	11	9	9	11	12	14	14	14	16	13	18	15	15	17	18	19	20	19	20	21	23	21	22	22	22	23	21	24	21	27	27	25	27	0	1	1	2	6	1	6	2	3	18	5	6	14	8	4	11	11	8	18	14	14	10	11	15	17	2	24	26	24	26	24	34	9	29	0	30	13	32	35	30	36	48	39	50	38	43	41	38	42	39	49	49	48	53	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	1	2	1	2	2	1	2	1	2	5	3	1	4	2	2	2	4	1	1	1	6	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1
59500	-305.546156584098810	-304.128273062395749	-1.417883521703088	0.000111410985724	0.000041616094337	0.373536721414811	0.763016362923400	-1	0	3	3	5	4	3	3	5	8	4	5	6	6	5	7	7	7	7	9	10	10	9	8	11	12	12	13	14	15	13	17	16	17	17	18	19	18	19	20	22	24	22	21	21	21	22	23	23	25	28	26	27	28	0	1	1	2	11	7	1	1	3	19	7	7	4	2	4	11	11	13	13	15	10	13	17	13	23	22	24	26	18	26	22	30	30	30	0	33	34	32	35	33	36	48	46	39	38	39	40	45	45	46	49	42	52	53	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	2	2	1	1	1
