step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
18000	-268.548255721791008	-267.167245662048288	-1.381010059742700	0.000095638710503	0.000042392343928	0.443255076373069	0.548912241198491	-2	3	7	7	11	10	9	12	12	13	13	15	16	15	18	16	18	18	18	19	19	18	21	21	21	22	23	21	23	24	23	22	24	24	27	26	26	30	28	28	29	29	31	31	34	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	8	13	14	16	19	18	0	15	21	20	22	21	22	24	16	18	22	32	29	30	23	32	35	23	37	36	30	41	41	36	1	4	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	1	3	3	2	1	3	2	2	1	1	1	3	2	2	3	1	1	2	1	1	4
18500	-273.385752024937460	-271.763731722496175	-1.622020302441298	0.000097487983617	0.000022506045280	0.230859685933474	0.519366988411392	-1	3	6	7	12	10	10	12	13	12	12	14	16	15	18	17	18	20	18	19	18	18	21	21	21	21	24	22	23	23	23	23	25	24	27	25	26	31	28	28	30	30	31	31	35	0	1	0	0	4	3	3	7	10	6	7	10	10	0	7	7	13	21	11	16	14	0	20	21	20	22	24	22	24	20	18	22	28	29	23	16	33	39	36	32	35	35	39	41	44	1	2	1	1	2	2	2	1	1	1	1	1	3	1	4	4	1	1	4	1	2	1	2	2	1	1	1	2	1	2	2	2	2	1	4	4	1	1	2	3	2	2	1	1	2
19000	-272.912388046296314	-271.520048501186295	-1.392339545110040	0.000088241878993	0.000036737462334	0.416326836560971	0.706986390723475	0	2	5	8	10	11	9	13	12	13	12	14	15	15	15	17	18	18	19	19	17	17	21	21	20	21	24	21	20	24	24	24	22	24	27	25	27	30	28	28	29	29	31	31	35	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	8	10	14	16	8	14	0	19	29	19	22	21	22	21	20	18	22	28	29	30	30	28	42	36	32	36	35	41	39	44	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	3	1	1	1	1	1	2	3	2	2	3	2	3	1	2	1	1	3	1	2	2	2	2	1	1	2
19500	-297.745427890774636	-296.367972495813433	-1.377455394961214	0.000116205423118	0.000052717043781	0.453653903288497	0.513962110713071	0	4	8	8	11	11	9	13	12	13	13	15	16	15	17	18	18	19	17	17	19	18	22	22	20	22	25	22	23	24	22	24	25	24	26	26	26	29	27	29	28	28	28	29	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	10	14	11	11	14	0	25	21	16	22	21	22	21	19	14	22	26	24	16	19	28	25	35	37	30	30	35	39	36	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	3	3	4	2	1	2	1	1	2	3	2	2	3	3	4	1	1	3	3	2	5	1	2	2	1	1	1	4
20000	-273.025902554129516	-271.620688203351335	-1.405214350778156	0.000109148388248	0.000042853661964	0.392618367080897	0.557885584107973	1	3	8	8	12	11	10	13	13	12	13	14	15	16	17	16	17	17	18	19	19	19	21	21	21	21	25	23	22	23	24	24	25	23	26	26	26	30	29	28	30	30	30	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	8	13	14	8	8	18	0	16	21	19	22	21	22	21	16	21	22	28	24	25	30	22	30	36	37	36	36	36	36	36	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	2	3	1	1	3	1	1	1	4	2	2	3	4	3	1	1	3	2	2	3	2	1	2	2	2	2	3
20500	-263.187445105269660	-261.660985354136471	-1.526459751133214	0.000072994460637	0.000020255953250	0.277499868805354	0.669718324611580	1	3	7	7	11	10	9	13	13	12	14	14	16	15	16	17	18	18	18	19	19	19	22	21	21	22	24	22	22	23	21	23	25	24	27	26	26	30	28	28	29	29	31	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	11	13	14	16	19	18	0	19	21	20	22	21	22	24	20	18	22	28	29	23	23	26	35	36	32	36	23	36	39	44	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	1	3	1	1	2	2	2	2	1	2	2	2	2	2	3
21000	-273.887248018854734	-272.515459592496597	-1.371788426358116	0.000120473450885	0.000057047983913	0.473531583053582	0.630086658003304	1	3	7	6	10	9	11	13	11	13	14	13	15	15	17	17	18	19	19	20	18	19	21	20	22	22	24	23	22	24	23	23	26	24	26	26	26	29	27	28	30	29	29	30	34	0	1	0	0	4	3	6	7	6	6	7	6	12	0	11	7	13	14	15	19	14	0	16	21	16	22	21	22	24	20	21	22	28	29	30	23	22	19	35	33	39	30	39	38	44	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	3	3	4	1	1	1	2	1	1	2
21500	-262.144613370666150	-260.706827766861352	-1.437785603804820	0.000093695148928	0.000032692937334	0.348928815502556	0.783807401123061	1	3	7	7	11	11	10	12	12	12	14	14	16	16	17	17	19	20	18	20	18	19	21	21	20	20	22	23	23	24	23	23	25	25	26	25	26	29	28	27	29	30	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	16	14	0	19	21	19	22	21	22	24	20	18	22	28	24	23	25	32	30	35	37	36	35	41	39	43	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	3	1	2	1	1	2	2	1	1	2
22000	-271.108160002717909	-269.639205351138457	-1.468954651579429	0.000134054585354	0.000042711577061	0.318613324176940	0.652903364650144	-1	3	8	7	11	11	10	12	12	12	13	14	15	16	18	16	18	20	18	20	18	18	21	21	21	22	24	20	23	22	23	24	25	24	27	26	27	31	28	28	30	30	29	30	33	0	1	0	0	4	7	3	7	6	6	7	10	9	0	16	8	13	14	16	19	14	0	11	21	16	28	24	22	24	20	18	28	28	29	19	30	28	42	36	26	39	36	36	39	44	1	2	1	1	2	1	1	1	1	1	2	1	3	1	2	2	2	2	1	1	1	1	4	2	3	1	2	1	1	2	2	2	2	1	5	2	4	1	1	3	1	1	2	1	1
22500	-273.496447031782054	-271.801983168640788	-1.694463863141284	0.000099009886079	0.000020320742887	0.205239534064894	0.580875918960046	0	2	7	8	11	10	10	13	13	12	13	14	15	15	16	17	19	18	15	19	18	18	20	20	21	21	24	22	23	24	23	22	24	24	27	24	25	31	28	27	29	29	30	30	34	0	1	0	0	4	3	3	7	6	6	7	6	10	0	7	11	13	14	11	19	14	0	19	21	20	22	21	22	24	23	18	22	32	29	30	23	22	30	36	32	36	35	36	41	44	1	1	1	1	2	1	2	1	2	1	2	2	2	1	3	2	2	1	1	2	1	1	2	1	1	2	3	2	2	2	3	2	1	1	2	2	2	4	3	2	2	1	3	1	3
23000	-282.066936719845387	-280.669171126896345	-1.397765592949033	0.000097966133409	0.000039741292122	0.405663577191943	0.594007272998114	0	3	7	7	12	10	9	12	11	12	13	13	14	15	17	17	19	17	19	19	19	18	21	21	21	21	24	23	23	23	22	23	26	24	26	26	27	30	28	28	29	28	30	31	34	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	7	13	14	8	7	18	0	16	21	19	22	21	22	24	25	18	22	26	24	23	20	26	42	23	28	39	35	39	41	44	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	3	1	1	2	1	1	2	2	2	2	1	2	2	3	2	3	3	2	1	4	2	1	2	1	1	2
23500	-285.618680571411801	-284.189737267960652	-1.428943303451132	0.000108754018366	0.000039065298639	0.359207864003676	0.589989865995872	-1	3	7	8	10	10	10	13	12	12	14	15	16	16	15	17	18	17	17	19	18	18	22	22	20	22	24	21	23	23	23	23	26	24	27	26	28	30	28	27	30	30	30	31	35	0	1	0	0	4	3	3	7	6	6	7	10	12	0	11	11	10	14	7	16	18	0	20	21	19	28	24	22	24	19	18	22	32	24	36	23	33	25	36	22	36	30	39	42	44	1	3	1	1	1	2	1	2	2	2	2	2	1	1	1	2	3	1	3	1	1	1	2	2	2	1	1	2	1	2	2	3	3	1	1	2	1	5	1	5	2	3	1	1	2
24000	-275.930078772702757	-274.564610221144505	-1.365468551558266	0.000069801092228	0.000035261071454	0.505165038660193	0.637821805175000	1	3	7	7	11	11	10	12	12	13	12	15	14	15	17	15	18	18	19	19	19	19	22	20	22	20	22	22	22	22	22	23	26	23	27	26	27	30	28	29	30	29	30	28	31	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	7	13	14	8	16	18	0	16	21	19	22	21	22	24	20	18	26	28	29	19	23	32	42	36	33	39	35	39	36	36	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	2	1	1	4	1	2	1	1	2	2	1	1	3	2	1	4	2	2	1	1	1	1	1	2	1	2
24500	-284.296451085630451	-282.897607175023836	-1.398843910606608	0.000095556340145	0.000038573333120	0.403671101899867	0.501875358901808	-1	4	7	6	11	11	10	12	13	13	13	14	15	15	17	18	17	17	17	17	18	19	22	20	20	22	24	22	23	23	23	23	25	25	27	27	27	31	28	29	30	27	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	9	0	7	8	10	14	11	7	18	0	19	21	20	22	21	22	24	23	21	22	32	29	30	20	28	16	42	37	39	16	41	39	38	1	3	1	1	3	1	2	1	2	1	3	1	1	1	4	3	2	1	2	3	1	1	2	1	2	1	2	2	2	1	3	2	1	1	2	6	2	6	1	1	1	4	1	1	1
25000	-284.529491536760702	-283.147290321418325	-1.382201215342349	0.000086726098005	0.000038161968275	0.440028655187572	0.644138400123713	0	2	7	7	10	11	9	12	12	12	14	14	16	16	18	18	19	19	17	19	19	19	21	21	21	21	24	23	23	24	22	22	25	23	28	27	26	31	28	29	29	30	31	30	34	0	1	0	0	4	7	3	7	6	7	8	10	10	0	11	11	13	14	11	8	14	0	11	18	19	22	21	22	24	20	21	22	28	24	30	23	22	35	23	37	39	36	44	39	44	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	3	1	2	2	3	1	1	3	1	2	2	3	1	1	2	1	2	1	1	2	4	3	1	4	1	1	2	1	1	2
25500	-275.324225216898924	-273.826055283567996	-1.498169933330911	0.000098676082193	0.000029201605346	0.295933976069228	0.616710782456198	-1	1	7	7	11	11	9	13	12	13	13	14	15	16	18	17	18	19	18	20	18	19	20	20	21	20	24	22	23	23	23	21	26	25	25	26	28	28	27	28	29	30	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	7	11	13	14	11	15	14	0	15	21	19	22	31	22	24	16	14	26	22	29	16	20	33	25	35	28	39	38	39	41	44	1	1	1	1	2	2	1	2	1	1	2	1	1	1	3	2	2	1	2	2	1	1	1	1	2	1	1	2	2	2	3	1	3	1	4	4	1	2	1	4	1	1	1	1	1
26000	-275.470292927355047	-273.866335040910656	-1.603957886444412	0.000097024779970	0.000023122810941	0.238318612503999	0.544595613092868	0	3	7	7	10	10	10	12	11	12	14	14	15	16	17	17	19	19	16	19	19	19	22	20	21	22	24	22	23	24	22	23	25	24	28	27	26	30	26	29	30	29	29	30	34	0	1	0	0	4	3	3	7	6	9	7	10	12	0	7	7	13	14	11	19	14	0	19	21	20	22	21	22	24	23	14	22	32	29	23	16	32	36	23	37	42	16	39	43	44	1	2	1	1	2	2	2	1	1	1	2	1	1	1	3	3	2	2	1	2	2	1	3	1	1	2	2	2	2	2	4	2	1	1	4	5	1	1	2	2	1	6	1	1	2
26500	-297.382517605996497	-295.966373895850097	-1.416143710146373	0.000104895609312	0.000039437405159	0.375968121236170	0.543492247842113	1	3	7	7	11	10	9	13	12	12	14	14	14	15	16	18	18	20	19	20	19	18	22	21	21	22	24	22	22	24	23	22	24	23	27	26	27	29	28	29	26	28	30	30	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	15	9	14	11	16	14	0	11	21	16	22	21	22	21	20	18	22	28	24	36	23	22	20	25	33	23	25	41	39	44	1	1	1	1	4	1	1	2	1	1	3	1	1	1	1	1	4	3	3	1	3	1	4	1	2	2	2	2	2	3	3	2	1	2	1	2	5	3	4	2	2	4	2	1	3
27000	-295.072972491275095	-293.533257981127235	-1.539714510147883	0.000132269155368	0.000035682872347	0.269774704828436	0.494481641473065	0	3	7	7	12	11	9	12	13	13	13	15	15	15	18	17	16	19	19	20	18	19	22	22	21	21	22	22	23	24	23	23	25	25	27	25	28	30	28	26	30	29	27	31	34	0	1	0	0	4	7	3	7	6	6	7	10	9	0	8	11	13	14	11	19	14	0	20	21	16	22	21	22	21	23	21	22	22	27	20	23	40	20	19	32	43	30	36	35	44	1	2	1	1	3	1	1	2	2	2	2	1	2	1	4	2	1	2	2	1	1	1	1	2	2	1	4	2	4	1	3	2	3	1	3	2	1	5	4	1	2	2	1	2	1
27500	-299.253756332483704	-297.721352929422324	-1.532403403061399	0.000105219390000	0.000028827156409	0.273971902030707	0.584416974270256	0	4	6	7	10	11	9	13	13	13	14	14	15	14	15	18	17	20	19	19	15	19	18	21	22	21	24	22	22	23	24	23	26	24	27	27	26	31	28	27	30	29	28	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	7	15	13	14	23	11	14	0	11	18	19	22	18	22	24	16	21	22	32	29	25	16	32	30	35	37	39	25	36	39	44	1	2	1	1	2	1	1	2	2	1	3	1	1	1	3	3	1	2	1	3	1	1	2	1	3	1	2	2	1	2	4	2	3	1	2	4	2	4	1	1	1	4	1	2	1
28000	-264.939408237221642	-263.546006321645734	-1.393401915575885	0.000104417429619	0.000043244311602	0.414148401850622	0.500333522311947	0	4	8	8	12	11	10	13	13	13	13	15	14	15	17	16	19	19	18	18	18	18	22	22	20	21	24	22	20	23	22	23	25	25	25	26	26	30	29	28	28	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	8	13	14	11	16	14	0	19	29	20	22	31	22	21	19	14	22	28	29	20	23	28	16	41	33	36	23	39	39	44	1	2	1	1	3	1	1	2	1	1	2	1	1	1	2	2	2	3	2	1	2	1	3	1	1	1	1	2	1	2	3	2	1	2	3	2	2	7	1	2	1	3	1	1	2
28500	-275.320057096779578	-273.779753527841194	-1.540303568938406	0.000072068636041	0.000019418395275	0.269443080117126	0.560846129918706	0	1	7	7	10	11	9	11	13	13	11	14	15	14	18	17	17	19	18	19	18	18	21	22	22	20	25	22	20	22	23	23	25	24	25	27	28	30	29	26	29	29	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	15	14	0	7	29	20	22	21	22	21	16	18	22	28	24	20	23	40	25	36	28	36	23	39	39	44	1	1	1	1	2	2	1	1	1	1	2	1	1	1	4	4	1	2	4	1	2	1	5	1	2	1	3	2	1	2	2	2	2	1	2	3	1	4	1	2	1	5	1	1	2
29000	-279.733022346368045	-278.312516362367148	-1.420505984000878	0.000071154482664	0.000026324996913	0.369969620014671	0.515617554145937	1	3	7	8	11	11	9	12	13	12	14	14	15	15	18	17	17	18	18	20	19	19	21	21	21	21	24	21	23	24	21	22	26	24	28	24	28	30	28	26	30	29	31	31	34	0	1	0	0	4	3	3	7	6	6	7	6	10	0	11	11	13	14	7	11	18	0	11	21	11	22	21	22	24	25	14	22	22	24	30	20	32	35	36	28	39	25	39	41	44	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	2	1	1	4	3	1	1	3	1	3	1	2	1	2	1	3	2	4	2	2	2	4	1	2	1	1	5	2	1	1
29500	-272.635981289050846	-271.258404893426700	-1.377576395624158	0.000082247977753	0.000058908624877	0.716231893919512	0.513651598467762	0	3	7	7	11	11	9	13	13	12	13	15	14	16	17	16	19	18	17	19	19	18	21	22	21	21	25	22	23	23	24	24	24	24	26	26	28	29	28	28	30	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	9	0	11	11	13	14	16	19	18	0	19	21	19	22	21	22	24	20	18	22	22	24	20	19	26	30	35	26	39	23	39	39	39	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3	2	1	1	1	1	2	2	2	2	3	2	1	2	3	3	2	1	4	4	4	4	1	3	1	4	1	1	3
30000	-296.144817261165770	-294.724551386277653	-1.420265874888088	0.000115064129155	0.000042607269827	0.370291507355570	0.473689946465028	0	3	7	8	11	8	10	12	12	12	13	15	15	15	18	17	19	20	18	19	18	18	20	22	22	22	22	22	20	22	24	23	25	24	26	26	27	30	28	27	29	30	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	7	11	12	14	7	11	14	0	7	29	16	22	21	22	21	15	24	22	32	24	30	23	33	30	35	22	30	41	39	39	41	1	2	1	1	1	1	1	2	2	2	2	2	2	1	3	2	2	2	4	3	1	1	6	2	2	2	2	2	1	2	1	3	2	2	2	3	1	5	2	5	3	1	1	1	2
30500	-282.973064918173009	-281.590292393333414	-1.382772524839608	0.000081658235120	0.000035808869931	0.438521232775584	0.454200214574172	1	3	6	7	11	11	9	13	13	12	14	14	14	15	17	17	19	19	18	20	18	18	22	20	21	21	24	23	23	23	23	24	26	24	28	26	27	30	28	29	28	29	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	9	8	14	0	25	21	16	22	21	22	24	16	18	22	32	29	25	23	22	35	19	33	36	23	41	30	36	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	3	2	3	3	1	1	1	1	2	2	3	3	2	3	2	3	1	1	2	2	4	1	5	2	1	4	1	3	3
31000	-290.553468816549014	-289.042655361012748	-1.510813455536293	0.000106817957701	0.000030692409447	0.287333797683569	0.483741122039908	-1	1	7	8	12	12	9	13	13	13	13	15	15	15	17	16	19	19	17	19	18	18	21	21	22	22	24	21	22	23	23	23	24	24	26	26	28	30	28	27	29	29	30	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	11	19	14	0	8	21	19	28	21	22	21	25	18	22	32	24	20	23	22	30	23	28	36	35	39	36	43	1	1	1	1	3	3	1	2	1	1	2	1	1	1	2	3	2	2	2	1	2	1	5	2	3	1	3	2	2	1	3	4	1	3	3	2	5	3	3	3	2	2	1	1	3
31500	-285.669592522475284	-284.272070963372244	-1.397521559103057	0.000070514883382	0.000028637496792	0.406119891546199	0.480323619809276	-1	1	7	7	10	11	9	12	12	12	14	15	14	14	17	15	18	19	19	19	19	18	21	21	21	20	24	22	22	23	24	23	25	24	26	27	28	29	28	29	29	29	31	30	32	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	8	13	14	16	15	14	0	11	21	20	22	21	26	24	16	18	22	28	24	25	11	28	35	23	32	39	35	39	41	44	1	1	1	1	2	1	1	2	1	1	3	2	1	1	2	2	2	1	1	1	2	1	3	1	1	1	2	1	1	4	2	2	1	2	2	6	2	2	4	2	1	1	2	1	2
32000	-283.808662291886719	-282.303739523570016	-1.504922768316685	0.000098547642047	0.000028703197357	0.291262142464438	0.538990944950546	0	2	6	7	11	11	10	12	12	12	14	15	16	15	17	16	18	18	18	20	19	19	21	21	22	22	25	21	22	24	22	24	26	25	27	27	27	27	28	27	29	28	30	30	33	0	1	0	0	4	3	3	7	6	6	3	10	9	0	16	7	13	14	7	19	14	0	7	21	20	28	21	22	18	25	14	22	32	29	20	16	33	20	38	32	39	30	39	38	39	1	1	1	1	2	3	2	1	1	1	4	2	2	1	1	3	1	2	3	1	2	1	5	2	1	1	3	1	2	1	3	2	1	2	2	5	1	4	1	2	1	2	1	2	2
32500	-268.401071995978157	-266.892490018194678	-1.508581977783495	0.000075325985508	0.000021754628022	0.288806417540571	0.574452409538894	0	4	7	7	11	11	10	13	12	13	13	14	16	15	18	18	18	19	17	18	18	19	21	21	21	21	23	22	22	24	24	23	25	25	27	26	28	30	29	27	29	29	31	31	34	0	1	0	0	4	7	3	7	6	6	7	10	6	0	7	11	13	14	8	19	14	0	20	21	16	22	21	22	24	19	18	22	32	29	30	30	28	35	36	32	36	19	39	42	44	1	1	1	1	2	1	2	2	1	1	2	1	3	1	3	2	1	2	2	1	2	1	2	2	2	1	3	2	1	5	2	3	1	2	2	1	2	2	2	1	1	6	1	1	1
33000	-276.740519607079193	-275.348952659869383	-1.391566947209825	0.000097255132412	0.000040646963971	0.417941582755719	0.626962784884820	1	3	7	7	11	11	9	12	13	12	13	14	16	16	18	17	18	19	19	19	18	19	19	21	21	21	23	23	22	24	23	23	26	25	27	26	28	29	27	28	29	30	30	29	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	8	13	14	11	16	14	0	16	21	20	22	21	22	24	20	18	22	32	21	25	19	28	39	23	33	36	16	44	39	44	1	1	1	1	2	1	1	2	1	1	2	1	2	1	3	1	1	1	4	1	1	1	1	2	1	1	2	2	1	3	2	2	2	2	3	3	2	2	3	1	1	7	1	1	3
33500	-268.924752844199986	-267.499092329366135	-1.425660514833849	0.000081154576174	0.000029481324007	0.363273710459331	0.674251192568797	0	3	8	7	11	11	10	12	12	13	13	15	15	16	15	17	18	18	18	19	18	19	21	22	21	21	24	22	20	23	23	22	26	25	26	25	26	30	27	27	29	29	31	30	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	7	6	14	11	19	14	0	20	29	20	22	24	22	21	19	18	22	32	29	23	16	28	35	36	28	36	30	41	39	44	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	3	3	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	1	1	3
34000	-292.012711733250853	-290.579728167398684	-1.432983565852161	0.000082324515999	0.000029175478434	0.354395991032401	0.657727207813034	-1	1	7	6	10	11	9	13	13	12	13	14	15	14	18	16	18	17	19	20	19	18	20	22	22	22	24	22	22	23	23	24	24	24	28	26	27	29	27	27	29	29	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	16	7	10	14	11	16	18	0	16	21	20	22	29	22	21	20	18	22	26	29	30	19	28	23	19	32	39	36	38	36	39	1	1	1	1	2	1	2	2	1	1	3	1	1	1	1	4	3	2	3	2	1	1	2	1	2	2	1	2	2	1	2	3	1	1	3	3	3	3	3	2	1	2	1	2	3
34500	-293.101148949857247	-291.693506657224191	-1.407642292633073	0.000101122080592	0.000039305337998	0.388691943128291	0.448706005888124	1	4	7	8	11	9	11	12	13	12	13	14	15	16	17	18	19	19	18	19	19	19	19	21	22	21	25	22	22	22	23	23	25	25	27	25	28	30	28	28	29	29	31	30	35	0	1	0	0	4	3	3	7	10	6	8	9	6	0	7	11	13	14	11	11	14	0	15	21	19	22	21	22	24	19	14	22	28	29	16	19	28	16	20	22	35	15	38	35	44	1	2	1	1	2	1	2	1	1	2	1	1	2	1	3	2	2	2	2	3	1	1	1	2	2	1	3	2	1	1	4	2	2	1	4	3	2	6	5	4	1	6	1	1	3
35000	-282.000887799922509	-280.576896886149427	-1.423990913773074	0.000081905374003	0.000029928154526	0.365399155914832	0.504405598501525	0	2	8	6	10	10	9	12	13	12	13	15	15	16	17	16	18	20	19	19	18	19	20	20	22	21	23	23	22	23	23	24	25	24	26	25	26	29	28	29	29	30	29	31	34	0	1	0	0	4	7	3	7	6	6	7	10	9	0	7	11	13	21	16	11	14	0	16	21	19	22	21	22	24	19	18	22	28	24	30	30	32	30	16	32	36	19	36	39	41	1	1	1	1	2	1	1	2	2	1	2	1	1	1	3	1	2	1	2	3	1	1	2	1	3	1	2	2	1	2	1	2	1	2	2	1	1	3	6	3	2	4	2	1	2
35500	-263.210319060892516	-261.766464874726921	-1.443854186165568	0.000101462260882	0.000034737868122	0.342372304929758	0.594042883509641	0	3	7	7	9	8	9	13	12	13	14	14	15	15	17	16	18	18	18	20	19	19	22	21	20	21	24	23	23	23	23	23	25	24	27	26	27	31	28	29	29	29	30	30	34	0	1	0	0	4	3	6	7	6	9	7	9	10	0	11	11	13	14	16	16	18	0	25	21	19	22	21	22	24	25	14	22	32	29	23	20	28	39	20	33	36	39	35	36	44	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	4	2	1	1	3	2	2	2	3	3	2	1	1	2	2
36000	-263.052899078878511	-261.459142075126124	-1.593757003752396	0.000122534571438	0.000029747000124	0.242764142193298	0.563088137155985	-1	1	8	7	12	11	10	13	13	12	14	14	15	15	17	18	19	18	19	17	18	19	21	20	22	21	25	22	23	22	23	22	25	24	25	26	26	29	29	28	29	28	31	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	20	11	14	0	20	21	23	22	31	22	24	20	21	22	22	24	23	35	26	30	36	32	36	25	36	36	44	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	2	2	3	2	3	2	2	1	2	3	2	4	2	3	2	2	2
36500	-285.101053643991520	-283.593315064017304	-1.507738579974204	0.000146100040668	0.000042276657698	0.289367870839288	0.616676939734754	1	2	8	7	12	11	10	13	12	13	14	15	15	16	17	18	18	19	17	18	18	18	21	21	22	21	25	22	22	23	22	24	26	24	27	24	28	30	27	28	29	29	29	28	34	0	1	0	0	4	3	3	7	6	9	7	10	10	0	11	11	13	14	11	11	14	0	20	18	11	22	21	22	24	16	24	22	26	24	30	25	33	30	30	28	35	39	35	39	44	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	4	2	4	2	1	2	1	2	2	3	3	1	1	3	3	2	1	1	1	1	4
37000	-258.936142549877502	-257.409262952123413	-1.526879597754083	0.000080734638932	0.000022383445184	0.277247108312141	0.578274966068490	0	2	7	8	12	11	9	12	13	12	13	13	16	15	17	18	18	19	18	19	17	19	22	19	20	21	23	23	23	24	24	24	24	25	28	27	27	31	29	28	30	30	31	31	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	11	14	0	11	21	19	22	21	22	24	16	18	22	28	29	30	30	28	35	36	32	39	35	39	39	44	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	3	1	2	2	3	1	1	5	1	1	1	2	2	2	3	3	2	1	1	2	2	2	1	1	2	1	1	1	1	1
