step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
16000	-273.616714706241339	-282.667558086692679	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997351377201110	2	12	7	12	16	18	25	22	23	24	22	28	22	30	19	26	28	29	32	31	36	28	27	37	27	32	34	43	36	35	37	39	33	41	39	46	34	38	51	34	29	51	49	60	56	53	63	47	53	48	55	63	0	1	1	3	3	2	11	5	2	6	5	13	4	15	5	6	10	15	11	9	25	9	13	33	11	13	10	37	17	41	6	19	7	26	37	24	14	37	34	10	10	43	40	45	42	36	44	31	43	20	42	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-270.150151421003670	-279.200994801455010	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974613666793907	-1	7	6	10	17	19	22	23	16	27	14	29	18	24	21	29	28	20	26	36	33	36	29	31	26	34	31	31	33	38	27	34	38	43	44	39	38	35	47	48	33	47	46	59	42	51	61	54	54	52	62	63	0	1	1	1	4	11	13	11	4	15	2	6	4	7	11	31	5	4	5	31	10	16	10	14	6	31	19	31	5	16	7	8	38	20	38	26	23	8	20	45	19	32	34	46	38	40	49	42	42	46	40	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-284.236092119772650	-293.286935500223990	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997582577911588	0	7	7	21	20	16	10	12	18	24	18	37	12	28	26	22	21	28	24	32	23	41	27	29	25	35	31	41	34	34	36	38	34	37	47	44	36	42	44	38	44	48	51	54	53	52	48	50	48	53	51	59	0	1	1	2	7	3	1	2	6	2	2	15	3	17	10	6	6	9	11	11	6	37	16	5	16	20	14	37	21	19	19	27	24	19	22	32	20	12	34	20	32	41	12	48	35	26	38	49	38	20	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-272.937396512346197	-281.988239892797537	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982638010067007	0	9	6	14	23	13	20	11	17	28	17	22	25	27	27	20	25	30	32	32	33	32	27	37	31	34	35	40	40	35	39	35	48	43	48	43	41	41	43	42	44	50	49	53	52	55	62	50	54	34	62	64	0	3	1	2	11	3	6	3	2	17	8	4	16	7	7	8	5	14	9	17	18	25	7	26	14	15	11	20	30	9	22	10	40	20	31	27	14	18	23	30	32	37	40	43	37	37	45	38	40	17	46	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-287.196956266335633	-296.247799646786973	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997228388189741	0	8	9	5	18	14	24	17	20	20	16	28	22	23	26	24	14	31	30	35	36	32	26	20	19	27	37	31	36	40	43	37	34	45	49	40	38	38	39	44	31	42	43	50	48	53	61	53	49	48	59	64	0	4	4	1	2	3	17	2	6	17	2	7	24	5	13	5	4	14	25	19	24	16	25	11	17	24	41	11	13	22	20	29	19	21	30	12	19	20	29	38	23	18	21	40	33	50	48	34	31	11	46	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-270.252620745457705	-279.303464125909045	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.932231598576091	-4	2	5	14	21	15	25	22	23	19	10	35	23	23	16	25	25	26	33	35	39	31	30	36	30	27	32	37	36	38	31	32	37	38	40	41	36	38	43	44	40	49	50	59	55	53	55	49	52	50	49	62	0	1	2	3	6	11	5	11	5	6	2	18	15	11	3	4	4	6	13	19	27	5	16	7	17	7	18	22	25	20	9	9	31	25	32	30	31	12	19	35	37	36	36	49	39	40	43	39	41	40	40	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-265.522015549593164	-274.572858930044504	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969491701800179	1	10	6	18	21	13	21	25	22	24	18	33	16	27	24	30	25	29	29	34	37	33	30	39	29	33	36	41	40	39	40	27	47	35	46	41	34	37	47	47	43	43	45	52	56	52	53	47	42	50	58	62	0	3	1	2	11	3	6	7	2	13	13	8	6	11	5	9	5	4	7	9	25	18	15	38	9	25	18	22	34	18	12	4	42	23	30	34	18	7	28	24	22	14	29	50	49	33	12	41	37	49	48	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-272.993813570059103	-282.044656950510443	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972841708236311	-6	9	7	18	19	15	18	20	11	23	16	32	14	24	19	29	28	30	32	37	36	35	30	33	26	25	34	41	36	24	41	40	45	38	47	41	35	41	44	43	33	48	45	59	50	55	61	46	47	47	60	66	0	1	1	2	13	9	9	6	3	15	2	25	2	5	3	10	15	8	23	23	30	7	8	17	4	10	14	18	23	4	37	22	20	26	39	18	7	17	16	29	26	20	18	45	33	49	49	20	32	41	50	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-270.164603389283457	-279.215446769734797	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933730156347399	3	9	7	12	25	13	22	15	17	26	21	32	24	30	17	26	23	22	28	35	36	36	31	30	28	34	35	28	40	37	41	37	48	41	50	38	33	33	43	36	43	46	45	55	54	53	59	42	45	52	62	60	0	1	1	3	18	1	15	4	6	11	6	25	15	18	3	15	15	15	11	16	5	14	25	19	15	25	38	8	32	23	21	26	34	21	43	16	28	11	23	23	36	48	21	35	27	43	33	32	32	33	35	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-274.132145418145683	-283.182988798597023	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993644486381822	2	9	5	15	12	13	19	22	17	24	19	36	22	26	23	30	15	28	33	33	36	27	22	26	28	21	32	44	28	39	40	41	45	38	38	44	36	35	45	49	39	47	36	54	44	55	51	44	55	54	55	64	0	1	1	1	3	1	2	5	3	7	2	18	17	26	6	10	2	9	10	29	16	13	9	26	10	2	14	18	15	27	19	27	30	16	29	37	25	16	43	36	38	37	16	30	21	42	28	30	48	21	40	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-262.735737480949751	-271.786580861401092	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999982845137416	1	9	9	18	21	15	23	25	22	27	21	36	22	27	21	29	25	29	36	32	36	30	27	32	27	35	30	41	34	35	39	39	47	44	15	42	37	32	46	39	44	51	49	62	46	47	53	53	50	56	58	61	0	1	1	6	2	3	4	4	35	4	6	18	35	11	6	7	15	4	16	25	27	9	5	13	9	23	23	37	17	38	27	22	31	37	3	19	14	16	40	22	27	39	12	51	32	20	41	45	29	39	48	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-270.538481545362572	-279.589324925813912	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985070949097464	-3	3	9	20	20	18	21	24	15	28	19	33	12	19	23	29	24	24	33	33	37	32	28	37	29	32	36	32	36	35	32	38	42	40	30	41	31	44	46	40	41	46	50	56	50	54	60	34	46	47	54	61	0	1	2	9	9	3	9	11	2	14	13	18	1	9	6	6	9	14	17	8	28	18	11	20	15	15	25	5	31	12	17	20	48	20	15	30	23	32	36	24	24	29	36	45	20	39	51	12	33	35	42	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-273.713372434857433	-282.764215815308773	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985497243316520	3	12	9	21	19	17	23	24	19	27	14	34	15	23	18	29	24	31	34	34	36	32	19	29	29	29	32	34	34	40	39	27	37	43	35	41	39	42	43	47	38	45	54	54	53	51	57	49	49	49	51	57	0	1	1	1	2	1	6	15	2	6	1	24	3	23	2	3	5	10	5	17	22	16	1	8	7	7	7	22	26	21	28	7	16	31	10	21	27	28	28	37	28	34	34	39	40	42	48	42	31	33	36	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-267.788472725393149	-276.839316105844489	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985835261614857	-1	11	8	18	24	17	17	18	13	23	24	37	22	28	24	32	24	27	31	35	36	35	22	29	31	27	30	35	38	38	41	37	39	39	47	40	29	43	46	46	43	49	41	44	55	48	52	50	47	50	56	70	0	1	1	9	8	3	9	9	3	4	7	37	9	4	6	5	7	2	8	19	18	14	7	17	11	5	4	26	20	15	11	19	22	20	31	20	15	28	34	28	31	40	25	34	41	36	49	41	36	49	40	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-276.659904888637755	-285.710748269089095	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980131607064140	4	12	11	14	23	16	24	21	10	23	17	33	22	26	24	30	18	28	33	34	33	28	23	30	30	34	33	35	26	39	39	34	42	39	42	38	38	45	42	49	41	51	45	57	50	56	66	51	49	55	63	55	0	1	1	1	17	3	9	4	1	3	2	13	17	3	11	15	11	10	24	25	16	17	17	15	7	14	5	7	2	12	20	14	37	27	34	28	24	23	12	31	26	33	31	38	16	45	40	38	35	45	48	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-260.654476232194725	-269.705319612646065	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997580652747381	-2	8	5	12	22	12	24	19	20	21	17	36	24	24	21	29	24	32	30	26	29	35	25	36	32	29	36	41	35	30	36	32	45	39	45	40	31	39	40	43	39	50	46	60	55	51	62	51	52	57	58	60	0	1	1	2	4	3	4	2	11	2	6	20	8	11	4	10	4	15	11	9	7	37	4	16	23	23	30	12	9	5	18	20	12	19	41	12	13	31	27	12	22	35	39	45	12	28	35	35	43	48	33	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-273.270290632484830	-282.321134012936170	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989615409449343	1	11	10	19	17	15	23	19	20	26	20	36	17	27	25	25	23	21	35	35	32	33	29	34	25	34	23	38	32	42	38	36	46	43	49	43	33	42	45	41	40	53	51	52	47	49	58	55	51	50	58	63	0	1	1	5	6	3	4	13	2	13	2	4	1	8	4	2	2	2	7	22	17	27	5	25	4	23	6	15	11	32	25	14	31	20	40	32	27	32	31	29	20	33	36	35	12	31	36	46	50	33	42	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-268.924434480895854	-277.975277861347195	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989937097252931	4	8	9	15	19	18	23	15	14	26	20	35	22	28	19	28	26	27	23	36	32	36	29	38	29	21	36	39	34	26	41	41	43	34	43	40	34	39	48	44	43	48	48	60	58	47	60	37	53	45	58	66	0	1	1	1	9	8	3	2	3	2	4	23	5	13	8	5	11	5	4	18	25	17	13	14	26	6	25	18	10	13	21	19	36	14	22	29	17	12	27	24	48	36	32	49	40	36	51	17	31	38	49	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-271.703003597995064	-280.753846978446404	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997423400883399	0	10	4	16	18	13	22	18	21	24	17	33	25	23	20	28	22	29	28	35	36	36	28	33	30	34	29	37	41	38	39	37	39	32	51	41	30	38	47	43	33	47	46	60	53	45	63	50	53	36	58	61	0	3	1	1	2	2	15	6	11	4	2	23	6	11	6	8	2	10	15	37	37	16	9	17	17	27	15	20	41	23	20	27	26	9	43	26	11	20	32	12	10	20	26	49	39	38	30	40	39	37	43	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-269.966499908064861	-279.017343288516201	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981331325259868	1	5	9	17	23	14	19	24	19	23	23	29	18	25	22	31	20	27	30	24	25	35	26	27	28	28	34	32	41	38	38	34	46	42	35	37	37	39	46	41	42	48	46	58	48	48	62	53	42	42	59	57	0	1	2	6	9	3	2	4	3	13	17	17	3	9	4	8	4	10	17	17	9	25	10	7	5	20	8	8	22	20	16	21	37	28	23	18	28	32	49	30	30	34	34	48	39	27	43	49	35	30	36	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-274.001686865377565	-283.052530245828905	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996349850134971	1	7	9	20	15	17	15	20	14	29	13	30	23	26	26	30	26	26	31	21	32	36	26	37	22	33	30	24	36	36	34	34	47	40	43	45	28	37	42	41	37	45	49	61	57	54	58	35	54	56	52	61	0	1	1	3	1	11	3	5	2	18	3	20	6	6	4	23	8	13	14	7	14	32	4	19	9	23	8	9	23	12	37	12	30	22	30	21	9	19	30	10	27	29	23	47	33	33	36	17	36	42	36	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-263.648666395029693	-272.699509775481033	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996450825579342	1	9	9	20	22	14	19	15	20	23	17	32	23	28	21	26	28	26	30	35	40	35	24	35	30	35	34	43	38	35	29	32	40	42	46	41	33	38	44	38	43	51	43	61	51	45	59	45	47	55	53	68	0	1	1	3	8	3	2	3	6	11	6	18	11	8	8	4	7	7	23	14	24	14	7	37	13	7	31	22	16	37	4	9	12	22	36	22	31	26	32	30	20	36	25	50	48	38	45	29	27	34	38	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-269.223921876020427	-278.274765256471767	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999382390448539	3	12	6	18	21	16	21	24	11	28	19	31	19	26	22	20	25	25	37	34	31	32	26	35	28	31	36	32	35	33	40	37	45	41	48	44	27	33	44	44	37	52	53	57	49	47	65	52	51	56	51	58	0	3	1	6	9	9	9	13	1	6	1	11	6	15	11	2	16	16	22	10	10	8	2	17	13	25	37	8	30	25	20	12	32	28	40	27	15	15	26	24	38	27	45	51	21	20	52	35	40	49	46	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-276.428854806729419	-285.479698187180759	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996888485359001	0	9	8	14	17	14	22	20	20	27	17	31	18	24	14	32	28	30	32	35	39	37	26	36	22	34	29	30	27	41	33	21	45	45	53	35	40	44	42	38	39	43	51	61	48	52	64	36	50	49	61	57	0	1	1	2	15	3	6	6	2	25	2	9	15	8	2	5	13	8	17	27	18	28	32	29	6	17	14	8	13	48	4	4	31	30	38	28	29	26	22	18	36	40	21	50	39	26	52	28	38	42	49	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-268.398379669132680	-277.449223049584020	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996570100204140	-6	5	8	16	12	14	21	21	18	26	23	31	18	27	25	25	22	31	27	32	33	38	29	35	28	37	36	43	38	37	39	39	44	37	50	40	35	34	42	37	39	45	45	60	50	48	58	54	52	46	62	67	0	1	2	6	3	2	6	6	5	11	6	15	2	9	4	6	5	19	9	17	9	19	9	14	9	18	20	30	20	23	17	37	34	16	32	27	25	12	9	21	30	24	30	35	39	41	35	39	40	40	48	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-269.765108304741375	-278.815951685192715	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991909147124715	4	12	10	9	21	19	23	22	16	20	20	37	16	25	20	31	28	30	33	36	36	38	28	29	31	33	35	40	34	33	37	36	31	44	44	41	32	39	41	48	43	50	50	57	52	56	59	53	52	48	55	67	0	4	1	1	13	13	9	2	4	1	13	18	4	10	2	17	13	5	14	7	26	16	15	13	15	10	30	33	23	24	30	18	10	22	26	38	17	26	16	38	25	39	12	49	19	22	49	50	35	32	43	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-280.324885228932374	-289.375728609383714	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999799608449158	-3	9	8	22	16	14	13	23	19	22	20	36	5	25	23	28	25	16	33	28	31	38	23	30	32	35	25	29	38	38	39	30	45	40	44	40	42	31	50	25	42	50	51	56	45	56	52	50	49	54	62	58	0	1	1	5	13	3	1	9	13	11	7	25	1	10	18	14	9	7	40	23	14	21	3	40	17	28	11	8	15	19	38	4	37	24	30	38	12	27	12	9	12	45	45	43	31	48	45	31	34	45	47	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-263.545132101181935	-272.595975481633275	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992819438716458	1	8	8	16	18	15	22	16	16	21	21	24	21	27	27	28	24	24	32	33	36	26	23	31	28	30	34	39	35	34	41	41	42	40	50	34	30	40	27	43	41	44	45	55	57	53	57	46	55	48	56	66	0	1	1	3	3	2	3	2	3	8	4	4	9	23	5	17	5	4	16	12	17	5	13	18	23	7	17	15	14	37	30	21	30	27	31	25	5	27	23	29	20	33	38	48	48	43	43	41	42	41	43	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-271.811098226364948	-280.861941606816288	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965192644268775	3	10	9	12	23	18	22	25	15	20	15	36	18	24	19	25	23	28	28	13	29	39	28	36	28	33	27	41	40	41	33	35	44	42	44	32	38	37	28	44	47	48	44	51	42	54	66	49	54	53	61	65	0	1	1	3	13	11	9	15	2	9	1	18	3	6	2	7	15	10	7	3	7	36	16	17	10	19	15	31	18	12	39	23	32	38	29	17	21	26	5	37	43	22	38	35	19	45	51	40	35	30	49	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-269.926083397448508	-278.976926777899848	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994140045735160	3	6	10	15	17	13	22	20	20	21	18	33	24	27	24	28	24	29	28	34	26	36	30	33	26	31	36	37	39	33	27	40	44	32	49	35	37	43	48	38	44	47	51	53	57	39	50	55	42	58	64	68	0	1	1	2	6	1	9	6	1	4	6	31	8	8	11	8	4	21	21	18	9	17	13	8	8	13	26	30	31	25	11	26	40	15	12	18	26	29	27	24	46	46	38	33	35	14	32	43	28	47	43	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-269.474403996624346	-278.525247377075686	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995055624281296	3	12	10	19	21	15	23	13	22	26	18	30	12	26	22	31	25	26	34	35	38	30	25	30	25	31	34	42	40	33	32	38	47	41	50	41	36	32	42	44	42	44	52	44	51	51	66	55	48	54	61	55	0	3	1	6	8	2	8	3	11	5	2	7	1	5	3	23	9	9	15	38	10	9	8	4	11	9	22	20	19	14	18	24	44	37	42	37	18	25	22	28	9	19	49	38	44	27	52	45	37	33	45	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-261.689840142113098	-270.740683522564439	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996905522464612	-3	9	5	11	18	15	11	21	19	23	17	30	22	28	22	23	27	25	28	24	35	37	31	34	30	34	28	41	36	26	36	35	47	41	41	40	38	41	44	44	45	46	52	59	43	47	64	52	55	52	60	61	0	3	1	3	4	4	3	7	4	11	6	16	4	13	5	9	5	5	13	11	30	32	30	19	8	19	16	22	19	20	30	18	35	27	26	8	23	21	12	31	28	25	39	48	29	35	52	28	42	46	48	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-273.236146673051451	-282.286990053502791	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988212582500540	1	6	8	15	18	13	19	21	19	25	18	35	24	21	24	26	19	33	26	31	31	36	23	29	29	35	34	28	41	30	30	39	34	37	39	39	36	45	39	37	42	52	41	64	52	52	64	47	48	52	61	65	0	1	1	3	6	2	4	4	6	7	6	10	17	1	9	8	4	25	17	15	14	14	11	8	7	31	31	13	40	10	16	18	30	25	18	27	30	26	20	31	39	12	23	50	33	38	42	32	35	41	50	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-269.406896956428682	-278.457740336880022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997825630184604	-1	8	8	17	22	14	25	19	23	23	16	13	18	18	24	32	26	26	29	32	29	33	29	35	28	34	31	34	40	39	42	37	47	43	49	44	31	39	31	43	40	47	51	53	54	52	54	47	47	51	57	64	0	1	1	3	11	2	8	12	13	11	6	3	6	12	4	17	13	13	15	25	8	25	18	10	5	39	18	27	20	27	30	20	34	27	41	31	25	24	15	26	37	40	49	40	22	31	46	28	22	36	48	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
