step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
11000	-388.254912791019990	-397.305756171471330	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980922251035923	3	12	11	23	17	16	23	21	26	31	33	26	34	18	30	34	25	32	36	27	40	38	42	34	32	29	31	28	31	32	38	27	38	44	34	37	28	34	33	42	34	39	40	31	48	38	35	37	42	51	33	40	37	39	43	35	46	38	40	35	51	43	44	43	45	47	49	53	56	43	59	53	61	63	0	1	1	2	2	2	2	6	4	7	26	4	9	3	12	32	5	4	9	4	48	25	56	8	12	9	17	9	37	28	44	14	27	59	20	13	6	14	26	56	9	38	37	17	56	39	30	32	13	63	26	30	17	38	47	27	21	39	27	12	64	18	54	17	58	36	33	53	61	38	36	64	43	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-391.238076577733807	-400.288919958185147	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977240661620253	3	13	10	27	20	18	28	26	20	30	22	22	36	31	29	39	35	34	34	28	44	27	40	24	37	32	26	29	23	27	37	35	36	44	36	35	32	32	40	37	32	29	43	39	48	47	33	32	41	52	37	42	38	37	42	38	43	31	44	40	52	35	42	45	50	45	46	51	50	49	55	55	57	74	0	1	1	9	2	2	12	11	2	27	1	5	42	12	4	28	37	22	8	5	36	29	28	1	22	24	29	24	2	2	47	26	7	40	27	28	4	9	36	10	12	11	44	62	34	16	20	8	51	49	15	18	32	20	37	48	60	8	37	51	54	58	35	25	59	49	33	43	64	34	18	32	50	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-380.520863327509687	-389.571706707961027	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999799658540544	2	8	12	11	20	17	21	24	26	30	31	28	31	32	31	37	28	31	37	35	43	35	35	32	41	33	35	36	22	34	33	36	30	44	20	30	31	36	38	37	29	40	45	40	49	42	43	37	40	47	37	40	35	37	34	25	44	46	44	41	49	34	39	47	48	40	49	45	58	45	54	55	57	64	0	1	2	1	4	3	6	6	35	5	29	56	9	56	35	12	9	17	31	33	15	36	41	9	24	35	15	12	2	33	8	18	5	51	3	5	7	15	20	37	7	13	62	13	68	38	66	11	62	30	33	17	6	14	41	5	30	63	52	14	58	17	11	46	19	20	59	53	65	28	50	67	65	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-367.102138897721147	-376.152982278172487	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.952324833062392	0	12	6	24	20	18	24	32	24	25	32	25	33	30	30	42	29	32	34	32	44	35	41	34	40	35	33	31	28	29	29	33	36	41	28	30	28	36	32	37	33	33	43	39	49	44	44	33	39	48	40	36	39	40	53	40	46	43	37	49	47	44	44	43	53	49	51	44	57	47	53	51	59	68	0	1	1	6	2	1	2	35	5	6	4	5	12	7	5	44	10	29	4	10	54	31	39	37	11	15	14	31	10	9	6	31	11	48	7	5	12	30	9	27	7	4	41	22	53	26	53	17	31	51	20	8	22	48	46	24	16	31	31	47	62	38	40	56	45	62	46	44	60	53	70	50	71	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-378.628143395280290	-387.678986775731630	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983790295316293	0	12	7	20	15	16	29	28	23	31	23	20	34	30	33	34	25	23	34	32	45	36	27	28	38	33	33	30	33	33	39	27	34	46	35	33	27	35	39	30	38	35	45	38	49	44	39	34	39	41	41	40	35	39	54	39	46	34	50	38	54	44	40	41	51	44	50	53	56	37	60	55	50	67	0	3	1	3	3	2	18	18	6	37	5	5	8	37	40	10	5	12	14	32	25	26	11	4	8	17	17	4	23	8	16	12	37	39	7	6	11	32	18	11	7	24	44	24	33	13	48	8	53	42	16	53	20	36	64	35	33	8	47	42	35	44	53	35	50	58	51	34	67	40	61	34	44	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-378.229143903981196	-387.279987284432536	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965530666998846	3	12	9	17	23	13	19	29	26	24	32	25	34	23	35	40	33	27	35	33	47	34	38	28	43	31	31	29	32	28	32	34	30	46	36	28	23	34	40	34	35	36	42	41	52	41	38	41	37	52	41	36	41	42	49	37	41	45	44	40	45	44	36	43	48	43	46	38	59	51	52	50	58	58	0	1	1	1	7	1	2	5	7	7	18	4	9	4	28	32	18	7	24	24	57	26	27	37	19	9	8	4	18	5	10	27	5	16	9	7	2	30	38	28	29	26	20	13	21	33	27	32	33	54	29	27	22	35	14	29	24	48	56	40	56	56	36	52	54	30	68	31	55	64	54	65	21	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-375.911241025470190	-384.962084405921530	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989355007495372	4	12	14	21	20	15	21	31	19	23	34	27	32	26	30	41	31	28	37	33	37	35	33	33	43	30	38	25	30	26	39	32	36	42	36	35	28	35	38	41	36	36	47	36	48	41	35	36	37	48	44	30	40	42	42	37	27	40	41	31	51	45	43	42	54	47	52	50	58	45	52	53	58	64	0	1	2	3	6	1	3	37	2	3	8	9	18	9	10	39	14	6	15	14	8	14	37	37	39	10	17	5	28	6	48	5	9	44	15	26	7	57	24	27	17	17	34	24	58	35	15	8	32	51	31	10	23	35	49	32	7	14	38	10	47	19	59	33	68	51	53	63	45	58	66	51	64	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-373.363780442858626	-382.414623823309967	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990819447442522	4	14	9	27	24	18	19	30	25	32	34	20	33	30	32	34	26	33	26	29	43	34	31	29	35	31	39	32	34	25	33	31	41	47	36	35	38	37	40	41	37	36	48	35	47	46	42	36	45	49	41	34	40	39	52	40	40	45	44	31	43	41	41	44	48	45	50	49	62	50	57	50	45	68	0	3	1	12	12	1	2	12	2	24	14	3	20	9	19	17	12	4	12	17	13	9	17	30	9	4	35	17	32	12	5	5	15	62	4	24	60	4	23	60	4	60	47	13	40	63	14	32	56	40	44	20	23	13	65	22	28	25	56	4	57	30	13	52	61	47	57	15	71	33	73	44	40	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-406.484540547044048	-415.535383927495388	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982848004739835	0	7	12	16	23	8	20	30	18	25	26	24	32	29	29	36	31	33	32	32	39	35	41	33	40	30	40	28	31	31	36	25	27	43	35	35	30	40	40	26	33	40	47	32	48	38	40	39	41	33	37	35	29	38	52	40	43	43	51	25	41	36	42	41	48	42	39	46	50	51	58	51	56	64	0	1	6	2	6	1	9	7	6	7	3	9	28	32	10	37	10	37	12	40	28	37	35	10	53	40	20	32	40	4	11	7	32	62	30	13	40	50	50	4	28	26	57	33	29	18	14	62	20	3	62	20	5	35	45	29	26	33	57	7	15	18	38	19	25	36	20	61	68	45	69	42	63	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-380.261529447523230	-389.312372827974571	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996103374940883	3	10	13	21	22	16	27	29	20	25	24	26	29	30	29	36	28	29	34	25	41	38	38	33	31	36	33	27	34	37	34	27	36	44	28	38	33	31	35	36	32	33	43	36	47	42	41	38	41	43	40	39	41	37	48	40	45	36	47	44	48	43	43	50	44	48	43	47	56	46	55	53	53	66	0	1	2	3	3	2	5	11	3	9	2	3	9	9	5	25	9	11	25	9	48	38	20	32	35	35	15	9	18	18	42	5	29	42	10	37	35	11	7	32	28	12	28	28	65	8	17	15	40	37	16	8	58	5	62	19	18	17	51	36	63	56	25	49	58	56	38	46	70	53	34	46	70	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-391.376418732408297	-400.427262112859637	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986864492579599	0	14	13	24	20	15	23	31	22	27	32	16	35	22	29	40	30	28	34	33	46	37	39	34	38	36	39	31	29	27	33	33	40	45	34	29	37	35	39	39	38	27	34	33	52	42	37	34	42	46	41	36	39	21	50	35	44	42	44	43	49	33	46	41	52	40	48	44	58	51	58	45	51	65	0	1	1	14	3	3	54	30	2	7	10	3	36	2	4	48	14	4	15	9	25	19	31	30	24	28	26	7	2	5	18	36	4	66	8	3	11	8	11	18	11	3	9	36	34	43	30	36	29	49	26	11	22	12	67	36	46	32	23	26	62	36	37	52	60	19	22	27	61	19	45	31	27	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-387.803079141231763	-396.853922521683103	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.961391127214824	0	15	10	26	20	17	21	23	27	33	35	23	35	29	32	35	29	36	37	30	44	34	40	33	35	27	34	30	34	29	31	35	41	39	29	37	30	38	35	34	36	34	43	36	47	40	38	35	40	52	28	37	39	40	44	38	40	40	48	36	48	43	46	44	46	47	51	43	57	49	42	53	46	55	0	1	1	7	3	2	6	5	6	17	14	5	51	8	7	10	7	35	42	9	47	17	41	28	31	8	30	4	35	7	26	26	44	48	6	40	26	20	20	5	31	4	60	14	38	14	17	9	29	65	2	20	10	44	18	25	42	48	21	9	55	38	47	28	56	19	53	23	43	44	47	66	48	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-391.605429673555648	-400.656273054006988	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993009624739133	-1	14	10	28	23	12	24	31	19	27	36	21	29	30	33	38	25	30	34	31	39	37	44	25	42	35	39	24	27	26	34	30	39	43	35	34	37	40	35	38	30	39	48	38	43	42	43	39	41	50	36	42	37	29	52	42	42	46	50	44	50	43	31	49	50	41	43	48	58	50	60	54	53	57	0	3	1	28	9	1	2	30	3	5	5	9	29	17	14	15	2	7	18	5	36	63	52	6	14	54	39	12	5	9	28	9	51	26	20	7	5	30	63	20	10	51	62	15	26	19	11	36	30	45	20	38	29	5	35	48	27	52	52	13	40	19	12	11	62	20	10	66	73	25	73	62	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-370.559361186543697	-379.610204566995037	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998238095601987	2	16	11	24	24	18	26	31	22	20	23	25	33	23	30	37	33	32	29	32	44	36	38	31	44	33	34	30	30	36	30	34	34	44	30	35	31	35	40	31	35	38	48	39	50	45	40	37	39	42	35	39	41	40	37	41	43	37	49	32	46	47	40	47	49	45	56	50	57	48	48	53	56	58	0	3	1	2	2	3	10	7	2	3	2	10	12	6	11	38	12	19	11	19	48	29	8	12	42	31	28	5	4	60	2	35	20	53	6	31	19	5	15	7	8	38	23	8	47	38	27	60	33	20	11	32	8	30	20	17	63	35	56	7	39	47	16	50	61	38	62	61	70	25	56	43	68	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-389.126750041815399	-398.177593422266739	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994708049792796	1	15	6	19	20	13	27	32	20	25	31	24	27	25	26	34	34	31	36	30	39	32	42	26	31	33	32	34	32	32	37	34	33	42	38	33	34	39	31	26	37	36	52	42	40	45	22	29	37	45	43	37	39	36	47	33	37	42	45	38	49	41	44	39	51	43	46	47	53	53	55	53	60	70	0	1	1	6	3	3	9	47	6	4	12	2	2	4	9	10	10	24	27	7	29	12	56	2	9	15	13	12	14	12	47	4	13	37	11	10	15	37	15	47	13	36	63	38	20	21	4	10	36	48	52	5	19	15	37	24	33	52	11	22	51	19	42	10	63	56	35	53	63	59	67	68	69	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-387.995381293149251	-397.046224673600591	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990570903499443	1	16	5	23	23	11	30	30	24	31	21	24	34	31	34	36	32	34	26	34	46	30	37	34	39	31	40	33	29	29	33	35	42	40	36	40	29	34	40	35	26	38	51	41	40	38	31	38	32	46	33	38	32	41	49	31	45	36	45	42	46	44	36	47	54	44	52	52	51	46	46	56	54	57	0	3	1	2	2	3	11	5	2	4	2	5	41	12	4	14	9	9	4	37	45	41	47	30	8	19	30	37	19	9	29	17	23	15	56	29	5	29	51	12	5	51	66	40	63	47	5	24	12	35	8	30	41	22	34	2	40	29	36	41	16	35	22	54	55	16	54	62	33	42	23	59	54	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-385.705364983556251	-394.756208364007591	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995988080462646	0	14	11	19	17	16	26	31	24	26	30	27	35	25	34	40	29	28	33	34	46	31	44	22	34	35	30	30	25	29	29	31	31	47	36	38	35	30	36	38	35	39	45	39	50	35	41	35	43	51	27	38	42	35	55	33	45	45	46	42	49	36	40	50	53	45	47	49	52	49	57	55	59	67	0	3	1	6	2	2	24	12	4	4	12	4	11	4	30	38	24	6	12	10	63	7	22	3	51	38	14	29	2	29	10	10	17	37	12	19	14	9	7	27	8	20	11	12	60	22	13	51	63	43	2	9	8	17	59	10	60	44	30	41	43	14	27	67	45	42	57	60	64	41	25	47	61	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-392.483641736004131	-401.534485116455471	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987820588382384	2	12	9	26	21	17	27	25	22	34	33	26	31	25	29	39	28	15	34	33	48	32	38	29	34	29	40	35	25	34	30	30	29	45	36	32	29	32	34	36	34	35	36	38	49	45	38	36	39	43	42	36	40	41	51	42	40	47	44	43	51	36	43	44	48	47	53	44	60	44	54	58	52	61	0	1	1	5	2	18	9	5	3	37	7	18	26	5	5	10	5	3	17	9	47	8	2	2	33	9	39	20	5	36	8	12	9	49	33	14	14	24	38	17	33	24	7	37	40	56	7	4	11	35	19	32	20	28	51	13	7	30	36	35	58	33	26	63	40	39	54	43	63	57	60	55	59	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-384.143540957526568	-393.194384337977908	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994785468484780	-3	12	9	23	20	19	26	31	23	32	19	30	32	24	35	34	33	16	30	27	47	37	41	33	38	33	37	32	28	32	34	34	35	47	31	31	32	34	27	41	33	37	49	36	42	37	39	35	41	47	39	33	36	42	54	33	44	41	51	42	53	48	40	37	56	41	55	49	50	48	45	56	57	68	0	3	1	11	18	3	4	7	2	29	2	9	14	6	13	20	29	3	4	9	58	37	53	29	33	20	24	5	5	7	20	14	14	51	9	20	14	7	4	44	39	30	49	10	30	35	36	29	38	58	13	30	20	52	70	4	16	37	47	17	70	22	44	12	59	13	22	50	47	32	29	45	55	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-387.408482924511077	-396.459326304962417	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999677858606389	-2	11	9	16	21	15	26	33	24	33	29	28	29	31	35	40	30	26	35	34	36	31	45	28	41	25	35	26	30	37	35	31	41	45	35	36	34	32	37	35	35	30	42	40	53	40	36	40	37	48	45	39	43	45	47	41	38	43	22	48	51	45	43	47	49	45	47	50	57	37	54	48	49	65	0	3	1	3	6	3	5	9	6	24	26	7	9	26	29	19	4	59	24	42	29	24	52	5	70	5	14	5	5	11	11	12	38	46	28	24	12	9	7	38	11	9	14	15	49	19	32	38	29	21	57	19	39	53	35	22	32	37	2	36	63	70	15	34	40	33	44	58	64	12	58	33	64	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-383.963408640801106	-393.014252021252446	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.949654468573598	-1	13	9	27	19	18	25	32	26	24	34	24	31	17	28	34	29	28	24	22	45	37	41	30	37	23	36	34	31	35	38	31	35	46	30	38	25	26	37	40	37	38	47	27	48	45	43	34	42	41	37	42	40	45	44	39	45	44	41	40	45	37	39	46	52	50	54	45	54	44	58	56	44	64	0	3	1	19	2	2	5	19	6	5	7	6	15	3	10	12	19	6	5	2	49	44	27	10	29	5	13	12	38	4	33	10	29	56	19	30	5	19	8	11	19	33	47	6	34	8	51	29	31	30	32	36	13	60	11	48	31	16	25	44	62	16	28	36	40	46	31	33	57	62	46	68	60	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-372.482879690758352	-381.533723071209693	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999159562039749	-3	12	5	20	21	10	27	31	25	35	32	25	33	28	22	38	26	29	34	31	40	37	43	26	35	34	39	24	29	32	37	29	31	46	35	34	30	34	37	33	36	37	47	34	47	40	41	36	45	51	42	38	38	31	50	36	42	34	47	42	50	48	43	43	44	51	52	41	48	43	58	52	48	69	0	6	1	2	2	3	15	5	4	7	24	5	24	4	2	37	4	9	18	17	13	30	48	15	32	37	30	4	5	12	38	5	24	68	32	9	28	17	37	9	30	32	48	29	41	38	11	12	68	27	31	36	54	12	70	28	58	9	64	31	63	46	31	24	31	73	43	10	56	38	55	43	60	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-377.314597212764681	-386.365440593216022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996686415098411	-1	14	7	21	19	15	29	27	21	29	27	25	33	27	31	38	31	32	35	34	48	37	43	32	41	36	32	35	31	36	35	32	36	48	25	36	31	40	37	36	34	38	45	33	52	43	43	38	41	48	44	28	37	41	40	36	45	44	50	44	51	46	43	39	51	47	56	45	55	53	52	49	52	67	0	1	1	5	2	3	35	6	3	5	9	9	4	3	5	7	12	10	13	14	16	32	39	7	53	11	8	29	7	10	44	4	8	60	6	20	14	53	17	37	11	19	25	8	51	55	22	40	53	53	55	5	29	39	41	37	64	36	44	64	34	39	16	30	51	22	45	64	68	59	62	51	62	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-385.655389500082379	-394.706232880533719	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990184749295360	2	13	10	16	19	6	26	28	24	26	30	20	27	28	33	40	35	29	28	35	48	34	36	23	41	33	34	34	31	37	35	33	38	42	36	34	32	38	38	42	37	41	48	38	43	44	28	34	30	49	44	40	43	34	43	36	40	42	49	46	46	42	43	37	48	43	49	52	52	38	60	51	55	54	0	3	1	6	2	1	24	5	5	5	8	4	9	9	11	35	47	5	7	29	16	14	47	12	28	11	7	11	24	11	47	10	11	27	47	18	9	28	11	15	26	27	70	11	30	17	3	24	24	51	62	49	57	14	35	15	23	11	25	55	35	48	56	13	45	37	64	34	23	49	58	60	51	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
