step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
56500	-319.050274069198394	-325.905762020157795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686018327616865	0	4	3	4	4	5	6	7	7	8	8	8	8	11	11	12	11	11	11	14	13	14	14	13	15	15	17	14	17	16	16	15	16	17	16	17	18	19	19	18	18	19	19	16	20	19	18	21	21	23	20	20	22	20	20	22	24	25	25	27	30	28	0	3	1	3	0	4	5	6	6	7	7	9	7	8	12	19	13	11	13	16	17	19	18	16	24	19	24	16	32	22	22	21	28	17	20	26	34	29	30	33	32	32	19	28	26	36	33	39	54	55	35	36	51	41	32	48	53	48	56	58	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	4	1	2	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1
57000	-303.755681411706234	-310.611169362665635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809288883413931	1	4	2	4	5	5	8	7	7	8	10	10	7	9	12	11	11	13	12	13	12	13	15	10	15	15	17	15	18	17	17	16	15	17	16	16	18	17	18	18	19	20	19	18	20	19	19	21	21	22	19	20	22	19	23	23	24	25	25	26	28	29	0	3	1	3	0	4	5	6	6	5	7	9	5	8	12	24	13	7	16	16	17	24	18	13	17	16	28	19	38	32	22	19	20	20	22	22	32	32	30	33	40	34	34	20	51	31	40	39	54	42	32	36	48	32	50	48	53	56	48	58	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	2	2	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
57500	-304.596534927286370	-311.452022878245771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785652892977913	2	3	4	4	4	6	7	7	7	7	10	9	8	10	12	10	11	13	12	15	10	14	14	12	16	15	17	14	18	17	16	16	15	16	16	17	18	19	19	18	18	18	19	17	20	19	17	22	21	22	20	21	21	20	20	23	23	26	25	25	29	30	0	1	2	2	0	4	5	6	6	5	7	9	7	8	12	13	13	11	16	19	13	17	18	16	24	28	33	24	25	20	20	13	19	26	22	28	24	29	30	47	32	32	25	33	35	36	33	39	54	55	35	46	45	41	34	48	53	59	56	53	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	3	1	1	1	2	1	1	3	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1
58000	-308.081656116435511	-314.937144067394911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626410341465510	0	2	4	4	3	5	7	7	7	7	11	9	9	11	12	13	11	13	11	14	13	13	15	12	16	16	17	14	18	17	16	16	16	16	16	17	19	18	17	18	17	19	18	17	19	19	18	22	19	23	20	21	21	21	21	23	23	26	24	27	30	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	19	13	11	13	19	17	19	18	13	20	19	20	24	27	22	22	19	20	28	24	22	39	26	22	33	33	34	26	24	35	36	33	39	41	55	45	46	36	40	27	53	30	56	48	58	0	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	3	2	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	3	1	2	1	1	2	2	1	1	2	2	1	1	1	1
58500	-312.839143408741563	-319.694631359700963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688525082078593	1	3	5	4	3	6	7	7	7	7	9	10	9	11	12	12	11	13	11	14	13	13	16	13	15	15	16	13	14	17	16	15	14	16	16	17	18	18	19	19	17	19	18	18	18	18	18	21	20	22	19	20	21	22	20	23	24	25	25	27	29	29	0	1	2	2	0	4	5	6	6	5	7	9	10	6	12	19	10	11	13	16	17	13	18	19	28	24	20	13	16	31	19	24	16	16	20	22	27	26	30	24	33	34	34	32	35	22	19	39	40	55	22	36	39	41	47	48	53	56	56	58	0	0	1	1	2	1	1	1	2	1	1	2	1	2	1	3	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	3	2	1	1	2	1	2	2	1	1	1	2	2	1	3	1	1	1	1	1	2	1	1
59000	-306.872249249298704	-313.727737200258105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681757817192710	1	3	5	4	4	6	8	8	7	8	10	10	9	10	12	12	10	12	11	15	12	14	15	14	16	15	17	14	17	17	16	15	16	17	17	17	19	18	18	19	18	19	18	17	19	19	18	21	21	20	20	21	22	20	20	23	23	26	25	26	29	31	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	19	10	10	13	16	17	19	18	19	32	19	28	21	28	22	24	24	20	26	28	28	27	29	22	33	33	28	20	26	35	36	33	39	54	20	36	46	30	47	20	48	53	56	56	56	0	0	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	3	1	1	1	2	1	1	1	3	1	2	3	1	2	1	1	1	1	1	1	1
59500	-330.533856112327896	-337.389344063287297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763569141755292	2	3	4	4	4	6	7	8	7	6	10	10	9	10	12	12	11	11	12	14	12	14	15	13	15	15	16	14	17	17	16	15	16	17	16	18	19	18	18	17	16	18	19	17	20	19	19	21	18	23	20	20	19	21	20	23	23	24	26	26	27	30	0	1	2	2	0	4	10	6	6	5	5	9	5	8	12	13	13	10	13	16	17	24	18	16	24	16	24	24	41	33	22	28	26	28	22	26	28	29	30	33	24	34	32	33	31	27	40	53	41	55	36	46	31	49	27	48	53	45	56	58	0	0	1	1	1	1	1	2	1	1	1	1	3	1	2	1	2	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	3	1	2	2	1	1	1	1
60000	-336.953528586794846	-343.809016537754246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698577107699075	1	3	4	4	4	5	7	6	7	8	11	9	9	11	10	10	11	13	12	13	12	13	14	13	16	15	16	14	17	17	16	15	16	16	17	17	18	18	18	19	16	20	18	19	20	19	17	21	20	22	20	21	22	21	21	23	23	25	26	26	27	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	10	13	10	13	13	17	16	18	16	20	19	19	19	32	22	19	19	19	24	25	32	27	29	30	47	24	34	28	28	35	31	24	39	33	34	27	46	45	49	24	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	1	3	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	3	3	2	1	1	1	3	1	1	1	2	1	1	1
60500	-309.290829929632309	-316.146317880591710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806067461077414	2	3	4	4	5	6	8	8	7	7	10	9	9	10	11	11	11	12	12	14	13	14	16	14	16	16	18	14	16	18	17	16	16	16	16	18	18	17	18	19	18	20	19	18	19	20	17	22	20	22	19	20	21	22	22	23	24	27	25	25	27	31	0	1	2	2	0	4	10	6	6	5	13	6	10	8	12	13	13	11	16	16	17	16	18	16	28	16	24	19	20	26	26	20	16	28	22	33	25	29	33	20	26	34	32	28	33	45	28	30	43	42	35	36	30	49	43	30	53	56	48	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1
61000	-308.717709476744858	-315.573197427704258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742760250797281	1	2	3	4	5	5	8	7	7	7	10	10	8	10	11	12	11	12	11	14	13	13	14	13	15	16	16	14	17	16	16	15	16	16	16	17	19	19	18	19	18	19	17	18	19	18	19	20	19	22	20	20	21	22	23	23	23	27	25	25	30	29	0	1	2	2	0	4	10	6	6	5	10	9	10	9	12	17	13	10	13	16	13	16	18	17	16	24	19	19	16	22	22	24	28	24	22	28	29	29	35	33	26	27	32	26	35	26	33	39	32	34	35	46	30	49	50	53	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	2	1	2	2	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	1
61500	-316.308013547936298	-323.163501498895698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644814466699790	2	3	5	4	5	5	9	7	8	8	10	10	9	10	11	12	12	12	11	13	12	13	15	13	16	15	17	15	17	18	15	15	17	16	16	16	18	19	16	19	19	18	19	17	19	19	18	21	20	23	20	20	21	22	22	23	23	25	24	27	28	28	0	1	2	2	0	4	5	6	8	5	10	9	10	6	12	19	10	11	13	19	7	16	18	16	16	19	17	19	24	39	22	16	32	20	28	22	25	27	22	33	27	34	27	28	31	36	16	30	47	29	30	47	30	49	43	30	53	48	45	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	4	2	1	2	1	1	2	1	2	2	1	2	3	1	1	1
62000	-316.602202858573207	-323.457690809532608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721217716338926	0	2	5	4	4	6	7	8	8	6	9	10	9	10	12	11	11	12	10	14	12	12	14	13	16	15	17	15	17	16	17	15	14	17	17	17	18	18	18	19	18	18	19	17	19	19	18	22	19	22	20	20	21	22	20	20	23	27	24	26	29	29	0	1	2	2	0	4	5	6	6	5	10	9	7	8	12	13	7	11	7	24	17	17	18	16	32	16	24	24	32	22	22	16	19	28	26	22	31	29	30	31	33	34	34	32	35	36	33	56	41	55	45	46	45	49	27	30	53	56	53	59	0	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	3	1	3	2	1	1	1
62500	-318.835528641906876	-325.691016592866276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753911271550285	2	3	5	4	5	6	9	5	6	7	10	9	8	10	12	12	11	12	11	14	13	13	15	14	15	13	17	14	17	18	17	15	16	16	16	16	17	18	17	18	18	19	18	19	19	17	18	20	20	22	21	20	20	22	20	22	24	25	26	27	29	30	0	1	2	2	0	8	5	4	8	5	10	9	5	6	12	13	10	13	7	7	19	19	18	26	19	19	32	19	32	39	22	24	26	24	22	24	26	29	36	33	32	20	34	27	35	22	33	39	41	42	45	46	36	49	42	53	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	3	1	1	2	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1
63000	-297.105816842591196	-303.961304793550596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822161807106761	2	3	5	4	4	6	8	7	7	6	10	9	9	10	11	13	11	12	11	14	13	12	14	13	15	16	16	15	17	17	17	16	17	15	17	16	19	19	19	19	18	19	17	18	19	19	18	20	19	23	21	20	22	22	21	23	23	25	25	27	29	30	0	1	2	2	0	4	10	6	6	5	7	9	10	8	12	19	13	11	13	24	17	13	18	17	20	11	20	24	20	28	32	20	32	16	32	22	26	29	30	47	28	34	34	28	35	26	33	39	33	55	45	46	48	49	43	48	53	48	56	58	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1
63500	-333.996859068123229	-340.852347019082629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591023443253749	1	3	2	3	4	5	8	6	7	5	9	9	8	10	11	12	11	12	12	15	13	13	15	13	15	15	17	14	17	17	16	14	15	16	17	17	17	18	18	19	18	18	18	18	20	20	18	22	19	23	20	20	22	22	22	23	24	27	26	25	27	31	0	3	1	3	0	4	10	6	8	5	7	9	10	6	12	13	13	11	13	19	17	13	18	16	28	24	24	24	19	22	22	24	28	26	16	31	20	29	36	28	33	34	19	35	35	36	33	45	41	42	16	40	39	49	43	45	53	56	39	56	0	0	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	1	1	3	3	1	3	1	2	2	2	1	1	3	3	1	2	2	2	2	1	2	4	1	1	1
64000	-327.712206535972484	-334.567694486931885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638095662032942	1	3	2	3	4	5	8	6	8	7	10	10	8	8	11	13	10	13	11	15	13	13	15	14	14	15	17	14	17	18	16	15	16	16	15	17	18	19	18	19	17	19	18	17	19	20	18	22	20	20	20	21	21	22	23	23	23	26	25	26	29	28	0	3	1	3	0	4	5	4	8	5	7	8	10	6	12	13	13	11	7	19	17	19	18	19	19	19	19	19	24	32	22	19	19	32	22	33	28	29	20	32	33	25	34	26	35	27	33	42	33	42	27	46	30	49	50	48	53	56	53	48	0	0	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	3	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	3	1	1	2	2	1	1	2	1	1	1	3	2	2	1	2	2	1	2	1	1
64500	-324.024518168433872	-330.880006119393272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700319299625695	2	4	3	4	4	5	7	7	7	7	9	9	8	10	12	12	12	11	11	15	13	13	16	14	16	16	18	14	16	17	17	15	16	16	17	16	17	18	19	18	17	19	17	19	20	18	18	20	20	23	20	19	21	22	21	23	23	24	25	27	29	31	0	3	1	3	0	4	5	6	6	5	10	9	10	8	12	19	7	7	7	16	13	19	18	16	28	28	24	16	24	22	33	16	28	24	21	22	24	29	35	33	33	34	34	27	40	36	33	35	41	47	22	36	48	49	33	48	53	48	48	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	3	2	2	1	2	1	3	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	3	2	1	1	1
65000	-307.067307787931213	-313.922795738890613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712542036955843	1	3	2	3	4	5	8	7	6	7	10	10	9	8	11	12	11	12	11	13	12	14	16	14	15	15	15	14	16	16	17	14	16	17	16	18	19	18	17	17	18	18	19	19	19	18	18	21	19	20	20	20	22	22	23	23	24	26	26	26	28	31	0	3	1	3	0	4	5	6	6	5	10	14	7	6	12	19	13	11	13	17	13	20	18	16	19	16	20	19	25	22	22	19	32	26	17	35	28	29	30	33	33	34	34	28	31	26	26	39	47	47	35	46	31	49	50	48	53	56	56	56	0	0	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	3	2	1	1	1	1	2	2	1	1
65500	-341.303832790675187	-348.159320741634588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690222328250328	2	4	3	4	4	6	7	7	8	6	9	9	8	10	11	12	10	12	10	14	12	13	15	13	15	15	16	14	17	17	17	15	17	16	16	15	18	19	19	18	18	19	18	19	19	19	18	21	20	22	21	21	20	22	21	22	23	25	25	27	30	31	0	3	1	3	0	4	10	6	6	5	10	9	10	8	12	19	5	11	13	16	13	16	5	19	28	16	26	19	32	35	28	16	16	26	36	22	26	29	30	26	26	34	34	27	36	28	34	42	33	55	35	46	30	49	47	39	53	56	51	56	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	2	2	1	5	2	1	2	1	2	1	1	1	1	3	1	1	1	1	2	1	2	2	2	2	1	3	2	1	1	2	1	2	1	2	1	1	1	1	2	2	3	1	1
66000	-313.211414086635841	-320.066902037595241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719905715124255	1	3	5	4	4	5	8	7	7	7	10	9	9	10	10	13	11	11	12	15	11	13	15	11	14	14	17	15	18	17	17	15	14	15	16	17	18	17	19	18	19	20	18	18	19	18	17	21	20	21	21	20	21	22	22	23	24	25	25	27	29	31	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	24	13	11	24	19	13	17	18	7	19	16	32	24	32	35	22	26	19	16	22	20	16	20	30	33	47	37	20	31	35	36	33	45	37	42	37	46	45	49	42	48	53	56	56	48	0	0	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	2	2	1	2	1	1	1	1	1	3	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	1	1
66500	-329.330002806497532	-336.185490757456932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640901538581834	1	2	4	3	4	5	8	8	8	7	10	10	9	10	11	11	11	12	12	15	13	13	16	12	15	14	16	13	17	17	16	16	15	15	17	18	16	19	19	19	18	19	18	18	18	20	18	21	18	20	20	21	22	21	23	24	22	25	26	26	29	30	0	1	2	2	0	4	10	6	6	5	13	9	10	8	12	7	13	10	13	28	17	13	18	13	28	22	19	19	27	24	22	26	26	28	22	25	28	29	30	33	27	43	34	27	37	36	29	39	27	40	45	36	30	49	50	48	36	56	56	58	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1
67000	-281.573855114217963	-288.429343065177363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851845223442607	1	2	4	3	4	5	6	7	7	7	10	10	9	8	12	12	9	12	11	14	12	14	16	13	16	13	17	14	17	17	16	15	16	17	16	17	19	18	18	17	18	19	19	17	18	18	19	20	21	23	20	20	21	22	22	23	23	26	25	25	30	29	0	1	2	2	0	4	5	6	6	7	7	9	10	9	12	19	7	11	13	19	11	19	18	19	32	19	32	19	32	22	22	20	24	32	22	22	32	29	30	33	33	34	34	32	35	22	40	39	41	43	35	46	48	49	43	48	53	56	56	56	0	0	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1
67500	-293.169183937764103	-300.024671888723503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.838107080667084	2	3	4	4	4	6	9	7	8	7	9	10	9	10	9	12	11	13	11	15	13	14	15	14	16	15	17	13	17	15	16	16	15	17	17	17	19	19	19	17	17	19	19	18	19	19	19	20	20	22	19	20	21	21	20	23	23	25	25	27	30	30	0	1	2	2	0	4	10	6	6	5	10	15	10	8	9	19	13	7	13	28	17	16	18	16	16	28	20	19	26	22	26	24	19	25	22	22	26	29	30	20	26	34	34	27	35	36	40	30	27	55	35	46	48	25	26	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1
68000	-314.407120038769619	-321.262607989729020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788866416946214	2	3	4	4	5	6	7	7	7	8	10	10	8	9	12	12	10	13	10	14	12	13	15	13	15	16	16	14	17	18	17	16	16	17	16	18	18	18	19	18	18	19	18	17	20	19	18	21	19	22	20	20	22	21	22	23	24	26	26	26	28	31	0	1	2	2	0	4	5	6	6	7	10	9	7	6	12	19	13	11	13	19	17	13	18	19	19	20	20	16	26	28	35	20	20	32	28	26	27	29	40	24	26	34	27	28	39	36	33	30	47	42	35	46	30	49	28	48	53	56	48	56	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2	3	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	1	2	1	1	3	1	2	1	3	1	1	2	2	2	1	1
68500	-313.010428028320405	-319.865915979279805	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824376182249141	2	3	4	4	4	5	8	7	8	7	10	9	9	11	10	13	11	12	11	14	12	14	15	13	14	15	16	15	17	17	17	15	16	17	17	18	18	19	19	19	18	19	18	18	19	19	18	21	20	23	20	19	20	22	20	24	23	26	26	27	30	30	0	1	2	2	0	4	10	6	6	5	10	8	10	8	12	19	13	11	13	16	13	21	10	19	16	16	20	19	32	28	20	16	32	27	26	22	33	29	35	47	33	34	28	16	26	36	33	45	41	55	45	22	30	49	43	48	53	56	56	56	0	0	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	1	1	2	2	4	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1
69000	-322.953408945430851	-329.808896896390252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706686383024932	2	3	5	4	4	6	8	7	7	7	10	9	8	9	11	11	11	11	12	14	11	14	16	13	15	15	17	13	17	17	17	14	15	16	17	16	18	19	19	19	17	20	18	19	19	19	19	22	20	23	19	21	21	22	21	23	24	25	25	27	29	27	0	1	2	2	0	4	5	6	6	5	10	9	5	8	12	13	13	11	17	19	10	13	18	16	24	16	20	19	19	22	22	24	28	20	32	7	27	29	30	41	32	34	36	36	35	26	31	39	47	55	35	46	22	47	47	45	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	3	2	1	1	2	1	1	3	1	2	1	2	1	2	4	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1
69500	-335.353173751691827	-342.208661702651227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676803994934318	1	3	4	4	5	5	6	7	7	7	11	8	8	9	11	11	12	12	11	14	12	13	15	13	16	14	16	15	17	16	16	16	15	16	16	17	18	18	19	18	19	20	18	18	20	19	17	22	21	22	19	19	22	20	20	23	24	25	25	27	28	30	0	1	2	2	0	4	5	6	6	5	7	4	7	8	12	13	13	11	10	16	19	16	18	16	20	24	24	24	28	19	24	16	16	16	19	35	32	32	36	27	25	28	24	28	39	36	33	39	54	55	32	36	39	33	43	48	39	56	56	59	0	0	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	2	3	3	1	2	1	1	1	1	3	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	1	1	1
70000	-291.609693018554879	-298.465180969514279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891763737378138	2	3	4	4	5	6	7	7	8	8	11	10	9	10	11	12	12	12	11	14	13	13	16	13	14	15	17	14	17	16	15	15	17	16	16	17	18	18	18	19	19	19	18	18	18	19	19	20	21	23	21	21	21	22	22	24	23	25	26	27	29	31	0	1	2	2	0	4	5	6	6	7	10	9	7	9	12	19	13	7	13	24	17	16	18	16	16	28	35	24	16	22	22	20	26	28	22	22	24	27	30	33	33	34	25	24	32	36	33	45	41	55	35	46	48	41	42	48	53	56	58	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1
70500	-331.099352691412662	-337.954840642372062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622423928150643	0	3	4	4	4	5	8	7	6	7	9	8	8	10	10	13	10	12	10	14	11	14	15	13	15	16	17	14	17	18	15	15	15	16	16	15	19	18	17	17	18	19	19	18	19	19	18	21	19	22	19	20	20	22	22	20	24	24	25	26	29	29	0	1	2	2	0	4	5	6	6	5	10	9	10	8	12	13	13	7	10	19	19	19	18	7	24	13	24	24	32	27	16	28	16	20	31	22	28	29	22	33	40	28	27	26	35	36	7	39	41	42	36	46	30	49	43	30	48	30	58	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	4	3	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	2	2	4	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1
