step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
13000	-332.727568899379378	-339.583056850338778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718050062761091	1	3	5	4	4	6	9	7	7	7	10	8	8	9	11	12	11	13	11	14	11	13	15	13	15	15	17	13	16	16	15	15	17	16	15	16	18	18	18	18	18	17	18	17	18	18	17	22	20	20	19	20	21	22	23	24	23	27	25	25	29	31	0	1	2	2	0	4	5	6	6	5	10	9	10	8	12	19	13	10	13	28	7	7	18	16	28	24	24	16	28	22	22	24	29	24	22	22	42	29	30	47	34	24	20	26	35	36	32	39	42	43	45	36	30	40	50	48	53	56	48	39	0	0	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	3	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	1	1	1	3	1	1	1	2	2	2	2	2	1	2	1	4	1	1
13500	-312.513474555985283	-319.368962506944683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814404414215295	2	4	3	4	5	6	9	7	7	8	9	8	9	10	10	13	10	13	10	15	11	12	14	13	15	15	17	14	16	17	17	14	16	15	15	17	18	18	18	18	19	19	18	18	19	18	18	19	20	19	20	19	20	22	23	24	23	26	25	27	29	29	0	3	1	3	0	4	5	6	6	5	10	9	10	6	12	11	7	11	7	19	17	19	18	19	28	19	32	24	32	26	35	19	26	24	22	22	26	20	30	33	47	20	32	26	36	36	33	30	41	16	45	46	36	49	50	48	53	56	39	59	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	3	1	1	1
14000	-315.635923768939620	-322.491411719899020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746172178786809	1	4	3	4	3	6	8	7	8	6	10	9	8	10	10	13	11	12	11	15	13	14	14	14	15	15	18	15	17	17	16	15	16	16	16	17	18	19	19	18	18	20	18	17	19	18	18	20	21	22	20	21	22	20	21	24	23	26	25	27	30	30	0	3	1	3	0	4	10	6	8	5	7	9	10	9	12	13	10	11	13	24	17	19	18	19	16	16	35	24	32	22	22	16	25	32	16	35	32	29	35	16	25	34	34	28	33	20	20	35	54	43	35	36	30	33	40	53	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1
14500	-291.101386655929446	-297.956874606888846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772261908334883	1	4	3	4	4	5	8	7	7	7	10	10	9	10	12	13	11	12	11	13	12	14	16	13	15	14	16	14	17	17	15	15	16	16	16	16	18	18	19	18	18	19	18	18	19	19	18	21	21	21	20	21	21	20	23	23	24	25	26	26	30	29	0	3	1	3	0	4	5	6	6	5	7	9	7	8	12	19	13	7	7	19	13	20	18	19	20	16	26	19	26	36	22	24	26	26	22	31	28	29	30	33	33	34	34	26	35	36	20	45	47	47	35	46	47	41	43	48	53	48	56	56	0	0	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	3	1	2	2	2	1	2	2	3	1	1	2	1	1	1	1
15000	-281.922205266196841	-288.777693217156241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903120774252754	1	4	2	3	4	4	8	8	8	7	10	9	8	9	11	12	9	12	11	14	11	14	16	13	15	16	16	12	16	17	15	15	16	16	16	17	18	18	16	17	18	20	19	16	18	18	18	21	21	21	20	20	20	21	23	24	23	26	26	27	27	30	0	3	1	3	0	4	10	6	6	5	7	9	10	9	12	19	13	11	13	19	17	19	18	19	16	32	16	19	20	39	22	16	28	20	22	22	26	29	22	26	33	34	34	20	35	27	40	30	33	42	45	46	30	33	50	48	53	56	56	58	0	0	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1
15500	-301.569423235722695	-308.424911186682095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885720225663816	0	4	2	4	5	5	9	7	8	7	11	9	9	10	12	13	11	13	11	14	13	14	16	14	15	16	16	15	18	16	16	16	15	17	17	17	17	15	18	17	19	19	19	18	19	17	18	21	20	23	20	19	22	21	21	24	23	26	26	27	30	30	0	3	1	3	0	4	10	6	6	5	7	9	10	9	12	19	13	11	13	16	17	19	18	19	16	20	16	16	27	22	22	28	19	20	22	22	32	16	30	33	40	34	27	27	35	28	40	39	20	42	35	46	48	49	42	48	48	48	56	56	0	0	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	2	1	1	1	1
16000	-304.468585641658194	-311.324073592617594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665131175210015	1	3	2	3	4	6	9	7	8	7	10	9	9	10	10	12	11	13	11	15	13	13	15	13	15	15	16	15	17	18	17	15	16	16	15	17	18	18	18	17	18	19	19	17	19	19	17	21	19	21	20	21	20	21	23	23	24	26	25	27	28	30	0	3	1	3	0	4	10	6	8	5	10	9	10	6	12	19	13	13	13	16	17	16	18	16	19	19	24	19	20	22	22	16	28	16	22	25	27	28	36	33	33	34	34	28	35	22	19	31	47	28	45	46	30	49	43	48	53	59	56	56	0	0	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	3	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	2	1	2	1	1	1	1	2	1	2	3	3	1	1	3	1	1	1	1	2	1	2	1	1	2	1	1
16500	-301.424586267656935	-308.280074218616335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774646678167445	2	4	3	4	4	6	7	8	7	7	9	8	9	10	12	11	11	12	12	14	11	13	14	14	14	16	17	14	17	17	16	16	16	16	16	15	18	18	18	17	18	19	19	18	18	19	18	22	19	22	19	20	21	21	21	24	23	27	25	26	30	31	0	3	1	3	0	4	5	9	6	5	7	9	10	8	12	13	13	10	16	16	13	16	18	19	19	24	28	16	16	31	20	28	28	24	22	22	27	29	22	33	33	34	34	20	35	36	33	39	40	43	31	36	30	49	26	53	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	3	1	1	1	1	1	1	1
17000	-304.953860050758635	-311.809348001718035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810667629768213	1	4	2	4	4	6	6	8	7	8	9	9	9	10	11	11	12	12	12	14	12	13	13	13	14	14	15	14	17	17	17	15	16	17	16	17	17	18	18	18	18	19	18	19	19	19	19	21	21	22	18	20	21	20	22	23	23	25	25	27	28	28	0	3	1	3	0	4	5	6	6	7	7	9	10	8	12	13	13	11	16	16	13	17	18	16	19	24	16	24	26	22	22	24	20	27	22	27	32	29	27	33	33	34	34	28	35	36	32	30	32	34	35	46	39	41	42	48	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	1	1	2	1	1	1	1	2	1	1
17500	-338.888705889293590	-345.744193840252990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586347217600056	1	3	2	4	4	5	8	8	7	6	9	9	9	10	11	13	10	12	10	14	13	13	15	12	15	15	17	14	17	17	16	15	15	17	16	18	17	18	19	19	19	19	18	16	18	19	18	21	19	23	20	21	21	21	21	23	24	26	24	27	30	31	0	3	1	3	0	4	5	9	6	5	5	4	10	8	12	19	10	11	11	19	17	10	18	19	28	19	28	24	19	32	22	19	20	20	22	30	22	13	30	25	35	34	16	20	31	36	16	30	47	42	29	46	39	49	42	53	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	2	3	3	2	1	1	2	2	2	1	2	1	3	1	1	1	2	1	1	3	1	1	2	1	2	2	1	2	5	1	2	2	1	3	1	1	1	3	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1
18000	-306.954944915245221	-313.810432866204621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773748241007077	1	4	3	4	5	5	7	7	7	7	10	8	8	10	10	10	10	10	11	13	11	13	15	13	15	15	15	14	17	15	16	15	16	16	17	17	19	18	18	19	18	19	18	18	19	19	17	21	20	21	20	21	20	22	23	22	23	27	25	26	28	29	0	3	1	3	0	4	5	6	6	5	7	9	7	8	12	13	13	7	16	16	17	19	18	19	28	17	20	19	27	22	22	24	20	26	30	30	26	29	26	47	33	34	34	27	35	30	32	35	41	37	35	46	39	49	50	48	53	48	56	56	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	3	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1
18500	-302.516171677237367	-309.371659628196767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764052260608358	2	4	3	4	5	5	9	7	7	7	11	9	9	9	10	12	11	12	11	14	12	14	15	13	15	15	15	13	17	17	16	16	17	16	15	17	17	18	19	19	19	19	18	17	19	19	19	21	19	22	20	20	22	21	21	23	23	26	25	27	29	30	0	3	1	3	0	4	10	6	6	5	7	9	10	6	12	19	13	10	13	16	13	19	18	19	28	19	16	19	26	26	22	13	32	22	22	22	32	26	22	33	33	34	32	20	35	36	33	22	20	55	45	32	39	49	39	53	48	56	48	58	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	3	2	1	1	2	2	1	1	1	2	1	2	1	1	1
19000	-328.516342201805571	-335.371830152764971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759440441383183	0	4	2	3	5	5	8	8	8	7	10	10	8	10	12	11	12	11	12	14	13	14	16	13	16	16	17	14	17	17	16	14	17	16	16	17	19	19	19	17	16	19	16	19	18	19	19	21	19	21	20	21	21	22	20	22	23	26	24	27	29	30	0	3	1	3	0	4	10	6	4	5	7	8	10	8	12	11	11	11	16	16	17	16	18	19	24	19	28	19	20	32	22	19	24	19	32	22	33	29	22	20	20	34	32	32	35	36	41	30	26	55	32	46	30	49	26	30	53	48	39	58	0	0	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	2	1	2	2	1	1	3	1	2	2	2	2	1	2	2	1	1	1
19500	-330.798451042253078	-337.653938993212478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738259167959484	1	4	3	4	3	5	7	8	8	6	11	10	9	10	9	13	11	13	11	15	13	14	15	13	15	14	17	14	16	17	16	15	15	17	14	16	17	18	18	18	18	18	19	18	18	19	17	21	20	21	21	20	22	22	23	23	23	26	24	25	28	29	0	3	1	3	0	4	5	6	6	5	5	15	10	8	8	19	13	11	13	11	17	19	11	19	28	19	32	19	19	22	35	28	26	28	19	22	35	29	31	33	27	28	27	36	35	36	33	39	40	16	45	46	48	49	42	48	53	56	56	56	0	0	1	1	1	1	1	1	2	2	1	2	4	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	4	1	1	1	1	2	2	1	1	1	1	1	1
20000	-337.020297340720845	-343.875785291680245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572289757898066	1	4	3	4	5	5	7	7	7	8	10	9	8	9	11	12	9	12	12	14	12	13	16	13	15	15	16	14	16	16	14	15	16	15	14	15	18	19	18	18	17	18	19	19	18	19	17	21	20	22	20	20	20	19	22	23	23	26	26	26	29	31	0	3	1	3	0	4	5	6	6	7	7	9	7	8	12	13	13	10	11	19	13	19	18	21	24	17	19	19	19	36	22	19	20	16	22	22	34	29	30	33	32	32	34	24	35	36	33	45	54	43	35	46	22	20	43	39	53	56	48	48	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	3	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	4	2	2	1	2	1	2	4	1	3	2	2	2	1	2	2	3	1	1
20500	-344.685000738114525	-351.540488689073925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775779993177755	0	4	3	4	4	5	7	8	7	8	11	10	9	9	11	12	10	13	11	15	13	13	16	14	15	14	17	14	17	17	16	14	15	15	16	17	19	19	17	18	19	19	18	18	19	18	17	20	20	22	20	21	21	22	23	23	23	25	25	26	30	30	0	3	1	3	0	4	5	6	6	7	10	8	7	8	12	19	13	11	13	28	17	19	18	16	28	16	20	19	33	22	22	16	19	19	24	22	39	33	22	47	40	24	34	24	27	35	20	39	24	43	20	36	36	49	50	48	48	56	48	58	0	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	2	2	1	3	2	1	1	4	1	1	1	2	1	2	3	2	2	2	2	1	1	2	3	1	5	1	1	1
21000	-304.466592477101472	-311.322080428060872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798027495786806	2	4	3	4	4	5	7	7	7	8	9	9	9	11	11	12	12	10	11	14	12	13	14	13	15	16	14	14	15	17	16	15	16	17	16	18	17	18	19	18	18	19	17	18	19	19	17	21	20	22	21	21	22	21	19	23	24	25	26	26	28	30	0	3	1	3	0	4	5	6	6	5	7	9	7	8	12	19	10	10	13	19	19	19	18	16	28	20	24	16	20	20	20	24	20	32	20	20	27	29	26	33	47	34	27	16	35	36	33	30	36	55	35	46	48	49	43	48	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1
21500	-301.082810146343263	-307.938298097302663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814332232868174	1	4	3	4	4	5	9	8	6	7	11	9	9	10	12	12	10	13	11	15	13	13	16	14	16	15	16	14	16	17	15	15	16	16	16	17	18	18	18	19	17	19	18	18	19	19	17	20	20	23	20	20	21	21	22	23	23	25	26	27	28	29	0	3	1	3	0	4	10	6	6	5	7	9	10	8	12	10	7	7	10	28	17	16	18	16	28	24	16	16	24	16	22	28	24	28	22	22	20	29	35	47	27	34	34	32	35	36	33	30	20	55	45	36	36	49	43	48	53	56	56	58	0	0	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1
22000	-317.135478419282038	-323.990966370241438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699572665920329	1	4	3	4	4	5	9	7	6	7	11	9	9	9	12	12	12	13	11	15	12	13	15	13	15	15	17	13	16	17	16	15	17	16	16	18	18	19	18	18	18	19	18	17	19	19	19	20	20	22	20	20	22	21	22	23	24	25	26	26	30	29	0	3	1	3	0	4	10	6	6	5	10	9	10	6	12	13	13	11	10	24	10	19	11	11	13	19	35	19	32	35	25	24	25	32	22	30	25	29	30	33	33	34	34	26	35	35	40	39	33	32	35	46	48	41	27	39	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	3	1	3	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	2	2	2	2	1	2	1	1	1
22500	-326.646598742625031	-333.502086693584431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781815372322998	0	4	3	4	5	5	9	8	7	8	10	9	9	9	11	11	11	12	10	13	12	14	15	13	15	15	17	15	17	16	15	15	13	17	16	16	17	19	18	18	19	20	18	18	19	19	19	21	20	22	21	20	21	22	22	24	24	26	26	26	29	29	0	3	1	3	0	4	10	6	6	5	7	9	10	9	12	13	13	11	13	7	7	16	11	16	20	24	26	24	30	22	22	24	16	16	20	24	25	29	22	35	33	47	27	28	22	36	27	39	40	42	35	46	45	49	42	45	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	3	2	1	1	1	2	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1
23000	-294.392451292175281	-301.247939243134681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779500279616954	1	3	2	3	4	5	8	7	8	6	10	9	9	10	11	13	12	12	11	14	11	14	14	13	15	16	17	14	17	18	16	14	16	17	16	17	18	17	19	19	19	19	19	18	19	19	17	21	19	21	20	20	21	21	22	22	23	26	24	26	28	30	0	3	1	3	0	4	10	6	6	5	10	9	7	6	12	19	13	11	13	16	13	19	18	19	24	17	20	19	16	31	22	24	32	20	22	22	26	28	35	47	47	34	34	25	35	36	33	35	28	43	35	46	39	49	50	48	48	56	56	59	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	2	1	2	1	1	1	1	2	1	1	1	1
23500	-312.418326132010122	-319.273814082969523	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753036811948032	1	4	3	4	3	5	8	7	7	6	10	9	7	10	12	13	10	11	11	12	13	13	16	13	16	15	17	15	17	17	16	15	15	15	16	17	17	19	19	18	17	19	17	19	19	20	18	22	20	21	21	21	20	21	23	24	23	27	26	26	30	31	0	3	1	3	0	4	13	6	6	5	10	9	10	8	12	19	13	11	13	19	19	19	18	19	20	16	26	20	25	22	26	24	19	24	16	31	26	29	30	33	33	34	24	20	36	36	33	39	47	42	35	36	39	49	50	48	53	59	56	56	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1
24000	-332.406973497153729	-339.262461448113129	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658951657941629	-1	3	1	3	4	6	7	4	6	7	9	8	9	9	11	12	11	13	11	15	13	14	15	14	15	16	17	13	16	18	17	16	16	16	16	17	18	19	17	18	17	20	18	18	19	19	18	22	21	22	19	20	21	19	22	21	24	26	25	26	30	30	0	3	1	3	0	8	5	4	8	5	5	9	10	6	12	19	13	7	13	16	17	16	18	16	24	28	16	19	16	39	19	16	16	28	22	22	34	40	20	19	33	27	28	26	35	27	25	30	54	42	43	36	31	33	40	30	56	48	53	59	0	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	3	1	2	1	1	1	1	1	2	2	1	2	1	4	2	2	2	1	1	1	1	1	5	1	2	3	1	2	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1	1	1
24500	-323.755398889681601	-330.610886840641001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712456902826113	1	4	2	4	4	6	6	5	7	7	9	9	9	10	11	12	11	13	11	13	12	14	16	13	15	15	16	12	17	18	17	16	16	16	15	17	18	19	18	18	18	19	18	18	20	19	19	22	20	22	20	21	20	22	20	23	23	26	24	26	28	30	0	3	1	3	0	8	5	4	8	7	7	9	10	8	12	19	13	28	13	16	17	13	18	19	19	16	22	13	27	28	33	24	28	20	20	22	33	29	36	33	28	34	34	27	39	36	33	39	41	55	35	46	30	49	43	39	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	2	2	1	1	2	1	1	1	1	3	2	1	1	1	1	2	3	2	1	2	2	1	2	1	2	2	1	1	2	1	1
25000	-327.074282704019140	-333.929770654978540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609080149385278	2	4	3	4	4	5	8	7	7	7	11	10	8	10	12	12	10	12	12	15	12	13	16	14	16	16	17	15	18	17	16	15	16	16	16	18	19	18	15	19	19	19	17	18	19	19	18	20	20	22	21	21	22	21	22	23	24	26	24	24	29	31	0	3	1	3	0	4	5	6	6	5	5	9	10	8	12	17	7	7	13	13	17	19	18	19	24	19	24	10	28	22	22	24	22	19	20	31	20	28	22	24	28	27	26	28	36	36	33	26	20	43	31	46	48	32	20	48	48	59	56	56	0	0	1	1	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	2	2	3	1	1	2	1	1	2	2	4	2	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	3	2	1	2	2	3	1	2	1	1	1	1	1
25500	-312.666329723596164	-319.521817674555564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769108479920478	1	4	3	4	4	6	7	5	7	8	10	9	9	10	10	11	10	12	12	15	13	13	15	14	15	13	16	13	17	17	16	15	16	17	16	17	19	19	19	18	18	20	19	18	19	18	17	22	19	22	21	20	21	21	22	23	23	27	26	27	30	30	0	3	1	3	0	8	5	4	8	7	10	9	10	8	12	13	13	10	16	28	17	19	18	28	26	19	19	19	27	22	22	19	24	24	22	32	20	29	30	47	47	34	34	27	20	27	33	42	27	42	31	46	30	49	24	48	53	48	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	5	1	1	2	2	2	1	1
26000	-341.121141268597285	-347.976629219556685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622693030249725	1	2	5	3	4	5	8	7	8	7	9	10	9	11	12	12	12	12	12	15	13	13	16	13	16	16	18	13	15	17	16	14	15	15	16	18	18	18	18	18	18	19	17	18	19	20	17	21	19	22	21	21	21	22	21	23	23	25	26	26	30	31	0	1	2	2	0	4	10	6	8	5	7	9	10	8	12	13	13	10	13	32	17	16	18	16	19	24	20	13	32	34	19	24	28	16	20	31	24	29	30	32	16	26	20	28	35	35	33	32	47	37	27	46	35	49	43	48	39	48	56	58	0	0	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	3	1	1	2	1	1	2	1	1	3	2	1	2	2	1	1	3	2	2	1	3	1	2	1	1	3	2	2	1	3	1	1	1	1	1
26500	-323.834751380486637	-330.690239331446037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680386216069099	0	4	2	3	4	4	7	8	7	8	10	9	7	9	12	12	11	12	11	14	13	14	16	13	15	15	18	15	17	17	15	13	16	17	17	17	17	19	18	18	18	20	17	19	19	19	18	20	20	22	20	21	21	21	23	23	24	26	25	25	29	30	0	3	1	3	0	4	5	6	6	5	5	8	5	9	12	17	10	11	10	19	17	32	18	19	16	20	26	11	32	22	22	13	32	20	32	28	24	29	30	20	30	20	32	28	35	36	33	41	41	43	35	46	48	49	42	48	53	60	48	56	0	0	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	1	3	1	1	1	1	2	1	1	2	1	3	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	1	3	1	1	1
27000	-309.066299442583613	-315.921787393543013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736988205070660	1	4	2	3	4	5	8	8	8	6	10	10	9	10	11	12	11	12	12	13	13	14	15	14	16	15	17	14	17	16	16	16	16	16	17	17	19	18	18	18	19	20	18	16	18	19	19	20	20	22	19	21	21	22	20	22	23	26	24	25	29	30	0	3	1	3	0	4	10	6	6	5	7	8	10	8	12	13	13	11	13	16	17	16	18	20	24	21	20	19	26	28	28	24	24	19	22	22	27	32	30	33	28	26	34	16	22	22	33	39	41	55	45	46	48	49	34	48	53	56	48	56	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	3	2	2	1	1	1	2	1	2	1	1	2	2	1	3	2	1	1	1
