step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
10500	-590.876703460596559	-597.732191411555959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771173164007976	2	9	6	9	9	8	11	7	19	10	20	18	22	15	30	25	26	27	27	22	33	29	35	28	33	33	28	29	30	37	35	42	36	41	37	40	45	37	47	46	40	42	48	44	49	45	44	48	51	45	50	47	44	55	50	55	53	50	52	60	61	65	65	69	71	72	69	79	77	86	101	88	86	99	97	0	1	1	0	1	0	8	1	4	8	4	5	4	4	17	10	13	13	9	0	17	13	28	8	9	22	17	0	11	26	28	25	11	22	13	29	42	28	50	53	38	28	41	36	38	41	28	38	43	31	25	34	23	42	53	48	23	47	46	58	39	38	48	61	63	62	62	67	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	3	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	3	1	2	1	1	1	2	1	1	2	2	4	2	1	2	1	1	2	2	2	1	1	1	1	2
11000	-595.950082594174205	-602.805570545133605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678552292820685	4	11	8	7	7	10	9	9	15	12	21	18	16	22	29	23	28	27	26	27	26	32	34	35	35	24	31	31	34	39	36	40	32	37	45	38	48	35	43	39	38	42	51	47	44	46	48	50	54	48	51	51	47	53	52	59	59	50	54	56	57	67	62	70	70	68	79	79	84	84	95	86	92	102	96	0	5	1	0	1	0	5	1	4	1	4	1	4	11	11	10	13	13	13	0	11	18	28	12	19	13	21	0	17	26	23	22	15	21	27	29	38	28	38	31	23	38	47	36	28	41	31	39	43	23	44	34	31	50	37	37	23	45	46	58	50	61	61	63	61	47	66	47	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	1	1	2	3	1	2	1	1	2	2	3	1	2	1	1	2	1	1	2	2	2	1	1	2	1	2	2	1	1	2	4	1	1	2	2	1	1	1	1	2	2	5	2	1	1	1	1	1	2
11500	-604.770240109766291	-611.625728060725692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588076955404885	0	5	5	7	8	10	9	10	17	15	24	24	20	19	30	22	26	27	26	26	33	33	32	27	32	35	27	30	33	39	38	40	30	35	35	41	47	41	36	40	45	35	47	45	42	43	50	46	50	45	53	55	49	52	54	58	56	47	55	57	60	63	60	66	69	67	79	71	79	83	96	85	92	105	94	0	1	1	0	1	0	1	1	4	1	14	5	4	9	17	8	11	13	14	0	17	17	28	12	19	27	13	0	14	21	28	17	13	18	18	29	31	23	28	28	42	28	41	36	31	31	42	39	43	23	36	34	23	42	53	38	38	45	46	58	38	61	50	56	64	62	68	63	68	67	0	0	0	0	72	1	1	1	1	2	1	2	2	2	3	1	3	2	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	3	1	2	3	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	2	1	3	3	1	2	2	3	1	3	2	1	1	2	2	1	2	1	1	1	1	2
12000	-636.950777562539884	-643.806265513499284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561919406336112	-2	12	5	7	2	7	13	8	18	14	15	23	22	22	24	25	28	24	25	20	29	29	35	28	33	35	30	24	29	36	37	35	36	35	41	39	36	37	39	44	45	38	46	44	45	41	39	38	50	46	50	54	51	53	50	59	44	49	52	61	58	61	59	74	71	71	76	69	79	86	96	91	95	104	99	0	8	5	0	1	0	5	5	4	5	4	8	11	11	13	7	13	13	11	0	4	13	28	10	19	27	11	0	19	17	28	13	27	22	27	29	28	28	31	42	37	28	42	36	47	42	28	38	43	39	36	34	31	58	37	53	23	42	46	45	53	56	38	50	55	55	63	37	67	67	0	0	0	0	72	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	1	4	2	2	4	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	3	1	1	2	2	2	2	1	4	1	2	3	2	3	1	1	4	3	4	4	3	4	1	2	1	1	1	1	2
12500	-601.166780671621268	-608.022268622580668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665264030386835	3	10	8	3	5	11	11	8	20	16	22	21	14	17	26	24	28	20	23	26	24	33	35	30	28	35	30	30	33	37	37	39	26	38	45	40	45	39	36	46	44	40	50	45	44	46	39	47	50	45	51	53	50	44	51	57	56	49	56	53	52	61	64	70	68	73	72	80	85	85	99	93	92	102	99	0	1	1	0	1	0	5	1	14	8	13	8	4	4	9	8	21	13	14	0	14	33	28	2	19	15	15	0	19	27	28	22	21	27	27	25	28	28	28	23	28	28	41	36	28	47	28	38	42	39	44	34	38	38	31	37	53	54	46	58	50	37	23	62	62	53	63	67	67	67	0	0	0	0	72	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	2	4	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	3	5	2	1	4	1	2	2	3	1	1	1	1	2
13000	-595.543296342093527	-602.398784293052927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649963133748503	1	8	7	5	8	8	12	8	14	14	21	21	18	23	30	21	23	24	24	25	29	29	33	32	31	35	29	27	30	33	36	37	35	40	38	38	47	37	36	46	46	41	43	47	42	45	35	47	51	49	51	50	49	47	46	53	57	54	56	54	59	64	65	72	69	68	70	78	79	85	95	93	95	104	97	0	1	1	0	1	0	5	1	4	2	13	5	9	9	18	7	13	4	11	0	13	13	28	5	19	18	17	0	9	18	28	15	27	27	18	25	38	28	28	42	38	28	31	36	28	38	28	42	43	39	44	34	47	45	42	48	48	54	46	54	42	42	31	63	61	50	61	67	67	68	0	0	0	0	72	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	1	2	2	2	2	2	1	2	1	2	2	2	1	1	1	3	2	2	2	1	1	2	3	1	1	3	1	1	2	1	2	1	2	3	1	1	1	2	1	2	2	2	2	4	1	1	4	1	2	2	2	1	1	1	1	1
13500	-595.655796303997249	-602.511284254956649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644501286929953	2	7	5	5	4	10	13	8	18	16	22	25	20	23	35	21	26	28	25	22	30	33	34	30	31	27	33	28	33	32	33	38	36	40	42	37	42	36	43	43	44	40	46	43	40	46	41	40	55	50	49	51	47	47	51	53	57	50	55	56	55	68	62	65	67	71	73	80	82	88	95	87	89	102	96	0	1	5	0	1	0	1	1	4	5	13	10	4	9	21	10	13	13	14	0	17	17	28	12	19	13	21	0	19	26	28	30	21	33	27	29	28	28	38	38	38	28	47	36	31	41	28	38	43	42	36	34	28	45	38	42	37	54	46	58	55	55	55	37	61	55	62	67	67	67	0	0	0	0	72	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	2	1	2	1	1	3	2	2	2	2	2	1	1	3	1	1	1	1	2
14000	-573.572068933187666	-580.427556884147066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644963322570294	3	12	6	8	6	11	13	10	16	16	21	17	17	22	31	23	29	28	20	25	31	28	35	27	33	32	34	31	34	37	35	38	31	40	44	39	51	40	43	43	40	39	48	44	42	46	37	48	52	46	50	51	49	48	50	58	58	53	52	56	56	66	63	61	71	71	73	77	84	86	97	92	93	105	99	0	1	1	0	1	0	1	1	4	1	9	2	4	13	22	1	22	13	9	0	22	13	28	2	19	17	17	0	14	26	28	27	17	27	17	29	38	23	23	38	23	47	41	29	47	38	28	31	43	28	44	32	28	45	50	42	48	54	46	45	37	63	53	56	63	62	37	67	68	68	0	0	0	0	72	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	2	1	3	3	1	1	2	2	1	1	2	1	1	2	1	1	1	4	1	2	2	1	1	1	1	2
14500	-587.072489859420898	-593.927977810380298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616980400935830	2	8	9	9	7	12	10	7	19	13	24	20	21	21	33	19	31	25	23	28	30	33	34	31	27	31	31	25	31	38	37	37	39	39	37	35	50	40	46	44	46	42	45	45	46	48	40	47	49	51	53	53	50	55	51	60	58	48	56	51	62	65	59	69	66	75	78	74	81	84	98	92	87	103	99	0	1	1	0	1	0	8	1	4	2	14	8	9	9	13	10	13	13	14	0	13	13	28	16	19	13	13	0	9	26	28	21	21	32	15	29	38	31	31	47	47	38	38	36	47	42	28	38	43	39	44	34	31	45	23	38	39	45	46	58	55	37	50	63	56	62	68	56	53	67	0	0	0	0	72	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	4	4	1	1	2	1	1	2	1	2	1	2	2	2	4	2	1	1	1	1	1
15000	-605.129056438294697	-611.984544389254097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607155790371399	3	9	8	10	6	7	11	5	15	15	23	18	20	19	30	20	32	26	26	24	31	30	31	22	23	33	30	27	32	38	32	37	34	34	39	41	40	40	43	45	45	40	48	46	47	44	39	45	55	45	52	44	51	50	54	56	60	50	49	62	56	66	65	66	62	71	78	73	78	83	94	86	88	102	93	0	8	8	0	8	0	8	1	4	2	9	2	9	9	18	2	13	13	25	0	13	13	28	2	13	18	13	0	25	22	28	13	18	27	18	29	31	28	38	42	42	23	41	36	42	23	31	38	43	28	36	34	37	45	53	45	28	45	46	58	39	57	47	53	61	62	63	62	68	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	3	1	2	1	2	2	1	2	1	1	3	1	1	3	2	1	2	1	1	1	3	1	1	2	2	1	1	1	3	2	2	3	1	1	1	4	1	1	2	2	1	4	3	2	2	2	1	1	2	1	1	1	1	2
15500	-606.052433090481486	-612.907921041440886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704801598250162	2	10	6	8	7	6	10	9	18	17	19	23	20	22	34	16	29	25	26	22	26	28	34	32	34	34	25	28	32	39	32	40	38	40	45	31	44	40	42	47	41	37	48	48	47	49	45	46	53	49	51	50	38	46	50	59	58	51	53	61	58	63	52	73	59	75	78	79	83	87	96	90	96	102	98	0	1	1	0	1	0	1	1	4	5	4	16	9	11	21	5	13	13	14	0	13	13	28	10	19	27	13	0	19	21	28	22	26	22	22	19	23	31	31	38	53	31	41	29	42	39	31	23	43	39	36	34	31	53	47	23	55	37	46	58	47	38	50	62	38	61	66	62	67	69	0	0	0	0	72	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	1	2	1	2	3	1	2	2	2	1	1	1	2	2	2	2	3	2	1	2	3	2	2	1	1	3	1	1	1	2	2	3	1	2	2	3	1	3	2	1	1	1	1	1	2
16000	-609.803916978347843	-616.659404929307243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622370315141123	4	10	6	5	8	13	11	10	20	16	15	23	18	16	26	22	24	26	28	26	26	28	35	24	32	35	30	32	28	38	36	40	38	38	47	40	50	41	45	44	43	41	51	50	41	41	46	49	52	41	54	52	53	52	48	56	58	47	50	58	61	61	66	71	62	65	75	80	82	85	101	91	92	105	101	0	5	1	0	1	0	1	1	11	8	4	7	11	11	13	10	13	13	14	0	13	21	28	5	14	15	17	0	14	26	28	15	27	15	27	29	31	23	42	23	42	23	41	36	31	31	28	38	43	31	44	34	42	55	38	37	48	28	46	58	39	53	47	61	37	62	66	67	67	68	0	0	0	0	72	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	2	2	1	2	1	1	4	3	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	3	2	3	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2
16500	-603.553908327165459	-610.409396278124859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696600639144282	0	12	6	4	4	9	15	6	19	8	22	23	20	23	32	14	29	27	25	28	31	33	33	26	29	30	28	30	28	39	33	36	36	39	42	38	47	39	42	42	43	44	48	47	46	49	45	49	48	45	51	46	48	51	50	61	51	54	55	60	64	67	56	71	68	68	80	80	75	80	97	92	90	103	99	0	10	1	0	1	0	2	1	4	5	4	7	4	13	18	2	13	13	14	0	11	17	28	16	19	13	13	0	19	17	28	13	27	21	27	11	47	28	31	31	38	31	41	36	23	41	28	47	47	23	44	15	31	53	23	53	53	45	41	58	63	37	50	50	63	56	53	69	66	69	0	0	0	0	72	1	1	1	1	1	1	1	1	3	1	3	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	4	2	2	2	2	1	2	2	1	1	1	1	1	2	1	3	1	1	2	1	2	2	1	2	1	1	1	1	2	2	3	2	4	3	1	3	1	1	1	1	1	1	1	2
17000	-601.988732176527947	-608.844220127487347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681498251350215	1	8	7	7	5	9	10	9	21	15	21	24	20	19	34	22	25	26	23	26	33	28	31	27	33	31	34	27	33	39	35	36	36	41	46	33	51	37	48	41	41	36	52	46	45	46	43	44	55	48	53	51	52	50	39	59	54	56	56	53	55	64	60	72	72	67	70	79	85	87	93	93	92	102	99	0	5	1	0	1	0	1	1	4	8	4	16	4	4	22	8	13	17	14	0	22	17	28	5	19	22	17	0	19	26	23	21	27	17	34	14	55	23	31	42	42	28	41	29	38	42	38	23	43	38	44	34	48	45	31	50	38	60	46	54	50	53	50	56	63	56	63	63	62	69	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	3	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	1	3	1	3	3	2	2	1	1	2	2	3	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	3	2	3	1	1	2	2	1	1	1	1	1	2
17500	-574.798688013597939	-581.654175964557339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740914313384065	2	11	8	5	3	13	13	8	16	10	24	23	19	21	28	24	31	25	24	28	25	35	33	34	28	33	33	28	31	39	34	36	37	40	42	39	49	39	47	47	45	41	49	43	48	47	43	44	54	48	46	52	44	54	50	55	59	56	57	59	58	66	66	70	63	71	74	78	85	81	101	92	93	104	96	0	1	5	0	1	0	5	5	4	5	14	10	9	13	13	10	13	14	14	0	13	21	28	12	19	17	21	0	14	21	28	27	21	22	22	29	23	28	42	42	47	28	41	36	42	41	23	38	37	38	44	34	38	45	31	38	39	54	46	58	39	37	61	61	42	37	66	67	67	67	0	0	0	0	72	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	3	2	1	1	1	2	1	2	2	2	2	1	1	3	1	1	1	1	1	1
18000	-607.623845268631840	-614.479333219591240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618002142431293	1	8	7	-1	4	0	6	8	9	15	21	24	18	23	32	21	31	25	28	28	28	28	34	31	31	31	31	26	34	38	32	41	35	36	42	42	51	41	46	45	47	39	48	46	42	47	40	46	52	46	53	54	51	53	46	58	55	50	57	58	63	59	64	74	61	71	72	82	80	82	100	90	94	103	99	0	1	1	0	1	0	1	5	4	1	13	2	9	11	18	8	13	13	14	0	13	13	28	10	19	22	13	0	21	26	28	17	22	27	17	29	38	31	28	47	47	28	42	36	31	38	31	38	43	28	44	34	48	42	42	31	39	38	46	58	37	37	50	61	39	56	48	67	67	67	0	0	0	0	72	1	1	1	1	1	1	1	1	2	3	1	3	1	1	2	2	2	2	1	1	2	2	2	3	1	1	2	1	2	1	2	1	1	1	2	2	3	2	3	1	1	3	2	1	2	2	2	1	1	2	1	2	1	2	1	3	2	2	1	2	2	2	4	2	2	1	3	2	2	2	1	1	1	1	2
18500	-604.658574564405285	-611.514062515364685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595675817996227	1	10	7	9	3	6	8	10	18	15	22	24	21	22	24	19	33	18	25	25	30	33	32	32	34	30	31	28	32	35	31	39	38	41	46	39	49	37	45	45	38	44	48	40	48	41	42	48	51	42	52	49	48	51	47	56	59	54	53	61	60	68	59	67	73	70	72	77	82	85	97	90	85	99	97	0	1	5	0	1	0	1	5	4	2	4	2	18	9	13	10	13	4	11	0	13	9	28	16	14	13	13	0	14	26	28	15	17	32	33	25	28	28	28	38	31	28	47	25	50	41	23	38	41	38	36	34	28	45	38	55	50	54	46	58	31	53	37	61	66	43	62	67	67	69	0	0	0	0	72	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	2	1	1	2	3	1	2	2	2	1	1	2	1	1	2	1	1	2	1	4	2	3	1	1	2	3	1	1	1	2	2	3	1	1	2	3	1	2	1	3	1	2	2	5	3	1	1	1	3	1	2	2	1	1	1	1	1	1
19000	-608.067967399328950	-614.923455350288350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622989071844323	2	12	7	5	4	10	12	5	18	14	24	21	15	23	31	23	17	23	28	21	23	29	34	30	32	33	30	30	28	36	37	42	36	40	47	37	50	41	45	45	45	42	46	48	47	49	46	49	53	39	52	53	52	53	54	51	58	55	55	57	55	68	60	73	66	70	77	77	81	81	98	88	90	98	98	0	5	1	0	1	0	5	1	4	8	17	8	4	9	22	8	13	17	14	0	13	17	28	10	19	13	17	0	9	18	28	30	27	9	33	14	31	28	50	23	38	31	38	36	42	38	28	47	43	28	36	34	47	45	42	42	47	54	46	58	37	54	61	63	37	62	66	66	68	67	0	0	0	0	72	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	1	2	3	1	2	1	1	2	1	2	2	2	1	1	4	3	2	2	3	1	2	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	1	2	1	1	3	2	2	1	1	2	1	1	1	1	1	1	1	2
19500	-581.239373758850093	-588.094861709809493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737006883320069	2	9	7	4	5	11	12	7	17	16	24	25	21	23	30	21	28	20	26	26	25	29	33	33	33	33	32	27	30	40	37	40	39	33	46	37	52	42	46	45	45	44	51	43	48	38	45	44	54	49	50	52	52	54	54	61	58	53	55	59	63	66	62	68	71	70	67	81	83	86	97	87	88	91	93	0	5	1	0	1	0	2	1	4	1	9	16	4	9	21	2	21	9	13	0	18	21	28	16	19	22	15	0	19	27	28	22	27	21	22	29	47	28	31	23	38	28	41	36	39	23	31	38	43	47	44	35	48	45	31	55	55	47	46	45	50	63	55	61	63	53	56	67	68	68	0	0	0	0	72	1	1	1	1	1	1	2	1	2	3	1	1	3	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	3	1	2	3	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	2	1	2	1	1	3	2	2	1	2	1	1	1	1	2
20000	-588.846249157558304	-595.701737108517705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723840403545464	4	12	8	7	7	9	11	7	23	15	21	22	18	25	32	23	26	26	27	23	31	34	32	32	32	32	25	27	29	36	36	41	40	37	40	39	50	39	43	46	47	38	48	47	43	45	46	45	51	50	52	50	49	53	51	56	57	55	55	59	61	65	65	73	70	66	75	79	85	88	100	91	94	98	99	0	1	1	0	1	0	8	1	4	1	4	5	4	11	13	8	13	11	13	0	13	17	28	16	19	17	13	0	14	26	28	17	27	15	27	29	23	28	28	31	38	23	48	36	42	31	23	23	43	39	44	21	47	47	48	47	50	45	46	54	58	37	61	66	56	42	37	62	68	69	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	3	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	3	2	2	1	2	1	2	1	1	2	3	1	1	1	3	1	1	1	1	1	2	2	1	1	2	1	1	1	4	3	2	1	1	1	1	1	1	2
20500	-602.359662212571834	-609.215150163531234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627436140043809	-1	10	5	6	3	6	7	3	20	17	18	19	22	25	32	26	31	25	28	25	29	31	31	32	32	35	23	26	35	27	34	31	39	39	44	40	47	36	45	45	41	41	50	49	47	47	41	44	55	47	52	52	51	50	40	59	58	54	55	57	63	68	56	64	69	70	77	73	87	89	100	85	92	105	100	0	1	1	0	1	0	5	1	4	8	4	8	11	9	13	12	19	13	11	0	13	27	28	16	14	17	4	0	11	27	28	27	19	21	33	29	39	28	38	42	38	31	47	36	31	42	28	42	43	47	44	34	42	45	31	53	53	45	46	54	63	53	38	63	64	62	53	62	68	67	0	0	0	0	72	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	3	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	3	3	2	1	1	3	1	3	2	1	1	1	1	2
21000	-605.309382072148196	-612.164870023107596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624869886048986	-1	2	5	5	8	11	9	7	16	10	20	23	21	22	25	24	30	26	27	16	29	29	34	35	34	34	32	30	33	36	36	33	34	36	40	38	46	42	45	44	48	39	47	47	46	50	48	46	51	43	50	48	46	50	51	55	58	56	58	61	60	64	65	71	68	74	76	80	74	86	96	84	96	105	100	0	1	1	0	1	0	2	2	4	1	9	5	9	9	13	5	13	13	14	0	13	13	28	12	19	21	13	0	9	17	28	22	27	22	22	14	23	23	38	23	31	28	53	29	31	42	38	31	43	28	36	34	28	45	47	42	56	45	46	45	38	53	53	61	56	37	64	67	53	67	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	2	3	2	1	2	2	2	1	2	2	2	1	2	1	3	2	2	3	1	1	4	1	2	2	2	2	2	3	2	3	5	1	2	5	1	1	1	1	1	2
21500	-609.893867227834221	-616.749355178793621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660451624703955	2	12	5	8	5	6	14	5	22	17	15	24	22	20	27	19	18	29	24	23	31	30	35	34	34	34	28	29	35	39	35	28	37	36	39	41	52	38	49	42	40	41	49	48	46	47	48	47	50	44	53	46	43	49	51	56	51	55	53	52	62	64	54	73	73	71	78	79	76	84	93	86	94	97	99	0	5	1	0	1	0	8	1	4	2	4	10	17	11	17	5	11	17	14	0	32	17	28	12	19	22	17	0	19	26	28	17	27	21	27	14	53	28	50	38	31	31	41	36	42	53	28	42	41	31	44	34	28	45	42	38	38	60	46	54	63	56	50	61	61	53	53	69	62	68	0	0	0	0	72	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	3	1	1	3	2	1	2	4	1	2	1	1	1	1	1	2	2	1	3	1	1	1	2	2	2	1	1	2	3	1	2	1	2	1	1	2	2	4	4	1	2	1	1	1	1	1	2
22000	-585.824861388856107	-592.680349339815507	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619196180959686	1	8	6	7	7	9	13	8	15	16	20	24	18	23	34	21	28	25	28	23	26	30	31	30	31	26	32	24	34	29	32	37	33	37	40	36	49	40	40	45	45	40	45	44	46	38	46	47	52	46	53	49	52	55	54	57	52	51	55	55	59	65	66	67	68	68	66	76	84	88	96	87	94	107	97	0	1	1	0	1	0	2	1	4	2	9	2	4	9	21	2	26	13	14	0	13	21	28	8	19	13	18	0	25	26	28	17	17	13	21	29	47	28	28	42	39	28	31	36	42	31	42	31	43	39	44	34	38	58	53	39	48	45	46	58	42	37	39	53	61	56	56	67	68	69	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	2	3	1	2	1	1	1	1	2	2	1	4	2	1	1	2	2	2	1	2	2	1	2	1	1	3	1	1	2	2	2	1	1	3	1	1	3	1	4	2	4	2	3	2	1	1	2	1	1	1	1	1	2
