step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
38500	-67.717965147113716	-66.325144845293778	-1.392820301819941	0.000069734759860	0.000028963295576	0.415335130341266	0.709965488469686	1	2	3	3	4	4	5	6	7	8	8	9	10	11	10	11	11	14	0	0	2	2	3	4	5	5	7	9	5	10	10	15	12	0	12	17	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1
39000	-79.318917321125056	-77.900429570793122	-1.418487750331934	0.000077790219808	0.000028992775723	0.372704638121609	0.824541850178600	1	1	3	3	4	3	5	7	6	8	6	9	10	10	9	11	10	13	0	0	2	2	3	2	5	7	7	9	4	10	10	15	10	0	12	17	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1
39500	-73.385113625918592	-71.893300742648520	-1.491812883270077	0.000125825024775	0.000037811562708	0.300509082164177	0.786533445426276	-1	2	3	3	4	4	5	7	6	8	6	9	10	11	10	11	12	14	0	0	2	2	3	4	3	5	7	7	5	10	10	15	12	0	14	17	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2
40000	-62.599023845577427	-61.232749977787634	-1.366273867789794	0.000092093197170	0.000046057732331	0.500120896511189	0.922978833105360	0	2	3	3	4	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	2	3	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
40500	-68.591492194523894	-67.116730810612509	-1.474761383911392	0.000058466887582	0.000018343565550	0.313742809116449	0.889056167500723	1	2	3	3	4	4	5	7	7	8	8	9	9	11	10	11	13	14	0	0	2	2	3	4	5	7	3	9	8	10	10	10	12	0	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2
41000	-61.600225501082441	-60.237763859049075	-1.362461642033367	0.000075088734862	0.000039837541499	0.530539521977961	0.866607643617435	1	2	3	3	4	3	5	8	7	8	9	9	10	11	10	10	13	14	0	0	2	2	3	2	3	7	7	9	8	10	10	13	12	0	14	17	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1
41500	-75.840678842253197	-74.379683867181200	-1.460994975072004	0.000059255906716	0.000019295914014	0.325636971633972	0.890136082648621	1	2	3	3	4	4	4	8	6	7	9	7	9	11	10	11	11	13	0	0	2	2	3	4	3	7	7	9	8	9	10	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
42000	-91.254457077062725	-89.892029301255718	-1.362427775807000	0.000059082826738	0.000031369149141	0.530935144322318	0.529861431534079	1	1	3	3	4	4	5	8	7	6	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	9	5	3	5	9	10	12	12	0	13	10	1	1	2	2	1	1	1	1	1	3	4	1	2	2	1	1	2	5
42500	-92.284201947791772	-90.460146756758448	-1.824055191033326	0.000049777270730	0.000008515665941	0.171075388752070	0.493587929507800	1	1	3	3	2	4	5	6	4	7	7	8	8	11	10	11	13	14	0	0	5	2	2	4	9	3	5	9	4	10	10	10	12	0	12	17	1	1	1	2	1	1	1	2	2	3	4	1	1	3	2	1	3	1
43000	-70.025028534838000	-68.536285571898432	-1.488742962939567	0.000042389384257	0.000045450929697	1.072224343290562	0.886194739046490	-1	2	3	3	4	4	5	5	7	8	6	9	10	11	10	11	12	14	0	0	2	2	3	4	5	3	7	9	8	10	10	12	12	0	14	17	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2
43500	-72.334415979477058	-70.878968864589368	-1.455447114887688	0.000024778538291	0.000024318446027	0.981431823836397	0.789761245439944	1	1	3	3	4	4	2	8	7	8	9	9	9	11	10	11	12	14	0	0	7	2	4	4	2	9	5	9	8	10	10	15	12	0	12	17	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
44000	-72.266895720862365	-70.900332877599183	-1.366562843263182	0.000034388278393	0.000022399504949	0.651370350469564	0.846106660679764	1	1	3	3	3	4	2	6	7	8	9	9	9	11	10	10	12	13	0	0	7	2	7	4	2	5	8	9	8	10	10	12	12	0	12	17	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1
44500	-76.971859826466812	-75.419082117910122	-1.552777708556686	0.000040898782474	0.000050556284979	1.236131784894620	0.911556364069525	-2	1	3	3	4	4	2	6	7	8	7	9	10	11	10	11	13	14	0	0	7	7	3	2	2	3	5	9	8	10	10	12	12	0	14	17	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1
45000	-88.414637203693488	-86.965569101572029	-1.449068102121452	0.000075751773371	0.000025530011218	0.337021961093204	0.702159262262056	1	1	3	3	4	4	2	7	5	7	6	8	10	9	10	10	11	14	0	0	7	2	4	4	2	3	5	9	3	10	12	12	12	0	15	17	1	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	1	2
45500	-70.191243664665649	-68.709701447429126	-1.481542217236523	0.000052758688419	0.000016265507555	0.308300074216969	0.652327616244350	1	2	3	3	4	4	5	7	6	8	7	9	10	11	10	10	12	14	0	0	2	2	3	4	5	5	7	9	3	10	10	15	12	0	15	17	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	1
46000	-69.951616279393605	-68.510798594599748	-1.440817684793855	0.000077224086411	0.000026689131155	0.345606304913669	0.832524532980205	1	2	3	3	4	4	5	7	7	8	9	9	10	11	10	11	12	13	0	0	2	2	3	3	5	4	7	8	8	10	10	15	12	0	12	14	1	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	3	1
46500	-72.928106759205789	-71.458491162701478	-1.469615596504307	0.000099510935375	0.000031649315967	0.318048622976523	0.727986471996923	1	2	3	3	4	4	5	7	6	7	9	9	10	11	10	8	13	14	0	0	2	2	3	4	5	7	7	5	7	10	12	15	12	0	14	17	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1
47000	-72.331227684101862	-70.921387769708261	-1.409839914393596	0.000052810577621	0.000044502913712	0.842689395141493	0.634599361436578	1	2	3	3	4	4	5	8	5	8	9	9	10	11	10	8	12	14	0	0	2	2	3	2	5	5	3	9	8	10	10	12	12	0	14	17	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2
47500	-65.989550491729688	-64.615797511127340	-1.373752980602352	0.000041589588671	0.000028970907724	0.696590388357929	0.933386536676362	1	2	3	3	4	4	4	7	6	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	3	3	7	9	8	10	12	12	12	0	15	17	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
48000	-71.839535872527634	-70.467420426759404	-1.372115445768229	0.000054803149891	0.000025879984416	0.472235345360836	0.849480643913292	0	2	3	3	4	4	5	8	6	8	9	9	10	11	10	10	13	11	0	0	2	2	3	2	6	7	7	9	8	10	10	12	12	0	14	15	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	1
48500	-81.824166770603867	-80.236110261548106	-1.588056509055757	0.000095974584070	0.000023545227347	0.245327735202191	0.604373636287523	0	2	3	3	4	4	5	7	7	8	9	8	10	11	10	11	13	14	0	0	2	2	3	4	3	7	2	5	9	9	12	12	12	0	14	17	1	1	1	1	1	1	1	2	3	4	2	1	2	2	2	1	2	1
49000	-84.703005819831944	-83.250908916440565	-1.452096903391372	0.000052700548524	0.000017603227592	0.334023612375919	0.586525720143538	1	2	3	3	4	3	5	7	7	6	9	9	9	11	10	11	13	14	0	0	2	2	3	2	3	5	7	3	8	10	9	15	12	0	15	12	1	1	1	1	1	1	1	3	2	1	1	3	2	1	1	1	2	3
49500	-74.034471981414129	-72.512027159586580	-1.522444821827543	0.000063318941335	0.000017725831632	0.279945167405337	0.704208043234947	0	2	3	3	4	4	5	6	7	8	9	9	10	10	10	11	11	14	0	0	2	2	3	4	3	3	7	9	4	10	12	12	12	0	12	17	1	1	1	1	1	1	2	2	1	1	4	1	1	1	1	1	2	3
50000	-60.479536182478022	-58.979032889667913	-1.500503292810112	0.000065986518427	0.000072792369031	1.103140016571819	0.910336988518559	1	2	3	3	4	3	5	7	7	8	8	9	10	11	10	10	13	14	0	0	2	2	3	2	5	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-60.246626941510456	-58.788776761099086	-1.457850180411373	0.000060045113500	0.000059335953061	0.988189539536953	0.935186344920821	1	2	3	3	4	4	5	6	7	8	7	9	10	11	10	11	13	14	0	0	2	2	3	4	5	5	7	9	8	10	12	15	12	0	14	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
51000	-72.067747754384413	-70.565892381928563	-1.501855372455843	0.000069297312587	0.000020329141709	0.293361184578862	0.735563362005650	1	2	3	3	4	3	5	8	6	7	9	9	10	11	9	11	13	14	0	0	2	2	3	2	5	4	5	9	8	10	10	15	10	0	13	17	1	1	1	1	1	1	1	3	2	1	1	2	2	2	1	1	1	1
51500	-73.829007201857365	-72.466916132416301	-1.362091069441061	0.000046171816486	0.000024708451678	0.535141425198223	0.776984365916008	1	1	2	3	4	4	5	6	7	8	9	8	10	11	9	11	13	14	0	0	2	2	4	4	4	5	5	9	8	9	15	15	12	0	14	17	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1
52000	-63.924902471875654	-62.507681181566234	-1.417221290309420	0.000048275653844	0.000018077103868	0.374455909515127	0.829412003957699	1	1	3	2	4	3	5	7	7	8	9	9	10	11	10	11	13	14	0	0	4	2	3	4	5	7	7	9	8	10	10	12	12	0	14	17	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1
52500	-77.953149969829752	-76.548830127309785	-1.404319842519965	0.000055987595264	0.000022064831517	0.394102147325601	0.724284546623361	1	2	3	3	4	4	4	8	6	7	9	8	9	11	10	11	13	13	0	0	2	2	3	4	3	5	7	7	8	10	10	15	12	0	14	15	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3
53000	-69.266278100286542	-67.671849218976348	-1.594428881310191	0.000026405768628	0.000035356314752	1.338961771931447	0.738049312692814	-1	2	3	3	4	4	5	7	7	8	8	9	10	11	10	11	13	14	0	0	2	2	3	4	3	7	7	9	9	10	10	15	12	0	14	17	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1
53500	-75.201980198391709	-73.829226499876967	-1.372753698514745	0.000071282667947	0.000033486338673	0.469768313078599	0.609985176478856	0	1	3	3	2	4	5	6	7	8	8	9	9	11	10	11	13	14	0	0	5	2	2	3	3	3	8	9	7	10	10	12	12	0	15	17	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	3	1
54000	-87.321763940935099	-85.922867513752976	-1.398896427182116	0.000069713358232	0.000028134571230	0.403575038467330	0.565916779705369	1	1	3	2	2	3	5	7	7	8	9	9	10	11	10	10	12	14	0	0	5	2	2	4	6	7	7	7	4	10	10	13	12	0	10	17	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	2	2
54500	-63.895459081851563	-62.496639465521724	-1.398819616329839	0.000062610062603	0.000025276657189	0.403715571232546	0.989233116762849	-1	1	3	2	4	3	5	6	7	8	7	9	10	11	10	11	12	14	0	0	4	2	3	4	5	7	8	9	8	10	10	12	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-65.873026731717417	-64.205467368523841	-1.667559363193575	0.000096980583529	0.000020758774814	0.214050834284839	0.903105206630406	1	2	3	3	4	4	5	8	6	7	7	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	5	9	9	10	12	15	12	0	14	17	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
55500	-66.983301105380221	-65.247816112775226	-1.735484992604992	0.000084090100445	0.000016238065263	0.193103173589936	0.739434541206215	1	2	3	3	4	4	5	8	7	8	9	9	10	11	10	11	11	13	0	0	2	2	3	2	5	5	7	9	7	10	12	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
56000	-79.456214519999207	-77.557980000275222	-1.898234519723983	0.000112969725464	0.000017614279567	0.155920353836381	0.794840528140946	1	2	3	3	4	3	5	7	6	7	9	9	10	11	9	11	12	14	0	0	2	2	3	2	3	5	7	9	7	10	12	12	10	0	12	14	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2
56500	-80.144482126141796	-78.707026085781337	-1.437456040360456	0.000058358720771	0.000054241426766	0.929448522001903	0.708005932278112	1	2	3	3	4	4	5	5	7	8	9	9	10	11	10	11	11	12	0	0	2	2	3	2	3	5	5	8	8	10	10	12	12	0	13	17	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1
57000	-68.395338075525473	-66.977471917010831	-1.417866158514639	0.000054297895145	0.000047188969459	0.869075483188973	0.778123373124885	1	2	3	3	4	4	5	8	6	8	9	9	10	11	10	10	13	14	0	0	2	2	3	2	3	3	3	9	8	10	10	12	12	0	15	17	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1
57500	-84.970291792251032	-83.474539426171503	-1.495752366079524	0.000122022802923	0.000036320440600	0.297652895441263	0.771971165186474	1	1	3	2	4	3	5	8	7	8	9	9	10	10	10	10	12	11	0	0	4	2	3	2	3	5	7	6	8	10	10	10	12	0	13	15	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	1
58000	-64.551624334492743	-63.111141899809098	-1.440482434683646	0.000108381905754	0.000037496777886	0.345968984625794	0.752860023798291	1	2	3	3	4	4	5	7	7	8	8	9	10	11	10	11	13	14	0	0	2	2	3	2	5	2	7	8	8	10	10	15	12	0	15	17	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
58500	-76.305698030483541	-74.795299960236264	-1.510398070247271	0.000082884990124	0.000023838263598	0.287606520340987	0.643932564386922	1	2	3	3	4	4	5	8	7	7	9	9	10	11	10	11	12	13	0	0	2	2	3	2	6	5	3	7	3	10	12	15	12	0	14	17	1	1	1	1	1	1	1	1	2	2	3	2	1	1	1	1	1	1
59000	-62.832182580838143	-61.470156851744818	-1.362025729093328	0.000066078444042	0.000035419684186	0.536024791430069	0.853517817866818	1	2	3	3	4	4	5	7	7	8	8	9	9	11	10	11	12	13	0	0	2	2	3	4	3	5	7	9	8	10	10	15	12	0	12	17	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1
59500	-77.848885615187996	-76.465032704431962	-1.383852910756034	0.000050197511344	0.000021872911802	0.435736976122997	0.675437443227909	1	1	3	2	4	3	5	7	6	8	9	9	10	11	10	8	11	14	0	0	4	2	3	4	5	7	3	9	7	10	10	12	12	0	12	17	1	1	1	1	1	1	1	1	3	1	3	1	2	1	1	1	2	2
60000	-71.523687858448994	-70.123447800894851	-1.400240057554139	0.000031883346643	0.000025803523375	0.809310379604171	0.963657908838873	1	2	3	3	4	4	5	6	7	8	7	9	9	11	10	11	13	12	0	0	2	2	3	2	3	7	8	9	7	10	10	12	12	0	14	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
60500	-78.581718069632799	-76.963494019092664	-1.618224050540139	0.000053372413206	0.000074563384693	1.397039785429098	0.740223407361373	1	2	3	3	4	4	5	7	7	7	8	9	10	11	10	11	13	14	0	0	2	2	3	4	3	7	7	5	7	9	10	15	12	0	15	17	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1
61000	-67.861971817543150	-66.496290204693693	-1.365681612849462	0.000064235899622	0.000032361113537	0.503785480206286	0.754884997800221	1	2	3	3	4	4	5	5	7	8	9	9	9	11	10	11	12	14	0	0	2	2	3	4	3	5	5	9	9	10	10	12	12	0	15	17	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	2
61500	-76.691321415255445	-75.056487332380186	-1.634834082875251	0.000034329859702	0.000007753732731	0.225859726745003	0.621899069062780	0	2	3	3	4	4	4	8	5	7	9	8	9	10	9	11	13	14	0	0	2	2	3	2	3	5	3	9	8	10	12	12	12	0	14	17	1	1	1	1	1	2	1	3	2	2	1	1	1	2	1	1	3	1
62000	-67.479950970227605	-66.023064688019559	-1.456886282208046	0.000037684781018	0.000037137731451	0.985483541302318	0.871250866356405	1	2	3	3	4	4	5	6	6	7	8	9	8	11	10	11	13	14	0	0	2	2	3	2	4	7	7	9	8	13	10	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-66.228758958215948	-64.778738227623009	-1.450020730592934	0.000051088924344	0.000017169482411	0.336070540368461	0.757040140807931	1	1	3	3	4	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	4	5	9	8	10	10	12	12	0	15	17	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1
63000	-60.107908481857855	-58.740728510685074	-1.367179971172779	0.000055337393694	0.000027387986662	0.494927296590065	0.745100200333125	1	2	3	3	4	4	5	8	6	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	3	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1
63500	-68.760101400111594	-66.767076442118210	-1.993024957993378	0.000060917134954	0.000008511797478	0.139727475440076	0.763709672751644	-1	2	3	3	4	4	5	8	6	8	8	9	10	11	10	11	13	14	0	0	2	2	3	4	3	3	7	9	7	10	10	15	12	0	15	17	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1
64000	-66.768287723739675	-65.399988564132400	-1.368299159607281	0.000038381874115	0.000025478679916	0.663820631579991	0.981145092572645	1	2	3	3	4	3	5	6	5	8	6	9	7	11	10	11	13	14	0	0	2	2	3	2	5	7	5	13	7	10	9	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
64500	-57.884378895135967	-56.456487472453475	-1.427891422682492	0.000055955671662	0.000020171729407	0.360494813260563	0.770005870490791	0	2	3	3	4	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1
65000	-67.246903672038258	-65.874057841698644	-1.372845830339611	0.000078713408653	0.000036949550085	0.469418752380872	0.902616992025370	0	2	3	3	4	4	4	5	7	8	8	9	10	11	10	11	13	14	0	0	2	2	3	2	3	5	8	9	8	10	10	15	12	0	12	17	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1
65500	-62.444250485840115	-61.081514576926637	-1.362735908913482	0.000079049951716	0.000048652959475	0.615471084028232	0.883093259921276	1	2	3	3	4	4	5	6	7	8	7	9	10	11	10	10	13	14	0	0	2	2	3	4	3	7	8	9	8	10	10	13	12	0	14	17	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
66000	-64.409823322206108	-63.032034227940883	-1.377789094265226	0.000079395896364	0.000035936363407	0.452622428271876	0.836068351690512	1	2	3	3	4	4	5	7	6	8	9	9	10	11	10	11	12	14	0	0	2	2	3	2	5	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2
66500	-78.693255665152606	-77.322204136173781	-1.371051528978832	0.000059228700825	0.000028224783313	0.476538956961512	0.635870747518636	1	0	3	2	4	4	5	7	6	8	9	9	10	11	10	11	12	13	0	0	4	2	3	4	5	5	7	9	7	10	12	15	12	0	12	15	1	1	1	2	1	2	1	3	1	2	3	1	1	1	1	1	2	3
67000	-71.690682965754462	-70.143512794514209	-1.547170171240260	0.000086686429247	0.000023027916317	0.265646151501333	0.651289023265208	-1	2	3	3	4	4	5	7	7	8	9	9	10	11	10	11	12	14	0	0	2	2	3	4	5	5	5	9	8	10	10	15	12	0	15	12	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	5
67500	-84.522741183159837	-83.146753906095839	-1.375987277064005	0.000075447724204	0.000034581420123	0.458349413293744	0.656249803748064	1	2	3	3	4	3	5	8	6	8	9	9	10	11	10	10	13	14	0	0	2	2	3	2	5	3	7	9	7	10	7	15	12	0	9	17	1	1	1	1	1	1	1	2	1	2	2	1	4	1	1	1	4	1
68000	-62.349513971567220	-60.825925925539849	-1.523588046027370	0.000064893030743	0.000018120965463	0.279243629945633	0.922915406307589	-1	2	3	3	4	4	5	8	7	8	8	9	10	11	10	11	13	14	0	0	2	2	3	2	5	7	7	9	7	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
68500	-76.940640896639778	-75.546798569708272	-1.393842326931511	0.000055217024786	0.000043377981430	0.785590705003526	0.854818289240847	1	2	3	3	4	4	5	7	7	8	9	9	10	10	9	11	11	12	0	0	2	2	3	2	5	7	7	9	8	9	15	15	9	0	13	17	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1
69000	-65.441585868272497	-64.063902451862376	-1.377683416410128	0.000067722788439	0.000030674882700	0.452947721246020	0.761147805622628	1	2	3	3	4	4	5	6	7	8	9	9	9	10	10	11	13	14	0	0	2	2	3	2	3	7	5	9	8	10	10	12	12	0	12	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
69500	-86.340216361020140	-84.773711147334993	-1.566505213685151	0.000069614461016	0.000017792353784	0.255584163465176	0.794352451678911	-2	2	3	3	4	3	5	8	7	8	7	9	10	11	10	11	12	13	0	0	2	2	3	2	3	9	5	3	3	10	10	15	12	0	12	14	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	3	2
70000	-74.104292791976107	-72.741076034108019	-1.363216757868088	0.000046811379812	0.000024466400318	0.522659242602525	0.807635521204551	1	1	3	2	4	4	5	8	5	7	9	8	10	11	10	10	13	14	0	0	4	2	3	4	5	7	5	9	8	10	10	12	12	0	15	17	1	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	2	1
70500	-59.060715221022221	-57.650652113911484	-1.410063107110735	0.000054051321019	0.000045589036685	0.843439823957222	0.787755898199740	-1	2	3	3	4	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
71000	-66.580437157580135	-65.209565680717859	-1.370871476862272	0.000053334246972	0.000025456067460	0.477293088497247	0.776006133694872	0	2	3	3	4	4	5	6	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	7	9	4	10	10	15	12	0	13	17	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1
71500	-66.043799785146547	-64.595728443006763	-1.448071342139791	0.000088292504190	0.000029845151425	0.338025879989383	0.986167613273733	1	2	3	3	4	4	5	5	7	8	9	9	10	11	10	10	13	14	0	0	2	2	3	4	5	5	7	9	7	10	10	12	12	0	15	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
72000	-63.749148745901827	-62.290524962968924	-1.458623782932902	0.000053928181144	0.000053408148532	0.990356941387388	0.749889683165506	1	2	3	3	4	4	5	7	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	3	9	7	10	10	15	12	0	14	17	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1
72500	-87.451573248126138	-86.086235124050418	-1.365338124075714	0.000048086378236	0.000030850837701	0.641571248079138	0.613342386144176	-1	1	3	2	4	4	5	7	7	7	9	9	10	11	8	11	13	13	0	0	4	2	3	2	3	3	5	7	8	15	9	12	10	0	12	14	1	1	1	1	1	2	2	1	3	2	2	1	3	2	1	1	3	2
73000	-77.968150609194652	-76.382764545076938	-1.585386064117708	0.000051043630826	0.000067213541840	1.316786066204454	0.653850085287630	1	1	2	3	4	4	5	8	6	7	9	9	10	11	8	10	12	14	0	0	2	2	3	4	5	7	5	9	8	15	15	15	10	0	14	17	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1
73500	-83.613994675244186	-82.249184242588314	-1.364810432655877	0.000045495137606	0.000023187308003	0.509665630732216	0.927466169298152	0	1	3	2	4	4	5	6	4	7	6	9	9	11	8	11	12	14	0	0	4	2	3	2	5	7	3	9	4	15	10	12	10	0	14	17	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
74000	-76.018354437431455	-74.603292850509533	-1.415061586921924	0.000092656459791	0.000034978540269	0.377507842924330	0.737870273444348	1	2	3	3	4	4	5	6	6	8	8	9	10	11	7	11	10	14	0	0	2	2	3	4	5	7	7	15	7	15	10	15	9	0	12	12	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3
74500	-69.118082906546803	-67.667587684200910	-1.450495222345891	0.000085258996906	0.000028612880409	0.335599543126931	0.895393649662258	1	2	3	3	4	4	5	7	5	7	6	9	8	11	8	11	13	14	0	0	2	2	3	4	5	7	5	9	5	15	10	12	10	0	14	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
75000	-69.348235748148284	-67.980221948554544	-1.368013799593742	0.000065799603602	0.000043550588873	0.661867040058237	0.754474742720329	1	2	3	3	4	4	5	7	6	7	6	9	10	11	10	11	12	14	0	0	2	2	3	2	5	7	7	9	5	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2
75500	-61.559643982828952	-60.198808343974278	-1.360835638854676	0.000046119632197	0.000026190741198	0.567887035319130	0.904575475054137	1	2	3	3	4	4	5	7	7	8	9	9	10	11	10	10	13	14	0	0	2	2	3	2	5	3	7	9	8	10	10	15	12	0	15	17	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
76000	-61.494857755202233	-60.080995026711626	-1.413862728490603	0.000040302965022	0.000034501858448	0.856062536084597	0.917366559404436	1	2	3	3	4	4	5	6	7	8	9	9	9	11	10	11	13	14	0	0	2	2	3	4	3	7	5	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
76500	-65.812855306044952	-64.452008784400874	-1.360846521644074	0.000070207316607	0.000040272521046	0.573622850041569	0.675393262280611	0	2	3	3	4	3	5	6	7	8	7	9	10	11	10	11	13	14	0	0	2	2	3	2	5	7	8	9	8	10	10	12	12	0	13	17	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1
77000	-79.887517743645390	-78.454988682723112	-1.432529060922285	0.000071153785355	0.000025254417745	0.354927255370710	0.673313822700939	0	2	3	3	4	4	5	8	7	8	8	9	10	11	10	11	13	14	0	0	2	2	3	2	3	4	7	9	3	10	10	12	9	0	12	14	1	1	1	1	1	1	2	4	1	1	3	1	2	2	3	1	2	2
77500	-69.393144778750809	-68.032311520979860	-1.360833257770947	0.000060807341155	0.000034713383779	0.570874883185920	0.712548652243534	1	2	3	3	4	4	5	7	6	8	8	9	9	10	10	11	13	13	0	0	2	2	3	2	5	2	7	8	8	10	10	12	12	0	14	14	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2
78000	-60.516029712578984	-58.807630191238580	-1.708399521340402	0.000095271013513	0.000019144993474	0.200952973713127	0.889780642090899	1	2	3	3	4	4	5	8	7	8	9	9	9	11	10	11	13	12	0	0	2	2	3	4	5	9	7	9	8	10	10	15	12	0	12	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
