step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40
20500	-210.548734244703780	-217.404222195663152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816260008375434	0	3	3	3	7	5	6	5	8	7	8	9	8	10	9	11	11	10	10	10	11	12	13	15	14	15	15	14	15	15	14	13	16	18	17	17	18	16	18	17	0	1	1	1	6	3	2	2	10	7	4	13	2	13	10	15	20	15	13	9	18	12	11	22	21	25	10	22	21	21	16	9	26	33	33	38	38	30	35	38	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1
21000	-189.191044493899113	-196.046532444858485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847911678959291	0	2	4	2	7	6	6	6	8	8	8	10	9	11	10	12	12	11	10	10	10	12	12	16	14	15	14	13	14	14	15	14	15	18	18	17	16	17	18	20	0	1	4	1	7	4	3	4	8	7	6	13	5	13	10	15	20	5	13	9	5	14	21	26	28	15	16	14	23	16	18	15	22	36	36	29	32	23	36	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1
21500	-218.808781869742262	-225.664269820701634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745094505181592	0	2	4	4	7	7	6	5	7	8	8	10	9	10	9	13	12	9	10	10	10	12	13	16	13	16	13	13	14	14	15	15	15	18	18	16	18	17	18	17	0	1	2	1	8	2	4	4	3	7	2	13	5	13	9	17	5	10	13	9	15	14	11	17	9	16	5	14	15	5	27	20	22	38	29	29	29	17	40	29	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	2	2	2	1	3	1	2	4	1	2	1	1	1	1	2	1	1	2
22000	-212.137357394217872	-218.992845345177244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720977719483721	-1	1	5	3	6	5	6	5	8	8	9	9	7	9	9	12	11	11	10	10	10	12	12	15	15	15	15	14	14	14	15	14	15	18	18	17	17	19	18	20	0	1	4	1	4	4	3	4	6	7	9	13	4	9	10	7	11	10	13	9	15	14	19	14	23	18	16	14	18	18	29	16	22	25	16	30	25	34	30	36	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	4	2	2	1	2	2	2	1	1	1	3	3	1	1	1	3	1
22500	-173.462361454393374	-180.317849405352746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.920931041907808	0	2	4	4	6	6	6	6	7	8	8	10	9	10	11	12	12	12	10	10	11	12	12	15	12	14	12	14	14	14	14	14	15	18	17	16	16	18	18	20	0	1	2	2	4	4	3	4	8	4	5	13	9	13	20	21	20	12	13	10	20	14	20	28	21	10	15	22	16	21	23	17	21	36	31	30	29	35	36	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1
23000	-189.717831452050547	-196.573319403009918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670868897307580	0	2	5	4	6	6	6	7	8	7	8	10	8	10	10	13	12	11	10	10	10	12	12	14	13	15	14	13	14	15	13	14	15	17	18	17	16	18	18	20	0	1	4	2	4	2	4	7	10	3	4	13	5	13	9	10	14	21	13	9	10	14	21	13	20	16	15	22	15	29	10	18	28	24	34	30	32	30	16	30	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	3	1	1	1	1	1	1	2	3	1
23500	-212.990713559537909	-219.846201510497281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582410805768262	-1	1	4	5	6	5	6	5	7	8	9	10	9	8	11	12	12	11	10	11	10	9	13	14	14	15	15	12	14	13	14	14	15	17	18	17	18	18	18	19	0	1	1	2	2	2	3	3	8	7	5	14	14	4	10	9	19	13	13	10	10	14	15	13	30	10	10	22	21	21	15	18	28	29	29	30	29	36	29	16	1	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1	1	1	2	2	2	1	2	4
24000	-204.658280954972867	-211.513768905932238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814454240294341	1	3	4	2	6	6	6	6	7	8	8	8	9	10	11	12	13	11	10	11	10	11	12	16	15	14	13	13	13	13	13	15	15	18	16	17	18	17	15	19	0	4	4	1	2	4	3	3	6	8	5	5	12	13	10	21	22	12	13	10	10	13	5	17	19	20	10	22	23	8	15	27	15	39	29	30	33	35	29	33	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	3	2	1	1	2	1	1	1	2	2	1	1	1	1	2
24500	-179.671216561397245	-186.526704512356616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869189058069582	1	3	5	4	6	5	6	7	7	8	9	10	8	10	10	12	12	11	10	10	10	11	12	14	14	14	15	12	14	15	15	12	13	18	17	17	18	19	18	17	0	1	4	2	2	4	3	3	4	7	5	4	5	13	10	21	20	11	13	5	10	14	21	19	21	32	32	22	32	29	16	21	22	36	25	30	26	40	30	30	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
25000	-190.400934170631416	-197.256422121590788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750874702892161	0	2	5	4	6	5	7	6	7	7	8	8	9	10	11	12	11	10	10	10	10	12	12	14	13	16	14	13	12	15	14	14	15	16	18	18	16	18	18	20	0	1	2	1	2	4	3	3	6	2	5	4	12	12	10	15	9	5	5	10	10	17	14	23	21	33	25	23	21	29	29	21	25	32	34	33	27	30	30	38	1	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
25500	-214.323242773550618	-221.178730724509990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585626317594171	1	2	3	4	6	7	6	4	6	8	8	8	9	10	9	12	12	10	10	11	9	11	13	15	12	14	14	13	15	14	15	15	16	18	18	17	17	19	19	20	0	1	1	2	4	4	8	2	8	9	4	5	12	5	10	2	22	10	13	15	3	13	17	19	12	20	21	14	16	5	15	27	24	29	33	29	28	36	30	30	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	4	1	1	1	1	3	1	1	3	2	1	2	2	2	3	2	1	1	2	1	1	2	1	2	4
26000	-214.422452360513006	-221.277940311472378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681950028511974	1	3	4	5	7	6	7	6	6	8	8	9	9	9	10	13	12	11	11	10	9	12	12	13	14	15	15	14	13	14	15	14	15	18	18	17	18	18	17	18	0	1	1	1	6	3	4	3	4	5	9	9	9	9	10	15	20	14	13	10	5	18	11	13	23	18	25	22	10	29	29	4	28	29	29	30	32	30	29	36	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	4	2	2	1	1	1	1
26500	-195.617947011189187	-202.473434962148559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681767508019675	1	2	5	4	5	7	7	6	8	8	8	7	8	9	9	12	11	11	10	10	11	10	12	15	12	16	13	13	14	15	14	13	15	18	19	18	17	17	17	18	0	1	2	2	2	4	8	3	8	8	5	5	12	12	10	15	14	22	13	9	15	13	19	23	14	20	20	14	25	20	21	21	29	31	33	30	33	30	30	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	2	1	1	1	1	1	2	1	1	1	1	1	1
27000	-188.006799014435956	-194.862286965395327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688201880197281	-1	2	4	4	7	6	7	6	7	7	8	7	10	9	10	12	13	11	10	10	10	11	13	14	15	15	14	13	15	14	15	14	16	18	18	18	16	18	19	20	0	1	2	2	3	4	3	3	3	8	9	4	14	12	10	21	5	14	14	10	10	14	18	19	20	20	15	22	30	5	16	15	30	37	30	30	17	30	38	38	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	4	1	1	2	1	1	1	3	2	2	1	1	1	2	1	2	1	1	2	2	2	2	1	1
27500	-204.522285753542661	-211.377773704502033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649483119828821	1	3	4	4	5	6	6	6	6	8	7	8	9	10	9	11	13	12	10	11	10	11	12	15	14	15	15	13	14	14	14	14	15	18	19	16	16	19	17	19	0	1	2	1	3	2	3	3	4	7	4	5	12	13	10	9	21	22	13	9	15	14	22	18	16	20	25	22	10	9	7	16	30	21	36	30	24	34	30	30	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	2	3	3	2	1	4	1	1	1	1	1	3
28000	-202.421635461729892	-209.277123412689264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908914028092748	1	2	4	3	6	5	7	5	7	7	9	10	9	8	10	12	12	11	11	10	10	10	11	16	14	13	13	11	14	15	14	14	15	16	17	18	18	17	17	18	0	1	4	2	2	4	5	3	8	5	9	14	14	5	9	15	11	13	22	10	10	14	11	33	19	20	20	14	27	29	15	27	19	31	25	38	16	34	30	38	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
28500	-200.198631850987283	-207.054119801946655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628095545866895	-1	3	5	4	6	6	7	6	8	7	9	10	10	9	10	10	13	10	11	11	10	11	13	15	14	15	14	14	13	14	13	13	16	18	17	16	16	17	19	19	0	1	2	1	3	4	3	3	5	5	4	14	14	4	7	10	21	9	13	16	10	14	19	19	17	20	32	22	16	29	9	15	25	37	10	31	19	30	35	29	1	2	1	2	1	1	1	1	1	1	3	1	1	2	3	2	1	1	1	1	2	1	1	2	1	3	1	2	1	1	2	2	1	1	5	1	2	1	1	2
29000	-215.841922270523924	-222.697410221483295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830148065201052	1	2	3	5	6	6	5	5	7	7	8	10	9	8	11	12	13	12	11	10	9	11	12	14	14	15	14	13	14	14	14	14	14	18	17	16	17	17	17	19	0	1	1	3	8	7	2	3	7	4	4	14	14	4	5	10	13	14	13	21	5	14	14	13	18	23	15	18	21	16	16	16	28	35	16	30	26	17	30	29	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	3	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	2
29500	-200.388754394694530	-207.244242345653902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717772256345530	0	2	4	5	7	7	6	5	8	8	7	8	9	10	10	13	12	10	11	10	10	11	11	15	15	15	13	13	14	14	12	13	14	18	18	17	16	19	19	18	0	1	2	2	7	4	3	2	3	4	4	4	12	13	10	10	10	5	13	10	10	14	10	13	8	33	5	22	20	21	15	15	31	24	29	30	24	30	35	30	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	5	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2
30000	-209.502635956009101	-216.358123906968473	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836658046188974	-1	2	4	4	6	6	6	5	8	8	8	10	9	11	10	11	12	10	10	11	9	11	12	13	14	15	15	13	14	15	15	14	16	17	19	17	17	19	18	17	0	1	1	2	3	4	8	4	7	5	5	9	6	18	21	21	19	5	13	5	10	13	20	13	23	20	16	22	24	16	29	23	17	27	34	30	24	40	25	30	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1
30500	-227.108795553881805	-233.964283504841177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595888601084555	0	3	4	3	7	6	6	7	7	8	8	9	8	10	11	11	12	11	10	10	8	11	12	15	14	15	14	13	14	14	15	12	13	17	16	17	17	19	19	18	0	1	4	1	2	4	3	7	3	8	2	13	4	13	21	21	18	19	13	10	9	14	16	25	20	10	32	22	16	32	32	20	20	33	32	25	28	35	36	29	1	2	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	4	1	1	1	2	2	1	1	2	2	2	2	2	1	3
31000	-179.293918859935047	-186.149406810894419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.876972816434862	0	2	5	4	6	7	6	6	7	8	9	7	9	8	10	12	12	11	11	10	10	10	12	14	15	15	14	11	13	14	13	15	16	18	19	17	17	17	18	19	0	1	4	1	1	4	3	3	7	7	12	5	12	12	10	20	20	12	13	10	10	14	28	22	31	29	17	22	9	29	21	27	30	38	34	30	26	33	30	38	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1
31500	-209.143868644827222	-215.999356595786594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687454806442980	0	3	4	5	5	6	6	6	7	7	8	7	9	10	11	13	13	11	11	11	9	11	12	14	14	15	14	13	13	15	14	13	16	17	18	17	17	18	17	17	0	1	2	2	2	4	3	3	3	5	5	4	12	13	8	21	22	13	13	21	10	14	14	13	19	23	10	22	15	16	5	15	30	20	23	30	29	40	30	31	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	3	1	2	3	1	1	1	3	2	1	4	4	1	2	1	1	1
32000	-209.262057130021844	-216.117545080981216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747986225738965	1	3	4	5	7	7	6	5	7	8	8	9	8	9	10	12	12	11	11	11	9	12	13	15	14	15	14	14	14	15	14	12	15	19	18	17	17	18	18	19	0	1	1	2	4	4	8	3	7	4	5	13	5	13	4	21	12	12	13	10	7	14	10	15	23	20	32	22	10	21	21	5	16	38	31	31	24	36	30	31	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	3	2	3	1	1	2	3	1	1	1	2
32500	-208.139044472437860	-214.994532423397231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.757083339045573	0	2	4	5	6	6	6	7	8	7	6	9	9	8	10	12	12	10	11	10	9	12	12	15	15	15	14	11	13	14	14	14	16	19	18	16	17	18	19	18	0	1	2	3	4	2	3	4	4	3	2	14	5	5	10	10	20	12	13	9	10	28	19	17	31	27	20	14	21	15	9	16	27	24	15	30	24	36	36	30	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	2	4	1	1	1	2	2
33000	-209.027541210286927	-215.883029161246299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702581789389685	0	2	5	4	6	6	6	7	7	8	8	8	9	10	11	12	11	11	11	8	10	12	13	15	13	15	14	14	15	15	14	13	13	18	19	17	16	18	18	20	0	1	2	1	4	2	4	3	2	7	4	5	12	13	5	21	12	9	13	3	10	14	11	19	14	16	33	17	32	9	10	8	17	31	36	29	20	30	30	38	1	1	1	2	1	2	1	1	3	1	2	1	1	1	2	1	2	2	1	1	1	1	3	3	1	1	1	2	1	4	3	2	1	1	1	1	3	2	2	1
33500	-198.506023575305676	-205.361511526265048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827909025197487	0	2	4	4	6	7	6	6	8	8	8	9	8	10	10	11	12	12	10	10	10	11	13	14	14	14	14	13	15	15	14	13	16	16	18	15	17	19	18	20	0	1	2	2	3	2	3	3	2	7	6	13	5	13	10	15	21	20	13	9	8	13	14	19	22	20	32	22	23	21	21	16	36	30	29	18	26	39	34	36	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	1	2	2	1	1	1	2	3	1	1	1	2
34000	-206.184493449241216	-213.039981400200588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679670223284899	0	2	4	4	7	6	5	4	7	6	8	6	9	11	11	12	12	10	10	11	11	12	12	14	15	14	13	14	13	14	14	14	15	17	18	17	17	19	18	19	0	1	2	2	10	8	3	2	6	7	12	4	12	12	10	5	19	2	13	5	18	14	12	13	23	20	16	22	15	29	21	16	21	27	15	30	16	30	30	37	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	2	1	1	3	2	1	2	1	1	1	1	2	1	3	1	5	2	2	2	2	1
34500	-214.920090695909323	-221.775578646868695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.757663433683716	-1	2	4	4	6	5	6	5	8	7	9	8	9	10	9	13	13	12	11	9	10	11	13	14	15	14	13	14	15	14	14	13	16	19	18	17	17	18	18	20	0	1	2	2	3	2	8	4	10	8	4	2	12	12	5	18	18	9	13	9	5	14	14	12	27	16	10	22	16	16	23	15	26	36	23	30	33	33	37	38	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1
35000	-220.703393646014547	-227.558881596973919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626367314461008	1	2	3	4	6	6	5	7	6	8	8	10	9	10	11	12	13	12	11	10	10	12	12	15	14	15	13	13	14	15	14	15	14	18	18	17	16	18	19	16	0	1	2	2	3	4	2	5	4	8	4	5	4	13	10	10	21	13	13	10	10	14	10	33	22	12	10	22	5	5	15	27	19	32	32	30	33	8	30	30	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	2	1	4	5	1	2	1	1	1	1	1	5	1	1
35500	-180.384176278358638	-187.239664229318009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869299750705315	0	2	4	4	6	5	6	6	8	7	9	8	10	11	9	12	13	12	11	10	10	11	13	15	15	15	13	13	14	15	14	14	15	18	18	17	16	17	16	19	0	1	2	1	3	4	4	3	7	7	4	5	12	12	5	8	14	20	13	10	10	11	13	23	27	9	21	22	16	29	18	15	31	25	25	30	30	30	18	38	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1
36000	-185.669028122003397	-192.524516072962768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863946867486607	0	2	4	5	7	4	5	6	5	8	8	10	7	10	10	12	12	12	11	8	9	11	12	14	15	15	14	13	14	14	14	15	14	18	18	16	17	18	18	19	0	1	2	6	8	2	2	4	2	7	4	5	9	13	21	15	21	15	13	5	5	12	14	12	28	16	16	14	16	18	17	27	18	18	29	30	31	36	30	34	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1
36500	-227.164268287695108	-234.019756238654480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628865065549393	1	3	4	4	5	6	6	6	7	7	9	10	9	11	10	13	12	10	10	11	11	12	12	15	14	15	15	14	14	14	14	14	15	18	17	17	18	17	16	18	0	1	1	1	4	5	3	3	5	5	5	13	5	13	10	21	20	6	13	5	9	14	2	13	22	17	20	22	9	9	21	10	16	22	26	29	38	25	20	39	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	5	3	1	3	2	1	3	3	1	3	1	2	1	2	1	1	2	1
37000	-216.249216764874802	-223.104704715834174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498067549981070	1	2	4	4	6	6	5	5	7	7	5	8	9	10	11	13	12	11	11	10	11	12	10	14	14	16	14	14	14	15	15	14	15	17	18	17	17	19	19	17	0	1	1	2	11	7	2	3	8	3	4	4	4	12	10	10	9	14	13	4	10	14	8	13	7	21	9	22	9	15	25	17	16	31	29	30	32	36	30	33	1	1	2	1	1	1	2	1	1	2	1	2	3	1	2	4	3	1	2	4	2	1	2	2	4	2	3	1	3	2	1	1	1	1	2	1	2	1	2	1
37500	-206.944318768275764	-213.799806719235136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648410253006908	1	3	3	4	6	5	5	5	8	7	6	9	10	8	11	12	12	11	10	10	10	11	11	15	14	15	13	13	15	12	14	12	15	19	18	17	17	18	19	20	0	1	1	1	1	2	2	2	8	8	2	14	14	5	9	8	13	13	14	9	10	14	13	17	19	16	15	22	15	9	15	20	18	36	16	30	26	26	36	36	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	4	4	1	1	1	2
38000	-208.585419717336293	-215.440907668295665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.887304494073325	-1	3	4	5	6	6	6	6	8	8	8	9	10	11	10	12	12	10	11	11	11	11	12	14	14	12	15	13	13	13	14	14	16	18	19	17	17	17	18	19	0	1	2	2	3	4	4	3	8	5	7	4	12	18	10	9	12	11	13	18	9	11	20	17	15	4	32	17	21	21	26	16	32	33	34	30	27	30	38	38	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1
38500	-171.928340852136415	-178.783828803095787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836144141995914	1	3	5	5	6	5	7	6	5	7	8	8	8	11	10	12	12	11	10	11	8	12	13	15	13	15	14	14	15	15	13	14	15	18	17	17	17	18	17	20	0	1	2	2	4	2	3	9	2	8	4	5	5	13	21	15	19	12	13	10	7	14	18	23	20	10	16	22	16	31	15	10	25	36	29	30	31	30	30	38	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1
39000	-218.325944861203965	-225.181432812163337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574028871815466	0	2	4	3	7	6	6	6	8	7	8	10	8	10	9	13	12	11	10	10	11	11	13	15	13	16	15	13	14	14	15	13	13	18	18	18	17	18	18	18	0	1	1	1	8	4	3	3	8	8	2	6	6	13	10	21	12	10	13	9	9	14	7	17	9	15	16	22	15	8	25	21	18	24	30	29	20	30	30	16	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	3	1	2	4	1	1	2	3	1	1	1	1	2	2	4	1	1	2
39500	-183.657054429254970	-190.512542380214342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810620974485918	1	2	3	4	5	6	6	6	7	8	9	10	9	10	10	13	13	11	11	11	10	12	12	16	15	15	14	14	12	14	13	15	15	18	19	17	17	17	19	19	0	1	1	2	4	4	3	3	8	8	2	13	5	13	10	15	14	14	13	10	10	14	12	23	31	21	15	23	21	29	9	27	19	28	20	30	32	30	36	38	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	4	1	1	1	1	1
40000	-189.228097237925226	-196.083585188884598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756609079068944	1	3	5	3	7	5	6	6	6	8	8	9	10	11	10	12	12	11	10	10	10	12	12	15	14	15	14	13	15	15	14	12	16	19	18	18	18	19	18	18	0	1	4	1	6	2	3	3	6	3	4	11	11	13	7	10	13	11	12	7	10	14	8	17	23	16	32	22	16	23	21	15	21	31	29	30	28	29	30	33	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	1	3	2	1	1
40500	-218.905975962896946	-225.761463913856318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625104148978510	1	2	4	4	7	5	6	6	7	8	8	10	7	11	10	9	12	11	10	11	10	12	13	14	15	14	14	14	14	13	14	12	16	19	18	17	17	18	19	17	0	1	2	2	4	1	4	4	4	8	4	5	6	12	10	6	15	12	13	16	9	14	21	19	10	20	16	22	30	9	15	16	27	36	29	16	31	30	25	30	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	2	1	2	1	1	1	3	2	3	3	2
41000	-215.923015652356270	-222.778503603315642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651905186824205	1	3	4	3	4	6	6	6	7	8	9	8	8	10	10	13	12	12	10	11	10	12	11	15	13	14	14	13	12	15	12	15	14	19	18	17	17	19	19	20	0	1	4	1	4	5	3	4	3	8	5	2	4	13	9	15	23	11	13	15	10	11	9	13	20	20	16	13	10	29	9	27	22	18	25	26	32	35	30	38	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	1	3	2	4	1	2	1	2	1	2	2	1	1	4	2	2	1	1	2	1
41500	-176.100126889454771	-182.955614840414142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814421320452954	0	2	4	5	7	7	6	5	8	8	8	7	9	10	10	12	12	10	10	11	10	12	11	16	14	15	12	14	15	15	14	15	15	16	18	17	15	17	18	19	0	1	2	2	3	4	3	2	7	7	4	4	12	12	10	10	18	5	13	9	9	14	10	19	16	20	21	22	31	17	18	27	16	25	30	30	31	37	30	38	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1
