step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40
63500	-191.123401775106743	-189.383515961594867	-1.739885813511876	0.000113784429644	0.000021833349822	0.191883457958770	0.835960954782953	1	2	2	1	3	4	3	3	3	3	5	5	6	6	4	6	6	5	4	6	5	9	8	7	8	8	10	10	10	10	12	10	12	10	14	13	13	13	16	16	0	1	0	0	1	1	2	2	3	4	7	5	19	6	5	5	18	19	9	5	15	24	18	17	20	19	17	26	23	26	24	26	29	13	38	27	27	34	36	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	1
64000	-174.614075668314797	-172.676753814494504	-1.937321853820302	0.000067725239263	0.000010081961742	0.148865649678228	0.765874628911109	0	2	1	1	2	3	4	3	3	3	5	4	4	6	4	6	6	6	5	8	7	9	7	7	9	10	8	11	9	10	11	11	11	11	12	12	13	14	16	15	0	1	0	0	1	1	2	2	3	4	2	5	9	15	5	15	13	19	13	6	15	17	19	17	20	19	18	22	23	22	23	18	29	22	28	31	34	35	31	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1
64500	-186.508342785541544	-184.861304717758514	-1.647038067783028	0.000088832515815	0.000019658874221	0.221302684499012	0.771895518423165	1	2	-2	1	3	3	3	3	2	3	6	4	5	5	5	5	6	6	6	6	7	9	8	7	9	10	9	10	9	10	11	8	11	12	12	14	14	15	14	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	13	6	15	32	18	13	11	13	32	23	24	22	23	18	29	24	24	31	26	28	34	38	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	3	1	1
65000	-223.237058579127023	-221.806030755897325	-1.431027823229712	0.000053617200949	0.000019125247022	0.356699840422256	0.715823516814203	-2	2	-1	1	3	3	4	3	2	4	5	5	6	5	4	5	7	7	5	7	7	9	8	8	7	9	10	10	9	11	9	9	10	12	14	13	15	14	15	16	0	1	0	0	1	1	2	2	3	4	5	5	19	15	2	5	19	13	9	14	15	18	19	13	6	13	24	24	17	22	19	13	17	22	28	32	34	29	34	35	1	2	1	1	3	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	2	2	1	3	1	2
65500	-188.720369478305599	-186.932059768836098	-1.788309709469493	0.000101197061094	0.000018151847357	0.179371289650346	0.828219023445684	0	2	0	2	3	4	3	3	4	3	4	5	6	5	5	6	7	6	5	6	6	9	8	8	8	10	8	10	10	8	12	12	12	12	13	13	14	15	16	17	0	1	0	0	1	5	2	2	3	4	2	5	19	5	1	15	19	19	9	6	12	19	13	18	20	17	9	23	22	13	26	26	29	26	31	31	23	35	36	38	1	1	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	2	1
66000	-200.892618364522889	-198.708393290623661	-2.184225073899228	0.000083729231113	0.000009592664226	0.114567685607685	0.730692967530286	-2	1	1	-1	2	3	4	2	3	4	5	4	6	6	5	6	7	6	5	7	4	9	8	7	9	9	10	11	10	11	11	11	11	13	14	13	13	15	17	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	21	6	13	9	9	6	5	24	24	18	20	19	22	23	23	22	23	17	29	26	28	32	32	35	31	38	1	2	1	1	1	2	1	1	2	3	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	4	1
66500	-208.412680450001460	-206.897343461596705	-1.515336988404754	0.000066885505281	0.000019022531566	0.284404393532443	0.624235133961594	1	2	2	0	3	4	3	3	3	3	6	4	5	3	4	6	6	7	6	7	6	9	8	8	8	10	8	10	10	10	12	11	11	10	13	13	14	14	15	16	0	1	0	0	1	1	2	2	3	4	2	5	9	1	14	6	13	13	9	6	1	18	17	17	20	17	19	23	19	13	24	9	34	18	33	23	19	35	36	38	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	3	1	1	2	1	2	1	1	2	2	2	3	1	1	1	2	3	1	1	2
67000	-182.222937291874644	-179.537478102471738	-2.685459189402900	0.000089191752661	0.000006644054247	0.074491800518893	0.835530929590256	0	2	1	1	2	2	3	3	5	3	6	5	5	4	5	6	7	6	6	6	7	8	8	8	8	9	8	10	9	10	10	11	12	11	12	14	15	14	17	17	0	1	0	0	1	1	2	2	3	4	2	5	3	5	14	14	19	13	9	15	15	18	18	13	20	24	18	23	23	24	24	26	29	24	28	31	32	35	37	35	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2
67500	-208.304065885950820	-206.664724219525993	-1.639341666424832	0.000146132666804	0.000032756238407	0.224154113676915	0.695905470002036	0	2	2	1	3	2	4	3	4	4	5	5	4	5	4	2	6	6	5	6	6	10	8	8	9	10	9	11	10	11	12	11	12	12	13	13	13	15	17	15	0	1	0	0	16	1	2	2	3	4	7	6	3	5	5	1	19	19	13	7	15	24	19	17	20	27	18	23	23	26	28	22	22	17	22	27	24	35	32	24	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	3	4
68000	-172.424656776091354	-170.379460409931397	-2.045196366159943	0.000066081169408	0.000008723106358	0.132005932042551	0.859678083544801	1	2	1	0	2	4	3	3	3	1	5	3	5	4	4	6	7	6	4	8	6	9	9	8	9	8	7	10	10	11	11	11	11	13	13	13	14	14	15	15	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	14	18	13	9	14	15	19	17	13	6	18	13	23	23	22	23	22	29	32	28	31	34	35	31	35	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
68500	-187.107821115870479	-185.450450142143268	-1.657370973727211	0.000055628138268	0.000012104107616	0.217589658621400	0.708822031078631	0	2	0	2	2	3	4	3	5	3	5	5	4	3	5	5	6	7	5	7	4	8	8	7	8	10	10	10	9	10	12	11	11	13	13	12	14	14	15	16	0	1	0	0	1	1	2	2	13	4	2	14	3	5	21	5	19	19	13	6	5	24	19	19	6	17	22	23	23	22	29	24	23	32	28	23	17	36	36	38	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	2	3	1	1	2
69000	-180.473961969188025	-178.481605130534831	-1.992356838653186	0.000058446905043	0.000008172707860	0.139831319627964	0.749298265180638	1	2	0	1	3	4	4	3	4	4	5	4	2	5	4	5	5	6	6	8	6	9	9	7	9	10	10	11	10	11	11	12	12	12	13	13	14	14	16	16	0	1	0	0	1	1	2	2	13	4	2	5	3	5	5	5	13	13	13	6	15	24	24	19	20	19	18	23	23	22	19	27	28	27	28	23	34	35	36	38	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	2	1	1	1	1
69500	-203.027843848620563	-201.279242339197367	-1.748601509423182	0.000073401891800	0.000013910461238	0.189510936251199	0.760863648091599	1	2	2	2	3	3	4	3	4	3	5	4	6	5	4	6	7	6	5	7	5	7	7	8	8	9	9	11	10	11	12	9	12	10	13	14	14	11	17	15	0	1	0	0	1	1	2	2	3	4	2	5	19	6	5	5	19	19	9	6	15	13	13	18	6	18	17	23	32	22	26	18	29	18	28	31	23	24	36	38	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	3	2	1	2	1	2	2	2	1	2	1	1	3	2	2	2
70000	-182.731033318242964	-181.030185377901631	-1.700847940341323	0.000056264877785	0.000011436043279	0.203253676707610	0.779319696758870	1	2	-1	1	3	3	4	3	3	4	4	5	5	6	5	5	6	6	4	7	6	9	7	7	8	9	9	8	9	10	11	12	11	11	13	14	12	14	15	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	9	6	15	24	19	17	14	13	23	23	23	22	23	26	29	23	28	31	26	35	36	35	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2
70500	-185.539409419389273	-183.797423173911142	-1.741986245478134	0.000080003454960	0.000015305181754	0.191306509965762	0.820772815382018	0	2	0	1	2	4	4	3	3	3	3	4	5	6	4	5	7	6	5	7	6	9	8	6	7	10	9	10	10	11	11	10	11	12	12	14	15	14	17	17	0	1	0	0	1	1	2	2	3	4	2	5	9	15	5	5	19	19	9	6	16	19	13	19	16	17	13	13	23	22	23	19	29	26	28	31	34	35	31	38	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2
71000	-175.164911825218525	-173.319260285575922	-1.845651539642603	0.000069015698461	0.000011484013447	0.166397119829686	0.807607879054648	1	2	1	1	3	4	3	3	3	2	3	4	4	5	4	6	6	6	5	6	5	9	8	7	8	10	10	10	10	10	12	10	11	11	11	13	14	15	15	17	0	1	0	0	1	1	2	2	3	4	2	1	9	5	5	15	13	19	13	6	15	17	18	19	20	24	24	23	23	22	23	24	29	17	28	23	27	35	36	38	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1
71500	-180.138678458814013	-178.083682004996604	-2.054996453817421	0.000089519675833	0.000011694473852	0.130635793114652	0.848570459357008	1	2	2	1	3	3	4	3	5	3	5	4	5	4	5	4	6	7	4	8	6	9	8	7	7	8	9	10	10	10	11	10	12	12	12	12	14	13	15	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	19	19	3	6	15	24	19	17	6	24	24	23	24	18	23	26	29	32	28	23	34	35	34	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2
72000	-189.459550050240296	-187.303102398049504	-2.156447652190800	0.000088299248270	0.000010396107576	0.117737214975302	0.643277441342836	1	2	1	1	3	3	4	3	5	4	5	4	6	6	4	5	7	5	3	8	7	9	8	7	7	9	10	11	8	11	11	10	11	11	13	13	14	15	15	15	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	18	19	3	6	15	17	17	19	6	18	22	26	13	13	23	17	29	26	33	31	17	35	36	31	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	3	1	1	2	1	1	1	3	1	1	1
72500	-200.293879433044111	-198.676592648717758	-1.617286784326365	0.000069886901079	0.000016267301825	0.232766106008527	0.681856810841092	1	2	0	1	2	4	4	3	4	3	5	4	5	4	4	5	6	5	2	6	5	8	7	7	7	9	10	11	9	11	12	11	10	11	13	14	14	15	16	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	19	19	3	6	14	17	18	18	6	13	17	23	17	22	23	27	29	24	28	31	32	35	31	29	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	3	1	1	2	1	2	2	1	2	2
73000	-198.520212571722510	-196.575456748774172	-1.944755822948345	0.000086497636877	0.000012765927322	0.147587006800000	0.721529290072008	0	2	1	2	2	4	4	3	5	4	6	4	5	4	4	5	6	6	3	8	6	10	8	7	8	10	8	9	10	10	11	11	11	11	11	13	12	14	16	16	0	1	0	0	1	1	2	2	19	4	7	5	19	8	5	14	13	13	3	6	14	24	13	19	6	17	19	23	23	19	28	29	29	24	28	29	22	35	37	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	4	2	1	1	2	1	2	1	2	2	2
73500	-202.476916071804425	-200.565629858255505	-1.911286213548913	0.000100761745222	0.000015466966862	0.153500386762134	0.705942088501560	1	2	1	1	2	3	4	3	5	4	6	4	5	6	4	6	6	7	3	7	6	9	8	8	8	11	9	11	10	10	10	11	11	9	12	14	13	14	16	16	0	1	0	0	1	1	2	2	19	4	8	5	19	7	1	5	13	17	3	6	15	24	19	13	20	17	13	34	23	34	23	24	29	13	31	31	18	28	23	35	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	3	2	1	1	1	2	1	1	2	1	2	3	2	4	2
74000	-189.881296618997851	-187.541563259830269	-2.339733359167586	0.000059994190490	0.000005946061171	0.099110615916913	0.651846543079406	1	2	1	1	3	4	4	3	5	3	4	4	5	2	4	4	6	6	3	8	6	8	8	5	9	10	9	10	8	11	10	11	10	12	13	13	14	14	17	15	0	1	0	0	14	1	2	2	19	4	8	5	19	1	5	14	19	13	3	6	15	13	24	19	6	18	22	29	17	27	23	26	23	26	28	31	26	35	36	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	3	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2
74500	-185.278681071085458	-183.207068067036602	-2.071613004048857	0.000104976422015	0.000013475455512	0.128366496527887	0.774008629758821	1	2	1	2	3	4	4	3	5	3	5	2	6	5	5	5	6	7	4	7	4	10	8	7	8	10	8	10	8	10	10	11	11	13	13	12	14	14	16	16	0	1	0	0	1	5	2	2	19	4	2	1	9	5	5	5	19	17	3	11	5	27	13	17	11	24	19	18	19	27	29	24	29	9	36	31	32	35	36	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	3	1	1	1	1	2	1
75000	-182.518387246658136	-179.863385833915288	-2.655001412742837	0.000062435477426	0.000004761650450	0.076265140366429	0.880689836370963	1	2	1	2	3	3	4	3	5	3	6	4	6	6	5	5	7	6	4	7	6	9	8	6	8	10	8	10	9	11	10	10	11	12	13	13	13	14	16	15	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	6	19	19	3	6	12	24	18	19	6	17	17	23	23	22	23	13	32	18	28	31	32	28	31	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1	2	2	1
75500	-183.606814060756278	-182.119242418813684	-1.487571641942583	0.000057697426262	0.000017520623966	0.303663873783677	0.662158654655907	0	1	1	0	3	4	3	3	4	3	5	4	5	2	4	5	7	6	3	7	6	7	8	7	8	10	10	9	10	11	11	12	12	13	11	13	15	13	15	16	0	1	0	0	14	5	2	2	19	4	6	14	19	1	5	14	13	13	3	6	15	13	18	13	20	18	22	23	23	17	23	26	29	32	28	31	32	35	36	35	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2
76000	-188.291118914953756	-186.211571328102309	-2.079547586851437	0.000070414179638	0.000008964149861	0.127306032777880	0.763565953245018	0	2	1	1	3	3	4	3	4	3	5	4	6	5	4	5	5	7	3	6	6	8	8	8	9	10	9	10	10	10	11	10	11	13	13	13	13	13	16	17	0	1	0	0	1	1	2	2	19	4	2	5	17	6	5	5	19	17	3	1	14	13	13	18	20	17	22	19	23	22	23	23	26	24	28	31	24	28	31	38	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	3	1	1	2	1	1	2	2	1	2	1	3	3
76500	-194.051912733111607	-192.024110496007211	-2.027802237104400	0.000075699289137	0.000010181421125	0.134498239568304	0.768620868455436	0	2	-1	1	2	4	3	3	4	3	5	3	4	4	4	5	7	7	2	6	6	9	9	7	8	10	9	10	10	9	12	12	9	12	14	14	15	14	17	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	13	13	3	6	15	18	24	13	20	18	18	18	17	18	23	24	18	24	32	31	27	32	36	38	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2
77000	-211.643532127980961	-210.019923250876190	-1.623608877104771	0.000089320876454	0.000020564099362	0.230227245619403	0.582342856645417	0	1	1	0	2	3	3	3	5	2	5	4	4	5	5	4	7	6	3	7	5	9	9	7	9	10	9	9	9	11	12	11	11	12	13	13	13	14	15	17	0	1	0	0	1	1	2	2	13	4	2	5	19	5	6	5	19	13	3	11	8	13	18	9	6	24	18	18	17	24	29	26	29	24	28	28	26	31	36	38	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	3	2	1	2	2	3	2	1	1	2	2	1	2	2	2	1
77500	-182.259794905173834	-180.569316565948981	-1.690478339224854	0.000068972546394	0.000014242752493	0.206498864230151	0.791411170781087	1	2	1	1	2	3	3	3	5	3	5	4	4	5	4	3	6	7	3	7	6	8	8	6	8	10	10	10	9	10	12	11	10	13	14	12	13	15	16	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	19	24	3	14	15	19	24	13	6	18	18	22	23	22	23	26	29	27	28	26	26	35	36	38	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	3	1
78000	-225.348022722333098	-223.681752373999956	-1.666270348333129	0.000087112773391	0.000018685001501	0.214492097703288	0.597646976548826	0	3	1	0	2	3	3	2	5	3	6	4	5	4	4	4	7	7	3	7	6	8	9	6	9	10	9	10	9	9	11	11	11	13	12	14	13	14	14	16	0	1	0	0	1	1	1	1	19	4	2	5	19	7	5	5	19	19	3	7	15	17	18	19	14	24	22	24	18	18	27	17	28	23	28	29	22	35	23	35	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	2	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	3	1	2	4	2	3	2
78500	-188.226601618005219	-186.639764725912357	-1.586836892092851	0.000103880211349	0.000025542472814	0.245883912657738	0.742306331543899	1	2	-1	1	2	3	4	3	5	3	5	4	6	4	3	5	7	7	4	7	6	10	8	8	9	10	9	10	9	10	11	11	11	12	12	13	14	14	17	15	0	1	0	0	1	2	2	2	19	4	2	5	9	5	5	5	13	13	3	6	15	18	13	19	20	13	18	23	23	13	23	13	29	32	28	32	32	35	36	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	2	1	2	1	1	1	1	2	1	2	1
79000	-198.585904648083442	-196.865275187003874	-1.720629461079577	0.000061845349166	0.000012204140304	0.197333194315191	0.749121187388066	1	2	1	0	3	3	4	3	5	4	5	5	6	5	5	4	6	7	3	6	7	8	8	7	7	10	9	10	9	11	10	11	12	13	14	12	13	12	17	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	19	19	3	6	15	9	13	19	6	19	18	23	23	22	23	27	29	32	38	23	31	28	36	38	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	2	1	3	1	2	2	3	1	1	1	2	2	1	2	1	1	2	2	1	2	2
79500	-190.386917716557718	-188.971287056496237	-1.415630660061489	0.000057960125665	0.000021833315345	0.376695445273085	0.715033667353777	0	1	1	1	2	2	4	3	5	4	5	4	5	4	3	5	7	6	4	7	6	8	8	7	8	10	10	10	9	11	12	10	10	11	12	13	12	13	16	17	0	1	0	0	1	2	2	2	19	4	2	5	19	5	5	5	18	13	3	11	15	13	24	13	20	18	22	23	19	22	23	17	29	17	28	26	34	28	36	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2
80000	-206.251932749296742	-203.828532838951446	-2.423399910345300	0.000079796080519	0.000007350319345	0.092113789262705	0.706657721352481	0	1	1	1	3	4	4	3	4	4	5	4	6	4	4	6	7	7	3	6	7	9	9	8	8	7	9	10	9	9	10	12	11	11	12	13	13	15	15	17	0	1	0	0	1	1	2	2	19	4	2	5	19	1	5	5	19	19	3	1	15	17	17	18	6	19	17	26	24	17	23	34	29	24	28	31	32	28	37	32	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	3	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	3
80500	-187.217881699330263	-185.634225885215329	-1.583655814114927	0.000069104250481	0.000017092774723	0.247347661023290	0.659806007849399	0	1	1	1	2	3	3	3	3	3	5	4	5	5	5	5	7	7	5	8	6	8	8	8	8	11	10	10	10	9	11	12	11	12	13	14	13	15	15	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	19	19	9	14	14	13	17	17	11	24	22	23	23	22	23	24	29	19	26	31	24	35	31	35	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	3	1	1	1	1	1	2	1	4	1	2	2	2	2	1
81000	-179.712813798168696	-178.232134679670537	-1.480679118498170	0.000068858594266	0.000021275858641	0.308978986111710	0.790462354894170	0	2	1	1	2	2	4	3	3	3	4	3	6	4	4	4	5	7	6	6	6	9	8	7	8	10	9	10	8	11	12	11	11	12	13	13	14	14	16	16	0	1	0	0	1	1	2	2	3	4	2	5	17	5	5	5	9	19	17	11	5	19	24	17	21	18	17	23	24	18	26	18	29	26	28	31	34	35	36	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1
81500	-203.661940390784082	-201.331472255460795	-2.330468135323287	0.000106721260358	0.000010665332342	0.099936341706250	0.734234676097400	0	2	1	1	2	2	4	3	3	3	5	3	5	4	4	6	4	7	5	6	6	9	8	7	8	8	9	10	9	10	11	11	12	13	13	14	14	14	15	16	0	1	0	0	1	1	2	2	3	4	2	6	17	5	5	5	9	17	17	6	7	17	24	17	16	13	24	24	17	24	26	18	31	26	28	23	26	28	36	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	3	1	2	3	1	2	2	3	2	3	1	1
82000	-194.697058027678622	-192.865255744750641	-1.831802282927984	0.000086024125689	0.000014569897929	0.169369904223632	0.796106880497396	0	2	1	1	3	4	4	3	3	3	5	2	5	5	4	5	7	5	6	8	7	9	9	8	8	9	8	10	9	11	11	11	12	12	13	13	15	12	17	16	0	1	0	0	12	1	2	2	3	4	8	1	9	5	1	12	13	9	13	16	12	18	24	19	6	13	19	29	19	22	22	24	29	24	38	23	32	28	26	35	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	3	2
82500	-199.525413285204877	-197.609560056799012	-1.915853228405858	0.000101072269350	0.000015430622269	0.152669197680631	0.796999332215262	0	1	-1	1	3	3	4	2	3	3	6	5	6	5	4	6	6	7	5	7	7	10	8	7	9	10	10	11	10	9	11	11	12	13	11	13	14	13	17	16	0	1	0	0	1	1	8	2	3	4	2	5	19	5	5	1	19	17	9	6	14	24	17	17	11	19	24	22	23	18	23	18	28	32	23	31	34	35	27	35	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	3
83000	-214.937311049322574	-213.114204303382422	-1.823106745940160	0.000066441686452	0.000011380553542	0.171286343712040	0.691654937258473	0	2	-2	1	3	3	3	3	2	3	5	5	6	2	5	3	7	6	4	6	4	9	8	6	9	10	8	10	10	8	11	12	10	11	13	11	14	14	16	17	0	1	0	0	14	1	2	2	3	4	2	5	19	1	14	14	19	19	9	6	14	30	18	19	20	13	13	13	23	13	28	36	23	17	28	23	36	35	36	38	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	3	2
83500	-180.960078876933977	-179.326634790361339	-1.633444086572639	0.000068664490807	0.000015545032390	0.226391140567312	0.810645170118871	0	2	1	1	2	2	4	3	4	4	6	3	6	6	5	5	7	6	5	6	4	7	9	7	7	11	10	11	10	10	11	11	11	12	14	13	14	15	16	16	0	1	0	0	1	1	2	2	3	4	8	5	19	12	21	5	19	19	9	6	5	9	17	19	14	24	17	23	23	22	23	24	29	32	28	31	34	28	38	35	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1
84000	-209.595138884791879	-208.080211370968357	-1.514927513823518	0.000084164254759	0.000023958748781	0.284666558859085	0.655221681214568	0	1	0	1	3	3	3	2	4	3	5	2	6	6	4	5	7	6	5	7	6	8	8	8	8	11	10	10	9	10	11	12	10	10	14	14	14	14	17	16	0	1	0	0	1	1	2	2	3	4	2	1	19	16	5	6	19	19	9	6	6	9	9	17	20	17	17	23	24	24	23	18	29	17	31	27	19	28	29	35	1	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	3	1	2	2	2	3	3	4	1
84500	-197.119651543991722	-194.815165057500565	-2.304486486491160	0.000075833708196	0.000007758592325	0.102310601840458	0.713482700703845	0	2	1	1	3	3	4	3	4	3	4	5	6	5	5	6	6	5	5	6	4	8	8	8	8	10	10	10	10	11	12	11	11	13	14	14	13	15	15	17	0	1	0	0	1	1	2	2	3	4	2	21	18	1	21	21	19	9	9	6	5	19	18	17	20	13	22	23	23	17	29	26	28	13	32	31	32	35	34	38	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	1	3	2	1	1	1	1	2
