step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
39000	-355.787536934898355	-353.975906986190353	-1.811629948708028	0.000787345793700	0.000136901624512	0.173877380951823	0.360179353527176	-1	5	3	4	5	5	5	7	6	7	7	8	9	10	9	11	13	10	10	13	12	11	13	16	15	18	16	17	18	17	18	19	16	18	18	17	18	19	19	19	19	19	18	20	18	18	21	21	21	23	21	22	23	23	25	23	24	24	26	23	27	0	1	1	3	3	1	3	2	6	4	5	1	7	15	2	12	13	6	13	22	15	13	8	2	9	24	17	3	12	5	13	22	23	17	28	6	18	22	24	45	2	28	22	2	25	22	43	35	26	28	28	44	2	2	50	40	9	3	0	25	48	1	4	2	1	1	3	1	1	1	1	1	4	2	1	2	2	2	2	1	1	1	2	2	6	5	1	2	4	3	4	4	4	2	3	1	4	3	4	2	1	5	1	5	8	1	2	2	1	1	6	2	1	9	7	1	2	9	10	1	4	2
39500	-397.270986206711939	-395.555281625804469	-1.715704580907453	0.000584993547827	0.000116282347269	0.198775435559983	0.296322193393359	-1	3	2	5	5	4	6	7	5	7	8	8	8	10	8	11	12	10	11	12	11	13	14	14	14	18	16	17	16	17	19	17	17	19	18	16	19	20	19	18	17	19	18	19	18	21	20	21	21	22	21	22	22	24	26	22	23	28	26	27	28	0	3	1	2	2	3	2	6	2	2	10	2	2	11	2	12	9	3	4	15	8	17	15	4	17	23	4	4	20	18	27	2	6	14	8	6	45	10	30	28	14	32	19	12	13	45	44	6	1	17	37	26	1	45	40	34	10	13	0	53	40	1	1	3	1	1	1	1	1	1	2	1	2	4	1	4	1	5	5	3	2	3	1	3	5	2	1	5	6	2	5	2	7	7	4	5	6	1	6	1	1	2	1	3	7	6	3	1	8	11	6	1	1	10	4	4	1	9	7	1	3	5
40000	-408.715915560987241	-407.122618082785380	-1.593297478201843	0.000627271749167	0.000152407360792	0.242968635194977	0.342786599476564	0	4	2	5	3	4	6	6	6	6	8	8	8	8	9	11	12	10	12	13	12	11	14	16	16	17	17	16	18	17	19	18	17	19	19	17	18	19	20	18	18	19	18	19	17	19	20	21	21	24	22	21	21	24	24	23	23	27	25	26	27	0	5	1	5	1	3	1	1	6	1	4	6	7	10	1	9	7	1	13	11	14	11	19	1	23	13	22	4	24	22	18	1	23	17	28	4	21	18	27	19	14	43	16	10	1	23	35	43	37	14	32	35	34	3	52	34	11	49	0	1	46	1	1	1	2	1	1	2	4	2	2	2	2	1	1	5	3	3	5	2	3	2	2	1	8	2	5	4	5	1	3	3	10	1	4	2	6	3	5	2	4	5	1	4	6	6	2	1	1	2	8	2	1	1	10	2	2	8	3	1	11	3
40500	-399.291792017493663	-397.391729805456180	-1.900062212037474	0.000950459775945	0.000147870084300	0.155577424781782	0.324930287993254	0	3	3	4	5	4	6	4	5	7	7	9	8	10	8	10	13	10	11	11	12	13	14	14	15	16	14	14	16	16	19	19	17	20	18	18	18	20	20	19	18	18	18	19	18	21	20	19	22	24	20	21	23	24	25	23	24	26	25	27	27	0	1	1	2	2	1	2	2	2	4	9	3	6	8	4	8	9	1	11	2	19	4	20	2	22	25	2	2	24	23	41	1	27	28	17	27	17	21	33	33	30	12	26	2	3	37	42	43	31	22	9	34	4	14	43	14	49	38	0	1	53	1	1	2	1	1	2	2	1	1	1	1	3	2	2	2	3	3	6	2	4	1	3	2	4	1	1	4	5	1	1	1	11	1	4	3	2	3	4	1	1	1	5	1	7	5	2	2	1	2	5	5	1	11	3	3	7	1	4	1	13	3
41000	-384.827126691758167	-383.387519458477811	-1.439607233280366	0.000539532495208	0.000187175267884	0.346921213358671	0.354968077852061	-2	4	3	5	5	4	5	6	6	8	8	7	8	10	9	9	12	10	11	13	12	12	13	13	14	17	17	14	18	18	20	17	18	19	19	17	19	20	19	19	17	20	17	18	18	21	20	22	20	23	21	19	24	23	24	21	23	25	24	26	26	0	1	1	6	3	3	3	2	6	1	9	5	7	11	4	13	12	3	12	22	10	18	8	1	21	23	6	11	28	13	34	4	24	6	24	2	25	19	26	17	16	20	10	6	6	49	32	37	33	10	34	36	3	4	54	26	2	14	0	24	39	1	4	3	1	1	1	1	1	1	4	1	1	2	1	2	1	3	3	2	1	2	1	3	8	1	3	6	2	2	5	1	6	2	6	2	7	2	3	1	2	3	3	4	5	6	1	1	2	1	4	1	1	8	5	1	1	9	7	1	8	3
41500	-340.859375570755162	-339.459581065160421	-1.399794505594759	0.000519292202990	0.000208727373698	0.401945903473176	0.292082250436402	-1	5	2	4	5	5	5	6	3	6	6	9	8	9	9	10	10	11	10	12	12	14	15	15	14	15	16	17	18	18	19	17	17	19	17	19	18	19	20	20	18	19	17	17	19	20	21	21	21	22	18	21	23	23	24	23	25	27	25	24	27	0	4	1	3	3	3	3	3	1	4	6	6	10	8	1	2	7	1	12	13	7	20	20	11	13	16	6	3	26	16	35	4	26	44	10	10	20	20	51	22	22	25	18	11	4	44	25	36	29	2	26	34	16	2	33	34	4	43	0	4	52	1	1	1	1	2	3	1	2	3	1	1	2	1	2	5	2	2	5	1	3	3	1	2	2	2	3	4	7	2	4	1	5	2	1	4	5	3	4	1	3	3	3	2	6	5	2	3	2	2	6	1	1	5	10	3	2	9	6	1	9	3
42000	-316.498532353015776	-315.111689644079547	-1.386842708936234	0.000803574133181	0.000344284157103	0.428441064597189	0.347648472426719	-1	4	3	4	5	5	6	6	5	7	8	7	8	10	8	11	12	11	12	12	12	14	15	14	14	16	15	15	16	17	19	17	17	20	18	17	18	19	19	18	19	18	18	17	17	19	21	21	19	23	22	20	23	23	24	24	24	27	25	24	27	0	1	1	3	3	1	2	6	3	4	6	1	4	3	2	15	15	6	12	15	18	2	18	13	20	25	11	11	7	21	32	4	14	6	28	13	18	8	22	13	4	30	26	6	4	11	46	38	6	4	48	25	3	13	48	46	3	40	0	33	19	1	4	3	1	1	3	1	1	1	2	2	4	2	3	2	2	2	2	4	2	1	5	2	2	1	1	2	4	4	2	1	5	3	9	2	5	2	7	2	7	7	1	1	5	5	5	1	1	4	9	1	4	10	8	1	3	9	6	1	2	7
42500	-320.440989596988686	-318.940778583520682	-1.500211013468016	0.001006158073502	0.000296315692435	0.294502126691914	0.293586154044351	0	4	2	5	4	4	6	6	5	6	7	9	6	9	9	9	12	11	10	11	13	13	14	15	15	17	17	17	18	17	19	19	17	20	18	19	18	19	19	19	17	19	18	19	18	19	21	20	21	23	21	21	22	23	25	23	23	26	25	24	25	0	1	1	6	3	3	2	3	6	6	5	13	3	11	4	4	16	2	12	11	12	19	14	6	9	23	24	16	6	25	33	16	21	1	33	6	41	29	22	28	24	25	25	6	2	4	42	36	21	3	31	32	4	6	47	43	4	3	0	4	32	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	3	1	3	1	2	2	1	4	3	6	2	2	5	9	1	1	6	1	7	1	7	1	1	3	1	1	2	1	9	8	7	1	1	2	9	1	1	6	8	2	2	6	13	1	7	2
43000	-390.074684331547701	-388.548497424821335	-1.526186906726341	0.000550888877280	0.000152962243324	0.277664424953997	0.362166672752825	0	4	3	2	4	4	6	4	4	7	8	9	9	9	10	12	13	11	11	12	12	13	15	15	14	17	16	16	17	17	18	17	16	20	19	18	18	20	19	19	18	19	18	17	19	21	20	21	20	22	22	21	22	23	24	22	25	26	26	26	28	0	3	1	1	4	4	6	1	1	2	10	4	3	5	6	4	2	7	11	7	7	10	15	13	18	33	13	3	23	22	32	13	5	6	3	2	23	23	37	29	20	29	8	7	1	30	24	35	26	6	35	42	19	13	53	21	12	26	0	14	34	1	1	2	1	1	1	1	1	2	2	1	2	3	2	3	4	4	3	2	4	2	3	2	2	2	1	3	7	1	2	1	2	7	8	7	6	1	2	1	2	4	1	6	5	9	2	3	2	2	8	2	1	6	4	1	6	5	4	1	7	3
43500	-332.836926665842384	-331.236250924098499	-1.600675741743873	0.000718076063724	0.000172144152311	0.239729690219652	0.355733749745096	-1	5	3	5	4	4	7	6	5	8	8	8	9	10	8	11	10	10	10	11	13	13	14	15	15	18	16	16	17	17	18	18	16	20	19	18	19	19	20	19	17	19	18	19	19	20	21	21	20	23	21	22	24	23	25	24	23	27	25	25	26	0	1	1	3	3	1	4	6	3	2	3	2	6	13	2	12	12	4	13	8	16	4	21	2	23	14	20	4	18	7	24	17	22	11	43	6	41	28	37	30	3	18	28	2	17	2	29	35	14	36	33	36	11	2	48	40	7	22	0	2	31	1	3	4	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	1	2	1	4	1	5	1	3	3	6	4	4	1	3	1	6	1	6	1	1	1	1	6	5	1	4	3	6	2	1	6	3	3	2	8	6	3	2	6	6	1	7	3
44000	-346.384474751823348	-344.950274444312015	-1.434200307511344	0.000360520051778	0.000127258462817	0.352985810884815	0.323608931731135	-2	4	2	3	4	5	7	6	5	8	8	9	7	10	9	11	12	11	10	12	13	14	15	15	15	18	17	16	18	15	19	19	17	19	18	18	19	19	19	18	16	19	18	20	20	20	20	22	20	24	21	21	22	21	24	24	23	26	25	27	28	0	4	1	3	1	1	6	4	3	2	5	6	8	9	8	13	14	2	2	14	16	14	10	6	17	5	25	2	14	17	24	27	9	3	21	3	28	27	27	11	25	6	16	10	1	1	40	54	3	42	39	28	1	9	51	48	14	36	0	50	60	1	1	2	1	3	3	1	2	1	2	2	3	1	3	1	2	1	4	2	1	1	2	2	5	3	7	1	6	4	2	2	1	5	9	2	11	1	1	1	5	1	6	4	7	8	12	1	1	9	2	1	2	14	6	2	1	5	4	1	2	1
44500	-345.105473183560605	-343.613464374196553	-1.492008809364061	0.000383275496738	0.000115122688752	0.300365376164406	0.310808615106888	-2	2	2	4	4	3	7	5	5	7	7	7	9	9	9	11	13	12	11	11	13	13	14	15	15	15	16	17	17	17	20	18	18	19	19	18	18	20	20	19	18	19	17	18	18	19	21	21	21	22	22	20	24	23	25	23	24	27	25	26	28	0	1	1	1	1	2	4	1	1	4	3	2	10	11	1	12	18	4	13	15	6	5	10	2	11	14	3	2	25	25	33	2	24	2	27	7	3	43	43	28	6	15	7	2	43	26	41	35	23	31	29	26	10	27	27	47	27	25	0	6	22	1	2	2	4	2	1	2	3	5	2	3	2	1	1	7	1	1	5	1	1	4	5	4	6	3	4	9	9	1	1	1	8	2	10	2	5	8	2	1	1	7	5	5	7	1	2	1	1	4	1	1	2	8	2	4	1	4	6	1	12	6
45000	-357.421844383105906	-355.831575989063651	-1.590268394042241	0.000712554270021	0.000174095563236	0.244326040220313	0.262929801345106	-2	5	2	3	5	5	5	4	5	7	5	8	8	9	9	12	12	12	11	10	12	13	13	16	15	18	16	17	17	17	20	18	17	20	17	18	18	19	20	19	18	18	19	17	19	20	20	22	20	23	22	22	23	22	24	23	24	28	26	26	27	0	4	1	1	1	4	4	3	4	11	4	6	5	8	1	12	8	6	10	12	13	19	11	4	21	27	22	3	11	16	36	16	18	3	27	2	44	23	42	24	14	22	32	11	16	6	42	3	24	49	31	34	2	6	51	40	20	30	0	2	59	1	1	2	3	3	1	1	1	1	1	1	2	1	3	4	2	3	4	2	1	2	1	3	8	2	2	2	8	5	2	1	2	2	8	1	3	1	4	1	2	5	2	1	5	4	7	1	9	2	3	1	1	7	4	1	2	6	7	1	10	1
45500	-362.621958154962385	-361.165310205569426	-1.456647949392949	0.000444360236779	0.000146487274097	0.329658826267795	0.247951960506777	0	3	2	5	5	5	7	6	5	7	8	8	9	8	9	10	12	12	11	12	12	14	15	15	16	17	16	17	16	17	19	17	17	19	19	18	18	18	18	20	18	19	18	17	20	19	20	21	22	23	21	19	23	24	25	22	24	26	25	24	26	0	1	1	3	1	2	1	3	3	4	8	4	11	7	4	12	7	2	16	15	19	14	13	1	19	10	2	4	24	29	6	6	13	29	10	16	14	25	20	29	11	43	29	2	3	6	14	22	1	4	7	20	16	6	31	45	11	47	0	4	37	1	1	1	2	3	1	4	1	2	1	2	1	1	1	3	1	2	5	1	1	1	4	2	8	2	5	7	6	1	1	7	5	5	1	5	5	4	1	2	2	6	1	1	5	10	8	5	3	10	9	6	3	7	12	3	1	8	4	1	6	5
46000	-329.199350480531962	-327.814406451979607	-1.384944028552371	0.000676626161594	0.000292984496840	0.433007934765185	0.305177490106318	-1	4	2	5	4	5	5	7	6	6	7	8	8	10	9	8	11	9	11	12	13	13	15	16	16	17	17	15	17	18	19	17	16	20	18	17	19	19	18	19	18	19	18	20	19	20	20	21	20	23	22	21	24	23	24	24	24	26	25	27	27	0	3	1	3	3	2	1	6	2	1	4	6	6	9	11	11	15	16	10	12	5	9	11	5	19	15	2	4	25	21	3	3	21	16	28	2	36	22	33	36	14	26	23	27	16	26	32	49	4	6	46	41	16	4	45	48	16	26	0	26	59	1	1	1	1	1	1	4	1	2	4	1	1	2	2	2	1	1	1	2	2	5	2	4	5	2	3	6	4	1	3	7	8	2	5	2	5	1	3	1	1	2	1	2	2	6	2	1	1	6	8	1	2	10	10	2	2	7	3	1	6	1
46500	-359.100053521141774	-357.597790148182696	-1.502263372959061	0.000622941990770	0.000182571717895	0.293079806145696	0.279514276933760	0	3	2	5	3	5	6	6	4	7	8	7	9	9	8	12	13	11	12	10	12	12	14	15	15	17	16	18	18	17	19	15	17	19	19	19	18	17	20	20	17	18	18	19	16	21	18	22	21	21	21	22	21	21	26	23	24	28	26	25	27	0	1	1	2	3	2	6	6	1	4	9	3	11	10	3	5	18	1	8	4	15	20	19	8	15	23	22	5	26	17	21	6	22	1	23	14	23	17	29	23	22	1	14	6	13	38	19	27	18	33	39	49	3	6	56	33	1	27	0	36	23	1	2	1	1	1	1	1	1	2	1	2	2	1	1	3	5	1	6	2	3	2	1	1	4	3	2	2	9	1	2	3	3	2	10	3	7	1	2	1	3	3	8	5	7	3	3	2	3	4	2	1	1	8	7	2	4	10	6	1	3	7
47000	-350.816915142388837	-349.254906561756968	-1.562008580631896	0.000527190442818	0.000135934152369	0.257846389707232	0.321759777230897	0	5	3	3	5	4	6	6	5	6	8	7	7	10	9	12	13	11	11	12	12	14	15	15	15	18	17	16	16	17	20	19	16	19	18	18	18	19	17	19	18	20	18	18	17	20	21	21	21	23	21	22	23	23	26	23	23	28	25	23	27	0	6	1	1	6	3	4	6	3	6	12	2	6	9	6	6	21	2	11	9	18	21	18	2	17	10	33	6	13	14	29	22	21	2	30	4	28	45	21	45	14	29	22	16	14	45	21	26	1	23	43	41	3	1	49	34	1	25	0	25	57	1	1	2	1	1	1	2	1	1	1	1	1	2	4	2	5	1	3	2	4	1	1	3	6	1	5	1	6	5	4	3	2	2	7	1	8	1	1	2	2	5	2	1	3	2	2	3	1	10	4	2	2	7	11	3	2	13	9	1	3	2
47500	-381.112444735691156	-379.628783443179884	-1.483661292511251	0.000566709847731	0.000173781400236	0.306649691957044	0.366089771822728	0	5	2	4	4	4	7	6	5	8	6	9	9	9	9	10	11	11	12	12	12	14	14	15	14	18	15	16	16	17	19	18	15	20	18	19	17	19	20	20	17	18	19	19	17	19	21	21	21	23	21	20	22	23	25	24	24	26	24	24	27	0	6	1	1	1	1	6	4	6	4	6	2	7	6	11	7	12	11	8	15	16	15	19	19	12	28	4	2	9	25	28	6	14	21	27	4	12	21	26	41	19	28	45	16	1	2	24	29	13	33	43	43	1	3	52	9	19	14	0	26	54	1	1	1	2	3	2	3	1	1	2	2	2	1	2	2	2	1	3	3	2	1	2	1	3	2	1	5	5	6	2	2	6	3	3	1	5	5	3	1	1	1	2	1	5	5	5	3	2	4	6	1	1	9	9	2	9	6	8	1	2	2
48000	-364.272163833260493	-362.667923267322635	-1.604240565937842	0.000426609297155	0.000101617445424	0.238197915754068	0.445873185881749	-1	5	2	4	4	5	7	6	4	6	8	8	7	10	10	11	13	10	11	12	12	14	14	14	16	17	16	15	18	17	19	15	16	19	19	19	19	19	19	20	19	17	18	20	20	20	20	21	21	23	20	22	23	24	25	23	23	27	26	24	27	0	4	1	1	3	5	4	1	3	2	10	2	9	11	1	11	20	4	8	15	15	10	6	4	19	10	2	13	30	20	21	2	24	23	26	2	43	42	27	32	25	21	21	4	26	8	29	33	41	51	43	31	11	6	54	36	28	51	0	47	56	1	1	3	2	1	1	1	4	1	1	1	1	2	1	5	1	1	2	3	1	1	3	4	4	4	5	5	4	1	2	4	3	1	3	1	7	1	1	2	1	1	3	3	9	2	4	1	3	1	2	1	1	6	6	1	2	4	4	1	2	2
48500	-360.190594809682011	-358.428381475482126	-1.762213334199883	0.000429201961468	0.000079795323542	0.185915561217410	0.310167625769808	-1	5	2	3	4	5	5	6	6	7	7	8	8	10	8	10	12	12	12	12	12	14	15	15	14	17	17	17	18	17	19	19	17	20	18	18	18	19	19	20	18	20	17	17	18	21	20	22	19	22	21	20	23	23	25	24	24	25	24	25	27	0	3	1	3	1	1	1	6	3	4	9	6	5	8	4	8	14	6	14	14	5	13	18	2	11	9	25	2	24	24	17	33	18	2	44	13	17	44	35	2	2	41	23	4	6	31	37	37	19	38	29	41	3	3	54	53	3	32	0	50	35	1	1	2	1	3	3	3	1	3	2	1	2	2	1	3	3	1	3	2	2	4	2	1	4	4	4	2	7	2	1	4	1	3	8	1	4	3	2	1	8	7	1	1	10	5	1	1	3	3	1	1	1	11	11	1	1	9	2	1	1	5
49000	-357.843984839703182	-356.393680786239258	-1.450304053463912	0.000381420499676	0.000128076836545	0.335789074403839	0.333659666987722	0	3	2	5	2	4	6	6	6	7	7	9	8	10	9	11	12	12	11	12	13	13	14	14	16	18	15	17	18	16	17	18	18	17	18	18	19	19	20	19	18	19	18	20	18	19	21	21	19	24	19	22	23	22	26	24	24	27	25	26	28	0	3	1	6	1	3	4	4	4	2	2	4	8	9	6	5	7	3	10	14	14	16	17	6	5	30	17	3	24	24	18	27	7	11	8	11	18	29	46	35	16	31	13	11	6	1	24	45	16	35	31	47	11	4	54	40	3	35	0	52	46	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	5	3	7	2	2	1	1	1	4	6	1	1	8	2	1	3	2	4	6	8	4	3	1	1	1	5	2	5	7	8	8	3	2	2	3	1	1	7	9	2	3	12	5	1	2	4
49500	-329.256443298506895	-327.721729911537011	-1.534713386969896	0.000973103955713	0.000265296591566	0.272629239670268	0.318487856312011	0	3	3	4	5	4	6	7	6	7	7	9	9	8	9	11	12	12	10	12	11	13	15	14	15	17	13	18	18	16	19	19	16	19	17	19	17	18	19	16	18	19	18	17	19	20	21	22	21	22	20	21	23	23	26	21	21	26	23	26	26	0	1	1	1	4	2	3	1	6	1	4	2	10	1	6	15	19	4	7	14	9	14	27	6	13	23	6	2	14	3	3	30	1	20	33	14	27	5	44	24	6	44	14	4	4	6	39	32	13	6	26	22	4	6	31	46	20	35	0	30	33	1	2	1	3	1	1	1	4	1	3	1	4	1	4	3	1	1	3	2	2	2	2	1	5	4	1	4	6	4	8	7	2	7	3	1	7	2	7	1	1	7	1	5	6	5	8	1	2	5	6	1	5	9	10	3	1	7	6	1	4	5
50000	-391.842377898809332	-390.323471154917968	-1.518906743891376	0.000655367670169	0.000184907729982	0.282143502644807	0.282938158518921	0	4	2	5	3	5	7	6	4	8	8	6	8	9	9	10	12	8	10	13	13	12	13	15	14	16	15	17	17	18	17	18	15	17	19	18	19	19	19	19	17	20	19	16	20	21	20	20	21	22	20	22	23	22	24	23	24	28	24	26	27	0	3	1	2	3	1	1	4	1	9	8	1	4	11	3	18	8	1	12	12	22	2	16	4	15	10	21	3	8	34	21	44	21	1	34	6	18	41	20	29	19	36	41	12	14	6	8	18	37	21	16	39	6	6	47	31	6	17	0	3	43	1	1	1	1	1	3	4	1	2	2	1	3	1	1	4	1	4	4	2	4	1	3	1	4	3	5	1	8	5	1	2	1	1	8	1	8	5	1	3	1	6	1	1	3	8	7	5	7	1	3	5	1	9	8	2	3	9	6	1	12	3
50500	-300.062234888733315	-298.502696906271751	-1.559537982461561	0.000797963619966	0.000206759325266	0.259108711340804	0.346933397164197	0	5	2	3	5	5	7	5	4	7	7	9	9	9	9	12	13	10	11	13	12	13	14	15	15	17	16	16	17	18	20	18	18	20	18	18	19	19	18	19	18	20	18	19	20	21	21	22	21	22	20	22	21	23	25	23	25	27	25	26	27	0	4	1	3	4	9	3	3	3	2	4	1	5	7	1	11	19	11	13	21	11	18	18	4	22	24	3	3	27	22	25	16	21	16	17	11	21	32	24	5	16	43	10	2	4	21	20	51	39	11	21	40	2	4	42	52	2	54	0	20	59	1	1	1	1	1	1	3	1	1	1	3	6	2	1	4	3	1	3	1	1	2	2	2	5	1	1	6	6	1	3	2	3	3	5	3	6	4	1	1	7	3	1	6	5	8	4	4	1	3	5	4	1	7	8	2	1	11	3	1	5	1
51000	-349.088856282835536	-347.505924758709398	-1.582931524126114	0.000459327754705	0.000113767959793	0.247683617258910	0.376517060590408	-2	5	2	4	3	4	6	6	6	6	4	8	9	8	9	11	12	12	11	11	13	13	14	14	16	17	17	17	18	15	20	18	18	17	18	18	18	18	19	20	19	17	19	19	20	21	19	19	20	23	22	21	22	22	25	22	25	27	24	26	25	0	4	1	3	1	3	11	6	11	4	3	11	12	7	4	2	13	4	12	13	13	8	15	9	30	23	16	1	21	21	39	4	13	6	25	4	20	27	37	29	11	21	14	1	3	37	22	23	37	11	41	44	7	12	53	32	12	47	0	2	44	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	4	1	3	2	1	2	4	2	3	1	2	4	11	4	2	1	5	3	6	1	7	5	1	1	1	5	2	6	11	10	2	3	2	2	9	2	2	6	5	1	2	8	5	1	8	2
51500	-342.166667544375571	-340.652198497546635	-1.514469046828955	0.000513480631852	0.000146321847813	0.284960792552547	0.346892831172915	-1	5	3	3	5	5	6	5	5	8	7	8	9	9	9	11	12	11	10	13	11	14	14	16	15	18	16	17	16	18	18	18	18	18	18	16	19	19	20	20	17	20	19	17	20	21	21	20	21	23	22	21	22	23	25	21	23	27	24	27	27	0	4	1	1	1	3	2	3	4	3	9	6	6	11	2	15	21	6	12	6	15	21	19	1	21	41	4	14	20	28	19	23	29	23	27	4	26	33	37	24	23	17	24	13	4	6	10	31	34	24	39	38	13	2	56	39	1	49	0	49	51	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	3	1	4	1	2	2	8	2	1	6	3	2	1	4	3	1	2	1	6	1	1	1	3	1	2	1	3	5	7	6	1	2	3	1	1	5	8	3	1	11	4	1	3	3
52000	-309.810665501680432	-308.271162936204348	-1.539502565476057	0.000658097046804	0.000177616613907	0.269894257646488	0.319162551921570	-1	4	3	5	4	4	7	7	6	6	8	8	8	9	9	11	12	10	10	12	12	14	15	13	16	17	17	16	17	17	20	18	17	20	19	18	18	18	19	20	19	20	16	19	19	20	19	20	20	22	21	21	24	22	26	23	24	25	25	26	28	0	3	1	1	1	3	4	6	2	6	2	4	10	10	4	12	14	2	9	12	13	2	24	6	11	20	22	4	11	25	35	29	24	30	17	11	25	20	29	16	6	37	24	3	3	33	43	43	33	25	44	46	12	11	25	24	2	4	0	32	31	1	1	2	4	3	1	1	1	1	1	2	1	1	2	2	2	1	3	2	2	2	5	1	4	4	2	3	3	4	1	1	1	2	1	3	5	2	3	1	4	7	1	1	7	8	2	1	2	2	2	1	1	7	3	5	5	9	8	1	3	3
52500	-349.619882297782510	-348.177402447594602	-1.442479850187907	0.000402041184228	0.000138231734088	0.343824810766935	0.307742409403402	-2	5	2	4	3	4	7	7	3	8	6	9	9	8	10	11	13	10	10	11	11	12	15	14	15	16	15	16	17	16	19	18	18	20	17	19	18	18	19	19	18	19	18	17	19	18	20	21	22	22	22	22	21	23	24	23	23	25	26	26	27	0	5	1	3	1	3	6	6	3	6	6	4	6	1	1	10	13	11	14	10	15	9	15	3	4	19	15	13	8	24	24	14	11	46	19	2	35	35	37	35	3	30	44	11	4	35	43	47	34	37	53	44	3	20	48	42	3	30	0	34	48	1	1	2	1	2	1	2	1	1	2	1	3	2	5	6	2	2	2	1	1	1	4	3	5	4	3	4	2	5	1	3	7	6	1	2	6	1	1	1	1	9	2	1	5	8	1	1	1	1	3	1	3	6	8	1	2	7	4	1	2	4
53000	-352.952682621025360	-351.507027041403319	-1.445655579622057	0.000576915457594	0.000196437225877	0.340495688391516	0.329147943453694	-2	5	3	4	5	5	6	6	6	7	8	9	7	9	9	11	12	11	11	11	13	14	13	16	16	18	16	15	16	17	20	16	17	18	17	16	18	20	18	19	18	20	19	18	19	21	20	20	21	23	21	20	23	23	25	23	24	26	25	26	28	0	4	1	1	3	4	3	6	3	2	8	13	5	8	3	12	4	12	14	3	18	18	14	17	11	14	19	4	28	6	40	3	23	35	19	20	7	18	27	27	3	40	21	3	37	4	41	36	37	6	48	23	7	17	36	46	2	1	0	35	58	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	4	2	1	6	1	1	2	2	3	3	3	5	1	6	1	3	3	1	3	3	6	4	1	2	6	1	3	8	1	8	1	2	1	11	1	4	7	4	5	1	9	11	1	4	1
