step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
24000	-356.118476630107125	-362.973964581066525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652932707475126	0	0	2	3	4	4	5	6	6	5	8	6	9	7	9	9	9	8	10	10	10	9	12	8	12	12	12	13	12	12	14	10	11	11	12	13	14	15	14	16	16	15	15	15	14	16	18	17	17	16	16	15	17	18	17	18	18	19	18	19	20	19	21	22	22	23	24	0	0	1	3	3	3	5	5	5	6	9	6	18	10	12	14	12	9	24	11	16	24	13	14	34	24	20	22	9	14	27	24	19	19	11	0	20	25	35	25	28	35	15	23	27	25	31	46	37	39	38	35	42	35	23	0	52	25	35	56	37	40	59	60	61	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	5	2	1	1	1	1	3	1	2	2	1	2	2	2	3	2	1	2	2	1	1	1	1	2	1	3	2	1	3	4	2	1	2	2	1	2	1	2	2
24500	-385.434174273956614	-392.289662224916015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530917478292408	0	1	2	2	4	4	6	6	6	6	9	7	8	7	8	9	9	9	9	10	10	9	10	11	12	11	10	13	13	12	13	12	11	13	13	13	15	16	13	16	14	18	15	15	14	15	17	18	16	15	16	16	18	18	19	17	18	17	17	19	18	20	20	22	22	22	23	0	0	1	1	3	3	5	5	1	6	12	9	6	10	12	14	12	12	14	6	14	9	15	19	19	21	11	33	15	27	18	10	10	20	13	0	18	34	12	46	19	17	31	29	11	34	31	34	31	39	34	35	12	41	37	0	49	46	31	56	45	58	49	60	61	62	61	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	4	2	2	4	2	1	3	1	4	1	2	1	2	5	1	1	2	1	2	3	1	1	1	2	6	2	3	1	1	1	2	1	1	2	2	2	2	2	2
25000	-365.971250392748175	-372.826738343707575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588064441417458	0	0	2	2	4	3	6	5	6	5	10	7	9	6	8	10	8	10	8	11	11	10	12	9	12	12	12	12	11	12	13	11	13	13	12	13	15	15	15	14	15	18	15	16	15	15	17	18	17	15	18	15	18	17	17	17	18	17	17	19	20	20	22	22	21	22	23	0	0	1	1	3	1	5	6	6	6	12	1	15	10	6	14	12	15	14	9	16	19	9	19	24	19	13	24	12	17	23	19	32	13	11	0	31	40	28	25	32	45	23	23	27	25	30	41	27	23	46	30	27	34	45	0	30	25	18	56	57	54	49	60	53	62	53	1	1	1	2	1	1	1	1	2	1	1	3	1	1	2	3	1	1	1	3	1	1	2	1	1	2	2	2	3	3	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	3	2	2	1	1	1	3	2	1	1	3	3	3	1	1	2	2	2	2	1	2
25500	-342.881734691934469	-349.737222642893869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665801537993393	0	1	1	1	3	4	6	4	6	5	10	3	9	7	7	8	8	7	8	9	11	10	11	10	11	13	12	12	11	12	14	11	11	13	12	14	15	15	14	16	15	17	16	14	14	15	17	17	16	15	17	16	19	17	17	17	18	18	19	19	20	20	21	22	22	22	25	0	0	1	1	3	3	5	5	6	12	20	1	16	10	10	10	12	6	14	9	16	19	16	19	22	24	11	22	6	18	30	24	19	25	17	0	27	34	30	34	26	37	23	17	20	34	45	32	27	39	34	27	37	46	43	0	52	34	49	56	57	54	59	60	61	62	61	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	3	2	3	1	2	2	2	1	2	3	2	1	1	1	1	3	2	1	1	2	1	2	2	1	2
26000	-345.896473664323594	-352.751961615282994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666902316191405	0	0	1	3	4	4	7	6	7	5	8	6	8	7	8	10	9	9	8	10	10	9	11	10	12	12	11	12	13	12	15	12	12	13	12	12	15	15	14	16	15	16	17	15	15	15	17	17	17	15	17	16	18	17	18	17	18	18	19	19	21	20	21	21	21	22	23	0	0	1	3	1	3	5	5	12	6	9	3	12	10	12	14	15	15	14	17	10	19	13	19	19	24	20	22	27	11	23	9	19	25	20	0	35	19	11	46	22	30	52	33	30	34	52	28	37	30	38	17	42	34	47	0	52	46	49	56	57	54	52	60	57	62	65	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	3	2	1	1	1	1	3	2	1	3	2	1	1	2	1	1	3	2	2	2	3	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1
26500	-356.198187698485413	-363.053675649444813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701054746032559	0	-1	2	1	3	4	6	5	6	5	10	6	9	6	8	8	9	8	9	8	9	9	12	11	12	12	10	13	12	13	13	12	10	14	13	13	15	15	15	16	15	17	16	15	14	15	15	17	15	14	16	17	16	17	17	16	18	19	18	19	19	20	19	21	21	21	25	0	0	1	1	3	3	5	5	3	6	20	6	15	10	3	14	20	6	12	9	16	12	12	19	22	19	20	22	13	9	13	22	22	25	23	0	18	25	31	34	24	53	47	31	11	25	31	19	30	27	34	30	45	34	30	0	42	40	49	56	57	46	49	56	61	38	65	1	1	1	1	1	1	1	1	2	1	2	2	1	1	3	1	1	2	1	1	1	1	3	1	2	2	1	2	2	3	2	2	1	1	1	1	3	2	1	1	1	1	1	1	2	2	1	3	1	1	1	2	1	2	2	1	1	1	2	2	1	2	2	2	1	2	2
27000	-361.864828927785936	-368.720316878745336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673437379723895	0	1	1	3	3	4	5	6	5	6	9	7	7	7	9	9	8	10	9	11	10	10	11	10	11	12	12	13	13	13	14	12	12	14	13	12	14	15	14	15	14	17	16	16	15	15	17	17	16	14	17	16	18	17	18	18	18	19	19	19	20	21	21	22	22	23	24	0	0	1	3	1	1	5	5	3	9	6	6	9	10	13	14	13	9	10	17	14	10	12	13	19	19	11	22	27	13	23	22	22	25	17	0	11	25	11	25	22	39	31	31	20	25	31	46	11	27	40	27	37	46	31	0	52	38	47	56	57	51	49	56	61	62	61	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	2	2	2	3	2	1	2	2	1	1	2	1	3	2	1	1	2	2	1	2	2	2	2	2	1	1	1	2	2	2	1	3	1	2	2	2	1	2	1	1	2	1	1	1	3	2	2	2	1	2
27500	-378.515117246629359	-385.370605197588759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612215044719962	1	0	2	2	4	4	6	6	6	5	9	7	9	7	7	7	9	9	9	9	10	10	12	10	11	11	11	13	13	12	12	13	12	14	12	14	15	15	14	15	16	14	15	15	14	16	18	17	16	15	17	17	17	18	17	16	18	18	16	18	17	18	22	21	21	22	23	0	0	1	1	3	3	5	5	6	3	15	9	9	10	3	6	12	9	15	6	16	19	18	19	19	19	17	22	15	27	11	24	16	25	17	0	30	25	17	25	28	35	31	13	18	34	11	32	37	20	38	35	42	34	13	0	42	38	43	56	42	38	52	60	61	62	65	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	1	2	2	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	2	3	1	4	2	1	3	1	4	2	3	4	1	2	2	1	1	2	1	2	2	2	2	2
28000	-341.289736979097938	-348.145224930057338	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762820665502948	0	-1	2	2	4	3	6	5	7	5	10	7	7	6	7	9	8	9	9	10	10	8	11	10	12	13	11	12	12	12	14	12	13	14	12	13	15	15	15	16	14	17	16	15	14	15	18	17	16	15	17	16	19	17	19	18	18	18	18	19	20	20	20	22	21	22	25	0	0	1	1	1	1	5	5	10	6	17	6	6	10	6	22	12	13	15	13	16	14	15	19	19	24	17	22	9	11	23	15	28	28	20	0	27	34	27	25	21	52	31	31	30	25	31	26	35	27	38	37	42	34	43	0	49	26	31	56	57	58	47	60	57	62	61	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	2	2	1	2	4	1	2	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	2	2	3	2	1	1	1	2	1	1	1	3	2	1	1	2	1	2	2	1	2
28500	-333.809262905054254	-340.664750856013654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633410171055453	0	0	2	2	4	4	6	6	6	5	9	6	9	6	8	8	8	7	8	10	10	9	10	9	12	12	11	13	12	12	14	12	12	13	12	14	15	15	14	16	16	17	16	15	14	15	17	15	16	16	18	16	18	17	18	17	18	18	18	19	20	20	20	20	21	22	24	0	0	1	1	4	3	5	5	6	6	12	6	6	10	6	14	9	6	10	17	16	19	13	15	19	24	20	22	15	20	23	24	19	25	13	0	23	34	35	25	34	30	35	45	20	34	44	32	30	39	25	45	39	34	31	0	52	46	49	56	57	40	47	56	57	62	65	1	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	3	2	1	2	3	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2
29000	-332.313382249173003	-339.168870200132403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739335389469273	0	-2	1	3	4	3	5	6	5	5	9	7	9	6	7	8	9	9	10	10	11	9	11	9	11	13	11	12	11	13	14	11	12	13	13	12	15	16	15	17	14	17	16	16	14	15	16	17	16	16	18	17	19	17	18	17	18	18	18	19	21	20	20	21	20	22	25	0	0	1	3	1	3	5	5	6	6	12	9	12	10	6	14	9	12	10	24	24	10	18	10	24	28	11	19	17	20	13	24	22	25	20	0	11	46	45	34	26	49	39	37	12	25	27	41	35	45	34	39	42	46	47	0	52	46	49	56	65	38	59	60	57	58	65	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	2	1	2	1	1	2	1	1	1	1	3	2	2	1	2	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2
29500	-331.698302835663981	-338.553790786623381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640586805743550	0	1	2	2	4	4	6	6	5	6	9	6	7	7	9	9	8	10	9	11	10	10	12	11	12	12	12	12	13	12	14	13	12	13	13	13	15	15	14	16	14	18	16	15	14	16	18	16	15	16	18	16	18	18	18	17	18	18	17	19	18	20	21	21	21	22	24	0	0	1	1	1	1	5	5	3	6	17	6	12	10	12	14	12	12	10	11	14	14	18	19	24	24	11	22	17	11	23	19	24	25	11	0	20	25	35	25	24	52	31	23	11	25	37	41	6	39	25	27	20	40	43	0	37	34	35	56	52	51	30	60	61	62	65	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	1	6	1	3	2	3	2	1	1	1	2	2	1	1	1	3	2	2	1	2
30000	-336.738467691613153	-343.593955642572553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770258989453836	0	0	2	2	4	3	6	6	6	5	9	6	9	7	8	8	8	10	7	10	9	9	11	9	12	12	11	13	12	12	14	12	12	14	12	14	14	15	14	16	15	17	16	16	15	16	17	17	17	16	18	15	18	17	19	17	18	18	18	19	19	19	22	21	21	22	24	0	0	1	1	3	1	5	5	6	6	17	6	12	10	12	14	9	15	10	17	16	19	20	19	9	24	20	22	12	11	23	21	19	25	20	0	17	34	11	38	28	27	31	45	20	25	15	25	45	31	40	37	42	46	45	0	52	38	49	56	42	54	59	60	61	34	57	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	3	1	3	1	2	3	1	1	3	2	5	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	5	2
30500	-396.281522679667887	-403.137010630627287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432543016313267	0	0	1	3	4	3	5	6	7	3	10	6	9	6	9	10	8	9	8	10	10	9	11	10	12	12	11	12	11	13	14	12	12	14	12	14	14	15	13	17	14	16	16	16	14	14	15	14	17	16	16	16	17	17	18	15	18	19	18	19	20	19	21	21	22	22	24	0	0	1	3	1	1	4	5	6	3	17	6	9	6	1	19	9	6	10	13	19	19	13	19	19	24	11	22	18	11	9	24	22	25	20	0	12	28	13	34	18	27	12	47	35	24	9	32	11	31	34	20	52	46	30	0	42	40	45	56	57	34	59	56	57	62	61	1	1	1	1	1	1	1	1	2	1	1	2	1	2	4	2	1	4	2	1	2	1	2	2	2	1	1	2	1	2	4	1	2	1	1	1	5	2	3	2	3	3	6	1	1	3	3	1	2	1	1	3	1	3	2	1	1	1	2	2	1	2	1	3	2	3	4
31000	-342.303172554556227	-349.158660505515627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633012156808931	0	-1	2	2	3	3	7	4	6	5	8	6	8	7	8	9	7	9	10	10	11	9	11	10	12	12	11	13	12	12	14	12	12	11	12	13	14	14	14	16	15	17	16	16	15	15	17	17	16	13	18	17	18	17	19	17	18	19	18	19	20	19	21	21	21	22	24	0	0	1	1	1	3	5	1	1	6	17	3	6	10	17	10	6	17	12	11	22	10	20	14	34	24	11	19	18	20	23	24	24	22	20	0	30	25	27	38	24	49	37	17	30	25	44	32	20	18	40	45	42	40	45	0	52	38	44	56	57	46	59	56	61	62	52	1	1	1	1	2	1	2	3	3	1	1	3	3	1	1	1	2	2	2	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	3	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	3
31500	-373.644264114494263	-380.499752065453663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625873573216106	0	0	1	3	4	3	6	5	7	5	9	5	8	6	8	9	8	10	9	11	11	10	12	11	12	10	11	13	12	12	14	13	11	13	13	13	15	15	15	16	16	18	15	15	15	15	17	17	16	13	17	16	18	16	18	18	17	19	18	19	20	21	22	21	18	22	24	0	0	1	3	3	3	5	5	6	1	9	3	9	12	12	13	1	11	14	11	16	19	13	19	17	14	11	22	17	27	20	22	16	25	23	0	9	34	18	34	24	37	23	27	23	25	43	40	11	20	46	13	37	25	45	0	45	51	23	56	65	34	47	60	52	62	57	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	4	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	4	2	2	2	2	3	2	2	1	1	2	1	1	4	2	2	1	1	1	1	3	1	2	4	2	1	1	1	4
32000	-343.779904731067859	-350.635392682027259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644296755126047	0	1	2	2	4	4	6	5	7	5	8	6	8	6	9	9	7	8	9	9	11	10	11	9	12	12	12	12	11	12	14	11	12	13	11	13	16	15	14	16	13	17	16	15	15	15	18	16	16	15	17	16	17	17	17	17	18	18	18	19	20	20	19	21	22	22	25	0	0	1	1	1	3	5	5	12	6	17	6	1	10	14	14	12	6	10	11	15	10	15	14	19	19	20	19	15	11	18	24	24	25	20	0	30	28	27	34	32	27	31	23	30	25	44	32	31	18	22	30	45	38	31	0	52	37	55	56	57	58	49	56	61	62	57	1	1	1	1	2	2	1	1	1	1	1	1	4	1	2	2	1	2	2	1	1	3	1	2	1	2	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	3	1	2	3
32500	-355.553517918059413	-362.409005869018813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673962497318224	0	1	1	2	4	3	6	5	6	5	7	5	9	6	8	9	7	8	10	11	9	8	12	9	12	11	11	12	13	11	15	13	13	13	12	14	16	15	14	16	15	18	17	16	15	15	18	17	16	16	17	16	19	16	17	17	17	18	19	20	19	21	22	20	21	22	24	0	0	1	1	3	3	5	5	6	6	6	3	11	10	6	14	12	6	24	17	14	9	17	22	24	19	17	22	12	17	35	24	24	25	17	0	11	34	27	34	28	49	45	23	35	34	15	37	27	39	32	18	42	46	44	0	52	46	49	56	57	46	59	56	61	62	57	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	4	2	1	2	2	1	1	1	5	1	1	2	2	1	1	2	2	1	4	1	2	1	2	5	1	1	1	1	1	1	1	2	1	2	2	1	1	1	3
33000	-374.780458959504017	-381.635946910463417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531648068030888	-1	1	1	1	4	3	6	6	6	5	8	4	9	7	7	10	8	9	7	11	11	10	12	10	11	12	11	12	11	13	13	13	12	13	11	12	15	15	14	16	15	17	16	16	15	14	16	17	14	15	17	16	18	17	19	17	18	18	19	19	20	20	20	22	21	22	24	0	0	1	1	1	1	5	5	3	6	12	4	14	10	1	14	6	17	10	9	24	19	11	10	15	22	9	16	17	27	20	26	24	25	18	0	30	34	27	26	19	23	31	49	20	24	31	34	9	17	38	11	45	25	30	0	52	38	23	56	57	46	37	60	61	62	65	1	1	1	1	2	2	1	1	2	1	2	2	1	1	4	2	3	1	1	3	1	2	2	3	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	4	2	2	1	2	2	2	1	3	3	1	4	1	2	2	1	1	1	3	1	2	3	3	2	1	1	2
33500	-349.102420757954008	-355.957908708913408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637021189495609	0	1	1	2	3	4	6	5	6	5	10	6	7	7	7	10	8	10	9	10	9	10	12	10	12	13	12	11	13	12	14	12	12	14	11	13	13	16	12	16	16	17	16	15	14	15	17	16	16	14	18	16	18	18	18	17	18	18	19	18	18	20	20	21	21	23	24	0	0	1	3	1	3	5	5	6	6	13	6	9	10	9	10	9	13	10	9	14	21	11	21	24	28	18	22	20	20	23	19	11	25	15	0	27	25	35	22	32	52	31	37	30	25	13	32	27	18	34	37	42	34	23	0	52	34	49	56	52	38	49	60	61	62	61	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	3	3	1	1	1	1	2	4	3	1	2	3	2	1	2	4	1	1	2	2	1	1	2	2	2	2	2	3
34000	-365.069797539481954	-371.925285490441354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596313746018523	0	1	1	2	3	4	7	4	6	6	10	6	8	7	7	9	8	9	9	11	10	10	10	10	11	12	11	12	12	12	13	13	12	14	13	13	15	14	14	16	15	18	16	16	15	14	17	16	16	15	17	15	19	18	18	17	17	18	18	19	20	20	21	22	21	22	24	0	0	1	1	1	3	1	5	6	6	17	1	15	10	12	14	9	15	7	11	10	19	13	19	24	19	13	22	15	17	23	24	10	25	27	0	11	25	31	25	24	49	27	12	30	25	31	32	27	17	25	30	37	24	20	0	52	38	50	56	57	40	59	60	57	62	61	1	1	1	1	2	1	5	1	1	2	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	4	2	1	1	2	1	1	2	2	1	2	4	1	2	2	2	2	5	2	2	2	4	4	1	1	2	1	1	1	2	2	2	3	1	2
34500	-364.896418336903480	-371.751906287862880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627276609720668	0	0	2	1	4	5	7	6	6	6	10	6	9	7	7	10	8	9	8	10	11	8	11	10	12	12	11	11	13	13	14	10	12	13	12	13	15	14	13	16	15	18	17	15	13	15	18	17	16	14	16	17	17	17	16	17	18	18	19	19	20	20	21	21	22	22	24	0	0	1	1	3	3	5	5	3	6	9	6	6	10	1	10	12	15	9	17	16	15	3	19	32	24	9	24	23	13	13	22	16	19	20	0	12	25	11	25	19	53	35	18	20	25	31	24	37	23	38	37	37	51	31	0	52	54	49	56	42	40	59	60	11	40	61	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	4	1	1	1	3	1	1	2	2	1	2	3	1	1	3	2	1	2	3	1	2	2	3	2	2	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	6	3	2
35000	-360.795506682788300	-367.650994633747700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633712818668862	0	-1	2	2	4	3	6	5	6	5	10	7	9	7	8	8	8	10	10	10	10	10	12	10	13	12	10	12	13	13	14	12	11	13	13	13	16	15	13	15	15	17	17	15	13	16	18	18	15	14	17	15	18	17	17	17	19	19	19	19	20	20	20	22	21	22	23	0	0	1	1	6	1	5	5	6	6	17	6	12	10	6	14	6	15	14	15	16	14	15	17	26	19	17	24	18	17	18	24	19	22	27	0	45	34	17	34	32	52	23	15	20	34	31	51	45	11	25	30	30	40	31	0	35	51	49	56	57	40	37	60	53	38	61	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	2	2	4	1	1	1	1	3	1	2	2	2	2	2	1	2	3	2	2	2	1	1	2	2	1	3	1	2	1	3	1	2	1	1	2	2	2	2	3	2
35500	-324.661158222609743	-331.516646173569143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589995306612807	-1	0	2	1	4	4	6	6	7	5	9	6	8	7	9	9	8	9	10	11	11	9	11	11	12	12	10	12	11	12	15	12	12	13	11	14	16	15	14	16	15	16	16	15	14	16	16	16	16	14	17	17	19	17	18	18	18	18	18	19	21	19	20	21	22	21	25	0	0	4	1	3	3	5	5	6	6	9	1	6	10	9	14	9	9	12	11	16	14	15	19	19	19	6	14	12	20	23	24	24	25	11	0	30	28	17	25	26	45	45	27	11	34	18	24	45	15	34	37	52	40	23	0	42	40	49	56	57	34	59	60	61	62	65	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	3	3	1	2	2	1	1	1	3	1	1	1	2	1	1	3	1	2	1	1	2
36000	-379.135387974760874	-385.990875925720275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546628339077586	0	0	1	3	3	3	7	5	5	4	9	6	8	7	7	8	9	9	9	10	10	9	12	10	12	12	11	11	13	12	14	10	12	13	12	14	15	16	14	16	16	17	14	16	15	15	16	18	14	15	17	15	19	17	18	17	18	18	19	19	19	20	20	21	20	21	24	0	0	1	3	1	3	5	5	4	6	6	6	9	10	6	9	12	6	10	12	13	14	6	12	24	24	6	22	27	16	30	13	19	25	13	0	23	28	20	25	33	52	27	30	19	25	31	41	30	17	46	30	42	46	31	0	37	40	49	56	57	34	45	60	52	40	57	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	4	3	2	1	1	4	1	1	2	4	1	1	3	1	1	2	1	2	1	1	2	2	2	2	1	2	2	3	2	1	1	1	3	1	2	1	1	2	1	1	2	3	1	1	2	2	2	2	2	2
36500	-331.105828346880003	-337.961316297839403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675478451196649	-1	-1	1	2	3	4	6	5	6	6	9	6	7	7	8	9	9	9	10	10	11	9	11	11	12	12	11	12	12	12	13	12	13	14	11	12	15	16	13	16	15	17	16	15	14	15	17	18	17	15	17	16	19	17	18	18	18	18	18	19	20	21	21	21	22	20	25	0	0	1	3	3	3	5	5	6	6	13	5	6	10	7	10	12	13	22	11	14	10	17	19	24	19	11	19	18	11	23	24	19	25	11	0	11	34	15	34	24	39	23	18	20	25	44	34	43	31	46	45	37	38	23	0	52	34	49	56	53	38	53	60	61	58	65	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	4	1	2	1	2	2	2	3	2	2	1	2	1	2	1	2	2	1	3	1	1	2	1	1	1	2	1	2	1	2	2
37000	-368.227689178162279	-375.083177129121680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544017723861611	1	-2	2	3	3	4	5	6	7	5	8	6	8	6	9	9	7	8	8	11	10	9	10	11	12	11	10	12	12	13	14	11	12	13	11	13	15	16	14	15	16	17	16	14	13	16	18	18	15	15	16	17	19	18	17	18	19	18	18	19	20	20	20	21	22	22	24	0	0	1	3	3	3	5	5	6	6	12	6	6	10	9	14	6	3	9	17	16	19	13	19	32	10	17	19	9	27	18	19	26	25	18	0	9	25	35	34	24	27	23	23	27	34	23	19	18	39	16	37	42	46	37	0	42	34	49	56	57	46	30	60	61	48	57	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	3	1	2	1	1	1	1	1	2	2	2	3	1	2	2	1	1	2	1	4	2	2	2	2	3	3	2	2	2	4	5	2	1	3	1	1	1	1	1	1	2	2	1	1	2	3	2	2	3	2
