step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
51000	-351.868546729272680	-358.724034680232080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684569950871843	0	1	1	2	4	4	6	6	6	6	9	6	8	7	7	10	8	9	10	10	10	10	10	7	13	11	11	12	13	12	14	12	12	13	12	12	15	16	15	16	15	17	16	15	14	15	17	17	16	15	17	16	18	16	18	17	18	18	18	19	21	20	20	21	20	22	23	0	0	1	3	3	3	5	5	5	6	15	3	9	10	9	10	9	13	24	11	14	24	15	10	16	10	11	22	18	11	23	14	22	19	20	0	27	25	35	25	19	50	23	23	18	25	35	33	27	9	38	20	30	34	31	0	52	26	47	56	53	58	59	60	57	62	65	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	3	1	1	2	1	2	2	2	1	1	3	1	1	2	2	1	3	1	1	1	1	2	2	2	1	2	1	3	2	1	1	3	2	2	3	1	3	4	2	2	1	1	2	1	1	1	1	1	2	1	1	2
51500	-363.691624369974022	-370.547112320933422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465975557347785	0	-1	1	2	3	3	7	5	4	6	9	7	8	6	9	9	8	10	8	10	10	9	12	11	11	13	11	12	10	12	13	12	13	13	12	14	15	15	14	15	16	17	15	15	14	15	17	17	17	16	17	16	19	18	17	17	18	18	18	19	21	20	21	22	19	22	25	0	0	1	1	1	1	5	5	3	6	13	6	14	6	6	14	6	13	10	11	14	9	20	19	22	19	11	22	12	3	23	16	19	25	12	0	11	34	20	34	32	37	23	23	27	26	23	24	43	39	34	37	42	25	23	0	52	33	49	56	65	26	59	60	57	54	57	1	1	1	1	2	2	3	1	1	2	1	2	1	2	2	2	2	1	1	1	2	2	1	1	1	3	1	2	1	4	1	2	2	1	2	1	4	1	2	1	2	1	2	2	2	2	2	2	1	1	2	1	2	3	2	1	1	2	1	1	1	4	2	3	1	2	3
52000	-353.204774679924810	-360.060262630884210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673181886752172	-1	0	1	1	5	4	3	6	5	6	9	7	9	5	8	8	8	8	8	11	9	10	11	10	11	12	11	12	12	12	13	12	12	13	12	13	14	15	13	16	16	17	17	15	13	14	17	18	17	15	17	15	18	18	19	16	18	19	15	19	20	20	18	21	21	22	24	0	0	1	1	7	3	3	5	6	14	9	9	18	6	9	14	9	10	14	11	17	19	6	19	19	24	11	22	12	27	18	24	19	25	27	0	27	25	17	46	28	52	37	23	27	25	44	40	35	35	38	37	42	38	47	0	52	38	45	56	49	54	39	60	61	62	65	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	3	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2
52500	-366.668330120484427	-373.523818071443827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611487236216544	1	-1	2	3	4	4	6	5	6	5	7	6	9	7	8	9	8	8	10	11	10	8	10	10	11	12	10	12	12	12	14	12	10	13	12	11	13	14	14	17	14	16	15	15	14	14	16	17	16	16	17	16	18	16	18	17	18	18	19	19	19	19	21	22	21	22	25	0	0	1	3	3	3	5	5	6	6	9	6	6	10	3	15	9	9	22	11	16	10	18	22	22	33	11	22	23	17	23	24	22	25	17	0	12	25	13	38	15	30	30	23	23	25	45	28	44	45	25	17	42	38	45	0	42	38	49	56	57	58	53	60	55	62	61	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	3	1	2	1	2	1	3	2	3	2	3	2	2	2	2	1	1	2	1	1	3	5	1	2	2	1	1	2	2	1	1	1	2	2	2	2	3
53000	-345.120052801600195	-351.975540752559596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613012939491282	0	1	1	3	4	4	6	6	5	6	9	6	8	7	8	9	9	9	9	9	11	10	12	10	12	11	10	13	11	12	14	13	12	13	12	12	15	16	14	15	15	16	16	15	14	15	16	17	16	15	16	16	18	17	18	18	19	16	18	20	20	20	20	21	21	22	24	0	0	1	1	3	3	5	5	6	6	13	6	12	10	6	14	12	9	14	12	16	19	11	19	24	16	15	22	13	27	23	19	13	25	17	0	18	46	15	25	16	45	23	17	18	25	23	40	27	39	46	13	45	40	23	0	45	34	49	56	57	38	55	56	61	46	65	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	3	1	2	2	3	1	1	3	3	2	2	1	2	1	1	4	2	1	3	1	3	1	2	1	1	2	1	2	1	3	2
53500	-345.223086830419390	-352.078574781378791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651939148632395	-1	0	1	2	3	4	6	5	6	6	10	7	8	7	9	10	8	9	9	10	9	9	11	10	11	12	10	11	9	12	14	12	12	13	12	13	16	15	14	16	16	17	17	15	13	15	17	17	16	15	18	16	19	18	19	16	18	15	19	19	20	19	21	21	22	21	25	0	0	1	3	1	3	5	5	6	6	17	6	4	10	6	10	12	17	6	17	14	10	18	19	24	19	13	22	12	20	27	16	28	25	11	0	27	25	30	34	26	45	31	23	20	13	37	32	30	39	38	27	52	38	44	0	52	25	49	56	57	58	59	60	57	62	61	1	1	1	1	2	2	2	1	1	1	1	2	3	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	3	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	2	1	2	2	1	3
54000	-352.911612132976359	-359.767100083935759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668719501003358	0	0	2	2	4	4	6	6	7	5	10	7	8	6	7	9	8	10	10	10	11	10	11	9	12	12	11	12	12	12	12	13	13	13	12	14	15	16	14	15	15	17	16	15	13	15	17	18	15	16	17	15	18	16	17	17	19	18	18	19	20	21	21	21	22	21	23	0	0	1	1	3	3	3	5	6	1	17	1	15	10	7	14	15	15	24	9	16	24	13	15	19	12	9	22	12	20	15	28	19	25	12	0	45	25	20	25	19	45	31	12	17	32	26	32	18	39	40	45	42	25	37	0	52	25	44	56	57	38	49	60	61	38	61	1	1	1	1	1	1	2	1	2	4	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	4	2	1	3	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	3	2	1	2	2
54500	-352.305413348751642	-359.160901299711043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643083046844592	0	0	2	3	5	3	7	4	6	4	10	6	8	6	7	10	8	8	9	10	10	8	10	9	12	11	9	12	12	12	14	11	11	14	12	14	14	15	14	16	15	16	17	16	13	15	16	18	14	16	17	16	19	17	17	17	19	18	19	19	20	20	21	22	21	22	24	0	0	1	3	3	1	5	3	6	3	17	6	3	10	9	24	12	6	22	17	9	10	18	22	26	24	6	22	13	11	23	10	22	25	17	0	17	34	35	25	28	27	23	31	35	25	31	41	45	37	34	20	42	38	23	0	42	38	30	56	57	34	43	60	61	62	57	1	1	2	1	2	1	1	1	2	1	1	2	3	1	1	1	1	2	1	2	2	2	1	1	1	2	3	2	1	1	2	3	1	1	2	1	2	1	1	2	2	2	3	1	1	2	1	2	1	1	2	2	1	1	4	1	1	1	2	1	1	2	2	2	1	1	3
55000	-333.830592371530429	-340.686080322489829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750858501960510	0	1	1	2	4	4	6	5	7	5	9	7	7	7	6	9	9	8	9	9	11	10	11	11	12	12	12	11	13	12	14	11	13	13	11	14	14	15	14	16	15	16	16	16	13	15	16	17	15	15	18	16	18	17	18	17	18	18	18	18	20	20	20	22	22	22	25	0	0	1	3	3	3	4	5	6	6	13	6	6	10	6	13	9	6	14	9	16	13	18	19	22	19	20	19	11	20	23	19	26	25	20	0	11	25	30	25	24	37	37	31	6	25	23	41	45	39	25	45	42	46	47	0	52	38	49	56	57	46	42	60	57	62	61	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	1	3	2	1	2	2	2	1	1	4	2	2	1	1	1	3	1	1	1	1	1	1	2	2	1	1	3	2	2	2	1	2
55500	-329.628008584294548	-336.483496535253948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751653910231581	0	0	2	2	4	4	7	5	6	5	10	6	9	6	8	9	8	10	9	10	11	8	11	10	12	13	11	12	10	13	15	11	13	13	12	13	14	14	14	15	15	16	16	16	14	14	16	17	15	15	18	16	19	17	18	17	18	18	19	18	20	20	22	22	22	22	25	0	0	1	1	1	1	5	5	6	6	17	6	9	10	6	10	9	17	14	9	16	14	13	22	32	24	11	22	12	11	20	24	25	25	18	0	11	34	11	25	24	45	45	31	11	34	23	41	13	39	46	39	27	46	43	0	52	41	49	56	57	25	49	60	61	62	61	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	3	2	2	1	1	1	2	1	1	3	4	2	1	1	2
56000	-355.272221599053182	-362.127709550012582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704249239545372	0	0	2	3	2	4	7	4	7	6	9	6	8	5	5	10	8	9	9	10	9	8	11	11	11	12	11	12	12	13	14	12	12	14	13	14	14	15	14	17	14	17	16	16	13	15	17	17	16	15	18	16	18	16	16	18	18	18	19	20	19	17	20	22	21	22	21	0	0	1	3	1	1	5	5	6	14	17	6	12	6	4	21	15	12	14	11	14	10	18	19	19	24	17	22	13	27	15	24	19	25	11	0	15	34	17	25	26	30	37	37	20	25	55	31	31	39	46	35	37	34	18	0	52	25	49	56	52	46	55	60	61	40	57	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	3	1	2	2	2	1	4	1	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	1	3	1	1	2	2	1	2	1	2	2	1	2	2
56500	-365.977961916409242	-372.833449867368643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676215131484433	-3	1	0	3	4	2	6	6	6	4	10	7	8	6	5	9	8	9	9	11	11	9	11	10	13	11	11	12	13	12	14	13	12	11	11	13	14	14	14	16	14	17	16	15	14	14	17	17	14	15	16	17	17	16	19	17	18	17	17	18	20	20	21	21	22	22	25	0	0	1	3	6	1	5	5	15	6	17	15	9	10	3	10	12	9	10	15	16	15	12	16	18	24	17	22	9	27	20	28	19	24	17	0	30	34	15	34	26	30	45	37	27	34	30	32	27	39	46	11	39	25	45	0	53	54	49	56	57	40	49	60	61	62	61	1	1	2	2	1	2	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	2	2	1	2	1	1	1	3	1	1	1	1	1	2	1	1	2	3	2	2	2	1	1	2	2	2	2	1	1	1	3	1	2	2	1	1	1	2	1	1	2	2	2	2	1	2
57000	-338.216971414018872	-345.072459364978272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633578647682473	0	0	2	2	3	4	6	5	6	5	9	4	8	6	8	8	8	9	9	10	10	8	11	10	12	12	10	11	13	11	14	12	12	13	11	13	15	16	14	15	15	18	17	15	14	16	17	17	16	16	18	16	17	17	18	16	18	18	18	19	20	17	21	22	20	23	24	0	0	1	1	3	3	5	5	6	12	17	3	12	10	9	14	9	9	14	17	16	14	15	19	28	19	17	22	30	13	18	28	28	25	20	0	30	25	35	34	21	53	31	23	27	34	23	32	31	39	46	27	37	38	45	0	52	46	49	56	57	25	59	60	52	40	61	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	3	1	2	2	2	2	2	2	1	1	2	3	1	1	2	1	1	2	1	2	1	2	1	2	2	3	2
57500	-381.060165590003919	-387.915653540963319	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556940135916302	0	0	2	1	5	5	7	4	6	5	9	6	8	7	8	10	9	10	10	10	11	9	11	9	13	13	12	12	12	13	14	13	13	12	12	12	15	15	15	16	15	17	16	15	14	14	16	16	16	16	16	16	19	16	17	16	18	18	18	19	20	19	20	21	21	23	24	0	0	1	1	8	3	5	3	1	1	15	1	12	10	6	24	12	13	14	11	10	14	17	6	34	19	17	22	21	17	13	21	9	24	18	0	35	46	45	25	19	52	13	9	20	24	35	28	11	39	25	37	27	46	23	0	52	25	43	56	57	41	45	56	57	62	61	1	1	1	1	1	2	1	1	4	3	1	2	1	2	2	1	2	1	1	1	4	1	1	2	1	2	2	2	1	2	3	1	4	2	1	1	1	1	1	2	2	1	5	5	2	2	2	2	3	1	1	1	4	1	2	1	1	2	1	1	2	3	3	3	2	2	2
58000	-338.698093659227425	-345.553581610186825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678483084342346	0	1	2	3	4	4	6	6	6	6	8	6	8	5	7	8	8	8	7	10	10	9	12	10	12	12	11	13	11	9	14	10	12	14	13	13	15	16	14	16	16	16	17	15	13	15	16	16	16	15	18	16	18	17	18	17	18	19	19	18	20	20	22	22	21	22	25	0	0	1	1	3	4	5	5	3	3	9	6	12	6	6	10	15	12	14	30	15	19	13	19	32	21	20	22	9	11	23	14	24	25	20	0	45	28	23	34	24	30	23	23	27	25	31	24	45	39	46	37	52	46	47	0	42	54	49	56	52	58	59	60	57	62	61	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	2	2	3	2	2	1	1	1	3	2	1	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	2
58500	-390.251869066275162	-397.107357017234563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610692756467876	0	1	1	3	4	3	5	6	5	6	9	6	8	6	7	10	9	8	9	10	9	9	12	9	13	11	11	13	12	10	13	11	12	14	13	12	15	15	12	17	15	16	15	16	14	15	17	17	16	15	16	15	18	17	18	17	18	18	19	19	19	20	22	21	21	22	24	0	0	1	3	1	1	6	5	6	6	15	6	6	9	12	14	6	12	14	18	9	10	27	10	32	19	11	22	20	11	23	24	19	25	6	0	31	24	30	25	30	27	31	43	11	25	30	38	18	39	38	27	42	38	45	0	52	25	23	56	57	58	59	56	61	49	61	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	4	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	4	1	1	2	1	2	2	2	1	1	2	1	3	1	2	1	1	2	1	1	2	1	2	2	3	1	1	1	2	3	2	3	2
59000	-364.499797655417808	-371.355285606377208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598554239834734	-1	-1	1	2	3	3	6	4	6	5	9	7	8	6	9	9	9	10	8	10	10	10	10	11	11	12	12	12	12	13	13	11	13	13	13	13	15	15	13	15	15	18	16	13	14	16	17	18	17	15	18	15	17	18	19	17	18	18	18	18	20	19	21	22	20	21	25	0	0	1	3	3	3	5	5	6	3	12	10	9	6	8	10	12	12	14	11	16	19	13	19	22	24	11	19	17	11	6	19	24	25	15	0	11	25	27	34	24	31	37	23	35	34	27	24	20	18	34	45	45	40	47	0	30	40	37	56	57	51	49	60	57	62	65	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	2	3	2	5	1	1	1	2	1	2	2	1	1	2	3	1	1	1	2	3	3	3	2	2	1	1	2	1	1	2	2	1	1	2	1	2	2	1	1	3
59500	-349.439053627781391	-356.294541578740791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736694998765478	0	0	1	3	4	4	7	6	6	6	10	6	8	7	8	8	8	10	10	10	9	9	11	11	13	12	10	11	10	11	13	12	11	12	11	14	16	16	14	15	14	17	17	16	14	16	15	17	16	14	18	16	19	17	18	17	18	19	18	19	20	21	21	21	21	23	25	0	0	1	3	3	3	5	5	1	6	17	3	12	10	12	10	9	15	14	6	16	16	18	16	34	19	17	22	12	17	23	35	9	24	12	0	11	40	11	25	22	45	47	23	27	41	23	41	35	35	38	45	37	40	31	0	52	46	49	56	57	58	31	60	57	62	61	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	1	3	1	3	1	3	1	2	2	1	2	2	1	2	2	4	1	1	1	2	1	2	1	1	2	1	1	1	1	3	2	3	1	3
60000	-334.639035246868900	-341.494523197828300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654280570753530	0	0	2	2	4	3	7	6	6	5	10	5	9	7	7	9	8	9	9	10	7	10	12	10	11	11	11	12	12	12	14	11	13	13	13	13	14	15	14	15	15	16	17	15	14	16	17	16	17	16	17	16	18	17	16	17	18	17	17	19	20	21	22	21	21	23	24	0	0	1	1	1	3	5	5	10	6	12	6	15	10	9	10	12	14	14	17	10	19	18	19	24	19	17	22	13	17	23	24	19	25	27	0	20	34	27	25	24	37	31	30	20	22	31	32	13	39	46	45	42	40	23	0	52	41	45	56	57	46	49	60	61	62	61	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3	2	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2
60500	-399.719673085849308	-406.575161036808709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599582756239969	0	0	1	2	5	4	6	5	6	5	9	6	7	6	9	8	8	9	9	11	9	6	11	10	11	12	10	12	12	13	15	13	12	13	12	12	15	15	15	17	15	16	16	14	14	15	18	18	16	16	18	17	19	18	19	14	16	18	18	19	20	20	21	22	22	23	25	0	0	1	3	3	4	5	1	1	6	17	3	6	10	12	10	6	13	14	17	10	10	11	19	9	25	6	22	15	18	45	28	21	16	11	0	6	24	20	38	21	11	45	27	18	28	45	32	45	11	38	37	42	40	41	0	45	38	49	56	42	58	49	60	61	62	65	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	3	1	3	3	3	3	1	1	2	2	2	1	5	2	2	2	3	3	1	2	3	2	2	2	1	4	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2
61000	-382.400083367772311	-389.255571318731711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660964521434093	0	-1	2	1	3	4	6	5	7	5	9	6	9	6	8	10	8	9	9	10	9	10	11	9	12	13	11	12	13	11	14	13	13	13	11	13	14	15	13	15	14	17	17	16	14	13	17	16	16	15	17	16	19	16	19	18	18	18	19	19	21	20	21	21	20	22	25	0	0	1	1	3	3	5	5	6	6	15	3	6	10	12	14	12	9	9	13	10	19	17	14	19	16	20	22	15	19	13	19	24	22	18	0	23	25	9	34	26	52	18	23	27	25	37	33	9	30	25	39	42	46	52	0	52	34	47	56	65	38	49	60	52	40	65	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	2	2	1	2	1	2	1	2	2	2	1	1	1	2	1	2	2	3	3	1	1	2	2	3	1	1	1	4	2	2	1	2	2	4	3	2	2	1	1	1	1	1	2	1	1	1	2	2	1	2	4	3
61500	-367.211345514176230	-374.066833465135630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662662806078791	1	-1	2	2	3	3	7	5	6	5	9	6	8	7	7	10	8	10	10	10	10	8	11	11	13	13	10	12	12	12	14	12	13	12	12	13	13	16	14	16	16	17	16	13	15	15	17	17	16	15	17	16	19	17	18	17	19	18	18	18	20	21	21	21	21	22	23	0	0	1	1	1	1	5	5	1	6	12	3	6	10	6	14	12	11	22	17	14	14	15	19	19	24	17	19	9	17	23	22	32	19	20	0	20	34	6	25	24	11	15	30	18	34	31	41	17	39	25	31	45	40	39	0	42	34	31	56	52	40	42	60	61	40	61	1	1	1	1	1	1	2	1	2	1	2	1	3	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	5	2	2	4	4	1	2	2	2	1	3	1	2	2	3	1	2	1	1	2	1	1	2	1	1	2	1	3	2
62000	-373.668018823500915	-380.523506774460316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537455521738105	0	1	2	3	4	4	6	5	7	5	9	7	8	6	8	9	9	10	8	10	8	9	11	10	11	12	12	12	12	12	13	12	10	14	12	14	13	15	12	16	15	16	17	14	15	15	17	18	16	14	17	17	18	18	17	16	18	16	18	18	19	20	21	21	21	22	23	0	0	1	3	1	1	5	5	1	6	9	3	9	10	5	10	3	6	14	11	14	19	11	19	19	19	17	22	13	20	23	14	19	25	23	0	12	32	11	25	24	17	23	27	18	25	31	46	6	39	38	45	35	58	31	0	42	25	45	56	57	58	55	60	61	62	61	1	1	2	1	2	1	1	1	2	1	1	3	1	1	2	2	3	3	1	1	1	1	1	1	1	2	2	2	2	1	1	3	1	2	1	1	3	2	2	3	2	3	3	1	3	2	2	1	5	1	1	1	2	1	3	1	2	2	1	2	1	1	2	2	2	1	2
62500	-346.872978959921113	-353.728466910880513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782203560136703	0	0	1	2	3	4	6	5	7	6	9	5	9	7	9	8	8	9	10	10	10	9	12	10	12	13	10	12	12	13	15	13	12	11	13	14	16	14	15	16	15	15	17	13	14	15	17	17	16	16	17	16	17	16	16	16	18	18	18	19	20	21	22	22	22	23	24	0	0	1	3	3	3	6	5	6	6	6	4	9	12	9	10	9	9	14	17	16	12	18	22	34	19	17	19	15	17	44	16	24	24	11	0	20	34	45	34	24	18	32	13	13	25	45	41	45	39	38	45	42	32	31	0	52	40	37	56	57	58	49	60	61	62	65	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	4	1	1	2	1	3	2	1	2	2	2	1	2	3	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2
63000	-338.846662576970743	-345.702150527930144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786736117245704	0	0	2	3	4	3	5	5	5	4	9	7	9	6	8	9	8	10	9	10	10	9	10	10	11	11	12	13	12	11	15	12	12	14	10	14	15	15	14	16	16	15	17	15	13	16	17	16	15	15	17	16	17	17	18	17	19	17	18	19	21	19	21	22	22	22	24	0	0	1	3	3	1	5	5	6	6	15	9	12	10	12	10	9	15	14	17	16	14	15	16	19	19	11	22	18	11	27	18	19	25	17	0	30	25	27	25	28	20	31	33	30	34	37	32	45	39	40	42	42	34	42	0	42	40	42	56	57	58	55	60	61	62	61	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	3	2
63500	-350.650541929944609	-357.506029880904009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687234808263992	0	0	2	2	5	3	6	6	7	5	10	7	9	7	7	9	9	9	10	10	10	9	11	10	11	11	12	12	13	12	13	13	11	13	12	14	15	15	14	17	15	16	16	15	15	14	18	17	15	16	18	17	19	17	18	16	18	16	18	19	20	19	21	22	22	22	24	0	0	1	1	3	1	5	5	3	6	9	6	12	10	6	9	9	15	22	13	10	14	15	16	24	24	17	19	23	6	23	24	22	25	11	0	27	34	11	34	19	27	30	31	17	25	18	32	12	17	46	30	42	32	45	0	52	34	49	56	57	38	47	60	61	62	65	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	4	2	3	2	2	1	2	2	1	1	1	2	1	2	2	2	2	2	1	2	2
64000	-365.586882898061049	-372.442370849020449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663997851955342	0	-1	1	2	4	5	3	6	6	6	10	3	8	7	8	10	9	9	10	9	11	9	12	10	11	12	11	12	12	13	14	11	12	14	12	14	15	15	14	15	14	17	16	14	15	15	17	16	16	15	17	15	19	18	17	18	19	15	18	19	19	20	22	22	22	22	24	0	0	1	1	7	1	4	5	12	12	20	3	12	6	9	10	15	15	13	6	17	13	16	22	24	19	20	22	13	17	23	24	24	25	20	0	11	25	27	25	19	52	31	23	27	25	31	32	30	30	34	27	11	38	31	0	52	25	49	56	42	58	59	56	61	62	65	1	1	1	2	1	3	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	1	1	2	2	1	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	1	5	1	2	1	3	2	1	1	2	2	2	3	2	1	1
