step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
12000	-333.987226150050674	-332.329790649178165	-1.657435500872501	0.000090431454711	0.000019674888691	0.217566871549409	0.725190079009712	-1	1	4	2	6	5	6	5	6	6	7	6	8	8	7	7	7	10	7	8	12	9	9	9	10	9	8	11	11	11	12	14	13	13	14	16	13	14	17	15	15	16	16	15	18	17	18	17	18	19	17	19	19	20	21	21	20	19	21	21	24	23	22	25	25	27	27	0	1	2	1	3	3	3	4	6	6	8	6	10	2	4	8	5	24	3	10	11	15	17	19	24	11	8	17	24	26	23	31	14	29	21	35	31	31	35	37	37	32	37	33	39	40	32	37	43	46	41	42	48	39	48	50	0	48	54	52	55	41	52	61	62	65	65	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	3	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	4	1	1	1	1	1
12500	-356.224223620782936	-354.454606265231007	-1.769617355551926	0.000115202018736	0.000021198749161	0.184013695189673	0.746176692316146	1	2	3	3	5	5	8	5	6	8	7	9	9	7	7	8	7	10	8	8	13	8	9	9	10	9	10	12	12	12	12	13	14	14	14	17	14	14	18	15	15	16	16	17	18	17	18	18	18	18	19	18	19	20	20	21	23	20	20	20	24	24	22	25	25	26	26	0	1	1	1	3	3	17	4	5	3	8	6	7	6	8	8	9	19	17	14	26	15	2	14	24	11	26	5	24	27	5	28	32	24	16	30	32	32	35	31	37	32	37	41	35	40	28	43	41	46	49	43	48	39	49	50	0	53	35	42	55	51	60	61	51	65	65	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	4	1	1	3	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	2	1	1
13000	-326.920453647363502	-325.418910003942301	-1.501543643421184	0.000082823343092	0.000024314997616	0.293576625959351	0.791480931316016	0	1	4	3	7	7	7	6	6	6	5	9	9	8	8	8	8	10	8	8	13	9	9	8	11	9	10	10	12	11	12	12	14	13	14	17	14	14	18	15	16	17	16	17	18	18	19	18	19	19	19	18	18	19	20	21	21	20	21	21	25	25	22	26	26	27	27	0	1	2	2	9	3	3	11	3	3	4	10	14	7	8	8	9	3	10	10	30	15	17	10	19	8	8	3	18	26	13	28	32	25	27	30	31	31	35	31	37	32	37	37	35	43	42	43	44	46	41	43	37	45	53	50	0	48	54	52	53	51	60	61	62	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	1	1	1
13500	-360.897042854210383	-359.259926826951300	-1.637116027259105	0.000103703974885	0.000023332659380	0.224992912820606	0.758513158395356	0	2	4	3	6	5	8	5	7	7	7	8	9	7	8	7	9	9	6	9	13	9	10	8	10	10	9	13	10	10	12	11	12	13	12	14	14	14	18	15	14	17	16	15	17	17	16	18	18	17	19	16	18	19	20	21	24	21	21	21	24	23	22	26	26	25	28	0	1	2	2	6	3	3	4	5	6	8	6	14	3	8	8	5	10	6	10	35	15	17	19	24	11	11	33	10	27	23	17	23	29	27	27	31	32	30	32	32	28	31	41	36	40	28	47	44	52	49	37	42	45	53	50	0	48	54	49	58	51	60	61	66	62	65	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	4	2	1	2	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2
14000	-355.111871152461561	-353.388403934417624	-1.723467218043928	0.000136783608658	0.000026879533646	0.196511364992954	0.766397635846947	1	2	5	4	6	7	8	6	6	7	6	7	9	7	7	8	8	10	8	9	12	8	9	9	10	10	8	13	13	12	13	11	14	13	14	16	13	15	17	15	16	16	17	17	17	17	18	19	18	19	15	18	19	18	20	20	23	20	21	20	24	24	21	25	26	26	27	0	1	1	1	3	9	14	4	4	3	4	5	14	9	8	11	5	10	3	10	23	15	3	19	24	8	8	32	19	27	32	17	28	24	21	30	32	31	30	31	51	28	37	41	35	40	43	42	44	42	37	43	49	21	53	46	0	48	45	50	53	41	52	61	62	62	62	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	3	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	3	1	1	1	1	3
14500	-323.345690898443763	-321.290186912261277	-2.055503986182512	0.000100277876416	0.000013092829762	0.130565486929716	0.696206760086645	0	2	4	1	7	6	7	5	6	7	8	8	8	9	7	7	8	11	8	9	12	8	10	9	11	10	9	12	11	11	12	14	14	13	14	17	14	14	17	15	16	16	17	16	18	17	19	18	18	18	19	19	20	20	20	21	21	20	20	21	24	23	22	26	25	26	26	0	1	2	1	9	3	2	4	3	6	16	6	3	5	8	8	9	12	10	10	30	15	17	19	24	11	7	23	12	27	7	23	28	29	30	35	31	28	35	38	31	28	37	31	35	40	42	43	44	46	41	43	48	39	48	43	0	43	39	52	55	51	60	61	62	65	65	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	1	2	2	2	2	3	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	2	2	1	1	1	1	1
15000	-313.116198051457218	-311.378876613090085	-1.737321438367152	0.000094036675825	0.000018110747614	0.192592384358714	0.787113314941151	0	1	3	3	5	5	5	6	6	7	8	8	9	8	7	8	8	10	8	8	11	8	9	9	10	9	10	12	10	12	11	13	14	12	15	17	13	14	17	15	16	16	14	16	19	17	18	17	18	18	19	16	19	19	20	20	23	20	21	21	22	24	23	25	26	27	28	0	1	2	2	3	3	3	4	5	6	8	6	14	7	8	8	9	8	10	10	16	15	9	19	19	15	26	31	24	27	23	28	28	29	27	27	31	31	35	37	43	32	37	43	35	40	42	43	44	46	44	43	48	39	48	50	0	48	54	52	55	51	60	61	62	62	65	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1
15500	-376.725553469678687	-374.902579015492336	-1.822974454186338	0.000138430001446	0.000023715247295	0.171315806165279	0.666214080409270	0	1	4	3	7	5	7	7	6	7	5	8	9	7	7	7	9	9	7	9	11	9	9	9	9	10	9	12	11	12	10	13	14	13	14	16	15	13	17	16	14	15	17	16	18	17	16	19	19	18	18	19	17	19	20	20	23	20	20	21	24	24	21	25	25	26	28	0	1	2	2	9	3	3	6	3	6	4	6	3	3	11	11	9	19	3	10	15	19	5	10	10	8	8	7	19	26	7	14	28	29	30	26	32	28	36	28	38	17	37	41	30	40	33	53	44	40	41	37	37	39	48	50	0	51	54	52	49	49	52	61	62	65	65	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	3	1	2	1	2	2	2	1	1	1	3	1	1	1	2	1	2	1	2	3	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2
16000	-323.579123440463491	-321.844140607244867	-1.734982833218607	0.000091453773481	0.000017672828825	0.193243298252553	0.724359125160410	1	2	5	4	6	6	7	6	7	7	7	9	10	9	7	8	9	10	7	9	11	9	9	9	11	9	9	12	10	11	11	13	15	14	14	16	13	15	16	15	15	17	17	16	18	16	19	19	17	17	17	19	20	19	21	19	23	20	20	21	24	22	21	25	27	26	28	0	1	2	2	3	3	6	4	5	6	4	6	14	3	8	8	5	6	6	10	27	15	9	19	29	11	8	17	19	27	14	17	32	29	30	21	31	31	35	28	37	28	37	32	39	40	42	43	44	40	41	43	48	45	53	50	0	43	54	43	55	43	52	61	66	62	65	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1
16500	-374.481991922236546	-372.599368160883330	-1.882623761353190	0.000127901379011	0.000020324161418	0.158904943595049	0.661090851486852	0	2	5	4	6	5	8	6	7	7	8	8	10	7	7	7	7	10	7	8	12	9	9	8	10	8	9	13	12	10	12	11	15	13	14	16	13	15	17	16	15	17	16	17	19	17	17	19	16	19	19	18	18	20	20	18	23	20	20	22	26	22	21	25	27	25	28	0	1	2	1	6	4	14	4	5	6	8	10	14	6	3	8	5	20	3	6	11	15	5	5	24	8	8	31	19	11	16	9	28	24	30	21	31	37	36	37	37	28	37	41	39	31	28	53	31	40	47	38	43	39	53	43	0	42	36	52	58	41	46	55	66	62	65	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	3	2	2	2	1	2	1
17000	-404.228706163155948	-402.652870674772032	-1.575835488383892	0.000133420526312	0.000033492438200	0.251029126670977	0.573027491281863	-1	1	5	3	5	6	7	6	6	7	6	8	9	6	7	7	8	9	7	8	13	9	10	9	9	9	8	12	11	11	13	12	15	14	15	17	13	14	16	16	15	17	17	16	18	17	18	19	18	19	18	18	19	20	21	20	23	20	20	21	23	24	23	26	26	24	28	0	1	2	1	2	5	2	4	5	6	2	6	14	3	11	3	5	9	3	5	27	15	17	19	19	9	8	9	19	27	23	23	32	19	21	30	32	32	35	31	31	5	37	41	39	31	33	44	41	40	41	46	43	35	53	42	0	43	35	52	60	43	60	55	62	42	65	1	1	2	2	1	1	3	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	3	2	2	1	2	1	4	2	3	1	1	1	2	1	7	2	1	1	2	2	2	1	2	1	1	1	3	1	2	1	2	2	2	2	2	1	2	1	3	2
17500	-355.847210195321907	-354.292738196433163	-1.554471998888764	0.000119758963087	0.000031345899015	0.261741569961690	0.731132089031650	0	2	4	4	6	6	7	6	7	7	6	8	10	9	8	7	8	10	8	9	12	8	9	9	10	10	9	12	12	11	10	13	14	13	14	16	14	14	18	16	16	16	17	16	16	17	17	19	18	18	19	17	19	19	20	21	22	20	21	19	24	24	22	26	27	26	28	0	1	2	2	3	4	3	4	5	6	1	11	14	10	4	8	5	12	10	10	26	11	5	19	19	15	8	17	19	27	7	28	32	29	15	35	28	28	45	37	37	32	37	28	30	42	33	47	47	44	49	40	46	39	43	46	0	44	54	52	55	51	60	55	62	62	66	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	2	1	2
18000	-408.255513875964198	-406.682480365799563	-1.573033510164629	0.000136165285931	0.000034365112434	0.252377925832151	0.603305132561670	0	1	4	3	5	6	6	5	6	6	8	9	10	9	6	8	7	11	6	8	13	8	9	8	10	9	8	12	12	11	11	13	14	12	14	15	14	15	17	14	16	16	17	16	15	18	17	20	18	19	18	17	19	18	20	21	23	21	21	20	25	22	23	24	25	27	27	0	1	2	2	2	3	3	4	3	3	8	11	7	7	1	4	9	14	3	7	30	7	17	19	24	22	15	31	24	16	5	28	7	10	30	21	13	28	35	31	40	5	37	37	35	31	15	47	44	43	47	37	42	35	42	47	0	53	45	52	64	51	60	43	62	65	65	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	4	3	2	1	2	1	2	2	1	5	2	1	1	3	5	1	1	1	1	1	2	2	2	2	1	1	3	2	1	2	2	3	1	1	2
18500	-358.564356256280348	-356.786017657675927	-1.778338598604425	0.000102416676364	0.000018621400121	0.181820000235376	0.724049777629063	0	1	4	2	6	7	6	6	7	5	7	8	8	9	8	8	8	10	8	9	12	9	9	8	10	9	9	12	12	10	12	13	15	12	12	14	14	14	17	15	16	16	15	16	18	17	18	20	17	18	18	18	18	19	21	20	23	20	21	20	25	23	23	25	24	27	27	0	1	2	1	3	3	3	4	5	3	2	6	7	7	8	8	9	7	10	6	30	15	17	10	19	11	2	23	24	8	17	5	32	19	30	27	17	31	36	37	28	28	31	43	39	43	42	53	41	42	44	37	43	39	53	50	0	53	54	52	55	41	60	55	62	65	65	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	3	2	2	2	2	3	1	1	1	2	3	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	2	1	1	2
19000	-309.357700432754541	-307.833569290681396	-1.524131142073117	0.000084898449494	0.000023679182549	0.278911837498284	0.915482149492828	1	2	4	4	6	5	6	5	7	7	7	7	9	7	7	6	8	9	8	9	13	8	10	9	10	7	9	12	12	11	13	14	15	13	14	16	14	14	17	15	16	17	16	16	18	17	16	19	18	19	18	18	18	19	20	20	23	20	20	20	22	23	22	24	26	25	28	0	1	1	2	3	3	3	4	5	6	8	6	7	3	8	8	5	10	10	10	22	15	17	19	24	8	8	23	24	27	28	28	28	29	30	21	31	31	35	37	37	32	37	37	39	40	33	37	44	46	41	43	43	39	53	50	0	53	54	52	55	51	60	61	62	62	65	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2
19500	-352.077061065347152	-350.047397967259940	-2.029663098087192	0.000131060357374	0.000017591946494	0.134227823318070	0.688347382467642	0	2	4	4	6	6	6	6	6	7	8	7	10	8	7	8	9	10	7	8	12	7	9	9	11	9	10	12	11	12	12	12	14	13	15	17	14	14	16	14	15	16	16	17	18	16	17	18	17	18	18	17	19	20	21	20	23	21	20	21	26	23	23	23	24	26	27	0	1	2	2	3	3	1	4	3	6	8	6	14	3	8	8	9	10	5	10	11	3	5	10	24	8	8	23	24	26	17	9	31	29	27	21	31	23	35	32	31	33	37	41	39	40	31	52	41	40	41	37	48	45	53	50	0	53	36	52	64	51	52	55	62	65	65	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	1	2	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	3	1	1	1	2
20000	-382.224743867067616	-380.442235932962944	-1.782507934104678	0.000110048979482	0.000019895593184	0.180788529593269	0.644399098620422	1	2	4	4	7	5	7	7	6	8	6	6	9	8	7	8	8	11	6	8	12	9	10	8	10	9	9	12	10	11	11	14	15	14	14	16	13	15	16	15	15	15	17	17	19	17	18	19	19	18	19	19	18	20	21	20	24	21	19	21	25	24	22	26	26	27	27	0	1	1	1	9	3	3	11	3	6	4	4	7	3	11	4	5	5	3	19	26	15	17	3	10	11	11	13	24	8	10	28	32	24	27	30	27	31	35	37	37	28	37	42	21	38	32	46	43	37	43	44	42	39	53	50	0	43	35	52	55	49	43	55	62	65	62	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	3	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	3	2	2	2	2	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	1	1	2
20500	-337.563326270226639	-335.389008333768345	-2.174317936458300	0.000100760048825	0.000011656126525	0.115682025375027	0.764047239756292	0	1	4	4	5	6	7	6	7	7	7	8	10	8	7	7	7	10	8	9	12	8	9	9	11	8	7	9	12	12	12	13	14	13	15	16	14	14	17	15	15	16	17	14	19	17	17	19	17	18	16	18	20	18	21	20	24	21	21	21	25	23	22	23	25	26	26	0	1	1	2	3	3	3	4	5	6	3	6	14	7	8	4	5	14	10	10	8	15	17	19	24	4	4	17	24	27	28	28	28	29	30	16	31	31	35	37	37	33	37	31	39	40	32	32	41	43	41	32	43	39	53	50	0	48	54	43	64	44	60	48	62	62	65	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	3	1	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	4	1	2	1	1	1
21000	-360.239174248441259	-358.490839631867289	-1.748334616573949	0.000122300829308	0.000023186128132	0.189582754775302	0.701009569371974	0	1	4	3	6	5	7	6	7	6	8	8	10	8	8	6	7	10	8	8	12	9	9	7	10	9	9	11	12	11	13	14	14	13	14	16	15	15	16	15	15	15	14	16	16	17	17	19	18	18	17	17	19	19	21	21	23	21	20	21	26	23	21	25	26	25	27	0	1	1	1	3	3	10	2	3	3	8	5	8	24	8	4	3	12	3	5	11	8	17	3	19	11	3	23	24	27	28	28	28	29	30	35	43	31	35	31	31	28	31	41	21	40	28	37	44	43	43	38	47	35	48	46	0	53	45	31	64	51	52	55	62	62	66	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	3	1	1	2	3	1	2	1	1	2	4	1	2	2	2	2	1	1
21500	-365.332430161623506	-363.325218873079507	-2.007211288544027	0.000146491969496	0.000020150446230	0.137553248135155	0.606623845327627	0	2	4	1	6	6	5	7	7	7	8	8	9	6	5	7	9	11	7	8	12	8	10	8	11	8	9	12	12	11	12	14	14	14	15	16	15	14	16	15	15	16	13	17	18	17	18	19	19	18	18	18	18	20	20	21	22	20	20	21	24	23	23	26	25	26	26	0	1	2	1	3	3	3	4	5	7	7	6	8	2	4	14	9	8	6	10	22	15	9	19	10	7	11	14	19	13	23	31	17	29	21	21	43	31	30	43	31	32	31	41	39	40	42	38	41	46	44	37	43	35	53	50	0	53	45	52	48	51	60	61	62	62	65	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	2	1	1	3	2	2	1	2	1	1	2	3	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	1	3	2	1	1	1	3	3	1	1	1	1	1	1	2	3	1	1	1	1	1
22000	-388.290324482895358	-386.384395026537334	-1.905929456358024	0.000095734102358	0.000014789532861	0.154485522885569	0.699984908769480	0	2	4	4	5	6	8	7	6	7	6	8	9	9	7	7	8	10	8	9	13	9	10	9	10	8	9	12	11	11	11	13	15	13	14	16	12	14	15	15	16	16	16	16	18	16	17	19	18	18	18	19	18	18	20	19	22	20	21	21	24	23	23	25	24	27	28	0	1	2	1	3	3	3	1	5	6	4	6	9	3	4	11	5	24	10	9	12	8	17	19	19	4	16	17	7	27	5	17	32	29	27	30	31	37	27	37	37	28	37	37	35	40	33	42	41	46	32	44	43	21	48	50	0	53	54	52	55	51	60	61	62	62	65	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	3	1	2	1	1	3	1	1	1	2	2	1	1	4	2	2	2	2	1	3	1	1	1	1	1	3	2	2	3	1	1	1	1	1	2	2	2	2	1	1	2	2
22500	-367.552858704167932	-365.314032263207821	-2.238826440960123	0.000132979716804	0.000014458392728	0.108726301087543	0.608922431479811	0	2	4	4	7	5	7	6	5	8	8	9	8	9	7	6	8	10	8	7	11	8	10	8	10	9	9	13	12	11	12	13	14	14	14	17	14	14	17	16	16	16	17	16	18	17	18	19	18	19	18	18	19	19	21	21	22	20	20	22	25	23	22	26	25	27	27	0	1	1	2	3	2	6	4	2	6	8	9	3	7	8	4	3	19	3	2	16	15	17	5	20	11	11	17	19	11	23	17	32	29	11	21	31	31	27	31	38	28	38	37	35	40	32	31	38	46	41	37	43	45	53	50	0	43	54	52	48	49	48	61	62	65	65	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	3	3	1	1	1	3	1	1	2	1	2	1	2	1	2	2	4	1	2	3	2	1	1	2	1	2	1	2	3	1	1	1	2	1	1	1	1	1	2	1	2	2	4	1	1	1	1	2
23000	-376.650625021087365	-374.839296712322096	-1.811328308765281	0.000111823830514	0.000019451358547	0.173946451824403	0.698270105727768	1	2	4	3	5	6	6	6	6	7	6	8	8	9	7	7	9	11	8	9	12	8	10	9	10	9	8	13	12	11	10	13	14	13	13	16	14	13	16	14	16	16	15	17	18	16	18	20	19	19	19	17	19	19	19	20	23	20	19	20	24	24	22	26	25	27	27	0	1	4	2	3	3	2	4	3	5	3	6	7	7	3	8	6	14	6	10	27	11	14	19	19	8	11	30	24	27	8	13	28	29	14	30	31	31	35	32	37	9	37	41	36	40	32	53	41	46	44	43	37	39	42	43	0	53	35	52	48	51	60	61	62	65	65	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	3	1	1	2	1	2	5	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	3	1	2	2	1	1	1	1	2
23500	-351.140829962655801	-349.272194826552948	-1.868635136102876	0.000125957368801	0.000020363161367	0.161667090704880	0.772844720909555	-1	1	4	3	6	5	8	5	7	7	7	9	9	7	7	7	8	10	7	9	13	9	10	8	11	8	10	12	11	12	11	14	15	12	14	16	14	13	17	15	15	15	16	16	16	18	17	19	19	18	18	18	20	18	21	21	23	20	20	19	25	24	22	26	26	26	27	0	1	2	2	3	3	3	4	5	3	8	10	9	6	8	4	5	20	6	24	30	11	17	19	24	3	7	9	24	27	10	28	28	29	30	30	38	31	35	13	31	28	37	41	35	37	32	51	44	37	41	42	48	45	52	46	0	49	54	43	55	44	60	61	62	62	65	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1
24000	-342.472135546581171	-340.548458608088026	-1.923676938493136	0.000098166358697	0.000014848992390	0.151263554923237	0.813201341804339	-1	1	4	3	6	4	5	6	7	7	7	8	8	6	7	8	8	10	7	9	11	9	8	9	10	10	9	11	12	12	12	13	14	14	14	15	15	14	17	15	15	15	17	15	17	17	18	18	18	17	17	17	19	18	21	19	24	20	21	21	24	23	22	26	26	25	28	0	1	2	2	7	2	6	4	5	3	8	6	7	3	8	11	5	10	3	10	27	15	5	19	19	8	11	17	19	27	17	28	28	29	30	35	32	31	35	32	31	28	37	31	35	40	42	37	44	40	41	37	48	39	48	50	0	48	39	52	55	51	60	61	66	51	65	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	3	1
24500	-334.258064120740300	-332.698347352877249	-1.559716767863073	0.000092912113401	0.000024065806942	0.259016893074416	0.695518733192078	1	2	4	3	7	5	7	5	6	6	8	8	9	8	6	7	8	10	7	8	11	8	10	8	10	8	8	12	12	12	12	14	15	13	15	16	14	14	17	15	15	16	16	16	18	17	19	18	18	18	17	17	20	20	20	20	23	20	20	22	25	23	23	25	25	26	28	0	1	2	1	9	3	10	4	3	6	8	6	14	3	8	8	9	10	10	10	26	15	17	19	19	8	8	23	24	27	20	28	28	29	26	30	28	31	35	38	37	28	37	38	39	40	42	37	43	46	41	43	48	39	48	50	0	48	39	52	55	51	60	55	62	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	1	3	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	2	3	3	1	2	1	1	2
25000	-392.153818598102418	-390.671887311392879	-1.481931286709530	0.000111225017979	0.000034256784229	0.307995313023848	0.649557989256362	0	2	3	4	6	5	8	6	5	8	5	7	9	9	6	7	9	10	7	9	13	8	10	9	10	9	9	12	13	9	13	14	14	12	14	16	15	13	17	16	16	16	17	17	18	17	16	19	18	18	19	19	20	19	20	20	24	18	20	21	25	23	23	26	26	27	28	0	1	1	1	9	3	1	2	3	8	4	6	12	6	11	11	9	10	6	10	22	15	5	19	14	11	11	17	34	4	17	3	31	24	21	21	23	28	35	38	31	37	47	41	30	40	28	41	37	40	40	43	43	39	48	46	0	40	54	37	55	51	60	55	62	65	65	1	1	2	1	1	1	5	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	3	1	3	1	2	1	1	3	1	2	2	3	1	1	1	5	1	2	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	2	2	1	1
