step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
68000	-174.060627244623760	-180.916115195583131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808884492546536	1	3	3	2	5	5	5	7	8	8	5	10	9	8	10	10	9	10	12	11	10	12	12	12	14	11	13	15	14	13	13	15	13	14	15	15	13	14	15	14	16	15	15	17	16	16	15	16	17	18	14	15	16	18	20	19	21	20	23	23	25	26	0	4	1	1	4	3	4	6	3	5	3	14	8	3	9	14	8	14	21	13	10	15	15	21	19	14	23	18	37	20	26	51	22	19	29	30	18	31	31	24	31	37	24	32	40	30	27	47	40	39	23	30	39	47	50	49	58	56	55	58	60	59	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
68500	-177.640303060831002	-184.495791011790374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.953762048517587	0	3	1	2	4	5	6	7	9	8	9	10	9	8	10	11	9	10	11	12	10	13	12	11	12	12	13	14	13	13	13	15	15	14	14	14	12	14	15	14	15	15	16	16	16	14	17	15	16	17	16	17	17	18	19	20	22	21	24	25	23	27	0	3	1	1	2	2	5	6	14	7	7	13	8	8	10	18	10	14	18	21	8	24	24	10	11	15	24	22	25	23	25	22	26	37	22	27	24	29	31	23	21	30	46	41	40	20	39	22	34	48	40	36	39	41	53	49	56	56	57	61	57	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-205.802341809057054	-212.657829760016426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882667010435759	1	4	2	2	4	5	6	8	7	7	8	11	9	8	9	10	9	9	10	13	10	13	12	11	14	11	13	14	12	13	14	14	14	14	16	15	15	15	16	13	16	15	16	17	17	17	16	15	17	19	17	16	13	18	16	18	21	19	22	24	22	27	0	3	1	1	3	3	6	7	5	6	5	15	10	7	9	15	9	10	18	12	9	12	16	8	16	19	26	17	9	17	30	30	29	20	25	31	40	53	27	24	25	34	36	43	36	42	31	31	23	47	39	25	24	55	32	39	49	31	58	61	56	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
69500	-181.666531522477044	-188.522019473436416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.929344090122314	0	3	2	2	5	5	5	7	8	6	9	11	9	9	8	12	9	8	12	11	10	12	11	11	14	12	14	15	13	13	13	14	12	13	15	14	13	13	15	13	15	14	15	16	16	15	17	16	14	18	16	16	15	18	17	20	21	20	23	22	25	27	0	3	1	1	2	2	3	7	10	7	10	17	3	18	8	21	9	6	9	17	18	18	13	13	26	21	26	38	15	12	26	26	12	13	40	29	23	26	16	33	37	33	38	32	27	38	41	35	34	48	43	25	49	52	28	35	50	55	57	56	59	61	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
70000	-184.808022779396509	-191.663510730355881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934420955236977	0	3	2	2	4	4	5	7	6	7	9	11	8	8	10	11	9	10	11	13	11	11	12	13	13	12	14	13	11	14	12	14	15	14	14	15	15	14	16	14	16	15	15	17	17	17	15	16	15	18	17	16	16	18	19	19	22	21	24	25	25	26	0	3	1	1	3	3	2	9	3	5	5	11	8	8	11	11	8	10	18	23	18	11	13	12	22	29	23	21	14	19	18	12	19	16	26	24	27	25	30	25	30	40	24	39	43	34	19	40	24	47	42	35	20	48	45	50	55	53	57	59	58	60	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
70500	-197.197474747513610	-204.052962698472982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.936881194383084	-1	3	1	1	4	6	5	6	8	7	8	11	9	8	9	11	9	10	10	12	11	11	11	12	10	11	13	13	13	14	14	15	15	12	15	14	14	14	14	14	15	16	15	16	17	16	15	16	13	16	16	16	17	19	17	18	21	20	23	23	24	25	0	3	1	1	4	5	2	5	8	6	5	25	10	8	8	25	7	11	9	18	18	17	9	15	15	15	21	16	23	29	24	40	27	26	40	24	34	20	34	12	27	41	21	35	35	40	31	41	26	31	38	32	47	47	47	49	54	56	55	57	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1
71000	-208.035522340184713	-214.891010291144084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738791929241174	0	3	2	3	5	5	5	6	7	7	7	10	7	8	9	11	9	9	11	11	10	13	12	12	14	11	14	13	12	13	13	15	14	11	15	13	13	15	14	14	16	15	15	16	16	16	17	15	16	17	16	16	16	18	20	19	21	21	23	24	22	26	0	3	1	3	4	1	2	4	3	7	1	3	7	11	7	17	9	10	15	18	13	26	34	19	12	14	23	20	19	20	34	30	29	17	36	19	29	29	34	29	25	30	23	27	27	40	45	28	33	43	16	25	39	40	47	49	35	54	56	58	56	59	1	1	1	1	1	3	1	1	2	1	3	4	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	1	2
71500	-227.809923445768533	-234.665411396727905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783222633923202	1	3	2	3	5	5	4	7	8	7	8	10	9	9	10	11	9	9	10	12	10	13	12	11	12	11	13	14	13	14	13	14	15	13	15	15	14	14	14	15	15	15	16	17	15	17	14	15	17	18	17	15	16	18	19	20	21	22	23	24	26	25	0	3	1	1	7	4	3	6	5	7	5	5	11	7	9	13	6	11	13	19	11	23	26	11	17	21	21	23	19	9	13	19	38	8	20	34	19	12	22	29	31	34	38	12	31	28	16	28	20	37	52	19	39	44	47	50	46	57	40	58	60	59	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	1
72000	-214.493994623020882	-221.349482573980254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749237399680888	-1	4	3	2	5	6	5	8	9	7	6	10	8	8	9	11	9	9	11	11	10	12	11	13	12	11	13	14	13	13	13	13	11	13	14	15	14	15	14	14	15	15	16	16	16	15	17	16	17	18	16	16	16	19	18	20	20	20	23	22	26	25	0	3	1	1	4	3	3	6	5	11	3	14	10	7	10	21	10	11	14	15	13	19	15	18	14	13	16	33	7	20	17	19	8	16	25	32	22	32	25	19	27	22	36	42	34	15	38	35	37	44	31	30	37	49	41	49	47	55	55	57	48	58	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	6	2
72500	-252.087084033716650	-258.942571984676022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610280938107908	0	3	1	3	4	6	4	8	8	7	7	11	8	9	9	11	9	9	11	12	10	13	11	12	12	10	14	12	12	13	12	14	13	13	14	14	13	14	16	12	14	15	14	16	16	17	16	15	16	17	17	16	15	18	18	18	22	20	24	22	26	27	0	3	1	3	4	1	2	4	10	4	5	18	6	10	6	2	8	13	8	13	8	23	15	19	19	14	21	8	26	40	18	37	15	31	29	16	12	26	24	21	40	27	31	38	23	53	37	16	40	35	40	41	24	51	39	52	52	46	56	35	58	60	1	1	1	1	1	2	1	2	1	3	2	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	3	1	2	1	1	1	3	2	2	5	3	3
73000	-223.786522889890620	-230.642010840849991	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704227855722039	1	3	2	3	4	5	5	7	9	7	8	10	7	8	9	11	9	10	10	12	10	13	12	12	13	11	13	14	12	13	13	11	13	13	15	14	15	13	15	13	15	15	14	15	16	17	16	15	16	19	16	16	17	18	17	18	22	21	23	23	24	25	0	1	1	3	1	3	4	6	8	7	7	3	7	7	14	17	11	14	15	12	11	26	19	21	32	21	17	15	15	12	26	15	32	29	22	23	23	16	21	20	30	24	18	33	22	31	32	43	20	45	35	24	51	41	52	49	54	56	57	58	52	60	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	4	1
73500	-204.173272641243756	-211.028760592203128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803696523321482	0	3	1	2	4	5	4	7	9	7	8	11	6	7	9	11	10	8	11	12	9	12	13	12	13	11	12	14	13	14	14	14	14	13	15	15	15	13	15	13	14	15	15	16	16	16	16	16	16	18	16	16	16	19	19	19	21	21	24	23	25	23	0	3	1	1	1	3	4	7	14	7	13	9	7	6	14	17	14	14	15	17	8	21	17	10	16	13	12	22	22	20	16	19	23	22	25	33	38	14	40	20	34	25	27	38	33	29	38	27	34	49	32	20	20	48	42	49	54	54	55	58	59	57	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1
74000	-221.223837521224084	-228.079325472183456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660023926159027	1	3	2	3	4	6	5	6	7	7	6	10	8	9	8	12	10	10	12	13	9	13	12	12	13	11	13	14	14	14	14	15	13	13	16	12	15	14	14	14	15	15	13	16	16	15	15	15	16	18	17	16	15	17	19	19	20	20	22	24	24	26	0	1	1	1	3	4	5	3	3	7	5	15	5	15	7	6	6	15	18	18	6	12	11	18	15	15	19	10	36	34	13	29	11	10	29	12	25	24	33	23	30	14	26	40	39	30	25	39	40	54	32	53	24	40	54	42	33	44	42	57	51	60	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	2	1	1	4	1	1	3	1	4	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	3	1	4	1
74500	-210.560968632935243	-217.416456583894615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793263312827181	1	3	3	2	5	5	6	8	9	7	8	10	9	8	10	12	10	9	11	13	10	12	12	11	14	10	14	13	14	14	12	13	13	13	15	14	14	15	14	13	16	15	16	16	15	16	17	15	16	19	16	17	15	18	20	19	21	20	22	23	24	25	0	1	1	1	2	3	4	10	7	5	10	9	10	7	13	17	9	10	9	19	8	13	21	12	40	7	20	21	15	24	17	17	21	22	20	40	16	28	24	22	32	34	48	29	22	30	39	39	26	52	25	35	27	46	47	38	56	54	42	57	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1
75000	-175.543717169125671	-182.399205120085043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904104359360639	0	3	3	2	5	5	5	8	8	6	6	11	8	6	9	11	9	10	11	12	10	12	13	12	13	11	14	14	13	13	13	14	14	14	15	15	14	14	12	14	16	15	14	17	16	16	16	15	16	17	17	17	16	18	18	19	20	20	23	24	26	25	0	1	1	1	3	3	4	10	5	5	3	21	11	3	5	17	10	9	21	12	14	19	12	26	12	9	23	19	19	17	39	22	20	39	43	33	25	19	12	31	36	25	22	48	34	32	38	33	35	43	37	38	36	53	38	19	35	55	56	57	60	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	2
75500	-211.321090801525486	-218.176578752484858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845632119467168	0	2	3	3	5	5	3	6	6	7	7	10	8	8	10	12	9	10	11	12	10	13	13	12	13	11	13	15	12	12	14	12	13	12	15	12	14	14	15	14	14	14	15	16	15	16	17	15	15	18	15	14	17	19	19	19	21	21	23	23	25	26	0	1	2	2	3	7	2	4	5	6	8	8	8	5	13	26	13	14	15	19	14	18	18	15	26	18	10	23	18	18	36	19	15	15	52	15	19	25	25	22	20	20	37	37	52	23	36	52	31	46	42	34	48	53	46	41	47	56	58	58	60	60	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2
76000	-208.230070927606874	-215.085558878566246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789193417971725	1	3	3	2	4	5	5	7	6	7	8	10	9	8	10	11	9	7	11	13	9	12	11	12	13	10	12	14	13	14	13	13	15	13	15	14	15	15	15	14	15	15	15	16	17	16	13	14	17	19	17	17	16	15	19	19	21	21	23	23	25	27	0	4	4	1	3	2	2	6	5	7	1	18	8	7	11	26	8	5	11	16	8	13	10	12	15	17	26	25	19	21	24	23	34	16	20	27	25	20	25	22	34	27	47	28	28	47	16	34	39	52	28	42	20	32	30	53	55	56	57	57	59	61	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1
76500	-214.261396925820037	-221.116884876779409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823201921866562	1	4	3	2	4	5	5	8	9	6	8	10	8	9	10	12	10	9	8	13	9	12	13	11	14	11	13	13	13	14	12	14	15	13	15	14	13	13	16	11	14	14	15	16	16	15	16	15	17	17	16	16	16	18	19	19	22	21	20	22	25	26	0	3	1	1	4	3	3	5	8	6	7	19	2	8	21	18	18	11	7	24	10	13	15	13	23	12	40	24	31	16	18	23	23	26	16	31	40	17	27	9	31	31	34	26	33	16	35	16	39	39	35	37	35	50	32	30	50	44	55	59	57	61	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1
77000	-171.105057752776986	-177.960545703736358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.995936744709863	0	3	2	3	4	5	5	6	6	6	9	11	7	9	9	11	10	8	12	10	11	12	12	11	14	12	13	14	13	14	13	14	14	13	16	13	14	15	14	15	15	15	16	15	15	15	16	13	16	18	16	15	16	18	19	18	22	20	22	24	25	26	0	3	1	3	3	4	3	6	7	5	10	17	9	13	13	15	15	8	20	18	17	16	17	15	21	17	19	22	24	29	24	36	16	20	52	12	36	22	48	22	31	33	37	22	34	19	31	12	32	49	37	32	39	53	42	44	54	54	55	57	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77500	-193.104730131381871	-199.960218082341243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789905551345076	-1	3	1	3	4	5	6	7	9	6	9	10	8	9	7	11	9	10	11	12	11	12	13	12	13	11	12	13	14	13	13	13	14	13	15	12	13	13	15	14	14	15	15	15	16	16	15	16	17	18	16	16	16	18	17	19	20	21	24	25	26	26	0	1	1	3	3	5	5	6	5	5	7	10	7	13	5	9	8	8	11	18	13	13	12	19	21	14	12	22	20	26	13	21	28	11	41	18	24	14	34	23	30	25	38	28	29	40	30	41	25	33	38	41	32	35	52	45	54	24	58	59	60	59	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	5	1	1	1	1
78000	-196.336367887539041	-203.191855838498412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806266371866741	1	3	3	2	4	5	6	7	9	7	8	10	7	8	9	12	9	9	11	13	10	12	11	12	14	11	12	14	13	13	14	14	15	12	16	14	13	15	15	13	14	14	15	15	16	16	16	16	16	17	15	17	17	18	20	20	22	21	23	24	26	27	0	1	4	1	4	1	5	6	10	6	7	13	6	10	10	18	8	14	9	9	11	21	13	11	24	17	26	16	27	23	20	27	36	21	36	16	24	40	29	21	30	16	20	34	40	36	34	41	51	35	37	33	51	53	39	49	55	35	58	42	60	59	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	5	1	1
78500	-207.420090856468704	-214.275578807428076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833181184400359	0	4	2	1	5	4	6	6	7	7	9	11	8	8	8	10	9	10	10	13	10	12	11	12	12	12	14	14	14	13	13	13	13	14	15	15	13	14	15	13	15	15	15	16	17	15	17	14	16	19	17	16	15	18	18	19	21	21	23	24	24	26	0	3	1	1	6	3	2	5	5	2	4	17	10	8	7	15	9	13	14	12	2	21	18	17	19	21	25	13	32	23	12	14	26	25	30	20	11	20	27	23	20	40	31	32	28	33	39	26	24	39	42	41	31	43	41	47	56	50	57	59	55	61	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1
79000	-219.786008731896487	-226.641496682855859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782956517391246	1	3	2	3	4	6	5	6	7	7	9	10	8	9	10	12	10	9	11	13	10	12	12	12	13	9	13	15	13	12	13	13	15	14	16	14	15	14	16	13	15	16	14	16	16	16	14	15	16	18	15	16	15	18	17	19	20	21	24	23	26	27	0	3	1	1	4	7	4	5	7	7	5	13	9	13	8	21	13	9	15	17	11	15	17	17	11	8	13	18	24	6	23	14	40	17	32	30	16	22	37	16	31	34	25	25	22	51	24	20	37	24	32	20	43	49	35	52	50	57	57	35	60	61	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	3	1	3	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	3	1	1
79500	-239.917008195324314	-246.772496146283686	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564734734145226	0	3	2	2	4	5	6	7	8	7	8	10	7	9	9	10	9	9	12	13	11	11	12	13	13	11	12	15	13	11	14	15	15	13	13	14	14	13	15	13	14	14	14	17	16	16	16	15	14	18	16	17	16	16	19	18	21	20	23	22	24	25	0	4	1	1	1	3	2	6	3	5	1	13	3	5	10	9	13	11	26	10	16	18	30	30	22	11	16	25	30	15	14	42	18	9	26	17	7	22	23	26	38	23	12	40	49	31	41	10	27	46	43	37	43	49	16	36	19	53	57	49	21	59	1	1	1	1	2	1	2	1	3	1	4	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	3	3	1	2	4	1	2	1	1	1	1	3	2	1	1	5	1	1	1	2	1	1	5	2	3	2	1	4	6	1
80000	-213.012464472020298	-219.867952422979670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837178379268279	0	3	2	2	5	5	6	8	9	8	8	10	8	7	8	11	10	9	12	11	10	12	12	13	13	11	12	13	12	13	13	14	14	13	14	14	14	15	16	13	15	14	15	15	17	17	16	13	16	17	15	16	16	18	18	20	21	20	21	24	25	24	0	4	1	1	4	3	5	6	14	6	3	9	7	6	2	8	15	14	17	21	9	17	21	26	29	14	10	27	21	16	21	11	25	21	27	34	19	33	24	29	36	31	27	30	41	47	42	21	48	38	22	33	35	39	49	45	47	47	49	58	60	56	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	2	1	2
80500	-226.076993467447323	-232.932481418406695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761751630296065	1	4	3	3	5	4	6	7	8	8	8	10	8	9	9	11	9	8	11	12	10	13	13	12	14	12	12	14	13	13	13	14	13	13	14	14	15	11	16	14	15	14	15	15	16	16	16	14	16	17	16	16	13	18	18	19	20	21	21	24	25	27	0	3	1	1	1	3	5	7	1	2	3	8	7	11	18	17	13	5	10	17	10	26	24	15	29	14	11	10	10	20	19	53	9	24	15	20	40	14	23	30	23	24	31	30	32	24	23	10	34	41	26	40	38	45	46	32	42	56	47	43	56	61	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	3	2	1
81000	-226.510330421440443	-233.365818372399815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711526234499945	0	3	2	3	4	5	5	7	8	8	9	10	8	9	10	10	9	8	11	12	11	13	13	12	13	11	13	14	14	12	12	15	14	12	15	13	14	13	16	15	14	14	16	15	16	15	16	14	16	18	16	17	16	18	19	20	22	22	24	24	24	26	0	3	1	3	3	5	5	3	7	6	9	18	5	10	13	6	9	3	17	13	12	11	24	19	26	11	17	5	24	26	15	29	26	12	29	21	31	16	38	33	27	20	20	19	37	9	34	38	34	43	21	31	35	41	52	18	52	56	58	54	58	59	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	1	2	4	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	4	2	1	2	1	2	2	1	1	1	4	3	1	1	2	1	1
81500	-218.687491181147493	-225.542979132106865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722785551532072	0	4	3	2	5	5	4	7	9	6	9	10	7	8	9	12	10	10	12	12	10	12	12	13	13	11	13	14	12	14	12	14	14	12	15	14	14	15	15	13	15	15	15	17	16	17	17	16	17	18	16	16	16	18	20	16	20	21	23	25	24	26	0	3	1	1	2	7	3	5	1	2	13	5	6	10	14	21	5	14	15	17	14	21	12	34	22	17	23	17	26	12	9	24	29	18	36	19	34	34	27	31	31	29	36	39	36	51	38	29	33	56	28	35	30	45	56	27	44	51	27	55	59	53	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	5	2	1	4
82000	-211.355881802960965	-218.211369753920337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737599390279221	0	3	3	2	4	5	5	7	7	5	8	10	9	8	9	11	9	9	10	13	9	11	12	12	14	11	13	13	13	13	13	14	14	12	15	14	15	14	16	15	16	15	15	17	16	17	15	14	15	17	16	17	16	18	19	19	21	20	22	23	24	26	0	1	4	1	2	1	3	10	5	2	5	8	9	7	10	15	8	11	15	19	11	17	12	12	22	15	22	22	16	21	22	34	24	26	22	19	31	34	37	33	38	38	29	47	37	43	23	28	24	43	20	33	47	53	54	49	52	50	56	58	44	60	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
