step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
39000	-235.514783056589863	-242.370271007549235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510159614804179	0	3	2	2	5	6	5	7	8	7	8	11	8	8	9	12	9	9	12	11	11	13	12	12	14	12	13	15	13	12	13	13	14	12	15	14	14	14	15	13	15	15	15	16	16	16	17	14	16	19	17	16	16	18	20	20	21	20	24	24	26	27	0	4	1	1	2	4	3	5	6	5	7	3	6	5	8	15	10	13	17	14	17	20	8	21	26	12	12	23	3	8	17	20	16	20	21	19	12	4	29	24	24	23	36	30	27	34	39	23	27	47	42	40	26	43	46	49	49	45	22	58	59	58	1	1	1	1	1	2	2	1	1	1	2	4	1	1	1	2	1	1	2	2	1	1	3	1	1	1	1	2	5	3	2	1	1	1	2	1	1	6	1	1	1	2	1	3	1	3	2	1	1	1	1	1	2	2	1	2	3	2	4	2	1	3
39500	-215.619122119865494	-222.474610070824866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712375096407637	0	3	2	2	4	5	5	7	8	7	6	11	8	8	9	11	9	9	10	12	9	13	12	11	13	12	12	14	13	12	13	13	14	14	15	13	14	14	12	14	16	15	15	14	15	17	17	15	16	18	17	15	15	19	18	18	22	20	24	24	25	27	0	1	1	1	3	5	2	11	3	6	3	15	6	11	9	15	9	14	9	10	11	13	10	17	39	11	13	23	16	24	30	23	21	32	25	8	26	26	16	27	37	32	33	13	16	35	44	31	44	49	52	25	22	41	20	49	58	43	58	57	57	60	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1
40000	-184.228459493346207	-191.083947444305579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888938297672918	1	3	3	2	5	5	5	7	8	7	8	9	8	7	10	10	9	9	11	13	11	12	12	12	13	11	13	14	13	13	11	14	14	13	15	13	14	13	15	14	15	15	14	17	16	17	16	15	16	19	16	16	15	18	20	19	21	21	21	24	23	26	0	1	4	1	2	1	3	6	3	6	5	9	8	5	11	13	10	8	18	19	15	17	15	17	16	18	22	38	16	24	18	27	24	21	27	19	29	21	40	24	22	43	19	48	36	49	37	29	36	15	33	34	40	39	44	49	50	56	56	59	59	60	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1
40500	-219.478670914080482	-226.334158865039853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622052433796272	0	2	2	2	4	6	5	7	8	6	9	8	8	8	10	11	9	9	12	12	10	13	12	12	12	11	13	14	13	13	13	13	15	13	14	14	14	14	14	14	15	15	16	17	15	15	15	16	16	18	16	17	16	19	19	19	22	21	22	25	25	27	0	1	1	1	2	5	2	6	3	5	10	10	7	5	10	17	13	8	16	13	14	26	15	21	14	9	9	21	15	19	16	15	34	17	25	29	32	26	24	24	16	28	32	32	29	24	23	40	38	44	46	47	46	44	42	32	54	51	55	56	58	60	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	3	1	1
41000	-180.778187440383761	-187.633675391343132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.930135657992754	1	4	2	2	4	5	5	7	7	7	7	9	9	9	9	11	6	10	12	12	10	13	12	11	12	11	14	14	12	12	13	14	14	13	15	15	14	15	15	14	15	15	16	16	16	17	15	14	17	18	16	17	16	18	20	19	21	22	22	25	24	27	0	3	1	1	4	1	3	2	7	6	3	9	9	17	9	12	5	14	15	21	10	20	15	18	12	15	25	23	21	21	30	22	29	29	37	34	20	28	31	34	31	48	32	28	27	43	37	23	51	47	42	53	47	53	41	49	56	54	53	58	58	60	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
41500	-174.751680066687356	-181.607168017646728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956311624587176	1	2	3	2	4	5	5	6	8	7	8	10	9	7	9	11	8	9	9	12	11	12	12	12	12	12	14	14	13	13	13	15	14	13	15	14	14	14	15	14	16	13	15	14	17	16	17	15	16	18	17	14	17	19	19	18	21	20	22	23	24	26	0	1	1	1	3	3	4	7	10	8	8	19	10	7	8	15	10	14	14	12	12	16	18	16	12	19	22	34	21	24	16	34	20	20	30	42	22	22	37	22	48	21	36	24	28	34	27	31	26	46	29	22	48	53	51	43	55	56	54	57	57	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
42000	-232.790389609811854	-239.645877560771225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734874810459576	1	2	2	3	3	4	5	6	8	8	8	10	8	9	9	12	9	10	12	10	9	12	12	11	13	11	11	14	12	13	10	13	14	13	15	14	14	14	15	13	15	15	15	16	14	16	16	15	15	19	17	15	16	18	19	20	20	21	22	25	23	26	0	1	1	1	1	1	6	6	1	8	7	15	6	13	8	24	8	13	26	8	10	26	20	17	23	6	17	12	5	27	10	21	19	22	30	32	29	32	22	24	9	40	36	30	23	38	36	40	19	37	48	34	42	42	47	55	53	47	54	58	56	60	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
42500	-239.256391359303194	-246.111879310262566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536924989932623	1	3	2	3	5	4	5	8	8	7	6	9	9	8	9	11	10	10	12	13	8	12	13	11	14	11	12	13	13	12	13	14	15	13	15	14	14	15	15	14	13	15	15	17	15	16	17	15	17	17	15	17	17	18	19	19	22	22	21	24	25	26	0	1	1	1	2	3	2	6	3	2	1	10	5	7	10	18	8	3	16	11	11	18	16	12	28	21	9	16	3	17	10	17	10	15	24	19	23	36	12	30	26	26	27	48	37	41	42	41	46	28	15	45	35	44	47	19	49	16	50	57	58	60	1	1	1	1	1	1	1	2	5	2	2	2	2	2	1	1	1	4	1	3	1	1	1	1	1	2	2	1	5	1	3	2	4	2	1	1	1	1	3	1	2	2	2	2	1	2	1	1	1	2	3	1	1	1	1	2	3	6	2	1	1	1
43000	-261.378532448964734	-268.234020399924134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511887197901993	-1	4	3	1	4	5	6	8	9	6	7	11	9	8	10	10	8	9	11	13	11	12	11	10	12	11	14	14	13	12	13	14	15	14	15	14	14	14	16	15	15	16	15	16	16	16	16	15	16	18	16	16	16	18	20	18	21	20	24	24	24	26	0	3	1	1	3	3	6	4	14	2	5	3	11	7	8	14	6	2	16	13	18	21	18	8	23	18	12	30	19	24	9	23	22	25	12	12	12	31	34	8	24	38	30	7	28	40	29	18	20	18	19	38	30	46	31	25	52	56	30	54	5	60	1	1	2	1	1	1	1	4	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	3	2	1	1	2	1	1	1	1	4	2	1	1	5	1	1	1	3	2	4	2	1	2	1	3	3	3	1	7	3	8	1
43500	-221.520710288742606	-228.376198239701978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775706841848988	0	3	2	2	4	4	5	8	8	6	8	11	7	9	10	11	9	10	11	13	10	13	12	11	14	12	14	14	13	13	14	14	14	13	15	14	15	12	16	14	15	16	15	15	16	16	16	16	17	17	16	16	17	18	20	19	20	22	23	23	25	26	0	3	1	1	3	3	2	10	10	6	5	17	6	10	14	18	8	14	14	14	9	26	17	21	26	14	29	24	17	38	15	26	26	16	30	18	20	16	35	26	14	22	33	25	25	29	31	40	22	39	32	26	44	35	49	19	44	47	52	58	59	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	2	3	1	1	1
44000	-190.938029664854866	-197.793517615814238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959116857075588	0	3	2	1	4	6	5	8	8	6	7	10	6	9	10	11	8	9	12	10	11	13	12	12	12	10	14	14	11	14	13	13	14	11	16	14	15	13	16	15	15	15	14	15	15	17	14	14	16	17	16	16	15	19	19	19	21	21	23	24	25	27	0	3	1	1	2	5	4	6	10	2	7	9	5	11	17	11	7	9	20	8	17	34	20	9	20	14	23	24	18	25	21	8	38	14	27	34	25	16	27	33	31	38	23	43	38	37	31	31	43	53	27	53	38	39	42	52	56	56	58	59	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-205.199199462138722	-212.054687413098094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811928443549406	1	4	3	3	5	5	6	7	8	6	8	10	8	9	9	11	9	10	11	12	11	11	12	12	14	9	13	14	13	13	14	14	14	12	15	14	13	13	15	14	16	16	13	16	16	17	16	14	16	18	17	16	15	18	17	19	19	21	24	22	24	26	0	4	1	1	4	1	2	6	7	4	3	14	10	11	9	14	8	11	14	12	9	12	17	18	23	6	22	22	21	16	23	34	23	18	20	37	16	22	22	27	32	25	18	28	33	45	53	24	23	55	35	33	21	47	39	45	55	50	51	49	60	61	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	3	1	1
45000	-234.974593764440868	-241.830081715400240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844411806583225	-1	4	2	2	4	5	5	8	9	5	8	10	8	6	9	11	9	8	12	13	11	12	12	12	14	11	13	15	13	14	10	15	14	13	16	12	14	14	15	15	14	15	16	14	17	16	16	13	15	18	15	16	15	18	17	20	22	20	24	24	26	26	0	1	1	1	3	5	2	7	8	4	5	18	14	6	7	18	6	10	13	23	12	11	12	15	19	9	36	34	13	23	8	33	36	16	51	31	26	27	29	26	21	20	44	26	35	49	15	16	29	55	34	28	25	52	32	50	50	55	57	49	59	60	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
45500	-223.728221635325383	-230.583709586284755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806894869298683	0	3	2	1	5	6	4	5	8	7	8	10	8	9	9	11	9	9	11	12	10	13	12	12	13	11	14	14	13	13	13	14	13	14	15	14	15	14	15	14	14	16	15	16	17	15	16	13	17	18	17	16	17	19	19	19	22	21	23	25	24	27	0	3	1	1	4	8	2	7	8	5	8	15	5	9	8	14	10	6	21	16	9	24	18	17	26	17	25	23	21	26	24	12	16	12	34	31	30	20	31	24	15	23	26	35	46	32	31	23	36	41	39	24	37	31	51	23	55	54	58	59	58	61	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1
46000	-222.774153920812637	-229.629641871772009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703254700428557	0	3	2	1	3	5	6	8	8	7	9	11	8	9	9	11	10	8	12	13	10	12	11	12	12	11	14	14	14	13	13	14	14	13	15	12	15	15	15	14	14	15	14	17	15	16	16	16	17	18	15	17	15	18	19	19	21	20	22	24	25	25	0	3	1	1	4	5	5	5	7	7	18	14	10	8	13	9	18	7	11	25	11	14	11	16	16	9	17	25	20	23	23	12	20	17	20	11	31	36	29	24	26	30	16	45	19	37	31	28	38	46	29	53	31	28	53	33	50	43	49	59	56	57	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	4	1	2	2
46500	-217.447631122131810	-224.303119073091182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.838734060007449	1	2	2	3	4	5	6	7	8	7	9	11	9	9	7	12	9	10	12	12	10	9	12	12	13	11	13	15	13	11	13	14	14	14	15	14	14	15	15	13	15	16	15	16	17	16	16	15	16	19	16	16	15	18	19	18	20	21	23	23	26	26	0	1	1	1	4	2	1	4	10	4	8	15	8	8	7	21	8	11	21	11	14	10	22	10	8	13	19	36	20	9	21	40	16	31	34	27	16	29	31	16	36	37	24	28	48	48	35	37	33	46	37	37	21	42	45	39	28	55	50	58	60	58	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
47000	-215.489195792193215	-222.344683743152586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816487107910500	1	4	3	2	4	6	5	7	8	7	8	10	9	7	9	11	9	10	10	13	11	12	12	10	13	11	14	12	14	13	13	14	14	14	15	14	13	15	15	15	14	15	14	17	17	16	16	13	15	19	16	17	16	19	18	19	21	21	24	24	25	27	0	1	4	1	4	2	1	7	7	3	10	9	11	6	8	19	9	8	9	14	9	24	26	9	18	18	22	7	23	16	16	20	19	30	48	37	21	41	33	48	25	29	13	32	25	34	30	12	23	55	42	36	29	53	34	20	50	54	58	44	55	61	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	3	1
47500	-191.438709198936550	-198.294197149895922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.933885705305014	0	4	3	3	4	6	6	8	8	7	9	10	7	9	9	12	9	10	11	12	11	11	12	12	14	12	13	14	13	13	13	13	13	13	15	14	14	15	15	14	14	15	15	17	16	16	16	14	16	19	16	16	16	19	19	20	21	21	23	23	25	24	0	3	1	1	3	3	2	13	3	5	13	8	6	6	9	18	10	9	14	12	12	9	18	18	20	14	14	16	26	12	18	18	22	10	20	34	26	33	24	20	26	33	37	40	40	35	36	34	25	38	32	33	25	51	49	44	54	54	58	55	60	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1
48000	-195.086955166257042	-201.942443117216413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940597285257031	0	4	3	2	5	5	6	7	9	8	7	11	7	9	9	11	9	9	12	12	11	13	12	11	13	10	13	14	13	14	13	14	13	12	15	13	13	13	16	14	15	15	15	16	16	16	16	15	16	19	16	16	17	19	19	19	21	20	23	24	25	26	0	4	1	1	2	3	2	5	13	13	3	14	5	11	8	18	13	13	18	9	17	20	12	14	17	10	12	27	20	33	20	26	17	7	16	16	16	21	32	20	30	27	25	22	40	21	22	16	27	41	32	22	47	49	48	30	54	56	58	56	60	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1
48500	-248.051424150699063	-254.906912101658435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610454290627781	0	3	2	3	5	5	4	7	8	7	8	10	9	8	10	10	9	9	11	12	10	11	12	13	12	12	13	14	13	13	12	11	15	14	14	14	14	13	15	14	15	15	15	17	17	17	16	16	17	17	16	16	16	18	18	18	21	21	24	23	26	25	0	1	1	3	2	4	2	4	1	3	1	8	10	8	14	14	11	4	9	11	11	16	16	26	11	16	23	8	25	26	18	10	37	31	21	20	26	31	35	14	12	5	28	37	42	33	35	41	47	35	15	34	35	51	31	42	48	46	60	58	59	59	1	2	1	1	1	1	1	1	3	2	3	2	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	5	1	1	1	3	1	1	2	1	1	1	1	3	2	5	1	2	2	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1
49000	-222.455464227434476	-229.310952178393848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.804738589133464	1	3	3	3	5	3	5	7	9	7	9	10	8	8	10	12	10	9	11	12	8	11	12	13	13	12	13	14	13	13	11	15	14	13	15	15	13	15	16	14	14	15	16	16	16	16	14	16	17	18	16	16	16	17	19	17	22	22	23	25	25	26	0	1	1	1	2	1	2	5	8	6	5	14	10	5	8	12	21	13	11	17	10	15	18	22	26	19	26	20	14	31	5	34	15	17	15	29	17	29	37	19	15	29	40	32	38	40	23	36	53	43	47	16	22	42	49	42	56	50	55	59	58	61	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	3	2	2	1	2	1
49500	-247.610775195363743	-254.466263146323115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672246448927626	1	3	3	2	4	6	5	4	9	8	7	11	9	8	10	12	9	9	11	13	11	12	13	13	13	10	13	11	13	14	12	14	14	11	14	14	13	13	15	13	15	15	14	16	17	15	15	15	14	19	16	16	17	18	20	19	21	21	23	25	25	26	0	1	1	1	2	5	2	4	10	6	7	3	8	7	13	26	14	3	15	15	10	11	16	11	13	13	16	5	18	27	34	26	29	18	15	31	28	18	26	28	16	36	37	35	46	24	22	40	25	28	46	29	47	45	51	49	56	39	55	59	58	59	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	3	1	1	2	2	1	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	4	2	1	2	3
50000	-237.675216142699924	-244.530704093659295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590313571139862	0	4	3	3	5	5	5	8	8	8	6	8	8	8	9	11	10	9	10	12	9	12	12	10	13	10	13	14	13	13	12	15	14	13	16	15	15	14	15	14	15	15	16	17	16	15	16	16	17	18	17	15	17	19	19	19	21	22	23	23	26	25	0	4	1	1	3	3	3	11	11	11	3	5	5	7	8	12	10	9	13	17	8	9	19	12	13	21	13	34	18	26	3	38	22	23	33	10	34	24	30	31	22	22	27	27	25	23	39	29	47	18	28	19	27	42	52	44	55	38	50	43	46	60	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	3	1	3	1	4	2	4	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	4	1	2	2	2	2	2	1	5	2	4	5	1
50500	-207.298712439357132	-214.154200390316504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738315409249240	1	4	2	3	4	4	5	7	8	7	9	9	8	8	8	11	10	9	9	12	11	12	11	13	13	11	14	15	13	10	13	15	13	13	15	13	14	14	14	14	15	13	15	17	16	16	16	15	15	18	16	15	16	18	19	20	21	22	23	23	25	25	0	3	1	3	3	1	4	2	5	7	13	5	7	5	10	11	14	8	8	16	13	10	13	21	17	12	31	24	14	14	16	36	23	11	33	9	19	29	31	20	40	23	20	46	36	25	48	34	27	45	33	22	43	32	44	33	54	55	58	56	59	59	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1
51000	-212.430057722543012	-219.285545673502384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764357983013807	1	3	3	3	5	4	6	7	8	7	6	10	9	8	9	11	10	9	11	11	10	13	12	12	13	11	14	14	13	13	12	14	15	12	15	15	14	15	15	14	15	14	16	16	17	17	17	16	16	18	15	15	16	18	20	19	21	20	22	24	26	26	0	1	1	1	4	3	6	6	3	7	1	14	8	8	11	15	10	9	15	13	13	31	21	14	9	13	34	16	9	21	26	21	23	26	42	25	24	22	30	9	31	22	51	42	33	22	35	27	24	49	34	29	42	43	50	49	37	23	37	59	59	60	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	3	2	4	1	2	1
51500	-203.575617137966361	-210.431105088925733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864716222363425	1	3	3	2	4	5	5	7	8	7	6	10	9	9	10	10	7	9	11	12	10	12	12	12	13	11	13	14	13	13	13	15	14	14	14	14	15	15	16	15	16	15	13	15	16	16	15	14	17	17	17	16	17	18	19	20	21	21	23	24	23	27	0	1	1	1	1	3	2	6	17	7	5	9	17	9	9	17	2	17	16	16	9	18	21	19	22	12	8	20	21	20	19	25	31	23	23	29	23	28	27	23	34	30	19	15	36	36	36	21	24	48	42	42	47	51	50	34	55	50	56	59	57	61	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	2	1	1	1	2
52000	-175.896224594304130	-182.751712545263501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791073221005878	0	4	2	2	5	4	6	6	8	8	8	11	8	8	10	11	10	10	10	13	10	12	12	12	14	12	13	15	14	13	14	14	14	13	15	14	15	14	14	14	14	15	16	17	15	14	15	15	17	19	16	16	17	16	19	19	22	22	23	24	25	27	0	4	1	1	3	3	5	2	5	5	5	21	8	7	13	15	10	14	13	16	10	18	19	17	24	12	22	39	34	12	24	21	26	15	29	18	39	17	22	26	20	46	36	38	25	15	25	30	45	44	41	35	48	32	44	22	50	55	50	57	58	61	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	4	2	2	2	1	1	1
52500	-202.337147646485306	-209.192635597444678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848363461703902	1	3	2	2	5	5	5	7	8	6	7	10	9	8	8	10	10	9	11	12	10	12	13	10	13	11	12	13	14	12	13	14	15	12	16	13	14	14	15	14	16	15	14	15	17	17	16	16	16	18	16	16	15	19	19	19	21	21	23	25	24	25	0	3	1	1	4	3	2	5	7	5	5	15	10	5	10	14	9	14	18	17	15	17	24	9	12	13	21	16	31	12	27	30	29	13	16	12	36	17	40	22	31	23	31	30	52	41	20	37	25	53	40	25	20	43	45	44	56	56	55	59	54	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	2	1	2	1
53000	-194.430982144939009	-201.286470095898380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.954725734230701	1	3	2	2	5	5	4	8	9	7	6	11	9	7	10	11	10	8	10	12	8	11	13	13	13	12	13	13	13	12	13	14	15	13	15	15	14	14	14	14	14	15	15	16	17	17	17	15	16	18	15	16	16	17	20	19	19	21	23	24	25	26	0	1	1	1	2	7	4	10	3	7	7	9	10	5	13	18	8	2	8	15	11	17	30	16	20	17	22	9	20	19	13	29	24	22	24	23	20	24	12	25	20	20	31	41	42	53	36	31	37	37	23	33	37	49	45	51	45	56	55	55	60	59	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
