step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
19500	-319.329137808426140	-326.184625759385540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731018157003000	-2	4	8	9	11	16	13	19	26	23	28	26	24	25	23	25	25	27	28	30	28	33	28	35	30	31	34	39	31	33	32	32	37	43	41	42	42	37	35	50	39	53	0	1	2	0	0	4	4	6	5	7	4	5	5	0	5	8	5	8	14	12	6	26	5	20	17	5	9	27	15	21	19	13	20	32	30	33	35	0	30	28	9	36	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	2	1	1	1	2	1	3	1	1	1	1	1	2	1	1	3	1	3	1	1	1	1	1	1	2	2
20000	-314.023669827942570	-320.879157778901970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652208840329770	-2	3	8	7	13	10	11	18	33	21	28	30	19	22	27	22	25	24	28	30	32	28	32	26	32	31	30	34	32	35	33	36	40	44	37	44	44	40	45	47	47	54	0	1	2	0	0	4	4	7	20	7	6	15	5	0	5	8	5	8	14	24	11	13	24	5	17	12	5	12	17	21	19	12	9	17	30	17	35	0	30	27	27	36	1	1	1	1	1	1	1	2	1	2	3	1	2	1	2	1	3	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	2	2	1	3	1	1	1	2	2	1
20500	-307.292500241507639	-314.147988192467039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742271030766821	-2	2	11	9	15	12	14	17	29	23	28	31	23	25	25	23	26	25	27	29	29	32	31	34	31	30	33	38	24	32	34	30	40	47	39	42	42	33	40	40	46	54	0	1	2	0	0	4	4	7	5	4	6	20	5	0	5	8	5	8	14	5	11	15	20	20	5	13	9	9	5	21	14	17	24	36	30	32	35	0	30	28	24	36	1	1	1	1	1	1	1	1	2	2	3	1	2	1	3	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2
21000	-316.422749416944384	-323.278237367903785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669839139104350	-3	5	11	6	11	15	14	15	31	18	22	31	23	24	21	29	23	28	28	28	24	27	29	36	29	29	32	36	32	32	33	33	41	42	40	42	42	42	47	48	43	53	0	1	2	0	0	4	4	4	15	6	6	20	15	0	5	8	15	8	14	5	6	15	17	12	17	13	25	27	20	21	19	25	28	17	30	32	21	0	30	28	12	36	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1
21500	-304.226788812761356	-311.082276763720756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818958074531320	2	7	9	9	8	17	15	20	27	21	23	24	27	21	23	29	19	29	29	22	29	32	26	34	29	28	33	39	29	35	28	32	38	45	37	44	43	40	46	48	40	53	0	1	2	0	0	4	4	6	20	7	6	17	12	0	17	8	5	8	14	5	11	13	20	12	9	12	12	25	20	21	14	25	25	28	30	32	35	0	30	41	33	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2
22000	-314.674864288522031	-321.530352239481431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594566876003228	0	5	8	7	11	15	15	21	34	23	25	27	25	25	21	24	22	27	28	26	26	29	31	34	33	31	31	37	32	35	37	32	43	44	39	43	42	44	41	39	44	50	0	1	2	0	0	4	4	7	20	7	6	5	15	0	5	8	5	8	14	17	6	13	15	32	17	13	20	17	12	11	19	15	24	25	30	32	35	0	30	17	25	32	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	2
22500	-333.178774368115171	-340.034262319074571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654787329229928	-5	5	11	5	9	16	12	19	31	19	28	29	26	22	23	27	25	27	29	31	30	32	34	35	32	31	29	31	31	32	32	36	37	48	40	45	40	42	44	46	47	48	0	1	2	0	0	4	4	7	15	6	10	17	5	0	5	8	5	8	14	12	4	12	27	20	17	15	17	12	17	11	14	13	28	36	21	32	21	0	30	27	12	17	1	1	1	1	1	2	1	2	1	1	2	1	3	1	3	1	2	1	2	1	3	1	1	1	2	2	1	1	2	1	2	3	1	1	2	2	2	1	2	2	4	2
23000	-307.738676209513017	-314.594164160472417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635156465397775	-4	6	9	11	13	15	15	22	27	18	24	25	23	23	24	25	22	29	28	31	28	27	31	36	29	29	30	38	30	32	35	34	39	48	42	40	34	42	44	38	40	49	0	1	2	0	0	4	4	7	5	7	4	5	5	0	5	8	5	8	14	17	11	13	12	20	12	13	5	20	12	21	19	27	32	20	37	32	21	0	30	24	12	32	1	2	1	1	1	1	1	1	2	1	2	3	1	1	2	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2
23500	-296.440473729480971	-303.295961680440371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769067001059549	0	4	8	9	9	12	16	22	34	23	22	28	25	22	27	24	21	28	28	29	31	31	30	36	30	31	34	26	30	34	34	33	40	43	39	41	43	43	44	48	41	51	0	1	2	0	0	4	4	7	20	7	6	17	17	0	5	8	5	8	14	28	11	17	17	28	12	12	17	5	28	21	19	15	9	15	30	32	35	0	30	24	9	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	2	2
24000	-310.994505469645333	-317.849993420604733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690327901502532	2	8	11	7	11	11	15	20	34	19	20	28	25	22	22	26	22	29	25	24	28	32	32	36	30	26	30	36	28	35	31	33	40	45	39	42	44	41	47	49	48	56	0	1	1	0	0	4	4	7	12	4	6	15	17	0	5	8	5	8	14	5	11	20	17	25	17	13	5	22	15	21	19	25	28	24	30	32	35	0	35	27	9	36	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	2	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2
24500	-315.452813753468320	-322.308301704427720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589457353638548	-1	1	9	4	12	11	17	19	33	23	20	33	24	24	24	27	21	27	25	25	24	31	32	29	28	28	24	34	29	33	27	35	38	48	40	43	43	42	38	42	47	54	0	1	2	0	0	4	6	7	20	7	6	5	17	0	5	8	5	8	14	17	11	25	27	5	5	13	5	24	27	21	14	12	24	25	30	32	35	0	30	24	40	32	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2	1	1	1	1	1	1	1	3	2	3	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	1	5
25000	-306.535187134831801	-313.390675085791202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800061704661266	1	3	6	8	9	11	12	17	31	22	26	23	27	20	21	21	22	29	30	30	31	31	32	34	28	31	27	37	33	30	35	31	35	48	36	41	41	38	42	44	40	55	0	1	2	0	0	4	4	7	27	7	6	5	17	0	5	8	5	8	14	27	11	13	17	9	15	17	15	20	17	11	19	12	20	25	11	32	30	0	30	41	12	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	2
25500	-300.025210215222785	-306.880698166182185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690886742769915	0	5	8	12	13	14	15	19	32	22	26	32	26	21	29	25	22	29	26	27	30	31	31	37	32	31	28	38	26	35	37	36	38	38	33	41	42	27	43	49	46	53	0	1	2	0	0	4	4	7	27	7	4	27	17	0	5	8	5	8	14	5	11	17	17	12	17	13	17	12	17	21	14	25	12	25	21	32	35	0	30	12	20	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	3	1	1	1	1	1	2	1	2	1	4	1
26000	-321.605165792074217	-328.460653743033618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634263032829242	-2	2	9	7	12	14	16	18	24	18	25	28	27	17	27	28	24	31	27	31	31	31	32	35	34	28	36	31	32	34	35	31	38	41	38	45	41	41	45	43	46	52	0	1	2	0	0	4	4	7	5	7	4	5	17	0	17	8	5	8	14	15	7	13	17	9	12	9	28	15	17	21	19	9	15	27	30	13	35	0	30	17	20	36	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	1	4	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	2	1
26500	-299.016864097471455	-305.872352048430855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864717468899231	1	7	11	12	13	14	15	19	30	22	26	30	26	26	23	25	28	31	28	24	29	28	30	34	32	31	26	33	26	31	33	31	40	49	40	40	37	42	43	40	47	48	0	1	2	0	0	4	4	7	15	7	6	20	15	0	5	8	20	8	14	5	11	13	5	17	12	13	5	20	20	11	14	17	26	25	37	32	30	0	35	24	40	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2
27000	-313.253573976476275	-320.109061927435675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680566902349690	2	4	8	7	12	12	12	19	26	17	26	30	28	13	25	23	21	26	29	31	27	30	32	34	30	33	34	39	32	34	32	33	38	45	37	42	43	38	43	40	49	52	0	1	2	0	0	4	4	7	5	7	6	9	17	0	5	8	5	8	14	5	11	9	15	12	9	22	20	13	12	21	19	25	27	25	30	32	35	0	30	9	33	36	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2
27500	-305.228779398925212	-312.084267349884612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685271725708425	-1	1	3	8	14	15	15	22	28	21	22	28	24	24	29	27	26	29	26	20	27	29	26	29	34	27	31	33	25	35	33	32	40	48	40	44	43	42	44	43	47	52	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	5	11	13	20	5	12	13	5	20	20	21	14	12	24	25	30	32	35	0	35	33	40	36	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	3	1	1	1	1	1	1
28000	-307.916875385037486	-314.772363335996886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.870359102115430	-1	5	11	9	13	15	13	16	32	21	26	29	22	21	23	23	26	26	28	19	29	29	32	32	33	30	36	37	28	34	33	35	37	50	38	36	42	37	39	43	48	47	0	1	2	0	0	4	4	7	17	6	10	15	5	0	20	8	20	16	14	5	11	13	5	20	24	13	9	15	15	21	19	24	20	25	21	32	35	0	30	28	40	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2
28500	-320.912154080743846	-327.767642031703247	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660031684956621	-2	6	11	9	13	14	16	19	34	22	23	30	23	21	24	23	23	26	28	20	27	34	29	37	34	26	33	40	32	34	33	33	41	46	39	43	41	28	45	50	46	51	0	1	2	0	0	4	4	7	15	6	6	20	20	0	20	8	5	8	14	5	11	12	15	9	17	13	23	27	17	21	19	17	9	25	30	15	35	0	21	24	12	36	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	3	1	1	2	3	2	1
29000	-321.070461198122644	-327.925949149082044	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690252501907333	-3	5	10	7	9	13	15	18	24	18	27	32	26	21	18	28	22	24	29	28	32	30	32	34	31	27	36	38	30	32	30	31	40	50	38	43	42	40	44	47	46	54	0	1	2	0	0	4	6	7	5	7	10	9	17	0	5	8	15	7	14	17	4	26	9	25	15	5	25	20	17	11	14	20	28	27	30	32	35	0	30	33	28	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	3	1	2	1	3	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1
29500	-325.853230235960780	-332.708718186920180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648989771872181	0	3	10	7	13	16	15	21	27	15	26	28	23	20	23	26	24	28	28	27	27	32	32	36	32	26	32	35	30	33	32	36	35	44	37	44	40	39	40	50	46	48	0	1	2	0	0	4	4	7	5	4	7	26	5	0	5	8	5	8	14	5	11	15	15	27	12	13	9	12	17	21	14	12	22	25	11	32	30	0	30	33	33	32	1	1	1	1	1	2	2	1	2	2	2	1	2	1	2	1	4	1	2	2	1	2	2	1	1	1	1	1	1	2	2	2	1	3	2	2	1	1	1	4	2	2
30000	-305.172847983385850	-312.028335934345250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667853371923997	-4	0	8	7	11	16	13	18	34	17	25	31	22	27	25	22	24	29	30	29	29	28	29	27	33	29	35	36	31	33	34	32	39	48	41	40	35	36	44	48	49	54	0	1	2	0	0	4	4	7	24	7	6	24	5	0	5	8	5	16	14	5	11	5	15	5	17	15	12	12	15	21	19	24	27	20	37	32	30	0	35	12	27	32	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3
30500	-321.198945206504163	-328.054433157463563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848920760221573	-3	2	9	10	9	15	14	18	30	21	26	19	25	20	22	23	25	31	27	28	32	31	30	33	32	31	24	36	32	30	31	32	37	44	36	38	33	42	43	45	45	56	0	1	2	0	0	4	4	7	20	7	6	5	12	0	5	8	5	8	14	17	30	13	15	27	20	13	5	22	27	11	19	15	17	24	37	32	30	0	30	33	24	32	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	3	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2
31000	-311.615728244928619	-318.471216195888019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731180141523507	-3	7	2	6	9	18	15	20	34	18	26	26	28	23	25	22	24	23	27	30	30	32	31	22	27	32	30	36	26	32	34	33	42	49	42	45	36	42	42	41	46	47	0	3	1	0	0	4	4	7	20	4	6	24	15	0	5	8	5	8	14	12	11	13	24	5	17	13	12	9	24	6	19	17	27	36	37	9	30	0	30	9	33	36	1	1	1	1	1	2	2	1	1	2	2	1	1	1	3	1	4	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1
31500	-299.378223813900433	-306.233711764859834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768496059117754	2	7	5	7	12	13	15	20	31	19	22	31	26	27	22	22	26	28	30	28	27	30	30	25	29	31	34	34	29	33	36	32	42	43	34	44	41	43	47	42	47	51	0	3	1	0	0	4	4	7	17	7	4	20	15	0	5	8	5	8	14	5	11	13	15	5	15	17	9	20	24	21	19	25	20	25	21	32	35	0	30	20	40	36	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1
32000	-342.531148055703284	-349.386636006662684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641765024917868	-2	6	3	10	9	17	14	18	32	19	24	24	24	20	18	27	26	22	23	17	32	28	29	30	26	33	28	31	32	35	31	30	30	47	34	37	41	40	44	46	43	47	0	3	1	0	0	4	4	7	25	7	4	20	20	0	5	8	15	8	14	5	11	13	17	15	12	25	20	27	27	21	19	17	20	25	21	32	21	0	30	41	20	36	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	3	4	1	2	1	1	2	1	2	2
32500	-320.411966505164685	-327.267454456124085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591714506414795	-2	5	9	7	10	17	12	19	30	15	27	30	24	19	24	28	25	28	28	28	29	28	30	30	22	29	26	34	29	31	32	32	37	47	38	42	40	40	45	37	47	57	0	1	2	0	0	4	4	6	27	7	4	20	25	0	5	8	5	8	14	27	11	5	17	5	5	17	25	27	25	11	14	25	12	32	30	27	35	0	30	20	40	36	1	2	1	1	1	2	1	1	1	1	3	1	1	1	2	2	2	2	2	1	1	3	1	3	2	1	1	1	1	1	3	2	2	2	1	2	1	1	2	2	2	2
33000	-321.736406783467373	-328.591894734426774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621170316080684	0	6	2	2	12	13	11	16	33	23	25	28	28	17	24	26	28	31	28	19	30	33	29	30	34	26	30	38	31	34	34	33	42	48	41	44	40	36	39	45	48	53	0	3	1	0	0	4	4	7	24	6	6	5	26	0	5	8	5	16	14	5	11	13	20	17	12	15	20	24	17	11	14	15	9	25	30	32	30	0	30	28	12	36	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	3	2	1	2	2	1	1	1	4	2
33500	-300.457537924961230	-307.313025875920630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721957058725312	-1	5	7	8	15	14	13	22	33	20	26	25	27	20	24	26	22	31	26	29	30	31	28	30	33	29	34	38	32	35	36	28	40	49	40	39	43	36	41	42	45	49	0	1	2	0	0	4	4	6	17	4	6	5	15	0	5	8	5	8	14	5	11	13	17	17	12	12	15	9	20	21	19	12	24	9	30	32	35	0	30	28	9	36	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2
34000	-301.832445805750353	-308.687933756709754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823613048421097	0	3	9	11	12	17	16	22	32	24	27	26	22	23	23	25	25	29	25	27	30	29	32	32	31	31	29	36	31	32	32	34	36	48	39	41	43	35	43	48	38	56	0	1	2	0	0	4	4	7	20	7	6	15	5	0	5	8	15	8	14	15	11	12	15	20	15	13	17	26	17	11	19	17	17	36	11	25	35	0	35	9	33	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1
34500	-332.327532513405515	-339.183020464364915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569148625248951	-5	0	6	5	12	11	11	19	31	18	23	23	26	26	26	28	23	30	28	22	29	28	32	36	28	31	32	38	33	33	33	35	41	47	40	39	38	40	45	39	45	54	0	1	2	0	0	4	4	7	22	7	6	5	20	0	17	8	5	8	14	5	11	20	20	9	20	13	15	13	17	7	14	25	27	36	30	17	30	0	21	24	40	36	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	3	2	4	2	2	2	1	1	5	1	1	3	1	1	2
35000	-314.631927864826878	-321.487415815786278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781063796592841	-5	3	9	-1	11	13	16	20	28	22	28	25	15	25	26	24	22	24	28	30	19	28	31	29	29	29	34	32	31	33	33	31	39	49	36	41	39	39	42	46	43	53	0	1	2	0	0	4	6	6	15	7	4	5	5	0	17	8	5	8	14	24	6	13	9	15	15	12	9	20	12	21	19	24	27	22	30	32	35	0	30	22	20	36	1	1	1	1	1	2	1	2	1	1	3	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	4	2	2
35500	-322.887670823921667	-329.743158774881067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650930450716171	1	6	9	8	12	15	17	22	23	21	21	25	28	20	20	30	25	29	29	28	26	33	33	33	32	29	28	35	30	31	31	33	37	33	39	43	35	37	35	48	41	52	0	1	2	0	0	4	4	6	5	7	4	5	12	0	5	8	5	8	14	5	11	27	12	27	17	9	5	24	27	21	19	15	26	9	37	32	30	0	30	28	33	36	1	1	1	1	1	2	2	1	2	1	2	2	1	1	2	3	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2
36000	-338.568898699388114	-345.424386650347515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752230796416732	-4	2	9	7	7	16	13	21	21	19	28	28	19	22	30	29	26	28	29	30	33	24	33	35	33	24	34	36	30	31	30	31	35	50	37	43	42	38	43	36	46	51	0	1	2	0	0	4	4	4	5	7	6	17	5	0	5	8	5	8	14	17	7	13	9	20	13	13	20	20	17	6	14	9	12	36	30	17	21	0	21	20	20	36	1	1	1	1	1	1	1	3	3	1	2	1	2	1	4	1	2	1	2	1	3	1	2	1	2	1	1	1	2	3	1	1	1	1	1	2	2	1	3	1	2	1
36500	-322.787670409593943	-329.643158360553343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785123213022719	1	5	8	7	12	14	11	18	21	22	22	29	22	21	22	24	25	29	25	27	29	27	30	33	19	27	35	38	32	30	33	26	39	46	32	41	40	43	46	43	35	52	0	1	2	0	0	4	4	6	5	6	6	15	9	0	5	8	15	8	14	15	11	13	15	12	5	13	20	24	9	6	19	9	15	33	11	32	35	0	30	28	15	36	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	3	2	2	2	1	1	2	2	2	2
37000	-308.162393430633813	-315.017881381593213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776437668397326	0	7	3	13	14	15	16	22	24	22	28	28	22	22	26	28	24	29	29	31	27	27	29	37	29	29	27	40	32	36	34	32	39	47	42	42	44	39	42	42	47	51	0	3	1	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	17	6	13	5	20	27	9	5	27	15	21	19	12	22	33	30	32	30	0	30	20	33	36	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1
37500	-320.289476583426449	-327.144964534385849	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664446858136274	-5	8	2	10	14	12	16	21	28	23	25	29	26	22	25	26	21	28	31	22	32	31	28	31	23	30	30	35	30	36	33	32	36	48	39	42	44	40	40	46	41	54	0	3	1	0	0	4	6	7	20	7	6	20	17	0	5	8	5	16	14	5	11	13	15	5	17	13	5	27	9	21	14	25	12	20	30	25	21	0	21	41	15	36	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	3	1	3	2	1	2	1	2	2
38000	-319.526234342598684	-326.381722293558084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725732586698631	-1	8	5	2	12	7	13	17	32	20	26	30	26	22	25	25	22	28	24	29	31	28	27	36	32	29	32	34	32	34	34	31	36	49	37	41	41	40	41	50	48	51	0	3	1	0	0	4	4	7	20	6	7	5	5	0	5	8	5	16	14	15	11	13	17	15	26	13	20	9	15	21	14	13	27	25	30	17	35	0	30	28	9	36	1	1	2	1	1	1	2	1	1	1	1	4	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	3	1	1	1	2	2	2
38500	-308.652659864823988	-315.508147815783389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780259744368084	0	5	10	6	13	13	16	20	30	21	18	23	25	24	23	27	26	30	29	32	28	32	29	33	32	31	24	39	27	32	33	34	39	50	39	43	37	43	46	46	45	55	0	1	2	0	0	4	6	11	12	11	4	5	12	0	5	8	15	16	14	9	11	13	15	20	15	12	5	9	15	21	19	25	12	25	37	32	30	0	30	17	28	36	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	2	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	1	3	2	1	1	1	1	3	2	1	2
39000	-319.505687878461572	-326.361175829420972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741232600402098	1	5	12	8	13	15	13	21	32	22	22	25	28	28	28	25	27	28	30	31	32	32	34	29	31	33	27	38	30	36	32	35	38	48	37	46	44	43	45	46	46	54	0	1	2	0	0	7	4	7	24	7	6	5	5	0	5	8	5	8	14	5	11	24	12	5	15	27	5	9	17	21	14	12	15	15	30	32	35	0	30	13	20	32	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	1	4	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2
39500	-290.469839846450043	-297.325327797409443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810350103476266	-4	0	5	6	13	10	13	17	25	23	28	28	28	23	23	28	22	28	26	31	29	33	32	30	30	32	30	37	26	34	34	35	40	48	38	42	42	35	46	41	47	46	0	1	2	0	0	4	4	7	17	7	10	15	17	0	5	8	5	8	14	9	11	13	12	9	17	17	9	24	17	21	19	25	12	33	30	32	35	0	30	27	40	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1
40000	-323.835657234571556	-330.691145185530956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649642867259839	-3	3	7	10	14	12	16	20	31	19	23	29	29	22	23	24	26	29	27	25	31	32	28	32	33	31	29	35	31	34	29	33	36	47	40	41	45	42	33	35	46	56	0	1	2	0	0	4	6	7	20	7	6	17	15	0	5	8	5	8	14	5	11	20	17	12	12	12	5	27	5	21	14	27	5	33	21	15	35	0	21	5	24	36	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	3	1	1	1	4	2	3
