step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39
63000	-233.755423945340880	-239.694621164426110	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.777527727185004	2	-1	1	1	3	2	6	5	7	7	5	8	9	7	9	8	8	8	12	9	11	12	13	10	15	12	15	14	14	17	18	20	23	22	24	26	27	26	28	3	0	2	2	2	3	5	6	7	7	5	8	5	5	7	10	7	9	13	18	17	16	20	18	29	20	22	22	22	27	28	0	32	32	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	1	2	3	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1
63500	-239.270950053082487	-245.210147272167717	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.595364361999999	2	0	1	3	3	3	6	5	7	6	7	6	9	8	9	7	9	8	12	10	11	11	14	11	15	13	13	16	15	18	18	20	21	23	24	27	26	26	30	3	0	2	2	2	3	5	6	10	5	5	6	9	10	9	5	10	7	13	14	7	10	20	14	27	20	22	27	22	27	29	0	32	33	33	34	35	35	34	1	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	1	2	3	2	1	1	1	2	2	1	1	3
64000	-212.923282440935964	-218.862479660021194	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.767774922268597	1	0	2	2	4	4	5	6	6	5	7	8	8	8	10	8	9	7	11	9	11	11	14	11	15	12	14	16	15	16	17	19	22	24	24	25	25	26	29	2	0	1	2	4	3	5	6	5	5	5	8	9	18	16	10	7	9	16	18	17	16	26	18	22	20	22	25	22	27	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2
64500	-240.811308649336922	-246.750505868422152	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.789531697064180	2	0	1	3	4	3	6	5	7	7	8	7	8	7	9	9	8	8	11	9	11	11	10	10	16	13	14	16	16	17	18	19	23	24	24	27	26	26	29	3	0	2	3	2	3	5	6	7	7	7	8	5	7	10	5	10	14	13	13	17	10	20	14	10	23	22	27	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	3	2	1	3	1	1	1	2	1	1	1	1	1	1
65000	-242.614298349558567	-248.553495568643797	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.702599909914626	2	0	1	4	2	3	5	5	6	6	8	7	8	7	10	8	9	9	11	10	11	12	14	11	16	11	14	15	15	16	17	20	22	23	24	26	26	24	29	3	0	2	2	2	3	4	6	5	5	7	8	7	7	13	7	7	14	7	14	17	16	26	14	27	18	22	27	15	27	28	0	32	33	33	34	35	33	33	1	1	1	2	1	1	1	1	3	2	1	2	2	1	2	1	2	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3
65500	-229.156767905709927	-235.095965124795157	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.822193857363638	2	-1	1	2	2	3	5	7	5	6	7	8	9	8	9	8	8	8	11	9	11	10	11	10	13	13	15	15	15	17	18	21	22	24	24	26	26	27	28	3	0	2	2	2	3	5	6	5	9	7	8	9	9	9	10	7	7	17	17	17	17	20	20	22	23	25	25	25	27	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1
66000	-232.465992858181266	-238.405190077266496	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.730911845492088	2	0	1	4	3	3	6	6	6	7	7	7	8	8	9	8	10	9	11	8	11	11	14	11	15	12	15	16	13	17	19	20	22	24	23	26	25	25	28	3	0	2	2	2	3	5	6	5	5	5	8	9	5	7	11	10	9	11	7	15	16	26	18	29	9	29	27	22	27	28	0	32	33	33	34	35	35	36	1	1	1	2	1	1	2	2	2	2	3	1	1	2	2	1	2	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-212.226530712230641	-218.165727931315871	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.816602034259637	1	0	2	3	3	4	5	5	6	7	8	7	8	8	9	8	9	8	11	10	11	11	13	11	17	13	12	16	16	18	19	19	22	24	24	26	26	26	28	2	0	1	2	2	3	5	6	7	7	5	8	9	9	10	10	10	9	13	14	15	16	18	14	29	14	22	27	27	25	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1
67000	-249.017762570236073	-254.956959789321303	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.708991366616026	2	0	1	4	4	3	5	6	7	7	7	8	8	6	10	8	9	8	11	9	12	12	14	11	14	13	13	16	16	17	16	21	22	24	25	26	27	26	28	3	0	2	2	2	3	2	6	5	4	5	6	5	4	10	7	10	14	13	14	15	7	26	14	22	14	22	25	25	25	25	0	32	33	33	34	35	35	36	1	1	1	2	1	1	3	1	2	1	2	3	3	1	2	1	1	2	1	1	1	3	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2
67500	-227.166033504669343	-233.105230723754573	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.676285391271818	2	0	1	2	2	3	5	6	5	7	7	7	8	7	9	9	10	8	11	9	10	11	14	11	15	12	15	16	15	18	19	21	22	24	24	27	27	27	29	3	0	2	2	2	3	2	6	5	7	7	8	9	5	10	10	15	7	13	7	10	16	26	14	22	20	22	25	22	25	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	3	2	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	2	2	1
68000	-242.032009977126705	-247.971207196211935	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.802475621994302	2	-1	1	4	2	4	6	7	5	6	7	7	9	7	10	8	10	7	12	9	11	12	14	11	17	12	15	16	14	17	18	20	22	24	25	26	27	26	29	3	0	2	5	2	3	9	6	2	5	7	6	9	7	10	9	10	9	13	18	10	16	26	14	29	13	29	29	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	2	2	1	2	3	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1
68500	-209.807234087122538	-215.746431306207768	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.823468569878679	2	0	1	3	4	2	6	6	6	7	7	7	9	6	10	9	9	8	11	10	12	11	14	11	16	12	13	16	15	18	18	19	23	24	24	27	26	26	28	3	0	2	2	4	3	5	6	5	7	7	6	9	5	10	10	10	14	5	18	15	15	26	18	22	20	22	29	27	25	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-231.804594844938265	-237.743792064023495	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.666451201274339	2	0	1	3	3	3	7	5	6	7	8	8	7	7	9	6	9	8	11	9	10	11	13	10	16	11	14	14	15	17	19	21	22	24	24	26	26	26	29	3	0	2	1	3	3	9	6	5	9	5	8	5	5	10	5	10	5	7	13	10	16	26	18	27	13	22	22	22	28	29	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1
69500	-224.051191372103091	-229.990388591188321	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.656569660017118	2	0	1	3	3	3	6	6	4	7	7	7	9	7	10	8	10	9	11	9	10	11	13	11	16	11	14	16	14	18	18	21	23	24	25	26	27	27	28	3	0	2	2	2	3	5	6	5	5	5	8	11	9	7	5	7	14	13	14	10	16	13	20	27	20	22	29	22	25	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70000	-216.424394987157967	-222.363592206243197	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.783104295916702	2	0	1	2	3	3	7	6	6	7	8	7	9	6	10	8	9	8	11	8	11	11	14	12	16	10	15	15	14	16	18	20	22	24	24	26	27	26	28	3	0	2	2	2	3	5	6	5	5	5	8	7	5	10	7	7	14	13	14	10	16	26	18	27	20	29	29	22	27	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
70500	-219.578924695973313	-225.518121915058543	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.820630916515753	2	0	1	3	3	4	5	6	6	8	7	8	8	7	8	9	9	9	10	10	12	11	13	11	15	11	15	16	13	17	18	20	23	22	24	27	27	26	29	3	0	2	2	2	4	5	6	5	9	7	8	9	7	9	15	10	5	13	18	15	16	26	14	29	18	29	25	22	27	28	0	32	32	33	34	35	35	36	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
71000	-239.806394248071769	-245.745591467156999	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.636752878133310	2	0	1	3	3	3	4	6	7	7	7	6	9	7	9	7	10	8	12	10	11	11	12	10	16	13	14	16	15	16	17	21	24	23	24	26	26	26	29	3	0	2	2	2	3	2	6	5	7	7	6	9	2	10	5	9	7	13	18	9	16	18	18	27	23	22	29	22	29	29	0	32	32	32	34	35	35	36	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2
71500	-247.809363839384531	-253.748561058469761	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.560293863652220	2	-1	1	2	3	3	7	6	6	7	7	7	9	6	10	9	9	8	11	9	11	11	14	10	16	11	15	14	16	17	19	20	23	23	24	26	26	26	28	3	0	2	2	4	3	9	6	5	9	5	6	9	5	13	10	10	14	13	5	16	10	18	9	22	20	22	16	22	28	27	0	32	32	33	34	35	35	36	1	1	1	1	1	1	1	2	2	1	3	2	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	1	1	2	1	2	1
72000	-231.190607366760872	-237.129804585846102	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.713359816736110	2	0	1	2	2	3	7	7	6	6	7	8	8	8	9	9	8	9	11	10	11	11	14	11	16	12	14	15	14	17	18	21	23	24	24	26	26	27	28	3	0	2	2	2	3	5	6	5	5	10	6	9	10	7	7	7	7	13	18	15	7	26	14	27	20	22	29	22	29	29	0	32	33	33	34	33	35	36	1	1	1	1	1	1	3	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2
72500	-233.196631344938453	-239.135828564023683	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.820892915164276	2	0	1	2	4	3	5	6	7	8	7	7	7	7	9	7	10	9	10	9	11	10	13	12	16	12	14	15	15	18	18	20	22	23	24	27	26	27	30	3	0	2	2	4	3	5	6	7	7	7	6	5	5	10	5	15	14	9	14	10	5	26	14	27	20	22	22	27	28	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1
73000	-224.196596609162953	-230.135793828248183	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.819589305296937	2	0	1	3	3	3	6	7	7	8	7	5	8	7	9	9	9	8	12	10	11	11	12	10	15	12	14	16	16	18	18	20	23	24	24	26	26	26	28	3	0	2	2	2	3	5	12	5	2	7	6	7	5	9	7	9	7	13	18	15	10	9	18	22	20	22	27	27	27	25	0	32	33	33	34	35	35	34	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
73500	-251.333450278664571	-257.272647497749801	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.678388460197949	2	0	1	4	3	2	4	5	6	7	7	7	8	7	7	7	10	9	9	10	11	11	13	11	17	11	13	14	15	17	18	21	23	24	24	26	26	26	29	3	0	2	2	2	3	2	6	7	2	7	8	5	5	5	5	5	14	7	18	13	15	13	14	29	18	22	22	22	27	25	0	32	33	33	34	35	35	36	1	1	1	2	2	1	2	1	1	4	2	1	2	1	2	2	3	1	2	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1
74000	-220.307421097819116	-226.246618316904346	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.853702675107039	0	-1	2	4	3	3	6	7	5	7	7	6	7	6	9	8	10	8	12	9	11	11	11	11	16	13	14	16	15	17	18	19	22	24	23	26	25	25	29	2	0	1	2	2	3	9	12	5	7	7	6	9	9	10	10	10	14	7	14	10	15	20	14	27	23	22	27	22	25	28	0	32	33	33	34	35	35	36	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
74500	-235.279944453028492	-241.219141672113722	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.773632255777488	1	-1	2	4	3	4	6	6	5	8	8	7	8	7	7	9	10	8	12	9	10	12	11	10	16	12	15	16	14	17	17	21	22	24	23	27	25	27	29	2	0	1	3	2	5	9	6	5	15	7	8	7	5	7	15	5	14	13	14	15	16	20	18	29	23	22	22	22	27	27	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	3	1
75000	-226.912858163335841	-232.852055382421071	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.774452488078754	2	-1	1	3	4	3	7	5	6	7	7	6	9	7	9	8	10	8	12	8	11	12	10	11	16	12	14	15	14	17	19	20	23	23	24	26	26	26	29	3	0	2	2	4	3	5	6	5	9	9	8	9	9	10	9	15	9	13	14	15	16	20	13	27	24	22	22	22	27	30	0	32	32	33	34	35	35	36	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1
75500	-194.042376009244180	-199.981573228329410	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.852601933534469	2	0	1	2	4	3	5	5	6	7	6	7	9	7	9	9	9	8	11	10	11	11	12	9	15	13	14	16	15	16	17	21	22	24	24	26	26	26	27	3	0	2	2	2	3	5	6	5	5	5	8	10	9	10	10	10	14	13	18	10	16	20	14	22	23	22	25	27	27	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76000	-225.886376528090040	-231.825573747175270	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.771741790879790	2	0	1	4	3	3	6	7	6	7	8	6	8	8	9	9	10	7	10	8	10	11	12	11	16	13	15	14	14	17	19	20	22	24	24	25	26	26	28	3	0	2	1	1	3	5	6	5	5	7	6	9	18	10	10	10	9	13	18	16	16	20	18	28	23	29	22	22	29	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
76500	-228.012585375222471	-233.951782594307701	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.757324414742222	2	0	1	2	3	4	6	7	6	7	8	8	8	7	9	8	9	5	12	9	11	11	10	12	15	12	14	15	14	17	18	20	23	24	24	27	27	26	29	3	0	2	2	4	3	5	6	5	5	7	8	7	18	7	9	10	5	15	18	17	17	18	20	22	23	22	29	22	29	27	0	32	33	33	34	35	35	36	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1
77000	-266.838198756262443	-272.777395975347645	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.681811853371536	2	0	1	3	4	3	6	6	6	6	6	7	9	7	9	9	9	8	11	10	11	12	12	11	17	13	14	15	15	17	17	20	22	24	24	26	27	26	30	2	0	2	2	2	3	5	6	5	5	4	6	9	5	10	5	10	5	13	7	17	4	20	14	29	23	17	27	22	27	29	0	32	33	33	34	35	35	36	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	2	3	1	2	1	5	1	2	1	1	3	1	2	2	1	1	1	1	1	2	3	1	2
77500	-208.775275946633002	-214.714473165718232	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.786352223749040	1	0	2	3	4	4	7	6	6	6	8	7	9	7	9	8	10	9	11	9	11	11	11	11	17	13	15	16	14	18	18	20	22	24	24	26	26	26	30	2	0	1	2	2	3	4	6	5	5	5	6	9	9	10	10	10	14	7	14	15	16	20	7	27	23	22	29	22	25	28	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2
78000	-241.891364881772262	-247.830562100857492	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.695336034770066	1	0	2	4	3	4	7	5	5	7	6	7	8	7	10	8	9	8	11	8	11	12	12	12	14	13	13	15	14	17	18	19	22	23	24	26	26	26	30	2	0	1	5	2	3	9	6	5	9	5	8	5	5	17	5	20	9	13	5	17	16	20	17	22	23	22	25	22	27	25	0	32	32	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	2
78500	-242.559409436134047	-248.498606655219277	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.638193386020390	0	-1	1	1	3	3	5	6	6	8	7	8	9	7	9	9	9	9	11	8	11	10	14	10	16	12	15	15	14	17	19	21	23	24	25	26	27	27	28	2	0	1	2	2	1	2	6	7	5	5	6	10	7	11	7	20	14	13	5	10	16	20	20	29	20	29	29	22	27	28	0	32	32	33	34	35	35	34	1	1	1	1	2	1	3	2	1	3	2	2	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2
79000	-218.535861876018203	-224.475059095103433	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.776106763731360	1	0	2	4	3	3	6	5	7	7	7	7	8	7	9	8	9	8	12	10	12	11	14	10	16	12	14	15	13	15	18	20	23	24	25	26	27	26	28	2	0	1	1	2	3	5	6	7	5	7	8	9	5	7	10	7	9	9	14	17	17	20	18	29	20	29	29	22	29	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
79500	-235.255231954772029	-241.194429173857259	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.587299414330897	2	0	1	3	3	4	6	7	5	7	6	8	9	6	9	7	10	7	11	9	11	12	11	12	16	13	14	15	15	17	18	20	22	23	23	26	26	27	29	3	0	2	2	1	3	2	6	5	9	5	6	7	9	10	7	15	14	13	14	10	15	20	18	27	23	22	27	22	29	28	0	32	33	33	34	35	35	36	1	1	1	1	1	2	3	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	2	2
80000	-235.286379123310326	-241.225576342395556	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.692741868937883	2	-1	1	3	4	3	6	5	6	7	6	5	8	8	9	9	9	6	11	9	11	12	13	10	16	12	15	15	14	17	18	19	22	24	24	26	27	26	28	3	0	2	2	2	3	4	6	5	7	5	6	4	18	10	10	10	5	13	9	15	16	20	14	22	20	22	29	22	28	29	0	32	33	32	35	35	35	36	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	1	1	1	3	1	1	2	1
80500	-233.940187277917971	-239.879384497003201	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.727559235192183	1	0	2	2	2	3	5	7	7	6	8	6	8	7	10	8	9	8	12	10	11	11	13	9	16	12	14	16	14	17	18	20	22	23	24	26	26	26	30	2	0	1	2	2	3	5	12	5	5	5	6	10	7	9	10	9	14	9	18	17	16	20	14	22	20	22	29	22	29	28	0	32	33	33	34	35	35	36	1	1	1	2	1	1	2	1	2	2	3	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	3	2	2	2	1	1	1	1	1	2	1	1	2
81000	-235.546912455999490	-241.486109675084720	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.816609077861332	2	-1	0	2	3	3	5	7	6	7	7	7	8	7	9	7	10	9	10	9	12	11	13	10	16	12	15	16	14	16	18	20	23	24	24	26	27	26	28	3	0	2	2	2	1	4	6	5	5	7	6	9	7	9	5	18	5	10	14	18	16	26	14	29	18	22	29	22	29	30	0	32	33	33	34	35	35	36	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	3	1	1	2	1	1	1	1	2	3	1	2	1	1	1	2	1	1	1	1	1	1
81500	-251.851334292990003	-257.790531512075233	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.551641828303028	1	-1	2	3	4	3	5	6	7	7	8	7	8	7	10	8	8	8	11	8	12	11	13	11	16	13	14	15	14	15	19	20	22	24	24	26	26	26	29	2	0	1	2	2	3	4	6	7	5	5	8	4	2	7	5	7	5	13	9	16	15	20	20	29	15	16	29	22	27	27	0	32	33	33	34	35	35	36	1	1	1	2	2	1	2	1	1	1	2	1	2	3	4	2	2	2	2	1	2	1	3	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2
82000	-214.894706065253445	-220.833903284338675	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.807605367401464	1	-1	2	3	3	4	5	5	7	7	7	6	8	7	9	9	9	9	12	9	11	11	13	9	16	12	13	16	15	17	18	20	23	23	24	26	26	27	28	2	0	1	3	2	3	4	6	7	5	7	6	10	7	7	10	10	14	9	14	15	16	26	14	27	20	22	29	22	27	29	0	32	32	33	33	35	35	36	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	2	1
82500	-251.130558967580299	-257.069756186665529	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.625082538930810	1	-1	2	4	2	3	6	7	4	8	8	8	8	6	9	8	9	8	10	10	10	10	14	9	16	12	13	15	14	17	18	20	22	23	24	26	26	27	29	2	0	1	5	2	3	9	6	5	7	5	8	7	9	7	7	7	14	13	18	10	16	15	14	29	18	22	29	22	22	30	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	2	2	2	3	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	4	1	1	1	1	1	2	2	3	1
83000	-228.591357810473539	-234.530555029558769	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.773422249839089	1	0	2	2	3	4	4	6	6	5	8	7	8	6	10	9	9	8	11	9	12	11	11	10	16	12	14	15	15	16	19	20	22	24	23	27	26	26	29	2	0	1	1	2	3	5	6	5	5	9	8	9	7	5	7	10	14	13	18	16	10	20	9	28	23	22	22	27	29	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	3	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1
83500	-213.301571836765334	-219.240769055850564	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.745690625718917	1	0	2	3	3	4	5	6	7	7	6	7	8	7	10	8	9	9	9	9	10	11	13	11	16	12	13	15	15	17	19	21	23	24	25	26	27	27	30	2	0	1	2	1	3	5	6	7	7	4	8	7	7	17	10	13	14	7	14	10	16	26	18	29	20	22	22	27	28	25	0	32	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2
84000	-226.499630426692562	-232.438827645777792	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.737645457121051	1	0	2	2	3	3	5	6	6	7	8	6	9	8	9	8	9	8	11	9	11	11	13	11	16	12	15	15	14	18	18	19	22	23	24	26	26	26	29	2	0	1	2	2	3	5	6	5	7	7	6	5	5	10	10	16	10	9	18	15	10	14	14	27	20	29	29	22	27	25	0	32	33	33	34	35	35	36	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
84500	-219.315517417010142	-225.254714636095372	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.790199728828494	1	0	2	3	4	3	7	6	6	8	7	7	8	6	7	9	10	8	12	9	11	11	13	12	17	12	14	14	16	17	19	20	22	24	24	25	26	27	29	2	0	1	3	4	3	5	6	5	5	5	6	9	5	9	7	7	14	13	18	10	16	26	18	27	20	22	22	28	27	30	0	32	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	3	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2
