step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
36000	-426.098912093833519	-432.954400044792919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577443168762333	-1	2	4	1	3	7	7	9	10	11	13	14	14	13	15	16	17	18	19	17	17	18	19	18	17	20	21	20	20	20	20	20	22	21	25	24	21	20	23	24	24	22	23	22	26	25	24	21	25	28	26	27	28	28	28	26	30	31	31	32	32	31	32	34	36	36	37	37	40	43	0	4	2	1	4	3	0	4	6	8	7	10	10	10	13	14	15	15	25	14	15	15	18	25	15	22	21	19	24	24	25	22	32	19	20	26	26	19	30	22	19	24	32	32	22	42	33	21	21	46	41	56	45	40	45	49	56	45	45	53	57	57	62	63	61	64	66	60	67	67	1	1	1	1	1	2	1	4	2	1	3	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	1	3	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	3	3	2	1	1	1	1	3	1	1	4	2	3
36500	-407.637584185111677	-414.493072136071078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643300934067741	-1	2	3	1	4	7	8	10	9	12	12	13	14	14	15	17	18	18	20	17	17	19	17	20	18	20	19	19	19	21	19	21	22	21	25	23	24	22	23	24	24	21	22	22	26	26	24	25	24	27	26	26	27	29	28	28	31	30	31	32	32	31	32	32	36	37	38	38	41	43	0	4	4	1	3	3	0	6	6	8	7	10	10	12	13	14	21	23	25	14	15	15	15	22	15	25	23	25	25	24	25	27	27	25	20	26	26	25	30	24	31	31	32	32	25	34	33	49	17	24	19	49	49	46	45	52	56	50	49	58	57	56	57	62	61	64	66	58	67	69	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	4	2	2	2	1	1	2	1	1	1	3	2	1	1	2	3	3	1	3	2	1	1	2	2	2	1	1	2	1	1	2	2	1	3	2	1
37000	-421.367174166833195	-428.222662117792595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618164706906783	0	2	2	1	4	7	7	11	10	13	12	12	15	13	15	15	18	18	19	17	17	20	17	20	18	21	20	19	20	21	22	22	22	23	24	23	23	22	25	25	22	21	24	23	25	27	24	24	25	27	27	27	27	28	29	27	30	31	31	31	32	30	32	34	35	36	36	38	40	43	0	4	4	1	4	3	0	6	6	12	7	8	8	8	10	14	21	21	25	16	15	17	15	25	15	19	23	25	25	19	42	27	27	24	20	26	42	24	30	29	24	25	32	32	48	45	33	22	17	25	41	49	49	34	48	21	56	50	53	53	57	49	57	62	61	64	64	60	67	69	1	1	1	1	2	2	1	3	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	4	2	1	1	3	2	1	1	1	1	1	1	1	2	3	4	2	1	1	2	2	4	2	2	3	3	1	3	1	1	1	1	1	3	2	1
37500	-427.719730453586180	-434.575218404545581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606934412660726	0	2	5	1	2	6	8	11	9	12	13	13	16	15	15	16	18	17	19	17	19	19	17	20	17	20	19	19	21	19	20	20	23	23	25	23	21	23	24	25	24	22	23	23	26	27	25	23	24	26	27	27	27	28	29	27	30	30	31	32	32	31	32	34	35	37	38	38	40	43	0	4	2	1	4	4	0	6	6	8	7	10	10	12	10	14	13	13	25	14	17	15	15	28	15	19	23	25	25	25	19	27	27	25	20	26	28	29	30	31	36	31	32	32	19	28	44	21	22	36	41	49	45	34	48	48	56	53	54	53	57	45	57	57	61	64	64	60	66	69	1	1	1	1	1	2	1	3	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	3	5	2	1	1	2	2	1	1	2	2	3	3	1	2	2	1	2	1	1	2	3	2	1	2	2	3	1	2	1	2	1	1	2	2	2	2
38000	-452.446005561158529	-459.301493512117929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601647939735856	-2	1	4	2	3	6	8	10	10	12	12	13	15	15	15	16	17	18	19	17	19	19	17	17	18	21	19	20	20	19	20	23	22	22	24	23	24	21	25	25	24	22	23	22	26	27	23	25	25	27	27	28	28	29	29	26	30	30	31	33	33	31	32	33	35	35	37	37	40	43	0	1	4	2	4	4	0	3	3	8	7	8	10	12	10	14	13	23	24	15	17	17	15	15	24	30	18	24	19	24	24	44	27	19	16	31	36	30	15	15	15	19	44	27	22	19	27	22	22	39	41	49	21	50	48	22	56	49	54	54	63	56	57	62	61	57	66	59	67	67	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	2	1	1	4	5	4	2	1	2	3	4	3	2	3	1	2	2	5	2	2	3	3	3	1	1	1	3	1	1	2	2	2	4	1	3
38500	-428.444818476611147	-435.300306427570547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647964725557292	0	2	5	3	4	7	7	9	11	12	12	13	13	14	15	17	18	17	19	17	16	20	18	16	18	20	20	20	20	20	20	22	23	23	25	22	23	22	23	25	22	21	23	21	25	26	23	23	25	27	28	26	27	28	28	27	30	30	31	33	31	32	31	34	36	36	38	38	40	43	0	1	4	2	4	4	0	6	6	8	7	10	10	12	13	14	21	15	24	14	15	15	18	15	24	25	25	25	19	24	19	44	27	25	16	26	36	42	19	39	31	19	32	27	21	31	27	22	17	40	41	48	48	34	49	49	56	48	49	22	49	61	52	62	61	64	66	49	67	67	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	1	2	1	1	1	1	1	3	2	1	2	4	2	2	2	2	3	1	1	1	3	2	5	3	1	2	1	3	1	1	4	1	2
39000	-431.368645491366237	-438.224133442325638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609398165655461	0	1	4	2	4	7	7	10	10	12	10	15	16	14	15	16	16	17	19	17	19	19	18	17	18	21	19	19	21	19	21	22	22	22	25	20	23	21	24	25	22	23	22	20	24	27	24	23	25	27	27	28	28	28	28	26	30	31	30	32	31	32	32	34	35	36	38	37	40	42	0	1	4	2	4	3	0	3	6	6	7	8	10	10	8	14	15	15	25	12	17	24	18	15	24	36	23	24	19	24	25	44	27	19	20	25	36	30	19	24	22	31	44	27	17	19	27	22	45	45	40	45	49	31	45	40	56	49	40	52	57	57	57	62	57	64	66	53	67	69	1	1	1	1	1	1	1	3	2	2	3	3	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	4	1	1	1	2	4	2	1	1	1	3	4	2	2	1	1	1	3	2	3	2	1	2	2	2	2	1	1	2	1	2	2	1	5	2	1
39500	-382.827509726209144	-389.682997677168544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668486919980828	0	1	4	2	3	7	7	9	9	11	13	14	15	13	16	16	17	18	19	17	18	19	19	20	18	20	20	19	20	21	21	22	22	23	25	24	24	23	24	25	24	22	23	21	23	26	24	25	25	26	27	27	28	28	29	27	29	30	31	32	32	32	31	34	35	36	38	39	41	42	0	1	4	2	4	4	0	6	6	8	7	10	10	10	12	14	15	15	25	16	17	15	18	25	13	25	23	15	22	19	19	44	27	19	16	26	26	30	30	45	31	24	44	27	21	34	33	21	45	34	41	21	49	46	48	45	52	53	48	53	57	57	57	57	61	64	66	45	67	69	1	1	1	1	1	3	1	1	1	1	3	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	4	2	2	2	2	1	1	1	1	1	3	2	1	3	1	2	2	3	2	1	2	2	1	1	3	2	2	2	1	2	2	1	1	8	2	1
40000	-398.927646258254640	-405.783134209214040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647093791990640	-1	1	5	3	4	6	9	11	11	12	12	14	16	14	15	16	17	18	20	18	19	19	20	19	18	20	20	19	20	20	21	22	23	21	25	24	22	23	24	25	23	22	23	21	26	27	24	23	26	26	27	26	28	28	29	28	30	30	32	31	33	32	31	33	34	36	37	38	41	43	0	1	2	2	4	4	0	6	6	8	7	10	12	10	10	14	15	15	25	16	17	15	18	25	15	24	18	15	22	28	25	44	27	28	16	26	25	31	30	37	31	19	44	27	48	28	27	21	48	19	41	22	17	36	48	52	52	49	45	49	57	57	57	62	61	64	66	60	67	69	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	3	2	2	1	2	1	1	1	1	1	2	4	1	1	2	3	2	2	4	2	4	1	1	2	3	2	2	1	1	1	1	2	1	3	2	1
40500	-417.758801850940017	-424.614289801899417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556072746805747	-2	0	5	2	4	7	7	10	11	12	12	14	15	15	15	17	16	17	18	18	19	20	20	19	18	20	20	20	20	21	21	23	23	22	24	23	22	23	24	24	24	23	22	22	26	27	25	24	25	27	27	27	27	28	29	27	29	30	32	32	31	31	32	33	36	35	36	38	41	43	0	1	4	2	4	3	0	3	6	8	7	10	12	12	10	14	12	15	15	16	17	19	13	25	15	24	18	15	19	24	19	44	27	28	16	26	19	25	25	22	30	31	27	27	49	31	27	21	48	39	41	48	49	36	48	21	56	53	55	52	57	56	57	62	63	64	66	60	67	67	1	1	2	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	2	1	2	1	3	1	2	1	2	3	1	2	1	1	2	1	4	2	2	3	3	2	2	1	1	1	1	2	2	2	1	2	2	2	1	2	3	3	2	2	2	2	1	2	2	1	2	1	1	3	3	3
41000	-414.347808679331592	-421.203296630290993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633246025710148	0	2	4	3	4	7	9	10	11	12	13	14	15	14	15	16	17	17	19	17	19	19	19	17	16	20	20	19	19	20	20	23	22	23	25	23	24	22	25	25	24	21	24	21	25	25	25	24	23	26	28	28	28	29	29	27	30	31	31	33	31	31	32	34	36	36	38	38	40	43	0	1	2	2	4	3	0	6	6	8	7	10	10	10	10	14	15	15	24	14	17	15	18	25	10	25	22	24	15	19	24	44	27	31	20	31	26	30	31	36	26	29	44	27	49	31	27	25	15	46	41	45	46	46	48	48	56	53	45	58	56	52	57	62	61	64	66	59	67	69	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	3	1	2	2	2	1	4	2	2	1	2	1	2	1	2	1	1	2	2	4	4	1	2	2	2	2	2	1	1	1	3	2	2	2	1	2	2	1	2	4	1	2
41500	-402.532660221013373	-409.388148171972773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694149282400992	0	1	3	4	4	8	9	10	11	13	12	14	16	14	16	17	17	17	19	16	18	19	19	19	17	20	21	19	20	20	21	22	23	23	25	23	24	22	25	26	23	22	23	21	24	27	24	25	25	27	27	27	28	28	28	28	29	30	30	32	33	32	32	34	35	35	38	38	41	43	0	1	2	3	3	3	0	6	4	6	7	10	10	10	10	14	15	13	25	14	17	13	18	25	15	25	22	25	24	25	19	44	27	24	16	26	30	19	42	45	31	25	44	23	17	31	33	45	45	36	41	45	49	50	45	52	56	46	49	58	57	57	57	63	61	64	66	58	67	69	1	1	1	1	1	2	1	1	4	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	5	2	2	2	2	1	1	3	1	1	3	2	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	4	2	1
42000	-405.857268792581124	-412.712756743540524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600025486935233	-2	1	5	3	4	7	8	9	10	12	12	15	14	14	16	16	17	17	20	17	19	20	19	19	18	20	20	19	20	21	21	23	21	23	26	24	23	23	25	25	22	23	24	21	25	27	25	24	25	27	26	27	27	29	29	27	30	30	32	32	32	32	32	32	35	35	36	37	40	43	0	1	4	2	4	3	0	4	6	8	7	13	10	10	13	14	15	13	24	16	17	15	18	25	15	25	18	25	25	24	19	44	18	22	20	26	26	30	30	36	24	31	44	27	21	34	27	17	22	24	41	45	49	39	48	45	56	52	50	53	57	57	57	57	61	64	66	60	67	69	1	1	1	1	1	2	1	3	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	5	2	2	1	2	1	1	1	2	1	3	2	2	3	3	4	3	1	1	2	2	1	3	1	2	2	1	1	1	1	2	2	1	2	2	2
42500	-410.505182992449249	-417.360670943408650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643536931846843	0	1	4	2	4	7	8	10	10	13	12	14	16	14	15	17	16	17	19	18	18	17	20	18	19	20	20	20	20	20	21	23	22	22	25	23	24	22	25	25	23	21	24	21	24	28	23	24	25	27	27	28	28	28	28	26	29	32	32	33	31	31	32	34	35	36	37	39	41	44	0	1	4	1	2	3	0	6	6	8	7	10	10	10	10	14	10	15	24	14	17	15	18	15	24	24	15	24	25	25	19	44	27	19	16	31	26	30	19	42	31	25	33	27	15	48	27	21	48	25	41	56	49	45	48	48	45	57	49	53	57	57	62	62	57	57	66	60	67	69	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	3	1	1	1	1	1	2	1	3	1	2	1	3	2	1	1	1	1	4	2	2	3	1	5	2	1	2	2	2	1	3	2	3	2	1	1	1	1	3	3	1	2	2	2
43000	-422.637301354471390	-429.492789305430790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519525967514435	-1	0	3	2	3	7	9	10	10	12	13	14	15	14	15	16	17	17	20	18	19	19	20	20	17	20	20	20	21	21	21	23	22	22	25	23	23	22	24	25	23	23	24	21	26	27	22	24	24	27	26	28	28	28	29	27	30	30	31	31	33	31	31	34	35	36	38	36	41	44	0	1	4	2	4	4	0	6	6	8	7	8	10	10	12	14	15	15	25	14	10	15	18	15	15	25	18	25	25	22	22	44	27	24	20	26	19	24	24	19	25	31	32	27	21	36	27	21	38	41	24	48	49	26	48	45	21	49	54	45	57	57	57	62	61	64	66	58	67	67	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	3	2	2	2	1	2	1	2	2	1	2	2	2	1	4	2	1	1	2	2	3	1	1	1	4	2	1	3	1	2	2	2	2	4	2	1	4	3	2	2	1	1	1	2	1	1	1	3	2	2
43500	-412.622188525633533	-419.477676476592933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574639140797541	-1	0	5	3	3	6	8	10	10	13	12	14	15	15	15	17	17	18	19	18	19	17	20	18	19	20	18	20	20	21	21	23	22	23	25	22	23	22	24	25	23	22	24	21	25	28	24	24	25	27	27	26	28	29	29	27	30	31	31	33	32	32	31	34	34	36	37	38	41	43	0	1	4	2	2	4	0	6	6	8	7	10	8	10	10	14	15	13	10	16	17	15	13	22	24	24	13	24	24	25	24	44	27	31	14	26	36	30	38	31	29	19	32	27	22	50	33	21	17	45	41	21	45	50	48	49	52	49	52	58	58	63	57	57	61	64	66	60	67	69	1	1	1	1	2	1	1	2	2	3	2	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	2	1	2	1	2	1	6	1	1	1	1	2	1	2	1	1	5	1	1	3	3	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	2	1	2	2	1
44000	-423.334541773914054	-430.190029724873455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578785471519247	-1	1	3	4	4	7	8	11	11	12	11	14	15	14	15	16	17	17	19	17	18	19	20	20	18	21	19	19	21	20	20	23	22	22	25	23	24	22	23	24	23	22	22	20	26	26	24	23	25	27	27	27	27	27	28	27	30	32	32	33	31	32	31	34	35	35	36	38	40	43	0	1	2	1	3	3	0	6	6	8	7	8	12	8	12	14	13	15	21	16	17	15	18	15	10	25	18	25	24	25	22	44	27	25	16	26	26	22	25	42	24	31	44	27	48	48	33	21	21	19	41	21	48	42	48	49	52	49	50	52	57	57	57	62	61	64	66	60	67	69	1	1	1	3	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	4	2	1	1	1	1	1	2	2	2	4	1	1	2	2	2	2	1	1	1	2	1	1	2	5	3	2	6	2	2	1	1	2	4	3	3	1	1	1	1	2	1	1	2	2	1
44500	-427.375184194587177	-434.230672145546578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594926110473143	0	1	2	4	4	7	9	10	10	11	13	14	16	14	15	16	17	17	17	18	17	20	20	19	18	21	19	20	20	19	21	22	23	22	26	24	24	22	23	25	24	21	22	20	25	28	25	24	26	27	28	27	27	28	28	28	30	30	32	32	32	31	31	33	35	37	36	38	40	43	0	1	2	3	3	3	0	6	6	8	7	8	10	8	10	14	15	15	15	16	15	15	18	19	19	24	13	19	25	19	24	44	27	19	20	26	24	30	24	24	31	24	44	18	17	24	27	22	48	40	41	45	17	34	48	53	54	45	45	58	57	56	57	62	61	64	62	60	67	67	1	1	1	1	1	3	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	4	2	3	2	2	3	2	1	1	1	3	5	2	2	1	1	3	1	4	3	2	1	2	2	4	2	1	2	1	1	1	1	3	3	2	3
45000	-449.944737304183491	-456.800225255142891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513837757168307	0	1	5	3	4	8	8	9	9	11	11	12	15	14	14	16	17	18	17	17	19	20	19	20	18	19	20	18	18	21	21	23	23	22	25	24	23	22	23	26	23	22	23	21	25	26	24	24	26	27	25	26	27	28	29	26	30	31	32	32	32	31	32	34	35	36	37	37	41	43	0	1	4	2	4	3	0	6	3	8	7	10	10	12	10	14	15	15	15	16	17	17	15	25	19	25	17	19	13	24	15	44	44	25	16	26	30	30	31	22	31	19	44	27	21	26	33	22	48	31	41	22	17	40	53	42	45	54	57	53	57	53	57	63	61	62	66	60	67	67	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	1	2	2	2	2	1	1	2	1	1	1	4	1	1	1	3	2	1	1	1	4	1	1	1	1	3	3	1	2	1	4	1	2	5	2	1	2	3	2	1	2	1	2	1	1	1	3	1	2	2	4
45500	-431.929764646882347	-438.785252597841748	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601992825164820	0	1	3	4	4	8	9	9	10	12	13	14	16	14	15	16	17	18	18	18	19	19	20	19	18	20	20	20	21	20	20	23	23	22	25	24	22	23	24	25	22	22	23	21	25	28	25	24	24	27	28	28	26	29	29	27	30	32	31	32	32	31	31	34	34	35	37	36	41	43	0	1	2	3	3	2	0	4	6	8	7	10	10	10	10	14	15	15	15	14	17	25	15	19	15	24	25	25	25	24	25	44	27	19	20	26	26	29	30	25	19	31	27	27	17	17	33	22	18	42	41	53	22	50	45	45	56	46	46	53	57	46	56	62	61	64	66	60	67	67	1	1	1	1	1	3	1	2	1	1	2	1	2	1	2	2	2	2	1	2	1	1	3	1	2	1	1	1	3	1	1	2	2	2	2	2	1	2	1	3	1	1	1	1	5	5	1	3	2	2	3	1	3	1	2	1	2	1	2	2	1	2	2	1	2	1	1	2	2	2
46000	-412.263339650569321	-419.118827601528722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610023938581318	0	1	3	4	4	8	8	8	9	12	12	15	15	14	15	16	17	18	19	17	18	19	19	17	19	20	20	19	21	21	19	21	22	22	25	23	23	22	24	25	24	21	23	23	24	28	25	25	24	27	27	27	25	28	29	28	30	31	31	33	32	31	31	34	34	36	37	38	41	42	0	1	2	3	3	4	0	3	4	8	7	10	10	10	10	14	10	15	24	14	17	17	17	15	24	24	18	24	19	19	15	27	27	15	20	26	26	30	36	31	30	25	32	32	22	30	33	21	17	34	41	48	22	42	48	52	56	53	40	58	57	57	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	3	2	2	1	1	3	1	1	1	1	3	3	2	2	5	2	2	1	3	3	2	1	1	2	4	1	1	1	1	1	1	1	1	2	2	3
46500	-399.350893769985476	-406.206381720944876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627298392292412	-1	1	4	2	3	8	8	10	11	12	11	11	15	13	15	16	17	16	19	18	19	17	19	19	17	21	19	20	19	20	21	21	22	21	22	22	24	22	24	25	23	22	24	22	25	27	24	23	26	27	27	27	27	27	29	27	30	30	30	32	32	31	31	33	34	34	38	39	41	44	0	1	4	2	4	2	0	6	6	12	7	8	10	12	10	14	15	15	25	16	17	15	18	25	15	24	18	25	25	25	19	27	27	28	20	26	26	19	21	42	28	31	44	32	21	39	33	17	22	25	41	45	45	49	49	49	49	53	50	58	57	56	57	62	61	64	66	60	67	67	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	3	2	1	1	1	1	3	2	1	2	5	5	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	4	2	2
47000	-402.311384272182124	-409.166872223141525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603278442902962	-1	1	4	2	4	6	8	10	10	12	13	14	16	15	15	16	17	18	18	18	19	19	20	20	19	20	20	19	21	20	20	21	22	22	25	23	24	22	23	25	23	22	24	23	25	27	22	24	25	27	27	27	28	28	30	26	31	31	31	32	33	31	32	34	35	37	37	38	40	43	0	1	4	2	4	3	0	6	6	8	7	10	10	12	10	14	15	15	13	16	19	12	22	19	19	19	22	19	25	19	19	27	27	24	20	26	26	30	25	30	31	31	32	32	48	38	27	21	21	24	41	56	48	40	48	21	49	53	53	58	62	52	57	62	61	64	64	60	67	67	1	1	1	1	1	1	1	3	2	1	3	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	2	2	1	2	2	2	1	1	2	1	3	1	2	3	2	2	1	1	2	2	3	3	2	2	1	2	2	1	1	1	1	1	2	2	3
47500	-410.007978018405879	-416.863465969365279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680425961482204	-2	1	5	2	3	7	9	11	10	13	11	14	14	15	16	17	17	18	18	18	19	19	20	20	16	19	20	18	20	20	20	23	23	23	23	23	24	22	25	26	24	22	23	21	25	27	24	24	24	27	27	28	25	29	28	27	30	31	29	33	32	32	31	34	35	35	36	38	40	43	0	1	4	2	2	3	0	3	6	8	7	10	8	13	10	14	15	15	25	16	15	15	18	25	13	25	18	25	25	25	19	44	27	19	20	28	26	19	24	36	31	31	44	27	48	31	27	17	22	49	41	56	36	50	48	48	56	59	53	58	57	63	57	62	57	62	66	60	67	69	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	2	1	2	1	1	2	2	1	2	2	2	2	3	3	2	2	2	2	1	1	1	1	3	2	3	2	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1
48000	-439.380536063777640	-446.236024014737040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636022512404338	0	2	5	3	4	8	8	10	9	11	13	13	13	14	16	17	18	18	20	17	19	20	20	19	18	20	20	19	20	20	22	23	22	23	25	23	23	21	24	25	23	23	23	21	25	27	24	24	25	27	28	28	28	27	30	28	30	31	31	33	33	31	32	34	36	37	36	38	40	43	0	1	4	2	4	3	0	6	6	8	7	8	10	12	13	14	15	15	25	14	25	15	18	25	15	21	18	25	15	25	25	44	27	25	20	26	29	26	29	42	31	31	33	27	22	30	27	21	48	45	41	46	49	24	45	48	56	45	53	53	57	56	57	62	62	64	57	60	67	69	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	4	1	1	1	1	4	2	2	1	1	2	1	1	1	1	1	2	2	2	3	1	1	3	1	1	4	2	2	1	2	2	2	2	1	1	1	1	2	2	3	1	1
48500	-416.764923755065524	-423.620411706024925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652286072792188	0	2	5	3	4	5	9	10	8	12	12	14	14	15	15	17	16	18	17	18	19	20	19	20	18	21	20	18	21	20	21	22	22	22	25	23	23	23	22	24	23	22	23	21	25	28	24	24	26	27	27	25	27	27	30	28	30	29	30	32	33	32	32	34	35	37	38	35	41	43	0	1	2	1	4	2	0	3	4	8	7	10	10	12	13	14	13	15	15	16	17	15	18	19	19	19	21	19	19	19	24	44	27	24	16	29	26	22	22	22	24	24	44	27	22	25	33	15	22	40	41	22	48	36	45	49	53	49	49	54	57	57	57	63	61	64	66	60	67	69	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	1	1	1	1	1	5	1	1	1	1	2	2	1	1	1	2	4	2	4	3	1	1	3	1	2	3	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1
