step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
49000	-394.803547794076167	-401.659035745035567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624503614857600	-1	0	2	4	4	7	9	11	10	12	13	13	15	14	15	16	17	18	20	18	18	19	19	19	17	19	19	19	19	20	21	20	21	23	26	22	24	22	24	25	23	23	24	22	25	28	24	24	25	26	28	28	27	28	29	27	30	30	30	32	32	32	31	34	36	36	37	37	40	43	0	1	2	3	3	3	0	6	6	8	7	10	10	12	10	14	15	15	24	16	17	21	13	25	15	25	15	15	25	22	19	27	27	21	20	26	36	19	30	31	31	31	44	32	17	50	27	17	21	34	41	56	24	50	53	49	56	53	48	53	57	57	59	62	61	64	66	60	67	69	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2	5	2	1	1	3	2	1	1	1	2	3	1	2	3	3	1	3	1	4	1	1	1	2	2	3	2	1	1	1	1	2	1	1	2	2	1
49500	-409.809971727590892	-416.665459678550292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580094655578999	0	1	3	4	4	6	8	11	10	12	12	15	14	13	15	17	17	17	19	18	18	20	20	19	16	20	20	20	20	20	21	21	22	22	24	24	23	22	24	25	24	22	24	23	25	28	25	25	26	27	27	27	27	28	29	27	30	30	30	31	32	32	31	35	35	35	37	36	40	42	0	1	2	3	3	3	0	9	4	8	7	10	10	8	13	14	15	15	25	16	17	15	18	25	15	15	18	19	24	25	24	27	27	25	20	42	26	26	24	41	31	25	44	32	21	50	27	24	21	40	41	48	45	28	48	45	49	45	52	54	63	63	56	62	63	62	66	59	67	69	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2	1	1	2	1	1	2	2	2	1	3	2	1	1	1	1	1	1	3	3	1	1	1	3	1	2	3	1	1	4	1	2	3	4	1	2	1	1	4	2	1	2	2	2	2	1	1	2	1	2	1	1	3	1	1
50000	-414.979448500610431	-421.834936451569831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617630024798847	0	2	5	3	4	7	9	9	10	12	13	14	14	14	15	15	17	17	19	18	19	20	20	20	17	21	18	19	19	20	21	20	22	22	22	21	23	22	24	26	23	22	23	22	26	28	24	24	26	26	26	27	27	29	30	28	30	29	32	32	33	31	31	35	34	36	38	38	40	44	0	1	4	2	4	4	0	4	3	8	7	10	10	10	13	14	15	15	25	16	13	15	18	25	15	24	18	25	25	25	19	27	27	30	16	21	26	30	30	22	31	22	44	32	48	50	33	17	21	31	41	48	45	42	48	52	56	53	53	54	57	57	57	62	61	64	66	53	67	69	1	1	1	1	1	2	1	3	3	1	2	2	1	1	1	1	1	2	2	2	3	2	2	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	2	1	1	1	1	1	1	2	5	1	2	2	1	3	3	1	1	1	3	1	1	1	1	2	1	1	1	5	2	2
50500	-400.201877714203533	-407.057365665162934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526068769657727	0	1	3	3	4	8	7	10	10	12	12	13	15	14	15	16	17	19	20	17	16	19	20	19	17	20	19	20	20	21	21	21	23	22	24	23	23	23	23	25	24	23	24	23	25	28	24	25	25	26	28	27	27	26	29	27	31	31	30	32	33	32	32	34	36	36	38	37	41	43	0	1	2	2	3	4	0	6	6	8	7	10	10	12	10	14	15	15	24	16	13	21	15	25	15	25	15	24	24	13	24	27	27	24	16	30	30	19	30	30	42	31	44	32	22	50	27	15	21	26	41	49	45	24	48	48	56	53	53	45	57	57	57	62	61	64	66	49	67	69	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	2	4	1	1	2	1	2	1	1	1	1	2	2	3	5	5	2	2	1	1	4	2	1	2	2	2	2	1	1	1	1	3	1	1	5	2	1
51000	-418.245586266836597	-425.101074217795997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558871049897555	-1	1	4	2	3	6	8	11	10	12	13	14	15	14	15	16	18	18	19	18	17	20	19	19	17	20	20	19	21	21	21	21	23	22	26	23	23	23	24	25	23	22	24	23	23	28	24	25	24	27	27	26	27	27	30	28	30	31	30	32	33	31	31	33	36	36	37	38	41	43	0	1	4	2	4	3	0	6	6	8	7	10	8	8	10	14	21	21	15	16	13	25	15	25	13	25	23	25	24	24	19	27	27	25	16	26	26	30	22	22	31	31	32	32	15	29	27	22	21	38	41	49	49	34	45	48	56	48	53	58	57	57	57	62	61	64	66	58	67	67	1	1	1	1	1	1	1	3	2	1	3	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	4	2	2	1	2	2	1	1	2	2	3	3	2	3	2	2	2	1	2	2	3	1	1	2	2	1	1	1	1	1	2	2	1	3	3	2
51500	-387.298639786294927	-394.154127737254328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605832700909359	-1	1	4	2	3	7	8	10	10	13	12	12	14	15	15	16	17	18	19	17	19	18	20	19	17	21	20	20	20	20	21	22	23	23	25	23	24	23	23	25	23	22	23	23	25	27	24	23	26	27	27	28	27	28	29	27	29	31	31	32	31	32	31	34	36	36	37	38	40	43	0	1	4	2	4	3	0	6	6	12	7	8	10	12	10	14	15	15	25	14	17	15	18	25	13	24	22	25	25	25	19	27	27	28	16	26	36	30	30	25	42	25	32	32	17	42	33	21	21	25	41	56	48	36	45	42	53	49	53	46	56	57	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	4	1	1	2	1	3	1	3	1	1	3	3	1	2	2	4	2	1	2	2	2	3	1	2	2	3	2	1	1	1	3	1	1	3	2	2
52000	-407.628163336223849	-414.483651287183250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568971271764497	0	1	3	2	4	7	8	10	10	11	13	12	14	14	15	17	18	18	19	17	15	20	18	19	16	20	20	19	21	18	21	20	22	23	26	24	22	21	23	24	23	22	24	23	24	28	25	24	26	27	27	26	28	29	26	28	30	32	31	31	32	31	31	34	36	37	38	38	40	43	0	1	4	2	4	3	0	6	6	8	7	10	8	12	10	14	21	15	25	14	13	23	15	25	15	19	18	15	19	25	24	18	27	19	20	26	24	30	28	31	31	31	32	32	22	50	33	17	45	34	41	48	49	34	45	52	52	60	53	53	57	56	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	3	4	2	2	2	2	1	1	1	2	2	2	1	2	3	1	2	3	1	2	3	1	1	2	1	1	2	1	1	1	1	2	1	1	4	1	2
52500	-414.471233102027441	-421.326721052986841	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591863806456489	0	1	5	3	4	7	6	9	10	12	13	14	15	14	15	16	16	18	19	18	17	18	19	16	18	21	19	19	19	20	21	22	22	22	25	23	23	22	23	25	24	20	24	23	25	25	23	25	25	27	28	27	27	28	29	26	29	31	30	32	31	32	31	34	36	36	37	38	41	42	0	1	4	2	4	4	0	6	6	8	7	10	12	10	10	14	10	15	24	14	17	15	18	15	24	24	15	24	25	24	30	27	27	19	16	25	22	28	38	41	19	25	27	33	22	36	27	17	21	46	41	56	45	46	45	49	45	45	48	48	57	57	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	2	2	3	1	1	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	1	2	1	2	2	1	4	3	2	2	1	1	2	1	3	1	4	1	2	5	4	2	2	1	1	2	2	1	2	2	2	4	1	1	1	1	2	1	1	2	2	2
53000	-393.159752892287713	-400.015240843247113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590333538924498	0	1	3	3	4	8	8	10	10	12	12	13	14	15	15	17	17	18	20	16	19	18	19	19	19	21	20	18	21	20	22	22	23	22	23	23	23	22	24	25	23	22	23	23	25	26	24	22	25	27	27	28	27	27	28	26	30	28	31	32	33	31	31	34	35	35	36	38	41	43	0	1	2	2	3	4	0	6	6	8	7	10	10	12	13	14	15	15	25	14	17	15	22	15	28	24	18	15	19	15	24	27	27	24	20	26	25	24	30	42	28	30	32	32	31	19	27	17	21	31	41	56	45	39	49	49	56	45	45	49	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	2	2	2	2	2	1	3	2	2	1	1	1	2	2	2	2	4	2	2	1	1	2	2	1	2	1	2	4	2	1	1	2	1	1	1	3	2	1
53500	-421.141312357281720	-427.996800308241120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587542284466243	0	2	3	4	4	7	8	11	10	12	11	14	15	13	16	16	18	17	20	17	19	19	19	17	19	21	20	19	20	20	22	21	22	22	25	23	24	23	24	26	23	22	23	22	25	27	23	24	26	27	27	28	27	27	29	27	30	30	30	32	33	32	31	33	35	37	36	37	41	44	0	1	2	3	3	3	0	9	3	8	7	10	10	9	12	14	15	15	24	16	17	15	18	15	24	25	8	24	25	24	19	27	27	25	20	26	26	19	30	42	34	24	32	32	22	31	33	22	48	31	41	45	49	31	48	45	52	49	53	49	57	57	57	52	61	64	64	49	67	69	1	1	1	1	1	2	1	1	4	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	5	1	1	1	1	1	1	1	3	2	1	1	2	2	1	2	1	1	3	3	1	3	1	2	3	2	1	3	2	1	1	2	1	2	1	1	1	3	1	2	1	4	2	1
54000	-419.089568246673196	-425.945056197632596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605649186714771	-1	1	2	3	3	5	8	10	10	12	12	14	14	15	15	17	17	17	19	18	19	19	20	18	18	19	19	20	20	20	21	22	22	22	24	22	24	23	25	26	23	23	24	23	25	27	25	24	25	26	27	28	26	28	27	26	27	32	32	33	32	30	30	34	35	36	36	38	40	44	0	1	2	3	3	4	0	6	3	8	7	10	10	12	13	14	15	15	25	16	17	17	18	15	13	25	18	25	25	24	19	27	27	25	20	26	24	19	30	42	31	24	44	32	21	24	27	17	22	19	41	46	21	50	45	21	56	45	50	49	63	57	57	62	61	64	64	60	67	69	1	1	1	1	1	2	1	2	3	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	3	2	3	2	2	1	1	2	1	1	3	5	2	3	2	2	2	1	3	1	1	3	1	3	3	3	1	2	2	2	2	1	1	3	2	2
54500	-436.373043697681226	-443.228531648640626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609653870533848	0	2	5	3	4	7	8	10	10	12	12	14	14	13	15	15	17	18	20	17	18	19	19	20	17	20	20	18	19	19	22	21	23	22	25	23	23	23	23	26	24	23	23	23	26	27	24	25	25	26	28	27	27	28	29	28	30	30	31	29	32	32	29	34	34	37	38	39	41	44	0	1	4	2	4	4	0	6	6	8	7	10	10	8	10	14	15	13	25	16	15	28	15	25	15	17	18	25	15	25	24	27	27	25	20	26	26	28	19	19	24	25	32	32	21	50	27	17	22	19	41	45	23	46	53	45	63	45	48	48	57	57	45	62	61	64	66	59	67	69	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	3	2	1	3	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	3	3	1	3	2	2	1	2	4	1	2	2	2	3	2	1	3	1	1	2	1	2	2	2	1	1	2	1	1	1	1	3	2	2
55000	-413.013593381707039	-419.869081332666440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608512194126434	0	1	5	3	3	8	8	11	10	12	11	15	14	13	15	16	17	17	19	15	19	19	20	20	18	20	20	20	20	21	21	22	22	22	26	22	22	20	24	22	24	21	22	23	25	28	24	23	25	27	28	27	27	29	29	28	30	32	31	32	33	32	31	35	35	36	38	36	40	44	0	1	4	2	2	4	0	6	6	8	7	8	10	10	13	14	15	15	25	14	17	15	18	19	12	25	18	25	25	25	24	27	27	25	20	26	26	25	30	19	19	19	27	32	48	31	27	17	48	25	41	45	21	48	45	22	52	49	53	53	57	56	57	62	56	64	66	60	67	69	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	5	1	2	1	2	1	2	1	1	1	1	3	3	4	1	4	2	1	3	3	3	4	1	2	2	2	1	2	1	1	3	1	1	2	2	2
55500	-435.406926450798949	-442.262414401758349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614903022700927	-2	0	5	3	4	8	9	10	11	13	12	15	16	15	15	16	17	19	20	18	18	19	18	20	18	20	20	20	20	20	21	22	21	23	26	23	23	22	23	22	23	22	23	23	24	25	25	23	25	27	27	28	28	28	30	28	30	31	30	30	33	32	32	33	36	35	37	39	40	42	0	1	4	2	4	2	0	6	6	8	7	10	12	10	10	14	15	17	25	14	15	15	15	25	15	25	18	25	25	25	21	33	27	42	20	26	26	21	19	21	19	30	32	32	48	25	33	17	22	26	41	50	30	34	48	45	53	54	45	53	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	4	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	4	2	2	2	2	2	1	2	1	1	1	3	2	3	2	3	2	1	4	3	3	2	1	1	3	1	1	1	2	1	1	2	1	4	2	1
56000	-426.667610315740262	-433.523098266699662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593325592150398	0	1	4	2	3	6	8	8	10	12	12	15	15	14	16	16	17	18	19	18	19	19	17	20	18	21	18	20	21	21	21	22	23	21	25	23	24	23	25	25	24	21	24	21	24	27	24	23	25	28	27	26	24	29	26	28	31	30	32	31	32	32	30	33	35	35	37	39	41	44	0	1	4	2	4	2	0	6	3	8	7	10	10	10	10	14	15	23	25	14	23	17	13	25	13	19	15	10	25	25	25	44	27	28	20	26	42	42	42	42	42	13	33	27	42	40	33	28	53	28	41	53	28	19	48	52	63	49	50	52	57	63	56	62	61	62	66	59	67	67	1	1	1	1	1	2	1	1	3	2	2	2	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	2	1	4	1	2	1	2	2	1	4	1	1	1	1	1	2	1	3	1	1	1	4	1	1	1	2	1	2	1	1	1	1	1	2	1	4	2	4
56500	-419.142528178057887	-425.998016129017287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548894502216775	0	2	4	3	4	6	9	9	10	12	12	14	15	14	15	15	17	18	19	17	18	18	19	18	19	21	21	20	21	20	21	22	23	22	25	24	22	23	23	25	24	22	23	21	25	26	24	24	23	24	25	26	27	27	29	28	30	30	31	32	32	32	29	34	35	36	37	38	41	44	0	1	4	2	4	5	0	3	6	8	7	10	12	10	10	14	15	15	15	14	12	17	18	17	24	19	23	24	24	25	17	27	27	24	16	26	19	25	25	36	31	31	44	21	22	17	27	17	22	25	41	48	49	50	48	52	63	53	45	58	57	57	56	62	61	64	66	60	67	69	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	4	2	1	2	2	1	2	1	1	2	4	3	2	4	2	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	2	1	4	2	2
57000	-435.738231790623502	-442.593719741582902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521176845036958	0	1	4	3	4	7	8	11	9	12	11	14	15	15	15	16	16	17	17	17	19	19	19	20	18	20	20	18	21	20	21	22	22	21	25	24	23	23	24	26	24	22	24	21	24	27	24	25	25	26	28	27	28	28	29	28	29	31	29	31	30	31	32	33	34	36	38	38	41	44	0	1	2	2	4	2	0	3	6	8	7	10	10	8	12	14	8	15	15	14	13	15	15	25	19	23	17	19	23	25	25	44	44	24	20	26	31	31	31	15	42	24	44	27	21	30	27	21	24	45	41	45	40	40	49	52	52	48	40	48	57	57	49	62	63	64	66	60	67	67	1	1	2	2	1	2	1	4	1	1	2	1	2	2	1	1	2	2	1	1	2	2	3	2	1	1	3	1	1	1	2	1	1	1	5	2	1	1	1	6	2	1	1	1	2	3	2	3	3	1	2	2	1	1	2	1	2	2	2	2	1	1	3	1	1	1	1	3	2	3
57500	-402.985097305882675	-409.840585256842076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633036000065231	-1	2	4	3	4	7	8	10	11	12	12	14	16	15	16	16	17	17	18	18	19	18	20	19	18	20	20	20	21	20	22	23	22	22	25	23	24	22	24	25	22	21	22	21	26	26	23	24	26	27	27	26	27	28	29	28	30	31	31	33	33	31	31	35	35	36	37	38	40	43	0	1	4	1	2	4	0	6	6	8	7	10	8	10	12	14	13	13	15	14	17	15	18	25	13	24	18	25	25	19	26	44	27	24	14	26	25	30	30	42	30	19	44	27	21	29	27	21	21	29	41	48	48	29	48	52	49	53	53	58	63	56	56	62	61	64	66	60	67	69	1	1	1	2	1	2	1	2	2	2	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	5	2	2	1	2	2	1	1	1	1	3	2	1	2	3	3	3	1	1	4	2	1	2	2	2	1	1	1	2	2	1	1	1	2	2	2
58000	-394.571364499799643	-401.426852450759043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667464923303527	0	1	4	3	4	7	7	9	9	12	11	14	16	15	16	17	17	18	20	18	18	19	20	19	18	20	20	19	20	20	22	23	23	22	24	24	24	22	24	25	23	23	24	22	25	26	24	24	25	27	28	27	26	28	29	28	30	31	31	32	33	31	31	34	33	35	36	36	40	44	0	1	4	2	4	4	0	6	3	6	7	10	12	10	10	14	15	15	25	16	17	17	18	25	15	25	15	25	25	25	24	44	27	19	14	26	26	25	24	31	31	26	44	27	48	24	33	21	17	36	41	49	48	36	49	52	56	45	53	58	57	57	56	62	57	64	66	60	67	69	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	6	2	2	2	3	1	1	1	1	1	1	2	1	3	3	1	1	2	1	2	2	1	1	3	2	1	1	1	1	2	2	1	1	2	2	2
58500	-398.828527214342103	-405.684015165301503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657268378563781	-1	2	5	3	4	7	9	10	10	12	13	14	14	13	15	16	17	17	19	18	19	19	17	17	19	20	20	19	21	21	21	23	22	21	25	22	23	23	24	24	23	21	24	22	25	27	25	24	24	24	27	26	27	27	29	27	29	31	30	33	32	32	31	34	35	36	38	38	40	44	0	1	4	2	4	3	0	2	4	8	7	10	10	8	12	14	15	13	24	16	15	15	15	15	24	19	18	24	24	24	24	44	27	25	16	26	25	30	19	30	25	24	32	27	21	50	33	22	30	29	41	45	49	50	48	52	56	53	53	58	57	63	57	62	61	64	66	60	67	69	1	1	1	1	1	1	1	4	3	1	2	2	1	2	1	2	1	1	2	1	3	2	1	1	2	1	1	2	2	2	1	1	2	1	4	1	1	1	2	1	2	2	1	1	3	2	2	3	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2
59000	-433.601804943130219	-440.457292894089619	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629758211395129	0	1	4	2	4	7	8	10	8	12	10	14	16	15	15	16	16	18	19	18	19	19	19	19	18	20	19	20	21	20	21	21	22	23	24	23	22	22	25	26	23	23	23	20	23	28	24	25	25	26	27	28	24	27	26	28	30	31	29	32	32	32	31	33	35	36	37	38	40	44	0	1	4	2	4	3	0	6	3	8	7	10	10	10	10	14	15	13	25	14	17	12	15	25	13	19	13	25	24	19	25	44	27	31	20	25	26	19	26	42	31	25	44	27	21	50	22	45	36	53	41	49	13	25	53	54	56	49	40	53	57	57	57	62	61	64	66	60	67	69	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	3	2	1	1	1	2	1	1	1	1	1	2	1	2	3	2	1	3	2	1	3	1	1	2	2	2	1	1	1	2	1	5	4	1	1	1	2	2	5	1	1	1	1	1	2	1	3	2	2
59500	-420.862133050786497	-427.717621001745897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692517136649533	0	1	4	2	4	7	8	9	11	13	12	14	15	14	15	16	17	18	20	16	19	20	20	17	19	21	20	19	20	19	21	22	22	23	25	23	22	23	25	25	23	22	24	23	24	27	25	25	26	27	27	28	28	27	28	27	30	30	31	32	33	32	31	34	36	35	37	38	40	43	0	1	4	2	2	4	0	6	6	8	7	10	12	10	10	14	15	15	24	14	13	17	18	15	15	15	18	24	15	24	25	27	27	42	20	26	26	25	38	42	26	30	32	32	29	36	33	45	45	45	41	56	25	22	21	45	53	50	52	58	62	63	55	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	3	2	1	3	1	1	1	1	1	4	1	1	2	1	2	1	2	1	1	3	2	2	1	1	2	3	1	3	2	4	2	1	2	2	1	1	1	2	1	1	1	1	5	2	3
60000	-389.097340302530540	-395.952828253489940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653976570389708	-1	1	5	2	3	7	7	11	10	12	12	13	14	14	15	16	17	18	19	18	18	19	20	20	17	20	20	19	21	21	21	22	23	23	24	23	23	23	24	25	23	22	24	23	24	27	24	25	26	26	26	28	28	28	28	28	30	31	32	33	33	30	31	34	35	36	38	36	40	41	0	1	4	2	4	3	0	3	6	8	7	10	10	10	13	14	15	15	25	14	17	13	13	25	15	25	22	25	19	19	25	27	27	31	20	26	26	31	31	36	31	26	32	32	17	36	33	45	45	19	41	45	49	46	48	46	52	53	53	53	63	52	57	52	61	64	66	60	67	69	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	3	2	1	2	1	1	1	1	2	1	2	1	3	2	2	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1
60500	-386.794049593129557	-393.649537544088957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658671670489516	0	1	5	3	4	7	8	11	10	12	12	14	16	13	14	17	16	17	19	18	19	18	20	20	18	21	20	20	20	20	21	21	22	23	23	23	22	21	24	24	24	22	23	22	25	27	24	23	25	27	26	28	27	28	29	26	30	30	31	32	32	31	32	34	35	36	37	38	40	42	0	1	4	2	4	4	0	6	3	8	7	10	15	10	10	14	15	15	25	16	17	17	18	25	15	25	18	19	25	25	19	27	27	19	20	24	25	25	30	36	31	31	32	32	48	39	27	21	17	36	41	56	48	34	48	26	56	49	53	58	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1	1	2	2	2	4	2	1	1	2	2	3	2	2	3	2	1	1	1	1	1	2	1	1	3	2	1
61000	-387.435267149462049	-394.290755100421450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692933481095973	0	1	5	3	4	7	9	10	10	12	12	13	14	14	15	16	17	17	19	18	19	19	19	18	17	20	19	20	20	21	21	22	23	23	23	23	23	22	24	24	23	23	24	23	25	27	24	24	25	26	27	25	27	27	30	26	30	30	30	32	32	32	31	35	34	36	37	38	40	42	0	1	4	2	4	4	0	3	6	8	7	10	10	12	13	14	15	15	25	14	17	15	18	25	15	25	18	24	19	25	29	27	27	19	20	30	26	24	42	19	31	31	32	32	48	50	33	17	21	34	41	21	52	24	49	52	56	53	54	58	57	57	57	62	61	64	66	60	67	69	1	1	2	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	3	2	1	2	1	1	2	1	1	1	1	1	1	1	3	4	1	2	3	1	5	3	1	2	2	2	1	1	1	1	1	1	1	1	5	2	1
61500	-432.510439930211135	-439.365927881170535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556863666716400	-1	0	2	3	3	5	8	9	10	12	12	13	16	14	15	17	16	17	20	17	19	20	19	19	18	20	20	18	21	20	22	22	22	21	25	22	24	22	24	24	22	23	24	23	24	26	24	25	26	28	26	28	27	28	29	27	31	31	32	32	33	31	30	34	35	37	37	39	39	43	0	1	2	3	3	3	0	6	6	8	7	8	12	12	12	14	15	13	25	14	17	23	18	25	15	28	18	15	25	28	30	27	21	24	20	28	36	28	30	31	24	31	32	32	17	31	27	22	45	46	41	56	19	22	45	22	63	49	58	53	63	63	52	62	64	64	64	60	64	69	1	1	1	1	1	2	1	2	3	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	3	3	1	2	2	2	2	1	2	1	5	2	2	2	1	1	2	1	3	4	3	3	1	2	1	2	1	1	1	3	1	1	2	3	3	2
