step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
23500	-193.193602662924178	-191.740511174937581	-1.453091487986611	0.000130575460999	0.000043488896403	0.333055660455763	0.709680659040700	0	2	2	4	4	6	4	3	6	6	4	10	7	7	8	8	7	7	8	8	10	9	8	8	10	10	12	12	12	11	12	12	15	16	0	1	1	2	8	8	8	3	2	7	3	17	6	10	6	10	11	11	0	18	8	6	10	11	19	19	16	20	12	16	26	6	23	28	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	2	2	1	2	2	2	1	1	1	3	3	2
24000	-162.668923548474879	-161.279506721570556	-1.389416826904324	0.000091350204123	0.000038602759112	0.422579888934057	0.716855787296489	0	2	5	4	3	5	4	4	7	6	5	9	6	7	8	8	7	7	8	7	9	9	7	9	12	10	13	12	11	10	11	12	14	16	0	1	8	2	1	5	5	5	4	7	5	13	11	10	18	10	11	11	0	3	20	6	10	17	19	19	16	12	22	23	26	12	30	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	4
24500	-176.759623645669961	-175.352203168227618	-1.407420477442349	0.000079130541678	0.000030785321608	0.389044747518581	0.659861678985253	0	2	6	5	3	4	4	2	4	5	5	8	6	7	9	8	7	7	7	8	10	9	8	9	10	9	13	11	12	12	11	10	15	16	0	1	5	2	8	8	8	1	2	7	5	6	6	10	18	10	11	11	0	3	12	12	10	11	19	19	16	12	22	23	26	12	30	28	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	2	1	3	2	2	2	1	1	2	2
25000	-165.614152467917876	-164.243374986606739	-1.370777481311150	0.000073123031993	0.000034930137188	0.477689945787737	0.809030901100298	1	2	5	4	2	5	4	3	6	6	5	10	7	8	9	8	7	8	9	8	8	10	9	8	11	10	12	12	12	11	11	11	12	14	0	1	5	2	1	8	5	5	2	7	8	6	6	10	18	10	11	11	0	8	6	20	10	17	19	19	16	32	22	21	26	12	23	28	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1
25500	-160.580425171389777	-158.885819704333585	-1.694605467056183	0.000130056442722	0.000026686940931	0.205195070480717	0.830073001846436	0	2	5	4	2	6	5	4	7	6	4	8	8	8	8	8	7	9	8	7	9	10	9	7	11	9	13	12	12	12	11	11	15	16	0	1	8	2	1	8	8	5	4	7	5	6	6	10	17	10	11	15	0	3	12	13	10	11	26	19	23	32	22	23	26	21	27	28	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
26000	-168.434413811284344	-167.064930219147726	-1.369483592136607	0.000077320660781	0.000037376233808	0.483392581368269	0.718235900701401	0	2	6	3	3	5	5	4	7	6	5	9	7	7	8	9	7	9	8	8	9	11	8	9	11	9	13	12	12	11	11	10	14	16	0	1	8	2	1	8	8	1	2	5	5	6	6	5	8	10	11	15	0	3	20	13	10	17	19	19	16	32	22	23	26	21	30	28	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	3
26500	-165.904569252898057	-164.345554304301800	-1.559014948596266	0.000110769509257	0.000028731145957	0.259377748891642	0.882412583383611	0	3	5	4	3	6	4	4	6	5	5	9	7	8	9	7	7	7	7	8	9	9	9	9	10	9	13	11	11	11	11	11	14	16	0	1	8	2	1	3	5	5	2	5	5	20	6	16	18	10	11	5	0	8	20	13	16	18	19	19	30	20	22	23	26	21	23	21	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	2
27000	-167.138766186302860	-165.681452954335640	-1.457313231967218	0.000073777201053	0.000024275226224	0.329034252820414	0.852325447419967	1	3	5	5	3	6	5	5	7	6	6	8	8	7	9	8	6	7	7	7	9	9	9	9	11	10	11	10	11	12	12	12	14	16	0	1	5	2	1	5	5	5	4	7	3	6	6	10	18	10	3	11	0	8	12	11	10	17	19	19	23	12	22	23	26	28	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	2
27500	-158.135925037647127	-156.697940849237455	-1.437984188409683	0.000081282535066	0.000028343890212	0.348708245742338	0.894977431358975	1	3	4	4	2	6	4	5	7	5	6	10	7	7	8	7	8	9	8	7	8	9	9	9	10	10	13	10	11	11	12	11	13	17	0	1	5	2	1	3	5	3	5	7	3	21	6	10	11	10	11	15	0	8	6	13	16	20	19	19	16	21	22	23	26	28	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2
28000	-199.906936454025868	-198.379543026098304	-1.527393427927572	0.000082637974105	0.000022885637741	0.276938513901854	0.527605540333932	0	2	4	5	3	5	5	4	7	7	5	8	8	7	7	6	8	9	8	8	6	11	8	9	11	9	14	12	11	11	11	11	15	17	0	1	1	2	1	5	5	5	2	16	3	21	6	16	5	7	11	15	0	16	8	6	16	5	19	19	10	12	13	23	26	20	30	32	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	3	1	1	4	3	2	2	1	2	2	2
28500	-158.865735096925505	-157.467356365432067	-1.398378731493432	0.000105878906672	0.000042830762979	0.404525928018283	0.855539053818476	0	2	5	4	3	5	2	4	6	6	5	8	7	8	7	8	6	9	8	8	9	9	8	8	12	9	13	10	11	12	11	11	14	15	0	1	8	2	7	8	1	5	4	7	5	6	6	10	11	10	11	15	0	8	6	13	10	17	19	19	16	21	22	23	26	28	30	28	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	2
29000	-184.109568075842674	-182.582080201572126	-1.527487874270544	0.000103234222864	0.000028583685788	0.276881880786888	0.717059784612663	1	3	5	4	2	6	5	3	5	6	6	7	6	8	8	7	7	9	7	9	9	10	8	10	10	9	13	11	12	12	11	11	15	16	0	1	8	2	1	3	5	5	4	7	3	7	5	16	7	6	11	15	0	5	5	13	10	17	19	19	23	12	21	23	26	21	30	12	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	2	2	1	2	2	1	2	1	1	2	4
29500	-175.083858683596731	-173.622123144581764	-1.461735539014967	0.000104434351126	0.000033937551209	0.324965404991211	0.755645982817720	0	2	5	4	3	5	4	2	7	6	5	9	8	8	7	9	8	8	8	8	9	7	8	10	11	10	14	11	11	11	12	11	14	16	0	1	5	2	8	5	8	1	4	3	8	9	6	10	11	10	11	15	0	11	6	6	10	17	19	19	30	13	20	10	26	20	30	32	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	1	2
30000	-185.810571079755476	-184.252540225018407	-1.558030854737082	0.000090562011143	0.000023535768938	0.259885669950270	0.692421420603120	0	2	5	4	3	5	4	4	5	6	6	7	6	7	9	8	7	8	8	8	10	10	9	9	12	10	13	12	12	12	12	10	14	15	0	1	5	2	1	8	5	5	4	5	3	5	8	10	18	10	5	13	0	3	6	13	16	17	19	19	21	21	16	16	26	12	30	32	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	3
30500	-174.324281287641014	-172.484879690709590	-1.839401596931412	0.000129651438701	0.000021746027141	0.167726847914723	0.710497093643869	1	2	4	4	3	5	4	3	7	6	5	7	7	7	7	8	7	8	8	8	9	10	9	10	12	10	13	11	12	12	11	10	14	17	0	1	5	2	1	8	8	1	4	7	8	6	6	10	11	10	11	15	0	3	12	20	10	3	26	19	10	21	21	23	26	6	23	28	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	3	1	1	4	1	2	2	1	3	2	3
31000	-169.250184660670413	-167.764769279227494	-1.485415381442923	0.000100364039965	0.000030641233527	0.305300917912889	0.795455214673325	0	2	4	3	3	6	5	5	5	6	4	9	7	7	9	9	7	6	7	8	7	9	8	9	11	9	14	10	11	10	11	11	14	16	0	1	5	2	1	8	5	5	4	7	5	21	6	10	18	7	11	11	0	10	6	13	10	6	19	19	10	21	22	23	26	28	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	4	1	1	1	1	1	2	2
31500	-174.051791726015097	-172.502451311028210	-1.549340414986873	0.000101337438231	0.000026800884481	0.264471699191273	0.830565775768438	1	2	4	4	2	4	5	4	6	6	5	10	7	8	8	8	8	9	8	8	8	10	9	10	11	9	13	11	9	12	12	10	14	15	0	1	5	2	1	5	5	5	2	8	5	21	7	10	7	10	11	7	0	4	6	29	10	17	19	19	16	21	13	23	26	21	30	32	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
32000	-144.763971018318102	-143.013590393040460	-1.750380625277637	0.000101347497709	0.000019158073719	0.189033514904869	0.875460412314831	1	2	6	4	3	6	4	4	7	6	5	8	8	7	7	9	7	8	7	8	9	10	8	9	11	9	14	12	12	12	11	11	14	16	0	1	8	2	1	8	5	5	4	7	5	6	6	10	11	10	11	15	0	8	20	13	10	17	26	19	16	32	22	23	26	21	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2
32500	-175.575544681433314	-174.130117481443335	-1.445427199989989	0.000165203531923	0.000056290117625	0.340731926063401	0.865193975385961	0	3	5	3	2	6	4	4	7	6	6	10	8	7	8	9	7	9	9	8	8	10	8	9	11	10	11	12	11	11	12	11	15	16	0	1	4	1	1	8	5	5	4	7	3	21	11	10	11	21	8	15	0	3	6	20	10	20	19	19	16	12	22	16	26	21	23	28	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2
33000	-189.997466959893899	-188.311465713734208	-1.686001246159684	0.000127910038250	0.000026596582557	0.207931941238535	0.601298008741136	1	3	4	5	3	5	5	5	6	6	5	8	8	8	8	8	8	9	7	7	9	11	8	10	12	9	13	10	11	11	11	12	13	16	0	1	5	2	1	5	5	3	2	7	5	6	6	10	11	10	8	15	0	8	17	28	7	7	26	19	28	3	12	23	19	21	23	20	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	2	2	2	1	2	3
33500	-214.054850438120894	-212.356764044857727	-1.698086393263164	0.000161321354565	0.000032926982117	0.204108019091606	0.715758544828617	0	1	4	2	2	5	4	5	6	4	6	7	7	6	8	8	8	9	7	9	8	10	7	10	11	9	12	12	10	9	10	11	14	16	0	1	5	2	1	3	5	3	8	5	5	6	9	7	9	10	11	11	0	12	12	13	10	17	19	19	7	13	13	9	26	21	23	32	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	3	2	1	1	1	1	3	2
34000	-163.193435270954069	-161.787925302825130	-1.405509968128928	0.000065005642337	0.000025490826272	0.392132518896052	0.875823192339326	0	2	4	4	2	5	4	4	7	6	5	9	7	7	8	9	7	7	8	8	8	9	9	9	11	9	13	12	11	11	11	10	13	15	0	1	5	2	1	8	5	5	4	11	5	21	6	10	18	20	11	11	0	6	10	13	10	20	19	19	16	32	22	10	26	20	23	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	1
34500	-195.990510843501994	-194.488669971599052	-1.501840871902937	0.000103305297828	0.000030306798919	0.293371197375273	0.650439491499891	1	2	4	4	4	6	4	3	7	5	5	10	6	8	9	7	7	8	8	8	10	9	8	9	12	10	13	11	12	11	12	11	14	16	0	1	8	2	8	3	8	1	4	7	3	6	8	9	11	10	11	11	0	3	20	13	9	17	26	19	30	12	13	23	26	20	23	21	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	3	2	1	2	3	3
35000	-169.472928278705183	-167.919550363340363	-1.553377915364829	0.000084695799053	0.000022217251378	0.262318221527796	0.781241437629617	0	2	6	3	3	5	5	4	4	6	5	9	7	7	7	9	6	9	8	7	9	11	8	8	11	10	13	11	11	11	12	11	14	17	0	1	5	2	1	8	5	1	2	7	5	6	6	10	5	10	8	15	0	5	6	13	10	17	19	19	16	21	12	23	26	21	23	28	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	2	3
35500	-192.192761329381824	-190.791864680970946	-1.400896648410880	0.000085756666731	0.000034301024373	0.399980849074866	0.654849992486260	0	3	4	4	3	6	2	5	6	6	5	8	7	8	8	8	7	7	7	7	9	10	9	9	10	9	14	11	11	11	11	10	14	17	0	1	5	1	7	8	1	3	2	7	5	6	6	10	18	7	11	11	0	8	13	13	4	17	19	19	30	32	21	10	26	21	23	21	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	3	4
36000	-176.808970869070691	-175.174799575954182	-1.634171293116507	0.000123376792038	0.000027897071367	0.226112795658625	0.748461093083117	0	2	4	4	2	5	4	5	6	6	5	9	6	8	9	9	7	7	6	8	8	9	8	10	12	9	13	10	11	11	11	12	15	14	0	1	5	2	1	5	5	5	4	11	5	6	6	10	18	10	8	11	0	3	11	13	10	17	26	19	20	12	21	23	26	28	23	28	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	3	2
36500	-179.753110086829395	-178.096035282498093	-1.657074804331297	0.000068551354604	0.000014923239849	0.217694310135015	0.727959778686021	1	2	5	4	2	5	4	4	6	6	5	8	8	8	9	8	7	7	7	6	9	11	9	9	12	9	13	11	12	11	12	11	13	16	0	1	8	2	1	2	5	5	4	7	5	6	11	10	18	10	11	11	0	8	13	13	16	17	26	19	16	21	22	10	26	12	30	28	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	4	2	2	1	2
37000	-186.828357292816122	-185.353369713277260	-1.474987579538863	0.000108945428168	0.000034160614466	0.313557117911742	0.651178686989743	1	2	5	4	4	6	3	3	6	5	6	10	7	7	7	9	8	8	8	8	8	9	8	9	11	10	12	12	11	11	12	11	14	16	0	1	5	1	8	3	1	1	2	7	8	21	6	10	11	10	11	15	0	3	6	3	10	3	19	19	30	12	22	23	26	21	30	32	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	3	2	1	1	2	1	2	1	2	1	3
37500	-168.827399560992347	-166.992466044776990	-1.834933516215345	0.000118075763093	0.000019918124986	0.168689360659263	0.863021671974467	1	3	5	5	3	5	5	4	7	6	5	9	7	7	8	8	7	7	8	7	10	10	9	9	11	9	11	12	10	12	10	10	13	15	0	1	5	2	1	5	5	5	4	7	5	13	6	10	18	10	11	4	0	3	6	12	16	17	19	19	16	12	13	23	26	12	30	32	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2
38000	-169.486915374593110	-167.967349249722190	-1.519566124870932	0.000092076827932	0.000025940864132	0.281730645101047	0.759471412356575	1	3	5	4	3	6	4	5	6	6	5	9	7	7	9	8	7	8	7	7	10	9	9	10	11	9	12	11	11	12	11	12	14	15	0	1	5	2	1	5	5	5	2	7	5	6	6	10	18	10	11	11	0	8	22	13	10	20	19	19	16	21	22	23	26	12	27	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	2	1	2	1	2
38500	-162.228327048377992	-160.843421887446198	-1.384905160931789	0.000091198943761	0.000039498607584	0.433103783392190	0.844220695848467	0	2	6	5	3	5	5	4	6	6	5	8	7	7	7	8	7	8	8	9	7	10	8	9	11	9	14	11	11	11	12	9	15	16	0	1	5	2	1	5	5	5	2	7	5	21	6	10	11	10	11	15	0	13	6	13	10	17	19	19	30	32	13	23	26	21	30	28	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2
39000	-196.271015514024526	-194.862739433494454	-1.408276080530085	0.000094736635803	0.000036728466379	0.387690211579693	0.506865473733393	0	2	5	3	2	6	4	3	6	5	5	9	7	8	8	8	7	6	8	7	8	11	9	9	11	10	13	12	11	11	11	12	13	14	0	1	5	2	1	5	5	5	4	7	5	20	11	11	18	10	5	3	0	5	5	6	10	17	19	19	10	12	21	16	26	13	30	28	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	1	2	3	3	2	1	2	2	4	2	3	1	1	3	1	1
39500	-167.746653651638155	-166.384958416637971	-1.361695235000194	0.000079748754685	0.000043139763279	0.540945917578387	0.748676184174853	0	2	5	4	2	6	5	4	5	6	5	9	7	8	9	8	7	8	8	8	9	9	8	9	12	10	13	10	12	11	11	11	15	16	0	1	5	2	1	8	5	5	4	7	5	20	6	10	3	10	3	11	0	11	6	8	10	17	26	19	16	21	22	23	26	28	30	32	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2
40000	-187.982402345721084	-186.421489192934274	-1.560913152786820	0.000101855317866	0.000026319858492	0.258404362612264	0.765087220391506	0	2	5	4	4	5	5	3	7	6	5	8	7	7	9	9	8	8	5	7	9	10	8	9	10	9	13	10	10	11	11	11	15	17	0	1	5	2	8	8	8	1	2	7	5	6	6	6	18	10	11	11	0	3	6	17	10	17	19	19	16	21	21	23	26	28	30	32	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	2	2
40500	-190.478133628987052	-188.977115570685811	-1.501018058301236	0.000129975044722	0.000038204964375	0.293940767293495	0.680518536816806	1	2	5	4	4	5	5	4	6	6	6	10	7	6	8	8	7	9	8	8	9	11	8	9	11	10	12	11	8	12	11	12	13	16	0	1	5	2	1	8	1	1	4	7	3	13	6	5	11	10	11	15	0	3	7	5	5	17	19	19	10	12	5	23	26	28	30	22	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	3	1	2	1	3	1	1	2	1	1	1	2
41000	-162.636750068462845	-161.169895008151116	-1.466855060311742	0.000077008339027	0.000024675432708	0.320425463268593	0.699883297032658	0	3	5	4	2	5	3	3	6	6	5	8	7	8	7	8	7	8	8	7	9	9	8	10	11	9	13	11	12	12	10	10	14	14	0	1	8	2	1	5	5	5	2	7	8	20	6	10	11	10	11	15	0	3	12	13	10	17	31	19	16	12	22	23	26	21	27	32	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	2
41500	-168.814548879498318	-167.295385445422141	-1.519163434076177	0.000089493248879	0.000025235539666	0.281982607424145	0.843126327772384	1	3	5	4	3	6	4	4	6	6	5	9	7	8	8	9	6	9	8	8	10	9	9	9	11	10	13	12	12	11	11	11	14	17	0	1	5	2	1	8	5	5	2	7	5	6	7	10	13	10	8	15	0	5	12	13	10	20	19	19	30	32	20	16	26	12	30	32	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2
42000	-163.170703371857201	-161.804862105417840	-1.365841266439368	0.000098635285716	0.000049591246858	0.502773895756162	0.768062396358377	0	1	5	4	3	6	5	4	6	6	5	10	8	8	7	8	7	9	8	8	9	10	8	9	10	9	14	11	11	11	11	11	15	16	0	1	5	2	1	3	8	5	4	7	8	6	6	10	11	10	11	15	0	3	20	13	10	17	19	19	16	21	13	23	26	6	27	12	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	2
42500	-196.265045139557628	-194.696224459321968	-1.568820680235659	0.000177855059986	0.000045252833018	0.254436578983771	0.841419145081899	0	2	5	4	3	5	4	2	5	6	5	10	7	8	9	8	7	9	7	7	8	8	8	8	12	10	12	9	12	10	11	12	14	16	0	1	5	2	8	5	8	1	4	7	5	23	6	10	24	10	11	6	0	3	6	11	10	11	19	19	10	22	12	16	19	20	30	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	3	1	1	1	2	3	2	2
43000	-183.188104454939889	-181.714236414720830	-1.473868040219048	0.000096713714151	0.000030414439026	0.314479071485971	0.836719157512090	0	3	4	4	4	6	5	3	6	5	5	10	8	7	9	8	7	7	8	8	10	9	8	9	11	10	13	10	10	12	12	12	15	16	0	1	8	2	8	5	8	1	4	2	8	6	6	10	18	10	11	11	0	5	6	13	10	17	19	19	16	20	22	10	26	28	30	21	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	3	1	1	1	4
43500	-170.642471077365713	-169.137485309742715	-1.504985767623006	0.000077414037440	0.000022544471378	0.291219423810647	0.859017381989187	0	3	4	4	4	5	4	3	6	5	5	9	8	7	7	9	7	8	8	7	7	9	8	8	11	9	14	10	11	11	11	10	14	15	0	1	8	2	8	8	8	1	2	8	8	21	6	10	11	10	11	15	0	3	6	13	10	20	19	19	30	12	22	23	26	21	23	28	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2
44000	-161.763903156579801	-160.300143485256285	-1.463759671323511	0.000083852629446	0.000027096918896	0.323149304616549	0.896018134221152	0	2	5	3	3	6	5	5	6	7	5	9	8	7	8	9	7	9	8	8	8	10	8	9	11	9	12	11	12	11	11	12	14	16	0	1	5	2	1	5	5	5	4	8	5	6	7	8	11	10	11	15	0	6	6	13	3	17	19	19	23	21	22	23	26	28	30	28	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	2
44500	-175.730557018886657	-174.172082021709969	-1.558474997176683	0.000124956993072	0.000032445852337	0.259656154804641	0.715319691816875	0	2	4	4	2	6	4	5	7	6	5	9	8	8	8	7	8	8	8	8	9	11	7	8	11	9	13	11	11	11	11	11	14	15	0	1	5	2	1	3	5	3	2	7	3	6	6	10	11	10	11	7	0	5	17	13	10	11	26	19	10	6	20	23	26	17	30	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	3	1	1	1	1	1	1	2	2	2	2	1	1	2	2
45000	-164.068429014776399	-162.669117358957124	-1.399311655819263	0.000094339859207	0.000038001852154	0.402818622726260	0.734084713417844	1	3	5	4	3	5	5	4	6	7	6	10	7	8	8	8	7	9	8	8	8	9	9	10	12	9	11	10	11	12	11	11	14	16	0	1	5	5	1	8	5	5	4	7	8	21	6	10	11	10	11	15	0	8	6	13	10	20	19	19	7	21	22	23	26	28	30	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	1	1	1	3
45500	-183.395995310012609	-181.676132999966597	-1.719862310046004	0.000114618741800	0.000022643678912	0.197556512633389	0.556495533856710	-1	2	5	4	3	5	4	4	6	7	5	9	7	8	7	8	7	9	7	9	9	9	9	9	12	9	14	11	11	10	11	11	15	16	0	1	8	2	2	8	5	2	4	7	8	6	6	5	11	10	11	15	0	3	6	13	10	17	19	19	30	12	22	10	26	20	23	12	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	3
46000	-185.480885800187025	-183.859204715581427	-1.621681084605609	0.000134714404106	0.000031118381945	0.230995209094952	0.628567616749569	0	2	6	4	2	5	5	3	5	6	4	9	8	8	8	8	7	6	8	7	8	9	9	9	12	9	11	10	11	11	12	11	14	16	0	1	5	2	1	8	8	1	4	7	5	20	3	10	18	10	11	11	0	5	20	8	3	17	19	19	16	12	13	23	26	12	30	12	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	2	2
46500	-177.454930277197690	-176.033321447030772	-1.421608830166912	0.000099128024172	0.000036528970563	0.368502962385429	0.738649047909883	0	2	5	4	3	6	4	4	7	6	6	10	6	8	8	9	7	7	8	8	8	10	8	10	12	9	12	12	11	11	11	12	13	16	0	1	5	2	1	8	5	5	2	7	8	21	8	10	18	10	6	6	0	3	13	6	6	17	19	19	16	12	20	23	26	20	30	32	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2
47000	-184.371898479613719	-182.698116820199914	-1.673781659413813	0.000076250274448	0.000016160963295	0.211946296743290	0.527994279057882	0	2	6	4	3	6	4	4	6	6	5	9	7	7	9	9	7	8	5	8	8	11	8	9	11	9	14	11	12	12	11	12	14	17	0	1	8	2	1	7	1	5	4	5	8	21	6	10	18	10	7	11	0	3	6	13	10	17	19	19	16	21	22	23	26	28	23	21	1	2	1	1	2	1	3	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	1	4	4
47500	-182.052973005980931	-180.406983557088921	-1.645989448891999	0.000119200284699	0.000026425126842	0.221686776244592	0.673658241879286	0	1	5	3	3	2	4	4	6	7	5	10	6	8	9	9	8	8	8	9	9	10	9	9	11	9	12	11	11	11	11	12	14	15	0	1	8	2	6	1	5	5	4	7	5	13	7	10	18	10	11	11	0	13	13	5	10	17	19	19	10	20	13	23	26	29	30	28	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	2
48000	-198.089085248923539	-196.463260658929784	-1.625824589993761	0.000137057680748	0.000031434342224	0.229351190334713	0.737622173236854	0	2	6	4	3	5	4	5	6	6	6	8	7	8	8	8	8	7	8	7	10	9	8	9	9	9	11	10	11	11	12	9	15	15	0	1	4	1	1	4	1	7	1	4	7	9	6	8	18	10	6	8	0	8	22	20	10	17	19	19	20	13	12	23	26	11	30	28	1	1	1	3	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
