step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39
21000	-223.965638556459282	-222.495856036604380	-1.469782519854915	0.000211597247405	0.000067268126744	0.317906435780814	0.828841407686502	2	0	1	3	4	4	6	6	6	8	7	7	8	7	10	9	10	8	11	7	11	10	14	11	16	12	14	16	15	16	18	21	23	24	24	26	27	26	30	3	0	2	3	2	3	5	6	5	7	5	6	9	9	10	10	10	14	13	5	10	16	26	18	22	20	22	29	27	22	25	0	0	33	33	34	35	35	36	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	3	1	1	1	1	1	1	2	1	2
21500	-243.874904651610308	-242.133054035897601	-1.741850615712711	0.000254333955036	0.000048665190929	0.191343664365702	0.727411425897306	2	0	1	3	3	3	6	6	6	6	8	7	8	7	9	8	8	9	11	9	11	11	11	11	17	12	14	14	15	16	18	19	22	23	24	24	25	26	30	3	0	2	2	2	3	4	6	4	5	7	6	9	5	10	10	10	14	13	7	15	16	20	18	16	23	22	22	22	29	29	0	0	33	33	34	35	35	36	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	5	1	2	2	2	1	2	1	1	1	1	1	1	1	2
22000	-263.898551612558208	-262.426381760694767	-1.472169851863442	0.000192157633339	0.000060700970370	0.315891538187505	0.630172929370027	1	0	2	3	3	4	6	5	5	7	8	7	7	8	8	9	10	7	10	10	11	12	12	12	16	13	14	15	15	17	19	19	22	24	24	26	26	26	28	2	0	1	2	2	3	9	6	5	7	7	6	9	9	10	9	15	5	9	18	10	10	18	18	22	23	22	18	22	22	25	0	0	33	33	34	35	35	36	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	3	2	2	1	2	4	2	2	1	1	1	1	1	1	1	1	1
22500	-237.297221067093801	-235.768277595509716	-1.528943471584090	0.000176481289768	0.000048711048117	0.276012534707938	0.707928140659697	1	0	2	3	4	3	7	5	5	7	7	6	9	7	10	9	9	9	9	8	11	11	13	11	15	12	15	16	13	17	17	21	22	23	24	26	26	25	29	2	0	1	2	2	3	9	6	5	9	5	8	7	9	10	10	10	5	9	14	17	16	20	18	22	20	29	22	22	28	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2
23000	-242.272259510230867	-240.707397424353815	-1.564862085877047	0.000211941399418	0.000054342963483	0.256405608497337	0.599003876900138	0	-1	1	3	3	3	5	6	4	7	7	5	7	7	10	9	8	8	11	9	11	11	12	10	15	11	13	16	15	18	18	21	21	24	24	26	26	26	30	2	0	1	2	2	3	9	12	5	7	7	6	5	5	10	10	10	14	5	14	10	16	26	18	22	20	22	27	27	29	25	0	0	33	33	34	35	35	34	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	4	1	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	3
23500	-212.430911773954676	-211.060288905047571	-1.370622868907093	0.000186482259601	0.000089203333805	0.478347559684129	0.931783119411492	1	0	2	2	3	3	5	5	6	7	7	6	8	7	10	9	9	9	10	9	9	12	11	10	15	13	14	16	15	17	18	21	23	24	24	26	26	26	28	2	0	1	2	2	3	5	6	5	7	9	8	9	9	10	10	9	14	13	14	9	16	20	18	27	23	22	25	27	25	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
24000	-247.326350164381836	-245.897420981249695	-1.428929183132150	0.000181310072668	0.000065131118730	0.359225043440709	0.726092332172648	1	-1	2	3	3	3	6	6	6	8	7	7	8	7	9	8	10	8	10	9	11	12	11	10	16	13	14	15	14	18	18	20	21	24	23	27	26	24	28	2	0	1	2	2	3	4	6	5	4	9	8	7	7	7	4	16	14	9	14	15	16	18	9	28	23	22	29	22	25	27	0	0	33	33	34	35	35	34	1	1	1	2	2	1	2	1	2	3	1	1	1	1	1	2	1	1	1	1	1	3	2	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2
24500	-258.108369036574288	-256.741646896992904	-1.366722139581379	0.000187039794329	0.000093051316235	0.497494752756352	0.736859387007859	1	0	2	3	2	4	5	6	6	7	7	8	8	5	9	8	10	8	12	9	11	11	13	12	14	11	14	16	15	17	15	20	21	23	24	26	26	26	29	2	0	1	1	2	3	5	6	7	7	4	8	9	5	5	11	10	14	15	14	10	15	20	14	22	15	22	25	25	29	27	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	2	1	1	2	4	1	1	2	2	2	3	1	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1
25000	-223.723022215113645	-222.158634180799879	-1.564388034313764	0.000220409304174	0.000056566660698	0.256643706170612	0.699487612628408	1	0	2	3	2	3	6	5	5	6	7	8	8	6	9	8	10	8	10	10	9	11	12	11	17	13	15	16	15	17	18	20	22	24	24	26	26	26	29	2	0	1	2	2	3	9	6	5	5	5	8	9	9	7	7	15	14	13	14	10	15	20	20	29	23	22	27	22	22	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2
25500	-228.488016031551012	-226.808049054683551	-1.679966976867468	0.000203837978977	0.000042784594796	0.209895108901247	0.790651236827507	2	0	1	2	2	2	4	5	6	7	5	7	8	7	9	7	9	8	11	9	12	11	11	11	15	13	13	15	15	18	17	21	23	24	25	25	26	26	29	2	0	2	2	2	3	5	6	7	9	5	6	9	7	10	5	10	14	13	14	15	17	20	20	22	23	22	27	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	2	1	2	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	2
26000	-211.252274216863213	-209.750258511771733	-1.502015705091467	0.000241191693453	0.000070729591969	0.293250530131757	0.930493050803565	2	0	1	3	3	4	6	6	5	7	5	8	8	7	9	9	10	8	10	9	9	11	12	10	14	11	14	15	13	17	17	21	22	24	24	27	26	26	29	3	0	2	2	2	3	2	6	5	5	5	8	7	9	10	10	10	14	13	18	10	16	26	14	29	20	29	29	22	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
26500	-237.496665500422523	-236.048297272059472	-1.448368228363044	0.000192842490852	0.000065127913773	0.337725951812319	0.739616176772826	2	0	1	3	3	3	6	5	6	7	7	7	9	6	9	8	9	8	10	9	11	11	13	10	17	12	14	15	15	17	18	19	21	23	25	27	26	26	30	3	0	2	2	2	3	5	6	2	7	9	8	16	5	10	5	10	14	13	14	16	15	26	18	29	20	22	22	22	29	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	1	1
27000	-216.158126465884664	-214.591793061939512	-1.566333403945151	0.000229850624111	0.000058765858217	0.255669778771300	0.883076519794895	1	0	2	2	3	4	5	6	6	6	8	6	9	7	8	9	9	8	11	9	10	12	13	10	16	11	14	16	14	17	17	20	21	23	23	26	26	25	30	2	0	1	2	3	3	5	6	5	7	7	6	9	7	10	10	15	14	13	14	15	16	26	18	29	20	22	27	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
27500	-231.707018121775945	-230.074019898757797	-1.632998223018147	0.000199037995245	0.000045094476567	0.226562152175713	0.722361555928982	1	0	2	3	3	3	5	7	5	7	6	8	7	6	8	9	9	9	12	9	11	12	12	10	15	12	14	16	16	18	18	19	22	23	24	26	26	26	28	2	0	1	1	2	3	5	6	5	5	5	8	9	9	11	7	7	14	13	14	10	16	20	14	22	20	22	27	25	29	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
28000	-230.185267051952394	-228.621025298121140	-1.564241753831269	0.000282186188908	0.000072442070251	0.256717277804954	0.788814810264183	1	0	2	3	3	4	5	6	5	6	7	8	7	7	9	7	10	9	9	9	11	11	12	11	15	13	13	16	15	17	18	20	23	24	24	26	27	26	30	2	0	1	3	2	4	4	6	5	7	5	6	9	9	10	7	7	14	7	14	16	17	20	7	27	23	22	25	22	25	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2
28500	-231.713252320812160	-230.310652154267359	-1.402600166544788	0.000170513384308	0.000067696264507	0.397014373865003	0.695812145939773	1	0	2	2	2	3	4	7	5	7	7	7	7	7	9	9	9	8	11	9	12	11	11	9	14	13	15	16	14	17	19	21	22	24	24	26	27	26	29	2	0	1	2	2	3	5	6	5	5	9	6	7	9	10	10	10	14	13	14	15	16	20	14	22	23	22	25	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2
29000	-209.492930793112748	-208.009989429625165	-1.482941363487577	0.000163125797601	0.000050113515477	0.307207788183306	0.845154045000303	2	0	1	2	4	3	7	5	6	6	7	7	8	7	8	8	9	8	12	9	11	11	11	10	13	13	14	15	16	16	17	19	23	24	25	27	27	27	29	3	0	2	2	2	3	9	6	5	5	5	8	9	9	10	10	10	14	13	14	15	16	20	18	22	23	22	22	25	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
29500	-237.058910727583651	-235.683962624375397	-1.374948103208267	0.000170818251623	0.000078891243263	0.461843172572379	0.837811492666615	2	-1	1	3	3	3	6	5	7	7	7	7	8	7	9	9	8	7	11	9	10	11	11	9	15	12	13	16	16	16	18	20	21	23	24	26	27	26	29	3	0	2	1	2	3	4	6	7	5	5	8	7	5	7	10	18	5	13	7	10	16	20	14	27	23	22	25	25	27	30	0	0	33	33	34	35	35	34	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3
30000	-248.544616176379890	-247.007281733193935	-1.537334443185955	0.000203478918526	0.000055168100890	0.271124405858459	0.820238090152504	2	-1	1	4	3	3	6	6	6	6	7	7	9	6	8	8	9	9	11	9	12	11	14	11	16	12	13	16	15	17	18	20	22	23	24	26	27	26	28	3	0	2	3	2	3	5	6	5	5	5	8	11	5	10	10	11	11	13	14	17	16	24	5	27	18	22	29	22	29	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2
30500	-224.575364418507661	-222.884900519275476	-1.690463899232173	0.000189903484478	0.000039215725620	0.206503454784844	0.695274685094272	2	0	1	2	4	3	6	5	6	7	8	8	8	8	7	8	10	9	11	9	11	12	13	11	14	12	15	16	15	18	19	20	21	23	24	26	26	26	29	3	0	2	2	2	3	5	6	5	7	7	8	9	9	7	15	16	14	13	14	17	16	26	14	22	20	25	25	25	29	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2
31000	-234.586446445635801	-233.203776980692993	-1.382669464942816	0.000191729578001	0.000084129273808	0.438791315794671	0.784882358762984	2	0	1	4	3	3	7	6	6	7	6	7	8	7	9	9	9	8	12	9	11	11	13	11	15	12	14	15	15	16	19	21	23	24	24	26	26	26	28	3	0	2	2	2	3	5	6	5	9	5	8	9	11	10	10	10	14	13	18	16	16	20	14	27	20	22	27	22	27	29	0	0	32	33	34	35	35	34	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2
31500	-243.474554704025167	-241.922939722271650	-1.551614981753507	0.000147992435317	0.000038959533605	0.263253547534627	0.768675322018199	2	0	1	3	2	3	4	6	6	6	6	7	8	6	9	8	9	8	11	9	10	11	14	11	14	12	15	15	13	18	19	18	22	24	24	26	26	25	27	3	0	2	2	2	3	5	6	7	7	7	8	9	7	7	10	10	14	13	18	16	16	26	14	29	20	29	25	15	27	30	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	3	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1
32000	-234.219945627337154	-232.418937742140145	-1.801007885197011	0.000287262809638	0.000050656083801	0.176340556806951	0.853127179718732	2	0	1	4	3	3	6	7	7	7	8	7	6	8	9	8	9	9	11	10	11	12	13	10	15	12	14	13	14	16	19	20	21	23	23	27	26	27	29	3	0	2	1	2	3	5	6	7	7	7	6	5	9	10	10	10	14	7	14	17	16	26	14	16	20	22	22	22	27	27	0	0	33	33	34	35	37	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	1	1
32500	-229.467063741774979	-227.856939415013301	-1.610124326761668	0.000217595074512	0.000051290443090	0.235715092377305	0.892451133361622	2	0	1	1	3	4	5	6	6	6	7	6	8	7	9	8	8	9	11	8	11	11	14	12	16	12	14	16	15	16	18	21	23	24	24	26	26	26	29	3	0	2	2	2	3	5	6	5	5	5	6	9	9	10	10	10	14	13	10	15	16	26	18	29	20	22	22	27	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2
33000	-244.942358002649769	-243.519455815807333	-1.422902186842429	0.000244403734075	0.000089649023529	0.366807094286353	0.749498652399222	1	0	2	3	3	4	5	6	6	8	7	8	7	7	10	8	10	8	9	9	11	11	13	11	16	12	13	15	14	17	19	20	22	24	24	26	26	27	30	2	0	1	1	2	3	1	6	7	7	7	8	7	5	10	7	10	7	9	7	16	16	20	7	27	20	22	22	22	29	25	0	0	33	33	34	35	35	34	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	3	3	1	2	1	2	2	2	2	1	1	1	1	1	2	2	4
33500	-255.962153909545606	-254.295450694295539	-1.666703215250071	0.000300637810478	0.000064439823971	0.214343711019250	0.733629049559200	1	0	2	4	4	4	5	6	5	7	8	8	9	7	9	6	9	9	11	9	10	11	14	10	16	12	15	13	15	17	16	20	23	24	24	26	26	27	28	2	0	1	1	2	3	2	6	3	2	5	8	7	9	9	5	16	14	11	7	16	17	26	18	22	15	15	22	28	29	28	0	0	33	33	34	35	35	34	1	1	1	1	2	1	2	1	1	3	2	1	2	1	2	1	2	1	1	2	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	2	1	1	2
34000	-251.756925378177471	-250.131344384998698	-1.625580993178782	0.000249821388053	0.000057320808412	0.229447161664855	0.643288947755444	1	0	2	2	3	4	6	6	7	8	7	8	9	7	9	8	9	9	12	10	12	12	11	11	16	13	14	15	14	17	17	20	22	24	24	27	27	27	29	2	0	1	2	2	3	4	6	5	14	5	8	7	5	10	7	7	11	13	14	15	17	14	18	28	20	10	27	22	22	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1
34500	-241.857882724229341	-240.418540458526508	-1.439342265702831	0.000150269287254	0.000052175158787	0.347211061827755	0.621636268932139	2	0	1	4	4	3	6	7	6	8	8	6	7	7	9	7	10	9	12	9	11	11	12	11	15	13	14	16	16	18	18	19	23	22	25	27	27	26	30	3	0	2	1	2	3	5	6	5	7	7	6	5	5	16	5	10	9	13	14	17	5	18	14	22	23	22	27	27	27	28	0	0	32	33	34	35	35	36	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	2	2	1	2	1	1	2	1	1	1	1	1	3	1	1	1
35000	-226.797237942246056	-225.243783649713521	-1.553454292532549	0.000229237684517	0.000060123971970	0.262277871531537	0.707978787731373	2	0	1	2	3	4	6	6	6	7	7	8	8	7	9	9	9	9	11	9	11	11	13	11	16	12	14	15	15	17	18	20	22	23	24	27	26	27	28	3	0	2	2	2	3	5	6	5	5	7	6	9	7	9	7	9	14	13	14	17	16	20	18	22	18	22	27	22	29	29	0	0	33	33	34	35	37	33	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	2	1	1	3
35500	-236.302752254378106	-234.742144143695441	-1.560608110682665	0.000195526504173	0.000050555377396	0.258560227473635	0.753450172961708	1	-1	1	3	3	3	6	6	6	8	8	7	7	8	9	7	9	8	10	10	11	12	12	11	16	12	15	15	14	16	19	20	23	24	24	26	27	26	30	2	0	2	1	1	3	4	6	5	16	7	6	9	16	10	5	10	5	18	18	15	16	20	18	29	20	29	22	22	27	28	0	0	33	33	34	35	35	36	2	1	2	2	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
36000	-221.650770567383034	-220.221309240264759	-1.429461327118264	0.000226155771387	0.000081094801757	0.358579404182546	0.907257648324166	2	0	1	2	2	4	5	7	7	7	7	6	8	8	9	9	10	9	11	10	10	10	14	12	16	12	14	16	14	18	18	21	23	24	25	27	26	27	28	3	0	2	2	2	1	5	12	7	7	7	6	9	9	10	10	15	9	13	18	10	16	26	14	22	20	22	29	22	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1
36500	-256.573378927654801	-255.063527436087071	-1.509851491567727	0.000195263121622	0.000056229208732	0.287966351582647	0.771409114358828	2	0	1	3	4	3	6	7	7	8	7	8	6	7	7	9	8	9	9	9	10	12	13	11	16	11	14	15	16	16	18	20	23	24	25	27	27	26	29	3	0	2	2	2	3	5	6	7	15	7	6	5	5	7	15	4	14	5	14	17	16	26	18	22	14	22	22	27	27	28	0	0	33	33	33	35	35	34	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	2	2	1	1	2
37000	-240.276496830701774	-238.891939731661211	-1.384557099040558	0.000170008000147	0.000073777783590	0.433966539961705	0.828651370264754	1	0	2	3	3	4	5	6	6	7	7	8	7	7	9	9	9	8	9	9	12	11	14	11	15	11	14	15	16	17	19	21	22	24	24	27	27	26	30	2	0	1	2	2	3	5	6	7	5	7	8	5	9	7	7	13	14	13	13	17	16	26	14	27	14	22	22	28	25	27	0	0	33	33	34	35	35	34	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	3
37500	-228.490466941571441	-227.045621584921435	-1.444845356649999	0.000229659249485	0.000078390964646	0.341335978504920	0.730582718656700	1	0	2	3	2	4	5	5	5	7	7	8	7	7	9	8	9	9	11	10	11	12	12	12	15	13	14	15	14	18	19	19	22	23	24	26	25	27	29	2	0	1	3	2	3	5	6	5	7	7	8	7	7	10	9	10	14	13	18	10	16	20	5	29	23	22	29	22	29	30	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-214.929504970280476	-213.532674794375339	-1.396830175905134	0.000198916237205	0.000081043213488	0.407423821338417	0.917237514276176	2	0	1	2	3	3	5	7	7	7	7	6	9	7	10	9	6	8	12	9	12	11	12	12	14	13	13	16	13	17	18	19	23	24	24	26	26	25	28	3	0	2	2	2	3	5	12	7	17	7	6	9	7	10	10	7	14	13	18	15	16	20	18	29	23	22	25	22	22	30	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
38500	-198.556806509747673	-197.022059669415512	-1.534746840332154	0.000169334301628	0.000046162208576	0.272609909107652	0.994445941804328	1	0	2	3	3	4	6	6	5	6	6	8	7	6	8	8	10	9	9	10	11	10	11	11	15	13	15	16	14	17	19	21	23	24	24	26	26	26	29	2	0	1	2	2	3	5	6	5	5	5	8	9	9	10	10	15	14	13	18	15	16	20	18	29	23	29	25	22	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-236.333760692741237	-234.805997932447099	-1.527762760294149	0.000201960260717	0.000055885879318	0.276717207234071	0.616542165557255	2	0	1	4	4	4	6	6	6	6	7	7	9	6	9	8	10	7	11	9	10	10	11	10	14	12	13	15	16	17	18	20	23	24	25	26	25	27	30	3	0	2	2	2	1	4	6	5	4	5	8	9	5	10	10	10	14	9	18	15	15	20	18	22	23	15	25	25	27	28	0	0	33	33	34	33	35	36	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2
39500	-235.169263154418161	-233.621662688743470	-1.547600465674693	0.000212166236080	0.000056311536515	0.265412336831238	0.733180690846855	2	0	1	3	2	3	5	6	6	7	7	5	7	7	9	7	8	9	10	9	11	9	11	11	15	13	14	15	13	17	19	20	22	24	23	27	26	26	30	3	0	2	2	2	3	5	12	5	5	9	6	9	7	9	7	5	14	13	9	15	16	20	9	27	23	29	29	22	25	25	0	0	33	32	34	35	35	36	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	1	1	2	1
40000	-257.939271552776859	-256.485629838555724	-1.453641714221111	0.000145438535934	0.000048361746683	0.332523607811414	0.655645167833244	1	0	2	3	3	4	5	6	7	6	7	8	8	5	9	9	9	8	12	9	11	12	13	11	15	12	12	15	16	18	18	20	22	23	24	26	27	26	29	2	0	1	2	2	3	2	6	5	5	5	8	7	5	10	7	9	14	13	7	10	16	20	9	27	20	16	27	22	25	28	0	0	33	33	34	33	35	36	1	1	1	1	2	1	3	1	2	1	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	2	3	2	2
40500	-224.162121757480179	-222.631360022467561	-1.530761735012613	0.000233174518986	0.000064107991015	0.274935663185203	0.708803537843614	1	-1	2	2	3	3	5	6	6	6	8	7	8	8	10	9	9	9	11	10	11	12	12	11	16	12	14	16	15	16	18	20	22	23	24	26	25	26	29	2	0	1	2	1	3	3	6	5	5	9	6	9	9	17	7	10	14	13	10	15	16	20	18	29	20	22	29	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
41000	-239.522315287220692	-237.838745384364529	-1.683569902856175	0.000230031922219	0.000048011922305	0.208718519769287	0.827334679121285	1	0	2	3	3	3	4	7	6	6	7	8	8	7	10	8	9	8	12	9	11	10	10	8	16	11	15	16	14	17	19	20	22	24	24	27	26	26	28	2	0	1	2	2	3	4	6	7	7	4	6	9	5	10	5	10	14	13	16	17	16	20	14	29	23	29	29	22	27	28	0	0	33	33	34	35	35	34	1	1	1	2	2	1	1	2	1	1	2	2	1	2	2	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2
41500	-222.658781501818964	-220.915343846594993	-1.743437655223964	0.000175328909126	0.000033472002525	0.190909774614319	0.730656316540174	1	0	2	3	4	3	6	6	6	6	8	8	8	6	9	8	8	8	10	9	11	12	12	12	16	13	14	15	15	18	18	20	22	24	24	27	27	27	30	2	0	1	2	2	3	4	6	5	5	7	8	7	5	10	10	5	14	13	14	10	16	20	14	28	23	22	22	27	25	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	3	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1
42000	-241.097365268930531	-239.559884295679581	-1.537480973250940	0.000158776482941	0.000043034913472	0.271040853622072	0.727822323131437	0	-1	1	1	4	4	6	6	6	7	8	7	7	8	7	9	8	8	10	10	9	10	11	12	17	12	14	15	15	18	19	20	23	24	24	26	26	26	29	2	0	1	2	2	3	2	6	5	5	5	6	5	5	5	15	5	9	13	14	10	17	20	18	22	23	22	27	22	25	29	0	0	33	33	34	35	35	36	1	1	1	1	2	2	4	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1	1	1	1	1
42500	-227.905476674724866	-226.402340817496679	-1.503135857228196	0.000190283635240	0.000055654225393	0.292480356090772	0.843189986133612	1	-1	2	3	3	4	5	6	5	6	7	8	8	7	10	8	8	8	12	10	11	11	12	10	15	13	13	14	15	17	19	20	23	24	25	27	26	26	29	2	0	1	2	2	3	5	6	5	5	5	8	9	10	16	10	5	14	13	14	15	16	20	18	28	23	22	27	22	29	25	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1
