step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
11000	-386.083636391486323	-384.721391504954397	-1.362244886531901	0.000094603372473	0.000050438138821	0.533153707974786	0.303677875717728	1	4	5	6	6	9	11	11	13	13	12	14	14	17	16	20	15	19	18	16	17	20	18	19	20	18	18	18	18	20	20	21	18	20	20	22	22	21	22	22	22	23	24	25	24	25	24	24	26	25	26	27	26	27	26	27	29	29	28	30	31	30	30	32	33	31	33	35	33	35	34	34	36	40	0	1	1	2	2	1	3	6	8	8	6	7	6	6	2	8	10	15	2	11	6	2	20	14	26	17	8	10	11	23	6	29	10	7	19	34	14	30	16	6	14	31	31	37	39	41	36	3	41	41	23	34	8	45	1	51	52	3	3	45	14	27	54	58	57	32	21	67	52	67	57	69	67	61	1	1	2	1	1	5	3	1	1	1	1	1	4	3	6	5	1	1	6	2	4	9	1	1	1	1	4	2	4	1	5	1	2	5	1	1	2	1	1	6	2	1	2	2	1	1	2	6	2	2	4	4	5	2	12	1	1	11	12	4	5	6	2	2	3	4	9	1	4	2	3	1	2	5
11500	-447.483377634811632	-446.001207342348550	-1.482170292463079	0.000095460758005	0.000029383631753	0.307808489757411	0.289001572002018	1	2	5	5	8	11	10	11	13	12	14	14	14	17	17	19	15	18	16	16	17	19	18	18	20	19	18	17	18	20	20	21	19	20	18	24	22	23	23	22	21	25	24	24	25	25	24	22	25	26	25	27	24	28	25	25	29	28	28	30	31	31	28	32	32	33	33	34	34	35	34	36	36	40	0	1	1	1	1	5	3	4	2	2	3	10	7	20	2	28	8	20	17	5	11	21	21	7	16	6	6	12	3	13	29	27	12	22	1	8	25	37	33	3	10	7	32	22	25	30	40	35	44	6	53	41	2	20	12	25	52	32	6	50	11	42	55	41	60	62	36	45	64	71	55	66	63	25	1	1	3	2	4	2	2	3	6	7	5	1	2	1	7	1	2	2	1	4	1	1	1	3	1	6	2	1	9	2	1	2	3	1	9	6	1	1	1	10	4	6	2	3	3	2	1	3	1	7	1	3	8	5	5	2	1	5	8	2	7	2	1	6	2	1	4	4	1	1	4	2	4	7
12000	-440.008212957273372	-438.637336839918703	-1.370876117354657	0.000061819031079	0.000042050729307	0.680223040918864	0.357294462316521	1	3	5	5	8	9	9	11	15	13	13	15	14	16	17	20	14	17	14	16	18	20	18	18	20	18	17	18	19	21	19	21	19	20	20	22	22	21	22	21	23	25	24	25	24	24	25	24	25	26	26	27	25	27	25	26	29	28	27	30	30	31	30	32	31	32	33	34	32	34	35	35	37	40	0	1	2	2	1	3	2	7	2	3	3	2	1	6	3	8	1	9	5	9	10	10	14	27	14	1	20	13	3	10	3	34	14	10	2	12	22	24	33	3	29	39	39	30	33	8	29	28	41	35	43	16	41	55	23	39	59	38	49	55	51	59	55	40	59	16	27	69	44	66	60	55	71	73	1	1	1	1	5	2	2	1	6	4	4	6	7	3	3	5	7	1	2	1	3	3	2	1	3	9	1	3	8	4	7	1	2	4	7	2	1	1	2	8	3	1	1	2	3	6	3	2	1	3	1	3	1	1	3	3	1	3	1	3	2	2	2	5	2	4	8	1	4	1	3	3	1	1
12500	-404.114438789825215	-402.746575027072936	-1.367863762752272	0.000087354410362	0.000042915679418	0.491282343280043	0.272292538786703	1	3	5	5	8	9	9	11	15	11	13	13	13	16	17	19	16	17	18	17	17	20	18	17	18	18	19	18	20	19	21	19	18	19	20	23	22	22	22	23	21	23	24	22	25	23	26	24	25	26	26	26	27	27	27	27	28	29	28	30	30	31	30	32	32	32	33	34	34	33	35	36	37	41	0	1	2	1	4	1	1	5	3	4	6	2	3	2	2	5	5	9	1	12	17	25	13	14	14	6	14	4	3	24	9	28	2	26	20	20	33	30	32	2	25	37	37	24	35	11	18	24	43	14	30	42	24	25	20	28	48	9	14	56	54	14	28	16	58	20	57	63	65	41	36	57	70	58	1	1	1	2	1	5	4	2	6	3	4	4	4	8	7	6	4	1	10	2	1	1	2	1	1	5	2	7	8	1	3	1	9	1	2	3	2	2	2	12	1	1	2	3	2	5	4	4	1	4	3	1	4	6	4	3	1	7	7	2	2	9	6	5	1	9	2	3	1	7	6	3	1	5
13000	-443.412683518783524	-441.982479981271581	-1.430203537511928	0.000096655669406	0.000034572281660	0.357684984977906	0.349308120918028	1	2	4	6	8	10	11	9	14	11	13	14	13	15	15	19	16	18	17	16	18	20	19	19	19	18	18	18	18	18	21	20	19	20	21	23	22	22	23	22	21	25	24	24	23	26	24	26	24	27	25	27	26	26	28	25	29	28	28	30	29	30	30	32	31	32	33	32	35	33	34	35	37	40	0	1	2	2	3	8	3	4	2	8	8	11	1	11	1	1	7	20	1	13	10	30	10	19	19	8	13	12	6	20	8	28	14	27	5	2	24	15	41	1	1	41	22	22	38	43	20	38	14	37	7	41	45	34	35	36	51	25	51	51	38	59	59	42	48	47	64	58	34	29	61	40	72	68	1	1	1	3	2	1	3	1	6	1	2	1	5	1	7	9	3	2	9	2	3	1	4	2	1	4	3	2	5	1	5	2	2	1	8	9	3	4	1	9	8	1	2	2	1	1	4	2	4	3	7	3	2	3	3	1	3	4	2	3	3	1	1	3	3	4	1	3	8	7	3	5	1	4
13500	-445.675983720521401	-444.163474920634542	-1.512508799886836	0.000081041237457	0.000023196212358	0.286227272513640	0.271963903994709	1	3	4	6	8	11	12	12	14	11	14	14	14	15	16	18	14	18	18	16	17	19	19	16	19	18	18	19	20	20	19	21	18	18	21	24	23	22	23	21	22	24	24	24	25	25	25	24	25	27	26	27	26	27	27	25	30	28	28	29	30	31	31	33	32	30	33	35	34	32	35	36	36	38	0	1	1	2	4	2	10	5	2	4	4	3	3	7	3	1	8	11	2	12	6	1	2	11	8	17	11	10	7	6	6	8	6	17	8	6	27	9	22	3	3	33	16	32	14	36	37	6	35	35	31	37	6	12	1	36	58	6	31	49	59	19	38	53	53	48	70	35	60	48	55	59	48	18	1	1	1	2	1	4	1	3	6	3	4	4	5	2	6	6	1	2	7	2	2	6	9	1	4	2	2	6	3	4	4	3	3	2	6	8	3	4	3	7	10	2	3	1	5	1	1	5	2	3	2	2	9	7	9	1	1	7	5	2	1	6	4	2	3	3	1	7	2	4	2	3	5	8
14000	-427.813484278740589	-426.451904164051484	-1.361580114689122	0.000123413415567	0.000066999901391	0.542889936912342	0.274685278699560	1	4	5	4	8	11	12	10	14	12	13	13	15	16	16	19	15	18	17	16	17	20	18	19	19	17	19	18	16	21	19	21	20	18	21	23	22	22	23	22	22	25	24	23	25	25	25	25	25	27	26	28	26	27	27	26	29	29	28	31	30	29	30	33	33	30	32	33	33	35	34	33	38	41	0	1	1	1	3	1	1	5	2	8	10	6	3	7	10	19	12	14	11	11	6	3	1	28	14	12	8	7	12	12	10	15	12	20	24	2	7	20	41	12	2	18	32	3	33	17	39	23	37	23	13	29	1	32	1	43	20	23	53	51	53	23	39	37	49	32	66	61	62	57	61	50	29	56	1	1	2	2	2	5	6	1	7	1	1	1	6	2	2	2	1	1	2	2	3	8	10	1	2	2	3	4	1	2	4	3	3	1	1	10	4	3	1	5	9	3	2	6	3	7	1	4	2	5	5	7	12	3	12	1	6	6	1	2	2	4	4	6	5	4	1	1	3	2	2	3	10	8
14500	-415.499950743680984	-414.100008381195607	-1.399942362485372	0.000142989091044	0.000057435875408	0.401680121108660	0.241463363176244	2	4	4	4	8	10	10	12	15	12	13	15	15	16	15	19	16	18	15	15	17	19	19	17	20	16	18	18	18	20	18	20	20	18	20	23	22	23	23	22	21	25	23	25	24	24	24	25	25	26	26	26	27	26	27	27	30	28	28	31	29	30	30	29	32	32	32	33	33	35	34	35	37	41	0	1	1	1	2	3	2	3	2	5	2	11	1	20	2	10	10	17	8	8	1	10	2	3	23	6	8	24	14	19	14	18	14	17	6	3	21	30	25	1	2	46	35	20	27	32	26	20	16	10	45	40	1	25	46	36	59	23	24	19	10	1	18	29	41	23	18	45	63	65	42	45	70	47	1	1	1	1	2	3	4	5	6	2	4	1	7	1	6	4	2	1	2	2	9	3	8	6	1	2	3	1	1	2	1	1	2	1	4	8	3	2	2	9	10	1	2	5	3	2	3	6	3	7	1	2	13	3	2	2	1	5	5	7	6	15	7	6	8	6	5	4	1	2	3	6	1	11
15000	-416.049337435482585	-414.679019800164610	-1.370317635317974	0.000097245747804	0.000046645279363	0.479663948463175	0.289499906396080	2	4	5	6	8	10	11	12	14	13	12	13	13	16	16	19	15	18	16	15	16	19	18	18	19	19	19	18	19	19	20	20	18	20	21	24	23	23	22	22	22	25	24	23	25	26	25	25	25	26	26	28	27	28	26	26	29	28	28	30	29	31	31	32	31	32	34	34	33	35	34	35	37	40	0	1	2	1	3	5	1	7	7	1	3	2	3	10	10	8	10	15	6	8	7	21	14	19	12	10	3	19	18	3	10	33	2	23	12	1	30	14	27	10	2	32	32	1	15	28	27	23	44	1	39	46	2	2	23	31	43	23	25	52	41	13	57	61	54	59	64	56	37	32	61	12	38	20	1	1	1	2	1	1	4	1	2	6	5	5	5	1	1	4	1	2	3	2	3	2	1	1	2	3	7	2	1	7	3	2	7	1	5	12	2	2	1	4	9	3	2	8	4	4	3	4	1	11	2	2	9	11	4	2	2	4	4	1	4	10	1	3	1	2	1	2	4	8	2	11	5	9
15500	-432.485340499303391	-431.122571681793318	-1.362768817510077	0.000110733891711	0.000058371834176	0.527136121326794	0.305410756518188	2	3	4	5	7	11	12	11	14	13	13	14	15	15	16	19	15	17	17	16	16	19	17	15	19	17	19	19	18	17	20	21	19	20	20	23	22	23	23	22	22	23	24	24	24	26	25	25	26	25	26	28	26	28	26	26	30	29	28	30	30	31	30	32	32	31	33	33	33	35	34	35	36	40	0	1	1	2	2	4	3	4	2	6	3	8	2	11	3	3	1	17	1	6	2	24	13	1	30	24	2	21	24	8	24	7	8	8	9	3	27	33	27	1	2	12	20	22	10	39	11	24	30	3	50	18	25	18	16	32	54	8	11	46	54	25	36	41	61	46	66	54	65	52	62	59	57	68	1	1	1	1	2	2	4	4	4	1	7	2	6	1	6	5	7	1	7	2	6	1	1	7	1	1	7	1	1	3	2	5	4	6	4	10	2	1	2	9	8	5	4	3	5	2	6	5	4	9	1	6	5	5	4	3	2	8	6	1	1	6	4	5	1	2	1	3	1	4	2	3	3	4
16000	-451.752842446349973	-450.356805652122830	-1.396036794227168	0.000120414292804	0.000049242327592	0.408940886050278	0.266572893440572	1	2	5	5	8	9	10	10	14	12	13	14	14	15	15	20	16	17	16	15	17	19	18	18	19	17	18	18	19	19	20	19	19	20	19	24	22	23	22	22	23	24	24	23	25	25	25	24	26	25	25	27	26	26	27	26	29	28	26	30	31	31	30	31	31	32	33	35	34	34	34	35	36	41	0	1	1	1	3	5	3	5	1	6	6	6	2	5	3	3	1	14	10	11	13	3	8	19	23	15	11	17	8	8	3	19	28	11	24	3	32	40	28	1	33	37	12	20	40	11	7	29	29	3	40	43	30	42	14	51	24	36	13	54	43	48	52	46	44	57	62	19	47	49	22	50	42	57	1	1	2	2	2	1	2	1	7	2	3	2	6	5	4	8	8	2	2	1	1	8	4	1	1	1	3	1	5	3	7	2	1	5	1	8	1	1	2	10	2	1	5	2	1	5	8	2	4	7	1	2	3	1	6	1	5	2	5	3	4	4	1	4	4	2	1	8	3	4	8	5	5	7
16500	-465.678756019993784	-464.301143073991625	-1.377612946002171	0.000099363776137	0.000071185265955	0.716410634959574	0.335250225604634	2	4	5	5	6	11	11	10	13	12	13	14	14	17	16	18	14	19	16	16	17	20	18	18	19	19	18	19	19	20	20	20	19	20	19	21	23	23	22	21	22	23	23	24	26	25	26	24	25	26	26	26	25	27	27	27	29	28	26	30	30	31	30	32	32	31	33	34	34	34	35	36	36	40	0	1	2	2	2	8	3	4	4	6	5	7	8	12	1	9	10	19	10	13	6	10	9	11	19	12	2	12	2	9	1	24	2	17	6	29	12	31	32	1	8	32	25	20	15	18	46	6	35	14	38	28	27	42	6	16	32	48	36	33	46	20	46	51	61	59	65	26	64	36	67	69	57	72	1	1	1	1	1	1	2	3	2	1	3	1	2	1	5	3	1	1	2	1	3	6	3	2	1	3	6	2	7	4	9	1	7	3	5	1	4	1	1	7	8	1	3	2	5	3	1	6	3	5	2	4	5	3	9	5	4	2	3	7	3	7	3	3	1	2	1	7	1	8	1	1	4	2
17000	-430.419866146226411	-429.029777642538932	-1.390088503687455	0.000082188545416	0.000034610188480	0.421107203010120	0.311800755041066	1	3	4	5	7	10	11	11	15	13	14	14	13	16	17	19	15	19	17	16	17	18	19	18	19	18	19	17	20	20	21	20	17	18	20	23	21	22	22	23	23	24	24	24	22	25	24	26	24	27	27	28	25	26	27	26	29	27	28	30	29	30	30	32	31	32	33	34	34	33	34	35	37	40	0	1	2	2	1	5	1	2	8	7	2	8	1	12	2	2	8	21	6	12	2	33	15	15	19	33	1	12	24	12	2	34	2	11	20	11	21	15	33	1	12	31	26	7	25	49	39	36	31	28	46	41	39	31	10	38	58	6	15	54	23	13	51	21	43	48	45	66	51	59	61	66	38	73	1	1	1	1	3	2	5	4	2	1	6	1	7	2	8	7	3	1	2	1	5	1	1	1	1	1	8	1	1	2	8	1	8	2	3	4	2	2	3	8	6	2	2	6	1	1	1	2	1	6	2	4	2	4	7	2	1	8	6	3	4	5	2	6	4	2	4	1	2	2	2	1	8	1
17500	-411.813737815531113	-410.445546159174341	-1.368191656356753	0.000103294885172	0.000050573856007	0.489606585283971	0.337453016161265	2	4	5	6	7	10	8	12	14	12	11	12	13	16	16	19	15	17	17	15	18	18	19	18	19	18	18	18	18	20	20	21	18	19	21	23	22	22	23	22	23	24	24	23	25	25	26	24	25	26	25	28	27	28	27	26	30	26	28	29	30	30	31	33	32	32	34	33	33	35	34	35	38	40	0	1	2	3	2	7	3	11	1	11	2	3	6	7	12	15	3	17	3	6	15	15	21	20	18	9	6	12	2	3	6	23	3	28	3	30	18	28	38	3	32	21	28	3	31	24	44	2	23	38	36	50	41	31	35	48	58	48	55	53	59	9	25	60	52	20	55	49	57	69	62	43	64	69	1	1	1	1	1	1	1	1	6	1	4	4	1	4	2	3	4	2	6	2	1	1	1	3	2	2	3	4	7	8	5	1	6	1	9	2	3	2	1	10	1	2	3	7	2	3	1	10	3	3	1	1	1	4	3	1	2	1	1	1	1	7	5	2	2	7	3	3	1	1	2	6	2	4
18000	-413.708883052255430	-412.343855829384893	-1.365027222870532	0.000064262053473	0.000041057247606	0.638903449036401	0.250321278599563	0	3	5	3	8	10	11	12	14	13	13	13	15	15	16	19	16	18	16	15	16	19	18	18	19	18	18	18	19	20	21	21	19	20	20	23	22	23	22	21	23	23	24	23	25	25	25	25	26	26	27	28	26	27	27	25	29	28	28	30	30	30	30	30	31	33	33	33	34	35	34	33	37	41	0	1	1	1	3	3	5	6	2	3	3	6	2	1	2	3	7	15	7	11	1	19	15	21	11	2	3	14	17	2	24	22	12	26	3	10	13	31	16	1	39	34	41	13	22	32	26	6	22	3	48	46	30	28	10	13	44	49	54	56	59	25	38	16	64	48	52	60	21	25	10	57	71	70	1	1	3	2	1	2	2	1	4	4	4	2	6	8	7	8	3	1	2	1	7	2	1	1	3	5	7	2	1	9	1	1	2	1	8	4	3	1	1	11	1	2	1	3	3	2	4	4	3	8	1	2	2	5	6	5	3	1	1	3	1	5	5	7	1	5	4	1	8	8	11	2	2	3
18500	-414.967478535834402	-413.566296424224788	-1.401182111609605	0.000115022163402	0.000045948807578	0.399477859040156	0.280998082322784	0	4	5	6	7	10	11	11	14	13	14	15	14	17	15	20	14	18	17	16	17	19	19	19	19	18	18	19	19	21	21	19	17	19	19	23	22	22	22	21	22	23	25	24	24	25	25	25	25	27	26	26	26	25	27	26	29	28	28	30	31	30	30	32	33	32	33	34	34	34	34	34	37	40	0	1	2	2	2	4	3	4	3	7	2	10	3	9	6	3	1	19	13	11	15	2	21	14	11	3	3	9	19	3	25	14	5	12	20	14	25	24	32	1	24	23	22	39	29	16	36	27	20	41	43	39	22	25	11	41	53	16	54	57	62	30	37	62	33	62	56	60	45	59	47	32	56	59	1	2	1	1	2	2	2	3	4	1	4	1	3	1	2	7	6	1	1	1	1	8	1	1	2	5	5	3	1	5	1	1	5	2	2	4	2	2	2	11	2	2	3	1	3	2	1	4	4	2	1	1	4	3	7	2	2	4	2	1	1	3	3	1	8	1	3	2	4	4	4	7	5	5
19000	-415.201261902603221	-413.803212643227994	-1.398049259375209	0.000076847186598	0.000031133537656	0.405135685953085	0.306566537636267	1	4	5	5	7	9	12	12	14	13	12	13	14	17	16	18	15	19	15	17	17	19	19	19	20	19	17	18	18	21	20	19	20	19	20	23	22	22	23	22	21	25	23	24	25	26	24	25	25	27	26	27	26	28	27	27	29	29	29	29	30	30	30	33	30	33	33	35	34	33	34	36	37	40	0	1	1	1	2	5	2	3	12	11	1	2	2	17	3	12	2	20	12	9	8	2	7	11	13	12	2	12	19	24	3	21	12	13	24	27	26	33	32	3	33	20	33	25	33	13	25	36	32	25	43	21	41	3	27	42	52	8	27	45	36	52	42	54	31	62	62	42	55	61	63	49	33	18	1	1	2	2	2	1	4	3	1	1	6	6	4	1	6	3	6	1	1	2	2	8	3	3	3	4	6	3	1	2	7	1	4	4	1	4	2	1	2	10	1	4	2	3	3	6	2	2	4	3	2	6	2	8	5	1	1	6	6	2	3	2	3	3	5	2	2	5	3	1	3	5	8	11
19500	-412.686179240472882	-411.325168637135391	-1.361010603337518	0.000087873720164	0.000051265606321	0.583400887372546	0.298630963842742	2	3	5	5	7	9	11	11	14	12	13	15	14	16	16	19	16	19	16	17	17	19	19	18	20	18	19	17	20	18	18	18	20	19	21	22	22	22	22	22	20	23	25	23	24	25	26	25	25	26	27	25	25	26	27	26	29	28	29	29	30	31	31	33	32	32	34	35	33	35	35	33	37	39	0	1	1	2	3	5	3	6	5	6	3	10	5	10	6	21	12	21	2	12	7	2	21	19	2	7	14	12	3	8	3	10	1	28	31	34	35	15	17	3	20	9	37	8	38	42	48	36	44	29	30	24	41	25	31	35	47	25	52	52	54	55	55	59	39	59	63	64	62	60	59	8	64	64	1	1	1	1	1	1	3	1	3	1	4	2	4	2	3	1	1	1	6	1	3	7	1	1	9	3	1	1	7	3	6	2	9	1	1	2	1	3	3	6	1	5	1	4	1	1	1	2	1	3	4	4	3	3	3	2	2	5	4	2	3	2	1	2	5	2	2	1	1	2	3	12	2	4
20000	-414.341726930394827	-412.860013398940907	-1.481713531453942	0.000105270133665	0.000032440653364	0.308165784865222	0.344851959574553	1	3	5	6	8	11	12	10	15	12	14	14	15	16	17	20	15	18	18	16	17	19	17	18	19	18	18	18	18	20	20	20	19	18	18	23	22	22	22	21	22	24	24	24	25	24	26	25	25	25	26	27	27	28	28	24	29	29	25	31	29	29	30	32	32	32	34	35	35	34	34	35	37	40	0	1	1	1	2	1	2	5	2	8	2	6	1	12	6	25	3	20	1	12	1	20	5	21	23	15	3	3	6	8	20	35	12	7	17	28	32	27	31	3	28	18	36	14	26	16	14	24	38	11	38	11	20	30	32	22	52	20	20	47	28	32	44	61	46	3	56	58	31	54	60	31	71	58	1	1	2	3	2	5	4	1	6	1	6	1	7	1	4	1	4	1	6	1	6	1	3	1	1	1	6	7	3	7	2	2	2	2	2	2	1	2	1	7	2	3	1	3	4	2	6	3	2	5	2	7	4	3	6	1	1	6	5	2	6	5	3	1	4	13	6	3	7	3	2	7	1	6
20500	-487.166726491252518	-485.755713512306841	-1.411012978945703	0.000160521471482	0.000061554847238	0.383467997578298	0.320579701967364	2	3	4	5	7	10	11	12	15	13	14	13	14	17	16	19	16	19	17	15	18	17	16	19	18	19	18	18	19	21	20	19	18	20	19	23	22	23	22	22	21	24	24	24	26	25	25	26	25	25	26	27	25	26	28	25	30	28	28	31	30	30	31	30	31	33	32	34	34	34	31	35	37	40	0	1	1	2	1	5	2	6	12	8	1	3	1	15	20	1	2	11	7	6	3	10	5	10	7	12	2	22	8	22	3	14	20	9	28	13	30	26	16	23	32	24	41	26	39	4	33	20	34	21	44	50	38	24	20	40	28	8	47	43	17	20	52	14	56	3	47	30	45	55	36	57	58	69	1	1	1	1	2	1	4	1	1	1	7	5	6	1	1	10	7	2	2	3	5	2	5	4	4	3	8	1	4	3	8	1	1	2	1	4	1	2	1	2	1	2	1	4	2	9	4	6	3	3	1	1	2	4	4	1	7	5	3	4	6	5	2	6	4	12	3	6	6	4	3	3	5	4
21000	-433.773995944393846	-432.369747414561687	-1.404248529832151	0.000135213804407	0.000053304166468	0.394221334885370	0.268283789126629	2	4	5	6	8	10	11	10	11	12	13	14	14	16	16	19	15	18	17	15	17	19	18	18	17	18	18	18	20	21	20	20	19	20	21	22	22	22	22	22	22	23	24	24	24	24	26	24	25	26	25	27	27	27	28	26	28	27	28	30	31	30	30	33	32	32	34	35	35	33	35	34	37	40	0	1	1	1	3	5	2	4	1	4	3	3	7	2	7	14	2	13	3	10	14	14	21	14	17	9	2	15	3	2	10	23	7	24	3	3	29	14	30	3	27	21	27	36	9	35	51	6	40	23	44	41	25	24	24	24	52	7	30	55	43	56	42	38	14	14	47	60	31	59	59	43	66	18	1	1	2	2	1	1	3	2	3	4	4	3	2	6	3	2	5	3	6	2	1	1	1	1	2	3	5	1	8	7	3	1	4	1	8	7	1	3	1	8	1	3	2	2	7	2	1	7	1	4	1	3	6	7	6	5	1	7	2	1	4	3	4	6	8	10	3	3	8	2	3	5	3	11
21500	-453.668969900279365	-452.306763124641861	-1.362206775637494	0.000143023438039	0.000076322312694	0.533635002349064	0.311574119020327	2	4	5	5	8	9	12	11	14	11	14	14	14	15	15	20	15	18	18	17	17	20	18	18	20	17	19	17	18	21	21	19	17	20	21	22	21	21	22	21	21	24	23	24	25	25	26	24	26	27	26	27	25	27	28	25	30	29	28	30	30	27	31	32	33	32	32	34	35	34	34	36	36	41	0	1	1	1	2	3	3	3	3	6	3	10	3	7	2	29	2	14	2	14	2	33	33	14	18	15	2	17	5	2	29	29	3	19	28	14	21	33	12	24	7	36	37	6	19	36	40	6	18	21	25	22	1	3	29	41	42	50	29	25	20	32	58	61	53	36	57	55	65	64	66	55	38	67	1	1	2	1	2	3	4	3	4	1	3	2	4	1	7	1	6	1	6	1	8	2	1	1	1	1	8	1	5	8	1	1	8	1	2	3	2	2	4	1	3	2	1	6	2	2	2	8	4	5	3	4	10	11	5	1	2	2	4	4	6	3	1	2	4	4	1	3	1	1	1	4	7	5
22000	-447.798457009147057	-446.225070604780058	-1.573386404366987	0.000142710993911	0.000035992735128	0.252207164574625	0.322755093884164	1	4	4	5	7	10	11	12	14	13	13	14	14	15	16	20	16	18	17	17	17	20	18	17	19	17	19	18	20	20	20	21	19	19	20	23	23	23	21	22	21	24	24	24	24	25	26	25	26	26	25	27	24	27	26	26	29	27	29	30	30	29	30	33	32	32	33	34	35	33	33	35	35	39	0	1	1	1	3	4	2	6	2	4	3	8	1	10	6	12	6	6	6	14	2	12	3	12	23	17	13	20	23	3	23	35	7	12	7	23	40	18	35	8	18	25	39	10	21	36	39	3	31	32	25	18	12	3	23	30	50	35	20	42	52	55	16	38	60	55	59	62	59	65	52	67	31	44	1	1	2	2	2	3	4	1	4	4	4	1	7	1	3	3	2	5	5	1	6	2	7	1	1	1	3	1	1	10	1	1	4	3	4	3	1	3	1	7	2	3	1	5	3	1	3	8	3	3	3	3	4	11	3	4	2	3	5	3	2	1	4	7	1	3	2	3	3	1	2	1	10	8
22500	-391.751732412993817	-390.338160038919057	-1.413572374074740	0.000109278762714	0.000041489065105	0.379662654249529	0.442816138503955	1	4	5	5	8	11	10	12	13	13	13	14	14	16	17	19	15	19	17	15	16	18	17	19	19	18	19	18	19	21	21	20	19	19	20	22	22	22	22	23	21	24	23	24	22	26	24	25	25	27	27	28	24	27	27	26	29	28	28	30	27	30	30	31	33	30	33	34	33	34	33	35	37	40	0	1	2	2	2	3	2	3	2	2	4	5	6	20	20	8	10	23	12	9	1	10	6	28	28	6	12	10	10	10	34	22	2	13	29	23	18	24	25	23	23	14	27	6	22	40	38	36	22	53	42	42	43	2	48	47	43	14	39	61	38	56	59	55	57	24	42	57	62	50	64	67	54	72	1	1	1	1	2	4	3	2	4	4	5	3	1	1	1	3	1	1	2	1	6	2	4	1	1	5	2	2	2	5	1	2	9	2	1	2	2	2	2	5	2	3	2	6	2	1	1	1	4	1	2	2	1	10	1	1	4	7	2	2	1	1	1	2	1	3	4	2	2	4	1	1	6	2
