step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
39000	-139.560149209853080	-146.415637160812452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382041161554284	0	5	9	15	15	17	19	17	19	19	21	20	23	23	24	26	38	42	0	1	2	2	0	4	8	5	4	8	4	4	6	12	12	11	0	11	1	3	2	5	1	1	1	2	3	1	3	2	4	1	2	2	1	13
39500	-147.639313440902555	-154.494801391861927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400193584453729	0	6	9	15	13	16	20	18	19	20	21	21	23	24	25	26	37	41	0	1	2	2	0	2	8	5	6	8	4	6	6	12	12	4	0	4	1	3	2	3	1	4	1	3	2	1	2	3	4	1	2	6	1	13
40000	-141.317416259563913	-148.172904210523285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660976332789069	1	4	10	16	15	18	18	17	18	19	20	21	22	23	24	27	38	40	0	1	2	2	0	4	8	5	4	8	4	6	12	13	12	11	0	4	1	1	4	6	1	1	1	1	1	1	2	2	1	1	2	4	1	7
40500	-131.565627133618506	-138.421115084577877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.278197496362689	1	6	9	15	13	17	19	17	17	19	21	22	21	23	25	27	39	41	0	1	2	2	0	4	8	5	4	8	4	13	4	6	12	4	0	4	1	3	2	6	1	1	1	2	1	1	3	1	3	4	2	6	1	10
41000	-131.079485464828906	-137.934973415788278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.273797510279869	0	4	8	16	15	18	20	19	18	20	21	21	22	24	23	27	39	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	4	0	4	1	2	2	5	1	2	1	1	1	1	2	2	2	3	1	4	1	12
41500	-133.013394890973018	-139.868882841932390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.292667022820066	1	5	8	15	14	17	19	18	19	20	22	20	22	22	24	26	39	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	4	0	4	1	2	2	4	1	1	1	2	2	1	2	2	3	2	2	5	1	14
42000	-130.715401649248207	-137.570889600207579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380595866161972	-1	5	10	16	16	18	19	18	18	19	22	21	22	23	25	27	37	41	0	1	2	2	0	4	8	5	4	8	9	6	6	6	12	11	0	4	1	4	3	4	1	1	1	1	1	1	2	2	2	3	3	2	1	11
42500	-143.029756147627126	-149.885244098586497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523393523503773	1	4	8	15	16	17	17	20	18	19	22	21	19	24	25	26	39	41	0	1	1	2	0	4	5	7	4	7	9	6	6	12	12	4	0	4	1	2	4	5	1	1	1	2	2	1	2	2	1	2	2	5	1	12
43000	-157.771135491740210	-164.626623442699582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587824331289509	1	5	8	15	15	16	17	19	18	19	21	21	22	24	24	26	39	41	0	1	2	2	0	4	5	7	4	7	4	6	6	12	13	11	0	11	1	3	1	4	1	1	1	1	1	1	2	3	3	2	1	2	1	14
43500	-125.974124420181937	-132.829612371141309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382826926645074	0	5	9	15	16	17	19	17	18	19	21	21	22	24	24	26	37	41	0	1	2	2	0	4	8	5	4	8	9	4	6	6	12	4	0	4	1	3	2	5	1	1	1	1	2	1	2	3	2	4	2	5	1	14
44000	-137.479657830420365	-144.335145781379737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.299694062742822	0	5	10	15	15	16	20	18	17	20	22	21	21	21	25	27	38	42	0	1	2	1	0	4	8	5	4	8	4	6	6	6	14	11	0	4	1	2	2	7	1	1	1	2	1	2	4	3	3	2	2	2	1	14
44500	-133.893152295380219	-140.748640246339590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565264148005255	0	4	9	15	15	18	19	18	17	19	20	20	21	23	25	25	39	41	0	1	2	2	0	4	8	5	4	8	9	6	12	13	12	11	0	4	1	2	3	7	1	1	1	2	1	1	1	2	1	1	3	2	1	10
45000	-156.998643892332979	-163.854131843292350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427653295214452	1	6	9	15	14	17	19	17	18	19	20	21	21	23	24	27	37	41	0	1	2	2	0	4	8	5	4	8	9	4	6	6	12	11	0	4	1	3	1	2	1	1	1	1	2	2	1	3	2	3	2	4	1	13
45500	-133.410346861061072	-140.265834812020444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466467699565003	1	5	8	13	15	18	19	18	18	20	21	21	23	23	24	26	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	11	12	11	0	11	1	3	1	3	1	1	1	2	2	1	5	2	3	1	2	2	1	9
46000	-129.886949635263221	-136.742437586222593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378107568406811	-1	6	9	15	15	17	20	19	18	20	21	22	22	21	24	26	38	41	0	1	2	2	0	4	8	5	4	8	4	4	6	6	12	11	0	4	1	3	1	4	1	1	1	2	1	1	2	4	2	2	1	3	1	12
46500	-135.048799593714165	-141.904287544673537	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417087318714602	0	4	10	16	16	18	20	18	18	19	21	21	22	22	24	27	38	41	0	1	2	3	0	4	8	5	4	8	4	6	6	6	12	11	0	3	1	2	4	4	1	1	1	1	1	1	3	1	2	3	2	3	1	12
47000	-131.103241811016460	-137.958729761975832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384689235649379	0	5	7	16	13	17	20	18	19	20	21	21	22	23	24	26	39	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	4	1	3	1	4	1	1	1	2	1	1	2	2	3	3	2	3	1	10
47500	-139.560558047564058	-146.416045998523430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.316391240487024	1	4	8	15	15	18	18	17	19	19	21	21	21	22	23	26	39	40	0	1	2	2	0	4	8	5	4	8	4	9	9	13	12	11	0	4	1	2	1	5	1	1	1	1	2	1	3	1	1	1	2	3	1	11
48000	-139.478444549615887	-146.333932500575258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499493991088554	1	6	9	14	14	18	19	18	18	20	21	21	23	23	23	27	39	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	4	1	3	1	4	1	1	1	4	1	1	3	1	2	2	1	3	1	10
48500	-144.117538355642608	-150.973026306601980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522159624064445	0	4	8	16	15	18	19	17	19	19	19	22	22	23	24	27	38	42	0	1	1	2	0	4	8	5	4	8	4	6	6	12	12	11	0	16	1	2	3	7	1	1	2	1	2	1	2	2	2	1	1	4	1	7
49000	-109.280221198758127	-116.135709149717499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509826343467999	0	4	9	15	16	18	19	17	18	19	20	22	21	23	24	26	39	41	0	1	1	2	0	4	8	5	4	8	6	13	6	13	12	11	0	17	1	2	3	4	1	3	1	1	1	1	1	1	2	1	1	3	1	1
49500	-110.231944837664273	-117.087432788623644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508757434243679	1	5	9	16	14	17	20	17	19	19	22	20	22	23	24	26	37	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	2	5	1	1	2	1	1	1	3	2	2	2	2	3	1	2
50000	-111.471348515401587	-118.326836466360959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724463896576758	1	5	10	15	15	17	20	19	18	20	20	22	20	22	24	26	38	40	0	1	2	3	0	4	8	5	4	8	4	13	4	13	12	11	0	17	1	3	3	3	1	1	1	2	2	1	3	1	3	1	1	2	1	1
50500	-107.938811545967738	-114.794299496927110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624265506061725	0	6	8	15	15	17	20	18	18	20	21	22	22	22	23	27	37	42	0	1	2	2	0	4	8	5	4	8	4	6	6	4	12	11	0	17	1	3	1	4	1	1	1	1	2	1	3	2	3	3	1	3	1	2
51000	-106.722907504661308	-113.578395455620679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701928695995163	0	5	9	14	16	17	19	18	18	19	21	20	22	24	24	26	37	41	0	1	2	2	0	4	8	5	4	8	9	6	12	13	12	11	0	17	1	3	3	3	1	2	1	1	1	1	2	1	1	1	2	2	1	2
51500	-106.057624833932380	-112.913112784891752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572339750129696	0	6	8	15	16	18	20	17	17	19	21	22	22	24	24	26	37	41	0	1	1	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	4	4	1	2	1	1	1	1	2	2	2	1	1	2	1	2
52000	-111.369060444932913	-118.224548395892285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544789528218544	1	6	9	15	15	17	20	17	18	20	21	20	21	23	23	24	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	2	1	3	1	1	2	2	2	1	2	1	3	1	1	1	1	2
52500	-107.720721196655688	-114.576209147615060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617634645878184	0	5	7	15	15	17	20	18	18	19	21	21	21	23	23	26	39	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	3	1	7	1	1	2	1	1	1	2	2	2	1	1	2	1	1
53000	-110.309149594430195	-117.164637545389567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692976012497147	0	6	10	14	15	18	19	17	19	20	22	22	22	23	24	26	38	41	0	1	2	2	0	4	8	5	4	8	6	6	6	13	12	11	0	17	1	3	2	3	1	3	1	1	2	2	2	2	2	1	1	2	1	3
53500	-106.904215372898221	-113.759703323857593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646413388473159	0	4	8	16	15	18	19	17	19	20	22	21	22	24	24	26	37	41	0	1	2	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	2	2	5	1	1	1	1	2	1	1	2	2	2	2	2	1	2
54000	-105.294212568044244	-112.149700519003616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692645065934827	1	4	6	15	15	17	19	17	18	19	21	20	23	22	24	27	39	41	0	1	2	2	0	4	8	5	4	8	4	6	14	12	12	11	0	17	1	2	1	4	1	1	1	1	1	1	2	2	1	1	2	3	1	1
54500	-108.795047813716820	-115.650535764676192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552046423988165	0	5	8	15	15	17	20	18	19	20	22	20	21	21	24	25	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	6	14	11	0	17	1	2	1	4	1	2	1	1	2	1	2	1	2	2	1	1	1	2
55000	-109.289435318398077	-116.144923269357449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555961488581431	0	5	8	14	16	17	20	18	18	20	22	21	22	23	24	27	38	42	0	1	2	2	0	4	8	5	4	8	9	4	6	6	12	11	0	17	1	2	2	5	1	2	1	1	2	1	2	3	3	3	1	2	1	3
55500	-108.621716089286338	-115.477204040245709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449828822229607	0	5	6	16	16	18	18	17	18	19	22	21	22	24	24	26	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	1	4	1	1	1	1	1	1	3	2	2	2	2	3	1	2
56000	-117.874579077205738	-124.730067028165109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752922586017293	1	6	9	16	15	18	18	17	19	19	22	21	21	24	24	25	38	42	0	1	1	2	0	4	8	5	4	7	4	6	6	13	12	11	0	17	1	3	4	3	1	2	1	1	1	1	4	1	1	2	1	1	1	2
56500	-115.538564333867427	-122.394052284826799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562223760583185	0	3	9	15	15	18	20	17	19	18	21	21	21	23	24	26	38	42	0	1	1	2	0	4	8	5	4	8	9	4	9	13	12	11	0	17	1	1	4	6	1	2	2	1	3	1	1	4	1	1	2	2	1	2
57000	-108.495726640026987	-115.351214590986359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608992784616419	1	5	8	16	15	17	20	19	17	20	22	22	22	21	24	26	37	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	1	5	1	1	1	2	1	1	2	3	2	3	1	2	1	2
57500	-107.835695747044198	-114.691183698003570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575715095082627	1	6	9	15	14	17	20	18	18	20	21	21	21	22	24	26	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	3	1	4	1	1	2	3	2	1	2	2	2	1	2	2	1	3
58000	-106.711209365450884	-113.566697316410256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667768717993271	0	4	9	15	15	18	20	17	18	19	21	21	22	24	23	26	37	40	0	1	2	2	0	4	8	5	4	8	4	6	12	13	12	11	0	17	1	2	2	4	1	2	2	2	1	1	3	2	1	1	1	2	1	2
58500	-115.688942577821948	-122.544430528781319	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522931925403629	1	5	8	13	14	17	19	17	19	20	21	21	23	24	23	26	37	42	0	1	2	2	0	4	8	5	6	8	4	6	12	6	12	11	0	17	1	3	1	5	1	3	1	2	1	2	4	2	1	2	1	3	1	2
59000	-107.407289752505278	-114.262777703464650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530522393447197	1	5	10	16	15	17	20	19	18	20	21	20	22	22	25	25	38	41	0	1	1	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	1	3	5	1	1	1	2	1	1	2	1	2	2	2	2	1	2
59500	-105.049420831799580	-111.904908782758952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436378456689289	1	5	9	15	16	17	20	18	18	20	22	21	22	22	24	25	38	42	0	1	2	2	0	4	8	5	4	8	9	6	6	6	13	11	0	17	1	2	2	5	1	1	1	1	2	1	2	3	3	3	1	1	1	3
60000	-103.376521828937442	-110.232009779896813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571393221655855	1	6	9	15	15	17	20	19	18	20	22	22	22	23	24	25	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	2	4	1	1	1	3	1	1	3	2	2	2	1	1	1	2
60500	-110.609121041224654	-117.464608992184026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523920825802106	-1	6	8	14	15	16	19	16	18	20	21	22	21	23	24	26	38	41	0	1	2	2	0	4	8	5	4	8	2	13	6	13	12	11	0	17	1	4	1	4	1	1	1	1	2	2	6	1	3	1	2	2	1	2
61000	-108.101683559752189	-114.957171510711561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467018996257997	1	5	9	15	16	17	19	18	18	20	20	20	22	23	24	25	38	41	0	1	1	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	3	4	5	1	1	1	1	1	1	1	2	3	4	2	2	1	2
61500	-114.091771714309999	-120.947259665269371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702284391689320	0	5	7	15	15	18	19	18	17	19	21	21	22	24	24	26	38	40	0	1	1	2	0	4	8	5	4	8	4	6	6	12	12	11	0	17	1	2	2	5	1	2	1	1	1	1	3	2	3	1	2	2	1	2
62000	-118.796097903578413	-125.651585854537785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519110556802027	0	3	9	15	16	17	20	19	19	20	21	22	21	23	24	26	39	41	0	1	1	2	0	4	8	5	4	8	4	9	9	6	12	4	0	17	1	1	3	5	1	1	1	1	2	1	3	1	1	2	1	7	1	1
62500	-112.433775570900409	-119.289263521859780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499818804695676	0	4	9	16	16	17	19	17	18	18	20	20	22	24	23	26	36	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	4	0	17	1	2	2	5	1	1	1	1	1	1	2	2	2	3	1	5	1	3
63000	-130.219657184900910	-137.075145135860282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448425828229428	0	3	9	16	15	17	20	18	18	19	21	21	20	23	25	26	37	41	0	1	2	2	0	2	8	5	4	8	6	13	4	13	12	11	0	17	1	1	3	5	1	6	1	1	1	1	2	1	2	1	2	4	1	3
63500	-105.170089198955480	-112.025577149914852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708855964271991	1	6	10	16	15	17	19	18	19	19	21	21	20	24	24	25	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	2	2	4	1	1	1	2	1	1	2	2	1	2	2	2	1	2
64000	-111.838875595697047	-118.694363546656419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689194211678942	1	5	10	16	14	18	18	16	18	19	20	21	23	23	24	27	38	41	0	1	2	2	0	4	8	5	4	8	4	6	12	6	12	11	0	17	1	2	3	4	1	1	1	1	1	2	2	2	1	3	2	4	1	2
64500	-104.796299747689147	-111.651787698648519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599854510130101	-1	5	10	15	15	17	20	18	18	20	20	21	22	21	24	25	37	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	3	2	5	1	1	1	2	1	1	2	2	2	2	1	3	1	2
65000	-114.836605777737844	-121.692093728697216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443419065378615	1	5	9	12	15	16	19	18	18	20	21	20	21	24	24	26	38	41	0	1	1	2	0	4	8	5	6	8	9	6	6	13	12	11	0	17	1	2	4	3	1	3	1	2	1	1	1	1	2	1	1	2	1	2
65500	-118.331722917331263	-125.187210868290634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664851849041059	1	5	7	15	14	17	19	16	18	20	22	21	22	23	23	26	39	41	0	1	2	2	0	4	8	5	4	8	9	6	4	4	12	11	0	17	1	2	1	4	1	1	2	1	2	3	2	2	4	3	1	3	1	1
66000	-110.419208630180890	-117.274696581140262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574262200138037	1	5	8	16	16	17	20	18	18	20	22	21	20	24	23	26	38	40	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	1	5	1	1	2	1	1	1	2	2	2	3	1	2	1	2
66500	-108.465747508422098	-115.321235459381469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610884162347379	1	5	9	16	15	18	20	18	18	19	21	22	20	23	25	26	36	41	0	1	2	3	0	4	8	5	4	8	4	13	6	13	12	11	0	17	1	2	2	3	1	1	1	1	1	1	2	1	1	2	2	2	1	3
67000	-106.915079629890172	-113.770567580849544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450490251666587	0	5	9	15	16	17	19	18	18	20	20	22	22	20	24	25	37	42	0	1	2	2	0	4	8	5	4	8	4	6	14	6	12	11	0	17	1	2	2	5	1	1	1	1	2	1	2	3	1	2	1	2	1	2
67500	-103.648445086360610	-110.503933037319982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508153294894891	1	5	9	15	15	18	20	17	19	20	22	21	21	23	25	26	39	41	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	2	2	5	1	2	2	1	2	1	3	1	1	1	2	3	1	1
68000	-106.546135823646480	-113.401623774605852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509836410010173	0	4	9	16	15	18	19	18	18	19	20	21	22	23	23	26	38	41	0	1	2	3	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	2	3	4	1	1	1	2	1	1	3	1	2	1	2	3	1	2
68500	-110.438961966484442	-117.294449917443814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.373749086677844	0	4	8	15	15	17	20	18	18	19	21	22	22	23	24	27	37	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	4	0	17	1	3	1	6	1	1	1	1	1	1	3	3	3	3	1	5	1	2
69000	-118.443321875355750	-125.298809826315122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720413851424170	0	4	7	16	16	17	20	18	19	20	21	22	21	24	23	26	38	41	0	1	2	2	0	4	8	5	6	8	9	6	6	13	12	11	0	17	1	1	2	6	1	1	1	1	1	1	1	3	1	1	1	2	1	2
69500	-103.899038630038532	-110.754526580997904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553024407183769	1	6	7	15	15	18	19	17	18	19	21	21	22	24	24	26	38	41	0	1	1	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	2	4	1	2	1	1	1	1	3	1	2	2	1	2	1	2
70000	-110.125210214943863	-116.980698165903235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375092763004811	1	5	9	15	14	17	19	17	19	19	21	22	22	23	23	27	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	12	12	11	0	17	1	2	2	3	1	1	1	1	2	1	3	2	3	1	1	3	1	3
70500	-107.987595435224975	-114.843083386184347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450226121860219	1	6	8	15	15	17	19	18	19	20	21	21	23	24	24	27	38	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	1	5	1	1	1	3	2	1	1	2	3	1	2	4	1	2
71000	-101.664297490841633	-108.519785441801005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541201033336578	1	6	10	15	15	17	19	17	19	20	22	21	21	23	23	27	38	40	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	4	1	1	1	1	2	1	1	2	2	1	1	2	1	1
71500	-108.961246396859082	-115.816734347818453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651500782891907	0	6	7	15	15	18	19	18	18	20	19	22	20	23	24	26	38	40	0	1	2	2	0	4	8	5	4	8	4	13	4	13	12	11	0	17	1	2	1	3	1	1	1	2	1	1	2	1	2	1	1	3	1	1
72000	-110.369761976280685	-117.225249927240057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574227168720544	0	5	9	16	14	17	19	18	18	20	20	21	22	23	24	27	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	13	11	0	17	1	3	1	6	1	1	1	1	1	1	3	2	3	3	1	2	1	2
72500	-112.778860427223961	-119.634348378183333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585563397101725	0	5	10	15	15	17	18	17	18	19	21	21	20	24	25	27	38	41	0	1	2	2	0	4	8	5	4	8	4	6	4	13	12	11	0	17	1	2	3	6	1	1	1	1	1	1	3	2	3	2	2	3	1	2
73000	-113.549469408759776	-120.404957359719148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456605532600741	-1	6	9	15	16	17	20	19	17	20	20	21	22	22	25	27	39	42	0	1	2	2	0	4	8	5	4	8	2	6	6	12	12	11	0	17	1	3	1	5	1	1	1	2	1	1	7	3	2	1	2	5	1	2
73500	-112.374681958006505	-119.230169908965877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626181068375140	1	5	9	16	16	18	20	18	18	19	22	20	21	23	23	26	37	42	0	1	1	2	0	4	8	5	4	8	9	4	6	13	12	11	0	17	1	1	3	5	1	1	2	1	1	1	1	2	1	1	1	2	1	2
74000	-116.622901008118205	-123.478388959077577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.324084163199581	0	3	10	14	15	18	20	18	18	19	22	22	21	23	24	26	36	39	0	1	1	3	0	4	10	5	4	8	4	6	6	13	12	11	0	17	1	2	4	2	1	2	1	1	2	1	4	2	1	1	1	2	1	2
74500	-109.212443137183357	-116.067931088142728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412632226263789	0	5	10	14	16	16	19	18	18	20	22	21	22	23	24	27	39	42	0	1	1	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	3	6	5	1	1	1	1	2	1	2	2	2	4	1	2	1	2
75000	-114.381043075093501	-121.236531026052873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489396837543288	1	5	10	14	15	17	19	17	17	19	21	21	23	24	25	26	37	41	0	1	1	2	0	4	8	5	4	8	4	6	6	6	14	4	0	17	1	1	5	4	1	2	1	1	2	1	4	2	2	3	1	6	1	2
75500	-109.039684335631890	-115.895172286591261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599972498369445	1	5	9	15	16	17	20	18	17	20	21	22	22	23	24	26	38	42	0	1	1	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	4	1	2	1	1	1	1	2	3	2	1	1	1	1	2
76000	-119.995768457972417	-126.851256408931789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459209023449728	0	5	9	15	15	17	20	18	18	19	20	21	22	23	23	27	37	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	6	4	0	17	1	2	2	3	1	1	1	3	1	1	1	2	2	1	4	6	1	4
76500	-126.021965326556824	-132.877453277516196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492614793724396	1	5	8	13	15	17	19	19	17	20	22	19	23	22	24	26	38	42	0	1	1	2	0	4	5	5	4	8	4	6	6	6	12	11	0	17	1	2	2	5	1	2	2	2	2	1	3	2	3	3	2	4	1	2
77000	-106.495455525670536	-113.350943476629908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705750998195868	0	6	9	15	15	17	19	18	18	20	20	22	20	22	23	26	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	3	2	3	1	1	1	1	1	1	2	2	2	3	1	2	1	2
77500	-119.779613304794722	-126.635101255754094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513399496478483	1	4	9	15	15	18	20	17	17	19	21	22	22	21	24	26	38	42	0	1	2	2	0	4	10	5	4	8	4	11	14	6	14	11	0	17	1	2	2	6	1	2	1	1	1	2	4	1	1	1	2	2	1	2
78000	-113.362933152613863	-120.218421103573235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536632442886458	-1	5	9	16	15	18	19	17	18	18	20	22	22	24	24	26	39	42	0	1	2	2	0	4	10	5	4	8	4	6	6	6	12	11	0	17	1	3	1	5	1	1	1	2	1	1	1	2	3	3	1	2	1	2
78500	-105.849927306013583	-112.705415256972955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523502063446503	1	6	10	15	13	18	19	18	19	19	21	21	21	23	25	27	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	5	1	1	1	3	2	1	1	1	2	1	2	3	1	1
