step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46
52000	-221.120734456965550	-219.232494349727403	-1.888240107238135	0.000079613459045	0.000012564560471	0.157819552400618	0.784531162651900	-1	2	3	3	4	5	6	7	8	8	10	10	11	12	12	13	14	13	16	15	15	17	15	17	20	16	19	18	19	19	18	22	19	21	22	22	22	20	22	24	23	25	25	27	28	28	0	1	2	2	2	4	3	6	0	8	9	10	12	12	13	0	14	15	16	16	0	26	18	21	26	15	31	24	28	22	22	27	28	30	38	26	33	29	38	39	38	35	41	42	40	41	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1
52500	-234.840718824490068	-233.370291947086230	-1.470426877403847	0.000075545163655	0.000023974951035	0.317359177947694	0.726190301688544	0	2	3	3	5	5	7	7	7	9	10	12	11	12	10	11	14	13	15	13	15	15	16	16	19	17	20	18	19	19	19	22	20	21	21	22	21	22	23	24	23	25	26	26	27	29	0	1	2	2	2	4	4	6	0	8	9	13	15	15	8	0	14	13	20	16	0	13	18	21	26	22	30	24	28	22	22	27	28	31	29	27	28	29	35	38	29	35	42	35	44	39	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	3	1	1	2	1	1	2	1	3
53000	-230.458100031260358	-228.842609922690372	-1.615490108569985	0.000085569588431	0.000019980367563	0.233498465154328	0.705742007317137	0	2	3	3	5	4	5	7	6	8	10	10	12	12	13	13	14	12	15	14	15	17	16	17	18	17	20	19	20	19	19	22	20	21	22	23	22	23	23	24	24	26	26	28	26	28	0	1	2	2	2	4	4	6	0	8	9	10	12	10	13	0	14	12	16	16	0	15	15	21	22	15	31	24	24	26	26	26	24	27	29	27	33	29	29	29	39	39	39	41	39	42	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1
53500	-220.175620546610929	-218.531498516774150	-1.644122029836780	0.000098165029679	0.000021829369166	0.222374192086145	0.766328965649960	0	2	4	4	4	5	6	7	7	9	10	12	10	13	12	12	14	13	15	14	15	17	15	17	19	17	20	18	20	20	18	22	19	21	21	22	21	23	23	24	24	25	25	27	27	27	0	1	2	2	2	4	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	15	18	21	22	15	23	24	33	26	18	27	24	31	29	26	33	35	35	39	39	39	41	38	40	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	1	2	1	1	2	1	1	1	1	2	2	3
54000	-239.589990102916232	-237.961273062297408	-1.628717040618814	0.000087392019080	0.000019944434786	0.228218034044804	0.678538965951264	1	2	3	3	4	4	6	6	7	10	11	11	11	12	12	13	14	13	15	15	15	17	15	17	19	16	20	18	20	19	18	23	20	21	21	22	22	22	24	24	25	25	25	27	28	28	0	1	2	2	2	4	4	6	0	8	9	8	8	13	13	0	14	15	16	16	0	18	18	21	13	15	31	24	24	23	26	25	24	22	24	30	33	35	35	35	29	28	35	41	42	38	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	3	1	2	2	2	2	2	1	1	2	1	2	4	3	2	2	3
54500	-235.337874730414910	-233.826590729663309	-1.511284000751592	0.000069745212844	0.000020018663453	0.287025627088100	0.551901280966350	0	1	3	3	5	4	6	7	7	9	10	11	12	12	13	13	14	14	16	14	14	19	15	16	19	15	20	19	20	17	18	23	20	22	21	23	23	22	24	24	25	26	25	26	27	28	0	1	2	2	2	4	4	6	0	8	9	10	10	12	13	0	14	15	16	16	0	30	18	21	30	15	18	24	24	13	15	30	24	27	28	26	33	35	35	29	39	38	29	38	44	42	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	2	2	2	2	1	1	4	1	1	2	2	1	2	2	3	1	1
55000	-231.278782527629716	-229.781695659398451	-1.497086868231258	0.000068090795467	0.000020202602453	0.296700931658854	0.785386440502023	0	2	4	3	4	4	6	7	7	9	10	11	10	13	12	12	15	13	15	14	15	18	15	16	18	17	20	18	20	19	16	22	20	21	21	23	22	21	22	25	25	24	25	26	28	29	0	1	2	2	2	4	4	6	0	8	9	13	8	13	13	0	14	15	16	16	0	31	18	21	23	23	30	24	28	26	15	27	24	25	29	27	33	29	29	39	42	35	39	38	42	42	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	1	2
55500	-238.624001186620461	-237.091047217622901	-1.532953968997574	0.000103058590002	0.000028202031896	0.273650472956596	0.674713830490798	1	2	4	3	5	4	7	7	8	9	9	11	11	12	13	12	15	12	16	14	14	18	15	16	19	17	19	18	20	20	18	21	20	21	21	21	21	21	23	25	24	24	26	27	26	28	0	1	2	2	2	4	3	6	0	8	9	10	10	13	13	0	14	13	16	16	0	15	18	21	15	15	31	24	28	31	15	31	28	25	24	27	33	29	38	38	29	39	29	39	35	42	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	3	1	1	1	1	2	2	1	2	2	2	3
56000	-230.802326777970706	-229.306103277637305	-1.496223500333395	0.000070725264602	0.000021027747751	0.297315929034586	0.742779874620424	0	2	3	4	4	5	6	6	7	9	10	11	11	12	13	13	15	14	15	15	15	18	15	16	20	18	19	19	20	17	19	22	20	22	21	22	23	23	23	23	25	25	25	27	27	27	0	1	2	2	2	4	4	6	0	8	9	10	10	10	12	0	14	15	16	16	0	15	18	21	22	18	30	24	28	15	30	27	28	27	29	27	33	29	28	29	38	35	35	41	39	41	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	3	1	2	2	1	1	2	1	1	2	1
56500	-239.593251498291210	-238.092515259435942	-1.500736238855281	0.000079926331829	0.000023509250533	0.294136487873733	0.627685194699874	1	2	3	4	4	5	6	7	7	9	10	10	11	12	13	14	14	14	16	15	15	19	15	17	18	19	17	18	20	18	18	21	20	21	20	22	21	22	24	23	25	25	24	26	27	29	0	1	2	2	2	4	4	4	0	8	9	10	12	12	13	0	14	15	16	16	0	27	18	21	13	27	15	24	28	15	23	25	24	30	28	31	33	29	29	38	40	40	24	38	40	42	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	3	1	2	1	2	2	2	1	1	2	1	2	1	2	2	2	2
57000	-279.458148098669142	-277.044797545831216	-2.413350552837952	0.000079337318185	0.000007371457409	0.092912863420940	0.673594775527030	-1	0	3	2	5	5	6	6	8	9	11	11	10	12	12	13	14	13	15	15	13	18	15	15	19	19	19	18	21	19	17	21	19	22	19	23	22	22	22	24	25	25	26	27	28	27	0	1	2	2	1	4	4	2	0	8	9	13	8	10	12	0	14	15	16	16	0	12	18	21	22	23	31	24	24	15	15	27	28	26	28	22	33	35	35	38	28	35	38	43	43	40	1	1	1	1	4	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	3	2	1	1	2	2	2	3	4	1	1	1	2	1	3	1	2	2	1	2	2	2	1	1	2
57500	-235.006508123714923	-233.464050258306571	-1.542457865408342	0.000080263362547	0.000021529709744	0.268238322700991	0.845574628166331	0	2	2	3	5	5	6	7	6	10	10	11	11	12	12	13	14	12	15	15	14	18	14	17	19	17	18	18	20	19	19	22	19	21	21	22	22	22	23	23	25	24	26	25	27	27	0	1	1	2	2	4	4	4	0	8	9	10	8	10	13	0	14	13	16	16	0	23	18	21	26	15	26	24	24	22	26	22	24	27	24	22	33	35	38	35	42	39	41	39	42	44	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	3	1
58000	-248.592367102684733	-246.691113060638543	-1.901254042046191	0.000076712780860	0.000011917677312	0.155354520836264	0.548208082378134	1	2	3	3	5	4	7	6	7	9	10	12	8	13	13	13	15	12	16	15	15	17	15	16	20	18	19	18	20	18	18	22	20	21	21	22	21	22	23	24	24	25	26	27	27	28	0	1	2	2	2	4	4	6	0	13	9	13	8	12	18	0	14	13	16	16	0	23	15	21	15	22	31	24	24	12	15	31	28	30	29	30	33	29	29	35	39	29	29	42	40	41	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	3	3	2	1	2	1	2	1	2	2	1	1	2	3	1	2	2
58500	-232.688166593049459	-231.233040025629862	-1.455126567419607	0.000083868318430	0.000027768784845	0.331099816529794	0.625359686410735	0	2	4	3	6	4	6	7	7	9	9	11	10	12	12	12	14	13	14	14	15	17	15	17	19	17	19	18	21	19	18	22	20	22	21	23	22	23	23	25	24	25	25	27	27	28	0	1	2	2	2	4	4	6	0	8	9	13	10	12	13	0	14	15	16	16	0	23	18	21	22	23	15	24	28	26	22	22	28	31	28	27	33	35	35	38	29	35	35	39	29	40	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	1	2	1	3	1	2	2	2	1	2	2	2	3	1
59000	-270.022713608359538	-267.746909609940360	-2.275803998419174	0.000127676758091	0.000013410782367	0.105036990035906	0.580692552271589	-1	1	3	2	6	3	6	7	7	9	10	10	9	12	12	13	14	14	15	15	14	18	15	16	19	18	19	18	20	18	19	21	21	22	22	23	23	21	24	24	24	25	25	27	26	27	0	1	2	2	2	4	4	6	0	8	9	13	8	7	10	0	14	14	16	16	0	18	13	21	18	18	23	24	28	15	22	18	24	31	29	32	33	29	38	38	38	38	40	40	29	42	1	1	1	1	2	1	2	2	1	1	3	1	2	3	3	1	1	1	2	1	1	2	3	1	3	3	2	1	1	3	1	3	2	1	1	2	1	1	2	2	1	2	1	2	2	1
59500	-233.674020833699046	-231.767805560710428	-1.906215272988629	0.000089359468589	0.000013800022049	0.154432678111549	0.768668719251216	-1	1	3	3	4	5	7	7	7	9	11	9	10	12	12	13	13	13	16	15	15	18	15	17	18	17	20	19	19	19	19	22	20	21	21	22	22	22	23	24	25	26	24	26	27	27	0	1	2	2	2	4	4	6	0	8	9	8	12	13	13	0	14	15	16	16	0	18	18	21	26	15	31	24	24	18	22	31	28	27	29	22	33	29	29	38	39	40	35	29	39	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	4	1	1	1	1	2	1	1	2	2	2	1	1	1	3	2	1
60000	-239.273773624207479	-237.663021096292027	-1.610752527915447	0.000100097245020	0.000023568223336	0.235453266781753	0.622929690111149	1	2	4	3	5	5	6	7	6	8	9	11	10	12	13	13	14	14	14	15	15	18	16	17	20	19	19	18	19	17	18	22	21	21	22	22	22	21	23	23	23	26	25	27	27	27	0	1	2	2	4	4	4	5	0	5	9	13	10	13	13	0	14	15	16	16	0	30	18	21	22	30	30	24	28	15	30	27	28	27	29	27	28	29	38	38	38	35	40	35	35	41	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	4	2	2
60500	-234.074195456371285	-232.409152277707278	-1.665043178664021	0.000084136409003	0.000018082084103	0.214913903709773	0.850437633744192	1	2	4	3	4	5	6	7	7	9	9	11	10	12	12	13	14	13	15	15	13	19	15	15	20	16	20	18	20	18	16	23	21	20	22	22	23	22	22	24	24	25	24	27	28	28	0	1	2	2	2	4	4	6	0	8	9	10	8	10	13	0	14	12	16	16	0	23	18	21	23	15	31	24	28	15	23	27	28	30	29	27	33	29	28	38	38	38	39	41	42	41	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	2
61000	-259.635821813913196	-257.878687001150411	-1.757134812762787	0.000097102807133	0.000018181696219	0.187241715830224	0.595675744488875	0	2	4	3	6	4	6	7	7	9	9	10	11	11	13	13	15	14	15	15	14	18	16	16	20	19	18	19	20	20	16	20	20	22	19	21	23	21	24	24	24	25	23	26	27	27	0	1	2	2	2	4	4	3	0	8	9	10	12	12	12	0	14	13	16	16	0	23	18	21	27	22	18	24	24	22	13	27	24	27	24	22	33	35	35	38	38	38	35	35	44	39	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	2	3	1	4	1	2	2	1	1	2	1	2	2	2	2	2	3	1	3
61500	-225.425029556898096	-223.622346321672183	-1.802683235225928	0.000108739202436	0.000019132421553	0.175947782626263	0.730930760635342	0	2	3	4	4	5	6	7	8	10	11	12	11	12	12	13	14	13	16	15	16	19	15	17	20	18	19	18	20	17	18	23	20	22	20	23	22	21	23	24	24	25	25	25	27	27	0	1	2	2	2	4	4	6	0	8	9	10	10	10	10	0	14	15	16	16	0	30	18	21	26	15	31	24	24	23	30	22	28	22	28	26	33	28	35	35	38	38	35	38	39	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	3	1	1	2	2	1	2	2	2	2	1
62000	-229.999045756525589	-228.287933083782519	-1.711112672743059	0.000099885796902	0.000019991023431	0.200138799022555	0.673950122731527	0	2	3	4	6	4	6	7	7	9	11	12	10	13	12	12	14	14	16	14	14	17	16	16	20	18	20	17	20	19	18	21	21	21	21	23	23	22	23	24	24	25	26	27	27	28	0	1	2	2	2	2	4	5	0	8	9	13	10	13	13	0	14	15	20	16	0	15	18	21	22	15	31	24	24	18	22	30	24	30	28	31	33	24	24	35	29	40	29	42	35	44	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	3	1	1	2	2	2	3	1	3	3	1	2	1	3	1	3	1
62500	-238.770507909677292	-237.245938119986590	-1.524569789690689	0.000073899147754	0.000020591594420	0.278644545251885	0.696224916965694	0	1	4	3	6	5	6	7	7	9	9	12	11	13	13	12	15	14	15	14	15	18	15	17	19	17	20	18	20	19	16	23	20	21	22	23	23	23	23	24	25	26	25	26	27	27	0	1	2	2	3	4	6	6	0	8	9	13	10	12	13	0	14	15	16	16	0	15	18	21	26	12	31	24	24	22	23	31	24	31	28	27	33	29	29	35	40	38	38	35	35	39	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	4	2	2	3	2	2	1	2	1	1	1	1	3	3	2
63000	-226.040055510398020	-224.355220841829833	-1.684834668568200	0.000070215026403	0.000014626394471	0.208308608856943	0.762765428415519	0	2	3	3	5	5	6	8	8	9	11	11	11	12	13	13	13	12	15	15	13	17	16	15	18	18	19	19	20	19	18	21	20	21	21	22	23	22	23	23	24	25	26	25	26	28	0	1	2	2	2	4	4	6	0	8	9	10	10	10	12	0	14	13	16	16	0	15	18	21	22	22	23	24	28	18	15	27	28	30	29	31	33	29	35	29	39	38	42	38	44	42	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	3	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2
63500	-238.679349443328562	-237.226728050556517	-1.452621392772054	0.000096865566858	0.000032305844813	0.333512163932066	0.653905333214411	0	1	4	3	4	4	6	6	8	8	10	11	10	11	12	13	14	13	15	14	15	19	15	16	19	17	20	18	20	19	19	23	19	21	21	22	19	23	22	24	24	24	24	27	28	29	0	1	2	2	2	4	4	6	0	6	9	10	10	10	13	0	14	15	16	16	0	23	18	21	26	15	31	24	28	23	26	27	24	27	29	22	28	29	28	29	29	35	29	29	40	44	1	1	2	1	2	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	3	2	1
64000	-225.125156023442514	-223.388439457475073	-1.736716565967451	0.000108000215568	0.000020818157888	0.192760336436393	0.626560090109896	0	2	3	3	4	4	6	7	7	9	11	11	12	13	11	13	14	13	16	14	14	18	15	16	18	19	20	18	20	20	16	22	20	21	21	22	22	23	23	24	24	25	25	25	27	29	0	1	2	2	2	4	4	6	0	8	9	10	15	12	10	0	14	15	16	16	0	23	18	21	31	31	18	24	24	22	15	26	24	31	29	22	33	29	35	35	39	35	38	39	42	38	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	2	2	3	1	2	1	2	1	1	1	2	1	1	1	2
64500	-234.958279093056348	-233.498664651306058	-1.459614441750279	0.000093683155178	0.000030624956353	0.326899284024426	0.674432675726148	0	2	3	4	5	5	3	7	7	9	10	11	12	13	11	13	14	14	15	15	14	17	16	16	19	18	19	19	20	20	18	23	21	21	21	22	22	22	24	24	24	26	26	27	28	29	0	1	2	7	2	7	2	6	0	8	9	10	12	15	8	0	14	13	16	16	0	18	18	21	22	13	22	24	28	18	23	30	28	30	29	22	33	29	35	38	29	29	41	38	40	35	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	4
65000	-231.044301624075757	-229.336498916938211	-1.707802707137549	0.000100855411060	0.000020285345294	0.201132939525772	0.743467653765607	-1	1	3	3	5	5	5	8	7	9	11	11	12	13	13	12	14	14	15	15	15	17	15	16	20	17	20	18	19	20	17	22	20	22	22	22	21	22	24	25	25	25	24	26	28	28	0	1	2	2	3	4	4	6	0	8	9	10	12	12	13	0	14	15	16	16	0	23	18	21	31	15	22	24	24	18	15	26	28	30	29	27	33	29	29	38	38	38	35	29	38	41	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	3	2	2	1	1	2	1	1	2	2	2	1	1	1	4	3	1
65500	-240.706307580206499	-238.838981450036869	-1.867326130169636	0.000103103184397	0.000016695494758	0.161929962259626	0.615642077889904	0	2	3	4	4	5	6	7	7	9	10	10	11	12	12	13	15	13	15	15	14	17	15	16	18	18	19	19	20	20	15	22	21	21	22	23	22	22	23	23	25	26	25	27	28	27	0	1	2	2	2	4	4	6	0	8	9	10	10	12	13	0	14	15	16	16	0	12	18	21	15	15	31	24	28	31	15	22	28	26	29	32	24	28	29	35	39	29	29	29	40	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	2	2	3	2	1	1	2	1	3	1	1	1	1	3	2	2	1	1	2	3	3	2	3
66000	-246.809445102440179	-245.386136273576312	-1.423308828863878	0.000074611641625	0.000027328689274	0.366279158035929	0.763361189850434	0	2	4	3	5	5	6	6	7	8	11	12	9	12	11	13	14	13	16	14	15	18	16	16	20	17	20	19	20	19	18	20	21	20	21	22	23	22	24	24	24	26	26	27	28	29	0	1	2	2	2	4	4	6	0	8	9	13	10	13	13	0	14	15	16	16	0	18	18	21	30	13	31	24	28	22	26	26	24	26	28	30	33	29	35	29	29	35	39	38	40	44	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	2	2	1	2	2	2	1	2	1	2	2	1
66500	-261.471051041599139	-259.500151427811090	-1.970899613788051	0.000112894329784	0.000016170776587	0.143238164557160	0.684766560687841	0	2	4	3	4	4	6	8	7	10	10	11	9	12	11	12	15	12	15	14	15	15	16	16	18	19	18	18	20	18	19	21	19	21	21	21	22	20	24	23	23	25	25	26	27	27	0	1	2	2	2	4	4	4	0	8	9	13	8	8	13	0	14	15	16	16	0	15	18	21	23	22	22	24	24	23	18	27	24	30	38	27	33	24	38	38	28	38	29	40	39	44	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	3	2	2	3	2	3	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1
67000	-226.548172609162123	-224.771473397200737	-1.776699211961382	0.000092664344924	0.000016886094091	0.182228602647391	0.785298291387797	0	1	3	3	5	5	5	6	7	9	11	12	11	11	13	13	15	14	15	15	15	16	16	17	20	17	19	18	19	19	19	23	20	21	21	21	23	23	23	23	25	25	24	26	26	27	0	1	2	2	2	4	4	6	0	8	9	13	10	10	13	0	14	15	16	16	0	15	18	21	26	13	23	24	28	26	22	31	28	27	29	26	33	35	35	35	38	35	35	43	39	42	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	1	2	1
67500	-235.918868913026614	-234.306944988269038	-1.611923924757584	0.000119001015311	0.000027961275423	0.234966696293076	0.788784538830406	0	1	3	3	4	5	5	7	6	9	10	10	12	12	13	12	15	14	16	15	15	18	16	17	20	19	18	19	20	19	17	22	21	21	21	21	23	22	23	24	25	25	25	27	26	27	0	1	2	2	2	4	4	6	0	8	9	10	12	12	13	0	14	13	16	16	0	17	18	21	30	27	31	24	24	23	15	36	28	22	28	22	28	35	29	29	40	35	40	42	40	41	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2
68000	-235.614305352510769	-234.056024145438556	-1.558281207072206	0.000065994927621	0.000017142594333	0.259756241141523	0.796801545660322	0	2	4	3	5	4	6	7	7	9	11	12	11	12	12	12	14	14	15	15	14	18	16	15	19	17	19	19	20	19	17	22	19	21	19	21	23	22	22	24	23	25	25	26	27	29	0	1	2	2	2	4	6	6	0	8	9	13	10	10	13	0	14	15	16	16	0	31	18	21	31	15	31	24	24	22	18	27	24	27	24	31	33	35	35	39	38	38	41	38	42	44	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	3	2	1	1	2	2	1	2	2	3	1	1	1	1	2	1	2	1	2
68500	-247.756139379832064	-245.945595520570009	-1.810543859262061	0.000101337788586	0.000017645575754	0.174126315566427	0.740201726880573	-1	1	4	3	6	4	5	6	5	8	10	11	10	12	13	13	13	14	15	14	16	16	16	17	18	18	19	18	20	19	17	23	18	21	21	23	22	23	23	24	25	25	25	27	28	28	0	1	2	2	2	4	6	3	0	8	9	13	8	13	12	0	14	15	16	16	0	12	18	21	23	15	23	24	28	26	15	22	24	31	28	31	33	35	29	35	39	39	38	39	38	41	1	1	2	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	2	3	1	2	2	3	2	2	1	1	1	2	1	2	3	1
69000	-243.528069575961325	-241.681775908253769	-1.846293667707554	0.000095483633117	0.000015875260158	0.166261584727178	0.674854754450549	-1	2	3	3	5	5	6	7	7	9	10	11	10	12	12	13	13	13	15	14	14	19	15	16	18	17	20	18	19	20	17	22	19	21	21	22	23	20	23	24	24	26	25	27	28	28	0	1	2	2	4	4	4	2	0	8	9	13	10	13	13	0	14	15	16	16	0	31	18	21	23	12	25	24	24	22	15	30	28	22	38	22	38	24	35	38	35	38	40	35	38	42	1	2	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	2	1	1	1	1	2	2	2	1	3	2	3	1	2	4	1
69500	-241.629996713499452	-239.937657433822579	-1.692339279676883	0.000088677958303	0.000018259585342	0.205908950669304	0.789673210495848	-1	1	3	2	5	4	7	7	6	8	10	10	11	12	13	13	15	14	15	15	15	17	15	17	17	19	19	18	21	20	18	23	19	21	20	22	23	22	24	25	24	25	26	27	27	27	0	1	4	1	3	4	6	6	0	8	9	10	10	12	13	0	13	15	16	16	0	15	18	21	23	23	22	24	35	27	25	27	24	27	28	27	33	35	38	35	38	38	40	29	40	41	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	3	1	1	1	2	2	1	2	3	1	1	1	2	1	2
70000	-231.510124341968663	-229.860755125233680	-1.649369216734980	0.000084968950580	0.000018731720107	0.220453706662779	0.724816215118973	0	2	3	3	5	5	6	7	8	10	10	11	10	13	12	13	15	14	16	15	14	17	15	16	19	18	20	19	20	20	18	22	19	22	21	22	22	22	23	24	25	24	24	26	28	28	0	1	2	2	2	4	4	7	0	8	9	13	8	10	13	0	14	13	16	16	0	23	15	21	22	18	31	24	24	31	22	27	24	30	29	27	33	35	38	38	38	35	28	40	43	42	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	3	1	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	2
70500	-245.174141421150580	-243.153259053333130	-2.020882367817463	0.000096053846420	0.000013016445108	0.135511961191173	0.705990762313721	0	3	4	3	6	5	6	6	6	9	11	10	12	12	12	13	14	14	15	15	15	17	16	16	19	16	20	19	19	19	18	22	18	22	21	22	23	22	23	24	24	24	25	28	26	28	0	1	4	1	2	2	2	4	0	8	9	10	12	12	12	0	14	15	16	16	0	18	18	21	22	18	31	24	24	18	22	26	24	31	29	30	33	35	29	38	29	29	42	43	39	41	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	2	1	2	1	3	1	2	2	1	1	2	1
