step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
28500	-251.812814154932283	-250.201468336354253	-1.611345818578019	0.000277184209224	0.000065195544318	0.235206559927006	0.253716197089897	1	3	6	6	8	14	15	12	15	17	17	19	16	19	21	20	23	25	27	28	29	31	31	35	41	41	47	0	1	2	1	3	1	5	2	4	9	4	3	0	7	3	3	3	7	14	8	14	14	3	17	17	9	26	1	1	2	3	1	7	3	5	6	1	6	6	1	2	6	7	9	6	4	7	4	6	12	7	7	13	3
29000	-252.934101392655776	-251.015256431977633	-1.918844960678134	0.000316946245847	0.000048216712231	0.152128989891481	0.198685656614955	1	4	7	9	10	14	15	13	14	17	18	18	16	18	21	21	24	27	28	28	30	29	30	34	40	39	46	0	1	1	3	3	4	3	5	4	1	4	2	0	9	14	3	11	7	14	6	2	12	14	11	23	14	26	1	2	2	2	2	2	4	1	2	8	4	5	1	2	3	6	3	7	5	7	12	6	5	7	5	13	3
29500	-255.687476468002700	-254.105691401486581	-1.581785066516113	0.000286434796195	0.000071098114877	0.248217450607495	0.137901768220336	1	4	6	7	8	14	16	14	12	17	17	19	16	19	20	21	23	25	28	29	30	30	31	35	40	40	47	0	1	1	1	4	2	2	2	5	3	8	4	0	4	7	7	6	15	11	10	16	16	10	3	18	18	24	1	1	2	3	1	5	6	4	3	4	2	7	1	8	2	3	5	2	4	6	6	6	9	15	9	6	9
30000	-246.277703789734488	-244.566997086226507	-1.710706703507978	0.000294840414320	0.000059044804197	0.200260213082427	0.250624042196155	1	3	6	7	8	13	15	14	15	18	17	18	15	20	21	20	24	27	27	27	29	29	29	35	40	40	47	0	1	2	2	4	1	5	5	6	9	7	4	0	4	7	7	5	16	12	3	16	15	16	15	23	18	24	1	1	2	2	1	7	4	4	1	2	1	5	1	7	3	3	8	4	4	9	5	5	5	9	5	7	5
30500	-267.876692284676608	-266.063633519310542	-1.813058765366070	0.000213404591719	0.000037036556702	0.173550889430879	0.263583457782188	1	3	6	9	9	15	14	15	13	18	18	16	16	19	21	21	25	26	28	28	29	30	30	34	40	41	45	0	1	1	1	3	4	1	3	5	6	12	4	0	1	12	11	8	16	15	4	4	15	3	6	19	22	20	1	1	2	4	2	3	7	5	1	1	1	3	1	7	3	2	4	2	3	9	8	4	9	14	8	7	9
31000	-248.382430911553456	-246.649749923478282	-1.732680988075163	0.000279973422967	0.000054283522988	0.193888128426104	0.198051182315374	1	4	6	7	9	15	14	13	15	18	18	19	17	19	21	17	24	26	27	28	31	31	31	35	41	40	45	0	1	1	1	4	8	5	4	8	7	4	6	0	2	7	8	14	12	15	11	15	7	4	18	24	14	23	1	1	3	2	1	2	4	4	1	2	5	2	1	6	4	2	2	3	4	5	4	8	10	3	3	9	6
31500	-261.276322188550466	-259.229178037969064	-2.047144150581424	0.000383121580770	0.000050469255377	0.131731695393161	0.216566218505444	1	3	6	8	9	14	15	15	15	17	16	17	16	18	21	19	23	27	28	28	29	29	30	35	40	41	44	0	1	2	1	2	4	4	6	3	5	6	7	0	5	11	7	4	9	15	7	7	9	9	7	15	19	22	1	1	2	2	3	3	4	1	4	3	1	1	1	5	2	2	6	6	5	5	6	8	6	8	8	7	7
32000	-250.978531464029601	-249.065856844282507	-1.912674619747103	0.000329420632015	0.000050482676675	0.153246857570485	0.254376833980337	1	4	7	8	10	14	13	14	14	17	18	15	16	19	18	20	24	27	28	28	30	30	31	35	40	40	44	0	1	2	2	4	3	4	7	5	4	12	5	0	7	12	6	5	5	15	16	17	20	20	21	20	24	17	1	1	2	2	2	4	2	1	2	4	1	2	1	3	2	3	7	8	5	3	2	1	2	3	6	3	11
32500	-265.953939549763049	-264.334981837472185	-1.618957712290867	0.000238833437930	0.000055430698396	0.232089354305341	0.370315838699487	1	3	7	8	9	14	14	13	15	18	17	19	16	19	21	20	24	25	29	28	31	31	30	36	37	41	47	0	1	1	2	3	5	5	1	8	1	6	10	0	6	11	4	9	6	6	15	15	16	18	16	16	18	19	1	1	3	3	2	3	2	4	1	7	1	1	1	2	2	5	4	5	8	4	4	6	3	7	9	9	12
33000	-240.943734183326285	-239.111849542637231	-1.831884640689061	0.000269516826148	0.000045643197498	0.169351940471322	0.291305283102542	2	3	5	7	9	14	15	14	15	16	17	18	17	19	20	21	25	27	29	28	31	30	29	35	40	40	46	0	1	2	3	4	3	4	3	5	9	7	3	0	9	6	11	5	17	14	14	23	14	17	21	24	24	17	1	1	1	2	1	4	6	5	4	1	1	6	1	1	3	1	8	2	4	4	1	5	2	3	3	2	9
33500	-262.166234834772240	-260.190569743892468	-1.975665090879744	0.000310395025925	0.000044221757951	0.142469286739600	0.221354037458436	-1	3	6	8	8	15	12	13	16	17	17	19	16	19	21	20	24	26	29	29	30	31	29	35	37	40	45	0	1	1	1	3	1	5	4	7	7	8	11	0	11	12	3	9	11	14	2	16	14	17	14	23	23	20	1	4	5	3	1	8	3	2	1	2	2	1	1	1	1	5	3	6	5	10	5	6	2	9	3	6	7
34000	-254.703565234713892	-253.038666516045225	-1.664898718668657	0.000222693599848	0.000047871033156	0.214963668416013	0.219389345570459	1	4	6	9	10	15	16	13	15	17	17	18	16	20	21	21	24	26	28	28	31	29	31	36	41	41	47	0	1	1	2	3	4	3	1	3	3	7	4	0	2	8	10	14	10	9	7	8	18	8	3	19	22	21	1	2	2	2	2	3	5	5	4	5	1	4	1	7	4	2	2	4	6	7	10	2	10	15	5	5	8
34500	-247.769423206534810	-246.250924855126016	-1.518498351408787	0.000212271286534	0.000059945399641	0.282399944995599	0.241081620545162	1	3	7	9	9	14	15	14	15	17	16	19	14	18	20	21	23	27	27	28	29	29	31	34	38	39	45	0	1	2	2	3	4	5	3	5	9	4	11	0	1	11	15	7	7	8	6	11	3	2	4	18	19	23	1	1	2	3	1	3	3	4	3	1	2	1	1	9	2	1	3	4	5	8	6	9	16	10	5	5	7
35000	-225.753047431986374	-223.975191054644284	-1.777856377342083	0.000280474096525	0.000051029460202	0.181940010983538	0.250164019292316	1	4	7	8	9	15	15	14	15	16	18	17	16	19	21	19	24	26	28	28	30	30	30	36	41	40	46	0	1	1	1	4	2	4	5	4	5	12	7	0	2	11	12	3	15	18	9	19	4	4	18	18	21	23	1	2	3	3	1	6	4	3	3	3	1	1	1	8	2	1	7	2	1	6	2	10	11	6	9	5	8
35500	-248.894890153553092	-247.213229074454489	-1.681661079098601	0.000380466439674	0.000079646931165	0.209340227834470	0.321905386058328	2	4	6	8	9	14	15	14	14	16	17	18	16	19	20	21	22	26	28	27	29	29	29	35	40	40	45	0	1	2	3	3	2	3	5	4	9	7	8	0	9	11	8	14	16	11	16	12	7	18	23	7	24	22	1	1	1	1	2	5	5	3	2	1	1	2	1	3	2	3	1	2	5	3	4	7	1	4	13	1	10
36000	-249.549119214346575	-247.900053185848378	-1.649066028498191	0.000246651550949	0.000054402389937	0.220563745605783	0.377924601044505	0	1	6	8	8	15	15	14	16	17	16	18	14	20	21	21	24	26	28	27	30	30	29	35	41	39	47	0	1	2	1	3	2	4	4	4	3	8	11	0	10	10	14	10	14	14	4	18	15	10	22	14	22	20	1	1	2	3	1	8	4	3	4	5	1	1	1	2	2	1	3	3	4	10	3	5	6	2	12	5	11
36500	-247.946113693789982	-246.228111551849310	-1.718002141940672	0.000231668337194	0.000045893510351	0.198100055047613	0.230041638383849	2	4	6	8	9	14	14	15	16	17	18	18	15	19	20	20	24	26	27	28	31	30	28	35	40	40	46	0	1	2	1	2	5	4	4	5	7	6	4	0	11	14	11	9	2	14	4	6	23	8	22	6	23	20	1	1	1	4	3	4	4	3	2	2	2	7	1	1	1	1	5	9	3	13	10	1	6	3	13	6	9
37000	-260.989372928594605	-259.348914454877729	-1.640458473716854	0.000238820152793	0.000053432581725	0.223735648351051	0.175741685852142	1	3	6	8	9	13	16	12	15	17	18	18	16	19	19	20	24	26	28	26	31	28	30	35	41	41	47	0	1	1	1	3	2	5	3	4	5	3	3	0	7	8	15	6	14	3	17	14	10	14	8	20	20	19	1	1	3	5	2	4	6	4	3	5	5	4	1	1	2	1	5	6	11	1	6	7	6	9	8	7	8
37500	-249.539428533506111	-247.680119945746270	-1.859308587759833	0.000288234143503	0.000047142690565	0.163556926294914	0.212345433882687	2	3	6	9	10	15	15	15	14	16	17	18	16	20	20	20	22	26	29	28	30	31	30	35	39	39	46	0	1	1	1	3	1	3	3	5	4	7	4	0	7	11	8	8	17	17	3	17	8	6	7	19	21	24	1	1	2	4	2	5	5	4	1	2	1	5	1	4	1	3	4	3	4	10	4	10	7	12	3	5	6
38000	-259.729314418727256	-257.755777659401303	-1.973536759325951	0.000292389341790	0.000041756647608	0.142811797970547	0.203843369409638	1	4	6	8	9	15	15	14	15	16	17	18	17	18	21	20	24	26	29	26	31	29	31	34	41	40	45	0	1	2	1	4	3	5	2	5	8	6	7	0	9	11	6	6	4	4	6	7	7	16	12	22	23	18	1	2	1	3	1	4	3	5	3	1	1	3	1	2	2	3	5	9	10	5	9	6	5	8	5	4	10
38500	-276.656945625706840	-274.977923470192536	-1.679022155514300	0.000295733173368	0.000062164843985	0.210205853056267	0.359325633122683	2	3	6	7	9	14	15	13	14	17	18	18	15	18	17	21	22	27	29	28	30	29	29	34	40	39	46	0	1	1	2	2	2	1	3	5	7	8	3	0	9	7	15	7	7	16	16	8	14	14	16	22	18	24	1	1	2	3	3	5	5	4	3	1	3	6	1	3	1	3	3	6	5	3	8	5	5	7	3	5	7
39000	-285.783684741081402	-284.072133566298703	-1.711551174782691	0.000260545013262	0.000052111039318	0.200007816943425	0.295289544080892	2	3	7	9	8	15	14	13	14	18	18	19	16	19	20	21	23	25	28	29	31	29	30	34	40	38	45	0	1	1	1	2	5	3	1	4	5	5	4	0	2	14	15	7	12	10	12	10	8	10	18	21	18	20	1	1	3	5	3	4	3	6	4	4	6	5	1	8	1	1	4	3	4	6	6	10	6	5	5	6	5
39500	-258.267133053757391	-256.527984712921580	-1.739148340835808	0.000243270656636	0.000046729086791	0.192086819828046	0.238277969039758	1	3	5	9	7	14	15	13	16	17	17	17	17	20	21	20	24	26	29	28	31	30	30	35	41	40	45	0	1	1	2	1	2	1	5	8	3	3	2	0	8	10	6	9	3	16	8	10	10	10	10	20	23	18	1	1	2	4	3	5	5	4	2	5	7	7	1	4	2	3	5	11	5	7	8	6	5	9	5	6	9
40000	-246.506897992521345	-244.779001805972854	-1.727896186548503	0.000245277445613	0.000047888432337	0.195241891145662	0.303343999448747	1	2	7	8	9	13	16	14	16	17	18	19	16	19	21	20	25	26	28	28	30	30	30	35	40	41	45	0	1	1	1	2	5	4	4	8	8	3	7	0	7	14	4	16	1	14	7	3	6	15	14	23	23	21	1	1	3	3	3	2	5	2	1	2	6	2	1	2	1	5	1	11	4	6	13	9	4	6	6	5	9
40500	-251.379858970012918	-249.510860035883013	-1.868998934129892	0.000298485701316	0.000048233549024	0.161594169540091	0.291488077201090	1	4	5	8	9	15	16	14	16	17	18	18	13	19	21	20	24	26	28	28	30	31	30	36	40	40	47	0	1	1	1	2	8	8	3	5	5	4	8	0	9	16	6	8	6	5	12	2	10	10	14	20	20	21	1	1	1	4	3	1	1	4	4	4	4	2	1	1	1	3	5	5	9	4	12	6	8	7	5	4	10
41000	-256.081287891819670	-254.368954122031937	-1.712333769787713	0.000281242948523	0.000056185160725	0.199774469086279	0.300230069108593	2	4	6	8	8	13	15	11	15	17	18	16	16	19	18	20	24	24	28	28	30	29	30	35	41	38	46	0	1	1	2	3	4	6	4	5	7	12	6	0	9	12	12	6	4	1	14	15	3	6	14	21	21	19	1	2	2	2	1	3	1	1	3	1	1	1	1	3	2	3	5	6	14	6	6	8	10	8	6	4	8
41500	-247.885176126511965	-245.859504900875720	-2.025671225636244	0.000258031212734	0.000034784942151	0.134809048031264	0.258038261429800	1	4	4	9	7	15	14	14	15	15	16	18	17	19	20	21	24	26	28	29	29	30	29	35	41	40	47	0	1	1	1	2	3	4	4	5	4	8	11	0	8	12	14	5	14	1	3	8	7	18	6	18	23	19	1	2	2	3	2	6	3	3	4	3	1	1	1	2	1	2	9	3	15	14	6	9	2	12	9	7	10
42000	-252.166920878447911	-250.437803760160762	-1.729117118287140	0.000285707320360	0.000055682848722	0.194894721815115	0.240262440341837	2	4	7	9	9	14	15	15	15	16	16	17	17	19	20	21	24	26	28	29	30	30	30	35	40	39	46	0	1	1	2	2	3	4	4	4	3	4	11	0	10	3	12	4	10	8	15	11	18	14	3	18	15	24	1	1	2	3	2	3	2	4	3	4	4	1	1	1	5	3	10	5	8	6	8	2	7	14	7	6	7
42500	-253.301967971686253	-251.726364815855305	-1.575603155830953	0.000228804393719	0.000057462016939	0.251140356199984	0.220838086343493	1	3	6	9	8	15	15	15	13	17	18	19	16	19	20	21	24	26	28	28	29	30	29	35	40	40	47	0	1	2	2	2	2	5	4	5	7	4	6	0	2	6	4	8	7	6	16	11	12	9	3	20	22	24	1	1	1	3	2	5	4	2	3	1	4	3	1	9	3	6	4	5	7	2	6	5	5	15	6	5	7
43000	-273.968309695664004	-271.929587526244632	-2.038722169419391	0.000321524251291	0.000042738420895	0.132924408416985	0.170440985528321	1	4	7	6	9	14	15	15	14	17	17	18	17	19	18	21	24	24	28	28	31	31	31	35	41	40	46	0	1	1	2	3	1	5	5	3	3	2	7	0	9	1	3	14	12	9	7	18	10	1	12	18	14	24	1	2	3	1	2	8	4	3	4	4	6	1	1	4	9	7	2	2	6	8	4	7	17	10	6	10	5
43500	-258.126529537535419	-256.389318154977332	-1.737211382558084	0.000293227258964	0.000056482291461	0.192622922100368	0.210573920936706	1	2	7	7	8	14	15	15	15	17	17	18	14	20	21	20	25	26	28	29	29	29	31	36	40	40	45	0	1	2	2	4	1	5	3	3	3	2	7	0	9	3	6	8	7	14	14	17	7	4	10	15	15	23	1	1	2	1	1	5	4	4	4	4	7	1	1	2	8	4	5	6	5	4	2	7	12	10	7	10	6
44000	-258.977184833455738	-257.242187882648068	-1.734996950807687	0.000267849271903	0.000051759020847	0.193239356147827	0.230428189444465	1	3	6	9	10	14	15	13	15	17	17	18	16	20	19	19	24	27	25	28	31	29	31	34	39	41	47	0	1	2	2	3	3	8	3	4	5	1	4	0	5	6	4	11	16	12	15	9	8	11	5	19	6	24	1	1	2	4	2	3	1	3	4	4	6	5	1	5	2	5	3	5	2	6	5	9	7	14	8	13	6
44500	-270.232029463877950	-268.562657725194583	-1.669371738683380	0.000371274563918	0.000079242431542	0.213433505129190	0.230714664523281	2	3	7	7	10	14	16	14	15	16	18	18	16	20	21	21	24	26	27	28	28	29	30	36	40	39	44	0	1	2	2	3	2	5	1	5	5	4	10	0	12	4	9	11	4	12	9	7	19	4	14	8	22	25	1	1	3	2	2	6	2	5	3	3	7	1	1	1	8	3	2	9	5	7	5	1	10	9	12	6	2
45000	-261.801900646064439	-260.051275255082430	-1.750625390982020	0.000318987909444	0.000060278511120	0.188968012063315	0.267477043820351	1	3	6	8	9	15	16	15	14	17	18	18	15	19	21	19	23	27	28	28	30	29	31	36	40	41	46	0	1	1	1	3	5	3	5	3	5	4	8	0	9	12	9	5	8	11	11	4	15	14	6	11	22	25	1	1	4	3	1	3	4	3	3	3	4	2	1	3	2	1	6	7	3	4	13	3	5	9	12	7	3
45500	-253.666436676033840	-251.729527602846446	-1.936909073187401	0.000314826375149	0.000046889363135	0.148937213768196	0.236744646377069	2	4	7	8	9	14	16	15	16	17	18	19	14	19	19	20	23	27	29	29	29	31	30	35	40	41	47	0	1	2	1	2	1	4	3	6	3	4	10	0	7	7	14	10	5	15	14	6	14	14	10	14	21	25	1	1	2	4	3	5	3	5	1	3	5	1	1	2	2	1	3	8	5	5	6	5	5	7	11	8	3
46000	-246.123475555033991	-244.057246270960377	-2.066229284073621	0.000308977402593	0.000039887273515	0.129094468334151	0.259507244225709	1	4	6	8	9	14	15	12	15	18	16	17	16	19	20	21	24	26	28	26	30	29	30	35	40	41	46	0	1	1	1	2	4	8	1	5	5	6	8	0	6	11	14	5	14	14	14	4	15	18	23	17	10	26	1	1	3	4	2	2	1	5	2	7	1	3	1	2	2	1	8	2	4	4	10	4	2	4	9	12	3
46500	-255.756216816081150	-253.784872795831035	-1.971344020250126	0.000236400625392	0.000033844569879	0.143166160507417	0.220113090978426	2	4	6	8	8	15	16	15	15	18	17	18	16	20	20	20	24	27	29	28	29	31	31	35	39	39	45	0	1	2	3	2	2	1	3	5	4	9	11	0	9	11	7	6	2	10	14	4	14	14	15	22	24	18	1	2	1	2	2	5	7	6	6	5	1	1	1	3	2	3	5	12	7	7	10	5	5	7	4	2	9
47000	-232.787904259873329	-230.989676917931263	-1.798227341942056	0.000215403143004	0.000038125501893	0.176996033399358	0.224473381584968	1	3	6	7	9	14	16	14	16	17	17	18	15	18	20	19	23	27	28	29	30	31	29	36	39	40	46	0	1	2	2	2	2	6	4	6	6	6	11	0	8	14	11	9	2	14	8	14	14	14	23	23	23	18	1	1	1	2	2	5	1	3	1	2	2	1	1	3	2	1	4	11	5	8	6	7	5	3	5	4	9
47500	-255.485656641650962	-253.803535908442825	-1.682120733208131	0.000310793249181	0.000065014895615	0.209190179600410	0.262860255057874	1	3	6	8	8	14	15	14	15	18	17	18	15	20	21	19	25	26	27	28	29	31	30	35	38	39	45	0	1	1	3	2	1	4	1	5	5	7	9	0	12	3	11	10	4	10	14	7	14	14	14	23	24	21	1	1	3	2	2	7	3	6	4	5	2	2	1	1	9	1	3	8	4	3	7	5	5	6	3	2	8
48000	-260.860560352096911	-259.029443111263504	-1.831117240833412	0.000301527793261	0.000051114828511	0.169519459412347	0.179802287973143	1	4	6	8	9	14	15	13	15	17	18	17	15	19	20	21	24	25	27	28	30	31	29	35	39	37	47	0	1	2	2	4	2	3	5	8	1	6	8	0	1	7	15	9	3	8	7	15	8	4	17	20	10	18	1	1	1	2	1	4	5	3	2	8	2	2	1	7	3	1	4	10	7	6	7	7	8	6	6	8	11
48500	-262.560347548673690	-260.685596212134897	-1.874751336538774	0.000286384719047	0.000045950119415	0.160448921885072	0.206885680748397	0	4	6	9	9	14	16	14	15	17	18	19	13	20	19	21	21	26	29	29	31	31	30	36	39	39	47	0	1	1	3	3	4	6	5	5	3	6	6	0	5	8	6	5	16	15	12	10	12	8	10	19	16	24	1	2	2	1	2	3	1	2	3	6	3	3	1	5	2	5	5	2	3	5	6	5	8	11	4	6	8
49000	-292.134713631790135	-290.179827072639341	-1.954886559150771	0.000331162142194	0.000048308280243	0.145875008304152	0.217763178709479	1	2	6	8	9	14	16	14	14	16	18	18	16	19	20	19	24	26	27	26	28	30	31	35	41	39	43	0	1	1	1	4	3	3	2	3	5	7	10	0	9	8	7	4	12	6	8	16	9	15	16	20	23	7	1	1	4	3	1	4	6	5	5	3	1	2	1	2	3	2	7	4	8	5	5	7	5	8	9	5	9
49500	-264.666957110897613	-263.006889138747340	-1.660067972150260	0.000261004666754	0.000056544408360	0.216641369151274	0.288827311971336	2	3	4	7	9	15	16	14	14	17	15	19	16	18	21	18	24	23	29	28	30	31	29	35	40	40	47	0	1	1	1	3	4	8	4	4	6	4	5	0	8	14	6	12	14	14	5	14	18	11	11	18	24	23	1	1	1	2	3	4	1	2	3	1	4	5	1	1	2	2	2	3	5	9	6	5	7	7	7	2	7
50000	-261.374404218956897	-259.517182369661555	-1.857221849295331	0.000282062971965	0.000046254156054	0.163985211286912	0.199795645597846	0	3	6	8	9	15	15	15	14	17	17	18	17	17	20	21	25	25	28	27	30	31	28	36	40	37	46	0	1	1	1	3	1	9	9	4	8	5	9	0	5	12	11	5	16	4	14	18	17	4	18	11	14	26	1	2	4	4	2	7	1	1	3	2	4	3	1	3	1	3	10	2	11	6	3	3	7	6	10	11	4
50500	-266.057465458419642	-264.396731258496231	-1.660734199923426	0.000327687788488	0.000070914393742	0.216408411400284	0.203233640336610	1	4	7	6	9	13	16	14	16	17	18	18	17	18	21	20	24	24	29	28	30	31	31	35	40	41	46	0	1	2	1	2	2	8	2	3	1	8	5	0	8	14	11	5	14	9	3	11	12	11	15	18	24	25	1	2	1	2	3	6	2	3	4	7	2	4	1	2	2	1	8	3	6	12	7	7	7	6	9	4	3
51000	-246.043086645563363	-244.282789481591522	-1.760297163971853	0.000209485406666	0.000039050977757	0.186413833680824	0.244111758321277	1	3	6	9	9	14	14	14	15	17	16	18	16	19	21	21	24	26	28	29	30	30	30	35	40	40	46	0	1	2	1	3	4	2	3	5	9	9	6	0	6	11	14	7	6	8	7	8	14	18	3	23	18	24	1	1	2	3	1	2	4	7	4	1	1	3	1	3	2	1	5	7	7	8	7	5	3	13	5	5	4
51500	-236.031221841665229	-234.450264553443617	-1.580957288221622	0.000277360150126	0.000068952974207	0.248604473913264	0.285739899619295	0	2	6	9	9	14	16	13	15	17	17	19	16	19	18	20	24	27	28	28	30	30	29	35	40	40	46	0	1	1	2	3	8	3	3	5	4	7	4	0	11	11	6	8	14	14	14	14	8	16	4	10	19	24	1	1	3	3	2	1	4	3	2	4	1	4	1	1	1	2	6	5	3	4	4	7	5	13	11	5	6
52000	-247.686360804985384	-245.903534514911513	-1.782826290073861	0.000300684887401	0.000054336832233	0.180710220265120	0.232022945091906	2	4	7	7	9	14	15	13	14	17	18	17	17	19	21	20	25	26	28	29	31	29	31	35	40	40	46	0	1	1	1	3	3	5	1	5	5	4	1	0	10	6	6	12	2	14	14	7	14	6	10	22	22	23	1	1	2	2	1	2	3	6	3	4	5	7	1	1	3	4	5	11	6	6	7	4	8	7	5	7	6
52500	-257.161429950727324	-255.333976760603605	-1.827453190123699	0.000308964424554	0.000052623898580	0.170323488395582	0.197408059203614	2	4	6	8	10	14	15	13	16	17	17	18	16	20	18	20	25	26	28	28	29	31	30	36	40	39	46	0	1	1	2	1	1	1	1	4	3	7	10	0	9	2	11	15	9	10	14	4	10	10	10	18	20	21	1	1	1	2	3	6	6	5	4	5	1	1	1	2	6	2	3	6	7	3	9	7	7	7	8	7	10
53000	-264.469178578289529	-262.729500708944045	-1.739677869345495	0.000288209115258	0.000055319075984	0.191940757786523	0.280846746174203	1	4	6	7	9	14	14	14	16	17	18	18	14	19	20	20	25	25	29	29	30	31	31	33	40	40	47	0	1	2	1	1	5	4	4	6	3	7	10	0	8	6	4	16	1	14	14	15	10	10	3	23	14	18	1	2	1	3	4	2	2	2	1	6	2	1	1	2	3	7	3	11	5	5	4	6	8	13	5	9	10
53500	-243.639727741983791	-241.904535369398133	-1.735192372585652	0.000232413141037	0.000044898687034	0.193184803724193	0.181944579162076	2	4	6	8	8	15	16	14	15	16	16	17	15	20	21	20	24	26	28	28	30	31	30	36	40	39	45	0	1	2	3	3	2	5	4	5	3	8	11	0	7	12	11	7	11	8	2	7	10	14	14	18	7	20	1	1	1	1	1	7	4	4	3	5	1	1	1	2	2	2	5	5	6	15	7	7	6	6	7	12	8
54000	-259.980318899957012	-258.200881171659148	-1.779437728297854	0.000391346731776	0.000071047830236	0.181547013088140	0.326902133100106	1	3	6	7	9	12	15	14	15	18	18	19	16	20	18	19	24	27	28	28	28	30	28	34	40	39	46	0	1	2	1	3	3	5	2	5	9	3	15	0	10	7	8	11	16	17	3	14	7	14	14	19	6	18	1	1	1	4	1	3	3	5	3	2	7	1	1	1	1	2	3	5	3	9	5	7	2	7	5	12	10
54500	-265.501976603254661	-263.795839969090309	-1.706136634164342	0.000251395031082	0.000050690542556	0.201637010636024	0.248479856796962	0	4	6	8	10	14	16	15	14	18	17	19	16	19	20	20	24	25	28	28	30	29	31	32	41	41	46	0	1	2	1	4	5	5	4	5	6	8	3	0	8	11	3	8	9	12	3	4	12	14	6	19	19	20	1	2	1	3	1	2	2	3	3	2	1	6	1	2	2	7	4	6	5	11	10	5	8	9	6	9	9
55000	-260.087008960840478	-258.401220286533487	-1.685788674306998	0.000334104864676	0.000069493970831	0.208000475835382	0.197664034809173	-1	3	6	5	10	12	14	14	15	16	17	18	16	20	20	19	23	26	29	27	30	29	30	34	38	40	47	0	1	1	2	3	4	6	2	6	5	6	8	0	2	12	10	8	12	11	11	5	11	11	11	8	6	24	1	2	3	1	2	3	1	5	2	3	2	2	1	9	1	2	4	4	7	3	9	7	7	11	12	15	8
55500	-247.735713747159480	-246.210795913292742	-1.524917833866727	0.000266429740142	0.000074182805004	0.278432899287412	0.229466591692914	1	4	6	8	9	15	15	14	16	16	17	17	16	18	21	20	24	26	29	28	31	29	31	35	41	38	46	0	1	2	3	2	4	3	3	8	5	7	6	0	1	6	6	15	6	6	8	15	15	8	2	22	21	24	1	2	1	1	1	3	3	4	1	2	1	1	1	8	5	3	2	4	7	7	5	3	10	14	6	3	6
56000	-244.329348309180034	-242.494083717960393	-1.835264591219651	0.000318174706798	0.000053649885967	0.168617695940572	0.232145772096047	2	4	6	9	9	14	15	14	15	17	17	18	17	20	17	21	25	27	28	28	31	30	28	35	40	40	46	0	1	2	2	2	5	8	4	5	6	6	6	0	8	4	11	14	9	1	12	12	14	11	6	20	21	24	1	1	1	2	3	2	1	2	3	2	2	3	1	3	5	3	3	8	13	5	6	6	5	11	5	5	5
56500	-246.533783843573474	-244.784403947248421	-1.749379896325052	0.000295774611449	0.000055990659055	0.189301775363387	0.196653707608189	1	3	6	8	10	14	16	15	14	17	17	18	16	19	19	18	25	26	28	28	31	30	30	35	38	40	46	0	1	1	2	4	4	4	2	5	4	7	4	0	9	16	6	5	4	2	3	12	14	14	10	23	21	24	1	1	3	2	1	3	5	6	2	6	1	5	1	3	1	2	7	8	13	11	6	4	4	10	4	4	7
57000	-266.209542502196996	-264.253624531428443	-1.955917970768551	0.000280596698323	0.000040883680579	0.145702643059525	0.285408214806034	1	3	5	8	10	15	15	14	16	17	17	18	17	19	21	20	24	27	27	27	29	29	29	34	40	40	46	0	1	2	3	4	8	5	4	4	9	7	11	0	6	11	12	7	8	14	4	18	8	8	14	20	23	18	1	2	1	2	1	1	4	3	4	1	1	1	1	2	3	2	4	6	5	7	1	7	7	7	5	7	9
57500	-269.223053617363178	-267.406582682310727	-1.816470935052426	0.000366908716977	0.000063392924847	0.172775739342449	0.294844395382172	1	4	6	8	8	13	15	15	15	18	16	19	16	19	19	20	23	26	29	28	30	30	31	36	40	40	46	0	1	1	2	1	2	4	5	4	2	9	7	0	9	11	11	12	14	15	16	16	18	17	7	23	7	26	1	2	1	2	2	6	4	3	4	7	1	2	1	1	2	2	1	3	4	3	5	2	3	13	5	13	3
58000	-248.188344656451704	-246.470046148962609	-1.718298507489086	0.000277161383723	0.000054881629711	0.198013262069813	0.274100401732749	2	4	6	9	8	14	16	14	16	17	18	18	16	20	20	20	24	26	28	29	30	30	30	35	40	40	47	0	1	1	3	3	3	5	1	6	6	6	6	0	11	11	6	7	14	1	14	14	18	10	18	2	18	25	1	1	2	1	1	3	3	6	1	2	2	2	1	1	2	4	3	3	14	4	5	2	9	4	17	13	4
