step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
27000	-212.196477258681853	-219.051965209641224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381524218318596	2	0	5	5	11	11	11	10	9	12	12	15	14	14	15	14	16	14	19	18	19	21	20	18	22	23	29	35	36	2	0	1	1	4	3	9	9	3	7	9	4	10	7	18	11	16	7	14	11	11	17	24	11	24	22	15	0	0	1	1	2	2	3	4	2	1	2	1	1	5	1	2	1	1	2	1	3	3	3	3	1	3	2	1	6	1	1
27500	-191.699980741354608	-198.555468692313980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495880843053575	3	2	4	6	10	11	12	10	9	12	13	16	14	14	16	14	15	13	18	17	20	20	21	19	21	24	28	34	37	2	0	1	3	4	9	8	9	3	9	2	4	10	7	7	11	16	7	7	17	11	11	24	11	24	22	9	0	0	1	1	1	1	2	1	1	1	3	1	5	5	1	1	2	1	1	1	3	1	2	3	1	3	1	3	8	1	1
28000	-206.459270474986880	-213.314758425946252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507020337475895	2	0	5	5	10	12	13	11	10	13	13	16	14	14	15	14	16	14	18	17	20	21	22	18	21	23	30	32	36	2	0	1	1	4	3	8	9	3	8	6	4	8	7	9	11	16	3	15	17	17	17	24	17	24	22	15	0	0	1	1	2	1	2	3	1	1	3	1	1	6	2	1	3	1	1	3	2	1	3	3	2	1	2	2	6	1	1
28500	-218.975144198848369	-225.830632149807741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465007238682313	2	1	5	6	10	10	12	10	9	13	11	16	12	14	15	13	15	15	19	17	21	19	22	19	22	24	30	35	36	2	0	2	3	4	1	3	9	3	13	3	4	9	7	10	11	16	7	14	11	17	11	24	20	24	22	15	0	0	1	1	3	1	3	4	3	1	3	1	3	5	2	2	1	1	1	2	3	3	2	4	2	1	2	3	6	1	1
29000	-216.758262766997092	-223.613750717956464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441599001363431	3	0	5	5	9	10	12	10	12	13	12	15	13	13	15	14	15	15	19	18	20	20	22	18	20	25	29	34	38	2	0	1	1	4	3	8	3	3	8	3	4	8	7	14	11	16	7	7	17	11	11	24	11	24	22	14	0	0	2	1	1	1	1	3	1	2	3	2	3	4	2	1	1	1	1	2	3	3	3	5	2	3	1	3	10	1	1
29500	-203.949999511039010	-210.805487461998382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426000279734462	2	1	4	6	10	10	13	11	12	12	10	16	15	14	16	13	15	15	19	18	20	19	20	18	21	24	30	33	37	2	0	1	1	4	3	9	3	8	6	2	4	8	9	18	11	16	7	15	17	17	11	24	11	24	22	15	0	0	1	1	1	2	2	3	1	4	1	1	3	5	2	1	1	2	1	1	1	2	2	3	1	3	1	2	6	1	1
30000	-219.040763986609136	-225.896251937568508	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404536256662803	2	1	4	5	9	9	12	10	11	12	13	15	14	14	15	14	16	13	19	18	19	20	21	19	20	24	30	35	37	2	0	1	1	4	3	9	3	8	6	6	4	18	7	9	11	16	7	15	17	17	11	24	11	11	11	14	0	0	1	1	1	2	2	2	1	4	1	1	3	5	1	1	2	1	1	1	3	2	1	5	1	3	3	6	6	1	1
30500	-225.205840542561873	-232.061328493521245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.431245299362606	3	2	5	5	10	11	12	11	9	13	12	16	15	14	15	13	15	13	18	17	19	19	21	19	21	25	30	35	37	2	0	1	1	4	3	9	9	3	9	1	4	8	8	9	11	16	9	15	17	11	17	24	17	17	22	18	0	0	1	1	1	1	4	2	1	1	2	2	5	5	3	3	3	1	1	3	2	1	2	2	1	2	5	4	11	1	1
31000	-217.982419502571076	-224.837907453530448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440123876945618	3	0	5	5	11	10	12	10	9	12	12	15	14	14	15	14	16	15	18	17	19	20	21	18	20	25	29	32	36	2	0	1	1	4	3	6	9	1	9	2	4	9	10	7	6	16	7	9	11	20	16	24	16	24	22	9	0	0	1	1	1	1	2	4	1	1	4	2	5	5	2	1	1	2	1	2	4	4	1	4	1	3	1	2	10	1	1
31500	-200.587156362096778	-207.442644313056149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533204263617375	3	0	4	5	10	11	12	11	9	12	12	15	13	14	14	14	15	14	19	18	19	20	21	17	22	23	29	35	37	2	0	1	1	4	3	8	9	3	9	6	4	9	7	7	11	11	7	14	17	17	17	24	11	24	22	19	0	0	1	1	1	1	3	4	1	1	2	2	1	5	3	1	1	1	1	1	3	2	2	2	1	2	2	2	5	1	1
32000	-215.149419200661185	-222.004907151620557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522776750316309	3	0	2	5	8	11	11	9	8	11	12	16	13	14	13	13	15	15	18	17	19	20	20	19	22	22	29	35	37	3	0	2	1	4	9	8	9	3	8	2	4	10	7	7	11	16	14	9	11	20	17	24	11	24	22	18	0	0	1	1	1	1	1	2	1	1	2	1	6	4	1	1	1	1	1	1	3	2	1	3	1	3	1	1	6	1	1
32500	-195.237872597167666	-202.093360548127038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576213345733539	3	1	2	4	10	12	12	11	10	13	12	15	14	14	16	14	14	13	19	16	19	20	21	19	21	25	29	34	37	3	0	2	1	4	9	8	9	3	8	9	5	9	7	7	11	11	7	18	17	17	17	24	17	24	22	15	0	0	1	1	1	1	3	1	1	1	3	1	1	2	2	1	2	1	1	1	3	1	2	3	1	3	1	3	6	1	1
33000	-203.234869585732866	-210.090357536692238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573687221657102	3	1	2	5	11	10	12	11	10	12	11	15	15	14	15	13	16	15	17	17	20	20	21	19	21	23	29	35	37	3	0	2	1	4	3	9	9	3	9	2	4	8	7	7	11	11	14	18	16	17	17	24	17	17	22	15	0	0	1	1	1	2	2	4	1	1	4	2	3	5	1	1	2	1	3	1	1	2	2	1	1	1	3	1	8	1	1
33500	-205.774300623348722	-212.629788574308094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418363885700227	2	-1	5	6	10	11	12	11	9	13	12	15	15	14	15	13	15	15	17	18	21	21	21	17	20	23	28	34	38	2	0	1	1	4	9	8	9	3	8	3	4	8	7	7	11	16	7	14	11	11	17	24	11	24	22	18	0	0	1	1	2	2	2	1	1	1	4	1	6	4	3	1	2	1	1	2	2	3	3	2	2	3	2	1	6	1	1
34000	-200.200329019714729	-207.055816970674101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426660101449815	3	1	5	6	10	12	12	11	10	13	12	13	14	14	15	13	16	14	18	18	20	20	21	19	21	24	28	34	38	2	0	1	1	4	9	9	9	3	8	2	4	8	7	7	11	16	7	15	11	11	17	24	11	24	22	14	0	0	1	1	1	1	2	1	1	1	2	1	5	5	2	1	2	1	1	2	1	2	4	2	1	2	1	2	11	1	1
34500	-204.740553275298254	-211.596041226257626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581024575471269	2	0	4	5	9	12	9	10	12	13	13	15	12	13	15	13	14	15	19	17	19	21	21	19	21	24	29	34	38	2	0	1	1	4	3	3	7	8	8	2	4	8	9	9	6	16	8	18	11	11	11	24	11	24	22	7	0	0	1	1	1	1	2	5	2	1	1	1	6	4	1	1	2	1	1	3	2	2	2	4	1	4	1	1	7	1	1
35000	-205.665966668037981	-212.521454618997353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522575068595231	3	1	4	5	8	11	9	10	11	12	13	14	14	15	15	14	15	13	17	17	19	20	21	19	21	22	28	35	37	2	0	1	1	4	3	1	7	7	8	6	4	8	18	9	11	11	9	7	17	11	17	24	16	24	22	19	0	0	1	1	1	1	2	4	2	1	1	2	2	3	2	1	2	1	1	1	6	1	4	2	2	3	1	1	5	1	1
35500	-192.374586087818244	-199.230074038777616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578811004683391	2	1	4	6	10	10	12	11	10	12	12	12	14	14	16	13	16	15	18	17	21	19	21	19	22	23	29	34	38	2	0	1	1	4	3	9	9	3	8	6	4	8	7	14	11	16	9	7	17	11	17	24	17	24	22	7	0	0	1	1	1	2	2	3	1	1	3	1	1	3	1	1	1	1	2	2	3	1	4	2	1	1	1	2	8	1	1
36000	-196.871257943116831	-203.726745894076203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.431770749538396	3	2	4	5	10	11	12	10	9	12	11	15	15	14	16	13	16	14	16	17	20	20	21	19	21	25	29	35	38	2	0	1	1	4	3	8	9	3	8	2	4	8	7	7	11	16	7	18	11	11	17	24	20	21	22	15	0	0	1	1	1	1	2	2	1	1	2	1	5	6	3	2	2	1	1	1	1	3	5	2	1	1	1	3	6	1	1
36500	-226.072094701546746	-232.927582652506118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490758469969787	0	-1	4	6	9	10	13	9	11	12	12	13	14	15	16	13	15	15	18	17	18	20	22	19	21	24	28	33	37	2	0	1	3	4	3	9	4	8	8	6	4	8	13	14	11	16	9	15	17	11	17	11	17	24	22	9	0	0	1	1	2	2	2	4	1	1	2	2	1	4	3	1	1	1	1	2	1	1	3	2	5	2	1	2	11	1	1
37000	-210.210077197306390	-217.065565148265762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460157141591190	2	1	4	5	11	10	11	11	9	12	12	16	14	15	15	13	15	15	19	18	19	20	21	17	21	24	29	35	36	2	0	1	1	4	3	9	9	4	9	2	4	9	9	7	11	16	9	14	11	11	17	24	11	24	22	15	0	0	1	1	1	2	2	3	2	2	1	2	5	5	3	2	2	1	1	2	2	3	3	2	2	2	2	2	7	1	1
37500	-208.404833373485701	-215.260321324445073	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614116109006009	2	1	5	6	9	11	12	11	9	12	12	13	14	14	15	14	14	14	18	18	20	20	21	19	21	24	30	35	37	2	0	1	3	4	3	9	9	3	8	6	9	8	7	14	11	11	7	18	17	17	17	24	16	24	22	9	0	0	1	1	2	1	2	3	1	1	1	1	1	2	2	1	1	2	1	1	2	1	3	3	1	2	1	2	9	1	1
38000	-188.329598474574198	-195.185086425533569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608804287819396	2	1	3	5	9	11	12	11	10	12	12	15	14	14	14	14	16	15	18	17	20	20	22	19	21	23	28	35	37	2	0	1	1	4	1	9	9	3	9	9	4	8	7	7	11	11	7	14	17	17	17	24	17	24	22	18	0	0	1	1	1	1	2	4	1	1	3	1	1	4	1	2	2	1	3	2	2	1	2	2	1	1	1	1	7	1	1
38500	-198.497204431151289	-205.352692382110661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422237870403370	3	1	5	6	10	12	11	10	9	12	11	15	12	14	16	12	16	14	18	17	20	18	21	19	22	23	26	34	38	2	0	1	1	4	9	9	9	3	9	2	4	8	7	14	11	16	7	14	11	11	17	24	11	24	22	14	0	0	1	1	1	2	1	2	1	1	2	2	4	3	1	2	1	1	2	2	2	4	5	1	1	4	1	2	5	1	1
39000	-203.935151801696350	-210.790639752655721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483734496738994	2	0	4	6	9	11	12	10	9	12	12	16	15	13	16	13	16	13	18	17	19	20	20	18	21	24	30	35	38	2	0	1	1	4	3	9	9	1	8	2	4	8	7	6	11	16	7	14	11	11	17	24	11	24	22	7	0	0	1	1	1	2	1	4	1	1	3	1	6	3	2	1	2	1	1	1	2	3	3	3	1	3	1	2	8	1	1
39500	-201.212469880986333	-208.067957831945705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580752600815470	2	0	5	5	10	11	12	11	10	12	12	15	14	13	16	13	15	14	18	17	20	21	22	18	19	24	28	34	37	2	0	1	1	4	3	9	9	3	9	2	4	8	7	14	11	16	14	7	17	17	11	24	17	11	22	19	0	0	1	1	1	2	3	3	1	1	3	1	5	5	2	1	2	1	1	1	3	1	3	5	2	1	3	1	5	1	1
40000	-213.107747816237065	-219.963235767196437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397178450416193	2	1	4	6	10	11	13	11	10	12	12	15	12	15	15	13	16	13	18	18	20	19	21	19	19	25	28	34	38	2	0	1	1	4	3	8	9	3	6	2	4	9	9	18	11	16	6	15	17	11	17	25	17	11	22	14	0	0	1	1	1	1	2	3	2	1	2	1	3	4	1	2	2	1	2	1	2	1	3	1	1	1	4	2	8	1	1
40500	-191.258336582762524	-198.113824533721896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457374284849825	2	1	5	6	10	11	12	11	10	12	12	15	14	15	16	13	16	14	18	17	21	20	20	19	22	24	29	35	37	2	0	1	1	4	3	9	9	3	9	2	4	8	7	7	11	16	7	7	11	11	17	24	17	24	22	14	0	0	1	1	1	2	1	2	1	1	2	1	5	4	1	2	2	1	2	1	2	3	4	3	1	2	3	2	7	1	1
41000	-207.596111168821778	-214.451599119781150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517965462002408	2	0	4	5	8	10	13	9	11	12	13	15	14	13	16	14	16	14	17	17	19	19	20	18	20	24	28	33	37	2	0	1	1	4	3	9	3	8	9	2	4	10	9	7	11	16	9	15	11	11	11	24	11	24	22	18	0	0	1	1	2	1	1	4	1	4	1	1	8	4	1	1	2	1	1	2	1	2	2	3	1	2	1	2	6	1	1
41500	-219.040915449668034	-225.896403400627406	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438900238648237	2	1	4	6	11	12	13	9	12	12	12	15	12	13	15	13	14	14	18	16	19	20	22	19	21	24	30	32	38	2	0	1	3	4	3	9	3	8	8	2	4	8	9	14	2	16	3	9	17	16	17	24	16	24	22	18	0	0	1	1	2	1	2	2	1	3	1	2	7	4	2	1	2	6	1	6	3	1	3	3	1	3	1	2	7	1	1
42000	-198.489197136066139	-205.344685087025510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503594441015601	3	1	5	5	10	11	13	9	10	12	12	15	14	14	16	14	16	15	17	17	20	19	21	18	21	24	27	35	37	2	0	1	1	4	3	8	3	3	9	2	4	8	7	7	11	16	7	14	11	11	17	24	11	24	22	15	0	0	1	1	1	2	2	2	2	2	2	1	5	5	2	1	2	1	1	1	2	3	5	1	2	3	2	2	6	1	1
42500	-201.198832200202247	-208.054320151161619	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458066118162302	2	0	4	6	10	10	11	11	9	13	11	14	15	13	15	13	15	13	18	17	20	21	21	19	21	25	29	34	34	2	0	1	1	4	3	9	9	3	8	3	4	8	9	18	11	16	7	15	17	11	24	24	16	24	22	14	0	0	1	1	2	2	2	3	1	1	1	1	4	5	2	2	2	1	1	1	1	1	5	1	1	3	1	1	8	1	1
43000	-208.653257632741258	-215.508745583700630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699991824352772	3	0	4	6	10	11	12	10	9	12	12	15	15	13	15	14	15	15	17	17	20	21	22	19	20	24	29	33	38	2	0	1	1	4	3	9	9	3	8	9	4	14	3	7	11	11	7	15	11	11	21	24	11	24	22	14	0	0	1	1	1	2	2	3	1	1	2	1	2	5	1	3	2	1	1	2	1	2	3	1	1	4	1	2	7	1	1
43500	-192.802052046111271	-199.657539997070643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465140261841828	2	1	5	6	11	11	12	11	10	12	12	15	14	15	15	14	15	14	16	16	20	20	21	19	21	24	28	35	38	2	0	1	3	4	3	3	9	3	9	6	4	9	7	8	11	11	7	7	11	17	17	24	17	24	22	14	0	0	1	1	2	1	2	3	3	1	3	1	1	3	2	2	2	1	2	1	2	2	2	3	1	3	1	2	8	1	1
44000	-206.105346292719247	-212.960834243678619	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.391657120047606	3	1	5	6	9	11	12	11	9	12	12	16	14	15	16	13	15	14	18	17	20	21	21	18	21	23	30	34	37	2	0	1	1	4	3	9	9	3	9	2	4	8	7	7	6	16	7	14	11	11	17	17	11	24	22	18	0	0	1	1	1	2	2	3	1	1	2	1	6	6	1	2	2	1	1	2	3	2	5	2	3	3	1	1	7	1	1
44500	-189.238114176125436	-196.093602127084807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494721284551532	3	1	4	6	10	11	12	11	10	13	11	15	13	15	15	14	15	14	18	17	20	20	21	19	21	24	29	32	37	2	0	1	1	4	3	8	9	1	9	9	4	9	8	7	11	11	9	15	17	16	17	24	17	24	22	14	0	0	1	1	1	1	2	3	1	1	4	1	1	4	2	3	2	2	2	2	1	1	3	2	1	2	1	2	6	1	1
45000	-211.728620995578240	-218.584108946537611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437447996024706	2	1	4	5	10	12	11	10	9	12	11	16	14	14	16	13	15	14	17	17	21	19	20	19	22	23	29	34	37	2	0	1	1	4	9	9	9	3	9	4	4	8	7	7	11	11	7	9	16	17	16	24	17	24	22	15	0	0	1	1	1	3	2	2	1	1	2	3	3	5	4	2	2	1	2	2	4	3	3	2	1	2	2	2	6	1	1
45500	-212.797017854701494	-219.652505805660866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446769130004661	2	1	4	6	10	11	11	10	8	13	13	16	15	14	15	14	15	14	19	17	20	21	22	19	21	24	28	32	38	2	0	1	3	4	9	9	9	3	8	2	4	8	7	9	11	16	7	15	17	11	17	25	11	11	22	9	0	0	1	1	1	2	2	2	2	1	2	1	6	4	3	2	2	1	1	2	1	1	2	3	1	2	4	2	11	1	1
46000	-205.034556717733409	-211.890044668692781	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516680730364538	3	1	5	5	10	10	12	11	10	12	12	15	14	14	15	14	16	13	18	17	21	20	21	18	22	25	28	35	37	2	0	1	1	4	3	9	9	3	9	2	6	9	7	7	11	16	8	18	11	22	17	24	11	24	22	15	0	0	1	1	1	1	2	2	2	1	2	1	4	2	1	2	2	1	1	1	2	2	1	2	1	3	2	2	5	1	1
46500	-202.163126874347654	-209.018614825307026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448774300418067	3	2	5	6	10	11	12	11	9	13	13	13	13	13	16	14	16	13	18	17	20	21	21	18	21	23	28	34	38	2	0	1	1	4	9	8	9	3	7	2	4	8	7	8	11	16	7	15	11	17	11	24	11	24	22	15	0	0	1	1	1	2	2	1	1	1	2	1	6	3	2	1	4	1	1	1	1	2	2	3	3	3	2	1	6	1	1
47000	-238.133686905148636	-244.989174856108008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447007337562793	2	1	5	5	10	9	13	10	11	13	12	15	13	15	14	14	15	15	19	16	19	20	22	19	21	24	29	34	37	2	0	1	1	4	3	3	6	8	8	6	4	8	8	8	11	11	15	7	11	11	17	25	16	11	22	9	0	0	1	1	1	1	2	1	4	1	1	1	1	5	1	3	2	2	2	1	3	3	3	3	1	3	5	2	8	1	1
47500	-206.029357165077357	-212.884845116036729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490156057589913	2	1	4	6	11	11	12	9	12	12	12	14	14	14	15	14	14	13	18	17	20	19	20	19	21	25	29	35	37	2	0	1	1	4	3	8	3	8	8	2	4	8	18	14	11	11	7	7	11	11	11	24	11	24	22	18	0	0	1	1	1	2	2	3	3	2	2	1	4	4	2	1	1	1	1	1	2	2	3	6	1	3	1	3	7	1	1
48000	-197.525956537356393	-204.381444488315765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527967462655374	3	1	5	5	10	10	12	9	11	13	11	14	14	15	16	12	14	14	18	18	19	20	21	19	21	24	30	35	37	2	0	1	1	4	1	9	3	8	6	2	4	10	7	7	11	16	9	15	11	11	11	24	11	24	22	15	0	0	1	1	1	1	2	5	1	3	1	2	4	4	1	2	2	1	1	1	1	3	4	4	1	3	1	2	6	1	1
48500	-200.601740749146842	-207.457228700106214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402201625298567	3	1	5	6	11	12	12	10	11	12	13	15	15	14	15	14	15	14	19	16	20	19	21	19	21	25	30	34	38	2	0	1	1	4	1	9	1	8	8	2	6	18	9	9	11	16	9	18	11	11	17	24	11	11	22	14	0	0	1	1	1	1	2	4	1	4	1	1	5	1	1	2	2	1	1	2	3	2	3	2	1	3	4	3	7	1	1
49000	-224.861236066811529	-231.716724017770900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437937509394918	3	1	5	5	9	11	13	11	9	13	12	14	13	14	14	13	16	15	18	18	19	19	21	19	18	25	28	34	38	2	0	1	1	4	9	9	9	1	8	3	4	8	8	8	2	16	14	9	11	16	16	24	16	16	22	19	0	0	1	1	2	1	1	1	3	1	2	1	3	5	1	2	2	6	1	1	3	4	3	3	1	3	2	3	3	1	1
49500	-220.087765657987035	-226.943253608946407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492749400995685	2	1	4	4	9	11	12	11	9	13	12	14	14	14	15	13	14	14	18	16	19	20	21	19	21	25	30	34	36	2	0	1	1	4	3	8	9	1	8	2	4	9	7	18	1	6	7	18	16	11	11	24	17	24	22	15	0	0	1	1	1	1	3	4	1	2	4	1	5	5	2	1	1	6	2	1	2	1	4	4	1	2	2	3	8	1	1
50000	-203.293098973740001	-210.148586924699373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428897325884140	2	1	4	5	9	10	13	11	10	12	10	15	13	14	16	13	15	15	17	17	19	20	20	18	21	25	27	35	37	2	0	1	1	4	3	9	9	3	9	2	4	9	7	18	11	16	14	18	17	11	11	24	11	24	22	19	0	0	1	1	1	2	2	3	1	1	3	1	4	3	2	1	1	1	1	1	1	1	4	4	1	4	2	2	4	1	1
50500	-206.381050588866202	-213.236538539825574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438230484650513	3	2	5	5	9	10	12	10	9	11	12	16	14	15	15	13	15	14	18	17	20	21	20	19	21	23	29	34	38	2	0	1	1	4	3	9	9	3	9	2	4	8	8	7	11	16	7	14	11	11	11	24	17	17	22	14	0	0	1	1	1	1	2	3	2	1	2	1	6	5	3	3	2	1	1	2	2	2	3	5	1	2	2	1	6	1	1
51000	-204.760875914639399	-211.616363865598771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433893393773306	3	1	5	5	10	11	11	11	10	13	12	14	14	15	14	13	15	15	18	17	20	20	22	20	21	25	29	34	36	2	0	1	1	4	3	9	9	3	8	2	4	9	7	7	11	16	7	18	11	17	17	24	17	11	22	14	0	0	1	1	1	1	2	3	1	1	3	2	6	4	1	2	2	1	1	3	2	2	3	2	1	2	4	3	8	1	1
51500	-203.901576943425056	-210.757064894384428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432459108411433	3	1	5	5	9	10	12	10	9	13	12	15	15	15	15	14	15	14	17	17	20	20	20	19	21	23	28	34	37	2	0	1	1	4	3	9	9	3	9	6	4	8	7	7	11	11	3	18	11	16	17	24	17	24	22	14	0	0	1	1	2	1	2	2	1	1	2	3	1	5	4	2	2	2	2	4	2	2	3	2	1	3	1	1	5	1	1
52000	-204.931935346036227	-211.787423296995598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499268802630995	2	1	4	6	10	11	11	10	9	13	12	15	14	15	12	13	16	15	18	17	20	18	21	19	21	24	29	33	36	2	0	1	1	4	9	9	9	1	8	9	4	8	7	7	11	11	15	18	11	17	17	24	16	24	22	15	0	0	1	1	1	2	2	2	1	1	3	2	1	4	2	2	1	1	2	2	2	3	1	1	2	3	1	2	7	1	1
52500	-200.911140260460598	-207.766628211419970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.431321213391790	3	1	5	6	10	11	13	11	9	12	12	15	14	14	15	14	16	15	17	18	21	20	21	19	21	24	29	34	37	2	0	1	1	4	3	8	9	3	8	6	4	8	6	9	11	16	7	6	17	17	17	24	17	24	22	19	0	0	2	1	1	1	2	3	1	2	2	1	1	6	2	2	3	1	1	1	3	1	3	3	1	1	1	2	6	1	1
53000	-211.461807980240764	-218.317295931200135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506704135681037	3	1	5	5	9	9	12	11	10	12	12	16	14	15	16	14	15	15	17	17	20	20	22	17	21	24	28	35	36	2	0	1	1	4	3	9	9	3	9	9	4	9	7	14	11	16	7	14	11	11	11	24	11	24	22	18	0	0	1	1	1	1	2	2	1	1	2	1	1	6	1	2	1	1	1	2	1	2	4	4	2	2	2	2	7	1	1
53500	-189.526013130347337	-196.381501081306709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500109699715536	3	1	4	5	10	11	12	11	10	12	12	13	14	15	14	13	16	13	18	17	20	20	21	20	21	24	27	34	38	2	0	1	1	4	3	8	9	1	9	6	4	8	18	7	11	11	7	14	17	17	11	24	17	17	22	9	0	0	1	1	1	1	2	4	1	1	3	1	1	3	1	1	1	1	2	1	2	1	2	3	1	2	3	3	8	1	1
54000	-188.506385258140057	-195.361873209099429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629485354145152	2	1	4	6	10	12	13	11	10	12	11	14	14	14	16	14	15	15	18	16	20	19	21	19	21	24	28	34	37	2	0	1	1	4	9	8	9	3	9	9	9	8	7	18	11	11	7	15	16	16	17	24	17	24	22	9	0	0	1	1	1	2	1	1	1	1	3	1	1	2	2	1	1	2	1	1	1	1	3	2	1	2	1	2	8	1	1
54500	-200.715136143017418	-207.570624093976789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411868916223088	3	2	5	6	11	11	12	11	10	13	13	16	14	14	16	14	16	14	17	17	20	20	22	18	22	25	28	33	37	2	0	1	1	4	3	9	9	3	8	2	4	8	7	14	11	16	7	7	11	11	17	24	17	24	22	7	0	0	1	1	1	1	2	3	1	1	2	1	3	6	2	1	1	1	1	1	2	2	3	2	2	1	2	3	8	1	1
55000	-221.675097711014047	-228.530585661973419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527631988629721	2	0	4	5	9	9	12	8	11	12	12	12	15	14	16	13	15	13	18	17	17	20	21	19	21	25	28	33	37	2	0	1	1	4	3	3	3	6	8	3	4	7	9	9	11	16	9	15	11	11	17	24	17	24	22	15	0	0	1	1	1	1	2	2	4	2	1	3	4	4	2	2	1	1	1	2	1	2	2	2	1	2	1	3	4	1	1
