step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
11500	-361.556821918719891	-370.607665299171231	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996597860904166	-5	23	10	4	18	32	26	31	28	33	40	39	28	44	34	39	34	53	39	50	47	38	43	38	47	58	39	38	42	45	46	52	45	48	50	41	47	48	45	47	45	50	57	48	58	51	53	56	71	50	53	69	59	50	61	56	61	62	66	64	72	76	66	83	77	79	67	76	69	76	0	5	4	1	1	9	2	7	7	7	6	9	2	13	13	7	9	54	6	41	28	17	19	9	24	25	13	17	22	27	22	23	11	39	29	8	27	6	19	23	36	36	20	23	14	31	40	35	60	28	38	58	50	39	48	29	32	50	46	20	67	60	58	62	52	69	53	61	60	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-355.672472516939138	-364.723315897390478	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987285658609632	-1	15	12	11	21	36	30	28	26	32	37	35	32	43	34	44	38	53	30	49	44	44	45	40	53	59	45	45	48	44	42	55	41	57	42	51	45	54	48	47	53	49	50	47	58	52	51	42	65	55	51	69	62	61	61	60	67	61	66	64	70	75	69	83	75	76	81	74	78	83	0	4	1	1	2	7	9	5	2	7	10	8	5	24	8	10	7	37	5	21	24	6	11	8	43	36	48	17	23	12	17	6	10	46	11	7	14	31	6	14	16	22	21	12	38	35	24	12	34	22	16	53	41	50	50	34	58	50	58	58	59	49	49	66	63	63	59	54	65	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-362.268144740217281	-371.318988120668621	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977064688449184	-1	22	10	13	20	36	26	26	30	39	42	29	35	47	32	39	34	54	43	43	45	42	37	34	52	60	49	41	42	34	39	52	45	54	50	51	46	51	49	40	48	56	51	43	52	42	53	56	67	58	48	70	58	57	63	62	61	65	58	64	59	73	62	83	71	81	78	72	75	83	0	4	1	3	3	9	5	5	2	23	24	7	15	44	8	30	7	43	6	24	17	17	15	8	28	32	40	13	6	12	8	19	22	27	21	21	29	6	29	30	13	20	28	23	14	23	46	25	54	43	28	53	35	47	41	42	54	53	32	27	38	52	47	68	63	52	58	56	55	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-369.652074909608416	-378.702918290059756	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972632262920543	0	21	12	10	18	36	28	25	24	31	39	36	31	47	35	41	31	53	35	49	47	43	41	44	46	59	44	38	42	41	48	53	47	51	41	48	43	53	50	44	51	45	57	49	51	56	53	49	66	60	61	72	53	59	56	56	64	58	56	49	72	71	64	79	77	76	83	72	81	82	0	4	1	1	4	15	2	5	5	9	17	9	2	29	10	10	8	31	13	24	29	28	10	30	30	18	6	17	15	9	24	14	35	25	12	30	17	33	35	12	30	35	32	40	44	24	44	35	56	39	58	54	14	38	11	25	46	23	37	23	32	54	38	68	49	62	66	43	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-366.649672094542325	-375.700515474993665	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991642374244635	2	23	13	9	21	34	27	29	22	31	38	39	24	48	37	35	38	53	32	38	44	44	38	45	44	62	42	38	39	44	45	51	45	49	44	49	46	52	43	47	50	53	54	46	54	55	54	59	62	56	54	67	63	54	52	63	72	64	57	56	65	74	65	87	66	76	76	69	74	81	0	3	4	1	4	8	9	3	3	2	5	6	5	15	8	2	16	37	13	16	20	19	10	20	6	60	13	19	9	11	17	21	12	22	16	17	23	14	19	27	31	40	32	39	21	38	25	51	59	21	44	41	51	30	44	60	56	41	41	34	55	26	48	70	54	52	58	58	49	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-360.040418713262000	-369.091262093713340	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975675021111869	0	22	14	9	17	35	27	27	27	33	37	33	32	48	30	38	38	54	40	48	41	38	45	42	50	59	46	40	44	41	41	56	35	47	42	51	44	49	48	47	43	53	50	51	58	60	48	62	67	48	50	70	49	57	59	54	70	66	61	53	72	72	66	88	76	79	79	65	77	78	0	1	4	1	4	8	3	2	2	15	10	7	8	17	8	13	7	14	6	23	33	8	35	33	40	36	17	13	33	16	6	36	2	24	33	47	17	24	24	17	22	37	19	30	29	50	30	56	48	35	35	58	27	53	42	50	47	59	60	27	63	68	54	70	63	57	62	55	61	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-362.217780856596448	-371.268624237047788	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996598244394058	0	25	6	11	15	36	26	28	28	33	37	37	32	47	39	45	34	46	42	46	42	37	45	42	55	56	39	45	47	36	43	52	50	53	49	47	38	55	42	41	50	51	60	48	54	59	53	56	72	59	59	69	62	51	56	60	64	61	67	59	72	78	65	81	71	71	82	77	75	79	0	5	1	3	3	9	5	2	2	8	13	13	2	15	17	19	7	30	27	30	12	9	37	27	24	34	30	15	28	8	15	28	39	20	30	19	13	28	37	17	21	29	32	40	19	18	41	18	50	32	32	25	48	20	22	33	50	54	55	42	43	65	36	66	26	59	69	65	65	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-365.666557806619494	-374.717401187070834	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.947196356818160	3	24	14	10	21	31	28	27	24	36	39	33	33	46	32	41	33	50	41	49	35	36	38	44	52	61	45	41	44	42	41	52	40	54	50	49	40	53	35	45	47	53	59	50	58	56	49	56	66	50	53	68	54	56	58	55	63	66	70	62	68	76	61	83	68	66	81	69	74	77	0	3	1	1	1	9	2	2	3	15	39	2	3	11	2	12	7	14	17	27	2	2	13	23	24	32	30	10	31	13	10	40	17	29	11	29	21	14	2	28	23	14	25	16	38	47	11	31	46	40	30	43	24	47	20	35	42	34	49	35	26	61	42	59	46	20	49	57	49	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-361.282241197917131	-370.333084578368471	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991806320253733	4	24	9	7	15	34	22	24	32	37	39	38	29	43	35	43	40	55	43	47	41	45	40	43	43	58	47	42	45	37	45	54	44	53	50	52	42	56	43	47	47	51	57	49	59	59	50	58	65	52	51	68	49	53	63	61	72	65	65	55	67	75	67	84	75	78	83	73	83	67	0	5	1	1	3	13	3	5	7	9	15	15	8	30	13	10	6	19	12	23	15	28	2	15	9	42	37	15	23	2	23	29	10	37	10	40	15	47	30	13	15	16	25	33	44	38	20	51	26	40	28	42	21	20	18	20	52	56	38	12	58	52	45	65	18	65	66	60	65	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-373.455910822742794	-382.506754203194134	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994699341610488	2	15	10	6	18	36	20	30	25	34	38	33	32	38	33	45	29	55	36	46	44	39	41	45	51	61	44	44	43	41	40	51	36	54	52	46	35	53	48	52	49	44	48	47	56	55	47	53	67	57	55	54	55	59	63	60	63	63	61	63	72	77	60	83	69	64	73	70	79	74	0	4	4	1	2	9	2	7	7	17	37	8	17	13	9	6	5	43	8	33	14	17	10	22	41	50	37	13	14	33	6	14	8	24	22	9	7	42	11	24	31	6	31	6	43	29	22	41	55	20	40	42	27	38	56	21	18	53	38	35	63	63	40	70	55	26	26	26	61	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-380.538940875220817	-389.589784255672157	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978199755350872	-8	20	3	11	15	34	27	25	27	29	40	38	35	49	34	45	34	53	39	34	45	43	41	42	44	59	43	47	39	39	45	56	48	54	47	45	48	53	47	46	47	52	56	50	55	61	50	47	71	59	54	67	60	53	62	57	72	64	64	62	72	67	70	79	77	75	78	68	78	85	0	4	1	3	3	2	2	4	5	2	12	15	10	24	7	24	7	31	20	2	30	23	19	12	17	24	20	13	13	20	23	21	19	38	23	8	10	41	25	19	29	16	18	36	27	47	23	27	55	43	16	50	14	35	32	36	18	50	18	39	68	34	55	66	49	62	60	45	63	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-364.341396731524526	-373.392240111975866	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972765770513723	-2	18	13	5	19	37	27	27	24	36	33	37	32	48	36	45	38	51	41	43	48	44	39	36	52	59	49	43	44	41	46	52	44	50	46	51	44	56	48	35	47	52	58	48	56	60	53	53	69	60	55	68	62	58	52	65	64	58	57	62	73	68	63	83	76	80	75	73	80	73	0	3	1	1	4	11	2	9	2	13	9	8	2	28	11	40	11	16	13	15	20	24	12	5	37	51	23	23	11	6	12	22	40	22	15	35	40	22	28	7	15	30	34	29	51	35	29	20	54	18	44	43	55	48	14	21	54	21	51	48	56	60	21	67	60	49	49	26	70	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-364.275446140291649	-373.326289520742989	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980820636553243	1	20	8	14	12	33	24	26	21	28	38	36	26	50	36	41	39	46	41	43	34	45	41	33	50	55	39	39	44	44	25	54	45	53	49	49	49	50	47	50	46	56	56	48	57	60	47	61	67	57	59	69	56	55	47	60	67	62	59	63	74	72	63	75	72	77	78	62	84	74	0	5	1	3	1	7	3	7	5	2	6	6	3	33	31	12	10	24	11	12	13	28	12	8	18	29	24	12	15	16	3	33	27	30	19	29	20	20	28	41	11	25	44	17	35	40	20	35	58	38	35	59	55	39	12	34	26	32	44	42	57	63	50	68	58	52	57	45	64	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-362.010266710502208	-371.061110090953548	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993549847303964	1	22	10	8	17	32	26	30	32	26	38	37	32	49	28	44	38	49	39	47	41	37	40	42	53	52	43	43	38	44	39	54	45	50	52	51	44	56	44	38	50	53	49	47	53	61	52	57	66	50	59	66	58	60	57	62	65	55	67	62	65	78	69	77	76	81	76	74	77	74	0	4	1	1	4	10	2	2	2	2	15	6	7	17	10	22	9	22	6	16	13	8	9	17	21	43	23	9	9	29	13	43	13	23	37	19	17	18	17	2	39	28	20	12	28	48	44	47	48	20	58	48	42	18	41	48	50	50	46	32	54	63	35	38	63	63	63	52	56	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-374.727703037106096	-383.778546417557436	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984946060227063	1	18	4	12	18	20	24	29	30	28	37	36	35	51	29	41	39	48	37	46	48	33	45	38	54	55	44	45	42	45	42	53	41	57	50	37	47	47	44	47	52	48	50	42	58	58	53	51	55	56	56	60	58	52	57	60	59	51	69	64	70	73	67	81	76	72	81	72	78	80	0	4	1	1	4	4	5	6	7	7	7	9	22	16	2	19	22	44	10	17	27	9	11	22	19	30	22	12	12	17	13	16	12	18	36	7	44	44	24	33	27	9	30	12	32	32	38	30	24	18	28	34	21	28	24	18	54	33	56	14	26	52	55	68	63	61	65	63	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-365.598898230738314	-374.649741611189654	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984102760594133	5	15	11	11	18	36	21	28	29	35	36	34	31	50	38	42	35	48	41	41	42	38	44	36	48	55	48	29	32	46	40	52	45	46	51	47	47	56	39	48	45	44	58	50	55	55	54	51	63	54	59	62	59	54	57	60	65	60	60	65	66	70	64	86	74	73	83	71	73	78	0	1	1	1	2	9	2	4	7	13	28	13	7	11	29	28	9	33	17	6	11	9	31	29	31	37	19	2	7	42	17	40	19	19	42	20	19	41	10	29	24	11	48	23	48	34	20	16	51	27	32	55	40	36	11	46	45	25	45	46	53	61	51	67	53	38	70	60	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-375.173360382254884	-384.224203762706225	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.939481029582033	3	22	10	9	17	37	27	30	33	34	31	31	30	49	29	43	40	53	36	40	38	39	42	39	52	60	28	44	40	44	46	49	42	46	51	47	47	50	44	44	50	57	59	51	46	60	52	56	72	59	59	73	59	53	56	53	65	62	57	67	73	75	64	81	68	82	74	73	78	76	0	5	1	1	3	15	2	5	7	7	27	15	5	30	5	10	6	23	7	8	12	19	19	12	45	31	2	12	9	19	20	17	8	22	34	30	39	39	6	29	16	18	48	30	33	47	41	54	57	41	44	58	54	37	34	33	46	14	31	42	35	68	25	68	63	70	58	53	48	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-370.704590561849443	-379.755433942300783	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981997967275953	1	23	8	8	19	39	28	26	33	27	40	39	35	41	34	41	36	47	42	48	46	43	36	43	53	54	46	43	49	42	45	49	46	52	46	49	47	56	42	50	40	48	45	45	59	51	47	54	67	52	55	63	52	61	63	63	69	55	65	56	62	73	63	82	73	75	80	70	83	76	0	5	1	1	3	17	3	2	7	5	17	9	2	17	10	7	8	41	12	14	24	17	9	11	35	36	23	13	17	9	39	14	14	37	19	41	22	34	23	43	17	23	30	39	46	44	28	35	52	18	32	26	32	38	29	25	53	22	40	27	40	49	60	66	68	54	70	55	38	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-372.170337391901228	-381.221180772352568	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973238382375269	5	17	11	11	20	35	29	27	25	37	37	33	34	48	34	30	38	52	36	48	47	45	38	44	55	59	45	42	44	46	34	48	43	49	48	50	52	55	48	45	49	52	51	45	53	58	47	54	64	58	61	69	57	54	57	64	67	54	61	63	64	68	64	80	74	68	69	67	86	77	0	1	1	1	3	7	9	5	5	16	13	16	5	27	9	5	31	20	3	11	13	17	12	11	29	40	13	13	12	23	7	40	11	27	21	40	39	42	29	11	27	40	29	6	39	36	11	21	20	24	50	59	18	14	54	58	63	36	40	46	37	50	53	66	57	56	61	51	67	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-366.952249661185590	-376.003093041636930	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981518583632127	3	20	11	9	14	33	18	24	22	31	37	35	30	50	35	40	35	49	39	46	45	47	44	38	53	55	49	43	43	43	48	55	42	53	43	46	46	55	49	51	48	57	50	50	54	60	49	51	59	56	59	69	55	45	57	63	70	61	65	66	69	78	67	80	74	73	72	63	86	71	0	3	4	1	3	10	4	9	3	8	8	10	8	37	10	10	2	29	10	19	15	33	15	6	41	39	16	11	24	24	24	33	6	33	16	30	17	41	21	23	54	39	35	16	20	53	36	19	45	37	25	59	18	16	14	42	53	40	42	38	25	38	58	32	61	63	63	53	66	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-367.644915260937182	-376.695758641388522	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984672972483619	0	19	7	11	17	38	28	26	25	34	37	38	32	45	32	37	30	49	37	48	46	45	41	41	50	60	46	42	48	41	37	55	44	53	48	52	41	52	44	42	51	52	55	44	54	57	47	57	62	59	60	67	62	58	46	62	69	63	70	66	73	73	67	71	70	72	78	51	76	73	0	4	1	3	3	13	8	2	4	17	15	15	9	11	9	9	8	23	7	14	37	24	16	13	6	41	40	16	39	19	17	27	37	12	39	33	6	27	23	19	37	22	36	11	33	35	14	20	34	68	29	50	43	38	23	55	26	34	68	45	58	57	56	56	58	32	70	44	54	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-388.971054458675212	-398.021897839126552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965273831104214	2	18	7	12	16	34	28	24	30	27	41	40	32	49	37	32	39	48	41	44	44	34	42	44	52	46	48	34	46	39	45	49	39	54	49	50	45	49	46	50	52	55	58	40	51	52	54	57	67	50	60	69	59	47	53	60	71	60	60	58	69	79	64	76	75	70	75	58	77	80	0	3	1	3	3	3	8	2	10	4	6	13	8	33	6	8	8	12	30	16	17	7	22	12	33	11	33	16	30	9	19	33	13	46	24	31	44	24	6	26	26	38	18	16	23	17	35	46	56	33	37	38	46	24	21	46	66	27	43	34	47	63	27	57	60	53	61	40	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-373.694749082948647	-382.745592463399987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997694694914511	-4	16	12	7	17	40	30	25	28	34	34	37	33	42	36	42	39	55	37	32	42	37	37	45	47	59	48	46	43	42	41	53	41	53	51	53	50	56	46	50	34	44	52	51	56	60	50	50	69	57	56	70	61	53	63	61	67	66	58	60	68	69	63	75	73	77	82	74	78	74	0	4	4	1	3	13	8	5	8	3	20	20	2	15	8	10	22	32	10	8	17	8	7	41	33	54	42	30	15	19	20	27	9	24	16	14	42	44	17	39	9	19	27	25	28	27	41	25	56	37	36	46	25	37	40	25	56	46	48	21	55	63	54	61	63	58	65	61	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-359.603081141750295	-368.653924522201635	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996005613956283	-3	21	5	7	8	34	24	28	31	35	37	38	31	47	35	35	40	49	40	49	46	43	41	36	50	60	50	43	44	41	45	58	47	58	45	44	46	55	39	44	51	54	55	49	54	52	51	54	70	56	55	71	62	56	61	62	69	57	64	65	70	76	71	81	67	74	82	73	79	84	0	5	1	3	1	7	2	2	2	9	9	15	2	36	9	13	12	22	7	40	19	11	11	9	35	50	40	6	9	9	6	27	17	38	15	23	23	18	10	23	23	20	40	37	14	33	40	37	60	41	46	43	42	44	44	31	42	47	27	34	65	61	25	52	55	57	66	57	49	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-361.660812563935053	-370.711655944386393	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996301584898284	2	20	7	12	21	33	27	27	29	38	42	39	30	35	36	42	41	50	39	44	43	43	41	35	45	53	47	43	42	40	45	55	41	51	48	45	47	40	49	48	45	53	55	52	50	50	46	56	67	47	54	65	60	59	59	58	65	63	62	68	66	72	64	82	75	76	69	73	82	79	0	4	1	3	4	7	5	5	2	7	14	13	7	7	7	13	6	22	8	14	24	19	14	7	24	36	24	10	24	14	30	31	14	25	22	30	28	15	11	29	21	20	46	18	50	28	38	40	37	29	24	56	32	26	26	39	43	40	55	53	54	58	42	58	59	54	53	59	66	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-372.909364275997461	-381.960207656448802	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990811817301616	1	22	6	8	19	33	23	29	31	26	36	35	30	49	27	40	34	52	43	40	43	44	44	42	53	59	44	44	39	37	43	53	49	55	50	49	49	56	50	48	52	54	54	45	52	52	55	54	69	58	47	62	56	52	43	51	63	64	50	58	73	63	54	78	78	76	78	73	84	76	0	3	1	1	4	2	3	7	10	2	13	6	10	24	7	12	9	35	29	11	12	16	9	6	39	39	30	16	6	13	10	33	29	25	22	16	44	48	27	29	36	40	40	17	23	27	18	51	62	46	6	47	56	55	12	16	35	42	23	43	49	26	59	66	49	61	68	58	66	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
