step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17
40000	-65.920648224954320	-64.539119442644932	-1.381528782309391	0.000007072144855	0.000005196476994	0.734780904527630	0.466543363519828	-1	3	8	9	9	11	13	14	15	18	16	18	20	18	18	21	21	0	1	2	3	2	4	6	4	7	11	8	11	12	6	4	14	11	1	3	2	1	3	1	1	2	1	1	1	1	1	3	3	2	3
40500	-62.809062897642733	-58.959645178179215	-3.849417719463519	0.000000350124592	0.000003243751846	9.264564445091301	0.814079275804877	-1	3	7	9	10	12	14	12	15	20	16	17	19	18	18	21	21	0	1	2	3	4	4	6	5	6	13	6	9	11	12	3	13	11	1	2	1	1	1	1	1	1	2	1	2	1	1	1	6	1	2
41000	-71.046933816309490	-69.136512491081746	-1.910421325227746	0.000005034006011	0.000000773518785	0.153658693171793	0.637545970825352	-2	3	8	8	9	12	14	14	16	18	16	16	19	17	18	19	22	0	1	2	2	3	5	6	3	7	8	4	8	14	11	8	14	14	1	2	3	2	1	2	1	2	1	2	3	2	2	1	2	1	3
41500	-68.190394182077881	-66.753721117052692	-1.436673065025196	0.000000558063883	0.000000517393158	0.927121739953477	0.383467364132217	0	3	8	10	10	12	15	14	16	19	17	17	20	17	17	18	21	0	1	2	3	3	5	2	4	6	11	9	7	11	9	8	8	12	1	1	3	1	1	1	7	2	2	1	1	1	1	1	2	3	3
42000	-53.619342603999094	-51.730912885310474	-1.888429718688621	0.000001678439291	0.000003453534133	2.057586563664275	0.897864473617756	-2	3	8	9	10	13	15	14	15	20	16	17	18	18	19	20	22	0	1	2	3	4	5	8	6	6	13	7	6	11	6	12	13	10	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
42500	-64.369309610203203	-62.667931612537167	-1.701377997666034	0.000002448759427	0.000003914490324	1.598560594121618	0.629367054586781	-1	4	7	10	9	12	14	14	14	19	16	17	19	17	18	20	22	0	1	2	3	3	5	6	6	5	15	8	9	11	3	9	15	15	1	3	1	1	1	1	1	1	1	1	1	2	1	5	2	2	2
43000	-61.876950254942948	-60.128801280754288	-1.748148974188659	0.000005204706927	0.000000986982836	0.189632740153602	0.594037292489144	-1	3	8	10	9	13	14	14	15	20	16	17	20	17	18	21	21	0	1	2	5	3	4	3	4	6	6	7	11	15	7	14	11	14	1	2	2	1	1	1	3	2	2	3	1	1	1	2	1	3	2
43500	-62.665852857663680	-59.603380448688135	-3.062472408975548	0.000003255402220	0.000018612132867	5.717306682284692	0.677858916599328	-1	2	8	10	9	11	13	12	15	18	16	18	19	16	17	19	21	0	1	1	5	3	5	6	4	7	6	8	14	15	9	14	11	16	1	1	4	1	1	1	1	1	1	3	2	1	1	1	1	1	1
44000	-58.258970599756722	-56.408736805446082	-1.850233794310642	0.000000177366308	0.000000348068157	1.962425446410068	0.740393569759130	0	3	5	8	10	12	14	13	15	18	16	17	18	16	18	18	20	0	1	2	3	4	5	6	6	7	11	9	8	14	8	8	12	16	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1
44500	-65.364936985577955	-63.334129388920857	-2.030807596657101	0.000001297427698	0.000003141928490	2.421659792508645	0.515686247757507	0	3	6	8	9	13	13	14	16	18	17	17	20	18	17	20	21	0	1	2	3	4	5	4	5	8	8	6	8	14	9	7	9	15	1	1	1	1	1	2	3	3	1	2	2	2	1	1	2	2	2
45000	-63.876095107179957	-61.996548063275938	-1.879547043904019	0.000005004650697	0.000010186327869	2.035372393672812	0.744700193753815	0	2	8	10	9	12	14	13	15	18	16	18	19	18	19	20	22	0	1	2	3	2	4	8	6	8	11	6	9	11	9	10	10	15	1	1	4	1	3	1	1	1	1	1	2	1	2	1	1	1	3
45500	-52.644152181752787	-51.238523132291505	-1.405629049461280	0.000001103233872	0.000000432398651	0.391937431993332	0.891832227453350	0	3	6	9	10	12	15	13	13	19	15	17	19	17	18	20	21	0	1	2	3	4	3	8	4	5	12	8	7	11	11	14	13	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
46000	-67.994548224287840	-63.705194879081283	-4.289353345206554	0.000000077190034	0.000000905906677	11.736057448400148	0.491259365036768	0	4	8	10	10	12	14	14	14	19	13	17	19	18	17	21	20	0	1	2	3	3	5	3	11	11	9	4	7	14	8	9	13	14	1	2	3	1	1	1	2	1	1	2	2	1	1	2	2	1	1
46500	-61.001533622760455	-59.640698455357573	-1.360835167402886	0.000002322821738	0.000001327618298	0.571554104360691	0.527855694147059	0	2	7	8	9	12	15	13	15	20	15	18	19	17	18	20	20	0	1	2	3	3	4	8	6	8	9	6	9	15	11	5	9	15	1	1	3	1	1	2	1	1	1	2	1	2	1	1	3	2	1
47000	-54.405618595475822	-53.017598071546573	-1.388020523929251	0.000003709304365	0.000001579105781	0.425714803981010	0.760811647844058	-1	2	8	10	7	12	15	13	15	20	16	16	19	18	19	20	21	0	1	5	3	2	4	6	6	8	7	6	7	12	12	14	14	13	1	2	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1
47500	-65.307696953116277	-63.359526325498891	-1.948170627617394	0.000002744142925	0.000006060245481	2.208429242242990	0.642141397994697	0	2	7	9	10	12	14	13	16	19	15	16	17	17	16	21	21	0	1	2	3	2	5	6	3	7	13	8	8	11	11	8	6	10	1	1	2	1	4	1	1	2	1	1	1	2	1	1	2	3	1
48000	-67.502235617268610	-65.853984137747290	-1.648251479521321	0.000000376029534	0.000000552743597	1.469947297031253	0.477789360497420	0	3	8	9	10	13	14	13	15	19	17	17	20	17	18	17	21	0	1	2	3	4	5	8	5	8	8	7	8	11	9	14	8	7	1	2	2	1	1	2	1	1	1	3	1	2	2	2	1	3	4
48500	-50.961927852268168	-48.914142177639881	-2.047785674628285	0.000000533241632	0.000001315072398	2.466184783123027	0.791363996861191	0	3	5	8	9	12	14	13	15	18	16	16	18	18	18	20	21	0	1	2	3	2	5	6	6	8	12	7	8	11	12	11	10	14	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
49000	-59.431178791655661	-57.994000435217302	-1.437178356438356	0.000013038276062	0.000012107656370	0.928624023042011	0.940244404217133	-1	3	9	10	8	13	15	12	16	18	15	18	18	18	17	19	21	0	1	5	5	2	4	6	4	7	7	6	9	9	9	9	12	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
49500	-63.478810159931264	-61.757892753515463	-1.720917406415798	0.000000291037480	0.000000479017874	1.645897544796731	0.783321529927159	-2	2	7	10	9	13	13	12	15	20	14	16	19	17	19	21	21	0	1	2	3	3	4	4	5	11	14	6	11	12	11	12	10	10	1	2	3	1	1	1	1	2	1	1	1	1	2	2	1	1	1
50000	-58.452520676078905	-56.781206966315210	-1.671313709763693	0.000002681948637	0.000004092102522	1.525794515796049	0.762625050857277	-1	3	8	9	10	13	14	11	15	19	17	18	19	16	18	21	21	0	1	2	3	4	8	6	4	8	14	9	11	14	9	6	13	10	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2
50500	-52.223214953801389	-50.020193574226006	-2.203021379575381	0.000000872451753	0.000002517703621	2.885779770802583	0.647013925160954	-1	3	8	10	10	12	14	13	15	19	15	17	20	17	19	19	20	0	1	2	3	3	4	6	4	5	14	8	11	14	7	14	12	9	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2
51000	-55.343049361425258	-53.111810848579388	-2.231238512845870	0.000001451586170	0.000004303399146	2.964618452812715	0.686132138840894	-1	3	8	10	9	12	14	14	15	19	16	17	19	17	19	20	18	0	1	2	3	2	4	6	6	8	11	6	9	7	8	14	13	11	1	2	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1
51500	-56.370808400179570	-54.404608935436983	-1.966199464742584	0.000001206000308	0.000002718898317	2.254475640912676	0.769830517545719	-1	4	7	9	10	11	13	13	15	19	16	17	19	16	17	18	20	0	1	2	2	3	4	6	4	7	14	9	9	11	7	9	14	12	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
52000	-62.178966538443703	-60.183884534503328	-1.995082003940372	0.000000034975225	0.000000081449742	2.328783962324787	0.866324653618592	0	4	8	10	10	13	14	14	16	17	17	18	20	18	18	21	21	0	1	2	3	3	4	6	4	7	3	9	8	14	10	9	13	13	1	2	1	1	1	2	1	2	1	3	1	2	1	1	1	1	1
52500	-58.109921734182905	-56.209906579161277	-1.900015155021624	0.000004162034806	0.000008684668338	2.086640007270526	0.699590272064795	-1	3	8	10	9	12	14	13	15	19	16	18	19	18	17	21	21	0	1	2	3	3	4	8	4	6	14	8	11	11	11	6	13	12	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1
53000	-58.694300725334244	-57.330207050247267	-1.364093675086978	0.000002637219368	0.000001358345380	0.515067269712550	0.638477923773736	0	2	8	9	10	12	14	13	15	20	16	17	20	18	18	19	19	0	1	2	3	3	3	8	5	5	14	7	8	14	6	12	12	12	1	1	3	1	1	2	1	2	2	1	1	3	1	3	1	1	1
53500	-60.889608985085658	-59.158916008963892	-1.730692976121763	0.000004075945460	0.000006805228652	1.669607387683884	0.525753654866332	0	3	7	10	9	12	14	12	16	19	16	17	18	16	18	20	21	0	1	2	5	3	4	6	4	6	14	5	9	5	7	12	13	13	1	2	2	1	1	1	1	1	2	1	4	1	5	1	1	1	1
54000	-56.235855652270892	-54.854891289152128	-1.380964363118761	0.000001272016358	0.000000931395485	0.732219738214453	0.842289488348218	-1	4	8	10	9	12	14	13	15	19	16	18	17	17	18	18	20	0	1	2	5	3	5	8	4	8	14	8	9	9	9	7	11	16	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1
54500	-57.760530744358476	-55.885495451464273	-1.875035292894202	0.000006103421391	0.000012353991210	2.024109170790148	0.864498721674986	-1	3	6	10	9	12	14	13	16	19	16	17	19	17	19	21	21	0	1	2	5	3	4	6	4	6	7	7	9	9	11	14	15	15	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
55000	-57.752658267539580	-56.348772192868047	-1.403886074671534	0.000002056992905	0.000000812160860	0.394829198527025	0.763400172926157	-2	3	8	9	10	10	14	13	16	19	16	17	20	18	18	20	21	0	1	2	3	4	3	5	5	5	14	6	9	14	12	11	12	15	1	2	2	1	1	1	2	1	3	1	3	1	1	1	1	1	1
55500	-57.207021216526776	-55.528448972399076	-1.678572244127700	0.000000840617702	0.000001297376885	1.543361366488173	0.841248173195430	0	2	8	6	10	12	15	12	14	19	16	15	19	18	18	20	22	0	1	4	2	3	5	6	5	6	9	12	8	15	11	12	15	13	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1
56000	-51.469757405801907	-49.727930317646667	-1.741827088155240	0.000003953805433	0.000006708188895	1.696641124563775	0.841655810631454	0	3	7	10	9	11	14	12	15	18	15	17	19	17	17	20	21	0	1	2	3	3	4	8	4	7	12	6	9	14	11	11	15	16	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-61.314475146270837	-59.575096276150589	-1.739378870120246	0.000000449062496	0.000000759227234	1.690693924516930	0.550354160667526	-2	3	9	9	8	11	14	13	15	18	16	17	19	16	19	20	22	0	1	2	5	2	4	6	6	7	9	7	9	11	8	14	13	15	1	3	4	1	2	1	1	1	1	2	1	1	2	2	1	1	1
57000	-53.195493902182882	-51.823931863956162	-1.371562038226718	0.000000085690582	0.000000040655247	0.474442425369208	0.734572624029629	-1	3	7	9	10	13	14	11	16	18	16	17	20	16	18	20	18	0	1	2	3	4	8	8	4	7	9	7	11	10	8	9	15	9	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
57500	-72.031114593863293	-70.427846215849115	-1.603268378014181	0.000000997193874	0.000001356760459	1.360578413398146	0.630767167353325	-1	4	8	10	10	10	14	13	16	20	17	18	18	17	18	21	22	0	1	1	3	3	3	5	6	7	11	5	11	7	3	5	10	12	1	2	3	1	1	1	2	2	1	2	4	1	2	5	4	1	2
58000	-49.917073742184243	-47.900278708659798	-2.016795033524445	0.000000005086050	0.000000012130746	2.385101478577929	0.914176528716271	0	3	6	10	8	11	13	14	15	18	16	17	19	17	17	19	21	0	1	2	5	3	5	6	7	7	12	8	9	14	11	11	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
58500	-63.915873043180923	-59.956275019655479	-3.959598023525442	0.000000198998062	0.000001959720427	9.847937260028989	0.616348383495083	-1	3	8	7	10	12	14	13	15	19	15	18	19	18	17	19	21	0	1	2	2	4	5	8	5	6	14	6	8	14	15	7	9	12	1	2	3	2	1	1	1	1	2	1	1	3	1	1	1	2	1
59000	-56.671249782444598	-55.016275695041834	-1.654974087402765	0.000000087232504	0.000000019055030	0.218439556856114	0.732934246959329	-1	1	6	9	9	12	14	14	16	20	16	17	18	17	18	21	22	0	1	1	3	3	5	6	5	6	15	7	9	12	11	12	13	10	1	1	3	1	2	1	1	2	2	1	1	1	1	1	1	1	1
59500	-58.475428896783477	-57.092455701456871	-1.382973195326603	0.000001527713336	0.000001132371191	0.741219680409132	0.580978109160528	-1	3	7	10	9	12	15	13	15	18	17	16	19	17	18	20	22	0	1	2	2	3	4	6	4	6	14	7	7	14	7	9	14	16	1	1	2	3	1	1	1	2	1	1	1	1	2	1	2	1	1
60000	-67.607585674270808	-65.817857809429398	-1.789727864841415	0.000002025087210	0.000003672327779	1.813417101485265	0.531016831569778	-1	3	9	10	10	12	14	13	15	20	15	17	16	16	18	20	21	0	1	2	3	3	3	6	5	7	12	8	13	8	7	11	7	6	1	2	3	1	1	2	1	2	1	1	1	1	2	1	2	4	5
60500	-62.424265589880854	-60.919791478550501	-1.504474111330351	0.000000999876299	0.000001113337611	1.113475349753868	0.656457471766724	-1	3	7	10	9	12	14	13	15	19	16	17	19	18	18	20	20	0	1	1	5	3	4	6	6	8	12	9	11	15	12	6	6	10	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	4	1
61000	-56.701948653322475	-55.339710623649331	-1.362238029673146	0.000000866737855	0.000000527696151	0.608830165264405	0.670003958913541	-2	3	8	10	9	12	15	13	15	19	16	18	18	18	18	21	21	0	1	2	5	3	5	8	3	8	14	5	11	11	11	11	11	12	1	2	2	1	1	1	1	2	1	1	4	1	1	1	1	3	2
61500	-50.981362882633086	-47.535741380523149	-3.445621502109935	0.000001805866290	0.000013210127114	7.315119169958152	0.991360571830811	0	4	8	10	10	12	14	13	16	19	16	18	20	18	18	21	22	0	1	2	3	3	4	6	5	7	11	6	9	15	9	9	13	13	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-69.819678922388832	-68.370433042121036	-1.449245880267793	0.000001761208966	0.000001697465740	0.963807119154544	0.528493691610950	-2	1	8	10	10	12	14	12	15	19	16	17	19	16	17	19	21	0	1	2	2	3	5	8	5	7	15	9	7	14	2	4	6	10	1	1	3	3	1	1	1	1	1	1	1	1	1	6	3	4	1
62500	-51.645666059344443	-49.592265043695122	-2.053401015649320	0.000001085427076	0.000000142035966	0.130857216544795	0.735193335654386	-2	1	8	10	10	11	15	13	15	18	16	16	19	17	18	20	21	0	1	2	3	3	4	8	6	8	14	8	9	12	9	14	10	13	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-54.996800173910323	-53.026068162099705	-1.970732011810622	0.000005577399039	0.000012638900716	2.266092246049438	0.893723491703330	0	3	8	7	10	12	14	14	16	20	17	17	19	18	17	21	21	0	1	4	2	3	5	6	6	7	9	6	9	12	12	8	13	13	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
63500	-67.198650629949611	-65.799428438181536	-1.399222191768071	0.000000123423589	0.000000099433372	0.805626967492627	0.587838225666763	-1	3	8	8	10	12	14	14	16	19	16	17	20	14	19	21	21	0	1	2	1	3	5	5	4	6	14	6	7	12	3	12	15	15	1	2	1	4	1	1	2	3	2	3	2	1	1	2	1	1	1
64000	-56.779450747598169	-53.099603258096202	-3.679847489501967	0.000000595242733	0.000005006439496	8.410752816973597	0.771852264706650	0	2	7	9	9	11	12	13	14	18	15	18	20	18	17	20	22	0	1	2	3	3	4	6	6	8	15	7	11	14	15	11	12	16	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1
64500	-44.645706662538970	-42.960029211580107	-1.685677450958864	0.000002004831442	0.000000417077821	0.208036352928876	0.827047060847149	0	3	7	9	10	12	14	14	15	19	16	16	20	17	18	20	21	0	1	2	3	3	4	6	6	8	12	9	8	10	9	12	10	16	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-68.993119323146729	-67.562412904466015	-1.430706418680711	0.000004876123045	0.000004433270665	0.909179408365603	0.781833992715518	-1	4	7	8	8	12	14	13	14	19	16	17	20	16	19	21	22	0	1	2	2	3	5	3	5	6	12	8	9	10	9	12	10	10	1	3	2	2	1	2	4	2	1	1	2	1	1	1	1	2	2
65500	-59.586664113612244	-58.189600623508234	-1.397063490104009	0.000000895344680	0.000000364389115	0.406981940414752	0.773337398518040	0	3	7	10	9	12	13	12	15	19	16	16	19	17	18	20	21	0	1	2	5	3	4	6	5	5	9	9	7	14	11	7	7	10	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1
66000	-51.336600421680693	-49.885408484534359	-1.451191937146332	0.000000116005330	0.000000038851508	0.334911401864365	0.574507717314049	-2	3	7	9	9	12	14	14	15	19	16	17	19	16	19	19	21	0	1	2	3	3	4	6	6	8	14	7	7	12	7	8	9	13	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1
66500	-66.549527088138191	-64.128579502468781	-2.420947585669405	0.000001217753933	0.000004282918850	3.517064271202258	0.452848536416532	-2	3	7	10	9	13	14	12	14	19	16	18	20	17	18	20	21	0	1	2	3	2	8	8	4	6	6	9	8	11	7	11	6	11	1	2	3	1	3	1	1	1	1	3	1	3	2	2	1	4	2
67000	-54.846832735625810	-52.798453966297750	-2.048378769328061	0.000000503443372	0.000001242369755	2.467744783078230	0.577503336420467	-1	4	8	8	9	12	15	13	15	19	16	17	20	17	18	19	21	0	1	2	2	4	5	8	6	6	12	7	9	10	7	9	7	11	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	3
67500	-52.627975628946189	-51.057797024975649	-1.570178603970540	0.000000854305292	0.000001092932569	1.279323186122979	0.858686319896616	-1	4	8	10	10	12	14	13	15	19	16	16	19	17	18	18	21	0	1	2	3	3	4	3	4	8	16	9	6	11	7	11	14	13	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1
68000	-65.999728551437727	-64.390498631195243	-1.609229920242479	0.000001644903396	0.000002261952386	1.375127798397486	0.593700481272325	0	3	8	10	9	13	14	13	15	16	16	17	19	17	19	21	21	0	1	2	5	3	3	5	4	6	8	6	7	9	10	12	14	9	1	2	3	1	1	3	2	1	1	2	1	2	2	1	1	1	2
68500	-49.849431794048918	-48.468862906822864	-1.380568887226058	0.000011572981009	0.000005143961944	0.444480289063566	0.858632378467814	-1	2	8	9	9	12	14	13	15	19	15	16	19	17	18	21	21	0	1	2	3	3	3	6	3	7	12	8	7	14	9	12	10	10	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
69000	-56.878291514457416	-55.511637382463753	-1.366654131993659	0.000001402259409	0.000000914360430	0.652062253718172	0.611071142340679	-1	3	8	9	10	11	14	13	16	16	15	16	19	17	18	20	21	0	1	2	2	3	5	5	6	7	7	5	11	14	9	9	12	15	1	2	2	3	1	1	2	1	1	1	2	1	1	1	1	2	1
69500	-55.331260648362360	-53.936562598089601	-1.394698050272760	0.000000031822614	0.000000025103170	0.788846906719290	0.784949816237042	-1	3	9	9	7	11	14	14	14	18	16	16	20	16	18	21	20	0	1	5	5	2	4	6	6	6	14	9	9	12	8	11	13	10	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1
70000	-50.949908534494384	-49.343763410221833	-1.606145124272552	0.000001576249113	0.000000374182821	0.237388124526493	0.778857468103903	-1	4	8	9	9	12	14	12	14	18	16	16	19	17	18	20	21	0	1	2	3	3	5	8	3	8	11	7	7	12	7	12	15	10	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
70500	-51.096546700496184	-47.710494278499951	-3.386052421996232	0.000000383470477	0.000002703968977	7.051309393694003	0.753349822297163	-1	3	7	10	9	12	14	13	15	19	16	17	19	17	17	20	20	0	1	2	5	3	4	4	6	8	12	4	9	15	11	11	13	11	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2
71000	-52.506040650323619	-51.110442965370538	-1.395597684953080	0.000000878935398	0.000000696328144	0.792240413870652	0.948882687107860	0	2	9	10	6	12	13	14	15	19	17	17	19	17	19	20	21	0	1	5	3	2	4	4	7	6	12	9	8	14	7	14	12	15	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71500	-66.936713453610949	-65.556850999567359	-1.379862454043589	0.000002585728549	0.000001880188103	0.727140559248054	0.560786075036205	0	3	7	10	9	13	15	14	13	19	16	17	19	18	19	20	21	0	1	2	2	1	3	6	9	4	12	6	11	12	12	6	14	14	1	1	1	3	4	3	1	1	2	1	2	1	1	1	4	1	1
72000	-64.585541096282014	-63.153724732490751	-1.431816363791258	0.000002363484950	0.000002156790300	0.912546661492344	0.531879940402616	-1	3	9	10	8	12	13	13	15	18	17	16	19	18	18	21	21	0	1	5	3	2	3	3	5	6	9	9	4	12	12	12	15	15	1	2	1	1	2	1	2	2	2	2	1	3	1	2	1	2	1
72500	-50.340197549613762	-48.931162291444963	-1.409035258168801	0.000003488871514	0.000002930565711	0.839975246731166	0.866357802428792	0	3	7	9	10	13	14	12	15	19	17	18	19	17	19	19	22	0	1	2	3	3	8	6	5	7	11	7	7	12	9	11	12	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
73000	-62.596322067239797	-60.741161842493760	-1.855160224746036	0.000001184953050	0.000002339864701	1.974647604207167	0.651166910436724	-1	3	7	9	8	12	14	14	15	19	15	17	20	18	17	19	20	0	1	1	5	3	4	6	6	7	15	5	11	12	6	7	9	16	1	2	4	1	1	1	1	1	1	1	2	1	1	3	1	2	1
73500	-54.899171861977905	-53.307438536987817	-1.591733324990087	0.000003692571979	0.000004919829428	1.332358436190411	0.775132828434566	0	3	5	8	10	11	14	13	15	20	16	17	19	17	18	20	20	0	1	2	3	4	5	5	6	7	13	7	11	12	7	12	15	12	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
74000	-53.881454873947249	-52.274085323403298	-1.607369550543954	0.000002520766756	0.000003454937284	1.370589831718221	0.927519830099787	0	3	7	10	9	13	15	14	16	18	17	16	19	18	18	21	21	0	1	2	3	3	4	8	4	7	11	7	6	11	11	12	15	13	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
74500	-51.771705930661746	-50.340064850129458	-1.431641080532287	0.000004478453489	0.000001594205843	0.355972401361278	0.760394462548819	0	3	8	10	9	12	15	13	15	19	16	17	19	18	19	20	22	0	1	1	5	3	4	8	6	8	12	7	4	12	12	7	14	13	1	1	3	1	1	1	1	1	1	1	1	3	1	1	2	1	1
75000	-64.815534892774551	-62.994823402414625	-1.820711490359923	0.000000879706883	0.000001662186984	1.889478207750568	0.805195460693219	0	2	7	10	8	11	13	13	15	19	17	16	19	15	16	20	22	0	1	2	3	3	4	6	4	5	14	9	9	12	8	14	10	16	1	1	1	2	1	1	1	1	3	2	1	1	2	1	1	1	1
75500	-79.445601106086357	-77.888549584365364	-1.557051521720996	0.000000488289762	0.000000127147424	0.260393384637281	0.424754788707971	0	4	7	9	8	11	14	13	15	19	16	18	20	15	19	20	22	0	1	2	3	2	3	6	6	4	14	6	6	14	4	14	11	10	1	4	2	1	2	1	2	2	3	2	2	4	2	3	3	2	2
76000	-65.180694770524880	-62.806066260803689	-2.374628509721190	0.000000704008837	0.000002378464814	3.378458745368653	0.763803672761100	-1	3	8	10	9	13	15	13	16	19	16	17	18	17	18	19	22	0	1	2	3	3	4	3	4	7	9	8	9	7	7	11	14	16	1	3	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1
76500	-49.583371696857192	-48.207444502333111	-1.375927194524079	0.000001773920582	0.000000813426629	0.458547376326853	0.905121714143205	-1	3	7	10	9	12	14	14	16	19	15	17	19	18	17	19	21	0	1	2	5	3	4	6	4	7	12	8	11	12	9	9	14	13	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
77000	-54.878714539182781	-53.082619260306693	-1.796095278876086	0.000000144005467	0.000000263387494	1.829010382078897	0.594655529852182	0	2	8	9	10	13	13	11	14	20	15	17	19	17	18	20	21	0	1	1	3	4	8	8	4	4	15	6	9	14	11	14	14	10	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1
77500	-61.942242868349524	-59.206316474917024	-2.735926393432501	0.000007233900462	0.000000518568469	0.071685872950285	0.620451816427659	-1	3	9	9	7	12	14	11	16	19	17	17	20	16	18	21	20	0	1	5	5	2	5	6	4	6	15	9	9	12	7	14	15	14	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	3
78000	-63.700122582043910	-61.790288747262856	-1.909833834781055	0.000002764870091	0.000005837568913	2.111335694235639	0.830461946319615	-1	3	9	6	10	12	12	14	14	19	16	17	19	17	15	20	22	0	1	4	2	3	5	5	5	6	12	9	8	14	8	8	14	14	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
78500	-53.055742248333345	-50.867845478106588	-2.187896770226759	0.000001949376413	0.000005543752092	2.843859223891220	0.665198816435233	0	3	7	10	9	12	14	13	14	19	16	18	20	17	16	20	20	0	1	2	5	3	4	8	3	6	14	7	15	12	11	9	11	10	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1
79000	-51.349933673130998	-49.978495155161610	-1.371438517969388	0.000001044036818	0.000000495859224	0.474944193008236	0.914729060465973	0	3	7	9	10	12	15	14	15	16	14	18	19	18	18	20	22	0	1	2	3	4	5	6	5	6	11	6	10	10	10	10	15	16	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
79500	-46.002501712285429	-44.615650032585968	-1.386851679699462	0.000008341524209	0.000003573675826	0.428420002966451	0.915152888061257	0	3	8	10	10	12	15	13	14	19	17	16	19	16	18	21	20	0	1	2	3	3	4	8	6	6	11	7	9	15	9	11	13	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80000	-50.075117437554425	-48.088724478459824	-1.986392959094601	0.000001332366261	0.000003072912863	2.306357458412816	0.804045440151152	0	3	8	9	9	12	14	13	15	19	16	17	19	17	17	20	21	0	1	2	3	3	5	6	6	7	12	7	8	12	7	11	14	10	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1
80500	-56.273142246435278	-54.889450549643819	-1.383691696791461	0.000000143751498	0.000000107003525	0.744364591802064	0.887261037998972	0	2	7	10	9	12	14	14	12	19	16	17	18	16	18	20	21	0	1	2	5	3	5	6	9	4	12	7	5	11	7	14	15	13	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1
