step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33
70000	-211.365614884111807	-210.002755233037334	-1.362859651074478	0.000091782596513	0.000056629078518	0.616991463191432	0.562161126979526	-2	1	3	4	8	12	13	14	16	13	18	16	18	19	20	20	21	21	22	20	21	21	21	22	22	24	25	26	26	28	29	31	31	0	1	2	2	0	5	6	10	7	6	10	8	8	13	11	14	13	0	16	14	13	15	13	15	11	19	23	22	16	27	28	28	30	1	2	1	2	1	2	1	1	2	1	3	2	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	3	3	2	2	2	2
70500	-197.293383791086796	-195.924918733253435	-1.368465057833354	0.000080840098332	0.000053753963739	0.664941840111105	0.601894939729676	-1	1	3	4	8	12	13	15	16	13	18	17	16	19	20	20	21	20	22	21	20	20	21	22	22	24	23	26	28	27	29	30	32	0	1	2	3	0	5	5	10	6	6	13	13	8	11	12	11	14	0	21	14	11	10	11	12	23	20	23	24	26	11	28	30	31	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	4	2	2	1	1	1	2	2	3	2	1	1
71000	-197.721488064824285	-196.359805073619128	-1.361682991205144	0.000092315525598	0.000049956170670	0.541145926932004	0.695966653891453	1	2	3	5	8	12	12	15	15	14	18	17	17	19	19	20	22	21	22	21	21	20	21	21	21	24	24	27	26	27	28	31	32	0	1	2	3	0	5	5	10	6	6	13	8	10	13	10	11	25	0	14	14	14	15	13	12	11	19	12	24	17	27	15	28	31	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	3	2	2	1	3	1	3
71500	-204.224803572706548	-202.856307204143377	-1.368496368563180	0.000088860866915	0.000043371871558	0.488087423231051	0.684703874817776	0	2	4	5	8	12	12	15	15	13	18	17	16	19	21	20	22	21	23	22	21	21	21	21	21	23	25	25	26	28	30	30	33	0	1	2	3	0	5	5	10	6	6	13	10	10	13	12	13	14	0	14	23	11	12	16	12	14	20	22	22	26	28	30	30	30	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	2	1	1	2	1	1	2	1	3	2	1	3	2	2	2	1	1	2
72000	-173.701786138877452	-172.258029258102226	-1.443756880775221	0.000092922625998	0.000031823634161	0.342474546103349	0.804361209346184	0	2	4	5	8	11	13	15	14	13	17	17	19	19	20	21	22	20	21	21	21	19	21	22	21	23	24	26	28	26	29	30	32	0	1	2	3	0	5	6	10	7	6	8	8	11	11	12	13	16	0	14	11	11	12	14	15	13	20	22	24	26	24	28	28	30	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	3
72500	-207.447613090692158	-206.077501722090574	-1.370111368601575	0.000068837079632	0.000046503605288	0.675560403442873	0.732269495503680	1	2	3	4	9	12	13	15	15	14	17	17	18	20	20	20	20	20	22	22	19	21	20	20	22	25	25	27	27	27	29	31	32	0	1	2	2	0	5	6	10	7	5	10	8	8	11	12	10	13	0	23	13	11	12	13	12	14	14	15	24	26	27	28	30	31	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	3	1	1	1	2	1	3	1	2	1	2	2	3	1	2	1	2	2
73000	-196.558851157916592	-195.184669718311341	-1.374181439605251	0.000073606084921	0.000034191632434	0.464521818689348	0.607982022691850	0	2	3	4	8	13	12	15	14	14	17	18	19	19	20	19	21	21	23	21	21	20	22	21	21	24	26	26	27	27	28	29	32	0	1	2	3	0	7	5	10	6	7	10	10	11	11	8	11	11	0	17	16	16	12	14	12	13	23	22	24	21	24	27	30	31	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	1	3	3	2	3	2	1	2
73500	-206.136633490373242	-204.752694796214712	-1.383938694158533	0.000090492039420	0.000039411046030	0.435519480852797	0.670129083697941	1	3	4	5	9	12	14	15	13	14	17	17	18	20	20	20	22	17	23	21	20	21	20	21	21	23	25	26	28	28	28	29	31	0	1	2	3	0	5	6	10	5	6	10	8	11	13	12	11	11	0	11	23	13	12	11	15	16	20	15	24	26	12	28	28	28	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	1	2	2	2	4	1	2	3
74000	-204.296509472654037	-202.859014895810304	-1.437494576843727	0.000116365082497	0.000040640834301	0.349252829364009	0.568976704816792	0	3	4	5	9	12	13	15	14	14	17	16	18	20	20	20	22	21	22	21	20	20	21	22	23	24	24	25	26	28	29	31	30	0	1	2	3	0	5	6	10	7	6	10	10	11	11	12	10	14	0	13	13	13	12	13	8	22	16	15	24	23	24	30	31	30	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	2	1	1	2	1	3	1	2	2	2	3	2	1	1	1
74500	-177.155026904970782	-175.794176913187783	-1.360849991782995	0.000091642532082	0.000051827185742	0.565536378852554	0.704456065209511	-1	2	3	4	8	11	13	15	15	14	16	17	18	19	20	20	22	20	20	21	20	19	21	21	22	23	24	25	27	27	29	30	32	0	1	2	3	0	5	6	10	7	6	8	8	11	11	12	13	23	0	14	15	13	12	16	15	16	20	22	24	26	28	28	31	31	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2
75000	-190.914898647350356	-189.538854208270322	-1.376044439080022	0.000080013283454	0.000036659007247	0.458161515996903	0.612993415221902	1	2	3	5	8	12	13	15	15	14	17	18	18	19	21	20	22	21	21	21	20	20	21	21	21	25	26	27	28	28	29	29	33	0	1	2	3	0	5	5	10	6	7	8	10	11	13	12	14	23	0	14	13	13	12	21	12	14	15	22	24	26	15	28	28	28	1	1	1	1	1	2	3	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	3	2	4	1	1	2
75500	-194.636074466721908	-193.273789903727248	-1.362284562994649	0.000095772891002	0.000058372899689	0.609492927257631	0.644299041699729	0	2	3	5	8	12	11	15	16	13	17	18	19	19	20	20	20	19	21	21	21	20	21	22	22	24	25	26	28	27	28	31	32	0	1	2	3	0	7	5	10	7	5	10	8	11	11	12	13	11	0	13	14	14	12	14	12	11	23	22	24	26	22	28	28	31	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	3	1	3	2
76000	-178.927799162006238	-177.456252037519619	-1.471547124486616	0.000098350857757	0.000031119567304	0.316413786456808	0.673642055695245	0	1	3	4	7	12	13	15	15	13	17	17	19	20	21	21	21	21	22	22	20	21	20	22	23	25	25	27	28	28	29	30	32	0	1	2	3	0	5	6	10	7	6	8	8	11	11	12	23	14	0	13	23	11	12	11	12	13	20	22	24	26	28	30	30	31	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2
76500	-199.452540874798217	-198.054996889312804	-1.397543985485410	0.000063327329181	0.000050629140556	0.799483275392285	0.605819216362827	1	2	4	5	8	12	14	15	15	14	18	17	18	20	20	21	20	20	23	21	20	20	21	21	22	24	24	26	26	27	29	30	32	0	1	1	3	0	5	6	10	6	6	8	10	8	11	12	14	11	0	23	17	13	12	14	12	13	25	24	24	16	24	30	30	31	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	3	3	1	2	2
77000	-185.909590974419444	-184.532987656179898	-1.376603318239549	0.000080089403632	0.000036548533655	0.456346682550716	0.603618835298380	0	2	3	5	8	12	14	16	15	14	17	18	18	19	20	21	22	21	21	21	20	21	20	22	21	24	24	26	28	27	30	31	32	0	1	2	3	0	5	6	10	6	6	10	8	10	11	8	14	23	0	14	14	14	12	14	15	14	20	22	24	26	24	30	30	31	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1
77500	-221.186083272028355	-219.823974263396821	-1.362109008631526	0.000119813704747	0.000064088731909	0.534903181942743	0.669341263425161	-1	1	3	5	8	12	14	16	15	13	17	17	18	20	20	21	21	19	23	20	20	20	22	22	23	24	25	26	24	27	29	31	33	0	1	1	2	0	5	5	10	5	6	10	10	11	13	8	13	11	0	8	13	13	8	12	21	15	14	29	24	16	24	28	30	31	1	1	2	2	1	2	3	1	2	1	2	2	1	1	2	2	2	1	4	2	2	2	3	1	1	2	1	2	2	2	2	1	2
78000	-207.219238776839603	-205.853754013105856	-1.365484763733755	0.000112426520912	0.000072267912347	0.642801287102457	0.781550134400756	0	1	3	4	9	12	13	16	16	14	18	17	19	16	20	21	21	20	23	22	21	21	19	21	21	24	25	25	27	27	26	28	31	0	1	2	3	0	5	5	10	7	6	14	10	14	10	12	23	15	0	16	23	23	12	12	23	23	21	22	24	20	31	27	30	31	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2
78500	-205.642925974130009	-204.281222039244795	-1.361703934885205	0.000089022553642	0.000048143815895	0.540804705384402	0.580131629300373	0	1	3	4	7	11	13	16	14	13	17	17	19	20	19	21	22	21	22	21	20	20	21	21	21	25	26	27	27	26	29	30	32	0	1	2	3	0	5	6	10	7	6	10	10	11	13	11	14	22	0	23	14	8	10	13	12	11	20	22	30	14	24	30	28	31	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	2	3	1	2	1	2	3	1	3	2	1	1	2
79000	-198.821584816653939	-197.444357743058987	-1.377227073594958	0.000066491967122	0.000047509571014	0.714515949371988	0.751585339675835	-1	0	2	5	8	12	14	14	15	13	16	16	18	19	19	20	20	21	23	22	21	20	21	22	21	25	25	26	27	27	30	29	32	0	1	2	3	0	5	6	10	7	6	8	10	11	11	12	11	13	0	23	14	13	12	13	8	14	24	22	24	26	24	28	30	31	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	3	1	2	3	2	1	3	1	1	1
79500	-210.118974300123909	-208.631229953988168	-1.487744346135748	0.000137670978651	0.000041787786877	0.303533738823734	0.667452712636095	0	2	3	4	9	11	12	16	14	14	16	17	18	19	20	20	19	20	22	21	20	21	21	21	22	23	25	25	27	27	29	30	30	0	1	2	3	0	5	5	10	7	6	10	10	11	11	12	13	11	0	14	14	13	15	14	12	21	11	12	15	23	27	30	30	28	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	2	2	2	1	2	2	2
80000	-208.243247433154465	-206.863708614513854	-1.379538818640614	0.000089308492515	0.000064804730492	0.725627862108543	0.597996834657288	0	2	3	5	9	11	12	15	16	13	16	17	18	18	20	21	21	21	22	21	20	20	21	21	22	24	26	26	28	28	30	30	32	0	1	2	3	0	5	6	10	5	6	10	8	11	11	12	13	15	0	14	14	13	8	11	12	15	16	15	24	26	28	30	28	30	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	2	1	1	1	1	1	2	2	3	1	2	3	2	2	1	2	2	3
80500	-203.471151825051948	-202.090349223409930	-1.380802601642006	0.000076722230497	0.000056120836879	0.731480778321284	0.614949111316891	0	2	3	4	8	11	13	16	14	14	18	17	18	19	20	20	21	19	22	21	20	20	20	21	22	25	25	26	28	27	28	30	32	0	1	2	3	0	5	6	10	6	6	10	8	10	13	13	11	13	0	16	13	11	11	14	12	23	23	22	24	11	24	27	30	31	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	5	2	1	1	3
81000	-201.637589910852284	-200.243188801625621	-1.394401109226666	0.000067426147824	0.000027789138818	0.412141872470549	0.544569188825049	0	1	3	4	9	12	13	16	15	15	17	18	19	20	20	19	21	20	23	21	19	20	22	21	22	25	26	26	27	27	29	31	31	0	1	2	3	0	5	5	10	6	6	10	8	11	11	12	11	16	0	20	13	11	10	14	8	16	13	22	24	20	24	30	30	31	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	3	2	4	2	4	3	2	1	2	1
81500	-182.597169376920306	-181.232596111872226	-1.364573265048066	0.000082966299066	0.000042428007039	0.511388449488023	0.750825990672741	-1	2	3	5	8	12	12	15	16	13	17	17	19	20	21	20	21	19	21	21	20	20	19	21	22	24	24	25	28	27	30	28	32	0	1	2	3	0	5	5	10	7	6	8	8	11	11	12	11	14	0	23	13	23	12	11	12	14	20	15	24	26	28	30	28	31	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1
82000	-195.317591128339984	-193.955555072919651	-1.362036055420346	0.000080368751297	0.000048689525006	0.605826570901973	0.726449157911851	0	1	3	5	9	10	13	15	15	13	18	18	18	19	20	20	22	20	22	21	20	20	20	21	22	25	24	26	27	28	29	30	31	0	1	2	3	0	5	6	10	5	6	10	10	8	13	12	13	16	0	23	13	13	10	13	12	23	20	22	27	26	28	30	30	31	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1
82500	-200.424447516588515	-199.063615187426564	-1.360832329161940	0.000095930794727	0.000054707532500	0.570281239257324	0.769934311463391	1	2	3	4	9	13	13	15	15	14	18	16	16	20	19	19	21	21	22	22	19	19	20	22	22	21	25	26	26	26	28	30	32	0	1	2	3	0	5	5	10	7	6	13	8	10	12	12	11	11	0	14	26	13	12	11	21	21	21	14	24	26	27	30	28	31	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2
83000	-196.366050541095149	-194.881544796488640	-1.484505744606514	0.000091101339945	0.000027876867005	0.305998430124769	0.701458241313184	-1	2	3	5	8	12	13	15	16	14	18	17	19	20	19	21	22	20	21	21	20	21	21	21	23	24	25	25	26	27	29	30	30	0	1	2	3	0	5	5	10	7	6	8	8	11	11	12	11	14	0	13	10	13	12	13	15	11	23	22	24	23	24	30	30	30	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	4	1	2	1	1	3	1	2	2	2	2	1	2	2
83500	-200.948899479566307	-199.587788273284758	-1.361111206281559	0.000079937111562	0.000044221285606	0.553200944360461	0.578444457532452	0	2	3	4	9	11	13	16	16	14	17	18	18	20	21	20	21	21	21	22	21	20	20	21	22	25	25	26	27	27	30	29	33	0	1	2	3	0	5	6	10	7	6	10	10	11	13	23	13	11	0	14	23	11	12	11	12	13	20	22	15	16	24	27	28	31	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	3	2	2	3	3	2	2
84000	-210.500892377010615	-209.095079225055599	-1.405813151955004	0.000070310279226	0.000027536073303	0.391636523222758	0.653341084159130	-1	2	3	4	8	11	14	16	16	14	16	18	19	19	20	20	21	20	22	22	20	20	21	21	20	24	25	27	28	27	30	29	33	0	1	2	3	0	5	6	10	6	6	10	10	11	11	10	13	14	0	14	13	11	12	11	12	11	14	22	15	16	15	28	30	31	1	3	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	3	2	5	3	3	1	1	1
84500	-195.827585200287018	-194.082990698002760	-1.744594502284259	0.000088393583792	0.000016847347077	0.190594682939666	0.648321348872138	-1	1	3	5	9	12	13	15	15	14	16	18	17	20	20	20	22	20	22	22	20	20	21	20	22	23	25	25	26	27	29	28	31	0	1	2	3	0	5	5	10	6	6	10	8	11	11	12	11	21	0	21	14	13	12	13	8	21	20	22	23	23	28	28	30	30	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	2	2	3	2	2	1	2
85000	-222.992446579514763	-221.621995924969241	-1.370450654545534	0.000063974046366	0.000030649150741	0.479087262453169	0.499672625778081	1	2	4	5	8	12	13	16	16	14	15	18	17	18	21	20	20	18	22	21	20	21	19	21	22	24	25	27	27	26	29	30	32	0	1	2	3	0	5	5	10	7	5	10	8	11	8	12	13	13	0	15	13	10	12	11	12	13	21	15	24	26	15	30	30	31	1	1	1	1	1	1	3	1	2	2	1	1	1	1	2	1	3	1	1	2	2	1	2	1	3	2	2	2	2	2	1	2	2
85500	-212.819384802895257	-211.442222039597596	-1.377162763297656	0.000075611594280	0.000034370683120	0.454568951330703	0.658690735364621	0	2	4	3	8	10	12	15	14	14	16	17	17	20	19	20	21	20	22	22	21	21	21	22	23	22	24	27	27	27	27	30	32	0	1	2	2	0	5	5	10	7	6	8	10	11	13	12	11	16	0	16	23	10	15	11	15	23	21	22	15	26	24	24	30	28	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	3	1	3	2	1	1	1	3	2	2	2	1	2
86000	-211.028572132309023	-209.539274634073536	-1.489297498235487	0.000078631393460	0.000023775763478	0.302369860587826	0.504698510567642	0	2	3	4	9	13	13	16	16	14	16	17	18	18	19	20	20	18	23	22	21	20	21	22	23	24	25	26	26	27	30	28	33	0	1	2	3	0	5	5	10	6	5	10	10	10	11	8	11	14	0	17	17	11	12	11	12	13	21	22	24	26	24	28	28	31	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	2	1	2	1	4	3	2	2	3	2	1	3	2	1	1
86500	-191.442430812600492	-190.080734570044626	-1.361696242555853	0.000067702869379	0.000040633580839	0.600175165563616	0.551353209799169	0	2	3	4	8	13	12	16	15	15	18	17	19	18	20	21	21	20	21	20	19	20	20	21	23	24	25	27	26	28	29	31	33	0	1	2	3	0	5	5	10	7	6	8	8	14	8	12	14	13	0	23	11	14	12	11	12	23	23	22	24	16	28	28	28	31	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	3	2	1	1	2	2
87000	-186.734472379784989	-185.367680449313355	-1.366791930471645	0.000082083239593	0.000040803267845	0.497096216565293	0.627390699899420	0	2	3	4	8	11	13	16	15	13	17	18	16	19	19	21	21	20	22	21	20	19	22	22	23	24	25	24	28	26	30	30	32	0	1	2	3	0	5	6	10	7	6	13	13	10	11	12	14	13	0	8	14	11	12	11	15	17	23	22	24	26	24	28	30	31	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	2	2	1	1	3	1	2	2	4	2	1
87500	-185.184693848959910	-183.821444543448195	-1.363249305511715	0.000086001278351	0.000053451507993	0.621519924098274	0.722778479919287	0	2	3	4	9	12	14	15	15	14	18	16	19	19	20	20	20	20	22	22	20	20	21	22	23	24	25	26	27	28	29	31	32	0	1	2	3	0	5	6	10	7	6	8	10	11	11	12	11	11	0	16	16	13	12	13	15	11	20	15	24	20	28	30	30	31	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	2	1
88000	-197.863271551662564	-196.491860565156998	-1.371410986505580	0.000122411421010	0.000058152341506	0.475056502292767	0.545127870400754	0	2	3	5	8	12	13	15	16	14	17	18	18	20	21	20	21	20	22	20	20	20	21	19	23	23	25	24	27	27	28	30	32	0	1	1	3	0	5	5	10	5	6	10	8	11	13	12	13	14	0	13	11	11	12	13	12	23	23	24	15	26	24	15	15	32	1	2	1	1	1	2	2	1	3	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	2	2	4	4	4	1
88500	-196.310431337736134	-194.937075319689967	-1.373356018046153	0.000065287059049	0.000045337083331	0.694426797454621	0.693686796406247	0	2	3	5	8	12	13	16	16	15	17	17	18	20	20	19	22	21	22	21	20	21	19	22	23	23	25	25	27	27	28	30	31	0	1	2	3	0	5	5	10	7	6	10	10	11	23	12	11	23	0	11	23	23	15	11	15	14	20	22	24	26	24	30	31	28	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	3	2	2	4	1	1	3
89000	-188.928139442151604	-187.361442950464294	-1.566696491687299	0.000092531750659	0.000023640837282	0.255488922599257	0.674975208703139	0	2	3	4	9	12	12	15	15	14	17	18	18	18	20	21	22	20	20	22	20	20	21	22	22	23	25	27	28	26	29	31	33	0	1	2	3	0	5	5	10	6	5	8	10	11	11	12	11	16	0	14	13	13	12	14	15	14	20	22	24	26	24	28	28	31	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2
89500	-180.274639897996138	-178.847266389492432	-1.427373508503702	0.000122652085846	0.000044293823946	0.361133882401711	0.825356111591740	0	2	3	4	8	11	12	15	15	13	16	17	17	19	20	21	21	20	23	21	19	20	20	21	23	24	24	25	26	28	30	30	32	0	1	2	3	0	5	5	10	6	6	8	8	11	11	12	14	14	0	16	21	12	12	14	12	23	20	22	24	20	28	30	28	31	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	2	1
90000	-212.503449926034989	-211.024172757085893	-1.479277168949109	0.000056571883611	0.000059228577753	1.046961387389433	0.475133726943988	0	2	3	5	8	12	13	15	16	14	17	17	18	19	21	21	21	20	23	21	20	21	21	21	21	25	25	24	28	27	30	30	31	0	1	2	3	0	5	5	10	7	7	8	10	10	11	12	14	11	0	13	14	13	11	14	12	11	14	15	24	23	27	30	28	24	1	1	1	2	1	2	3	1	2	1	2	2	2	1	2	1	2	1	3	1	1	3	1	3	3	3	2	2	4	1	1	2	5
90500	-207.990485814087151	-206.588771347495936	-1.401714466591216	0.000067382013608	0.000026854848679	0.398546247589519	0.660891981960181	0	2	3	5	8	12	14	15	16	13	17	17	17	19	20	20	21	19	22	21	20	20	21	21	22	24	25	25	26	28	29	30	32	0	1	2	3	0	5	6	10	7	5	10	10	10	11	12	12	21	0	16	14	13	8	14	12	21	21	22	24	19	28	28	30	30	1	1	1	1	1	2	1	2	1	3	2	2	2	1	2	1	1	1	1	1	2	1	2	3	1	2	3	1	2	2	2	1	2
91000	-201.977511174667882	-200.602328039587491	-1.375183135080404	0.000107527594098	0.000049574486839	0.461039673161318	0.644982775359070	1	2	3	5	8	12	14	15	15	13	17	18	17	19	20	19	21	20	22	20	20	19	22	21	23	24	26	26	27	27	29	30	33	0	1	2	3	0	5	6	10	7	6	10	10	10	13	12	8	11	0	21	12	13	11	14	16	21	12	15	24	21	28	28	28	30	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	1	1	3	3	2	2	1	1	2	3
91500	-191.732941544281232	-190.353807287100494	-1.379134257180731	0.000092847706822	0.000041650247606	0.448586712929107	0.703937963753925	0	2	3	5	8	12	13	16	15	15	17	18	17	18	20	20	21	20	22	20	18	20	21	21	21	24	26	26	26	28	29	31	31	0	1	2	3	0	5	6	10	7	6	10	8	10	11	8	14	16	0	14	14	13	12	11	15	13	20	12	24	23	15	28	28	31	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	4	2	3	2	1	2	1
92000	-188.073061881745275	-186.712211249229910	-1.360850632515354	0.000052774269385	0.000029841810279	0.565461362649187	0.679970353873693	-1	2	3	4	7	13	11	15	16	14	17	17	19	20	20	20	21	21	23	21	21	20	22	21	23	24	25	25	26	28	29	30	31	0	1	2	3	0	7	5	10	5	7	10	8	11	11	12	11	13	0	23	11	13	12	14	12	16	20	22	24	26	24	30	30	31	1	2	1	1	1	1	3	1	4	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	2	3	1	1	1
92500	-194.650320304104611	-193.188355449031036	-1.461964855073574	0.000090310722394	0.000029329150731	0.324758234170389	0.734720472573961	-1	2	4	5	8	12	13	16	15	14	16	18	19	18	21	20	22	19	23	21	20	21	22	21	21	25	24	23	27	26	29	28	31	0	1	2	3	0	5	5	10	7	6	10	10	11	11	12	11	16	0	23	21	11	12	14	12	14	23	12	24	26	28	30	30	31	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1	4	1	2	2	1	1	1
93000	-186.670991379787608	-185.284230557177466	-1.386760822610146	0.000096179043727	0.000041225563416	0.428633534066133	0.558846300878158	0	2	3	4	8	11	13	15	15	14	16	17	18	19	21	21	22	19	22	21	20	20	22	21	22	24	25	27	27	25	29	30	32	0	1	2	3	0	5	6	10	7	6	10	8	11	11	12	11	14	0	13	21	14	14	13	12	13	20	22	23	26	15	28	28	31	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	3	1	1	1	2	2	2	1	3	2	2	2	1	2	2
93500	-199.795107316638138	-198.418437369184289	-1.376669947453856	0.000062513081472	0.000044493663424	0.711749643060368	0.737352207527219	-1	1	3	5	7	11	13	16	14	15	17	17	18	20	21	18	22	20	22	20	21	19	21	21	22	23	23	27	26	27	29	30	32	0	1	2	3	0	5	5	10	6	7	10	10	11	16	10	11	13	0	16	11	11	8	13	12	20	20	22	27	23	27	30	30	28	1	1	1	1	1	2	3	1	2	1	1	1	1	1	3	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	1	2	3
94000	-201.439472153726371	-200.064759531928701	-1.374712621797684	0.000115164560253	0.000080812588453	0.701714036640249	0.648804686974813	0	2	3	5	9	12	14	16	15	14	17	17	18	19	20	20	22	19	23	21	19	20	22	21	22	24	25	26	28	27	29	30	31	0	1	2	3	0	5	5	10	5	6	8	10	12	13	8	13	22	0	13	14	13	10	8	14	14	13	12	24	23	24	27	27	31	1	1	1	1	1	2	2	1	4	1	1	2	1	1	2	1	1	1	1	1	1	3	2	1	1	3	3	3	3	3	2	2	1
94500	-196.239632039668180	-194.859506275542032	-1.380125764126149	0.000057589238774	0.000041945935601	0.728364126601273	0.844880906532752	1	2	3	5	9	13	11	16	15	14	16	18	18	20	20	20	20	21	21	22	19	20	21	21	23	25	25	26	25	27	29	30	32	0	1	2	3	0	5	5	10	7	6	10	8	11	13	12	13	11	0	14	16	11	12	13	12	14	23	12	24	16	27	28	28	31	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	2	3	2	2	1	1	2	2
95000	-206.994710775611537	-205.567265612680018	-1.427445162931525	0.000085803408895	0.000030978913258	0.361045250499377	0.604398513719949	0	2	3	5	7	13	12	15	15	14	16	17	18	19	20	19	22	18	22	22	19	20	20	22	22	24	25	27	27	27	30	31	32	0	1	2	3	0	5	5	10	7	7	10	8	12	11	12	12	23	0	21	23	13	12	11	15	13	20	15	24	16	24	30	28	31	1	1	1	1	1	3	2	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	2	2	3	1	2	2	4	3	2	2	1
