step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
52500	-420.584251392446390	-418.777077039841629	-1.807174352604754	0.000185707475966	0.000032480760252	0.174902814673146	0.567696385737949	0	3	2	4	5	5	8	7	7	8	10	9	7	10	11	12	10	13	10	12	11	13	16	14	16	15	16	13	16	17	16	16	17	16	17	18	19	18	19	19	18	19	19	17	19	18	18	22	20	23	18	19	22	20	21	22	23	26	23	26	29	30	0	3	1	3	0	4	5	6	6	5	7	9	5	8	9	7	10	10	5	7	17	16	20	11	17	21	28	17	24	31	22	28	24	26	26	25	33	27	30	47	26	34	25	20	35	31	33	40	45	43	22	20	32	32	40	45	56	48	42	56	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	2	1	3	3	2	1	1	2	2	3	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	3	3	2	1	1	1	2	3	1	1	14
53000	-372.650913868409077	-371.050413755136844	-1.600500113272235	0.000142417052645	0.000034152421663	0.239805704644436	0.641852811476443	2	4	3	4	4	5	8	7	7	7	10	9	9	10	11	12	11	11	9	14	12	13	15	14	16	16	17	15	17	17	16	16	16	16	14	17	17	18	19	19	18	20	18	17	19	19	18	20	18	23	21	21	21	21	22	24	23	27	26	26	30	30	0	3	1	3	0	4	10	6	6	5	10	9	7	6	12	11	13	10	10	17	7	21	18	16	24	17	20	16	28	35	35	24	21	16	21	20	21	24	30	33	27	27	37	34	35	36	33	30	26	40	36	46	39	49	27	42	53	59	48	55	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	3	2	1	1	3	2	1	11
53500	-406.923507047529938	-405.150289901750739	-1.773217145779203	0.000156427639236	0.000028642248309	0.183102221889847	0.515777453899926	0	4	2	3	3	5	9	8	7	7	10	9	8	10	12	13	12	12	11	14	13	14	14	12	15	15	17	14	18	18	16	13	16	15	17	17	19	16	19	18	19	18	18	18	20	19	18	21	21	23	20	20	22	22	23	24	23	23	25	27	29	30	0	3	1	3	0	4	5	9	6	5	10	9	10	8	12	19	11	11	11	11	19	11	7	19	16	24	16	17	26	35	28	19	11	24	31	19	20	26	30	26	27	16	33	33	35	22	11	26	28	28	19	36	45	42	42	53	36	48	57	58	0	51	1	1	1	1	1	2	3	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	4	2	1	4	2	1	1	1	1	1	1	1	2	2	3	3	3	4	5	2	1	1	3	1	2	1	1	2	1	6
54000	-400.582384460348123	-398.788727932780830	-1.793656527567286	0.000161300260770	0.000028724902430	0.178083422140039	0.644063269145574	1	3	4	4	4	5	8	7	8	7	10	9	9	10	11	12	11	12	11	15	12	13	14	14	15	16	17	14	18	17	15	15	17	17	17	17	18	18	18	18	19	19	18	18	18	20	16	20	20	22	19	20	21	21	22	23	23	27	26	25	30	31	0	1	2	2	0	4	10	6	6	5	10	8	10	9	9	11	13	11	13	16	19	19	18	13	16	21	13	7	27	16	28	16	47	32	31	31	32	34	19	33	27	34	32	28	32	19	32	35	39	42	19	39	39	20	25	51	46	60	56	56	0	55	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	1	2	3	3	1	3	1	2	1	1	1	1	2	1	4	1	1	1	2	3	1	5	1	1	1	1	4	1	2	5	4	2	1	1	2	1	1	7
54500	-379.529592003897108	-377.952033918498671	-1.577558085398449	0.000120528630648	0.000030157206811	0.250207827374633	0.804021006974982	1	2	4	4	4	6	7	7	8	8	11	10	9	10	11	13	11	13	11	14	12	13	15	14	16	14	18	14	17	18	16	16	15	16	16	16	19	18	19	18	19	19	18	17	19	18	18	20	20	22	20	21	21	21	21	24	23	26	26	26	28	31	0	1	2	2	0	4	5	6	6	5	7	9	7	9	8	19	7	11	13	19	13	19	18	19	20	19	16	19	20	35	20	21	26	19	22	28	32	29	30	33	27	29	34	20	46	36	33	39	27	25	22	46	36	34	32	51	53	39	30	56	0	61	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	3	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	4	1	1	2	2	2	1	2	3	2	1	3
55000	-421.344179219507339	-419.510896188232550	-1.833283031274815	0.000152683104527	0.000025810690268	0.169047455170823	0.571731390189603	0	1	4	3	4	5	8	6	7	8	10	10	9	10	11	12	12	12	12	15	13	13	16	14	16	14	17	14	18	17	15	16	17	15	16	17	19	18	17	18	18	20	18	17	20	20	19	20	19	23	20	19	21	20	23	23	23	25	25	27	29	28	0	1	2	2	0	4	5	4	6	5	5	9	5	9	12	10	7	10	10	24	13	19	18	19	26	19	10	13	27	22	16	21	32	19	31	22	26	26	22	33	32	33	31	16	35	52	24	26	41	33	30	36	35	27	47	27	48	44	30	59	0	14	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	3	2	2	2	1	2	1	2	1	1	1	5	3	1	2	2	1	1	1	1	2	3	3	2	1	2	1	2	3	2	1	2	3	1	3	1	1	2	2	3	3	2	3	3	1	1	6
55500	-430.208764520639704	-428.562136480625441	-1.646628040014272	0.000159155470190	0.000035245409818	0.221452707692942	0.587606185850865	1	4	3	4	4	6	8	8	7	8	9	9	9	9	10	10	12	12	11	14	12	12	15	13	15	15	17	15	17	16	16	16	16	17	16	17	17	19	19	17	19	19	19	18	20	19	19	21	18	21	20	20	21	21	22	23	22	27	24	25	30	28	0	3	1	3	0	4	5	6	6	5	7	9	5	8	14	10	16	10	16	10	13	7	18	19	16	24	26	19	22	20	16	24	21	28	13	26	26	29	30	16	28	34	37	22	31	32	24	22	33	43	47	20	28	33	34	39	45	48	53	56	0	2	1	1	1	1	1	1	2	1	1	3	1	1	3	1	1	2	2	2	1	3	2	3	1	1	3	1	1	2	3	1	2	2	1	1	2	1	1	2	1	3	1	1	1	2	2	1	3	5	1	1	1	3	3	2	2	2	1	2	1	2	1	7
56000	-343.952666307953052	-342.494980649325839	-1.457685658627216	0.000095204644755	0.000031292440535	0.328686070052763	0.827328565282322	0	1	3	3	4	5	8	7	7	6	10	9	8	11	11	13	10	13	11	14	13	13	14	13	15	16	16	15	18	18	16	15	16	16	17	16	18	18	17	18	18	19	18	18	19	18	17	22	21	22	20	20	20	22	20	23	22	25	25	26	28	31	0	1	2	2	0	4	10	6	6	5	10	9	10	9	12	13	13	11	13	16	17	19	18	19	20	16	32	20	47	39	22	24	20	16	22	22	26	26	22	33	33	26	26	36	35	27	28	45	42	43	45	46	39	49	34	48	53	56	56	58	0	14	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	11
56500	-420.324983034750403	-418.747631387474200	-1.577351647276223	0.000135454035314	0.000033904949452	0.250305938642656	0.538325390472197	2	4	3	4	5	5	7	6	7	7	10	8	9	9	10	12	12	12	9	15	11	13	15	14	16	15	18	14	18	18	16	15	16	16	16	17	17	19	18	18	17	19	17	17	20	20	18	20	21	22	20	20	20	21	22	21	24	26	24	26	27	30	0	3	1	3	0	4	5	4	8	5	10	9	7	6	12	11	7	7	10	21	13	19	18	19	7	22	26	19	37	36	22	11	19	32	20	20	16	44	28	24	32	34	20	13	35	30	37	39	33	31	27	39	27	25	27	35	48	55	55	56	0	14	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	3	3	1	3	1	2	1	2	5	1	2	2	1	1	2	1	3	1	1	2	3	1	3	2	1	1	1	3	2	1	1	1	3	3	1	1	1	2	2	2	1	2	1	1	1	13
57000	-378.311207639614906	-376.616061635858784	-1.695146003756149	0.000136649756486	0.000028016687006	0.205025517254468	0.633418255659810	0	2	4	3	4	5	8	6	8	8	10	9	9	11	11	12	11	12	11	14	12	13	16	14	16	15	17	15	17	17	16	15	15	17	16	17	17	17	19	18	16	18	18	18	19	18	18	20	21	20	20	21	21	21	23	23	23	27	26	26	30	31	0	1	2	2	0	4	5	6	8	5	5	9	5	8	12	13	7	11	13	22	11	17	18	16	28	20	32	21	26	22	26	21	20	32	20	32	21	28	36	33	26	27	27	25	37	28	24	47	41	27	28	46	51	47	37	48	48	60	56	56	0	14	1	1	1	1	1	1	2	1	1	2	2	1	2	3	2	2	2	1	2	1	1	1	3	2	1	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	3	2	2	1	2	1	1	2	3	1	2	1	1	2	1	10
57500	-401.732559645968593	-400.172892555627357	-1.559667090341245	0.000123072876518	0.000031881093111	0.259042398399440	0.534282644751750	1	2	4	4	4	5	9	7	7	7	11	9	9	9	9	11	11	13	11	15	11	13	16	13	15	15	18	13	17	17	17	15	16	17	17	15	19	18	17	17	17	20	18	19	20	18	16	20	19	22	20	18	21	22	22	22	23	26	24	26	29	29	0	1	2	2	0	4	10	6	6	5	7	9	5	6	8	7	7	10	10	28	13	19	18	16	24	24	20	16	32	32	26	16	7	20	32	28	32	17	32	28	32	47	26	47	35	32	24	30	26	42	33	32	39	49	19	30	53	59	56	59	0	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	1	1	1	3	2	1	1	1	1	1	1	2	2	1	1	1	1	3	4	1	2	1	2	3	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	1	5	2	1	1	1	2	1	12
58000	-399.652824294125367	-397.943639579657713	-1.709184714467638	0.000110815721033	0.000022242563997	0.200716683425061	0.551713443485788	2	3	5	4	3	5	8	8	7	6	11	10	8	9	11	11	11	12	10	15	13	14	16	13	14	16	17	14	16	17	16	14	16	17	16	16	19	18	18	18	19	19	19	18	20	18	19	20	20	23	20	21	21	21	23	22	23	26	24	26	29	31	0	1	2	2	0	4	5	6	6	5	10	9	10	9	9	7	13	19	10	24	13	24	18	7	17	24	28	11	28	22	22	7	17	25	22	28	29	24	30	26	27	31	34	26	35	33	40	39	27	27	27	46	39	41	37	45	45	39	56	56	0	1	1	1	1	1	1	1	3	1	1	2	2	2	2	1	3	2	2	2	3	1	2	1	2	2	2	2	2	3	2	1	1	3	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	5	1	2	1	11
58500	-423.895560023017822	-422.018198866905038	-1.877361156112782	0.000156449361427	0.000025021589693	0.159934112000463	0.602332218668519	1	2	5	4	4	6	9	6	7	6	10	8	9	11	10	13	12	12	12	15	12	14	14	14	16	15	18	13	17	16	17	15	16	15	17	17	18	18	17	19	17	19	17	17	19	19	19	21	20	23	20	18	21	20	23	22	24	27	25	26	29	30	0	1	2	2	0	4	10	3	8	5	5	8	10	2	12	11	13	7	11	19	13	19	18	19	11	19	17	19	20	22	22	28	20	28	26	33	31	20	30	28	17	34	32	17	35	24	33	45	16	40	36	25	31	27	20	36	56	59	51	59	0	50	1	1	2	1	1	1	2	1	1	1	2	1	1	5	2	3	2	2	1	2	2	1	1	2	3	2	4	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	4	2	2	1	2	1	3	3	1	1	2	1	1	3
59000	-428.089630191758715	-426.231105304030450	-1.858524887728246	0.000155362524270	0.000025435569869	0.163717537345158	0.453924471510872	1	2	4	4	5	6	9	7	6	7	9	9	9	10	11	13	9	12	11	13	12	14	15	13	15	16	17	15	16	17	15	13	16	15	16	18	18	19	18	18	17	19	18	18	17	19	19	21	21	20	18	20	21	21	22	23	23	26	26	25	29	30	0	1	2	2	0	4	10	4	4	5	10	9	10	6	12	5	10	10	17	13	13	17	18	19	20	20	28	24	32	20	19	17	24	20	25	27	19	26	35	33	32	44	22	31	34	22	40	37	32	46	16	22	31	33	36	30	53	48	60	56	0	3	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	5	2	3	2	3	1	3	2	1	1	2	1	1	2	2	2	2	1	1	1	1	2	2	2	1	3	1	1	2	2	3	1	2	3	1	2	2	3	2	2	3	1	3	1	1	1	12
59500	-404.722220443393212	-403.133949376073133	-1.588271067320089	0.000145326835067	0.000035638525265	0.245230175480361	0.588546783082112	1	3	5	4	3	5	7	7	7	7	11	9	9	10	11	12	11	13	10	14	11	14	15	12	16	15	17	15	17	17	16	15	16	16	16	18	18	18	18	18	19	19	18	19	18	19	16	19	20	23	20	21	21	21	21	22	21	25	25	27	29	30	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	13	13	7	7	24	7	16	11	21	21	24	21	20	32	22	19	13	13	20	26	26	26	25	34	47	30	43	31	40	35	36	26	30	33	31	35	46	26	25	26	45	35	57	53	58	0	9	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	1	2	1	2	1	3	2	3	1	1	2	2	3	5	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	3	2	3	2	1	2	3	1	1	9
60000	-355.472813929717518	-353.654001046257861	-1.818812883459651	0.000139251732647	0.000023985747217	0.172247387958254	0.720882422125915	2	3	5	4	4	5	8	8	7	6	9	10	8	11	11	12	11	12	10	14	12	14	13	12	15	14	18	15	16	17	15	14	16	15	16	18	18	19	18	19	18	20	19	18	20	18	17	22	20	20	18	21	21	21	22	24	23	26	25	26	29	30	0	1	2	2	0	4	10	6	6	5	7	9	10	8	12	19	13	11	13	16	17	13	11	19	20	24	16	16	26	31	32	16	22	24	19	30	35	29	30	33	47	34	34	26	39	22	33	30	27	27	22	35	30	49	44	48	53	48	39	56	0	14	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	2	1	1	1	3	2	1	1	1	1	1	1	3	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	1	2	1	1	2	3	1	1	6
60500	-393.101112473837247	-391.489268108875763	-1.611844364961484	0.000105543951574	0.000024802794398	0.234999675755345	0.613467368462597	1	2	4	4	4	6	9	8	7	6	11	9	8	10	10	11	12	12	10	13	13	13	14	14	16	15	17	14	16	18	15	16	15	15	17	17	17	19	18	19	17	18	18	17	19	19	17	21	20	22	20	20	22	22	23	23	23	27	25	26	28	30	0	1	2	2	0	4	10	6	6	5	7	6	5	8	9	19	7	7	13	16	17	19	18	13	33	20	28	19	16	33	22	20	16	20	22	28	20	16	19	47	20	34	27	20	24	36	26	42	39	39	35	39	39	49	43	39	53	59	48	56	0	4	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	3	1	1	2	2	3	1	1	2	2	1	2	2	1	3	4	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	3	1	1	2	2	1	11
61000	-414.368365389536848	-412.692008937040953	-1.676356452495867	0.000137403744783	0.000029004222818	0.211087571625550	0.489341394740404	1	2	3	3	4	5	8	7	8	7	11	10	8	9	12	12	12	12	10	14	12	13	15	12	15	15	17	14	16	15	16	14	16	16	16	17	19	18	18	17	18	19	19	19	18	19	19	22	21	21	20	19	22	21	22	23	23	27	26	27	29	29	0	1	2	2	0	4	5	4	6	5	19	8	10	6	12	13	10	10	10	13	7	7	18	7	19	17	24	21	28	19	16	5	17	22	30	16	27	29	27	26	25	22	27	33	35	34	40	42	25	47	45	27	30	33	28	30	53	48	46	56	0	3	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	3	2	3	2	3	2	2	2	2	2	1	1	3	1	5	3	2	1	2	1	1	1	1	2	3	1	2	1	2	2	1	3	1	1	1	4	4	5	4	1	2	2	2	1	12
61500	-410.082683651102570	-408.383135587449829	-1.699548063652753	0.000139526238679	0.000028415207841	0.203654940532324	0.589085904534765	0	4	2	4	4	5	8	7	7	7	10	9	8	10	12	13	12	13	11	14	11	13	16	13	16	15	17	14	16	18	17	16	16	17	17	15	18	17	18	19	18	20	18	18	18	19	17	20	20	22	21	18	19	21	21	23	23	26	24	26	30	29	0	3	1	3	0	4	5	6	6	5	7	8	10	9	12	7	10	11	10	24	13	17	18	21	17	24	24	10	16	25	26	24	26	24	22	22	24	26	22	47	33	20	34	26	32	52	33	28	40	32	45	19	30	26	29	48	37	56	56	48	0	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	4	2	1	3	1	1	1	2	1	3	1	2	3	2	1	1	2	1	2	2	1	2	1	2	1	1	2	1	2	1	1	1	2	1	4	3	3	1	4	1	2	2	2	1	4	1	12
62000	-412.787619958552852	-410.513559062080105	-2.274060896472753	0.000174192362363	0.000018326149599	0.105206389936793	0.538839424866766	1	2	4	4	4	5	8	7	7	8	11	10	8	10	10	12	12	13	10	12	11	14	14	13	14	16	17	15	18	16	16	15	17	17	16	18	19	17	19	16	18	18	18	19	20	17	17	20	21	23	19	19	20	21	21	22	22	26	25	26	29	30	0	1	2	2	0	4	5	4	6	5	7	6	5	8	8	13	7	11	7	13	10	20	18	10	10	19	21	16	26	22	22	16	35	28	16	24	38	24	20	25	26	34	35	27	51	10	40	36	16	42	27	28	26	25	41	48	53	56	45	56	0	14	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	3	2	2	3	2	1	1	1	1	1	1	2	2	1	2	3	1	1	1	1	1	1	3	1	1	4	2	1	2	2	3	2	1	1	2	3	2	1	12
62500	-395.435311384784598	-393.401445606720699	-2.033865778063877	0.000159420356046	0.000021301823072	0.133620471065820	0.587248880896240	1	3	4	4	4	5	8	7	7	7	10	8	9	10	12	11	11	11	12	14	12	13	15	14	15	15	15	15	18	17	17	14	16	16	16	16	19	18	18	18	19	20	18	18	17	19	18	22	20	20	19	19	21	19	22	24	22	24	26	26	29	31	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	13	13	10	16	17	10	19	18	16	17	16	24	19	26	25	22	16	32	21	22	16	27	25	19	33	33	34	31	20	19	45	20	45	33	19	28	16	45	28	39	36	53	48	48	58	0	14	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2	3	2	1	3	1	1	2	1	1	2	1	2	3	2	4	2	4	2	2	2	2	1	1	2	1	1	9
63000	-366.088038249437602	-364.295809520270041	-1.792228729167581	0.000154545747508	0.000027574924200	0.178425641889785	0.707856446445647	1	3	4	4	5	6	6	8	7	8	10	9	9	10	12	13	11	12	12	15	12	14	16	14	15	16	18	14	17	17	16	14	16	15	16	18	17	18	18	18	18	19	18	18	19	19	18	22	20	22	20	19	21	22	22	21	23	26	24	26	29	29	0	1	2	2	0	4	5	6	6	7	7	9	10	6	12	17	13	11	10	32	17	16	18	21	16	20	24	21	26	22	32	13	28	24	32	31	20	34	30	22	37	34	32	32	35	40	33	45	27	45	45	16	39	41	40	45	56	55	48	59	0	14	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	3	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	3	1	2	2	1	2	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	7
63500	-399.051792200247803	-397.187724435792802	-1.864067764455029	0.000146824678964	0.000023871878572	0.162587643581089	0.540803089160062	2	3	5	4	3	5	5	7	7	6	10	10	8	11	12	12	10	11	11	15	13	13	14	13	14	14	18	13	16	16	16	15	17	16	17	16	19	18	19	19	17	20	18	18	18	19	18	22	19	21	20	20	21	21	23	23	23	26	25	27	30	29	0	1	2	2	0	4	5	6	6	7	7	9	7	8	12	10	13	11	17	25	17	11	18	17	19	11	33	11	19	20	16	19	25	24	22	19	26	29	30	32	25	33	24	24	30	35	26	45	41	20	32	43	45	33	50	27	53	48	48	58	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	1	1	2	1	2	2	2	1	3	2	1	2	2	2	2	2	2	3	1	2	2	1	2	3	2	1	1	3	2	1	3	2	1	2	2	2	3	1	2	2	1	1	8
64000	-387.106370663006089	-385.467291598294935	-1.639079064711130	0.000138982683185	0.000031167248284	0.224252745521077	0.574369146186940	1	2	3	3	5	5	9	8	8	6	10	9	8	10	11	12	10	12	11	15	11	14	14	12	15	15	18	14	17	16	17	16	16	16	16	16	17	18	18	19	17	18	19	17	19	18	19	20	20	22	20	20	21	20	22	23	24	26	25	27	30	28	0	1	2	2	0	4	10	6	6	5	10	9	10	8	12	19	13	11	17	19	17	16	18	13	16	16	26	19	16	22	20	16	28	20	22	26	33	33	30	32	16	34	20	28	34	32	17	39	32	43	35	47	39	40	27	31	47	47	30	57	0	6	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	2	3	1	2	1	1	1	4	1	1	1	2	1	1	1	2	3	3	3	3	2	1	8
64500	-406.471341069483401	-404.742439270353429	-1.728901799129983	0.000164785543049	0.000032125907372	0.194955860674354	0.564753893318048	0	4	2	4	4	5	8	7	7	7	10	9	9	11	12	13	12	12	11	13	12	13	16	11	15	16	16	15	17	17	17	15	17	17	15	18	17	16	18	18	18	20	18	19	19	19	18	21	19	23	19	21	20	21	22	24	22	24	25	25	30	29	0	3	1	3	0	4	5	6	6	5	13	9	10	8	8	24	7	11	10	13	24	7	18	13	17	16	16	16	24	27	32	13	26	28	22	22	27	19	33	29	29	34	35	29	26	22	33	30	28	55	32	49	39	41	42	25	53	48	30	39	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	2	2	1	2	2	1	1	2	2	1	3	1	1	3	1	2	1	2	1	2	1	1	1	1	1	1	1	4	1	2	2	1	2	1	1	2	1	4	1	1	4	3	1	10
65000	-396.393201620408036	-394.565730929354402	-1.827470691053657	0.000160217189881	0.000027288132738	0.170319631485566	0.594619424278223	1	3	2	4	3	5	9	7	8	7	10	10	8	9	11	13	11	12	11	15	13	14	16	14	16	15	16	15	18	17	16	15	16	16	16	18	17	18	16	18	18	18	19	17	19	19	18	21	19	21	18	17	21	22	23	24	23	23	24	25	28	30	0	3	1	3	0	4	13	6	6	5	10	9	10	8	12	17	13	10	13	24	17	13	22	16	17	16	19	11	32	39	26	16	26	20	28	19	16	27	24	33	25	34	24	20	35	22	33	31	25	37	28	20	30	49	50	30	22	48	58	58	0	9	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	3	1	1	2	1	3	3	1	1	1	2	1	1	1	3	2	1	1	1	1	1	3	1	2	2	1	2	1	1	2	1	2	2	1	6	5	1	1	1	1	10
65500	-410.400711435916605	-408.776374324719654	-1.624337111196959	0.000164691644475	0.000037868956174	0.229938539352397	0.531626102931840	2	4	3	4	4	5	6	7	7	7	9	9	8	10	12	10	11	12	11	14	12	14	16	14	14	15	17	12	18	18	16	15	15	13	16	18	19	18	19	19	17	20	18	18	20	20	18	19	20	23	20	21	22	22	22	23	24	26	25	27	30	27	0	3	1	3	0	4	5	6	6	5	10	9	7	8	14	13	13	11	16	16	16	28	18	16	28	28	32	16	20	27	20	28	19	28	13	22	27	26	30	43	32	27	19	33	36	36	17	26	40	55	36	49	47	49	40	30	20	38	30	30	0	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	4	1	1	2	1	1	1	2	3	2	1	1	3	2	1	1	1	1	2	1	1	3	5	4	3	4	1	8
66000	-418.623413609964018	-417.149152009856039	-1.474261600107984	0.000133968413788	0.000042086732272	0.314154143365673	0.447593518445731	1	3	2	4	4	6	8	8	7	8	10	9	9	10	11	13	9	13	11	14	12	13	15	12	14	16	18	14	17	17	16	15	17	17	16	17	19	19	18	18	19	20	19	19	18	19	18	21	19	22	19	20	20	21	22	23	23	26	25	26	28	30	0	3	1	2	0	4	5	4	4	5	7	9	5	9	12	11	7	11	17	10	17	17	18	7	24	24	24	16	16	19	24	19	21	35	28	22	33	47	16	36	47	34	22	33	13	36	31	40	20	34	16	46	45	28	51	39	53	48	48	53	0	2	1	1	1	1	1	1	2	3	2	2	1	1	2	1	1	1	1	1	1	3	2	2	1	2	1	2	2	1	2	3	2	3	2	1	1	2	1	1	3	1	1	1	3	1	4	1	1	2	2	1	3	1	2	3	3	4	1	2	2	4	1	11
66500	-424.211434973714688	-422.224829580450546	-1.986605393264126	0.000139430655762	0.000019622180454	0.140730747819618	0.487094412352016	0	3	2	3	4	5	9	8	7	6	10	10	8	9	12	11	12	12	11	13	12	13	16	14	14	15	18	14	17	17	17	15	15	14	15	18	19	18	18	16	18	20	19	19	18	20	19	20	19	23	19	20	21	21	22	22	23	26	25	25	30	28	0	3	1	3	0	4	10	9	6	5	5	9	10	6	12	11	19	7	11	19	13	16	10	13	16	13	19	16	24	22	22	19	24	7	19	30	41	20	25	33	19	47	28	27	28	39	24	30	33	55	25	26	45	49	42	43	53	53	41	56	0	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	3	1	3	3	2	3	2	1	2	2	1	3	1	2	2	1	1	3	2	1	3	1	3	1	1	1	2	2	2	1	3	2	1	2	1	2	1	2	4	2	1	13
