step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
23500	-436.096408267642857	-434.351226163049432	-1.745182104593452	0.000152312385701	0.000029005611891	0.190435017857633	0.529288001435722	2	3	4	4	4	6	8	7	7	6	11	9	8	9	10	13	12	12	12	13	12	13	15	13	15	15	16	15	17	17	16	15	16	16	16	15	17	18	17	19	17	19	19	18	19	19	19	21	20	22	20	20	20	21	23	22	21	25	26	26	30	30	0	1	2	1	0	4	5	6	2	5	10	6	5	9	8	19	13	10	10	11	13	19	18	13	22	21	20	11	24	22	22	13	16	21	19	20	28	26	36	33	28	33	27	32	17	35	44	35	19	28	22	36	27	41	31	54	45	30	56	58	0	2	1	1	1	1	1	1	2	1	2	1	3	2	3	1	1	1	2	2	3	1	1	1	2	4	1	1	2	2	2	2	2	5	1	2	2	1	1	1	1	2	1	1	2	2	4	2	1	3	5	3	2	3	2	2	3	1	2	3	2	1	1	13
24000	-409.824224774974482	-408.238047369340393	-1.586177405634112	0.000139857144108	0.000034430843969	0.246185807586196	0.544001954441408	2	3	5	4	4	6	9	5	7	8	10	9	8	10	10	12	10	12	11	15	12	12	16	13	16	15	17	14	15	17	17	15	16	17	16	17	19	18	19	16	19	20	19	19	19	20	16	21	20	22	20	21	20	21	23	23	23	26	24	24	28	28	0	1	4	2	0	8	5	4	8	5	13	9	5	9	12	13	10	10	17	7	17	13	18	19	28	28	47	24	24	22	20	19	22	24	24	26	27	29	30	32	47	10	24	20	34	36	26	20	27	32	22	46	45	33	25	39	27	48	20	48	0	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	3	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	1	1	6	2	2	1	2	1	2	2	3	5	1	1	3	3	2	3	2	4	2	1	6
24500	-412.785239784587134	-411.030053622945275	-1.755186161641868	0.000117173396475	0.000021999931250	0.187755343039146	0.464308158648562	1	2	4	3	3	6	9	4	7	7	11	9	8	10	12	12	12	12	10	15	12	13	16	13	16	13	17	14	17	17	15	15	16	16	17	18	17	18	19	18	19	17	18	19	19	19	18	22	21	23	18	21	21	20	22	23	23	27	25	27	29	29	0	1	2	2	0	8	5	4	6	5	7	9	5	9	12	19	10	11	13	16	19	16	18	13	16	19	24	7	33	32	24	13	16	24	20	22	19	25	22	33	25	7	42	47	35	24	7	46	54	25	32	46	32	41	43	30	30	57	48	56	0	3	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	3	2	1	2	2	1	1	2	4	2	1	1	2	4	1	5	1	1	4	1	1	1	4	5	2	1	2	2	1	3	1	2	2	4	2	2	1	1	10
25000	-395.130175590372858	-393.351368672302669	-1.778806918070194	0.000189026766579	0.000034346842333	0.181703591264362	0.597480289600811	1	2	4	4	4	5	8	7	7	7	11	9	9	10	11	12	12	12	11	15	13	14	14	13	15	16	17	13	17	18	16	15	16	17	16	18	17	16	16	17	19	19	18	19	19	19	19	19	19	23	20	20	21	20	20	23	22	27	26	26	28	31	0	1	2	2	0	4	10	1	6	5	7	9	10	9	9	13	11	11	13	13	13	11	11	19	24	32	13	16	26	20	22	24	28	33	20	22	28	24	11	28	29	36	24	43	35	40	37	22	20	55	47	36	43	32	40	45	43	60	36	56	0	8	1	1	1	1	1	1	1	3	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	4	1	1	1	1	1	2	1	1	2	2	2	3	3	1	1	3	1	2	1	2	3	2	2	1	2	1	2	2	2	2	1	4	2	1	8
25500	-380.902870702826988	-379.375449383751004	-1.527421319075974	0.000133219394383	0.000036891352700	0.276921786581842	0.609119146694236	2	3	5	4	5	6	8	7	8	7	10	9	9	10	11	12	12	12	11	15	12	14	16	13	14	15	17	15	17	17	16	15	16	17	17	17	17	18	18	19	18	19	18	17	20	19	18	20	19	22	21	21	21	20	21	23	22	27	24	27	29	30	0	1	2	2	0	4	10	4	6	5	10	9	5	8	12	19	19	11	13	16	7	21	18	19	16	13	33	24	28	24	22	16	24	26	20	32	28	28	30	33	20	41	20	32	35	36	33	22	22	20	22	27	48	33	43	45	22	56	45	56	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	3	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	2	3	3	2	1	2	1	2	3	2	2	2	1	11
26000	-435.689811397737742	-434.098368781972454	-1.591442615765302	0.000159838757548	0.000038968351458	0.243797887667742	0.442585869800471	0	4	3	4	4	5	5	6	7	7	11	10	9	11	11	12	9	12	12	14	13	13	16	14	15	15	17	15	17	17	17	15	16	16	16	16	18	17	16	18	19	18	17	18	18	18	19	22	20	21	21	21	21	20	20	24	24	26	25	25	29	29	0	3	1	3	0	4	5	6	4	7	7	9	7	6	9	17	7	17	13	22	13	11	18	10	13	20	26	20	26	39	24	7	21	21	20	19	28	17	24	26	33	36	16	33	20	36	22	30	24	41	32	42	35	33	16	21	24	48	48	34	0	14	1	1	1	1	1	1	1	1	3	1	4	2	1	3	2	2	2	2	2	1	2	1	2	3	5	1	1	1	1	1	1	5	2	2	1	2	2	4	1	2	2	2	2	1	2	1	3	2	3	1	3	1	3	3	4	5	5	2	3	5	1	10
26500	-378.013114666506681	-376.278137671048285	-1.734976995458375	0.000132597191978	0.000025623734869	0.193244928396391	0.588733405645818	0	4	2	3	4	5	9	7	8	7	10	9	9	10	12	12	11	11	11	15	13	14	15	13	15	15	17	14	17	17	16	16	16	15	17	18	18	19	18	19	19	20	18	18	19	18	17	19	20	23	21	20	21	22	20	22	23	26	25	26	30	29	0	3	1	3	0	4	5	6	8	5	7	8	10	4	12	19	13	13	7	24	17	24	18	16	16	16	34	11	32	22	26	16	24	19	32	22	19	29	32	47	27	44	34	34	35	22	26	30	26	55	33	28	48	41	26	51	48	48	57	56	0	1	1	2	1	1	1	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	1	2	3	1	2	3	1	2	1	14
27000	-432.380236684030990	-430.483689386691424	-1.896547297339575	0.000173647994394	0.000027130435695	0.156238117172469	0.509461078799628	2	4	3	4	3	5	6	7	8	7	10	9	8	8	11	11	11	12	12	13	12	14	16	13	15	12	17	14	17	17	17	14	15	16	15	16	18	17	18	18	19	20	18	18	18	19	17	22	20	23	21	21	21	22	22	23	23	26	25	26	29	31	0	3	1	3	0	4	5	6	6	5	5	4	7	8	14	13	7	13	13	11	10	16	18	26	19	11	25	11	18	32	36	16	24	24	17	20	34	20	31	33	13	36	35	19	36	36	33	39	25	37	44	35	39	42	37	27	53	48	48	41	0	6	1	1	1	1	1	1	2	1	1	2	3	2	1	1	2	3	3	2	2	1	3	2	2	1	1	1	1	3	2	2	1	2	1	1	2	1	2	2	1	2	6	3	2	3	1	2	1	1	2	2	2	2	1	1	2	3	1	3	1	3	1	13
27500	-398.740699069708171	-397.067361956284174	-1.673337113423970	0.000140084056542	0.000029711165744	0.212095269638153	0.551442840452043	1	3	2	3	4	6	8	8	7	8	10	10	8	10	10	11	11	13	11	14	13	14	15	13	15	15	17	14	17	16	17	15	16	17	15	17	19	19	18	18	18	19	16	17	20	18	18	21	20	23	19	18	21	22	22	22	22	27	23	26	29	29	0	3	1	3	0	4	5	4	6	5	13	9	5	9	8	11	13	11	7	17	19	10	18	19	16	16	28	17	32	26	35	24	25	17	24	24	34	27	36	33	32	16	20	22	35	25	32	34	40	54	34	34	42	42	42	34	53	59	56	59	0	8	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	2	2	2	3	1	4	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	4	1	2	2	1	1	2	1	1	1	1	1	3	2	2	1	2	1	2	1	8
28000	-422.661406643861824	-421.118109412792478	-1.543297231069325	0.000154292462021	0.000041315248621	0.267772307730128	0.661726595913077	0	3	2	4	4	5	9	7	7	6	9	9	8	11	11	13	11	12	11	13	11	12	14	13	15	15	18	14	16	18	14	15	17	15	16	17	18	17	18	18	18	19	17	16	19	18	18	20	21	22	19	21	21	20	22	23	24	26	25	26	29	30	0	3	1	2	0	4	5	6	6	5	10	9	10	8	12	11	10	11	13	19	13	21	18	19	24	20	29	17	24	31	24	24	44	13	20	32	28	29	17	33	24	39	16	22	35	36	34	47	54	41	36	39	48	35	37	48	53	56	16	56	0	12	1	1	2	1	1	1	3	1	1	1	3	1	1	2	1	3	3	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	4	1	2	1	2	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	6	2	1	8
28500	-399.756537078800250	-397.981977481704973	-1.774559597095294	0.000119907165419	0.000021914771023	0.182764482391145	0.529952555718054	1	4	2	3	4	5	8	6	8	7	9	9	9	11	11	12	12	10	11	13	12	13	15	13	15	15	17	14	18	16	15	15	17	17	16	17	17	18	18	17	18	20	18	19	19	19	18	21	20	22	20	20	20	21	22	22	24	26	24	27	29	27	0	3	1	3	0	4	5	6	6	5	10	9	10	4	12	19	13	10	13	7	13	7	18	16	22	19	26	24	22	28	20	24	19	25	22	32	24	24	30	16	27	27	35	27	35	31	24	39	29	26	45	46	35	34	40	39	46	48	48	56	0	14	1	1	1	1	1	1	2	1	2	2	1	1	1	4	1	1	2	3	1	4	1	2	3	1	1	2	2	1	3	1	1	2	3	2	2	1	2	2	1	3	1	1	1	2	2	3	2	2	1	3	1	1	2	2	2	4	1	2	2	3	1	4
29000	-395.663095494485844	-394.024046804165152	-1.639048690320710	0.000113776452708	0.000025515980570	0.224264159788154	0.564890461201069	-1	3	2	4	4	5	8	7	8	6	10	10	8	9	11	10	11	11	12	14	13	14	16	13	15	15	17	15	17	18	16	15	17	16	16	17	18	17	19	18	19	19	18	17	20	19	17	21	20	21	19	21	21	21	20	24	24	25	25	25	30	30	0	3	1	3	0	4	10	6	6	5	7	9	10	6	12	13	13	7	16	7	17	19	18	16	24	24	16	16	32	26	22	19	28	24	22	20	34	32	26	17	40	24	20	34	28	27	16	30	25	55	35	46	39	49	39	39	53	48	39	56	0	4	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	2	2	2	3	1	1	2	1	1	2	3	2	1	2	1	2	1	2	1	1	1	2	2	4	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	11
29500	-368.277525664965708	-366.621236766233096	-1.656288898732619	0.000114777978705	0.000025018443919	0.217972508329622	0.616114889008198	1	3	2	4	5	6	8	8	7	7	10	9	8	10	11	12	11	12	10	13	13	13	15	13	15	15	15	15	17	18	16	15	15	16	15	18	18	18	19	17	18	19	18	18	19	18	17	21	20	21	19	20	21	21	22	23	22	27	26	25	28	31	0	3	1	2	0	4	5	6	6	5	7	8	10	6	12	13	13	11	13	19	17	17	18	19	22	21	19	24	32	31	22	19	7	25	24	31	22	33	35	20	47	32	27	32	35	28	22	39	41	26	31	46	46	49	37	48	53	48	56	56	0	14	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	2	1	1	1	2	2	1	1	2	2	3	1	1	1	2	1	2	3	1	3	1	1	2	2	2	1	1	3	2	1	1	1	2	1	1	2	2	1	1	12
30000	-400.188596461944087	-398.193459432901079	-1.995137029043027	0.000103638659460	0.000014447236143	0.139400067684396	0.539351757353801	0	3	2	3	4	6	9	8	8	7	11	9	9	10	10	12	11	13	11	14	11	13	16	14	15	15	17	15	17	16	17	15	16	17	17	17	19	19	18	18	18	19	18	18	18	17	18	20	21	23	20	20	21	19	21	23	24	27	25	26	29	29	0	3	1	3	0	4	5	6	4	5	10	6	10	6	12	13	7	11	10	19	7	17	18	13	20	21	20	22	28	22	24	7	16	32	22	24	27	29	22	33	24	44	13	26	46	22	33	39	54	55	45	46	30	33	20	35	43	56	48	39	0	1	1	1	1	1	1	2	2	1	2	2	3	1	1	2	1	3	1	2	3	1	1	1	2	3	1	2	1	1	1	2	1	3	2	1	2	2	1	1	3	1	2	1	5	2	1	2	1	1	1	1	1	2	3	1	3	2	2	3	2	3	1	11
30500	-405.924711903225898	-404.228037593058389	-1.696674310167487	0.000147609592910	0.000030193191006	0.204547620588265	0.507365280989095	1	2	4	3	5	5	8	7	7	8	11	9	9	9	11	13	10	13	11	13	12	14	16	13	15	15	17	15	17	17	16	15	16	17	16	17	18	19	18	17	17	19	18	18	19	19	18	21	21	23	21	20	21	21	22	23	23	26	25	24	29	31	0	1	2	2	0	4	5	6	6	5	7	6	10	9	12	13	13	11	13	19	17	16	26	19	20	19	24	7	26	33	16	19	20	32	22	26	20	20	30	26	25	19	26	26	20	36	17	31	33	26	36	47	45	26	32	22	53	50	25	56	0	2	1	1	1	1	1	1	2	2	1	2	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	2	2	1	1	1	1	3	2	1	1	1	4	2	1	4	2	4	2	2	3	3	1	2	2	5	4	1	3	5	1	1	16
31000	-388.389348954500747	-386.777156438661905	-1.612192515838827	0.000167890022854	0.000039429883766	0.234855431523539	0.611800290969848	0	4	2	3	4	5	7	6	8	7	9	9	9	9	11	13	12	13	11	14	12	13	15	12	16	15	17	15	17	17	15	15	16	16	16	17	18	17	18	17	18	20	18	19	19	20	18	21	19	22	20	19	19	22	23	23	23	26	26	26	29	31	0	3	1	3	0	4	5	6	6	5	7	9	7	6	14	19	19	11	11	16	13	13	18	19	24	20	20	19	33	22	13	17	24	26	17	35	28	31	28	26	33	34	34	24	40	26	40	45	28	42	35	36	30	49	43	46	48	56	56	48	0	14	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	5	2	2	1	1	1	1	1	2	2	1	2	1	4	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	3	1	12
31500	-435.168980605717934	-433.553222277019927	-1.615758328698025	0.000161908536139	0.000037787642770	0.233388823536803	0.612421362324396	1	4	3	4	4	6	7	8	7	8	10	9	8	10	12	12	12	12	11	14	12	14	15	13	14	14	18	15	17	16	16	15	16	13	16	17	17	19	18	17	18	19	17	19	19	20	19	21	19	21	20	20	22	22	23	23	23	26	26	26	30	27	0	3	1	3	0	4	5	6	6	7	7	9	5	6	9	13	7	11	13	17	13	11	11	19	19	16	17	24	16	22	22	26	32	17	16	22	26	16	16	33	32	28	17	36	43	36	33	22	33	33	30	39	29	42	54	27	29	51	57	53	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	1	1	2	2	1	2	2	2	2	1	3	1	2	1	1	1	1	1	2	2	2	3	3	1	1	2	3	2	1	2	2	3	1	2	2	1	3	2	1	2	2	3	2	2	1	11
32000	-429.082518578033955	-427.267792442176415	-1.814726135857535	0.000159671429055	0.000027650510806	0.173171311672862	0.554689430755619	2	3	5	4	5	6	9	8	7	8	11	9	9	10	11	13	11	12	11	14	12	13	15	14	14	16	17	14	16	18	16	15	17	15	16	16	19	19	18	18	17	19	19	18	19	18	17	22	21	20	20	20	22	21	23	23	24	26	24	27	29	30	0	1	2	2	0	4	5	6	6	5	7	9	5	6	12	7	10	7	10	18	19	17	18	21	19	24	26	10	24	20	25	24	7	13	28	22	34	29	35	34	10	28	32	34	35	28	24	22	47	41	28	32	45	20	28	42	56	28	39	59	0	3	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	2	2	3	2	1	1	2	1	1	1	1	1	3	2	2	2	1	4	2	1	1	2	2	1	3	4	3	2	2	2	4	2	4	2	1	3	2	2	4	5	1	1	6	3	1	1	11
32500	-409.097147447021314	-407.370789305538096	-1.726358141483236	0.000177895138925	0.000034810687427	0.195680936742700	0.599637711997064	2	3	5	4	4	5	8	6	7	8	11	9	9	8	10	13	11	12	11	14	12	13	15	13	15	15	17	15	18	15	16	16	16	16	15	17	18	17	19	18	19	19	18	17	19	19	18	21	21	22	20	19	21	18	20	24	23	25	23	26	29	30	0	1	2	2	0	4	5	6	8	5	7	9	5	8	8	10	10	11	10	24	13	10	18	19	24	24	24	24	26	22	35	10	20	20	16	19	27	16	32	33	40	34	32	20	54	36	33	39	54	43	35	16	39	34	22	39	48	59	42	59	0	52	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	3	2	1	2	1	2	2	3	1	1	1	2	1	1	1	1	4	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	4	1	1	2	4	1	1	2	1	1	5
33000	-383.159466805137754	-381.548772419608270	-1.610694385529458	0.000127534322566	0.000030031460086	0.235477473687503	0.603875759377832	1	2	5	3	5	5	9	7	8	7	11	9	8	10	12	13	10	12	12	14	11	13	16	12	16	16	16	13	18	18	15	15	16	15	16	17	18	19	19	18	19	19	18	18	20	17	18	21	21	22	20	20	20	21	22	23	23	25	25	27	28	30	0	1	2	2	0	4	5	4	4	5	10	6	5	9	12	24	7	7	7	24	17	19	11	17	28	32	17	19	27	27	22	28	32	16	22	26	16	29	30	33	46	43	26	19	35	16	33	30	13	19	35	46	26	41	43	45	53	48	48	58	0	9	1	1	2	1	1	2	3	1	3	1	3	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	4	2	2	1	2	5	4	2	1	3	1	2	2	1	2	3	1	1	10
33500	-396.590739237070864	-394.848728597087870	-1.742010639982970	0.000187919997485	0.000035949063348	0.191299828805242	0.524688427638403	1	2	4	3	4	5	7	7	8	6	10	9	8	10	11	12	11	12	12	14	11	12	15	13	16	14	17	15	16	17	16	15	17	16	15	18	19	19	19	18	18	19	18	18	19	18	19	21	20	20	21	20	21	20	22	24	24	26	25	27	30	29	0	1	2	2	0	4	5	6	8	5	10	9	5	9	12	7	10	11	17	19	10	13	17	19	24	24	32	10	20	31	26	26	19	19	24	25	27	24	31	20	34	34	19	28	30	24	19	30	44	43	36	35	39	40	50	27	53	59	48	58	0	3	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	2	2	2	1	1	2	3	3	1	1	1	1	5	1	1	1	1	2	1	2	1	1	4	1	3	2	2	2	2	2	2	4	2	1	1	1	3	1	1	1	4	2	1	2	1	1	11
34000	-378.312429504941861	-376.547529818591840	-1.764899686349992	0.000134046491848	0.000024828257939	0.185221243737496	0.593358766474109	1	3	5	4	3	5	7	8	7	7	10	9	8	10	8	13	11	11	11	15	12	14	15	13	16	15	17	14	16	17	17	15	16	17	17	17	19	18	18	19	16	20	17	19	18	19	17	20	20	23	20	21	21	21	23	22	23	26	25	26	30	30	0	1	2	2	0	4	5	6	6	5	7	15	7	6	9	21	13	10	10	19	13	21	18	18	24	19	16	19	24	20	20	13	16	28	26	22	47	28	30	34	20	34	16	32	35	27	32	39	41	34	45	46	48	47	20	39	48	59	48	42	0	8	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	1	2	2	1	2	1	1	2	1	2	1	1	1	3	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	4	2	2	1	2	3	1	10
34500	-392.013170987808962	-390.160061308357569	-1.853109679451412	0.000148998504311	0.000024560189938	0.164835144165074	0.529558092467778	0	2	4	3	5	6	8	5	8	6	10	10	8	10	12	13	11	12	12	15	13	14	15	14	15	16	17	15	16	18	16	16	15	16	16	18	17	18	18	19	18	19	17	18	20	20	19	21	20	20	20	20	22	21	22	22	23	25	24	26	30	28	0	1	2	2	0	8	10	4	8	5	7	9	10	6	12	19	10	17	13	16	10	19	18	16	17	13	20	13	19	37	33	25	17	16	22	31	24	29	22	33	17	43	20	26	36	32	37	22	47	28	19	31	45	26	42	39	48	48	56	56	0	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	3	1	2	1	3	4	1	3	2	1	1	1	2	2	1	2	2	1	2	2	3	1	1	1	1	2	1	4	1	2	3	2	1	2	2	2	1	2	1	1	1	12
35000	-393.855898347669438	-392.151667475701515	-1.704230871967941	0.000144806406975	0.000029282266304	0.202216648531794	0.560262295649540	1	2	5	3	5	6	9	5	7	6	10	9	8	10	12	13	10	13	11	15	12	13	15	14	15	16	17	14	17	18	17	15	16	17	16	17	19	18	18	17	18	19	17	19	20	19	19	20	21	22	20	20	20	22	21	23	24	25	26	27	30	29	0	1	2	2	0	8	10	4	8	5	10	9	10	8	12	19	13	7	13	21	17	21	18	19	16	32	16	19	20	26	16	16	19	22	22	24	28	27	20	28	33	32	33	28	35	20	33	30	27	24	24	46	36	44	47	48	31	45	56	59	0	14	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	3	1	2	2	1	1	2	1	1	2	2	1	1	2	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	1	2	3	3	1	1	2	1	2	3	3	2	1	1	12
35500	-433.619689697399053	-431.751470095361469	-1.868219602037573	0.000135420208940	0.000021904280318	0.161750454300553	0.465166999310447	0	2	4	3	4	6	8	4	7	7	10	8	8	9	12	11	11	13	11	15	12	14	15	13	16	15	17	14	17	17	16	14	13	14	16	16	19	18	19	18	18	18	18	18	19	20	18	21	19	22	18	20	22	21	22	20	24	26	24	27	29	31	0	1	2	1	0	8	5	4	8	5	10	4	10	9	12	13	13	10	10	10	13	10	18	21	16	21	21	7	26	28	24	7	16	21	10	33	27	20	30	33	35	33	17	33	36	22	17	45	24	45	36	20	45	20	34	39	39	42	48	56	0	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	2	1	2	3	2	5	2	4	1	1	3	2	2	3	1	1	2	3	1	1	4	2	2	1	2	2	2	3	3	2	2	3	3	1	3	1	1	2	2	3	3	1	3	4	2	3	1	13
36000	-392.578270529417466	-390.975827670417175	-1.602442859000311	0.000136575713713	0.000032637189010	0.238967735352853	0.551934284539830	0	2	5	3	3	6	8	5	7	8	11	9	9	10	11	11	9	13	11	15	12	13	15	13	15	15	17	14	16	18	15	16	15	16	16	17	17	19	19	18	18	20	18	18	19	19	18	20	20	23	19	20	20	21	23	24	24	27	25	27	30	30	0	1	4	2	0	8	5	4	6	5	5	9	10	8	12	7	7	11	7	24	11	10	18	16	19	24	10	24	16	32	7	24	28	16	22	25	28	19	35	33	33	43	20	24	35	36	33	27	32	41	27	32	31	40	40	48	53	30	56	48	0	3	1	1	1	1	1	1	3	1	1	2	3	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	4	1	2	1	2	2	1	2	1	1	2	3	2	2	2	1	1	2	2	1	2	1	2	2	1	2	2	1	3	2	2	4	1	3	1	13
36500	-413.349636331064517	-411.805548195643439	-1.544088135421092	0.000193325732951	0.000051682718711	0.267334916684821	0.580106011161123	1	2	4	3	5	6	8	5	7	7	9	8	9	10	11	13	12	13	11	15	13	14	15	11	16	15	16	14	17	17	14	13	17	17	16	16	18	19	19	18	18	19	17	18	19	20	18	20	21	22	20	19	21	22	21	23	23	27	25	27	29	31	0	1	2	2	0	4	5	4	6	5	10	6	10	6	12	7	24	11	10	32	13	19	18	7	28	32	31	32	26	35	17	19	32	28	22	28	27	41	33	25	19	20	13	32	30	36	33	37	16	37	35	22	35	33	17	53	39	48	22	53	0	6	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	2	4	2	1	2	1	1	4	2	1	2	3	3	3	1	2	3	7	3	1	13
37000	-419.894965807727601	-418.239597049877318	-1.655368757850274	0.000157507556099	0.000034383765164	0.218299147139242	0.628354478969752	1	2	4	4	4	5	9	6	8	8	10	8	7	10	11	11	11	12	12	13	11	14	15	13	14	15	17	14	17	18	16	15	16	16	17	17	18	18	17	18	18	19	18	18	19	19	18	22	19	22	21	20	21	21	22	23	22	27	24	26	29	30	0	1	2	2	0	2	5	4	6	5	10	6	5	8	9	10	10	11	17	21	10	24	18	7	17	17	28	24	24	39	16	28	32	16	32	25	26	27	22	33	33	20	24	16	33	36	19	40	29	27	35	26	30	41	16	30	43	30	55	53	0	6	1	1	1	1	1	1	3	1	2	2	2	2	2	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	3	2	1	1	1	1	1	2	3	2	2	1	1	3	2	1	3	1	3	1	2	4	2	2	4	2	2	1	12
37500	-414.824046988087673	-413.096116491991154	-1.727930496096522	0.000145556678734	0.000028417338820	0.195232118974975	0.379508318031113	2	3	5	4	4	5	9	8	8	8	10	9	8	11	11	12	10	11	12	14	13	14	15	13	15	15	17	15	18	18	16	14	16	17	16	17	17	18	19	18	18	20	18	17	19	19	19	21	18	23	20	21	21	20	22	23	23	26	26	26	29	31	0	1	2	2	0	4	5	6	6	5	5	9	5	4	12	17	10	7	7	7	13	11	18	10	17	11	22	21	21	33	13	11	24	17	22	35	16	26	7	34	26	29	27	24	11	37	32	30	24	21	46	46	16	47	42	28	45	30	19	48	0	14	1	1	1	1	1	1	2	2	2	2	3	1	2	3	1	2	1	1	1	2	3	2	2	2	3	2	1	2	2	1	4	2	2	3	2	1	2	1	5	1	2	1	1	2	5	1	3	2	2	6	1	1	5	1	1	4	2	2	6	3	1	11
