step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
13500	-426.982195195020779	-425.460737850685291	-1.521457344335478	0.000288768826032	0.000081015409883	0.280554556375845	0.343996849235154	0	3	4	6	4	5	7	5	6	6	5	5	8	7	7	9	8	10	9	8	8	10	12	10	13	9	13	14	14	11	11	15	15	14	13	15	13	14	12	15	16	16	13	16	16	17	18	18	20	19	21	21	21	24	26	30	28	31	30	32	33	0	1	1	1	1	1	2	1	2	5	2	1	9	8	2	15	5	17	14	0	12	21	0	12	18	8	5	30	11	2	7	34	38	39	23	26	0	35	15	43	24	25	20	0	31	30	34	25	0	37	18	33	36	2	48	18	36	9	5	21	6	1	1	2	3	2	2	2	2	2	1	1	2	1	2	3	1	3	2	1	1	1	1	1	2	1	2	4	2	5	6	2	1	1	1	1	3	1	1	3	1	4	2	2	1	2	3	2	2	1	3	4	3	5	9	4	11	7	14	11	15	12
14000	-405.162518392480195	-403.574932817075307	-1.587585575404861	0.000227762471341	0.000055925290732	0.245542166815574	0.330388044705837	-1	2	4	5	3	6	7	6	6	5	6	7	8	8	7	10	6	10	8	8	8	10	12	10	13	11	12	13	14	12	13	14	13	14	13	14	15	16	15	15	15	17	16	14	17	15	17	19	19	19	21	20	22	21	27	29	28	29	30	30	32	0	1	2	1	1	3	17	1	2	5	3	1	3	17	3	6	3	8	8	0	12	3	0	2	6	5	24	21	12	26	22	30	24	14	22	5	0	20	31	2	35	6	25	0	21	19	3	26	0	44	5	21	45	8	39	29	21	47	15	41	32	1	1	1	3	2	1	1	3	2	1	1	4	2	2	2	2	1	2	1	1	1	2	1	3	3	4	1	2	2	1	2	1	2	3	2	5	1	4	1	6	1	6	3	1	5	5	6	4	1	2	7	5	2	7	8	6	12	7	12	8	9
14500	-377.149860828285455	-375.612339722789216	-1.537521105496251	0.000246104054813	0.000066698623937	0.271017980534908	0.327151517447330	-1	2	4	4	3	5	6	5	6	6	7	5	8	8	8	9	7	10	9	7	9	10	12	10	13	9	13	14	14	12	13	14	13	14	13	15	14	14	13	15	16	16	15	15	17	16	18	18	19	20	20	20	21	22	25	30	28	31	31	33	31	0	1	2	1	1	5	3	1	1	2	3	1	8	12	12	9	2	11	4	0	14	8	0	26	11	9	24	39	11	16	19	23	22	20	2	29	0	17	4	14	3	3	34	0	33	24	31	42	0	49	11	45	51	31	22	36	34	41	11	35	29	1	2	1	3	2	1	1	3	3	2	1	2	2	1	2	2	3	1	2	1	1	3	1	1	3	3	2	1	2	2	2	1	1	5	6	1	1	3	3	4	5	6	1	1	2	3	3	1	1	1	7	2	1	4	7	10	5	8	12	12	9
15000	-479.069521778478816	-477.452668713390324	-1.616853065088505	0.000292481850771	0.000068131439569	0.232942452291518	0.399663465006837	0	2	3	4	4	5	6	4	6	5	6	6	8	7	6	9	8	11	9	8	9	9	12	10	13	11	12	13	14	13	12	13	15	13	14	14	16	15	15	13	17	16	15	16	17	17	17	18	19	20	20	21	19	23	27	29	26	30	31	32	32	0	1	1	1	2	2	4	1	5	3	4	8	5	3	6	12	5	22	14	0	20	5	0	13	18	22	9	16	12	14	1	16	29	23	19	4	0	28	40	31	38	3	25	0	25	29	25	44	0	49	34	53	37	31	46	26	26	16	9	57	10	1	2	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	1	1	2	3	2	4	3	5	1	1	1	2	4	1	1	1	1	1	9	1	1	3	1	1	1	1	1	4	1	2	5	6	7	5	8	10	4	13
15500	-363.599554534121580	-361.838781176081284	-1.760773358040304	0.000298711945091	0.000055646979621	0.186289770247215	0.437690946013087	-1	2	3	5	4	4	7	5	7	7	6	5	6	7	8	9	8	10	10	9	9	10	12	10	14	10	12	12	14	12	12	14	15	14	11	14	16	14	16	16	16	16	16	15	16	18	18	19	19	19	22	21	21	24	26	27	29	30	32	31	34	0	1	1	1	2	3	12	3	11	3	3	1	2	3	13	5	11	17	17	0	7	8	0	17	26	11	20	16	7	15	12	19	29	31	17	15	0	26	34	31	38	38	38	0	11	37	40	47	0	37	14	9	45	32	48	32	53	47	42	52	29	1	2	1	3	1	1	1	1	1	1	2	3	2	2	1	3	1	1	1	1	1	2	1	1	2	2	1	2	4	3	4	2	1	1	1	3	1	2	1	1	1	1	1	1	5	1	1	1	1	1	9	6	2	3	3	6	3	6	8	3	9
16000	-379.492420866574776	-377.927625919475815	-1.564794947098986	0.000179886974318	0.000046130089673	0.256439299444078	0.484808211279556	-1	1	3	5	3	5	7	4	6	6	6	6	8	8	8	9	7	10	9	8	10	8	11	11	13	11	11	11	13	12	14	14	15	14	14	14	16	16	16	15	17	16	16	14	14	18	18	17	21	20	20	19	23	22	25	28	29	30	31	33	33	0	1	2	8	2	2	4	2	4	8	8	2	9	10	6	10	9	13	10	0	14	10	0	22	21	13	22	22	11	20	28	27	19	28	30	10	0	22	25	25	34	10	33	0	15	37	24	32	0	37	21	48	13	25	51	51	56	43	54	58	11	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	3	1	1	5	1	4	2	1	1	5	1	1	3	1	3	1	1	2	4	1	7	3	2	4	1	6	4	1	11
16500	-402.868578625757152	-401.419477648261136	-1.449100977496001	0.000192165079328	0.000064757517368	0.336988997139955	0.507278712299346	0	2	3	5	3	5	7	6	6	6	6	4	9	8	8	8	5	10	10	9	9	9	12	10	13	11	12	14	14	10	14	15	12	11	14	15	16	16	16	15	16	14	16	13	14	17	17	17	19	20	20	22	23	23	26	29	28	30	32	30	33	0	1	1	5	1	3	3	2	12	2	5	1	10	4	3	9	3	7	10	0	11	8	0	21	34	18	13	25	24	13	23	29	19	7	44	19	0	23	31	27	30	25	13	0	13	33	20	44	0	49	28	37	52	28	46	42	49	41	54	53	28	1	1	2	1	1	2	1	1	2	1	3	2	1	2	2	1	1	2	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	5	1	3	1	3	2	5	2	1	1	2	2	1	4	4	6	4	11	5	2	9
17000	-374.184034477306511	-372.474080940531735	-1.709953536774763	0.000346347808503	0.000069437833506	0.200485846310600	0.431398044413692	0	2	3	5	4	6	7	6	5	6	5	5	9	8	6	10	7	11	9	7	8	10	12	11	12	10	13	13	15	12	13	13	13	14	12	14	14	15	15	14	17	16	15	14	16	17	18	18	21	19	21	20	23	23	27	28	28	30	32	32	31	0	1	2	1	1	9	15	11	3	11	1	2	12	11	9	10	1	14	2	0	20	8	0	14	22	12	19	16	25	19	26	24	8	30	9	12	0	24	31	28	29	3	32	0	25	35	30	28	0	44	13	10	31	25	54	22	55	15	38	61	22	1	1	1	2	2	1	1	1	1	1	3	1	2	1	1	2	3	2	4	1	1	3	1	1	1	2	1	1	2	1	2	1	4	1	3	4	1	2	1	1	1	8	1	1	2	2	3	2	1	3	5	7	4	7	2	10	1	14	7	1	10
17500	-380.685521824598709	-379.018584480731192	-1.666937343867499	0.000240691360398	0.000051571382513	0.214263538284252	0.361224212019826	0	2	4	5	4	4	7	4	7	7	5	6	7	8	6	9	6	10	8	8	9	9	13	11	13	11	12	13	14	11	13	13	14	14	13	13	16	15	16	16	16	16	15	15	17	17	17	18	21	19	20	21	21	24	26	29	28	30	30	30	33	0	1	1	1	1	2	4	1	17	5	2	2	11	2	6	3	3	14	10	0	13	5	0	10	11	5	24	20	31	20	14	6	21	15	27	13	0	33	31	23	43	11	36	0	4	19	29	2	0	37	26	41	40	26	37	29	42	34	15	52	7	1	1	2	3	2	2	1	3	1	1	1	3	1	3	1	3	2	1	1	1	1	2	1	2	3	2	1	2	1	2	1	4	3	4	1	4	1	1	1	1	1	5	2	1	7	3	2	10	1	1	4	3	1	6	5	7	6	10	10	3	11
18000	-428.980715140400434	-427.408097069532971	-1.572618070867481	0.000236106381941	0.000059635580512	0.252579282361044	0.398097058468242	-2	3	4	6	3	6	6	5	5	7	4	5	8	8	7	7	8	10	8	8	9	6	11	9	12	11	12	13	14	12	14	15	12	15	13	15	14	16	15	15	17	17	14	15	14	16	18	18	20	16	22	22	21	23	25	30	28	29	30	32	31	0	1	5	1	1	8	1	1	5	9	5	1	9	22	9	11	22	17	5	0	20	11	0	17	22	11	12	21	25	21	13	28	21	27	23	25	0	25	25	2	39	25	24	0	25	33	29	21	0	37	29	49	33	36	14	47	49	30	6	48	8	1	3	1	4	2	1	5	4	1	1	1	3	3	1	2	1	1	1	2	1	1	2	1	1	2	3	3	1	1	2	4	1	1	2	1	1	1	2	1	5	1	3	2	1	1	2	2	3	1	1	4	1	5	6	7	7	4	4	13	5	14
18500	-440.580065301382263	-438.834397053595524	-1.745668247786764	0.000318001698137	0.000060516713667	0.190303114798075	0.385984991402413	0	3	4	3	3	6	7	5	6	7	5	6	9	8	7	10	6	10	9	7	10	9	12	10	13	11	12	13	14	12	13	14	14	13	13	14	15	15	14	16	17	16	14	15	15	18	17	18	20	20	21	21	22	23	27	29	27	30	32	33	32	0	1	2	1	1	2	2	5	11	8	1	1	9	17	2	22	11	14	11	0	8	6	0	9	18	14	18	20	4	18	9	35	12	30	27	7	0	19	13	26	34	12	28	0	28	19	37	27	0	43	16	41	28	40	39	34	33	31	22	46	54	1	3	1	1	1	1	2	2	1	1	3	3	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	3	5	1	4	1	3	1	1	5	1	4	3	2	3	5	1	1	1	5	1	3	1	5	5	3	4	3	6	7	5	5	13	9	2
19000	-379.026446397904465	-377.367875033146049	-1.658571364758393	0.000310106469727	0.000067344751598	0.217166548176860	0.389894021279977	0	2	2	5	4	4	7	6	7	6	7	3	9	7	8	9	6	10	9	7	10	8	13	10	14	12	10	12	13	12	13	13	14	14	12	13	15	15	14	16	17	17	15	16	17	17	17	18	20	19	21	21	22	23	23	29	27	30	31	33	33	0	1	1	12	2	12	12	2	12	2	17	1	15	4	9	22	2	3	12	0	22	2	0	12	8	7	9	3	22	18	16	24	27	5	1	11	0	7	31	37	30	29	32	0	29	35	39	28	0	44	9	46	45	45	39	45	51	52	3	48	24	1	1	2	1	1	1	2	2	3	2	1	1	1	1	1	1	2	3	2	1	1	4	1	3	2	2	1	5	3	1	3	1	2	5	5	3	1	4	1	1	2	2	1	1	2	2	2	2	1	2	8	2	4	4	4	5	3	4	14	7	12
19500	-401.340743241502821	-399.831557783910398	-1.509185457592420	0.000317106671691	0.000091455570757	0.288406327969853	0.416045786332268	-1	2	4	3	3	4	5	4	5	6	6	5	9	8	7	10	8	10	9	8	10	9	12	11	13	11	11	14	15	11	14	14	12	15	12	13	16	14	15	16	17	16	15	12	15	17	18	18	20	19	21	21	23	24	26	30	27	31	31	29	33	0	1	1	1	1	2	5	2	1	6	4	1	15	11	7	14	8	8	5	0	10	11	0	15	30	10	15	22	14	22	25	35	18	33	18	16	0	15	44	38	25	25	31	0	26	28	45	32	0	44	6	31	47	4	39	25	55	28	36	53	29	1	1	2	2	2	1	1	1	3	1	2	2	1	1	1	1	2	3	4	1	1	1	1	2	1	2	2	2	3	1	1	1	1	1	1	1	1	4	2	1	1	3	1	1	2	2	2	2	1	3	10	3	2	9	6	9	1	8	9	3	12
20000	-376.365676623982665	-374.863965900586209	-1.501710723396446	0.000152815287653	0.000044845343139	0.293461104761815	0.459207755049547	-1	3	3	4	4	5	6	5	7	6	5	6	8	9	7	8	7	11	9	9	10	9	13	11	13	11	11	12	15	13	11	15	15	13	12	14	15	16	15	15	17	16	15	15	17	16	17	16	21	20	21	21	23	22	26	30	27	30	32	32	33	0	1	1	3	3	3	3	4	8	8	4	1	15	9	6	10	3	9	12	0	9	9	0	14	26	10	22	31	35	31	15	30	14	35	21	11	0	20	31	23	17	11	21	0	25	33	33	23	0	37	25	40	49	51	38	35	52	28	29	58	41	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	1	4	1	3	2	1	4	6	2	1	2	1	1	1	1	2	3	2	1	1	5	12	3	13	11	1	7
20500	-412.006446755413663	-410.457646383607027	-1.548800371806649	0.000275780134295	0.000073016328734	0.264762829712824	0.289640862561716	0	2	4	6	4	5	4	5	7	6	6	6	9	9	7	8	8	10	9	6	9	8	11	10	14	11	11	11	14	13	13	14	15	14	12	14	15	14	14	15	15	16	16	15	17	16	17	19	17	19	22	21	22	24	27	28	29	31	32	32	31	0	1	1	1	2	7	2	2	11	7	3	1	4	8	11	4	2	11	17	0	9	9	0	14	18	12	5	21	11	18	7	28	17	19	14	10	0	12	27	27	34	30	9	0	6	30	27	45	0	37	18	21	27	35	33	42	36	16	15	43	32	1	1	2	3	1	1	1	1	1	1	1	3	1	2	1	2	2	2	1	1	1	1	1	1	2	2	3	1	3	1	6	1	3	3	2	3	1	5	1	2	1	2	5	1	4	1	3	1	1	2	6	6	7	6	7	6	7	19	11	7	9
21000	-489.743117883526452	-487.980983257814728	-1.762134625711743	0.000278445940482	0.000051773118416	0.185935978546339	0.389063161191246	-1	2	2	5	3	5	6	5	7	6	5	4	9	8	8	9	5	10	7	9	10	9	11	9	13	11	13	13	14	12	13	15	15	14	14	13	16	15	13	16	16	17	15	14	16	18	18	19	20	20	20	22	22	23	26	28	28	30	31	33	32	0	1	1	1	1	5	3	1	12	5	3	2	11	10	10	2	2	2	12	0	20	10	0	12	5	10	23	10	22	21	15	15	15	8	26	30	0	30	11	14	44	26	30	0	24	41	19	22	0	37	13	42	50	5	53	35	25	39	36	51	38	1	2	2	3	1	1	3	4	1	1	1	1	2	1	2	4	2	3	2	1	1	1	1	2	5	3	1	2	2	1	3	4	2	4	1	1	1	2	6	3	2	3	2	1	4	1	4	5	1	2	6	3	1	11	3	7	8	12	7	7	6
21500	-434.298591521769765	-432.613871646408541	-1.684719875361200	0.000199857271346	0.000041639412512	0.208345747101304	0.341866555847811	-1	1	3	6	3	5	7	6	5	6	6	7	8	9	7	9	7	10	9	7	8	10	12	10	13	12	13	14	14	13	12	14	15	14	13	15	15	15	16	15	16	16	16	15	16	18	16	18	19	20	20	21	20	24	26	29	29	31	29	33	33	0	1	1	1	2	5	3	1	3	9	2	1	2	9	5	20	9	14	15	0	7	2	0	6	12	6	31	20	31	1	14	35	20	26	12	9	0	20	24	19	37	7	21	0	10	44	27	28	0	46	11	46	3	13	36	48	51	15	35	51	4	1	1	2	5	1	1	2	4	1	1	2	5	3	2	2	1	1	1	1	1	1	5	1	3	3	4	1	5	2	6	1	1	5	1	3	7	1	5	3	3	1	4	4	1	4	1	1	2	1	1	7	1	7	8	6	4	5	11	8	9	13
22000	-365.171019459075012	-363.581331647067373	-1.589687812007629	0.000200525936849	0.000049046258467	0.244588102853666	0.385658207277682	0	2	2	5	4	6	7	5	6	6	4	5	7	8	8	8	7	11	9	8	10	8	11	11	13	11	12	13	14	13	13	14	11	14	14	15	16	13	13	15	16	16	16	14	17	18	17	19	19	19	21	22	23	23	26	28	29	31	31	31	33	0	1	1	11	2	11	2	11	5	4	3	3	4	5	11	6	4	4	12	0	14	9	0	12	19	10	12	26	5	21	27	7	22	21	19	10	0	33	17	33	32	26	39	0	9	29	28	27	0	37	34	41	45	7	29	21	55	52	47	55	25	1	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	1	3	2	3	3	1	6	1	1	4	2	2	2	3	1	1	4	1	1	3	2	1	4	2	3	3	1	1	3	3	3	6	6	9	1	4	7	4	10
22500	-387.366205179610120	-385.731701887279144	-1.634503292330997	0.000181055433201	0.000040915985292	0.225985956721985	0.341557460536174	-2	1	4	4	4	5	7	5	6	7	6	6	7	9	8	9	7	11	9	9	10	10	13	11	13	11	12	12	14	12	13	14	14	15	14	13	15	16	15	14	17	16	16	12	17	18	17	17	20	19	20	21	22	23	26	29	26	30	31	32	34	0	1	2	2	2	2	6	4	5	8	5	2	6	12	9	4	8	6	13	0	19	9	0	10	18	2	5	21	6	24	44	17	24	35	10	15	0	23	26	28	34	18	33	0	24	43	39	26	0	44	41	4	47	10	23	11	47	52	2	52	45	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	1	2	1	6	4	2	5	1	1	2	2	1	4	2	1	1	2	2	1	3	1	1	3	1	1	3	1	4	1	10	1	7	6	10	5	6	14	3	8
23000	-428.253054067124765	-426.634955926517137	-1.618098140607609	0.000207001417580	0.000048114783024	0.232436973554788	0.473088221117697	0	2	4	4	3	5	5	6	6	7	7	7	8	5	7	10	6	9	10	8	9	9	12	10	13	12	12	13	15	12	12	13	14	14	14	14	16	16	15	14	17	17	16	15	16	17	15	17	21	20	21	22	23	24	25	28	29	30	30	32	32	0	1	1	2	2	2	3	2	3	4	5	1	7	3	6	20	5	11	22	0	9	17	0	13	18	12	19	21	6	19	19	31	23	32	13	18	0	30	25	13	39	22	36	0	35	29	4	38	0	37	31	30	52	12	49	45	56	38	42	9	10	1	1	2	1	1	2	1	2	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	5	1	2	1	1	1	3	3	1	2	2	3	1	3	2	1	1	1	5	1	1	2	3	4	1	6	2	4	1	6	6	9	12
23500	-393.766816498871151	-392.207039983770301	-1.559776515100848	0.000224660662267	0.000058184016899	0.258986225322395	0.374089768102402	-1	2	3	4	3	5	6	6	6	6	7	6	8	8	8	9	6	10	10	7	8	9	11	9	13	11	12	11	14	13	14	13	14	14	13	14	14	15	15	14	14	14	15	16	15	17	16	18	20	19	22	22	22	23	25	28	29	30	30	31	34	0	1	1	1	2	5	3	4	3	6	12	2	7	4	12	4	4	8	9	0	12	4	0	7	3	12	24	19	28	18	16	4	3	32	16	11	0	21	24	11	18	26	5	0	41	36	31	43	0	37	14	50	40	7	23	6	55	7	31	48	24	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	1	2	2	1	1	2	1	2	4	2	1	1	1	2	2	4	6	1	2	3	1	4	4	3	2	2	6	1	1	1	1	2	1	4	7	1	4	8	8	12	2	13	8	5	11
24000	-404.943074973630928	-403.376673123590763	-1.566401850040145	0.000329266631562	0.000084172293781	0.255635663357415	0.429568971862909	0	2	3	6	2	5	6	5	6	6	6	5	8	8	7	7	8	11	9	8	9	9	12	11	13	11	13	13	14	10	13	14	14	15	13	12	16	14	16	15	17	16	13	15	16	15	17	17	19	20	21	20	23	23	25	29	28	30	32	31	34	0	1	2	1	1	3	3	1	1	5	8	1	8	11	11	8	11	1	4	0	11	5	0	14	26	30	11	10	11	17	10	30	23	9	4	19	0	7	36	23	26	11	10	0	25	21	33	38	0	49	24	43	45	11	53	6	55	32	24	53	18	1	1	1	4	1	1	2	2	2	2	1	3	2	1	1	1	1	5	2	1	2	3	1	2	1	1	5	5	4	1	4	2	1	4	3	2	1	5	2	2	3	5	3	1	2	2	2	1	1	1	5	3	3	7	1	10	1	10	9	3	8
24500	-376.111603378970415	-374.641777521751862	-1.469825857218572	0.000204285525576	0.000064936147827	0.317869548727753	0.360641036162773	-1	1	3	5	3	5	6	4	6	6	7	7	8	9	7	9	8	10	8	7	8	8	12	10	13	11	12	13	14	12	13	13	14	14	12	15	16	14	15	13	16	15	15	16	16	17	17	18	20	19	21	20	23	23	24	30	28	31	31	32	31	0	1	1	1	2	3	2	2	5	5	4	5	4	3	4	11	10	3	2	0	7	4	0	20	19	14	6	17	9	13	12	7	27	27	18	3	0	20	27	26	16	10	27	0	26	37	41	31	0	37	25	43	51	31	46	9	44	55	8	59	7	1	1	2	3	1	2	4	2	1	1	1	2	2	2	1	1	1	4	2	1	1	1	1	2	2	1	3	3	3	2	3	4	1	1	1	5	1	3	2	2	4	4	2	1	3	1	1	2	1	2	3	3	1	4	5	12	5	4	12	1	13
25000	-381.609332322656883	-379.924121599353725	-1.685210723303174	0.000273259619411	0.000056889111010	0.208187038879104	0.451654913949549	0	2	1	5	3	5	5	4	6	6	5	7	8	8	7	9	7	9	9	8	9	9	12	11	13	11	13	13	13	12	14	14	13	14	14	14	15	15	15	15	15	14	15	15	16	18	17	19	21	20	22	20	23	22	26	29	29	27	32	31	33	0	3	1	3	2	8	5	1	6	3	1	4	17	4	9	20	11	17	3	0	17	14	0	6	21	10	26	13	2	6	25	6	22	23	26	19	0	34	31	21	29	26	27	0	11	31	31	25	0	44	6	39	49	13	52	25	23	30	21	55	31	1	1	1	2	1	1	1	2	1	3	3	1	1	1	1	1	1	1	3	1	1	1	1	4	1	3	1	2	5	4	1	4	2	1	2	2	1	1	1	3	1	2	1	1	5	2	2	2	1	3	11	2	1	8	4	9	7	5	13	2	6
25500	-368.514882528112764	-366.951169920124983	-1.563712607987795	0.000348783484114	0.000089631708206	0.256983808832884	0.469560651657325	0	2	3	6	2	4	6	5	5	6	7	6	8	8	8	9	8	10	8	7	8	9	12	10	13	11	12	14	14	11	12	14	14	14	12	13	14	14	15	15	17	17	16	16	17	18	14	18	21	20	22	21	22	23	26	29	27	30	30	32	33	0	1	1	1	1	2	1	2	2	1	1	1	10	5	20	11	8	8	6	0	5	6	0	17	26	18	24	30	24	15	6	36	27	31	18	3	0	26	37	34	39	38	47	0	26	30	21	28	0	37	3	44	29	35	49	22	49	48	35	59	14	1	1	1	2	1	1	2	1	1	4	5	2	1	3	1	1	1	3	2	1	2	2	1	1	1	1	1	1	3	1	4	1	1	1	1	5	1	1	1	1	1	2	1	1	3	3	4	2	1	4	9	3	5	4	3	9	3	7	9	1	10
26000	-469.966692573422677	-468.357504830267771	-1.609187743154904	0.000178308150138	0.000042099731605	0.236106602937176	0.293389278881918	-2	1	4	4	3	6	7	6	5	6	6	5	9	8	8	7	7	11	7	7	9	8	10	10	13	11	12	11	15	12	14	14	15	14	13	13	16	15	15	15	17	17	15	15	15	17	17	18	19	18	21	21	21	23	25	30	29	30	31	32	33	0	1	2	2	2	3	2	2	5	3	4	2	11	8	3	1	4	1	5	0	12	2	0	19	27	5	14	4	10	12	35	18	23	7	24	4	0	35	19	34	29	6	36	0	28	12	44	5	0	37	30	20	21	47	47	46	31	53	25	53	26	1	1	2	1	1	1	3	3	1	1	1	2	2	1	2	5	2	7	2	1	2	4	1	2	1	4	2	3	6	3	1	2	2	3	2	3	1	1	5	1	1	7	1	1	2	6	1	8	1	1	3	6	6	3	4	9	7	6	8	7	10
26500	-431.296915738307405	-429.466408928221369	-1.830506810086020	0.000281977339188	0.000047838281499	0.169652928978678	0.309348279679467	0	3	3	5	4	6	6	5	6	5	6	6	8	8	8	9	7	11	9	7	7	9	12	10	14	12	12	12	14	12	14	15	15	14	13	12	15	16	13	16	17	16	13	15	16	18	18	18	20	20	21	22	22	22	26	29	27	28	30	32	33	0	1	1	2	3	2	5	1	5	2	1	2	20	4	6	8	4	2	14	0	12	11	0	13	14	7	16	24	4	13	36	14	16	17	22	7	0	34	22	39	33	5	15	0	31	28	45	23	0	33	16	32	51	15	39	36	45	54	3	10	32	1	1	2	1	1	1	1	3	1	1	4	2	1	2	1	2	1	3	1	1	1	2	1	1	3	3	1	1	4	2	1	4	2	4	3	2	1	1	2	1	1	6	3	1	1	2	1	4	1	4	7	3	1	7	7	6	5	4	13	9	7
27000	-395.548214925097909	-393.959282061355168	-1.588932863742748	0.000251032312844	0.000061485291625	0.244929789828734	0.424974585430129	0	3	4	4	3	6	6	5	6	7	6	7	9	7	7	9	8	10	8	8	9	10	11	9	14	11	12	12	14	12	14	14	13	13	13	14	14	16	14	15	17	15	15	14	16	17	16	16	20	19	21	20	21	24	26	27	29	31	32	32	33	0	1	5	2	1	4	3	1	8	1	2	5	12	4	8	9	5	4	2	0	17	5	0	12	26	5	8	14	19	17	18	15	26	23	24	8	0	25	13	23	40	25	35	0	33	27	35	32	0	44	25	11	38	32	46	35	55	52	51	47	8	1	2	1	1	2	1	2	3	1	3	2	2	1	1	1	3	3	2	3	1	1	3	1	1	2	3	4	2	3	2	2	3	1	1	2	4	1	1	2	1	1	1	1	1	2	3	2	1	1	2	4	6	3	5	3	7	2	8	7	7	12
27500	-434.096822741414996	-432.631850202074190	-1.464972539340816	0.000239364495260	0.000077093188689	0.322074452208725	0.331379300762174	0	2	4	6	4	6	7	6	6	7	6	4	9	8	8	9	8	10	8	8	9	9	13	10	13	12	12	12	14	13	13	14	14	14	11	15	15	14	15	15	16	17	15	15	16	17	18	18	21	20	21	22	22	22	23	29	26	29	32	32	31	0	1	1	2	2	5	11	1	5	6	12	1	9	5	12	10	8	22	4	0	8	14	0	12	8	5	35	16	26	3	22	26	6	16	13	8	0	28	30	23	29	29	15	0	24	27	41	29	0	37	29	50	50	29	25	42	54	7	32	30	15	1	1	2	2	2	1	1	3	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	3	5	4	1	2	1	5	1	2	4	2	2	3	1	1	1	1	1	2	2	1	3	2	1	2	1	2	3	1	1	2	4	7	1	15	8	9	12
