step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
84000	-204.982136899366907	-203.017260577125370	-1.964876322241540	0.000118171985854	0.000017042796015	0.144220272615686	0.695982068076006	0	3	1	4	2	5	5	4	2	5	3	5	4	7	6	7	6	7	6	6	6	8	7	7	9	8	10	10	10	10	15	12	13	13	12	15	15	0	9	0	1	3	13	4	3	1	2	3	5	11	11	5	10	12	15	10	11	8	20	6	12	19	18	14	23	14	24	33	29	35	28	25	29	33	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	2	1
84500	-200.865455233648248	-198.900554367381233	-1.964900866267020	0.000118964525920	0.000017156617465	0.144216247093034	0.855857387896890	0	3	1	3	3	2	5	5	2	4	4	5	5	5	6	6	6	8	6	6	7	7	8	6	9	8	11	9	9	10	14	13	13	14	12	13	15	0	1	0	1	6	3	9	6	1	2	5	11	5	5	11	10	12	20	10	11	20	11	13	14	19	20	17	13	24	29	33	29	35	28	25	28	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1
85000	-175.456996913294688	-173.653042654681144	-1.803954258613551	0.000126268865414	0.000022179237184	0.175650878870752	0.932928016090002	0	1	1	3	4	5	4	5	4	5	3	5	5	6	7	6	6	8	6	6	8	7	6	8	10	8	11	10	9	10	14	12	13	13	12	14	16	0	1	0	2	11	11	2	3	4	9	3	11	11	11	5	10	5	20	10	12	15	12	13	22	19	14	22	23	24	24	33	22	35	28	25	27	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1
85500	-198.076813848600437	-196.394418277070457	-1.682395571529973	0.000094863170727	0.000019835942572	0.209100564743004	0.722837941466932	-2	2	2	3	3	4	5	5	3	5	4	6	5	6	6	6	5	8	6	5	6	7	7	7	8	9	9	9	9	11	15	13	13	14	12	14	14	0	1	0	1	3	3	2	6	2	4	5	5	11	20	11	2	11	14	10	5	11	15	13	20	19	8	22	12	24	29	33	27	35	28	25	24	33	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1
86000	-190.024267548200953	-188.511852846087805	-1.512414702113154	0.000101657643993	0.000029103405722	0.286288414518108	0.814678537481332	-1	2	2	3	4	4	6	5	4	6	5	5	5	6	6	7	7	8	7	6	8	7	8	7	9	8	11	9	9	10	13	12	14	14	11	14	15	0	1	0	1	3	3	2	3	1	9	5	5	5	5	12	10	11	12	10	11	20	14	13	12	19	12	18	22	24	29	35	29	31	28	25	24	31	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1
86500	-212.714730266237979	-210.986194022775408	-1.728536243462580	0.000101825869814	0.000019862128038	0.195059743401820	0.700225832672596	0	2	1	2	4	4	5	5	4	6	3	5	4	6	6	6	7	6	7	5	8	7	7	6	9	6	11	9	9	10	15	9	14	14	13	14	15	0	1	0	1	11	3	1	3	2	2	3	11	11	12	12	4	14	11	16	5	18	11	20	11	19	12	29	22	24	5	33	22	35	28	19	27	35	1	1	1	1	1	2	3	3	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	2	1	2	2	1	1	1	3	4	2	1
87000	-213.675810684202560	-211.037547520539761	-2.638263163662811	0.000186687051510	0.000014424695039	0.077266714120524	0.701465777705586	0	2	1	3	4	3	5	5	4	5	3	6	5	6	6	6	6	7	7	6	8	5	8	7	10	8	11	9	8	10	15	12	13	15	14	15	14	0	1	0	2	11	3	4	6	4	4	3	5	11	5	11	10	22	11	10	11	20	11	13	13	19	14	14	23	11	23	35	21	25	23	33	30	33	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2	1	3	1	1	2	2	3	1	3	1
87500	-201.692536302690172	-199.330701918209797	-2.361834384480381	0.000096890300370	0.000009416154396	0.097183664001992	0.689844749602679	0	3	0	2	4	4	5	6	3	5	3	3	5	5	5	7	7	7	7	6	7	7	7	7	9	8	9	10	9	9	14	11	13	14	14	14	16	0	4	0	1	11	3	9	6	1	4	3	3	11	12	12	10	15	15	7	12	15	14	13	20	10	14	22	23	24	20	33	29	25	28	33	24	33	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	2
88000	-191.477828946314702	-189.771779103718416	-1.706049842596289	0.000111495163118	0.000022484486697	0.201663337388639	0.820473831690559	-1	3	1	3	3	4	2	5	4	5	4	5	5	6	5	7	6	8	7	6	7	7	6	8	9	9	9	10	8	10	15	11	11	14	13	15	15	0	7	0	7	3	3	1	6	7	4	5	11	11	12	5	10	11	20	10	11	14	14	13	14	19	12	22	18	20	24	33	18	25	28	33	18	33	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	3	2
88500	-184.508577682655044	-182.822549190217245	-1.686028492437804	0.000088925104120	0.000018489588662	0.207923160107348	0.800808639028202	0	3	2	2	3	5	5	4	4	4	4	4	5	6	4	7	7	6	7	6	6	6	7	8	9	6	11	11	9	10	15	12	12	14	14	14	14	0	4	0	1	3	8	9	3	4	4	5	5	5	5	5	10	20	11	10	11	15	15	13	20	19	15	29	29	11	29	33	29	25	28	33	29	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	1	1	2	1	2	1
89000	-180.043985176983455	-178.310337956430089	-1.733647220553358	0.000134196135175	0.000025982646081	0.193616947665687	0.924155699856459	0	2	1	3	3	3	4	5	4	5	5	5	5	6	6	6	7	7	6	6	7	7	7	8	8	9	11	11	8	10	14	11	12	14	14	13	16	0	1	0	1	3	3	2	6	2	4	5	5	5	5	12	10	14	11	10	12	15	5	13	8	19	14	30	23	11	24	33	29	25	28	33	27	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1
89500	-183.416915203597597	-181.654803780753639	-1.762111422843970	0.000095448922018	0.000017747963294	0.185941998282638	0.776474505440978	0	2	1	3	3	3	5	4	4	5	4	5	4	6	7	6	6	7	6	6	5	8	7	7	9	8	11	10	9	9	14	11	14	13	12	14	16	0	1	0	2	3	3	9	3	2	1	5	5	5	11	5	9	11	12	10	11	11	14	13	12	19	14	22	23	24	20	25	29	25	28	25	15	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1
90000	-200.438228475957629	-198.370920180431511	-2.067308295526123	0.000089365094261	0.000011523451511	0.128948014957359	0.688941183304245	-1	1	0	3	4	5	5	4	4	5	2	6	5	5	5	6	6	8	7	6	8	7	7	8	9	7	11	10	9	10	12	12	14	13	11	14	15	0	1	0	2	11	3	9	3	4	9	3	11	5	5	11	10	11	20	10	6	12	13	20	12	19	11	29	15	24	24	35	12	31	28	19	24	33	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	3	1
90500	-207.561431403878572	-205.295803465356329	-2.265627938522239	0.000118155782156	0.000012528306724	0.106032108587975	0.633931879262932	-1	1	1	3	3	5	3	4	3	5	4	5	4	7	5	7	5	7	6	7	7	7	7	6	10	8	11	10	8	9	15	12	14	14	11	13	16	0	1	0	2	3	3	2	3	1	4	5	11	3	15	8	9	5	5	10	12	15	12	5	6	19	15	22	23	24	17	33	29	35	28	19	18	35	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	3	1	2	2	3	3
91000	-186.916949664447714	-185.376399219336804	-1.540550445110903	0.000105489917748	0.000028408896707	0.269304378214546	0.823571462938444	-1	2	1	4	3	2	6	4	5	5	4	5	5	5	6	7	7	6	6	6	6	8	8	8	9	7	12	11	10	11	14	12	12	14	14	14	16	0	1	0	2	3	3	4	6	4	2	5	5	5	11	11	10	20	14	10	11	11	20	13	12	19	12	29	23	24	24	33	29	25	28	33	27	35	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1
91500	-192.205297515231763	-190.079937883034631	-2.125359632197133	0.000097196840653	0.000011805329893	0.121457959060901	0.781440532463204	0	1	0	3	5	2	5	4	3	5	4	3	4	6	6	5	7	5	7	7	7	8	7	7	9	7	11	9	9	10	14	12	12	15	14	14	15	0	1	0	1	12	3	2	3	1	2	12	6	12	11	8	9	5	11	9	18	14	15	13	18	10	11	18	23	24	24	33	29	25	28	33	27	33	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1
92000	-216.267416586060676	-214.632323605709900	-1.635092980350765	0.000085171204855	0.000019228339235	0.225761033527289	0.676669358452372	-1	2	0	4	4	4	5	5	3	4	4	2	5	3	7	7	6	7	6	6	7	5	7	7	8	8	11	10	8	10	14	12	10	14	13	13	15	0	1	0	1	3	3	1	14	1	9	3	3	5	12	14	10	6	22	4	8	14	14	13	11	4	22	26	23	23	15	33	20	25	28	33	
