step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
11500	-585.227873014758075	-583.553769120407196	-1.674103894350884	0.000203341453388	0.000043075536944	0.211838443299988	0.499788222438455	1	2	5	3	6	6	8	6	7	8	8	10	11	8	9	9	11	13	14	14	16	14	14	16	17	16	18	16	16	18	18	20	20	22	21	23	22	24	23	23	25	27	29	27	29	29	29	32	28	30	28	31	29	31	32	30	34	33	33	32	34	33	32	35	36	37	39	43	50	0	1	4	2	1	3	1	2	1	1	9	1	8	0	14	9	16	7	16	12	16	17	7	18	19	7	21	9	18	22	24	17	19	31	19	30	30	0	30	37	26	37	28	30	37	37	35	53	37	46	33	49	49	21	47	49	58	42	35	49	55	32	0	49	48	46	64	64	59	1	1	1	1	3	1	3	2	3	3	1	5	4	1	1	1	1	3	2	2	4	1	3	2	1	3	1	5	2	2	1	4	3	2	4	3	2	1	1	1	4	2	6	5	3	3	4	2	3	1	4	2	1	6	1	2	1	2	5	2	1	7	1	3	2	3	3	5	7
12000	-561.425673926388868	-559.720368085253654	-1.705305841135173	0.000205160925098	0.000041419794486	0.201889294787409	0.458857873933829	1	3	5	4	5	6	8	6	7	8	9	10	11	9	10	10	10	14	13	12	15	15	14	14	17	13	16	13	15	19	20	20	20	21	22	22	22	23	23	25	23	26	29	28	30	28	29	29	28	30	30	32	30	31	32	31	33	33	33	33	34	33	34	35	37	37	41	42	51	0	1	4	2	1	3	1	2	1	1	5	7	8	0	14	10	5	19	9	8	26	16	10	16	7	16	26	9	19	17	24	29	24	9	24	25	29	0	21	31	21	32	44	33	48	42	46	49	39	42	39	46	44	31	49	42	53	50	37	54	42	50	0	50	52	51	62	64	54	1	1	1	1	2	1	3	2	3	3	2	1	2	1	1	1	2	1	3	3	2	3	4	2	5	1	1	2	1	4	2	3	3	6	3	3	4	1	4	3	5	2	1	4	1	1	1	1	3	2	3	2	1	7	2	2	1	1	6	2	6	2	1	2	3	4	4	4	9
12500	-525.983258578310938	-524.327366232919530	-1.655892345391454	0.000175637002831	0.000038308741264	0.218113157515216	0.440858163721364	1	3	5	4	5	6	8	6	6	9	7	11	11	7	8	10	10	13	13	14	15	15	15	14	17	16	17	16	16	18	19	20	19	21	22	21	21	24	23	24	25	26	29	26	28	29	28	30	27	29	30	31	31	30	32	32	33	33	32	32	35	33	33	37	36	38	41	41	51	0	1	4	2	1	3	11	4	5	5	5	7	8	0	14	5	5	10	9	2	18	17	11	16	10	21	21	20	21	21	26	24	19	29	31	25	26	0	35	30	33	37	45	18	32	49	42	37	37	34	40	47	47	37	46	34	37	47	50	41	44	50	0	50	55	48	64	54	20	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	3	2	4	6	1	3	3	2	3	1	1	1	1	2	2	3	2	3	1	2	2	1	1	3	3	2	1	5	4	1	1	4	2	3	4	2	2	4	2	6	6	2	1	3	5	2	1	4	2	3	2	5	15
13000	-547.257881203823104	-545.440345252968996	-1.817535950854055	0.000231055983022	0.000039865267054	0.172535099641951	0.377727829004177	2	4	5	4	5	6	8	7	8	9	10	9	8	9	10	10	11	13	14	13	15	14	14	15	17	15	17	16	15	19	19	20	20	21	22	23	22	23	23	25	25	27	28	28	29	30	29	30	29	30	30	33	28	31	31	30	34	33	32	32	32	33	34	36	37	36	41	42	52	0	1	4	1	1	3	5	2	1	5	5	5	8	0	14	9	5	7	7	9	22	18	10	18	24	9	21	19	22	21	22	24	21	30	29	34	16	0	29	35	33	40	32	42	34	33	33	42	43	49	53	55	42	49	48	33	42	51	31	39	48	26	0	54	58	48	46	37	62	1	1	1	1	1	1	2	2	3	2	3	2	1	1	1	1	3	3	3	3	1	1	2	1	1	3	1	1	1	2	3	2	3	1	3	1	6	1	4	1	3	1	4	1	4	8	5	2	1	1	1	1	1	1	1	2	3	2	6	3	2	8	1	3	2	3	5	9	10
13500	-580.625060501014218	-578.975034739005423	-1.650025762008776	0.000205128465350	0.000045172530408	0.220215806375772	0.309028949499269	1	4	4	3	5	5	9	6	8	7	9	10	11	9	10	9	11	12	12	14	16	15	12	16	16	15	18	16	16	18	18	21	19	20	20	21	21	23	24	25	25	26	29	29	30	29	28	31	27	28	31	33	30	29	32	32	32	32	33	31	35	34	34	36	37	39	40	42	51	0	4	4	1	1	3	5	2	1	1	5	10	8	0	14	5	5	10	5	8	18	10	11	16	16	9	21	5	16	9	18	19	18	29	31	29	27	0	35	21	19	31	47	25	49	31	39	37	34	39	49	31	47	50	48	34	45	40	22	50	34	41	0	56	58	56	62	52	59	1	1	1	1	2	1	2	1	3	3	2	2	3	1	1	2	2	2	3	4	2	4	2	5	2	3	1	6	2	5	2	3	3	3	1	2	1	1	3	5	6	6	1	7	2	4	3	4	3	3	2	7	1	1	1	6	1	4	9	1	6	4	1	2	2	3	3	4	8
14000	-563.625032684551798	-562.069506713464307	-1.555525971087461	0.000212485484623	0.000055498827059	0.261188792060871	0.345119523867543	2	4	4	3	5	6	7	7	7	9	10	11	10	9	10	9	10	14	13	12	14	14	14	15	16	16	18	15	16	19	19	20	21	20	22	22	21	22	23	24	26	25	30	29	29	30	28	30	29	30	30	32	31	31	31	33	33	34	32	32	34	32	34	37	37	39	41	42	52	0	4	4	1	1	3	1	2	1	5	1	1	2	0	14	7	5	11	9	8	11	7	7	18	28	18	29	7	21	26	22	24	18	27	26	32	26	0	30	27	33	37	47	30	35	37	40	40	35	42	40	49	48	42	51	54	54	31	40	47	28	40	0	58	55	55	64	64	61	1	1	1	1	3	1	2	2	3	2	4	3	2	1	1	1	3	3	2	2	3	3	4	1	1	1	1	5	2	2	2	3	3	1	4	1	2	1	2	3	1	2	2	8	3	5	2	3	3	2	3	2	1	2	1	1	1	8	4	2	10	4	1	1	3	3	3	2	6
14500	-561.483219380942955	-559.860619849323598	-1.622599531619309	0.000217254497508	0.000050105113865	0.230628661038401	0.419265238734886	1	3	5	2	5	4	8	5	7	8	10	11	10	8	10	8	11	13	13	12	15	14	14	16	17	16	18	14	17	19	18	19	19	22	22	23	21	22	23	25	25	26	29	27	29	29	29	31	28	28	30	32	30	30	30	33	33	34	32	33	34	32	33	35	36	39	41	41	51	0	4	6	1	1	4	1	2	1	1	10	16	8	0	14	5	1	5	11	8	12	7	19	21	22	19	22	16	22	22	21	19	25	21	21	31	21	0	21	27	33	32	49	34	40	26	42	44	34	41	40	43	49	50	22	48	51	37	48	48	52	50	0	50	48	57	62	62	58	1	1	1	1	3	1	3	1	3	3	1	2	2	1	1	2	4	4	1	3	2	2	1	1	2	2	2	4	1	3	2	2	1	3	3	3	3	1	4	3	2	3	1	2	3	6	2	3	2	2	2	1	1	2	9	1	2	8	1	1	1	2	1	2	2	3	5	5	5
15000	-522.263490721556536	-520.499542051098501	-1.763948670458038	0.000250099786135	0.000046385127689	0.185466482822762	0.409286704842714	1	4	4	2	5	6	8	6	8	8	9	10	11	8	10	9	10	13	14	14	15	14	14	15	16	16	17	15	17	18	20	19	20	20	22	22	22	23	23	24	25	25	30	27	29	30	30	32	27	29	30	32	30	28	32	32	33	34	32	33	34	32	35	36	36	39	41	43	52	0	4	4	1	1	3	5	2	1	5	1	10	8	0	14	5	7	11	17	8	18	17	7	7	10	21	26	10	21	26	30	18	21	30	29	31	27	0	29	30	31	30	50	33	44	24	54	49	25	41	35	53	44	39	40	54	33	45	50	52	51	51	0	55	48	53	42	62	67	1	1	1	1	1	1	2	1	4	2	4	1	3	1	1	2	1	2	2	4	1	2	2	4	5	1	1	3	1	1	2	3	3	1	3	1	3	1	3	3	1	4	1	3	1	6	1	3	4	1	3	1	1	2	4	2	5	2	1	1	3	1	1	2	2	3	9	5	5
15500	-563.743521823859737	-562.119877629680900	-1.623644194178838	0.000228250269553	0.000052546231045	0.230213226680886	0.441024130877873	1	3	3	2	6	5	8	5	7	7	9	11	11	8	10	9	10	12	12	13	16	14	14	14	14	15	18	15	16	19	20	20	19	22	23	22	20	23	22	25	24	26	29	27	29	29	29	31	28	28	31	32	31	29	32	31	34	33	32	31	34	35	34	36	37	37	41	42	52	0	4	4	1	1	3	1	2	1	1	1	7	8	0	14	9	16	16	17	8	16	16	10	16	17	17	22	11	22	22	21	16	21	37	31	31	29	0	30	21	39	29	49	35	44	44	39	45	37	41	44	46	49	31	44	54	56	53	40	41	40	55	0	54	45	52	54	64	67	1	1	1	1	3	1	3	1	2	2	2	2	4	1	1	1	1	2	2	3	3	1	3	1	2	3	2	2	1	3	3	6	3	1	2	1	2	1	2	3	1	4	1	2	1	1	5	1	3	2	2	2	2	4	3	1	1	1	3	4	4	2	1	3	4	2	7	2	7
16000	-538.215314237816301	-536.589855249084280	-1.625458988732027	0.000201149591434	0.000046162877825	0.229495260198268	0.407487097232073	1	4	4	3	6	6	7	6	8	6	10	9	9	8	9	10	10	13	13	13	15	14	14	14	16	16	16	15	16	18	20	17	19	21	22	21	21	23	24	24	25	26	30	27	30	29	30	32	28	28	29	32	29	28	32	30	33	33	33	33	34	34	34	36	36	39	41	42	53	0	4	4	1	1	3	10	2	1	1	10	1	8	0	14	7	9	5	16	2	22	18	11	16	24	9	22	10	21	21	21	18	30	21	21	19	22	0	34	31	37	35	18	31	40	41	49	51	40	30	49	53	41	31	30	46	54	45	46	44	44	49	0	62	52	60	64	64	55	1	1	1	1	2	1	1	1	3	3	2	3	2	1	1	2	1	3	2	4	1	1	3	2	1	6	1	3	1	2	2	3	1	2	3	5	3	1	1	2	2	2	6	3	2	2	1	2	2	3	1	1	2	4	7	1	2	2	2	3	3	2	1	1	1	3	3	3	12
16500	-532.554386032240814	-531.039403916858191	-1.514982115382598	0.000226583856255	0.000064492917890	0.284631566238235	0.456726388467697	1	4	4	2	5	3	5	5	8	8	9	9	10	8	10	10	10	13	14	12	14	13	15	15	17	16	16	14	17	19	18	20	19	21	22	22	21	24	24	24	25	26	30	29	29	29	29	31	27	29	30	33	30	30	29	33	32	33	33	31	33	34	34	35	35	37	41	42	53	0	4	6	1	1	4	1	2	1	7	1	7	2	0	14	5	11	12	17	8	18	11	10	17	19	21	21	7	21	26	26	17	21	26	37	31	31	0	35	37	40	40	41	49	42	49	41	41	41	49	50	46	47	49	34	30	46	53	47	46	46	50	0	55	61	65	62	59	55	1	1	1	1	2	1	2	1	4	2	3	3	4	1	1	3	1	2	2	4	1	2	3	4	2	1	2	4	2	2	1	7	2	3	1	2	2	1	1	1	1	1	3	1	2	1	2	3	1	1	1	2	1	1	4	6	1	2	2	2	2	2	1	3	2	1	4	3	14
17000	-554.268773111985638	-552.845399919941997	-1.423373192043681	0.000176169269439	0.000064512450722	0.366195823638183	0.550730664480474	1	4	5	3	6	6	8	7	8	9	10	10	10	9	10	10	10	11	14	14	15	14	13	16	16	17	17	15	16	17	19	20	19	21	22	23	19	23	22	24	26	26	29	28	30	29	29	31	29	29	30	32	31	28	32	33	32	34	33	31	34	34	35	36	35	38	41	42	53	0	4	4	1	1	2	3	2	4	7	9	9	8	0	14	5	5	9	18	8	16	18	7	16	18	19	29	11	22	19	27	30	29	30	18	34	24	0	21	26	39	40	41	39	42	54	41	42	41	37	39	46	47	31	49	41	47	45	41	54	52	44	0	62	41	51	62	64	35	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	2	2	2	1	3	2	2	2	3	2	2	1	2	1	2	2	2	1	3	5	1	3	1	3	5	2	1	1	3	2	1	2	2	2	3	4	2	1	3	1	3	2	2	3	1	1	3	1	1	4	4	3	3	14
17500	-520.087500498315876	-518.331047461615299	-1.756453036700603	0.000214694083384	0.000040238204517	0.187421115119664	0.489676064545402	0	3	4	2	5	6	9	6	9	8	9	11	10	8	9	10	10	13	14	11	15	14	14	16	15	17	17	13	14	19	19	20	18	21	22	23	20	23	23	23	25	26	30	29	27	28	29	31	29	30	29	32	31	30	31	33	32	31	33	33	33	34	33	35	36	38	41	42	51	0	4	4	1	1	3	5	2	1	1	5	11	8	0	14	7	5	11	16	8	29	16	10	21	19	21	21	10	18	21	22	19	29	33	26	26	21	0	33	26	33	37	42	46	40	42	41	45	46	41	37	49	41	46	49	46	58	44	54	51	48	54	0	59	61	61	64	64	9	1	1	1	1	2	1	2	1	5	3	1	1	2	1	1	1	2	1	2	3	1	2	2	1	1	1	1	3	1	2	3	3	2	2	3	3	3	1	2	3	3	2	2	1	2	2	3	2	1	2	3	2	2	1	2	3	1	1	1	2	2	2	1	1	2	3	4	3	17
18000	-540.368495243285906	-538.495369750113355	-1.873125493172552	0.000195449207212	0.000031422590801	0.160771134605191	0.559507446739413	1	3	4	2	6	6	8	6	7	8	10	10	11	9	10	9	10	12	14	13	14	14	13	13	16	15	17	15	17	19	19	20	19	21	21	23	21	22	24	24	25	27	29	29	29	28	29	32	28	26	30	32	31	31	31	32	32	34	33	32	34	34	33	36	35	38	41	41	53	0	4	4	1	1	3	1	2	1	9	9	16	8	0	14	9	5	16	9	13	9	18	17	16	22	22	26	9	25	26	26	10	29	30	31	32	33	0	33	37	31	40	40	49	39	42	41	51	41	39	40	46	47	42	40	26	46	52	43	41	42	54	0	62	52	55	62	64	56	1	1	1	1	3	1	4	1	3	1	2	1	1	1	1	1	1	2	5	1	4	1	1	2	1	1	1	4	1	2	2	8	1	1	1	2	1	1	3	2	3	3	2	1	3	1	2	1	1	1	2	2	1	1	3	8	1	1	2	3	3	2	1	1	2	5	3	3	15
18500	-528.605689855979108	-526.918176461752523	-1.687513394226595	0.000173743806882	0.000036042407239	0.207445709209538	0.470641137336915	1	3	4	2	5	6	7	6	8	9	10	10	10	8	9	9	9	14	14	13	16	13	14	12	15	15	18	15	17	18	20	20	21	20	22	21	21	24	24	25	26	27	29	28	29	28	30	30	29	29	31	32	30	31	33	33	34	33	32	30	34	35	32	37	36	38	41	42	52	0	4	4	1	1	3	1	2	7	7	7	9	8	0	14	7	7	16	16	8	24	16	7	17	24	22	16	9	26	26	22	16	29	21	37	30	25	0	29	37	31	31	42	33	37	33	44	40	34	42	49	46	41	45	53	51	51	53	50	42	55	59	0	41	55	65	64	49	32	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	4	3	3	2	2	3	1	2	1	4	4	1	2	4	5	2	3	1	2	2	1	2	2	3	4	1	2	3	3	2	3	5	1	1	2	2	1	1	1	1	1	2	2	1	2	1	4	1	1	2	6	16
19000	-590.886048413822095	-589.131174572326131	-1.754873841495932	0.000179822158592	0.000033777419103	0.187837913677828	0.377751054724756	1	4	5	2	5	3	8	7	9	9	9	10	10	9	10	10	9	14	13	12	16	15	13	15	16	15	18	15	16	18	19	20	20	21	22	23	22	22	24	24	26	26	28	28	26	29	30	31	28	29	27	33	31	29	31	31	33	34	32	33	34	35	33	35	37	38	41	43	52	0	4	6	1	1	4	5	4	7	1	5	9	8	0	14	7	5	16	5	8	18	7	11	16	17	18	26	16	18	26	18	28	22	30	34	31	26	0	35	32	32	37	42	26	18	51	41	40	41	49	37	41	47	51	49	42	41	51	50	48	41	44	0	52	52	57	64	62	7	1	2	1	1	2	1	2	3	1	4	2	1	2	1	1	1	3	2	4	2	2	3	2	2	4	1	1	3	1	2	4	3	2	2	1	2	3	1	2	2	3	3	1	7	5	1	2	4	1	1	2	4	1	2	2	3	5	4	2	1	4	6	1	1	2	3	2	5	21
19500	-586.350330936574778	-584.684047007302752	-1.666283929272001	0.000197674245872	0.000042398642754	0.214487439002254	0.434147580016916	1	4	4	3	5	6	7	7	7	9	7	11	10	8	10	9	10	14	13	14	15	14	14	15	17	16	17	13	16	15	19	19	20	21	21	22	20	23	24	23	25	27	29	28	29	28	30	31	29	30	30	33	31	31	31	32	33	33	32	33	34	32	34	36	36	37	41	41	53	0	4	4	1	1	3	1	2	1	1	1	1	8	0	14	7	16	7	5	4	7	5	7	23	29	16	29	9	22	12	24	25	29	33	7	30	18	0	37	21	34	29	41	26	35	31	43	49	30	45	41	55	49	42	45	35	49	48	50	42	60	18	0	56	45	61	44	64	62	1	1	1	1	2	2	3	2	2	4	3	4	2	1	1	1	1	3	3	5	3	4	3	1	1	4	1	2	1	2	2	2	2	1	6	3	3	1	3	4	3	5	1	5	3	5	1	1	6	1	2	2	1	2	1	5	2	1	1	3	1	9	1	2	4	2	5	3	16
20000	-527.923246923795318	-526.285575636060230	-1.637671287735083	0.000175349439416	0.000039415579553	0.224783037141264	0.466471248725597	1	3	4	2	5	6	8	7	7	9	7	8	12	8	9	9	10	12	13	13	15	15	14	15	16	16	17	15	17	18	19	21	18	21	22	22	21	24	24	25	24	26	29	28	29	29	29	29	26	29	30	32	30	31	32	32	33	33	33	33	34	34	35	36	36	39	41	43	52	0	4	4	1	1	3	1	5	1	9	5	5	8	0	14	9	16	17	16	8	19	10	9	9	9	21	21	7	21	26	21	33	29	29	33	29	30	0	29	31	35	35	39	42	42	40	42	37	41	37	42	45	42	44	48	30	51	53	45	44	50	56	0	59	61	46	56	64	28	1	1	1	1	2	1	3	1	2	1	1	1	3	1	1	1	1	1	2	2	1	3	3	3	3	1	1	4	1	1	3	1	1	2	3	3	2	1	3	2	1	2	2	1	2	2	2	4	1	5	2	2	2	2	2	7	2	1	2	2	2	1	1	2	1	5	5	3	16
20500	-510.201285020798366	-508.522428191953736	-1.678856828844648	0.000185518190110	0.000039007114463	0.210260322396074	0.539030216659208	1	4	4	2	5	6	7	6	9	8	10	9	11	8	9	9	10	13	13	13	15	14	14	15	17	16	17	14	15	18	18	20	21	20	23	23	22	22	23	25	26	27	29	29	29	29	30	32	29	30	30	32	30	30	31	33	34	33	31	33	34	34	34	36	37	38	41	41	52	0	4	4	1	1	3	5	2	1	5	7	5	8	0	14	7	16	17	17	8	12	11	11	9	16	24	29	5	9	18	26	19	34	26	26	34	22	0	33	39	40	32	40	42	35	41	41	50	42	42	41	50	42	49	47	55	60	48	45	46	52	59	0	62	45	44	62	62	38	1	1	1	1	2	1	1	1	4	1	1	3	3	1	1	1	1	2	2	3	3	2	2	2	5	1	1	4	3	3	1	4	1	2	4	2	4	1	2	1	1	3	2	2	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	1	1	3	4	4	3	13
21000	-546.501897748016972	-544.648161907607346	-1.853735840409625	0.000156420944042	0.000025763344757	0.164705212047063	0.496290709021936	1	4	3	2	6	5	8	6	6	9	9	11	10	8	10	10	11	13	13	13	15	14	13	16	15	16	18	16	16	18	19	21	21	21	22	19	20	23	24	24	24	25	29	28	28	28	29	32	29	28	30	30	30	30	32	33	34	32	32	33	35	33	34	35	37	37	42	42	52	0	4	4	1	6	3	1	6	1	1	1	11	8	0	14	7	16	9	16	8	22	18	5	25	16	18	26	19	18	21	22	24	30	25	37	18	18	0	35	34	37	31	30	37	34	30	46	46	41	40	46	45	43	50	37	55	51	53	44	45	43	49	0	62	40	55	62	64	38	1	1	1	1	1	2	3	1	3	4	3	1	2	1	1	1	1	3	2	3	1	1	3	1	2	2	1	1	2	2	2	3	1	3	1	3	3	1	1	2	2	3	6	3	2	4	1	2	3	2	1	1	1	1	5	1	3	1	3	3	3	2	1	1	7	2	7	2	13
21500	-588.078882008814730	-586.490616716317277	-1.588265292497418	0.000220432043331	0.000054057167236	0.245232800183591	0.358630116621649	1	4	4	3	5	5	9	6	6	8	9	11	11	9	10	9	10	13	13	14	14	15	14	15	16	17	16	15	17	18	20	19	21	20	22	22	20	23	24	24	22	26	29	27	29	28	29	32	27	30	30	33	31	28	29	32	33	33	31	32	33	33	32	35	35	38	41	41	53	0	4	4	1	1	3	1	2	1	1	1	16	2	0	14	5	5	7	9	10	18	21	10	7	21	21	12	18	21	18	29	24	26	27	21	27	26	0	29	31	30	36	30	41	44	27	44	47	30	42	31	55	45	42	44	53	59	53	39	42	44	54	0	50	55	48	44	49	43	1	1	1	1	2	1	4	1	2	3	3	1	3	1	1	2	2	2	5	4	1	1	2	3	1	2	3	2	2	2	2	2	1	2	5	4	2	1	4	2	3	3	5	3	1	6	1	3	2	2	5	2	1	1	1	1	2	1	4	4	3	2	1	3	3	2	7	7	18
22000	-540.817663964740746	-539.068704062094412	-1.748959902646349	0.000161870978785	0.000030660723042	0.189414577413625	0.487070303285272	1	3	5	2	5	4	7	7	6	7	9	11	11	7	9	9	10	14	12	13	16	14	12	14	16	17	17	16	16	18	19	21	20	21	21	22	21	23	23	25	26	25	29	28	29	29	30	32	29	29	30	32	30	30	32	32	32	32	32	31	34	33	35	36	36	39	41	42	52	0	4	6	1	1	4	1	2	1	5	5	1	8	0	14	9	10	11	17	8	19	16	5	16	19	29	19	12	18	21	22	31	25	18	31	33	33	0	35	33	31	37	40	42	37	40	46	46	42	44	37	49	49	41	43	46	41	51	45	34	51	49	0	54	49	48	64	64	38	1	1	1	1	2	1	2	2	3	1	2	5	3	1	1	2	1	2	1	2	2	3	3	3	2	1	3	2	1	1	3	1	2	3	1	1	1	1	1	2	3	2	3	2	4	3	1	2	3	1	4	2	1	1	2	3	3	1	1	4	3	2	1	3	4	3	2	3	17
22500	-531.093994687425834	-529.493566599286623	-1.600428088139162	0.000165061648984	0.000039587873069	0.239836893139198	0.444504697587706	1	4	4	3	5	5	9	6	7	7	10	11	12	8	9	10	11	13	12	14	15	14	14	16	16	16	17	15	17	18	19	20	20	21	23	21	22	21	23	23	26	26	28	28	28	28	29	30	25	30	30	33	30	31	32	29	33	32	32	32	35	34	34	37	37	39	41	42	50	0	4	4	1	1	3	5	2	5	5	1	7	8	0	14	5	5	11	9	8	9	17	9	11	19	18	26	19	9	26	30	26	30	26	26	11	26	0	31	30	31	40	31	37	26	37	35	42	21	46	43	55	46	47	48	49	51	42	54	45	55	54	0	44	61	65	62	64	20	1	1	1	1	1	1	2	1	2	1	4	1	3	1	1	3	3	2	2	5	5	2	4	3	2	2	1	2	5	1	1	2	1	3	4	5	4	1	2	3	3	2	3	3	5	3	3	3	5	1	2	1	1	1	1	2	1	4	1	2	1	1	1	5	1	1	4	2	16
23000	-566.285815352440636	-564.585322819114936	-1.700492533325695	0.000208034269242	0.000042306521729	0.203363233772718	0.403963197643682	1	3	3	2	5	5	8	6	9	8	9	10	11	9	10	9	10	13	14	13	15	14	14	15	16	17	16	15	17	19	19	19	20	21	23	22	22	23	21	24	25	26	29	27	29	29	29	32	28	29	31	32	31	30	33	32	34	33	33	32	34	35	33	35	36	37	42	43	53	0	4	4	1	1	4	1	5	1	1	1	10	8	0	14	5	11	5	17	9	18	10	5	9	22	21	9	19	21	25	26	21	29	21	21	33	29	0	29	29	26	40	40	27	31	42	31	53	42	42	34	35	49	46	43	35	48	48	41	35	46	45	0	52	55	55	44	64	20	1	1	1	1	3	1	3	1	4	3	3	1	2	1	1	2	1	4	2	2	2	3	3	2	1	2	3	1	1	2	2	2	2	3	4	1	3	1	2	2	4	1	2	5	7	2	4	1	2	2	5	3	1	1	2	5	1	1	4	4	2	3	1	2	2	2	7	4	19
23500	-549.464318977086691	-547.916943380668499	-1.547375596418240	0.000179593634422	0.000047688300107	0.265534467633960	0.365846836411711	1	3	3	2	5	5	8	7	9	7	10	11	10	9	10	10	11	12	13	13	14	15	14	16	17	16	17	14	16	17	18	21	21	19	23	23	20	23	24	24	26	27	29	28	30	29	29	31	27	28	30	29	30	29	32	32	33	33	32	31	34	35	33	37	36	39	42	42	52	0	4	4	1	1	3	1	2	1	5	5	10	8	0	14	10	10	7	10	2	20	9	10	12	16	21	22	11	19	26	27	21	22	26	32	34	26	0	35	29	30	24	32	49	37	40	41	37	37	36	49	50	44	49	52	40	51	53	49	52	49	50	0	43	45	61	62	64	20	1	1	1	1	2	1	4	2	3	1	2	2	2	1	1	2	2	3	3	6	1	3	4	2	5	1	1	2	2	1	1	4	3	1	1	2	2	1	1	4	4	6	4	1	3	3	1	8	2	2	2	1	1	1	2	3	1	2	2	1	4	3	1	4	3	3	5	2	21
24000	-544.343639445475446	-542.724885927350783	-1.618753518124611	0.000169082354273	0.000039256160097	0.232171832866211	0.383006938088501	2	4	5	3	4	4	9	7	8	8	10	10	11	8	9	9	10	13	13	13	14	14	13	14	16	17	18	14	15	19	20	21	20	21	22	22	21	23	23	25	26	25	30	28	29	29	30	30	28	27	30	32	28	30	33	33	34	32	33	32	33	35	33	36	35	37	41	42	52	0	4	6	1	1	4	1	2	1	5	10	1	8	0	14	5	7	12	17	8	9	17	10	17	17	24	26	19	22	18	27	9	26	26	29	34	25	0	26	26	31	32	41	41	42	50	53	37	37	35	30	50	40	53	46	47	46	45	51	41	46	52	0	49	52	65	44	64	7	1	1	1	1	2	1	5	2	3	2	1	3	2	1	1	2	1	1	2	3	2	2	3	2	2	1	1	1	1	4	2	6	1	2	4	1	2	1	5	5	2	2	2	1	2	1	2	4	4	2	4	3	2	2	2	2	2	1	2	2	3	1	1	4	1	1	8	3	20
