step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
27000	-233.358580523598079	-231.902500948164629	-1.456079575433456	0.000194170096739	0.000064114011427	0.330195084124866	0.258924163059054	0	2	3	3	5	11	9	11	15	15	18	19	21	22	22	25	26	28	29	29	34	33	34	34	38	42	45	46	49	0	1	2	2	2	2	2	5	8	8	10	11	10	10	11	6	10	0	13	13	13	13	20	17	24	23	25	23	23	1	1	1	1	2	5	3	3	2	2	2	1	2	4	2	7	5	1	5	4	6	6	2	2	2	5	4	5	7
27500	-211.688235086763257	-210.141849785691448	-1.546385301071818	0.000147796720060	0.000039324844545	0.266073865029163	0.405718471268039	-1	1	3	3	6	9	11	12	15	14	18	20	21	21	22	26	28	28	29	29	35	33	34	36	38	42	46	44	48	0	1	1	2	2	4	5	3	8	6	10	11	11	12	11	13	11	0	13	16	16	20	22	22	23	19	28	21	25	1	1	3	2	3	2	2	4	2	2	2	1	2	1	2	3	6	1	4	2	4	2	1	2	2	7	2	5	3
28000	-212.305609060151738	-210.493308916900276	-1.812300143251451	0.000229768851770	0.000039916386410	0.173724097509763	0.414246648268801	0	1	3	3	5	11	11	12	14	14	19	21	20	20	23	25	27	28	28	30	34	33	35	35	39	42	45	45	49	0	1	2	2	3	4	1	5	6	6	10	13	10	11	10	15	12	0	16	19	22	19	16	19	21	21	25	22	28	1	1	1	1	1	2	5	4	1	1	2	1	4	1	4	1	2	1	1	1	1	3	6	2	3	5	3	4	2
28500	-226.304548309834502	-224.833688512084308	-1.470859797750200	0.000193907904266	0.000061467433916	0.316992925833554	0.505782742174852	-1	1	3	4	5	10	10	11	14	13	18	21	20	22	23	24	27	28	27	30	34	33	34	35	39	41	45	46	49	0	1	1	2	1	3	4	3	6	6	8	11	10	6	13	11	12	0	12	19	16	20	22	22	23	25	26	25	27	1	1	3	1	3	3	3	4	2	1	2	2	4	6	2	3	3	1	3	1	5	1	1	1	3	1	1	2	2
29000	-213.993919993470399	-212.112055951429710	-1.881864042040690	0.000168771941882	0.000026843647447	0.159052785358808	0.524588674207544	1	2	3	4	4	9	12	11	13	15	18	20	22	20	24	25	26	28	27	29	34	32	34	35	38	43	45	45	49	0	1	2	2	2	4	2	6	7	9	10	9	12	10	10	13	15	0	13	19	22	13	22	20	21	21	26	24	27	1	1	1	1	1	4	5	1	1	1	1	3	1	2	5	2	1	1	3	1	1	5	1	3	2	3	1	4	2
29500	-214.684901578192807	-213.153814641160693	-1.531086937032121	0.000175083768560	0.000048103234446	0.274744111587786	0.507140793359886	-1	1	2	3	5	10	9	11	14	14	18	20	22	21	24	25	28	28	28	30	35	33	35	36	38	42	46	44	48	0	1	2	2	3	5	5	5	8	6	8	10	12	12	10	10	14	0	15	19	22	17	17	22	21	21	23	22	26	1	1	1	1	2	2	2	3	2	2	4	4	1	1	4	4	4	1	2	1	1	3	3	1	2	3	6	4	3
30000	-216.611174565179539	-215.158391882131610	-1.452782683047942	0.000136960574501	0.000045656538202	0.333355335051724	0.389666757433272	0	1	2	4	5	11	11	12	14	14	17	19	21	21	24	24	26	28	29	28	34	33	34	35	38	42	45	46	48	0	1	2	3	2	3	1	4	6	6	10	11	11	11	11	12	14	0	13	16	16	20	19	21	23	25	26	23	26	1	1	1	1	1	3	4	4	2	2	2	1	3	2	3	3	3	1	4	2	5	4	3	1	2	2	2	5	3
30500	-225.899735986599694	-224.287239014469122	-1.612496972130585	0.000140798558799	0.000033049567561	0.234729444980562	0.276365227877980	-1	2	0	4	6	9	11	11	13	15	18	21	20	21	23	26	26	27	27	28	35	32	34	34	38	43	45	45	47	0	3	1	2	2	4	1	4	6	8	10	6	11	11	12	12	12	0	13	13	23	20	22	22	22	25	25	16	26	1	1	1	1	2	2	6	3	1	2	2	6	2	1	1	3	3	1	3	4	1	2	1	1	3	3	4	10	2
31000	-225.785024143618955	-224.257554888118193	-1.527469255500764	0.000231306575942	0.000064047181684	0.276893043023256	0.424727111465761	0	1	2	3	5	11	12	9	15	15	18	20	21	21	23	24	28	27	26	29	34	32	34	35	39	43	45	45	46	0	1	2	2	2	8	1	5	8	7	10	11	10	10	11	13	13	0	15	19	20	19	22	23	22	25	21	26	26	1	1	1	2	1	1	5	2	3	2	1	1	2	2	2	1	2	1	2	2	2	2	2	1	3	2	5	1	2
31500	-215.195506743242362	-213.664098255134633	-1.531408488107741	0.000190108702123	0.000052195298761	0.274555021300756	0.504875025797346	-1	1	3	2	6	10	11	10	14	15	18	21	22	22	24	25	27	27	27	29	35	32	34	35	39	41	45	45	48	0	1	2	2	3	2	8	4	8	8	10	11	11	12	12	11	14	0	14	13	22	20	22	22	23	21	25	25	21	1	1	1	1	1	5	1	4	1	2	1	2	2	1	2	5	3	1	2	3	1	2	1	2	2	3	3	3	5
32000	-235.670367394982662	-234.196436775434051	-1.473930619548620	0.000185311002244	0.000058266846422	0.314427344931762	0.406469861635182	-1	1	2	4	5	8	11	10	14	15	18	18	22	20	23	24	28	26	27	30	34	32	34	34	37	42	45	45	48	0	1	2	2	2	5	5	2	6	9	8	10	10	12	12	15	14	0	15	11	17	13	19	19	24	25	26	26	21	1	1	1	1	2	2	4	3	4	1	4	2	4	1	2	1	5	1	2	6	3	5	4	4	1	3	2	1	6
32500	-215.515826654858955	-213.861886306741155	-1.653940348117809	0.000126311922338	0.000027638084464	0.218808200782724	0.566505593729604	0	1	2	3	6	10	11	11	14	14	19	21	21	22	23	26	26	29	28	29	35	32	34	33	39	42	46	45	48	0	1	2	2	2	4	5	4	6	8	8	10	11	12	10	12	12	0	15	19	19	13	22	19	22	21	21	25	25	1	1	1	1	2	3	3	4	2	2	3	3	1	1	4	3	2	1	3	1	3	5	1	2	3	3	5	4	5
33000	-206.362297526052828	-204.745816936884637	-1.616480589168179	0.000201445156442	0.000046955682197	0.233094123615088	0.575086972042711	-1	1	3	4	5	10	12	11	14	15	18	19	22	19	23	25	26	29	28	29	34	32	35	36	38	42	44	45	49	0	1	2	3	2	4	4	4	6	8	10	11	11	10	10	15	11	0	16	16	22	20	20	23	21	25	26	23	26	1	1	1	1	1	2	4	3	2	2	1	1	2	2	5	1	4	1	2	2	1	2	3	1	2	2	1	6	4
33500	-205.507218418774528	-203.423115593409648	-2.084102825364885	0.000191395201918	0.000024250500325	0.126703804914201	0.431085015114115	-1	1	3	3	4	11	10	11	13	15	19	20	22	22	23	25	27	28	28	29	34	34	33	35	39	41	44	45	47	0	1	2	2	2	4	1	4	8	8	10	6	11	12	10	13	15	0	13	13	23	13	20	23	23	25	25	23	26	1	1	1	1	2	4	5	3	1	2	2	3	1	1	3	2	2	1	3	3	1	8	2	1	3	1	2	6	3
34000	-231.868103853072881	-230.313425658218875	-1.554678194854000	0.000145952129442	0.000038185925002	0.261633215957823	0.321829744516495	0	1	3	3	6	9	12	12	15	14	18	20	21	22	23	25	28	29	27	30	34	33	34	36	39	42	45	46	47	0	1	2	2	4	4	5	4	6	6	10	8	12	11	8	13	11	0	13	19	19	15	19	20	22	25	20	22	24	1	1	2	1	2	2	3	5	2	2	3	3	1	2	6	2	5	1	3	3	3	5	4	3	4	2	7	6	5
34500	-213.046339903710219	-211.520998128956705	-1.525341774753511	0.000175285472492	0.000048760145025	0.278175620213263	0.471925469542391	0	2	3	3	6	10	11	12	13	15	18	19	20	21	23	25	28	27	28	30	35	32	33	33	38	42	45	44	48	0	1	2	2	2	4	1	6	6	8	10	10	11	10	8	14	12	0	16	17	23	17	19	19	23	21	26	26	25	1	1	1	1	2	3	6	2	2	1	2	2	1	3	6	2	4	1	2	1	1	2	3	3	2	4	2	1	4
35000	-205.054165962661756	-203.309370380853551	-1.744795581808212	0.000222025992342	0.000042304836175	0.190540016189640	0.509205823728506	0	1	2	4	5	11	11	11	13	14	19	20	22	21	24	25	28	28	29	29	34	33	35	35	37	43	45	45	48	0	1	2	3	2	4	5	4	8	9	8	10	12	12	12	13	15	0	16	16	20	20	20	20	24	25	23	26	25	1	1	1	1	2	3	3	3	1	1	3	3	1	1	2	1	1	1	3	2	4	2	3	3	2	3	5	1	5
35500	-233.412086934009750	-231.973231522231913	-1.438855411777827	0.000139805249856	0.000048616652654	0.347745543921686	0.385676624741472	0	2	1	3	5	11	10	9	13	12	16	19	21	20	23	26	27	27	29	29	35	33	35	36	39	42	45	44	48	0	3	1	2	3	8	1	2	7	8	6	11	11	11	11	15	11	0	14	13	22	17	19	23	23	21	25	25	26	1	1	1	1	3	2	5	4	1	1	3	1	2	2	3	2	5	1	3	4	1	3	2	1	2	3	3	2	2
36000	-220.328791096102975	-218.791999418210793	-1.536791677892180	0.000163966764516	0.000044506223787	0.271434420982077	0.490578663673311	-1	2	1	4	5	9	12	11	15	15	18	20	21	21	24	26	26	28	27	28	32	33	34	35	38	42	45	44	48	0	3	1	2	2	4	2	6	8	6	10	10	12	12	12	13	15	0	13	16	12	20	13	22	22	23	26	26	26	1	1	1	1	1	3	5	1	2	3	2	3	1	1	2	2	1	1	4	1	6	2	6	1	3	3	1	1	4
36500	-214.515416521784999	-213.075996603469576	-1.439419918315419	0.000148544235537	0.000051563572517	0.347126041822959	0.560214972503195	-2	1	0	3	5	11	11	9	15	14	17	21	21	21	23	25	26	28	28	29	34	31	35	35	38	42	44	44	49	0	3	1	2	2	8	5	4	6	6	10	10	10	10	11	15	14	0	16	16	19	19	19	22	24	23	26	26	25	1	1	1	1	2	1	3	3	1	2	1	2	3	3	3	1	3	1	2	2	2	2	2	3	1	4	1	1	5
37000	-209.797470386011327	-208.282536630001630	-1.514933756009685	0.000178192585978	0.000050724757320	0.284662557883926	0.471683505418190	0	2	1	3	6	9	10	11	14	15	18	20	22	20	24	26	27	28	29	29	34	33	34	33	38	42	45	45	48	0	3	1	2	2	4	5	4	8	6	10	11	11	11	12	13	13	0	17	13	16	16	22	19	23	21	26	26	25	1	1	1	1	2	2	2	5	2	2	2	1	2	1	1	2	3	1	1	4	4	3	1	2	2	5	2	2	4
37500	-212.988438425483650	-211.467418011602433	-1.521020413881212	0.000212008773723	0.000059537409583	0.280825215568740	0.428035026142248	0	1	3	3	5	11	10	11	14	14	17	20	21	21	24	25	26	27	28	30	35	33	34	34	38	43	45	45	47	0	1	1	2	2	7	1	5	6	7	8	11	12	12	12	13	11	0	13	16	23	20	20	16	21	25	26	22	27	1	1	2	1	2	1	5	4	2	2	3	1	1	1	2	2	6	1	4	3	1	2	2	5	2	2	1	4	2
38000	-203.113150709873764	-201.627835459380350	-1.485315250493412	0.000141448257878	0.000043195114774	0.305377495786090	0.363766500047422	0	1	3	4	6	9	11	11	15	13	18	20	22	21	23	25	28	28	29	29	33	34	34	36	39	42	44	43	48	0	1	2	2	2	5	5	4	10	8	10	10	12	11	11	13	15	0	13	12	16	20	19	19	23	25	26	25	27	1	1	2	2	3	1	2	3	1	1	2	4	1	1	3	2	3	1	3	4	3	2	3	4	3	2	1	2	2
38500	-215.962428457467894	-214.354647071561061	-1.607781385906833	0.000215921252241	0.000051107935020	0.236697103640231	0.438846600387090	0	2	2	3	4	11	11	11	13	13	18	20	21	22	22	24	26	29	28	30	33	33	35	34	36	41	45	46	47	0	1	1	2	2	4	1	2	8	8	10	10	11	10	10	15	12	0	14	13	20	16	20	20	23	25	26	23	27	1	1	2	1	1	4	5	3	1	1	3	2	2	4	5	1	2	1	3	4	2	4	2	2	1	2	1	5	1
39000	-208.573999343946184	-206.880837334550307	-1.693162009395883	0.000120593375497	0.000024799932566	0.205649211360317	0.512433956659710	0	1	3	4	5	9	11	11	13	15	19	21	21	21	23	24	26	29	26	29	35	32	33	35	38	43	46	45	49	0	1	2	2	3	4	5	4	8	6	10	11	11	11	11	13	10	0	16	19	23	16	16	22	21	25	26	25	26	1	1	1	2	1	3	2	4	1	3	3	1	1	1	1	1	6	1	1	1	1	4	4	2	2	3	2	3	3
39500	-214.334398605199482	-212.809951135023880	-1.524447470175591	0.000151853336442	0.000042324413041	0.278719019499665	0.476959835947787	-1	1	2	3	6	10	11	9	15	15	19	21	21	20	22	24	26	28	29	30	35	33	33	35	39	41	46	45	48	0	1	1	2	4	4	4	4	6	6	10	11	11	10	14	13	11	0	16	19	23	17	19	17	21	25	25	22	26	1	2	1	2	2	2	4	3	2	1	2	1	2	2	1	2	4	1	2	1	1	3	2	4	2	1	3	6	3
40000	-235.270717305664789	-233.815700422864097	-1.455016882800690	0.000153437793926	0.000050819272047	0.331204397212491	0.455319390189930	0	1	2	4	5	8	11	11	14	14	19	20	20	22	23	25	24	27	27	30	35	31	34	33	38	42	44	45	48	0	1	2	2	4	4	1	3	8	6	10	9	10	11	11	12	12	0	11	16	22	12	22	22	21	21	26	23	27	1	1	1	1	1	1	3	3	2	2	2	3	4	2	1	2	2	1	4	3	2	5	2	1	1	4	1	5	2
40500	-233.322901050889499	-231.889219024936949	-1.433682025952562	0.000098587130725	0.000034858867684	0.353584361646747	0.322643171874031	-1	1	2	3	6	10	11	11	13	14	18	20	21	20	24	25	27	27	28	30	32	33	35	35	39	42	45	46	47	0	1	2	3	2	4	1	4	8	6	10	10	10	11	12	10	16	0	13	19	13	20	22	20	19	19	21	26	26	1	1	1	1	3	4	6	3	1	2	2	2	4	1	2	4	1	1	4	1	5	3	2	2	8	6	6	2	2
41000	-217.235551628065025	-215.612975073868199	-1.622576554196822	0.000158852407124	0.000036637372290	0.230637816282634	0.394725022856827	0	1	3	3	6	10	11	11	13	15	17	20	22	22	24	25	26	28	27	29	35	33	35	35	38	42	46	46	48	0	1	2	2	2	4	5	4	8	6	8	8	10	10	14	14	13	0	12	12	20	20	16	22	20	21	21	26	26	1	1	1	1	3	3	3	4	1	2	3	4	3	3	1	2	2	1	4	5	2	2	6	1	5	2	6	2	2
41500	-226.316089268335816	-224.906263039105340	-1.409826229230468	0.000157833915534	0.000060810033336	0.385278621077142	0.384208529665413	0	2	3	4	5	10	9	12	14	13	18	20	22	21	23	24	25	28	27	30	32	34	34	36	38	41	46	45	48	0	1	2	3	2	4	2	4	6	6	10	10	14	10	10	13	14	0	13	19	16	20	19	15	23	23	21	24	26	1	1	1	1	2	2	3	4	3	2	4	3	1	4	5	1	3	1	2	2	3	2	3	6	2	3	7	4	3
42000	-226.999561199712048	-225.586968565705092	-1.412592634006969	0.000169158138893	0.000064466797554	0.381103729184359	0.307863799889936	-1	1	2	4	5	10	10	11	15	14	18	20	21	22	24	25	27	29	27	29	33	33	34	35	39	42	46	45	48	0	1	2	2	3	4	1	4	6	6	10	11	11	12	14	8	14	0	13	13	20	13	19	21	23	21	23	21	22	1	1	1	1	2	2	6	3	2	2	3	1	2	2	1	8	3	1	2	3	3	6	3	1	2	5	4	7	7
42500	-226.066275019080308	-224.548652846057053	-1.517622173023267	0.000161045942422	0.000045568277481	0.282952037139069	0.479084595176720	-1	1	2	3	5	9	12	10	14	15	18	20	21	21	24	26	25	27	29	27	34	34	34	35	38	39	44	46	48	0	1	2	2	2	4	8	4	6	6	10	11	10	11	12	11	11	0	17	13	20	19	16	23	23	21	26	25	28	1	1	1	1	1	2	2	2	2	3	2	1	2	1	2	4	3	1	2	4	2	4	3	1	3	3	2	4	1
43000	-208.888452293555900	-207.345727710202937	-1.542724583352964	0.000149105095310	0.000039973590486	0.268090036784469	0.456151792825624	0	1	3	3	6	9	11	11	15	15	18	19	21	21	23	25	27	28	28	29	33	33	35	35	38	42	44	44	48	0	1	2	2	2	4	6	4	8	8	6	10	11	12	14	11	11	0	13	17	19	20	22	20	23	25	26	21	27	1	1	1	2	1	3	1	3	2	1	4	2	2	1	1	3	5	1	4	2	2	2	1	3	1	1	1	6	3
43500	-218.648650289692341	-217.175078616858968	-1.473571672833376	0.000187251336429	0.000058932555527	0.314724352044428	0.486701867739290	-1	0	2	4	5	10	11	12	13	14	18	20	20	21	22	26	27	28	29	29	35	33	33	36	39	42	45	45	47	0	1	2	2	4	2	1	4	6	8	10	11	10	11	13	11	14	0	17	13	22	19	16	16	24	25	25	25	26	1	1	1	2	1	4	6	3	2	1	2	1	2	1	1	3	3	1	1	3	2	2	4	5	2	2	4	3	2
44000	-221.161840430709304	-219.558394862297433	-1.603445568411866	0.000156217747796	0.000037263821314	0.238537693953267	0.378873994984310	0	1	3	4	5	11	11	11	13	14	18	18	22	21	24	26	27	28	29	30	35	33	35	35	39	43	45	44	48	0	1	2	2	2	4	1	4	6	6	6	10	14	11	10	15	11	0	13	19	19	13	16	13	24	21	25	23	26	1	1	1	1	2	3	6	3	2	2	3	1	1	2	3	1	4	1	2	1	3	5	4	6	2	3	4	4	2
44500	-232.000383802049384	-230.288772081473923	-1.711611720575451	0.000170110582834	0.000034020372061	0.199989744873921	0.327165592318049	0	1	2	4	4	11	10	12	15	15	18	21	22	22	23	25	27	29	28	29	34	33	35	35	38	42	44	43	47	0	1	2	3	2	4	1	4	8	8	10	7	10	10	10	10	16	0	16	13	13	19	19	19	24	25	26	21	25	1	1	1	1	2	4	5	3	2	1	2	7	3	4	4	5	1	1	2	2	6	2	4	4	1	2	1	4	4
45000	-252.656728161772861	-251.246368936042586	-1.410359225730283	0.000153388608506	0.000058972043775	0.384461690793263	0.261991383998059	-1	2	1	4	6	7	11	11	13	13	18	20	22	22	22	25	27	28	28	27	34	34	33	36	38	42	46	44	48	0	3	1	2	1	4	5	4	6	6	10	11	12	10	11	15	6	0	16	16	9	14	13	23	19	22	22	23	28	1	1	1	1	3	2	2	2	4	2	2	1	1	4	3	2	9	1	2	1	15	7	6	1	5	4	6	6	3
45500	-236.659183796259754	-235.247818043267955	-1.411365752991812	0.000135239843076	0.000051788141743	0.382935535599487	0.444710953504101	-1	1	1	3	5	8	11	12	14	14	18	20	21	21	24	26	26	29	28	30	33	34	34	35	39	43	43	45	48	0	1	1	2	2	4	1	7	6	6	6	11	11	11	12	12	14	0	17	19	16	17	13	19	24	25	23	27	26	1	2	1	1	2	3	6	1	4	4	4	2	1	2	2	3	3	1	2	1	4	3	8	4	3	2	4	2	3
46000	-207.615870034734655	-205.886671259801915	-1.729198774932734	0.000172789596948	0.000033671775801	0.194871545483406	0.393513172616628	1	2	3	3	5	10	11	9	15	14	19	20	20	22	23	26	25	28	28	30	35	33	34	35	38	42	44	45	49	0	1	2	2	2	8	5	5	6	8	10	9	11	11	9	13	15	0	16	19	23	19	19	22	19	21	26	26	27	1	1	1	1	2	1	4	2	3	2	3	3	1	1	3	3	1	1	1	2	1	2	3	1	5	4	1	2	3
46500	-223.669731433872869	-222.186883569429654	-1.482847864443226	0.000143734259369	0.000044166730024	0.307280464782979	0.403725190652611	-1	1	2	3	4	8	11	11	13	15	18	20	21	21	22	25	28	28	27	29	32	34	33	35	37	42	44	42	48	0	1	1	2	2	5	1	4	8	8	6	8	12	12	12	13	12	0	13	17	16	21	17	23	23	21	25	23	27	1	1	2	1	2	2	6	3	1	2	6	4	1	1	1	2	4	1	3	1	3	1	2	1	2	5	2	5	2
47000	-244.194191808953889	-242.555896854667139	-1.638294954286748	0.000176746984917	0.000039688144746	0.224547789399975	0.499851092804986	-2	0	3	2	4	11	9	12	14	14	17	19	22	21	23	25	28	29	25	30	33	32	34	34	38	43	45	46	47	0	1	2	2	2	4	2	4	8	8	10	6	11	11	14	13	19	0	12	19	16	20	22	22	20	25	25	27	27	1	2	1	1	2	5	3	5	2	1	1	2	3	2	1	1	1	1	2	2	4	1	1	1	4	3	2	1	1
47500	-200.339935753445559	-198.733391854680093	-1.606543898765453	0.000208508180062	0.000049462168192	0.237219317619440	0.471401334756127	0	1	2	4	6	8	11	11	13	15	18	20	21	20	23	26	27	29	28	28	34	33	35	35	39	42	45	45	46	0	1	2	3	2	4	1	4	8	8	10	11	11	11	12	13	14	0	13	16	19	20	22	22	23	21	25	25	28	1	1	1	1	2	3	6	3	1	2	1	1	1	2	1	2	3	1	3	2	3	2	1	1	2	3	3	3	1
48000	-226.561271727305751	-224.923467729410305	-1.637803997895448	0.000187889668600	0.000042224996850	0.224732935899894	0.377926643872441	0	2	2	4	5	10	11	12	14	13	17	20	20	22	24	25	26	28	28	29	34	33	35	35	37	43	45	46	48	0	1	1	2	3	4	2	4	6	4	10	11	10	12	9	11	11	0	17	15	22	19	20	19	22	21	21	26	28	1	1	1	1	1	3	4	4	3	3	3	1	3	1	4	4	4	1	1	4	1	2	3	3	2	5	5	2	1
48500	-209.093453600415103	-207.505391089623203	-1.588062510791914	0.000121395406230	0.000029781328647	0.245325005056811	0.349277040405703	0	1	2	4	5	11	11	9	15	14	18	20	21	22	22	26	27	27	28	30	33	33	34	34	38	42	45	45	48	0	1	2	2	2	8	8	4	6	8	10	11	11	12	12	13	14	0	16	13	20	13	21	20	21	25	26	22	28	1	1	1	2	2	1	2	2	3	3	2	1	2	1	1	3	2	1	1	4	2	7	1	2	2	3	2	6	2
49000	-210.606252196715957	-209.002692907233126	-1.603559289482833	0.000218033570928	0.000051998614034	0.238489026310105	0.329776788463528	0	1	3	3	5	10	10	11	13	13	17	20	22	21	23	25	28	28	28	29	33	32	34	36	39	42	44	46	48	0	1	2	2	2	4	1	5	8	8	10	10	11	11	11	15	15	0	14	16	20	17	22	16	24	25	25	22	26	1	1	1	1	2	3	5	4	1	1	1	3	3	2	3	2	3	1	4	2	2	2	1	5	1	2	3	6	3
49500	-215.877041835928082	-214.444000106480871	-1.433041729447201	0.000116091706251	0.000041134563297	0.354328182650298	0.365334606874518	0	1	3	4	6	11	11	11	15	14	18	20	21	19	24	26	27	27	29	27	35	33	34	35	39	43	45	46	48	0	1	2	2	3	4	5	4	6	6	10	11	11	10	12	13	11	0	16	14	22	20	16	23	22	21	26	25	27	1	1	1	2	2	4	2	4	2	2	3	1	1	2	2	2	5	1	2	3	2	3	5	1	3	2	1	4	2
50000	-234.633262318669807	-233.123198665206672	-1.510063653463122	0.000257722185988	0.000074179286764	0.287826546554883	0.483278826143416	-2	1	2	4	5	9	11	9	13	14	18	20	21	21	24	26	26	28	29	30	34	32	32	36	39	43	45	46	48	0	1	2	2	3	4	4	3	6	8	6	11	10	11	13	14	14	0	16	16	20	11	19	23	24	25	25	21	26	1	1	1	1	1	3	3	3	2	2	3	1	3	1	1	2	2	1	1	2	2	7	1	2	1	1	3	6	2
50500	-214.709485788481146	-212.992869828282863	-1.716615960198273	0.000135895812286	0.000026976269280	0.198506994634121	0.491113362735527	-1	2	1	4	5	10	12	11	13	15	18	21	20	21	24	25	28	29	29	30	35	33	34	35	38	43	44	46	47	0	3	1	2	2	5	1	4	6	6	10	11	10	11	12	13	11	0	16	19	16	19	19	22	23	25	21	23	26	1	1	1	1	1	2	6	3	2	3	1	2	3	2	1	2	4	1	2	1	5	2	3	1	2	2	6	5	2
51000	-217.551487018208434	-215.926765611538485	-1.624721406669954	0.000151530620408	0.000034819689861	0.229786493101821	0.502599092205248	-1	1	2	4	5	10	12	11	14	14	19	20	21	20	23	26	27	27	28	29	34	34	34	36	39	43	45	46	48	0	1	2	2	2	4	5	6	6	6	9	11	11	11	9	13	11	0	17	15	20	16	19	21	23	25	25	21	26	1	1	1	2	2	3	4	1	2	2	2	1	1	1	4	2	3	1	1	2	2	5	3	1	2	2	2	7	4
51500	-214.651851855547250	-213.055236730717468	-1.596615124829785	0.000140963647393	0.000034042803947	0.241500589522964	0.474963315822674	0	1	3	4	6	10	10	11	13	14	19	21	22	21	23	24	27	28	28	27	33	34	34	35	38	41	46	46	48	0	1	2	3	2	4	2	2	6	6	10	11	11	11	12	11	16	0	16	13	19	20	19	23	23	23	26	21	27	1	1	1	1	1	2	4	5	2	2	2	1	2	1	1	3	1	1	2	3	3	3	4	1	2	3	2	5	1
52000	-218.526654987481066	-216.988846024623683	-1.537808962857370	0.000104594715479	0.000028329902388	0.270854050881009	0.402961536399647	-1	1	3	4	3	9	11	11	15	14	19	20	22	22	22	25	26	29	27	30	34	32	33	36	39	42	46	45	46	0	1	2	2	2	4	1	4	6	6	10	10	12	12	12	13	12	0	13	19	23	16	16	19	21	25	21	23	25	1	1	1	2	1	3	6	4	2	2	1	3	2	1	1	2	3	1	2	2	1	3	5	4	3	2	8	5	4
52500	-200.637282374946295	-199.115180363323645	-1.522102011622658	0.000124444349211	0.000034863875868	0.280156359759965	0.440966519768361	0	1	3	3	3	10	12	11	13	15	19	21	20	22	22	25	26	29	27	29	34	33	35	35	37	42	46	46	48	0	1	2	2	2	4	1	6	6	6	10	11	10	11	12	13	16	0	16	16	22	19	16	19	21	21	26	23	27	1	1	1	1	1	3	5	1	2	3	2	1	2	1	1	3	1	1	1	1	1	3	4	3	2	3	2	6	1
53000	-236.221688246451237	-234.696358048438242	-1.525330198012996	0.000150129874546	0.000041763524587	0.278182638284236	0.306828633005528	-1	1	3	4	5	10	12	11	15	14	18	20	21	20	22	24	28	27	25	30	35	32	34	36	38	43	44	45	49	0	1	2	2	3	4	4	4	10	8	10	6	11	10	11	11	11	0	13	17	19	20	12	22	21	21	21	16	26	1	1	1	2	1	4	3	3	1	2	2	5	1	5	2	4	4	1	3	1	5	1	7	2	2	4	4	10	3
53500	-210.489862069037741	-208.796568939473303	-1.693293129564430	0.000171220100495	0.000035204201214	0.205607876130505	0.510840232922757	0	1	3	4	5	10	12	10	13	15	18	19	22	21	22	26	28	29	29	29	34	33	34	35	39	41	45	45	49	0	1	2	2	2	4	8	5	8	9	10	10	11	12	10	13	12	0	13	16	22	13	19	21	19	25	26	23	28	1	1	1	1	2	3	2	3	1	1	2	2	2	1	4	2	4	1	4	1	1	5	2	1	4	1	2	5	2
54000	-229.617192778853649	-228.129957441957544	-1.487235336896105	0.000191581428223	0.000058224986893	0.303917699293958	0.512297977447690	-1	0	2	3	6	10	11	11	14	12	18	20	22	22	23	25	27	28	28	29	35	33	33	36	39	41	45	46	48	0	1	2	3	3	5	4	6	10	6	9	10	11	12	12	15	11	0	16	16	22	20	13	20	13	22	26	19	27	1	1	1	1	2	2	3	1	2	1	2	3	2	1	2	1	3	1	3	2	1	2	6	3	7	3	2	10	2
54500	-226.199257715151447	-224.637716648465727	-1.561541066685723	0.000150979627556	0.000038965455079	0.258084191292041	0.389094601451515	-1	1	2	4	6	10	11	12	14	14	18	19	21	21	23	25	27	28	26	28	34	32	34	36	38	41	46	45	48	0	1	2	2	2	4	2	4	8	6	10	8	11	10	14	13	12	0	13	16	20	13	19	21	22	19	26	23	27	1	1	1	1	2	3	3	3	1	2	2	3	2	4	1	2	3	1	3	2	4	5	4	1	3	7	2	4	1
