step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
10500	-237.021930527413360	-246.072773907864701	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994452101474347	-1	2	5	5	3	2	0	4	3	5	7	4	5	3	5	5	6	6	8	13	6	8	8	5	7	7	14	5	10	7	8	8	3	6	11	6	10	11	9	7	12	9	12	11	10	9	10	9	8	4	10	9	10	12	11	14	11	9	10	12	12	9	10	8	13	10	12	15	15	12	12	12	13	16	15	16	19	0	7	2	9	2	1	1	9	1	6	34	6	6	7	6	12	3	50	30	67	15	25	3	12	16	24	29	50	42	28	16	34	2	24	58	1	52	62	40	21	64	25	29	28	21	19	31	21	15	5	30	30	48	64	23	43	48	30	26	58	57	23	31	17	57	31	51	55	60	31	66	44	48	56	47	69	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-243.533430136956042	-252.584273517407382	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989334635506302	-1	0	5	5	4	3	1	2	4	5	7	2	6	5	3	3	6	5	7	12	4	6	8	7	7	8	15	6	10	7	7	8	9	5	11	12	10	11	4	10	12	6	12	13	7	9	10	10	1	11	9	9	11	12	11	8	13	9	11	9	12	11	12	14	8	11	12	13	16	15	15	12	8	13	17	16	18	0	1	49	9	49	7	2	7	12	6	34	49	39	15	8	49	16	16	34	48	12	14	18	3	39	39	29	5	46	28	22	28	28	7	19	50	10	48	49	17	62	15	52	52	4	23	26	46	2	52	9	13	65	51	37	19	55	25	47	30	33	48	29	36	13	58	46	61	47	67	57	29	4	54	33	53	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-219.540736277357382	-228.591579657808722	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999524218608397	-1	2	6	5	5	3	3	4	4	5	7	5	7	4	4	5	5	1	7	12	6	5	6	7	6	7	15	6	9	7	9	7	9	7	10	12	9	11	10	8	11	9	13	8	10	10	10	6	9	11	9	9	11	11	12	14	9	7	11	12	11	12	10	13	11	14	13	13	14	15	14	12	13	15	16	14	16	0	18	22	6	2	18	18	2	6	8	17	14	16	6	2	9	15	1	4	65	17	18	22	16	9	4	73	15	34	28	13	17	13	22	51	39	24	57	13	58	57	24	41	23	40	33	21	14	44	44	26	4	58	47	31	36	48	16	40	28	29	42	44	38	49	20	60	34	41	50	42	59	37	3	76	55	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-247.824922852555744	-256.875766233007084	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985547378824384	-1	1	6	5	4	4	3	1	3	5	4	4	6	5	4	3	5	5	6	13	5	8	7	5	8	5	15	7	10	6	7	8	10	8	11	9	10	10	8	8	10	10	10	11	6	5	8	10	9	10	9	10	8	11	10	13	14	10	6	10	10	11	11	10	9	9	12	8	15	15	15	10	12	18	16	16	17	0	1	14	15	2	16	2	1	2	7	16	16	6	6	16	2	6	12	26	54	9	23	26	6	9	6	20	46	22	26	17	10	39	15	22	21	32	4	6	59	68	39	3	42	4	15	3	21	47	66	30	24	46	64	26	52	44	65	15	22	7	43	61	39	46	26	25	30	54	56	67	23	49	76	65	71	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-227.188521050101429	-236.239364430552769	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999445801473612	0	2	5	4	5	4	3	3	4	3	7	2	5	2	2	5	5	5	8	12	4	6	7	6	8	7	15	6	10	7	7	6	9	6	12	13	8	10	11	8	9	9	13	7	11	11	8	10	8	10	10	10	11	10	9	14	13	10	10	13	13	11	12	12	9	13	12	14	15	14	16	12	9	17	12	16	17	0	1	6	2	7	14	2	2	14	1	9	1	2	1	1	6	21	4	16	47	2	17	7	12	32	13	63	9	47	13	28	17	23	17	59	53	31	40	52	11	26	47	26	4	41	65	26	26	11	55	47	55	55	34	26	43	44	73	47	48	72	30	51	62	49	40	73	33	63	66	27	52	11	68	54	48	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-242.360118789935882	-251.410962170387222	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987253731034750	-1	1	6	6	2	0	2	3	2	4	6	5	6	4	5	4	5	5	6	12	6	5	7	7	8	6	14	6	10	7	9	8	8	7	11	12	10	8	9	7	9	9	8	13	11	11	9	9	10	10	9	10	13	9	11	14	11	3	11	10	12	11	8	13	10	11	13	11	15	13	15	10	14	16	16	13	13	0	1	5	10	2	1	2	7	1	7	10	10	58	58	16	6	7	16	58	60	22	9	12	10	28	58	77	14	1	16	26	3	3	19	49	59	63	30	11	18	3	43	28	60	52	54	63	30	11	15	40	63	61	3	47	53	51	9	49	23	59	34	26	50	28	50	20	31	62	62	34	39	44	71	65	68	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-239.175231870433350	-248.226075250884691	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.917110019178922	0	2	6	5	3	4	2	4	1	2	7	5	3	3	4	4	5	6	8	13	5	5	7	7	8	8	11	7	9	7	9	9	9	8	11	12	10	9	10	9	10	8	11	13	11	11	10	9	6	10	5	10	13	11	12	10	12	11	11	12	12	11	11	12	10	14	13	13	13	14	13	13	13	18	15	13	16	0	1	16	9	10	5	1	10	1	1	17	10	10	9	2	13	5	12	11	35	9	8	3	4	2	30	47	4	12	6	24	15	23	23	32	25	40	22	38	13	42	16	48	59	52	38	25	24	16	26	15	38	41	39	32	23	59	24	41	23	22	32	48	41	31	56	45	35	57	64	43	46	29	39	65	27	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-237.056452968341432	-246.107296348792772	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996019884522994	0	2	5	5	4	3	2	3	4	4	7	5	6	5	4	5	5	5	5	10	2	8	8	6	7	8	14	3	8	8	8	9	8	7	10	8	5	11	10	10	11	9	7	14	8	11	9	9	10	8	9	11	11	9	10	12	13	7	11	12	12	10	11	13	12	15	12	9	13	15	17	13	13	18	17	16	17	0	1	15	5	8	7	1	21	7	2	14	8	10	7	7	10	10	15	28	50	1	24	11	8	17	37	60	7	11	21	7	45	19	17	42	58	9	22	42	48	39	12	12	46	37	33	50	24	33	9	16	23	33	22	31	51	63	6	31	49	29	34	68	41	48	60	38	22	4	27	53	39	45	71	66	69	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-226.431498447545010	-235.482341827996351	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997038448970502	-1	2	6	6	5	4	2	3	4	5	8	4	7	1	4	3	5	5	5	10	5	7	4	6	7	8	11	8	10	7	9	8	9	8	9	10	8	10	9	9	12	9	12	14	10	10	11	9	9	2	8	10	13	10	11	14	12	10	11	10	13	12	12	13	11	13	11	14	13	13	9	13	12	18	17	15	18	0	1	23	15	23	8	14	50	7	1	21	2	5	1	2	50	16	9	23	40	6	18	1	23	4	19	54	16	31	15	30	10	16	13	25	40	19	32	37	4	58	30	67	63	51	28	31	30	30	14	13	10	65	49	46	38	45	25	40	39	62	42	20	27	35	63	22	64	59	52	30	29	22	73	53	53	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-233.230729172328068	-242.281572552779409	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996408636987326	-2	0	4	5	4	3	2	2	3	3	7	5	6	3	1	4	5	2	6	11	5	8	7	7	7	6	15	7	10	8	9	7	6	7	8	10	9	9	9	8	11	8	11	11	11	11	10	9	9	9	7	10	8	10	11	13	8	10	11	13	12	12	11	11	9	15	10	14	14	15	16	13	13	14	17	15	19	0	1	8	5	10	15	2	2	1	15	19	10	14	18	2	14	1	15	10	39	6	13	17	16	13	21	46	13	42	19	11	4	21	33	13	39	28	8	22	4	37	32	53	36	36	48	34	34	51	28	16	48	13	24	47	36	11	12	35	41	63	43	53	6	24	20	48	48	55	72	68	55	55	46	27	72	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-238.683062154236779	-247.733905534688120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984161693454436	-2	2	5	6	5	3	1	3	3	4	6	4	6	4	3	3	5	6	7	11	6	7	8	5	7	8	14	7	7	7	9	3	9	7	10	12	10	9	9	7	10	7	12	13	10	8	7	10	9	6	8	8	12	11	12	14	13	8	10	10	13	9	10	11	9	14	12	15	16	14	11	13	13	15	12	11	16	0	1	8	15	2	2	1	7	7	15	3	2	24	2	7	7	10	16	21	39	15	4	3	6	24	29	55	12	11	32	2	7	19	21	52	48	3	50	42	4	58	4	54	53	21	18	11	6	46	14	2	5	11	65	60	53	76	5	38	49	71	19	46	31	34	20	37	57	66	44	34	49	60	66	33	29	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-229.351762049626075	-238.402605430077415	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997953643633042	0	2	5	5	4	3	2	2	3	1	6	4	6	4	4	4	6	6	6	13	5	8	7	7	7	7	10	6	9	8	9	9	9	6	11	12	10	11	10	7	9	9	12	9	9	9	10	10	9	7	10	11	13	11	12	14	14	9	10	11	10	11	11	13	11	12	9	9	10	14	12	12	11	14	17	15	18	0	10	10	12	7	10	1	1	10	1	21	8	4	9	7	7	4	5	12	59	6	3	21	34	13	4	50	14	24	34	6	17	40	12	69	61	45	59	41	15	50	18	39	4	21	17	22	32	13	4	11	69	67	44	67	72	66	5	67	24	31	33	32	29	49	58	15	23	42	52	22	73	22	68	57	54	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-227.239313757881661	-236.290157138333001	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977881263536996	0	1	3	6	5	4	3	1	3	5	7	4	4	5	3	3	5	6	7	13	6	7	7	6	8	8	15	7	9	8	9	8	10	7	11	12	7	10	11	8	11	9	13	13	10	10	10	7	6	10	9	10	10	11	11	13	14	10	8	12	12	11	7	9	11	13	13	6	14	10	15	12	12	15	15	13	16	0	1	8	10	7	3	2	1	8	6	18	16	9	3	1	2	12	15	18	38	6	24	7	7	37	48	57	6	28	24	26	11	32	5	64	70	15	59	47	48	63	28	33	60	11	23	18	24	3	28	24	49	21	31	38	62	66	23	49	47	35	52	5	40	28	52	47	8	61	26	60	70	35	65	66	36	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-229.235446006754529	-238.286289387205869	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980558673687514	0	1	4	3	3	3	2	3	2	4	8	4	7	4	5	5	5	6	8	11	3	7	7	6	7	6	13	8	9	8	6	6	9	5	11	11	8	9	10	8	10	10	12	13	10	9	10	9	9	10	9	9	13	9	12	15	12	6	10	12	8	7	13	14	11	13	10	14	11	10	13	11	13	17	16	15	17	0	1	1	9	2	1	1	2	1	9	23	2	15	7	10	3	14	21	34	13	2	7	2	10	15	10	38	26	25	16	34	3	40	21	70	37	58	62	61	22	22	24	61	43	33	30	19	40	11	48	37	62	70	28	49	39	50	14	38	47	34	26	35	63	51	37	30	60	54	48	36	49	48	57	76	66	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-236.507052699080901	-245.557896079532242	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995591093344753	0	2	5	4	4	3	2	3	1	4	8	5	6	4	4	4	4	6	7	12	5	7	8	7	8	6	8	5	8	7	9	8	8	6	11	12	10	10	10	8	6	9	8	14	9	10	7	7	9	9	9	11	14	9	11	12	12	6	10	11	11	11	13	14	11	14	11	15	13	14	14	12	10	16	18	13	18	0	9	17	7	8	7	9	1	1	9	10	10	8	2	6	2	1	6	14	59	10	28	34	12	3	28	41	9	58	34	22	41	5	21	3	31	14	18	11	13	15	23	30	62	10	45	28	26	58	43	25	48	38	27	23	42	45	16	25	11	59	50	72	46	18	52	13	71	72	69	52	23	40	53	66	52	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-235.661908375108339	-244.712751755559680	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994345297199365	-1	1	3	6	4	1	3	3	3	4	6	5	6	1	4	5	5	5	8	12	5	5	5	5	5	8	14	7	10	7	9	8	9	6	7	12	9	10	9	10	6	9	7	8	8	11	11	9	8	11	9	9	10	8	12	10	13	11	7	13	12	11	13	12	12	13	12	11	14	11	17	12	9	18	14	16	13	0	1	6	3	6	1	14	6	2	3	21	10	17	1	8	10	7	10	13	50	9	3	6	15	3	18	20	16	28	21	22	34	30	18	18	53	26	54	43	73	12	28	5	4	59	56	48	11	25	39	34	32	49	2	49	51	29	48	4	68	53	33	67	29	40	61	53	42	36	35	63	47	34	20	61	67	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-231.423803759862551	-240.474647140313891	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995443087977434	0	1	6	4	5	3	2	4	3	4	5	4	6	4	1	3	5	6	8	8	5	2	7	7	6	6	15	2	9	7	8	8	9	6	9	11	8	10	11	9	11	9	13	12	8	10	10	8	9	11	10	10	14	11	12	11	12	11	4	11	7	10	13	12	11	14	11	12	15	14	16	12	14	11	16	14	18	0	1	5	16	14	1	15	7	15	22	6	22	5	28	1	1	14	12	13	26	59	2	4	4	9	8	53	15	48	4	25	17	30	8	34	33	17	20	19	3	49	30	39	33	17	21	49	18	48	29	32	8	49	32	38	37	38	19	7	38	7	29	36	51	52	36	38	32	57	41	70	39	74	29	63	50	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-244.433579733214799	-253.484423113666139	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974172186969448	0	1	4	5	4	1	2	3	2	5	7	5	6	4	3	5	5	6	7	10	3	6	4	7	7	4	9	8	7	7	8	9	9	5	12	13	10	10	9	8	6	9	13	14	11	10	4	8	10	7	8	10	13	11	12	14	12	8	11	12	12	12	8	11	12	14	9	14	15	15	16	12	11	18	15	16	18	0	1	9	9	2	1	1	2	6	21	23	26	16	21	6	7	8	26	26	32	6	7	9	34	10	6	48	11	7	9	11	14	30	14	37	35	48	30	29	4	6	48	20	60	31	50	9	11	22	23	24	63	40	46	39	64	45	10	31	46	52	42	29	63	64	51	30	40	36	46	69	48	63	43	68	44	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-226.630538271601353	-235.681381652052693	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998017564315273	-1	1	6	5	5	3	3	2	3	5	7	5	7	5	4	4	6	5	7	12	4	6	6	5	5	7	14	7	8	8	9	6	8	4	11	12	10	10	11	9	11	9	12	10	9	11	4	7	9	10	10	9	13	7	8	15	14	9	11	11	12	12	12	12	10	15	12	15	15	10	14	12	14	16	17	15	17	0	1	12	8	34	2	8	1	8	16	3	21	32	9	9	2	47	9	25	44	9	14	4	9	34	10	43	21	13	19	19	21	11	6	28	52	52	54	52	23	31	19	26	28	23	38	9	22	11	40	23	6	35	5	16	63	61	19	31	58	70	44	41	58	14	31	35	42	20	40	38	18	43	56	68	67	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-238.840738878721481	-247.891582259172822	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978401182636935	0	2	6	6	4	3	1	2	4	2	6	5	6	5	5	5	2	6	7	10	5	7	8	4	7	7	14	7	9	6	7	4	7	6	8	13	10	9	8	8	10	10	12	5	11	11	10	10	8	11	10	9	14	11	11	14	11	9	9	12	13	8	9	11	9	13	12	13	15	14	14	13	14	16	13	16	15	0	7	24	24	8	8	1	7	6	1	9	8	16	8	10	17	1	15	13	4	5	18	25	2	4	11	55	8	23	21	15	1	30	5	34	57	9	9	25	21	38	15	64	32	30	58	29	33	13	38	52	11	68	31	49	20	38	34	25	55	46	33	23	26	28	57	42	54	72	68	66	20	43	72	50	53	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-231.048043594478941	-240.098886974930281	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992094941658212	-1	1	5	4	2	1	3	1	3	2	4	2	2	4	5	4	4	5	8	14	1	7	6	6	2	7	12	7	10	8	8	9	8	6	8	11	8	11	7	9	11	9	13	14	11	10	10	9	9	8	7	10	14	9	11	13	13	10	10	13	10	11	9	14	11	14	10	11	14	12	14	12	13	18	17	10	17	0	1	7	9	2	1	12	1	21	21	21	21	1	13	14	8	12	16	28	61	1	18	16	17	8	23	54	18	37	39	51	50	18	11	34	54	34	37	18	35	34	30	62	49	46	54	19	37	50	34	34	31	27	37	48	76	70	31	37	36	26	48	22	43	40	73	48	61	59	19	27	65	52	59	71	26	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-225.282750705820945	-234.333594086272285	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991045145960887	-1	1	6	6	4	3	3	4	4	5	8	5	5	2	5	5	6	6	7	13	5	8	7	6	7	8	15	6	7	6	8	8	8	5	12	13	9	10	9	9	10	10	11	10	11	10	8	9	5	10	9	6	11	11	12	14	12	10	9	11	13	12	13	11	10	14	8	14	10	15	17	11	13	18	13	15	18	0	1	9	5	6	2	1	6	14	9	17	14	9	1	6	5	5	10	6	44	9	12	16	5	52	52	72	21	16	16	25	3	7	6	50	35	26	19	10	30	12	30	44	67	38	29	25	29	5	26	29	12	26	28	58	54	69	25	11	40	72	29	60	40	23	64	3	35	11	57	27	59	42	27	44	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-237.658420056450041	-246.709263436901381	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999088431924932	-1	1	4	6	3	2	1	4	3	4	7	4	6	5	5	3	4	3	8	13	4	8	5	5	8	8	14	6	9	8	6	7	9	8	11	10	9	11	10	9	11	7	12	13	10	6	9	9	9	8	9	10	11	9	8	15	9	7	10	13	12	12	12	14	11	10	12	10	15	14	14	12	11	15	17	16	16	0	1	2	17	7	2	1	1	7	18	15	18	2	9	9	6	16	7	8	66	18	42	10	8	28	23	51	8	55	13	3	3	19	32	25	8	23	40	23	11	32	23	51	72	58	24	28	11	24	24	50	42	58	31	24	41	31	23	50	62	38	26	46	43	33	55	53	34	59	61	62	59	51	53	70	35	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
