step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
18000	-242.757848313986102	-249.613336264945474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777696559857660	-1	2	3	4	2	3	2	6	6	6	6	8	9	8	9	10	9	11	13	16	18	18	22	19	21	21	23	28	32	33	30	36	34	35	37	38	37	35	37	35	39	41	43	45	46	0	1	5	2	1	1	1	5	3	6	4	8	8	10	14	13	10	15	0	19	20	20	24	21	24	24	23	0	31	29	28	29	30	30	38	33	38	31	29	33	32	32	42	43	44	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	1	1	1
18500	-243.659353129536726	-250.514841080496097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610920921424448	-1	2	2	4	3	3	4	5	6	6	9	8	8	9	9	11	12	11	13	15	17	18	21	21	22	22	23	28	33	36	31	34	34	35	36	38	37	35	38	36	39	40	42	44	46	0	1	1	1	1	3	2	2	3	6	5	5	8	6	10	13	10	10	0	19	20	21	21	21	24	24	23	0	31	29	28	31	31	29	38	40	38	31	30	32	30	30	42	43	44	1	2	1	1	2	1	1	1	1	2	3	2	1	3	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1
19000	-237.676305958194689	-244.531793909154061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710909937353755	0	2	3	4	3	4	2	6	7	7	8	7	9	9	10	11	12	11	13	15	16	17	20	21	22	21	23	28	31	32	34	35	33	34	36	38	37	34	37	36	38	40	43	44	46	0	1	7	5	7	3	1	2	3	6	3	8	8	10	10	13	15	14	0	19	19	21	21	23	26	23	23	0	28	28	30	30	29	30	38	30	35	29	30	33	31	39	42	43	44	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1
19500	-237.651396933894716	-244.506884884854088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783475161244392	0	2	3	2	3	4	4	6	6	5	8	9	9	6	8	10	11	10	13	15	17	18	20	21	22	21	22	27	32	36	33	34	34	35	36	38	37	35	37	36	39	40	43	45	44	0	1	2	1	1	3	3	5	1	6	3	8	8	10	10	13	18	15	0	19	20	21	21	23	23	23	23	0	28	32	29	31	29	29	38	40	35	29	30	33	31	40	42	43	43	1	1	1	1	2	1	1	1	3	1	3	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1
20000	-230.303415779566564	-237.158903730525935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752466837230038	-1	2	4	4	1	4	3	6	6	5	9	9	9	8	7	10	9	9	13	15	18	16	20	21	22	21	23	29	31	35	33	36	34	35	35	37	37	36	37	36	38	42	41	44	45	0	5	7	2	1	7	2	4	3	6	3	8	8	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	29	29	29	29	29	29	32	35	35	29	33	39	34	32	43	43	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2
20500	-229.828352929807807	-236.683840880767178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823116550159470	-1	1	3	4	2	4	2	6	5	5	9	7	9	8	8	10	11	10	13	15	18	17	20	21	22	22	23	29	32	32	33	34	34	34	33	38	35	35	38	36	40	40	42	44	46	0	1	7	2	2	3	1	4	7	6	1	8	8	10	7	13	14	10	0	19	22	20	21	23	23	23	24	0	28	28	30	29	29	29	30	40	35	35	29	33	39	39	42	43	44	1	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
21000	-224.358345999966161	-231.213833950925533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841626513997719	0	2	4	4	3	4	2	6	6	7	9	9	7	9	9	10	11	10	13	15	18	17	20	22	22	21	23	28	32	32	33	35	34	33	34	38	36	35	38	37	40	40	41	45	46	0	1	7	5	2	7	1	4	3	6	5	8	8	10	10	13	15	10	0	19	22	20	21	23	23	23	24	0	28	28	30	34	29	29	30	33	35	35	32	33	36	29	42	43	44	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1
21500	-231.295622876647599	-238.151110827606971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719592119691978	0	2	3	4	3	3	4	6	6	5	7	8	8	7	10	10	12	10	12	15	17	18	20	21	22	21	24	28	32	36	32	35	34	33	35	38	36	35	38	36	39	41	43	45	45	0	1	2	2	1	1	3	2	3	6	3	8	8	10	10	13	18	10	0	19	20	21	22	23	23	23	24	0	28	32	28	34	29	29	29	33	35	29	30	33	31	39	42	43	43	1	1	1	1	2	1	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	3	2	1	1	2
22000	-214.587386538713474	-221.442874489672846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892012731056679	-1	2	2	4	3	4	4	6	7	6	9	8	9	8	8	11	12	10	13	15	17	18	19	21	21	21	23	28	32	35	33	35	35	35	34	36	37	35	37	36	39	39	43	45	46	0	1	1	5	2	3	3	5	7	6	7	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	31	28	31	29	31	31	31	35	35	30	33	34	39	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1
22500	-226.829097183413040	-233.684585134372412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904823588869272	-1	1	3	4	3	3	2	6	5	7	8	8	9	9	9	11	11	11	14	15	17	18	19	21	22	21	23	29	33	36	32	35	34	35	36	38	37	36	37	36	39	39	42	44	45	0	1	7	2	2	2	1	5	3	6	3	8	8	10	10	13	14	15	0	19	20	21	21	23	23	23	24	0	28	31	28	29	31	31	32	33	35	29	32	33	39	39	42	43	43	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1
23000	-236.613292742843242	-243.468780693802614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784963877668346	0	2	3	4	3	4	2	7	6	6	10	8	9	8	9	10	10	11	13	15	17	18	20	20	21	21	22	28	32	34	31	35	34	34	36	38	37	34	36	36	40	41	42	46	44	0	1	7	2	2	7	1	2	4	6	8	8	8	6	6	13	15	15	0	19	20	21	21	21	23	24	24	0	31	29	28	29	29	29	38	40	35	29	32	33	32	32	29	45	43	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	4	2	1
23500	-212.140785129651931	-218.996273080611303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775946206856592	-1	2	1	4	4	3	4	6	5	5	8	8	9	8	8	11	11	9	13	15	17	18	19	21	20	21	23	28	33	35	31	36	35	34	37	37	37	35	36	36	38	40	42	45	46	0	1	1	2	2	3	3	4	3	6	7	8	8	10	10	13	18	15	0	19	20	21	21	23	23	23	24	0	31	29	28	29	29	29	38	33	38	29	29	33	32	32	42	43	44	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
24000	-227.230224771773749	-234.085712722733120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707294713147159	-1	1	2	4	3	3	4	6	6	6	8	8	8	8	8	10	12	10	13	14	17	18	19	22	21	21	24	29	31	34	33	36	35	35	36	39	37	35	38	37	40	40	42	45	46	0	1	2	2	1	2	1	5	5	6	5	8	8	10	10	13	18	15	0	19	20	21	21	23	23	23	24	0	28	29	29	31	29	29	38	40	35	30	34	34	31	39	42	43	44	1	1	1	1	2	1	3	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	3	1	1	1	1
24500	-233.525703793059108	-240.381191744018480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894884656754682	-1	2	1	5	4	4	3	6	7	7	9	8	8	6	9	10	11	11	13	14	17	18	20	21	21	21	24	28	31	36	33	33	32	35	36	38	37	35	38	36	39	40	42	45	46	0	1	1	7	2	7	3	5	4	14	7	8	8	6	10	13	15	15	0	19	20	21	22	23	23	23	24	0	28	29	29	29	29	32	38	33	35	29	31	33	30	36	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	2	1	2	1	2	1
25000	-210.206643363127824	-217.062131314087196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864148918358922	0	2	4	4	3	4	2	6	5	6	9	8	8	8	8	10	11	10	12	15	17	18	20	21	22	22	23	29	32	36	34	35	34	34	36	38	37	33	37	35	38	41	43	44	46	0	1	7	5	2	7	1	4	7	6	2	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	34	29	29	29	29	38	33	35	29	32	33	31	30	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2
25500	-224.574953792395974	-231.430441743355345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701529277999405	0	2	2	2	4	4	3	6	6	6	8	9	9	7	9	11	12	11	12	14	17	18	21	20	21	21	22	28	32	36	34	35	34	34	36	38	36	35	38	36	39	39	43	45	45	0	1	1	1	1	3	3	5	5	6	3	8	8	10	10	13	15	14	0	19	20	21	24	21	24	24	24	0	28	32	29	31	29	29	38	33	38	29	30	33	36	29	42	43	43	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	1
26000	-223.615387880008029	-230.470875830967401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818531010248410	-1	2	3	4	1	4	3	6	6	6	8	8	8	8	9	11	12	10	13	15	16	17	21	21	22	20	23	27	32	35	33	34	34	35	35	37	37	36	37	36	38	40	43	46	45	0	1	2	5	1	3	5	4	4	6	9	8	8	10	10	13	18	15	0	19	20	20	26	26	26	21	24	0	28	32	29	31	29	32	29	32	35	29	30	33	39	39	42	43	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1
26500	-229.394811155942364	-236.250299106901736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770367257470032	-1	2	1	4	3	4	3	5	7	6	9	8	8	8	10	9	12	10	13	15	18	17	20	21	22	21	23	29	31	33	34	34	34	33	36	38	36	35	38	36	39	40	42	46	46	0	1	1	2	1	7	3	5	7	6	9	8	8	10	14	13	18	10	0	19	22	20	21	23	23	21	24	0	28	29	29	30	30	29	38	40	38	29	32	33	31	39	42	43	43	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	1	1	2	2
27000	-238.810622121609669	-245.666110072569040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781956495941766	-1	1	3	4	3	4	4	7	6	6	8	8	10	8	9	11	11	10	13	15	17	18	19	21	21	20	24	28	31	32	34	34	34	34	36	38	37	34	37	36	39	41	43	45	45	0	1	2	2	1	2	3	4	5	6	3	8	8	10	10	13	15	10	0	19	20	21	21	23	23	23	24	0	28	29	29	29	30	30	32	33	32	29	30	32	39	34	42	43	43	1	2	1	1	2	1	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	3	1	1	1
27500	-243.131878122457664	-249.987366073417036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656336388829757	0	3	2	4	2	3	4	6	6	6	9	8	9	8	9	11	10	11	13	15	18	17	20	21	21	21	22	29	31	36	33	35	35	34	36	38	37	36	37	37	39	39	42	44	46	0	1	1	2	1	3	3	4	3	6	4	8	8	6	10	13	14	15	0	19	22	20	21	23	23	23	25	0	28	32	29	29	31	28	29	33	35	29	32	33	39	29	36	43	44	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	3	1	1	1	4	1	1	1
28000	-233.885676603261317	-240.741164554220688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851621941540382	0	2	4	4	4	3	2	6	5	5	8	8	8	8	9	11	11	11	13	15	17	17	20	22	21	22	23	27	31	35	33	36	34	34	36	38	36	35	37	35	39	41	43	45	45	0	1	7	2	2	7	1	5	3	6	3	8	8	10	10	13	15	15	0	19	20	20	21	23	23	23	24	0	28	31	29	30	31	31	38	33	38	29	30	33	34	32	33	43	43	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	3	2	4	1	1
28500	-224.234257144242576	-231.089745095201948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703567274436042	0	1	3	4	3	4	3	6	7	6	9	8	8	8	9	11	12	11	13	15	17	18	19	21	20	21	24	28	31	35	33	35	35	34	36	38	37	35	37	36	39	41	43	44	46	0	1	1	1	2	7	1	4	3	6	4	8	4	10	14	13	15	15	0	19	20	21	21	23	23	23	24	0	28	29	29	29	29	29	30	40	35	29	32	32	39	30	42	43	43	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1
29000	-214.575007317829147	-221.430495268788519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.918799687173253	0	2	2	4	4	3	4	6	6	6	7	8	8	7	8	10	11	10	13	15	17	18	21	20	21	22	23	27	32	36	33	35	34	34	36	38	37	36	38	36	39	40	42	44	45	0	1	1	2	1	3	3	5	3	6	7	8	8	10	10	13	15	15	0	19	20	21	21	21	24	23	23	0	28	31	29	34	29	31	29	33	35	32	32	33	31	39	42	43	44	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
29500	-219.182553802933597	-226.038041753892969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872865354243998	0	2	4	5	3	4	3	6	7	6	9	7	8	7	9	11	11	11	14	15	17	18	22	20	22	21	24	28	32	35	33	36	34	33	34	38	35	35	37	36	39	40	43	44	46	0	1	2	5	1	7	1	5	7	6	7	8	8	10	14	13	15	15	0	19	20	21	24	21	24	24	23	0	28	31	29	30	29	29	29	33	35	29	32	33	36	29	42	43	44	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1
30000	-226.907792769376954	-233.763280720336326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830699168821541	-2	0	1	4	3	4	3	6	5	6	8	7	8	7	9	10	11	11	13	15	18	16	20	21	22	21	23	28	31	35	33	33	34	34	34	38	36	35	37	36	38	41	42	44	46	0	1	2	2	2	3	3	4	3	6	7	8	4	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	29	29	29	32	29	32	40	35	35	30	33	30	39	42	43	44	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2
30500	-222.755336578417683	-229.610824529377055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847861393319072	-1	1	1	4	3	2	3	6	6	6	8	8	9	8	9	11	11	10	11	13	18	16	20	21	22	21	22	28	32	34	34	36	34	33	34	37	36	35	36	36	39	41	43	45	45	0	1	1	1	2	3	3	4	4	6	4	8	8	10	14	13	10	15	0	19	22	20	21	23	23	23	24	0	28	29	29	30	29	29	29	33	35	35	30	33	30	32	42	43	43	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	3	1	1	1
31000	-228.898623151705550	-235.754111102664922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849413935647170	-1	3	2	4	1	4	4	6	6	7	9	7	9	9	9	11	12	10	12	16	18	17	20	21	22	21	23	27	30	34	33	33	34	34	34	38	36	36	36	36	38	41	42	44	46	0	5	1	2	1	3	3	3	7	6	3	8	8	10	10	13	18	15	0	19	22	20	21	23	23	23	24	0	28	31	29	29	29	29	29	40	35	35	34	32	39	32	42	43	44	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	3	1	1	1
31500	-228.358115144832283	-235.213603095791655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755972327326021	-1	2	4	4	3	4	3	6	5	6	8	9	8	8	9	10	11	10	10	12	16	18	22	22	21	20	24	27	31	35	33	36	33	33	34	38	36	35	38	34	38	41	42	45	46	0	1	7	5	2	7	2	4	7	6	3	8	8	10	10	13	15	15	0	19	20	21	25	26	26	21	24	0	28	31	29	34	29	29	29	33	35	35	30	33	31	32	42	43	44	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	3	1
32000	-239.147796591335435	-246.003284542294807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696944720822478	0	2	2	4	2	4	3	6	7	6	9	8	8	9	9	10	12	9	14	15	16	17	22	20	22	20	24	28	31	35	34	36	34	33	34	38	36	35	38	35	40	41	43	44	45	0	1	1	1	1	3	3	5	3	6	2	8	4	10	10	13	14	10	0	19	20	21	24	21	26	21	24	0	28	33	29	30	29	29	29	40	35	35	32	33	31	39	42	43	44	1	2	1	2	1	1	1	2	2	1	3	1	2	1	2	1	2	2	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	2	2	1	1	1	1	2	2	1	1	1
32500	-216.158585808577783	-223.014073759537155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754335309397795	0	2	4	4	3	4	4	6	7	6	8	8	9	8	9	10	11	8	13	15	17	18	19	21	20	21	23	29	31	35	33	35	34	35	34	39	36	36	38	36	40	41	42	45	46	0	1	2	2	2	2	5	2	7	6	7	8	8	10	10	13	15	10	0	19	20	21	21	23	23	23	24	0	28	29	29	28	29	29	29	40	35	35	30	30	39	30	42	43	44	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	2	1	1	1	3	1	2	1
33000	-239.521008385281363	-246.376496336240734	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706810490620674	0	3	2	5	3	3	3	6	6	6	7	8	8	8	8	10	11	10	13	14	16	17	19	21	20	22	23	28	32	36	34	36	35	34	34	37	36	35	37	37	39	42	42	46	44	0	1	1	5	1	3	3	4	7	6	2	8	8	10	10	13	18	15	0	19	20	21	21	23	23	25	24	0	28	33	29	34	29	29	29	34	35	35	30	33	31	39	41	45	43	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2
33500	-221.614223217360177	-228.469711168319549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834985813102568	0	2	3	4	3	4	4	6	5	6	8	8	9	8	9	10	12	10	13	15	17	18	20	21	22	21	23	28	32	35	34	36	34	33	35	36	37	36	38	37	40	40	42	44	43	0	1	2	2	1	3	3	2	7	6	3	8	8	10	10	13	15	15	0	19	20	21	20	21	23	23	23	0	28	34	29	30	29	29	29	33	35	35	32	33	39	39	39	43	43	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
34000	-221.393794925134841	-228.249282876094213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732062028292573	0	1	4	4	3	4	2	6	6	6	8	9	9	8	9	10	11	11	13	15	16	17	20	21	21	22	23	26	32	35	32	36	34	34	34	39	37	35	38	37	39	41	43	44	46	0	1	7	2	1	5	1	4	3	6	3	8	8	10	14	13	15	15	0	19	20	21	21	23	23	23	24	0	28	33	28	30	29	31	31	33	35	35	32	33	40	39	42	43	44	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1
34500	-242.810881426781833	-249.666369377741205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862742315174244	0	2	3	4	3	4	2	5	5	7	10	9	8	9	9	9	11	8	13	16	18	17	20	21	21	22	23	29	32	36	34	36	34	33	37	39	36	35	36	37	39	41	42	44	44	0	1	7	7	2	7	1	5	3	6	3	8	8	10	18	13	18	10	0	19	20	20	21	21	23	24	24	0	28	34	29	29	29	29	38	40	38	29	29	33	30	30	32	43	43	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1
35000	-240.032330470287661	-246.887818421247033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771563440099600	-1	2	4	4	3	4	1	6	6	7	8	9	8	9	9	10	11	10	13	16	17	17	21	21	19	22	23	28	31	35	34	35	33	34	33	38	35	36	36	37	39	42	43	45	45	0	7	2	2	7	7	1	2	5	6	5	8	8	10	10	13	15	15	0	19	20	20	21	25	20	25	24	0	28	29	29	29	29	29	29	33	35	35	32	33	30	36	42	43	43	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	2	1	1	1
35500	-232.283906290999766	-239.139394241959138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814035071146627	-1	1	2	5	4	4	4	6	4	7	9	8	8	8	9	10	11	10	12	16	18	18	20	21	21	21	24	28	32	34	34	35	35	34	35	39	37	36	38	37	39	40	41	45	46	0	1	1	5	3	3	3	5	3	6	7	8	8	10	10	13	18	14	0	19	20	20	21	23	20	21	24	0	28	29	29	31	29	29	30	40	35	35	32	33	32	32	42	43	43	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1
36000	-224.796826273344607	-231.652314224303979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.853739323446631	0	2	2	5	3	4	4	6	6	7	9	9	8	8	9	11	11	10	13	15	18	17	20	22	21	22	23	27	31	33	33	35	34	34	34	39	37	35	37	35	38	42	42	44	46	0	1	1	2	1	3	3	4	7	6	7	8	8	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	29	29	30	30	30	29	39	38	35	32	33	32	39	41	43	44	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1
36500	-223.284466114069801	-230.139954065029173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803011097493394	0	2	4	4	3	4	3	5	5	6	8	8	10	8	9	11	11	10	14	15	18	16	20	21	22	21	23	28	32	35	33	33	33	34	35	38	36	36	37	36	39	41	42	44	46	0	1	7	5	1	7	2	5	7	6	3	8	8	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	32	29	29	29	32	29	33	35	35	30	33	30	40	41	43	44	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1
37000	-249.382299529713436	-256.237787480672807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632568032079038	0	2	2	4	3	4	3	5	7	7	9	7	9	9	9	11	10	10	13	15	17	18	19	22	21	21	23	28	32	36	33	35	35	35	36	38	37	34	37	37	37	40	41	46	45	0	1	1	1	1	3	3	5	4	6	1	8	8	6	10	13	14	14	0	19	20	20	21	23	23	23	24	0	28	32	28	29	31	28	38	33	38	29	30	33	32	30	42	43	43	1	1	1	2	1	1	1	1	2	2	3	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	3	2	2	2	1	1	1	1	2	1	2	2
