step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
95000	-219.406073508992080	-226.261561459951452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657939345166085	3	6	5	7	9	8	10	10	9	12	12	11	11	12	12	12	14	16	16	17	18	18	22	23	26	33	35	35	38	41	40	41	43	45	0	3	1	3	6	4	5	5	4	7	8	8	2	6	4	4	12	14	15	15	19	19	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	3	1	2	2	2	1	1	2	4	2	5	1	1	2	1	2	2	1	1
95500	-238.656324700172945	-245.511812651132317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577033762010470	3	6	5	7	8	9	10	9	10	12	12	11	9	12	13	13	14	15	16	18	18	17	21	21	26	33	34	35	38	38	40	40	42	44	0	3	1	3	4	5	8	5	4	5	8	5	2	5	4	4	12	6	15	15	19	19	18	16	24	24	26	0	26	0	29	26	32	32	1	1	1	2	1	1	1	1	2	2	1	2	1	2	3	3	1	3	2	3	1	1	3	3	2	4	1	1	2	1	1	2	1	2
96000	-225.156012216578461	-232.011500167537832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558988332354136	3	6	5	8	8	7	10	9	10	13	11	12	12	12	14	13	14	16	17	18	18	18	23	22	25	32	34	35	38	40	39	41	43	45	0	3	1	3	6	3	5	5	4	11	5	7	2	6	4	4	12	14	15	15	4	19	18	14	24	25	26	0	27	0	29	29	32	29	1	1	1	2	1	1	1	1	1	1	2	1	3	3	3	3	1	2	2	2	3	1	3	5	2	3	1	1	2	1	1	1	1	4
96500	-213.998288519792908	-220.853776470752280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664625839911347	4	6	5	8	9	8	11	10	10	13	12	11	10	12	12	13	14	15	16	19	18	18	21	22	25	33	35	35	38	40	40	41	43	44	0	3	1	3	6	3	8	5	4	5	8	5	2	6	4	4	12	14	15	15	19	19	14	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	2	2	3	1	1	5	5	2	4	2	1	2	1	1	1	1	1
97000	-219.248351341158838	-226.103839292118209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665110051667647	4	6	5	7	9	7	11	10	10	13	11	11	10	11	13	13	15	15	15	19	17	19	22	23	25	31	35	35	38	39	40	40	42	43	0	3	1	3	6	3	5	5	3	7	5	5	2	6	4	4	12	14	15	15	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	3	2	2	1	2	1	1	2	5	1	3	2	1	2	1	1	1	1	1
97500	-235.001545185636871	-241.857033136596243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444460514016563	3	6	5	7	9	8	11	10	10	11	11	12	10	11	13	14	13	16	16	19	18	19	22	23	25	33	35	34	37	40	40	38	42	44	0	3	1	3	6	3	5	5	4	8	5	8	2	6	4	15	12	14	15	21	4	19	14	16	24	24	26	0	26	0	29	29	32	33	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	3	2	1	4	2	5	4	2	6	1	1	3	1	1	1	2	1
98000	-230.573874703554964	-237.429362654514335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456886166372934	3	6	5	8	7	9	10	9	11	11	11	10	10	12	12	13	13	16	16	18	17	18	23	23	25	33	35	36	38	40	40	39	43	44	0	3	1	1	3	3	8	5	4	5	8	8	2	6	4	4	12	6	4	19	15	19	18	16	24	24	26	0	27	0	29	27	32	33	1	1	1	3	1	2	1	1	2	2	1	1	3	2	2	3	2	3	4	1	3	1	4	5	1	6	2	1	1	1	1	2	1	1
98500	-222.397291732059159	-229.252779683018531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561297441612693	3	6	5	7	8	7	10	10	7	11	11	12	10	12	12	13	15	16	16	19	17	19	22	22	25	32	35	35	38	41	40	40	43	44	0	3	1	3	6	3	5	5	1	8	5	8	2	6	4	15	12	14	15	19	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	1	2	2	2	2	1	1	2	5	2	5	2	1	2	1	1	1	1	1
99000	-226.070487893038688	-232.925975843998060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666810585164276	2	6	5	8	8	10	10	9	11	13	12	10	11	13	13	13	14	15	17	19	15	16	21	21	25	33	35	36	39	40	41	41	43	45	0	3	1	3	3	3	8	5	4	11	7	5	2	6	4	4	12	14	21	19	15	21	18	16	24	25	26	0	26	0	29	29	32	32	1	1	1	2	2	2	1	1	2	1	1	1	3	2	1	2	2	1	1	1	1	1	4	4	2	4	1	1	3	1	1	1	1	1
99500	-223.247371866419172	-230.102859817378544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603564234272571	3	6	5	8	9	7	11	10	10	12	11	12	9	12	13	10	14	15	16	18	17	18	23	22	25	31	34	35	38	40	40	42	42	44	0	3	1	3	6	3	5	5	4	8	5	8	2	6	4	4	12	14	15	19	15	21	18	4	24	24	26	0	27	0	29	29	29	33	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	1	2	5	1	4	1	1	2	1	1	2	2	1
100000	-220.801294781251272	-227.656782732210644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469261551172273	3	6	5	8	7	8	11	9	10	12	11	11	11	12	14	14	15	16	16	19	17	19	22	23	25	33	35	35	39	40	40	41	44	44	0	3	1	3	3	3	8	5	4	8	8	8	2	6	6	4	12	14	15	19	19	21	18	16	24	24	26	0	26	0	29	29	32	29	1	1	1	2	1	2	1	1	1	1	1	1	2	2	3	3	2	3	2	1	1	1	3	4	1	4	1	1	3	1	1	1	1	3
