step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25
88500	-138.018114707863987	-144.873602658823359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863468265614864	1	5	6	6	7	9	10	11	14	12	16	12	12	14	15	17	14	14	13	14	17	15	16	17	20	0	0	2	2	3	5	6	5	5	7	19	6	8	10	5	9	10	10	7	12	23	9	14	20	16	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1
89000	-133.667166325125891	-140.522654276085262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627584154317556	1	4	5	6	7	9	11	12	14	11	15	13	12	13	16	16	16	14	15	15	17	14	17	17	21	0	0	2	2	3	5	6	7	6	6	12	6	5	10	6	22	10	10	7	12	20	6	17	20	22	1	1	1	1	2	1	2	1	2	1	2	2	3	1	2	1	2	1	2	1	1	2	1	2	3
89500	-122.227740260637603	-129.083228211596975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750244006937279	-1	5	6	6	7	9	11	11	12	12	15	12	13	14	16	16	15	14	14	16	17	16	17	18	20	0	0	2	2	3	5	5	5	6	7	19	7	8	10	10	7	10	10	9	12	12	10	17	20	15	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	2	2	1	1	3	2	1	1	1	2
90000	-116.256695586619827	-123.112183537579199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834843738785492	-1	4	5	5	8	9	12	11	14	11	16	13	12	13	16	16	15	13	14	15	17	14	17	17	19	0	0	2	2	3	5	6	6	7	5	20	6	8	10	22	9	14	10	12	12	12	6	17	20	16	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
90500	-131.400428673639198	-138.255916624598569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845538994597362	0	4	5	6	7	10	11	11	14	12	16	12	13	15	16	16	15	15	14	15	17	14	18	17	19	0	0	2	2	3	3	5	6	7	6	12	8	8	22	18	22	10	10	7	12	20	7	22	20	16	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2
91000	-137.224990996236500	-144.080478947195871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576193610013788	0	5	6	7	8	10	10	12	14	11	16	12	12	15	13	15	15	15	14	14	18	17	17	17	20	0	0	2	2	3	5	5	6	10	3	15	7	6	15	5	15	15	7	7	12	20	16	17	20	9	1	1	1	1	1	2	1	1	1	2	2	1	1	1	3	1	1	2	2	2	2	1	1	3	2
91500	-130.429498708528484	-137.284986659487856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618258421313683	1	4	6	6	7	9	12	11	15	11	15	13	13	12	16	16	16	14	14	16	17	17	18	16	19	0	0	2	2	3	5	5	6	6	6	12	6	8	10	9	11	18	7	7	11	12	15	17	12	16	1	1	1	2	1	2	2	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2
92000	-129.009938002782150	-135.865425953741521	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530780738648443	0	4	5	6	7	9	12	10	15	11	16	13	12	14	15	16	15	14	15	16	16	16	16	18	19	0	0	2	2	3	5	5	5	7	5	18	10	8	10	6	9	10	6	7	12	12	10	18	22	16	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	2	2	2	2	2	4	1	1	2
92500	-138.610273436020520	-145.465761386979892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467444545638948	0	5	6	6	8	9	11	12	15	10	15	11	13	13	16	17	14	13	15	15	16	17	18	17	20	0	0	2	2	3	5	3	7	6	6	12	5	8	10	9	5	18	10	12	12	20	5	17	20	16	1	1	1	1	1	1	3	1	3	1	2	1	1	2	1	3	1	1	2	3	1	4	2	1	2
93000	-137.615602732693532	-144.471090683652903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708796135584226	1	4	6	6	7	9	11	11	13	10	12	12	13	14	15	15	14	13	14	15	17	17	17	16	20	0	0	2	2	3	5	6	6	7	5	6	7	8	7	18	9	11	10	11	12	20	16	18	12	17	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	2	2
93500	-132.379809406359897	-139.235297357319268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601208600326925	-1	5	6	7	7	10	11	12	13	12	13	11	13	14	15	15	15	13	14	16	16	17	16	17	19	0	0	2	3	3	5	5	6	7	7	12	6	8	7	7	7	10	10	12	12	12	15	17	12	16	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	1	3	2
94000	-132.834082555932127	-139.689570506891499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707344323993891	1	5	6	7	7	9	10	11	12	11	15	12	12	13	17	16	14	15	14	14	16	15	16	18	20	0	0	2	2	3	5	6	5	7	5	20	6	8	10	18	9	10	10	10	12	20	9	10	20	10	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	1	1	1	1	3	1	3
94500	-116.855126719872075	-123.710614670831447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763112369992276	0	5	6	6	8	9	10	10	14	11	16	12	12	14	15	16	16	14	15	15	17	16	17	18	20	0	0	2	2	3	5	5	5	7	7	12	5	8	10	9	18	18	7	12	12	20	18	17	21	16	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	3	2	1	2	1	1	1	2
95000	-126.517953095791228	-133.373441046750600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823302565660091	1	4	6	6	7	10	11	11	13	11	15	12	12	14	15	15	15	13	13	16	18	16	16	17	19	0	0	2	2	3	5	5	6	10	5	10	5	6	10	7	9	10	10	12	11	20	6	17	22	16	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	1	1	2
95500	-144.656852636628969	-151.512340587588341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591809694449986	1	4	6	5	8	10	11	11	14	12	16	12	12	14	16	15	14	14	13	15	18	14	18	18	19	0	0	2	2	3	5	5	5	6	6	22	5	8	10	7	6	10	12	5	9	20	5	10	12	16	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	3	1	1	2	1	2	4	3	3	2
96000	-118.969930553578692	-125.825418504538064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741410611355336	-1	4	5	7	7	10	11	11	15	12	14	13	12	15	14	16	15	14	13	15	17	16	17	15	19	0	0	2	2	3	5	5	6	15	6	19	6	8	18	10	7	15	10	7	11	20	15	17	12	16	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2
96500	-122.293682321497158	-129.149170272456530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765057653357023	1	4	6	7	8	9	11	10	12	11	16	11	12	13	15	15	15	13	14	16	18	16	16	18	21	0	0	2	3	3	5	5	5	6	6	19	5	8	10	9	7	18	10	12	19	20	15	17	20	9	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	4
97000	-119.608898045035843	-126.464385995995215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765406181603720	1	4	5	7	7	9	10	11	14	12	16	12	13	15	16	17	16	14	15	15	16	17	18	17	20	0	0	2	2	3	5	6	6	12	6	19	5	8	10	18	7	18	12	12	12	20	14	17	21	16	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1
97500	-115.909667735679079	-122.765155686638451	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730951613484712	0	4	5	6	7	9	10	11	13	10	15	12	13	13	17	17	15	15	14	14	18	16	17	16	20	0	0	2	2	3	5	5	10	6	6	20	7	8	10	22	9	10	9	12	12	20	9	17	20	16	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2
98000	-113.282840941100545	-120.138328892059917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829308231959280	1	4	6	6	8	10	11	11	14	12	15	12	12	15	16	16	15	13	13	16	18	13	17	17	20	0	0	2	2	3	5	5	5	22	6	19	6	8	18	6	9	18	10	12	12	20	6	17	20	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2
98500	-128.376739704827912	-135.232227655787284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639094472025159	0	4	5	6	8	9	12	10	14	10	15	13	12	14	16	16	14	14	15	15	17	16	16	17	20	0	0	2	2	3	5	6	5	6	5	6	5	8	6	17	7	10	7	12	12	20	7	9	20	18	1	1	1	1	1	1	1	1	4	1	3	2	1	2	1	2	2	1	1	1	1	2	1	1	2
99000	-135.226590383568521	-142.082078334527893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618789769970768	-1	4	5	6	7	10	12	8	15	12	16	11	12	14	16	17	14	14	14	15	17	17	17	17	21	0	0	2	2	3	5	6	5	6	6	19	5	8	6	18	6	10	10	6	12	12	7	14	20	22	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	3	1	1	2	2	3	2	1	1	2
99500	-119.939221428058346	-126.794709379017718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580970344380458	1	4	6	6	7	10	10	11	13	11	13	12	13	15	15	16	15	13	14	15	17	16	17	16	19	0	0	2	2	3	5	5	7	6	7	10	6	8	18	18	9	10	10	11	12	20	10	17	12	16	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	2
100000	-133.087105122941153	-139.942593073900525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636209544871253	-1	4	5	5	8	9	11	12	14	12	15	11	13	13	17	16	15	14	14	16	17	13	17	17	21	0	0	2	2	3	3	5	6	7	5	7	6	8	10	22	9	10	10	12	12	20	7	10	12	15	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	3	2
