step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
25000	-177.078453766206025	-175.415959414802387	-1.662494351403626	0.000096595488926	0.000020844860916	0.215795387004158	0.657255453852836	0	3	5	4	8	9	9	10	9	9	13	10	13	15	16	16	18	21	23	25	25	27	30	29	30	29	29	31	31	33	37	37	0	1	2	2	3	3	3	3	5	5	7	5	10	11	14	13	16	17	17	19	0	19	21	20	22	22	21	26	26	28	28	30	1	1	1	1	2	2	2	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	2
25500	-185.736461073501204	-183.396261776453088	-2.340199297048106	0.000161580473617	0.000016007676481	0.099069374676431	0.671600444179734	0	3	6	4	7	8	8	10	8	11	12	11	13	14	16	17	17	19	25	26	25	27	30	29	29	29	29	31	31	31	36	36	0	1	2	2	4	3	3	6	3	3	5	6	7	13	11	13	13	17	15	19	0	19	21	20	22	22	21	26	26	26	30	28	1	1	1	1	2	1	1	1	1	2	3	1	3	1	2	2	2	1	4	1	1	1	2	2	1	1	2	1	1	1	2	2
26000	-183.199973879716481	-181.241278410248214	-1.958695469468260	0.000144025284618	0.000020918265394	0.145240229517018	0.797799079618011	-1	1	6	4	7	8	8	10	10	11	13	11	13	14	16	15	18	20	23	26	25	27	29	30	29	31	30	31	31	33	35	38	0	1	2	2	2	3	5	6	7	7	7	7	10	8	13	13	15	17	18	19	0	19	21	20	20	20	23	24	25	28	30	31	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	3	1	3	1	1	1	1	1	2
26500	-181.073860854146318	-179.532587294238198	-1.541273559908117	0.000083168838843	0.000022364023353	0.268899069223304	0.728312861948692	0	1	6	3	7	9	10	10	8	11	12	12	13	15	17	16	18	20	24	25	26	27	31	29	29	31	30	29	31	31	36	37	0	1	2	2	2	5	9	6	5	8	8	5	10	13	13	13	16	17	18	18	0	18	21	20	22	24	21	19	28	20	30	31	1	1	2	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	3	2	2	1	1	2	3	1	2	2	1
27000	-174.008013518397831	-171.441217676424657	-2.566795841973173	0.000078843865068	0.000006447366868	0.081773855991189	0.701007825389159	-1	1	5	4	8	9	7	10	10	9	12	12	12	15	16	17	18	20	24	25	25	28	30	30	30	30	30	32	31	32	36	38	0	1	2	2	7	5	3	6	6	3	6	5	10	10	14	13	16	16	18	19	0	20	21	22	22	20	21	29	22	29	26	31	1	1	2	2	1	1	1	1	1	2	1	2	2	3	1	2	1	1	3	1	1	1	2	1	1	2	2	1	2	1	3	1
27500	-181.749873227173651	-179.772667841953933	-1.977205385219721	0.000101930434383	0.000014496779701	0.142222289037237	0.790050659413962	-1	3	7	4	8	9	9	10	9	11	11	12	14	16	16	16	18	20	23	25	26	27	31	30	29	30	29	32	31	32	34	37	0	1	2	2	2	3	3	5	5	6	7	8	10	13	13	13	16	15	15	19	0	20	21	22	22	20	21	29	25	20	29	31	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	2	2	1	1	2	2	2
28000	-172.971327436582072	-171.509829103659968	-1.461498332922102	0.000078556739974	0.000025545087857	0.325180091051970	0.678122878505166	-1	3	6	4	7	9	9	10	9	11	12	11	13	15	17	16	18	21	24	25	26	28	31	29	29	30	27	32	31	32	35	38	0	1	2	2	3	5	5	6	3	9	6	9	7	10	10	13	16	17	18	18	0	20	21	19	20	24	21	26	20	26	30	31	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	2	1	3	2	1	1	1	3	1	2	2
28500	-180.689739960895025	-178.997578634525382	-1.692161326369649	0.000126636553163	0.000026082725134	0.205965216851651	0.597071204756944	-1	2	6	3	8	9	9	11	9	11	11	13	13	14	17	16	18	21	25	25	25	27	30	30	29	27	29	31	30	32	35	37	0	1	2	2	3	3	5	6	3	5	5	8	7	10	16	10	16	17	18	18	0	20	21	22	22	20	21	26	26	26	30	28	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	2	1	1	2	2	1	1	2	2	1	1	2	2	3	3	2	3
29000	-161.479632805244705	-159.499435954282745	-1.980196850961967	0.000100932814415	0.000014306689920	0.141744684350775	0.739201278130646	-1	1	5	3	8	9	9	10	10	11	11	12	13	14	16	16	18	20	23	26	26	27	30	31	29	29	27	31	31	33	37	38	0	1	2	2	3	5	5	7	7	5	7	8	10	10	14	14	16	17	18	18	0	20	21	22	20	22	21	26	26	24	30	31	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	3	1	1	2	2	2	1	1	1	1	2	2	1
29500	-190.918948586016569	-189.164031210321440	-1.754917375695140	0.000120840350309	0.000022697007979	0.187826400044287	0.689315358545747	-1	1	7	3	6	9	10	9	10	11	12	13	11	13	16	17	19	21	24	25	25	27	30	31	29	31	30	30	31	32	36	38	0	1	5	2	2	3	3	3	3	9	8	9	6	10	14	10	16	17	17	19	0	19	21	22	20	19	21	25	20	25	24	30	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	3	2	1	2	1	1	1	2	2	2	2	3	1	3	2	2	3
30000	-171.684632260160726	-169.127081371072762	-2.557550889087957	0.000135426810319	0.000011157244206	0.082385785941256	0.784098821015700	-1	2	7	3	6	9	9	10	8	11	10	12	12	15	17	17	19	20	24	25	25	27	30	29	29	30	27	32	31	32	34	38	0	1	5	2	2	5	3	5	5	6	6	8	10	10	14	14	16	17	18	19	0	20	21	20	22	24	21	26	20	26	29	31	1	1	1	1	2	2	2	2	1	1	1	1	1	3	1	1	2	1	2	1	1	1	2	2	2	1	1	1	3	1	1	2
30500	-190.916431524488985	-189.248240986453453	-1.668190538035525	0.000097133939217	0.000020770678179	0.213835435343143	0.593709098713713	0	2	7	4	7	10	9	9	10	12	12	11	13	15	16	17	19	20	25	23	25	24	30	30	29	28	28	31	32	32	35	37	0	1	2	2	2	8	3	3	5	5	7	7	5	13	13	15	16	17	18	18	0	18	21	25	19	20	21	26	19	28	30	31	1	1	2	1	2	1	1	1	2	3	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	3	1	2	1
31000	-179.192845204170482	-175.824403451890873	-3.368441752279622	0.000116720102705	0.000005433194448	0.046548917646426	0.616713814313122	-2	2	6	3	7	9	9	10	9	10	12	11	13	14	16	15	18	20	25	25	26	24	30	29	29	30	30	30	31	32	36	36	0	1	2	2	2	3	3	6	3	7	7	6	10	10	14	10	16	17	18	22	0	18	21	19	20	24	21	25	28	26	30	26	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	2
31500	-182.103734673880041	-179.941374068069507	-2.162360605810531	0.000126323255718	0.000014786218007	0.117050640622773	0.549897682218838	0	2	6	3	7	9	9	9	9	12	11	12	14	15	17	16	18	18	25	26	26	26	30	31	29	29	30	31	32	32	34	37	0	1	2	2	3	5	5	5	5	5	3	9	10	10	14	10	16	16	16	18	0	19	21	22	22	22	21	22	26	26	29	29	1	1	1	1	1	1	1	1	1	3	3	1	1	2	1	2	1	1	4	4	1	1	2	2	2	2	2	3	2	2	1	3
32000	-181.883483331643873	-179.700522373151074	-2.182960958492790	0.000128301941216	0.000014717374362	0.114708898579630	0.689350509669353	-3	2	6	3	7	9	10	10	8	11	11	12	13	15	17	16	18	20	24	25	25	27	30	30	29	30	29	30	29	32	36	36	0	1	2	2	3	3	6	6	5	5	7	8	11	10	13	13	14	16	18	19	0	19	21	22	20	20	21	22	20	25	30	30	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	4
32500	-172.358143935212183	-170.523168445952763	-1.834975489259419	0.000088948615727	0.000015003876702	0.168680272075172	0.622082276764621	-1	3	6	4	8	9	9	11	10	12	11	11	14	16	17	16	18	20	24	26	23	28	27	30	29	30	29	32	31	32	36	37	0	1	2	2	3	3	5	6	7	7	5	7	7	7	14	13	16	17	18	19	0	20	21	19	20	22	23	26	24	22	30	31	1	2	1	1	1	1	1	1	1	3	1	1	2	3	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1	2	2	1
33000	-181.847974013446390	-179.824800474450001	-2.023173538996395	0.000142026079041	0.000019198359286	0.135174887710003	0.585153392077649	0	2	5	3	7	9	9	10	9	11	12	12	14	15	17	16	18	21	23	25	26	27	28	30	29	30	29	29	32	32	36	38	0	1	2	2	2	3	3	9	5	7	8	3	10	5	10	13	16	17	18	18	0	19	21	20	22	25	23	20	26	26	30	26	1	1	2	1	2	2	2	1	1	1	1	5	2	3	3	1	1	1	1	2	1	1	2	3	1	1	1	2	1	1	2	4
33500	-165.424363354171504	-163.783482737389249	-1.640880616782244	0.000083263570110	0.000018615893578	0.223577893104445	0.658930627295052	0	3	5	4	7	9	9	11	10	12	12	13	13	15	17	15	18	20	23	25	25	27	31	30	29	29	28	32	31	33	35	38	0	1	2	2	3	3	5	7	6	8	3	6	10	13	16	13	16	16	18	19	0	20	21	22	22	20	21	26	26	26	30	31	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2
34000	-168.695378564801359	-167.026563794153759	-1.668814770647595	0.000115641383356	0.000024703640253	0.213622835842278	0.587363347398742	-1	3	6	4	7	9	10	11	10	12	13	13	14	14	16	15	18	19	24	26	25	28	29	31	30	30	29	31	31	32	35	38	0	1	2	2	3	5	5	6	5	5	7	6	10	6	10	10	16	17	18	19	0	19	21	25	22	22	21	26	20	28	28	31	1	2	2	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1
34500	-168.597233100303868	-166.914414717572384	-1.682818382731487	0.000104667258248	0.000021871568679	0.208962850899533	0.667947817349277	0	3	6	4	7	9	9	10	8	11	13	11	13	15	16	16	19	20	23	26	25	28	28	30	30	30	30	31	29	32	36	38	0	1	2	2	3	5	5	6	3	7	7	7	10	10	13	13	16	17	18	19	0	18	21	19	22	29	23	26	22	24	30	31	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	3	1	1	1	1	1	1	2	1
35000	-181.468112229612615	-179.651732439039819	-1.816379790572807	0.000103153637211	0.000017824573241	0.172796362036990	0.622984109094243	0	2	6	4	7	9	10	11	8	12	12	11	13	13	16	16	19	20	24	25	26	27	29	29	29	30	30	31	32	33	33	37	0	1	2	2	3	5	9	6	5	5	5	3	11	10	10	10	13	16	18	18	0	20	21	22	19	20	23	25	26	29	26	31	1	1	2	1	1	1	1	1	1	2	3	2	1	1	2	2	2	3	2	3	1	1	1	1	2	3	1	1	1	1	2	2
35500	-184.923724005993222	-183.466963136539221	-1.456760869454000	0.000084227812272	0.000027757492831	0.329552579868051	0.541497621101918	-1	3	6	4	8	10	10	11	9	11	12	11	13	15	16	16	18	19	24	25	25	27	28	31	29	31	30	30	31	32	36	37	0	1	2	2	2	3	9	3	3	9	8	5	5	10	14	13	16	17	18	18	0	20	21	22	22	20	21	22	22	28	26	26	1	2	2	1	4	2	1	2	2	1	1	1	2	2	1	2	1	1	3	3	1	1	2	2	1	4	3	2	1	1	3	3
36000	-192.634747311867187	-191.050388800619970	-1.584358511247215	0.000104465180787	0.000025805268547	0.247022676387247	0.535477497760314	0	3	6	4	7	10	9	10	8	10	12	11	13	14	16	16	19	20	24	26	25	27	29	29	29	28	30	31	31	32	36	38	0	1	2	2	2	9	1	3	3	9	3	7	10	11	13	13	16	13	18	19	0	20	21	22	22	22	21	20	22	20	30	28	1	2	2	1	2	2	4	2	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	3	3	3	3	2	2
36500	-180.680512330221035	-178.132410684350987	-2.548101645870062	0.000117508474582	0.000009755370937	0.083018445873792	0.643722263348468	-1	2	6	3	6	8	10	10	9	12	12	12	14	14	17	16	18	20	24	25	25	27	30	31	29	30	30	32	31	32	35	38	0	1	2	2	2	3	9	9	3	9	7	6	10	5	14	14	10	17	18	19	0	20	21	20	22	20	21	26	26	24	24	28	1	1	2	1	3	1	1	1	1	1	1	2	1	4	1	1	2	1	2	1	1	1	2	3	1	2	4	2	1	1	2	3
37000	-169.679521107042120	-167.744524638753347	-1.934996468288765	0.000084909142478	0.000012674352777	0.149269588733666	0.679185497232112	0	2	6	4	8	9	9	10	9	10	12	13	13	14	15	15	18	21	23	25	26	27	31	30	29	30	29	31	32	32	36	38	0	1	2	2	3	3	3	7	5	6	6	5	10	10	13	13	16	17	18	19	0	20	21	22	22	22	21	26	20	26	30	31	1	1	2	1	2	2	2	1	1	1	1	3	1	3	1	1	1	2	1	1	1	1	2	2	2	2	2	1	3	1	2	1
37500	-187.539651339716187	-185.765164615442046	-1.774486724274134	0.000112252903826	0.000020517898495	0.182782785972292	0.698118951198408	-1	3	7	4	7	9	9	11	9	11	11	13	14	14	16	16	18	20	24	25	26	26	30	30	29	29	28	32	32	31	34	37	0	1	2	2	2	3	2	7	3	3	3	5	10	10	13	13	16	17	18	18	0	19	21	22	19	22	21	24	26	26	20	30	1	2	2	1	3	1	3	1	1	3	1	4	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	4	2
38000	-166.244937007916718	-163.756337511582871	-2.488599496333848	0.000089659924993	0.000007816361322	0.087177870407884	0.730158152571511	0	2	6	4	7	9	9	10	10	11	12	11	13	14	16	16	18	21	24	25	26	27	30	31	29	29	30	31	30	33	36	38	0	1	2	2	3	5	3	6	3	5	6	8	8	10	13	13	16	17	18	18	0	20	21	29	22	20	21	26	26	28	30	31	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1
38500	-169.883112694572645	-168.221681193036829	-1.661431501535817	0.000084731198314	0.000018315930750	0.216165132967597	0.538280355242983	0	3	6	4	7	8	10	10	10	12	13	12	14	14	16	16	18	21	24	26	25	27	29	29	27	31	29	30	31	32	36	38	0	1	2	2	3	3	5	5	5	8	7	9	10	10	13	13	16	17	18	18	0	20	21	22	20	20	21	22	20	28	30	31	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	2	1	2	2
39000	-166.898415491443899	-164.515277927116074	-2.383137564327837	0.000078652071074	0.000007501929809	0.095381211277870	0.750955724913012	-1	3	6	4	7	9	10	11	10	12	12	13	13	15	17	17	19	21	25	26	25	27	29	30	29	31	30	30	32	32	36	35	0	1	2	2	3	5	3	6	5	3	6	9	10	10	14	10	16	16	17	19	0	20	21	22	22	28	23	20	28	28	32	30	1	2	1	1	1	2	2	1	2	4	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2
39500	-174.605798175895387	-172.885924494990832	-1.719873680904552	0.000111148248338	0.000021957692020	0.197553198980323	0.788304896932758	0	3	6	4	8	10	9	11	8	11	11	11	13	15	17	17	19	21	24	26	26	27	30	30	28	30	30	32	31	32	37	35	0	1	2	2	2	7	9	6	3	7	5	5	10	10	10	13	15	17	18	19	0	20	21	22	20	20	21	26	26	26	28	26	1	2	1	1	2	1	1	1	1	1	2	1	1	2	3	3	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	3
40000	-187.969446401392560	-185.666952781485918	-2.302493619906643	0.000112302134491	0.000011510563031	0.102496386943196	0.639964518571368	-1	1	6	2	7	10	10	11	10	11	10	12	13	15	16	16	18	20	23	25	25	26	30	30	29	30	29	31	32	33	36	38	0	1	2	2	2	5	3	6	5	6	5	8	10	3	10	13	16	16	17	18	0	20	21	19	22	22	21	26	26	24	30	31	1	1	2	1	3	1	2	1	1	1	1	1	1	6	3	1	1	2	3	2	1	1	4	3	2	2	1	1	1	1	1	1
40500	-176.272644184656855	-174.611341256357150	-1.661302928299691	0.000090975716852	0.000019669855056	0.216209948507178	0.584838029520677	0	1	5	4	4	10	9	10	8	11	12	13	13	15	15	16	18	21	24	25	26	28	30	28	30	30	28	31	31	33	36	37	0	1	5	2	2	5	5	7	5	9	6	5	10	13	13	13	16	17	18	19	0	20	21	19	22	24	21	26	26	22	30	31	1	1	1	3	1	3	3	1	2	1	1	5	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	3	2	1
41000	-189.198090840490011	-187.073653864451728	-2.124436976038270	0.000094099099177	0.000011439752547	0.121571329024681	0.634840926020891	-1	3	6	4	7	9	8	11	9	12	12	12	12	14	14	14	17	20	24	26	25	28	30	29	30	28	29	31	30	33	36	37	0	1	1	2	2	5	5	6	7	3	9	6	8	13	13	13	16	16	17	19	0	20	21	22	22	20	21	24	26	28	28	31	1	2	4	1	2	1	1	2	1	3	2	1	1	1	1	1	2	3	4	2	1	1	2	1	2	1	2	1	1	2	3	1
41500	-174.083452661175755	-171.580850339721707	-2.502602321454050	0.000118055640958	0.000010172953150	0.086170834932305	0.604520916502747	0	2	6	3	7	10	9	9	10	11	12	12	13	15	16	15	17	21	24	26	26	28	28	30	29	30	29	32	31	31	36	36	0	1	2	2	3	8	5	3	5	6	7	3	10	10	10	13	16	17	18	19	0	20	21	22	19	20	21	24	26	25	26	26	1	1	2	1	1	1	1	1	2	1	1	3	1	3	3	1	2	2	2	1	1	1	2	1	3	2	2	1	1	1	3	3
42000	-169.403194700258695	-167.586625535107061	-1.816569165151622	0.000097677604638	0.000016874149879	0.172753518493363	0.605716507917290	0	2	6	4	7	9	9	11	8	11	13	12	13	15	16	17	18	21	25	24	25	28	29	31	29	30	29	31	31	32	34	38	0	1	2	2	3	3	5	6	5	7	3	6	10	10	14	14	16	17	20	18	0	20	21	20	20	22	21	26	26	22	24	31	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	4	3	1	2	1	1	2	2	1
42500	-178.753068708137477	-176.415051519028708	-2.338017189108780	0.000092566044947	0.000009188360279	0.099262751094221	0.714065552986308	0	2	6	4	8	9	10	11	9	10	13	13	14	14	17	16	18	21	24	24	25	27	28	30	28	29	29	31	32	32	35	37	0	1	2	2	2	3	5	6	5	5	7	9	10	5	14	13	14	17	17	18	0	20	21	25	22	19	23	26	28	26	30	31	1	1	2	1	3	1	1	1	1	1	2	2	2	4	1	1	2	2	2	2	1	1	2	1	1	2	1	2	1	2	1	1
43000	-178.763210381866116	-177.105369362467115	-1.657841019398995	0.000070365285763	0.000015299086291	0.217423778287222	0.749025086296837	0	2	6	3	7	9	8	8	9	11	10	11	14	16	17	14	18	20	23	26	26	27	29	30	29	29	30	30	32	33	35	37	0	1	2	2	3	8	3	3	5	6	7	6	10	13	16	10	16	17	18	17	0	20	21	22	22	19	23	26	20	24	30	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	4	1	1	2	1	1	3	1	1	2	1	1	2
43500	-167.916507929175850	-166.388200625617799	-1.528307303558043	0.000101308190559	0.000028000741074	0.276391680863289	0.761933635145676	-1	2	6	3	7	8	9	10	9	11	12	12	13	16	16	17	18	20	24	26	25	28	30	30	28	27	29	31	31	32	35	37	0	1	2	2	3	3	5	6	3	9	5	8	10	11	13	13	15	16	18	19	0	20	21	22	19	20	21	26	25	28	30	31	1	1	2	1	1	1	1	1	2	1	3	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	2	2	1	2	1
44000	-176.765897033479831	-174.606858219980779	-2.159038813499054	0.000131644302340	0.000015459719537	0.117435538512176	0.665751941049397	-1	3	6	4	8	9	9	10	8	11	12	12	13	15	17	15	18	21	24	25	24	28	31	31	29	30	27	31	31	33	35	37	0	1	2	2	3	3	2	3	3	8	8	6	10	10	14	10	15	17	18	18	0	19	27	25	22	25	21	20	25	29	30	31	1	2	1	1	1	1	3	1	1	1	1	2	1	2	2	3	1	2	1	2	1	2	3	1	1	1	1	3	1	1	2	1
44500	-185.507488728755987	-182.756281794200476	-2.751206934555506	0.000103400043811	0.000007327672095	0.070867204935045	0.344764276791669	-1	3	6	4	7	8	9	10	9	11	11	12	14	15	16	15	17	20	24	26	25	27	30	30	30	29	29	31	32	33	35	37	0	1	2	2	3	5	2	6	5	7	3	8	7	10	10	10	16	17	16	18	0	20	21	22	22	22	21	22	19	26	28	20	1	2	2	1	1	1	3	1	1	1	2	1	2	2	2	2	1	2	4	3	1	1	3	2	2	1	2	2	6	2	2	4
45000	-167.712943966346700	-166.160907538776087	-1.552036427570613	0.000093772960520	0.000024665031861	0.263029254103410	0.771792278868435	0	2	6	4	8	9	9	11	9	12	13	12	12	14	16	15	18	20	24	25	25	28	28	30	28	30	30	32	31	32	37	36	0	1	2	2	3	5	3	6	5	7	13	3	7	10	13	13	16	17	18	19	0	19	21	25	20	25	23	26	26	26	32	28	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	3
45500	-184.441397693292629	-182.588154791586049	-1.853242901706566	0.000103739855603	0.000017097104619	0.164807484255683	0.525133138123559	-1	3	4	4	7	9	9	10	9	11	12	12	12	16	16	16	19	21	24	26	25	27	29	30	29	30	30	32	31	33	34	37	0	1	2	2	3	5	5	6	5	7	9	6	10	10	13	13	16	11	16	19	0	20	21	22	20	18	23	25	19	28	30	31	1	2	1	1	1	1	1	1	1	1	1	2	1	3	2	2	2	5	3	1	1	1	2	1	1	5	1	1	3	1	1	2
46000	-187.825644466285212	-185.811468411252804	-2.014176055032411	0.000116593778363	0.000015915846770	0.136506827325823	0.651154235396675	-1	3	7	4	7	9	9	10	9	11	12	13	12	15	16	16	19	21	24	26	25	27	30	30	29	29	29	30	31	33	36	37	0	1	2	2	2	5	2	6	5	5	7	6	7	11	7	13	16	16	16	18	0	19	21	19	22	22	21	26	19	28	30	29	1	2	2	1	2	1	2	1	1	2	2	2	1	2	2	1	2	2	4	2	1	1	3	3	1	1	1	1	2	2	1	3
46500	-182.422974443579875	-180.858511187297978	-1.564463256281888	0.000082249778583	0.000021105777788	0.256605891849167	0.525495629579642	-1	3	6	4	8	9	9	10	10	12	11	12	13	13	17	16	18	20	24	25	26	27	30	29	29	30	29	32	31	32	35	37	0	1	2	2	3	5	5	3	7	7	5	6	11	10	7	10	15	16	18	19	0	20	21	19	22	20	21	22	26	29	28	28	1	2	1	1	1	1	1	3	1	2	2	2	1	1	4	1	1	3	2	1	1	1	2	4	1	2	2	3	1	1	1	3
47000	-173.665410549027712	-171.064445910197662	-2.600964638830049	0.000086233021901	0.000006861636761	0.079570872156569	0.594497541469194	-2	2	6	4	8	9	9	10	8	11	11	12	14	15	17	16	18	20	23	25	25	26	30	29	28	29	29	31	31	31	35	36	0	1	2	2	3	5	3	6	3	7	3	8	10	13	13	14	16	17	18	19	0	20	21	22	22	20	21	26	24	24	30	31	1	1	2	1	2	1	2	1	1	1	3	1	2	1	2	1	1	1	2	1	1	1	3	1	1	2	2	2	1	1	2	1
47500	-195.719041110510801	-192.424140944621257	-3.294900165889542	0.000092153416543	0.000004492941165	0.048755014552071	0.625784250871449	-1	3	6	4	7	10	10	8	10	12	11	12	14	15	16	17	18	20	24	26	25	26	31	30	29	29	28	31	31	32	36	37	0	1	2	2	3	8	5	3	8	7	5	6	10	5	9	13	16	17	18	19	0	18	21	22	22	19	21	24	26	25	28	30	1	2	1	1	1	1	1	1	1	1	3	1	1	3	2	2	1	1	2	1	1	3	3	2	2	2	2	1	2	2	4	3
48000	-169.076404681592123	-166.862373916465941	-2.214030765126187	0.000122647182691	0.000013652838973	0.111317999105530	0.761560161392825	-1	3	6	4	7	8	10	10	9	11	12	11	13	16	17	15	17	21	25	25	26	27	30	30	28	30	29	32	31	31	34	37	0	1	2	2	3	3	5	6	5	5	7	8	10	10	16	10	16	17	18	18	0	20	21	20	19	22	21	24	26	26	26	31	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	3	1	2	2	1	1	1	2	2
48500	-150.609727040275203	-149.040485189034428	-1.569241851240785	0.000102764909648	0.000026125828414	0.254229079784127	0.930471766363116	-1	3	6	4	7	9	10	10	9	12	13	12	14	15	16	17	19	20	24	26	25	28	28	31	29	29	29	31	29	32	34	38	0	1	2	2	3	5	3	6	5	7	7	8	7	10	13	13	16	17	18	19	0	20	21	25	22	20	23	26	20	26	30	31	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2
49000	-186.398782437394544	-184.913116484496186	-1.485665952898348	0.000094439734777	0.000028814460764	0.305109505355874	0.650423533827513	0	2	7	3	5	8	10	11	9	11	10	12	13	16	17	15	18	20	24	26	25	27	28	31	29	31	30	29	32	32	35	38	0	1	5	2	2	3	3	9	5	3	6	7	10	16	13	13	16	17	17	18	0	19	21	19	22	28	23	20	26	19	24	31	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	4	1	1	1	2	1	3	2	2
49500	-196.847726118044847	-194.428476535617591	-2.419249582427257	0.000071718752198	0.000006629861202	0.092442506297256	0.420561291637732	-2	3	7	4	7	10	10	9	10	11	13	12	12	16	16	16	16	21	25	26	25	27	29	30	29	31	30	29	31	33	35	38	0	1	2	2	2	8	8	5	5	5	7	7	10	13	10	10	10	14	18	18	0	19	21	22	22	22	21	19	24	24	26	31	1	4	2	1	3	1	1	1	1	3	2	1	1	2	3	2	2	3	2	2	1	1	2	2	1	3	3	2	1	1	2	2
50000	-175.862188212118099	-173.757045986082773	-2.105142226035321	0.000093855829900	0.000011636503781	0.123982748787222	0.521241619995766	-1	1	6	3	5	8	9	11	9	12	12	12	14	15	17	16	18	20	24	25	25	27	28	30	29	29	29	31	31	32	36	37	0	1	2	2	2	5	3	6	6	3	7	6	8	10	14	13	13	17	18	19	0	20	21	22	22	20	21	26	26	26	26	30	1	1	2	1	2	1	1	2	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	1	2	3	2
50500	-170.315361984211251	-167.785322370958511	-2.530039613252741	0.000079223804906	0.000006674485890	0.084248489426592	0.796706404557468	0	2	7	4	6	8	8	11	10	11	12	12	13	16	16	16	18	21	23	26	25	28	30	30	30	30	29	31	32	33	37	34	0	1	5	2	2	5	3	6	7	7	9	8	10	13	13	13	16	17	18	18	0	20	21	22	22	20	21	20	26	26	32	26	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	3	2	2	1	1	1	2
