step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
17500	-125.500796016603829	-124.038713932084946	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.858096831808115	2	4	5	6	7	11	10	8	10	9	9	11	10	12	9	11	11	14	10	10	11	12	12	12	13	11	13	15	13	14	15	15	17	15	17	15	16	16	19	16	15	18	18	19	20	21	20	0	1	1	3	4	7	8	4	5	3	5	20	5	6	8	9	20	9	8	8	20	7	10	7	9	11	24	26	9	14	24	25	32	18	31	24	31	29	33	25	22	40	41	38	43	45	43	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-121.959707981063829	-120.497625896544946	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.944684225698996	2	4	4	6	9	9	9	8	11	9	9	9	10	11	11	11	11	14	10	11	12	12	11	13	13	12	13	15	12	13	14	14	18	16	17	15	15	17	19	16	17	17	19	19	21	22	19	0	1	1	3	4	4	4	4	12	8	8	8	11	7	6	6	11	26	8	10	14	10	7	9	14	17	23	24	10	17	10	14	37	36	37	13	18	36	35	30	36	18	35	34	44	45	35	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-103.657525111113728	-102.195443026594845	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.942913558733304	1	4	6	7	9	8	10	9	10	9	9	11	11	11	9	12	11	13	10	12	11	11	11	13	13	12	12	15	13	13	15	14	19	17	15	15	16	16	18	18	16	17	18	18	19	20	21	0	1	2	3	6	3	4	4	6	4	4	10	8	10	4	21	11	23	6	14	7	19	15	21	23	13	14	25	9	17	30	16	42	31	18	30	32	32	41	38	31	41	36	41	39	43	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-141.284595075033451	-139.822512990514582	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.832107715719611	2	3	3	7	8	10	9	5	10	10	8	10	11	11	8	11	11	13	10	12	12	12	12	13	13	12	13	15	13	13	15	15	17	17	17	17	13	16	18	18	16	19	18	19	19	21	22	0	1	1	2	2	7	4	3	7	11	8	7	7	9	8	10	12	19	7	12	10	15	6	6	10	19	21	29	13	20	37	24	32	31	31	24	23	28	35	30	30	25	29	40	36	42	45	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	2
19500	-125.140950488454763	-123.678868403935880	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.913695606339082	2	4	6	6	9	11	9	7	10	9	9	11	10	12	10	11	11	13	11	11	12	12	13	14	13	12	13	15	13	10	15	15	19	16	17	15	15	15	17	17	17	18	16	19	20	21	20	0	1	2	2	8	15	4	4	11	4	8	30	11	11	5	30	11	9	30	5	16	6	21	5	19	8	21	27	19	8	23	18	39	28	32	24	23	23	34	31	34	28	32	35	41	42	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
20000	-129.279591492078993	-127.817509407560124	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.844064136236570	1	3	5	7	8	9	9	9	10	10	8	10	11	12	11	11	10	13	11	12	11	12	13	13	12	12	13	16	14	13	15	15	18	16	16	17	15	15	18	18	17	18	16	19	20	21	21	0	1	2	3	4	5	4	11	5	7	3	11	12	21	6	10	5	12	10	12	7	19	20	8	15	10	15	32	16	15	23	21	23	29	37	32	29	22	38	35	24	28	30	28	36	44	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	3
20500	-131.391229329839121	-129.929147245320252	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.908521231772401	0	3	3	6	9	10	9	8	11	8	9	10	11	11	10	12	12	12	10	10	12	12	13	13	12	12	13	14	14	13	15	16	18	15	18	15	15	16	18	19	15	17	19	19	20	22	21	0	1	1	3	10	8	4	4	12	4	8	4	20	11	8	9	6	19	10	5	20	20	21	14	12	11	6	21	17	20	19	28	42	21	42	23	12	30	29	42	23	41	35	32	43	45	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
21000	-136.703575502581003	-135.241493418062134	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.844133200895679	1	3	5	8	6	8	8	7	11	9	9	10	11	12	11	12	11	14	10	11	11	12	12	14	12	12	14	15	13	13	14	15	18	16	17	15	16	16	18	17	15	17	18	20	20	22	20	0	1	2	5	3	5	5	3	10	7	5	11	11	21	12	9	19	15	11	12	12	17	4	22	20	20	16	26	17	15	16	9	41	36	14	23	25	28	30	32	15	36	18	42	43	47	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	2	1	3	1	1	1	2
21500	-128.404071772170653	-126.941989687651770	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.890040858444269	1	4	6	7	9	9	9	8	10	9	8	10	10	12	10	11	11	14	10	12	11	11	13	13	13	12	13	14	13	14	14	15	17	17	17	16	16	16	19	18	17	19	18	20	20	22	21	0	1	1	2	8	11	8	3	8	11	4	11	8	12	8	3	15	13	6	17	19	19	12	17	16	9	12	26	16	16	14	21	36	18	38	18	31	14	41	37	28	35	35	42	40	43	42	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
22000	-105.472259936012108	-104.010177851493225	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.991902604110393	1	3	6	8	9	10	10	8	11	10	8	10	10	12	11	10	11	14	9	12	11	13	12	13	12	11	13	15	14	12	16	15	18	16	17	16	15	15	17	19	15	19	18	18	19	21	22	0	1	2	3	8	11	11	3	12	11	3	4	8	5	16	11	19	14	11	12	5	25	7	26	13	11	26	30	14	6	28	24	32	18	36	37	29	22	37	43	18	35	34	34	44	43	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-128.690921861010736	-127.228839776491853	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.903443941080331	2	4	5	7	7	9	9	8	10	9	10	11	11	11	10	12	11	14	10	12	11	12	12	13	13	12	13	12	13	11	15	14	18	17	17	17	16	17	16	19	16	17	19	19	19	21	22	0	1	2	3	3	3	4	3	6	5	8	9	7	9	8	15	7	29	5	5	7	9	9	9	17	17	21	6	7	10	18	21	38	31	37	18	25	31	27	35	31	31	42	34	39	40	44	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
23000	-125.685435993820448	-124.223353909301565	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.955428170285185	1	4	6	8	9	10	9	9	11	10	8	10	10	11	10	11	11	12	11	12	12	12	13	14	14	11	14	13	14	14	15	15	17	15	17	16	15	17	18	19	16	18	19	18	19	21	21	0	1	2	3	11	4	11	11	8	3	3	4	7	13	3	8	12	6	13	6	9	15	17	26	9	7	16	16	19	23	18	30	37	30	25	32	29	37	38	27	28	36	33	41	36	45	42	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1
23500	-116.659150599649877	-115.197068515130994	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.951853880518162	1	4	5	7	9	11	10	9	10	10	8	10	10	12	11	12	11	13	11	12	11	13	12	14	14	12	14	15	12	13	15	16	18	16	17	16	13	15	18	18	16	18	18	19	20	21	20	0	1	1	3	11	7	11	4	11	11	4	8	11	19	5	17	10	17	11	17	11	21	7	29	15	10	21	27	12	12	24	31	34	37	18	25	8	22	41	35	24	32	41	40	39	33	40	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
24000	-122.064664933858850	-120.602582849339967	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938427664855744	2	4	6	7	7	11	9	8	10	9	9	11	10	12	10	11	12	13	11	10	11	12	13	14	13	10	14	15	14	13	14	16	18	16	17	14	16	15	18	18	16	18	19	20	20	21	19	0	1	2	3	3	20	8	3	8	3	8	10	8	20	10	11	10	20	10	4	15	13	20	30	6	10	25	30	30	14	23	27	41	24	37	10	23	27	37	31	23	34	33	40	33	33	42	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
24500	-106.575727477808201	-105.113645393289318	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.911503977408337	2	3	5	7	7	11	9	8	10	10	9	10	10	11	11	11	12	13	11	12	11	13	11	13	14	12	13	15	13	13	15	15	19	15	17	16	15	17	18	18	17	18	17	19	20	21	21	0	1	2	3	3	11	5	3	8	11	5	11	7	11	9	11	21	17	9	21	5	21	12	6	26	14	21	22	26	21	29	27	35	26	37	30	18	31	38	38	37	37	32	35	35	33	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1
25000	-115.093438229433673	-113.631356144914790	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.968669957566470	1	3	6	7	9	11	9	8	10	10	8	10	10	12	10	11	11	14	11	10	11	13	12	13	13	12	12	15	13	13	13	15	19	16	17	15	16	15	17	18	13	16	18	19	21	21	20	0	1	2	3	8	5	4	3	11	11	3	8	4	13	4	5	15	30	12	11	11	13	13	23	21	10	12	31	26	21	14	30	35	18	36	14	26	31	42	36	17	28	34	40	43	40	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
25500	-115.526098083930677	-114.064015999411794	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912911295855444	1	2	5	7	8	10	9	7	10	9	10	10	10	12	10	11	12	14	10	12	11	12	12	13	13	11	14	16	13	14	13	15	17	16	16	16	14	16	18	17	16	18	18	18	20	22	21	0	1	2	3	8	5	5	3	5	4	8	10	5	26	10	10	9	29	5	6	5	19	6	26	12	11	25	27	20	29	12	9	29	32	18	27	21	37	34	34	27	34	28	27	44	45	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-114.346833879594385	-112.884751795075502	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.968071491332596	1	3	5	8	8	10	9	7	10	9	8	11	10	10	11	12	12	13	10	11	12	13	13	12	12	12	13	16	12	14	14	14	18	16	15	16	16	16	18	18	16	19	19	18	20	22	20	0	1	2	3	8	5	8	3	4	4	8	10	5	10	11	6	15	14	5	10	9	12	6	13	6	14	13	18	10	16	27	18	36	18	27	27	18	31	34	36	31	34	37	38	33	43	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
26500	-130.222448784658098	-128.760366700139230	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.966514546941211	1	4	5	7	7	11	9	9	11	10	9	9	10	10	11	12	12	14	11	10	11	12	12	13	14	13	13	16	14	13	14	13	18	17	17	17	16	17	16	15	15	18	18	19	20	20	22	0	1	2	3	2	11	4	2	11	7	5	5	8	7	14	13	10	16	5	4	12	9	9	19	23	20	9	17	27	6	6	19	38	40	25	23	25	18	29	27	32	36	35	42	34	33	46	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-114.811600559984626	-113.349518475465743	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.913744803052056	1	3	5	6	9	10	9	8	11	7	9	10	10	11	9	12	11	13	11	10	11	12	13	14	14	12	14	14	12	14	16	15	17	16	15	17	15	16	19	19	16	18	19	19	19	21	21	0	1	2	3	4	8	3	10	15	3	8	10	8	20	10	20	5	22	7	8	11	9	20	17	9	19	26	16	14	9	28	22	24	24	23	35	27	25	31	33	28	38	33	33	34	44	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
27500	-135.530402021796618	-134.068319937277749	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912553550059526	2	4	4	7	8	10	9	9	10	10	8	9	10	11	11	12	11	14	9	9	11	13	12	14	13	12	14	15	13	13	15	15	18	17	17	15	16	16	17	17	16	19	16	18	19	20	21	0	1	1	1	3	12	4	11	20	20	3	5	19	13	8	12	12	22	4	4	12	8	19	23	17	17	19	24	21	21	22	18	28	32	24	24	31	25	27	37	23	40	27	32	34	29	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
28000	-124.216808820871094	-122.754726736352211	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940105275015230	1	4	5	6	8	11	10	8	11	7	9	10	8	12	10	11	12	14	10	12	12	10	11	14	14	11	13	15	13	13	15	15	18	16	17	16	16	16	17	16	15	17	19	19	21	21	21	0	1	2	3	3	15	5	4	5	4	5	13	10	19	5	15	11	6	5	11	12	8	11	30	16	22	14	27	20	12	17	17	37	18	38	24	25	41	32	28	29	12	33	35	43	44	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
28500	-118.823364810483753	-117.361282725964870	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.939290753086610	1	3	5	6	8	11	10	7	10	9	9	10	11	11	9	11	10	14	10	12	11	12	13	14	12	12	14	14	12	13	14	13	17	16	18	16	17	17	16	18	16	18	19	19	19	21	21	0	1	2	2	3	10	15	3	11	8	8	11	15	9	8	15	5	16	5	12	7	9	6	6	21	13	29	29	9	22	25	15	39	13	39	23	31	18	28	33	24	41	35	36	40	44	43	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-109.137599053792130	-107.675516969273247	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.998248891351768	2	4	6	7	9	10	10	8	10	8	8	11	10	11	9	11	9	13	11	10	11	12	12	13	13	12	13	15	12	12	16	15	17	17	17	17	16	14	18	19	16	18	19	19	20	21	21	0	1	2	3	11	11	11	4	11	4	4	9	8	8	10	15	8	21	13	8	20	9	21	13	14	12	14	14	9	9	38	24	31	32	18	31	12	18	31	34	32	37	36	36	39	43	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-112.166340601185524	-110.704258516666641	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.976304406169225	2	4	6	7	8	11	9	7	10	9	9	10	9	11	10	11	11	13	9	12	11	13	13	13	13	11	13	13	14	14	15	16	18	16	16	16	16	17	19	18	15	17	18	18	20	21	22	0	1	2	3	4	10	8	1	10	8	8	5	5	7	10	11	8	20	4	14	11	14	15	26	17	19	6	21	22	24	22	29	36	28	23	31	22	25	36	38	23	41	38	36	33	44	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-144.452153839331061	-142.990071754812192	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.817944753688576	1	3	5	7	8	10	9	6	11	9	9	11	10	12	10	12	11	13	9	11	12	12	13	13	13	11	13	15	13	13	15	16	18	15	17	14	16	17	19	18	16	16	18	20	20	22	21	0	1	1	3	4	5	5	2	7	5	4	11	4	12	10	12	13	12	4	4	6	12	7	17	12	6	26	24	4	17	30	23	28	21	18	16	29	37	32	31	22	31	42	43	41	24	39	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	3	1
30500	-132.702259032331227	-131.240176947812358	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.903018391653584	2	3	5	7	8	10	10	9	10	9	9	8	10	11	10	11	11	13	11	12	11	12	11	13	12	10	13	15	12	13	15	16	16	16	17	16	13	15	19	18	16	18	17	19	20	22	21	0	1	1	3	4	11	11	12	8	4	5	4	5	8	10	8	8	17	8	11	1	10	11	14	15	12	22	27	17	17	18	30	37	38	38	31	29	37	38	33	18	36	18	35	40	45	45	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1
31000	-160.515209076334372	-159.053126991815503	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.820612510486934	1	3	6	8	9	7	10	8	10	10	10	10	10	12	8	10	9	12	10	12	12	11	12	12	12	13	14	15	14	14	14	16	18	16	17	16	15	16	18	19	16	19	17	19	20	19	21	0	1	2	3	15	2	8	6	17	15	15	6	4	8	3	15	8	13	17	19	17	19	15	11	12	13	22	11	20	21	22	22	28	29	37	31	20	29	36	34	21	43	27	28	9	7	45	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	1
31500	-150.533317224649579	-149.071235140130710	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.777803113218432	2	3	6	8	8	11	9	8	10	10	9	11	9	12	10	11	11	14	10	12	12	12	13	11	14	13	14	15	12	14	15	14	16	16	15	15	16	16	17	18	17	17	18	19	21	21	19	0	1	1	3	3	7	4	2	7	7	4	15	5	4	5	13	19	7	3	16	15	10	24	9	23	16	29	18	16	29	20	6	30	27	29	25	21	28	28	39	28	37	10	43	41	44	42	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1
32000	-126.032327241189350	-124.570245156670467	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.818615042488401	1	3	5	7	8	9	10	8	11	9	10	10	10	12	9	12	11	13	11	12	12	13	13	11	13	11	13	15	14	13	16	15	18	16	14	16	17	17	18	19	16	18	18	19	20	21	22	0	1	1	2	4	4	10	3	6	4	6	8	8	7	8	19	8	8	13	6	10	26	9	15	11	15	26	30	14	9	35	35	41	14	16	32	34	32	29	38	35	14	28	33	43	40	45	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1
32500	-117.624415965290936	-116.162333880772053	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997176779178245	1	3	5	7	7	10	8	9	11	9	9	11	9	10	9	11	12	12	10	10	11	12	12	14	13	11	13	13	12	12	14	14	19	16	16	16	15	16	18	18	16	19	17	18	19	22	20	0	1	2	3	3	15	4	5	14	4	7	10	5	10	7	11	15	26	8	8	8	9	19	26	6	8	16	9	10	16	16	23	41	27	24	25	23	37	34	41	21	44	24	38	43	47	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-144.501326205070086	-143.039244120551217	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.709228610079725	1	3	6	7	8	11	9	7	10	9	9	11	10	12	8	12	11	14	10	11	11	13	13	12	13	13	14	15	13	13	14	16	18	16	17	16	17	16	18	18	15	18	18	19	20	21	20	0	1	2	1	3	11	8	3	7	15	15	15	8	17	3	19	10	26	3	19	15	6	17	7	9	17	14	17	17	17	11	26	32	41	36	22	27	7	7	35	29	23	34	27	39	42	44	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	3	3	1	1	2	1	2	1	1	1
33500	-135.461556142955317	-133.999474058436448	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937884003883512	2	4	6	7	9	10	8	7	10	9	7	11	11	12	11	11	12	13	11	11	11	12	12	12	13	13	13	15	13	13	14	16	18	17	15	15	14	17	18	18	15	17	18	19	21	22	21	0	1	2	3	4	8	2	1	10	4	3	5	10	6	5	6	20	16	6	8	5	5	3	9	16	19	12	21	16	24	22	17	41	31	30	18	17	41	42	36	26	36	38	38	40	44	44	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
34000	-119.012053903135566	-117.549971818616683	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.923550019406405	1	3	6	8	8	10	10	8	10	9	9	11	10	12	10	10	11	13	11	11	12	12	10	13	13	12	13	15	14	14	16	14	17	17	17	15	17	15	18	18	16	19	18	20	20	18	20	0	1	2	3	2	11	8	3	11	3	4	9	5	17	4	4	15	17	13	7	12	16	5	12	7	6	22	26	21	18	30	25	24	36	18	24	36	25	37	32	25	34	31	46	46	37	40	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
34500	-111.945620461234128	-110.483538376715245	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.978957632962013	0	3	6	8	9	9	10	9	11	8	9	10	10	11	10	11	11	13	10	11	11	13	11	13	13	13	12	15	12	13	15	15	18	17	18	15	16	16	18	18	16	19	18	19	20	20	21	0	1	2	3	4	4	10	10	5	3	4	10	10	4	8	8	15	27	8	6	11	14	5	9	23	15	13	25	11	14	22	30	34	26	36	29	28	18	38	31	36	33	32	41	44	43	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35000	-114.484819136936466	-113.022737052417583	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.898209555120790	2	3	5	7	8	11	10	8	10	9	10	10	10	11	10	12	10	13	10	10	12	11	11	13	13	11	13	15	13	13	14	16	18	15	17	16	17	16	18	17	17	19	18	20	20	22	21	0	1	2	3	4	13	5	3	4	8	8	8	8	11	10	15	10	23	4	8	7	15	11	15	11	11	22	18	9	21	29	31	32	24	28	34	18	34	40	28	38	33	36	33	35	42	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
35500	-141.760945815356166	-140.298863730837297	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.754428273768244	1	3	4	5	8	9	10	8	10	9	10	10	10	11	10	11	12	13	11	11	11	12	12	13	13	12	13	15	14	14	15	16	16	16	17	15	17	17	18	18	16	18	19	18	20	21	22	0	1	2	2	4	4	5	3	3	2	4	5	10	6	10	8	15	19	6	10	3	19	7	14	13	19	9	7	9	22	25	29	30	31	30	18	28	31	37	38	30	37	41	33	42	37	38	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2
36000	-114.210707893057759	-112.748625808538876	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.870114883503961	1	3	5	7	7	10	8	8	11	9	10	11	10	12	10	12	11	13	11	11	12	12	11	13	14	13	14	15	12	14	16	15	18	15	17	16	15	16	18	19	17	18	18	19	20	22	21	0	1	2	3	3	8	4	3	6	5	4	7	10	6	7	17	13	11	10	11	13	9	8	22	22	15	21	18	11	12	27	24	27	24	34	18	24	27	31	38	25	21	31	39	39	47	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1
