step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
55500	-118.309213800925249	-116.847131716406366	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.923129682894829	2	4	6	8	8	11	8	6	11	9	9	10	11	10	11	11	11	13	9	11	10	11	12	14	13	12	13	16	13	13	15	15	18	17	18	15	16	16	17	19	15	18	17	19	19	21	20	0	1	2	3	8	7	3	2	12	7	7	4	10	5	14	10	19	23	3	11	4	10	11	18	13	10	9	24	6	15	27	25	28	36	31	26	29	41	28	43	9	41	26	28	43	40	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
56000	-120.454003202882689	-118.991921118363805	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.944734161872633	0	3	5	6	7	10	9	8	10	8	7	11	11	11	9	11	12	13	10	11	12	13	12	14	13	13	14	15	12	13	15	14	16	17	18	15	16	17	17	18	16	18	17	20	20	22	21	0	1	2	3	3	7	4	3	8	4	3	15	7	4	10	15	6	19	10	10	16	23	12	18	20	20	23	25	20	15	22	29	32	41	37	27	17	28	41	33	27	39	28	39	40	44	42	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-118.712832691481353	-117.250750606962470	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.930792941548357	1	4	5	7	8	11	9	7	11	10	10	10	11	11	10	12	11	13	11	10	10	11	12	14	12	12	13	15	13	13	15	14	18	16	17	15	16	16	18	19	17	19	17	18	19	20	21	0	1	2	3	4	11	8	3	15	7	7	8	10	10	8	10	12	23	11	4	5	10	22	19	13	9	25	27	14	19	30	25	41	29	37	18	36	24	28	41	37	41	36	24	39	44	33	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-111.990532076798445	-110.528449992279562	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984131275261869	0	3	5	7	8	8	7	7	9	10	9	10	11	12	10	11	12	12	10	11	8	12	12	13	13	12	14	15	14	10	14	15	18	16	17	16	16	15	19	19	17	16	19	19	21	21	21	0	1	2	3	8	4	3	3	21	5	21	11	11	12	6	15	10	30	5	9	7	15	30	17	20	19	12	25	18	9	26	25	37	29	28	29	28	25	41	41	34	28	36	34	33	43	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-109.927467809174175	-108.465385724655292	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979694922297327	1	4	6	8	8	10	10	8	10	9	9	11	10	12	9	11	12	12	11	11	11	13	11	13	13	12	12	15	14	14	15	14	18	16	17	17	16	17	19	18	17	18	19	20	21	22	20	0	1	2	3	3	4	4	3	15	3	3	10	8	9	4	13	12	6	11	9	8	20	9	18	20	7	19	24	26	26	30	25	22	29	37	24	28	31	33	35	31	37	35	43	42	43	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-116.656815601734493	-115.194733517215610	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.941673157968395	1	4	6	7	8	9	9	8	10	9	9	10	10	10	10	11	11	14	9	11	11	12	12	11	12	12	14	16	13	14	15	16	18	16	17	17	16	16	16	19	15	18	18	19	21	20	21	0	1	2	2	3	8	3	3	3	8	4	8	11	11	7	10	7	26	5	6	10	13	16	11	24	6	23	25	22	25	18	31	28	30	18	41	18	27	29	32	29	39	37	43	44	42	42	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
58500	-102.833248626544261	-101.371166542025378	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.908928075425530	2	3	5	8	9	10	9	9	9	10	7	9	10	12	10	11	12	13	11	11	11	12	12	14	13	12	14	15	12	13	15	14	18	16	18	16	14	16	18	18	16	18	18	20	19	20	21	0	1	2	11	11	4	11	4	11	8	3	11	5	13	4	8	6	17	9	5	9	12	13	29	16	13	26	18	20	15	32	17	36	37	28	24	20	31	34	38	37	38	36	33	39	42	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-112.517426314069979	-111.055344229551096	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.976751538906381	2	3	4	8	7	10	9	9	11	9	6	10	10	11	10	12	10	14	10	11	12	12	13	13	13	12	12	15	14	14	14	15	18	15	17	17	16	16	18	19	16	19	17	18	21	20	20	0	1	1	11	11	8	5	5	7	5	3	7	7	7	7	17	8	14	7	10	13	14	20	26	20	9	17	25	16	17	22	16	36	23	28	32	25	18	43	35	23	36	29	41	39	39	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
59500	-120.292771708228685	-118.830689623709802	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.978762078786696	2	4	6	6	8	10	9	8	7	9	9	10	10	12	10	11	11	12	10	10	11	13	12	11	14	12	12	16	13	14	15	15	17	16	16	15	16	17	16	18	16	18	18	19	21	21	20	0	1	2	2	3	8	8	4	4	8	9	11	10	6	7	12	6	15	5	5	13	17	19	15	24	13	19	32	12	22	26	23	39	22	29	29	29	25	32	38	29	39	34	33	42	47	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-103.459587276195364	-101.997505191676481	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.977378455377715	2	3	5	7	8	10	10	9	11	9	9	11	9	11	11	11	12	13	11	11	11	11	13	13	13	12	13	15	13	14	14	15	19	16	17	15	17	16	18	18	16	19	19	18	20	21	20	0	1	2	3	3	10	13	3	4	5	5	8	4	13	6	5	7	19	5	11	11	11	20	20	22	7	14	31	19	29	16	29	39	30	28	29	34	36	38	41	32	37	37	37	44	43	35	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-122.393128383741043	-120.931046299222160	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958097543616991	1	3	6	8	7	10	8	8	10	9	9	10	10	11	9	11	11	13	10	12	12	13	12	13	12	12	14	15	13	12	15	14	18	16	18	16	17	16	18	19	16	18	15	18	19	21	21	0	1	1	2	3	10	3	5	8	8	5	8	8	12	5	19	19	8	7	10	9	30	12	19	16	13	24	27	26	19	29	30	34	43	36	27	29	31	31	33	31	34	16	36	37	33	45	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-112.808932212869010	-111.346850128350127	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979388048801330	1	3	4	6	8	10	9	9	10	8	10	9	11	11	11	10	11	13	10	11	12	13	12	13	14	13	13	15	13	12	14	14	19	15	16	16	16	15	18	18	17	16	19	20	20	21	22	0	1	2	3	4	8	10	5	5	4	5	4	8	10	9	8	16	17	5	7	20	16	19	14	17	13	19	22	30	7	30	17	41	27	28	24	32	27	28	42	34	18	35	39	43	33	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-132.848289976487962	-131.386207891969093	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.784254272077184	1	4	6	7	8	11	10	8	10	9	9	10	10	10	10	11	11	14	9	11	12	13	13	13	12	12	13	15	14	14	16	15	18	16	17	16	16	15	17	17	16	18	19	19	20	21	20	0	1	2	2	3	11	5	3	10	4	4	5	19	19	10	9	8	26	8	5	17	21	15	20	6	7	9	21	26	27	32	27	36	25	21	22	24	7	30	28	21	18	40	40	28	36	33	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1
62000	-150.978452513432728	-149.516370428913859	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.755172072025066	1	3	5	6	7	10	10	8	11	9	9	10	10	11	8	10	11	14	9	12	10	11	12	14	13	11	13	16	12	13	16	15	19	17	17	16	13	16	18	18	16	18	19	19	17	20	22	0	1	2	3	4	15	8	3	12	3	5	15	5	13	5	19	12	25	8	13	1	11	26	9	20	7	12	24	7	20	30	24	36	28	36	24	22	24	41	31	27	37	36	32	37	18	46	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1
62500	-129.080216795107873	-127.618134710588990	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.870830856871742	2	4	6	7	8	10	7	8	11	9	9	10	10	10	9	12	11	13	11	11	10	11	13	12	13	12	13	14	13	13	16	16	17	16	18	17	16	15	18	16	16	19	18	19	20	21	21	0	1	2	3	7	8	2	7	4	4	7	8	10	8	5	13	11	14	14	8	8	8	9	11	19	14	12	26	17	6	38	25	34	38	40	32	24	30	34	23	27	35	41	33	44	42	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
63000	-153.717338102509530	-152.255256017990661	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.779997917483024	0	2	6	7	8	8	9	9	9	9	9	11	10	10	11	12	11	12	11	11	11	13	10	13	14	12	14	15	13	13	16	15	17	16	17	14	16	16	19	19	16	18	18	18	20	18	19	0	1	1	3	4	4	4	4	5	5	4	11	6	7	23	23	8	17	5	11	6	10	11	26	18	4	24	30	15	21	28	18	30	27	16	22	15	24	46	38	26	31	41	24	39	38	34	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1
63500	-136.651912512428822	-135.189830427909953	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.892650506103586	2	4	5	7	8	11	9	9	10	9	10	10	10	12	10	11	12	14	9	12	11	12	11	14	14	12	13	16	13	12	15	15	18	17	17	16	15	15	16	18	15	19	15	19	19	20	20	0	1	2	3	3	10	4	4	10	4	7	4	7	9	19	19	12	27	5	13	19	12	9	30	13	9	26	25	4	6	27	26	36	37	28	24	26	20	26	39	5	38	27	34	33	44	33	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1
64000	-121.692087761855745	-120.230005677336862	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.902273474275132	1	3	6	8	8	11	9	8	10	9	10	10	10	11	10	11	12	13	10	11	11	12	10	14	13	12	13	13	14	14	15	15	18	17	16	17	16	15	18	18	16	17	18	20	20	20	21	0	1	2	3	3	5	5	2	10	3	4	4	4	12	4	7	15	6	5	23	23	12	7	21	21	19	26	16	25	9	22	12	35	30	31	30	14	24	35	35	29	31	34	42	40	40	45	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-136.917496482525223	-135.455414398006354	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.835908963241064	2	4	5	6	8	9	9	7	11	8	10	10	10	11	10	11	11	13	11	12	12	12	12	14	14	13	12	15	12	13	16	16	18	16	16	17	14	17	19	18	15	17	18	19	19	21	22	0	1	1	1	4	5	8	3	5	1	8	5	7	4	4	15	15	5	6	19	19	13	12	20	21	19	7	18	7	9	37	37	34	41	25	21	23	32	42	38	25	29	36	40	43	45	44	1	1	1	2	1	1	1	1	1	4	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
65000	-127.142400732161363	-125.680318647642480	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.960997763839465	1	3	5	6	8	11	9	7	11	9	9	10	10	9	10	11	12	13	11	10	11	13	12	13	14	12	12	16	14	13	13	14	18	15	18	16	17	16	18	17	17	19	16	18	19	21	21	0	1	2	2	8	14	5	2	10	8	8	14	10	8	5	13	7	19	20	11	20	9	19	9	15	16	21	31	26	15	19	30	38	18	24	24	32	16	38	34	32	37	29	28	33	42	41	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
65500	-111.750531668458564	-110.288449583939681	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994057090273380	1	3	5	7	8	11	10	7	9	10	9	9	10	10	11	9	11	13	10	12	12	13	12	13	13	12	13	15	14	13	12	16	17	16	17	17	16	15	18	18	17	17	18	20	19	21	19	0	1	2	3	8	19	5	3	4	8	8	4	8	9	12	8	13	31	12	17	15	23	14	15	6	11	15	22	30	10	9	29	32	22	37	34	38	27	37	34	28	37	35	42	33	40	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66000	-158.661519181148918	-157.199437096630049	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.724062933253252	1	3	6	7	8	11	9	8	11	9	10	10	10	10	10	12	12	14	10	11	12	12	13	14	13	12	12	15	13	13	15	15	17	17	17	17	16	13	19	19	17	17	18	18	20	21	22	0	1	2	3	4	12	8	3	7	4	7	8	2	5	8	12	12	16	3	5	14	11	5	30	26	20	5	4	14	9	17	17	16	38	28	16	21	21	23	37	24	21	27	33	44	35	44	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	1	3	2	1	2	3	1	2	1	1	2	2	1	2	2	2
66500	-111.267622895481068	-109.805540810962185	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.902814385244101	2	3	5	7	8	11	8	7	10	9	10	9	10	11	9	10	11	14	11	12	11	11	12	13	14	12	13	15	13	13	15	15	19	16	18	16	16	17	18	18	16	18	19	20	20	20	22	0	1	1	3	4	12	3	3	8	7	7	4	7	11	7	5	9	17	5	14	12	15	16	16	22	14	19	29	21	20	30	29	35	30	37	18	26	41	28	31	18	32	40	35	40	39	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
67000	-121.669785204194355	-120.207703119675472	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.888512624786941	1	2	5	7	9	10	9	8	10	8	10	11	11	10	11	10	12	13	10	12	10	12	13	13	13	12	12	16	13	14	16	15	18	15	17	16	17	17	18	18	15	19	18	20	21	19	21	0	1	2	3	8	8	4	3	10	3	4	19	5	8	11	5	6	26	4	14	5	21	15	16	13	15	16	19	15	20	34	18	38	25	32	30	41	36	38	38	22	33	38	33	42	39	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
67500	-125.604182271297432	-124.142100186778549	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.966629214959234	1	4	5	8	7	11	9	6	7	9	7	9	8	11	10	11	11	13	10	11	12	12	12	13	13	11	13	15	13	14	15	15	18	17	17	16	16	17	18	19	16	16	18	18	20	21	21	0	1	1	3	3	7	4	2	3	11	8	9	8	12	9	11	13	26	11	4	6	26	20	22	14	7	16	18	17	22	22	27	30	28	36	22	31	32	42	34	29	21	36	34	39	40	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-150.398701727910094	-148.936619643391225	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.696401615797754	2	4	5	7	9	10	9	7	11	10	10	9	10	12	10	12	9	12	10	12	11	12	13	13	14	13	14	14	12	14	14	15	16	17	17	16	16	16	19	18	16	17	16	19	19	20	21	0	1	2	3	8	8	8	2	12	17	12	8	4	9	5	5	3	10	8	13	11	19	13	17	23	22	18	16	19	26	9	26	24	30	31	21	27	30	35	38	30	28	18	28	23	30	45	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	1
68500	-119.692591598101700	-118.230509513582817	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.922335945826237	1	3	5	7	8	10	10	8	10	10	9	10	11	12	10	12	12	12	9	12	10	12	13	12	13	13	12	15	14	14	13	16	17	16	17	15	16	14	18	18	16	16	18	19	21	19	21	0	1	2	3	4	5	5	3	8	11	8	8	8	12	8	5	11	6	4	21	5	10	14	12	24	24	15	14	20	27	18	28	18	30	34	31	25	16	42	37	25	29	32	35	46	28	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-128.603069223433636	-127.140987138914767	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.787732859335531	1	4	6	8	8	10	8	8	9	10	9	8	10	11	11	12	12	12	10	11	10	13	13	13	13	12	14	15	14	13	15	15	18	16	17	15	15	17	18	18	16	19	19	20	21	21	20	0	1	2	3	3	7	3	3	7	4	8	3	9	21	7	13	21	10	8	21	4	10	14	18	11	21	18	30	4	21	26	22	34	27	31	22	17	28	35	38	23	31	33	41	33	44	34	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2
69500	-163.046356218366867	-161.584274133847998	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.734368704926032	1	3	4	6	8	10	7	7	11	10	9	11	10	12	11	8	11	13	10	10	11	13	12	13	13	11	12	15	13	13	13	15	19	17	18	15	15	16	17	18	16	18	18	20	19	21	22	0	1	2	3	4	5	4	2	11	11	7	13	4	26	13	3	11	10	7	7	2	20	13	5	15	19	9	18	12	15	23	12	22	37	36	31	30	23	17	38	20	34	34	43	22	20	46	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	3	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	1	1	1	3	3	1
70000	-127.167288305228553	-125.705206220709670	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.837545186805389	2	4	6	7	9	9	8	8	10	8	9	11	10	11	10	12	11	12	11	12	11	12	12	14	13	12	14	15	12	13	15	16	18	17	17	15	17	14	18	17	16	19	16	19	18	21	21	0	1	1	3	8	8	3	2	8	3	4	13	5	5	7	13	15	12	11	13	2	19	21	23	12	6	19	12	9	18	24	24	43	25	36	29	28	22	32	28	38	43	38	40	43	33	42	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
70500	-115.505807234814284	-114.043725150295401	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.955885879892928	2	4	5	7	7	10	9	9	11	9	9	11	10	12	11	12	11	14	10	12	11	13	13	14	13	13	13	15	12	13	16	14	19	16	17	17	16	16	17	18	16	18	18	19	18	20	18	0	1	2	2	3	11	5	1	10	5	4	11	5	19	6	15	10	16	5	13	19	9	21	25	9	15	21	22	19	15	25	12	40	30	23	28	24	32	24	41	32	38	39	34	41	45	37	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
71000	-144.515932509801871	-143.053850425283002	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937646073758730	1	4	5	8	8	9	9	7	10	8	10	10	10	9	10	11	10	13	10	11	11	13	12	12	12	10	12	15	14	12	15	14	18	15	18	16	16	16	18	16	16	19	16	18	21	20	18	0	1	1	2	8	10	8	3	5	3	8	7	5	4	10	15	10	30	7	7	6	26	17	12	17	5	9	23	30	9	18	25	43	27	18	18	32	18	29	18	32	31	29	41	39	33	38	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
71500	-127.589419965066114	-126.127337880547230	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.925447077241700	2	3	5	7	9	10	10	9	11	8	9	9	10	11	10	12	11	12	10	11	11	13	12	12	12	12	13	15	14	13	16	15	17	15	18	16	16	15	18	19	17	19	18	20	17	21	18	0	1	1	3	4	8	10	10	11	3	10	4	12	11	10	19	6	19	4	15	12	9	19	13	13	7	6	24	25	21	27	29	37	26	32	34	34	22	33	29	34	33	31	41	31	37	41	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
72000	-98.625553474039350	-97.163471389520467	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.991170645071160	2	4	5	7	8	10	9	8	10	9	7	10	10	11	11	11	12	13	10	11	11	13	13	13	13	12	13	15	14	14	16	15	19	16	17	17	17	15	18	17	17	18	18	20	20	22	20	0	1	2	2	11	4	4	4	11	5	3	10	5	10	12	19	21	15	5	7	19	20	20	21	21	13	21	22	22	15	32	25	41	28	34	38	34	22	37	28	34	34	35	42	41	44	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-128.706239880476488	-127.244157795957619	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.842536032136941	2	4	6	6	9	9	10	7	10	8	8	11	10	10	10	12	11	13	10	11	11	11	12	13	13	12	12	15	13	13	15	15	19	15	18	16	17	17	17	18	16	17	18	19	20	21	20	0	1	2	2	4	8	6	3	6	4	3	15	11	10	10	17	13	6	6	10	13	6	15	6	16	7	10	23	27	17	26	20	39	23	36	24	28	41	18	36	31	34	36	39	20	44	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	1	1
73000	-113.071063850400634	-111.608981765881751	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.894975972808210	2	4	4	6	9	10	9	7	11	8	10	9	10	11	9	11	11	13	11	11	10	13	12	13	13	12	14	16	14	14	15	15	19	16	17	16	15	16	17	18	16	19	17	19	19	21	20	0	1	1	3	4	12	8	4	21	4	7	8	10	12	8	12	5	17	11	5	5	19	13	5	19	11	20	13	26	23	18	25	35	30	29	24	27	32	38	32	27	43	41	35	43	33	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73500	-115.845073674876275	-114.382991590357392	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.954783944650251	2	4	5	7	8	9	9	7	11	9	9	10	10	11	11	11	11	14	10	10	12	12	12	12	13	13	14	15	12	13	15	14	17	16	18	16	16	17	18	18	17	19	19	20	19	20	20	0	1	2	3	8	4	4	3	6	4	8	7	7	12	13	6	7	9	11	4	20	7	11	10	12	23	29	32	11	21	27	15	27	32	36	27	26	27	21	33	37	35	40	43	41	40	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
74000	-100.033819435541076	-98.571737351022193	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990706941053533	1	3	5	7	8	11	9	7	11	8	9	10	10	12	10	12	11	13	10	10	11	12	12	13	14	12	12	16	13	12	16	15	18	17	17	15	16	16	18	18	15	19	19	19	21	20	21	0	1	2	3	8	12	10	2	7	4	8	10	5	15	8	13	13	17	4	10	11	21	13	6	23	15	17	32	17	12	24	25	32	31	36	18	25	36	36	35	18	40	34	31	44	40	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
