step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
22000	-167.478411411005141	-166.034286976836654	-1.444124434168496	0.000098169431133	0.000033582665084	0.342088822319069	0.875293473433353	0	2	5	7	6	7	8	10	9	10	10	12	13	12	12	14	14	15	17	16	17	19	20	17	19	19	22	19	21	21	22	22	23	24	23	24	26	0	1	2	5	3	5	6	6	4	5	7	10	12	8	8	9	14	10	20	17	18	24	19	18	20	24	26	24	26	22	23	26	30	29	31	27	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1
22500	-177.747746495438093	-176.060157118010608	-1.687589377427473	0.000095227128942	0.000019752138354	0.207421336481225	0.746271205548250	0	2	4	4	6	6	8	9	9	10	10	11	14	13	11	14	14	15	16	18	16	18	19	18	22	20	21	19	21	21	21	23	22	22	23	21	26	0	1	2	2	3	4	6	6	5	7	7	11	15	15	7	14	7	14	16	18	18	19	20	19	28	22	28	13	24	28	24	22	24	20	29	28	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	3	1	1	2
23000	-175.009530364244625	-173.572648681986806	-1.436881682257816	0.000111776139616	0.000039114741132	0.349938200286184	0.801654901696447	-2	1	5	6	4	8	8	9	8	11	10	12	14	12	11	15	13	15	16	18	15	17	19	18	22	19	21	20	20	21	21	21	22	24	23	24	28	0	1	5	5	2	4	4	9	4	11	9	11	17	8	6	15	14	9	21	19	17	21	24	22	20	22	24	24	21	24	23	22	28	22	27	35	36	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	3	1	1	2
23500	-160.556663614034676	-159.001384928533355	-1.555278685501320	0.000118700142622	0.000031018513158	0.261318246744933	0.692234184819333	-1	3	4	6	6	7	8	9	10	11	10	12	12	13	10	13	13	15	17	18	16	18	20	18	21	19	22	20	20	21	21	22	23	23	22	24	27	0	1	2	3	3	2	6	4	7	15	7	6	8	13	8	10	9	17	18	18	18	21	20	21	24	22	23	24	26	26	23	26	28	20	28	35	33	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2
24000	-174.657667675453496	-173.065356371348344	-1.592311304105140	0.000146543762617	0.000035670035277	0.243408758177830	0.724013569024909	0	2	4	6	6	7	8	6	10	11	9	11	12	12	12	14	15	14	17	18	17	18	20	19	19	20	21	19	21	21	20	21	23	24	24	22	27	0	1	2	3	3	2	5	3	11	7	7	11	11	10	12	11	18	14	18	19	17	19	20	13	19	22	23	20	26	28	19	26	36	33	36	28	36	1	1	1	1	1	3	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2
24500	-165.968141898230101	-163.421511182479520	-2.546630715750595	0.000125371776662	0.000010420600325	0.083117593146023	0.819265223042878	0	2	4	6	6	7	8	8	9	11	11	11	12	12	10	13	13	15	16	18	17	18	19	19	21	19	21	19	20	21	21	21	23	24	23	23	25	0	1	2	3	3	2	6	4	6	6	7	7	9	15	9	11	10	4	17	19	19	21	20	17	20	22	23	20	26	19	24	29	28	35	32	28	30	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	2	2
25000	-143.720182116639734	-141.841864877887730	-1.878317238752016	0.000096202718067	0.000015368023900	0.159746254666851	0.936236686360098	-1	3	5	7	6	7	8	8	9	9	10	12	13	11	11	12	14	15	16	17	16	18	19	19	20	20	20	18	20	22	21	21	22	23	24	24	27	0	1	2	3	3	5	6	3	4	5	7	10	14	10	7	11	15	17	18	18	18	21	20	21	21	22	23	19	22	26	24	29	24	29	30	33	36	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-153.052044870958156	-150.911817102142663	-2.140227768815485	0.000084915478441	0.000010160542210	0.119654771971032	0.980102826472237	-2	3	4	6	6	8	7	8	8	10	10	11	13	13	11	15	14	15	16	17	17	19	19	20	21	18	21	19	20	20	21	23	22	25	23	23	28	0	1	2	3	2	7	3	4	4	8	6	11	15	10	9	13	13	17	18	18	18	26	19	19	30	19	26	20	22	28	23	29	28	32	33	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2
26000	-161.644461924017520	-158.877269143974956	-2.767192780042562	0.000108032248496	0.000007565009060	0.070025470778370	0.791535300744727	-1	3	4	7	6	6	8	10	10	10	9	11	13	12	11	14	14	16	16	17	17	18	20	19	21	20	22	19	20	21	22	22	23	22	24	24	27	0	1	2	5	3	2	6	4	11	7	7	9	10	8	9	13	14	17	17	13	18	21	24	21	19	22	26	20	22	23	23	29	25	26	33	27	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2
26500	-160.911298277372737	-158.660052043160221	-2.251246234212515	0.000128720439121	0.000013832860100	0.107464363813137	0.818114989991870	0	3	4	6	7	7	7	9	9	11	9	11	11	11	11	13	14	15	17	17	17	18	19	19	20	19	21	19	21	21	21	23	22	25	22	24	24	0	1	1	2	3	4	4	4	4	8	7	7	9	11	8	10	13	17	18	18	18	21	20	21	24	22	28	18	22	24	24	29	28	29	27	28	33	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
27000	-179.432774442322483	-177.843075916981547	-1.589698525340929	0.000106115608492	0.000025954101624	0.244583261523668	0.739177093588723	-1	3	5	6	7	8	7	10	9	10	10	11	13	13	10	13	14	15	17	17	16	18	19	19	19	20	19	20	20	21	21	23	23	24	23	23	26	0	1	2	3	2	3	3	6	5	6	7	10	10	12	9	6	15	17	18	18	18	21	20	21	18	27	21	24	23	23	23	26	30	29	24	28	36	1	3	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2
27500	-173.167532072821047	-171.108464696695023	-2.059067376126024	0.000092071907245	0.000011976128974	0.130073649309733	0.855859777348922	-2	3	4	5	6	6	8	8	10	10	9	9	12	13	11	12	12	16	15	17	17	18	19	19	20	20	21	19	21	22	20	22	23	25	24	24	27	0	1	2	2	3	4	5	4	11	11	7	7	7	11	11	10	15	19	17	18	19	21	18	22	20	22	23	18	24	26	23	26	27	22	27	33	25	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
28000	-163.900260190930567	-161.433291948208307	-2.466968242722271	0.000111203645639	0.000009871477018	0.088769365078052	0.847331923598636	-1	3	5	6	7	8	8	8	9	10	9	12	13	12	11	11	13	15	16	17	17	18	19	18	21	19	21	19	20	20	21	21	23	23	23	24	27	0	1	2	3	3	5	5	4	6	6	7	10	8	16	8	11	16	17	18	18	18	19	20	12	19	22	21	20	22	22	23	26	25	29	27	28	35	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	3	2	1	3	1	1	1	1	1	1	1	1	3	1
28500	-162.106002257905089	-160.380087226895171	-1.725915031009924	0.000099827366223	0.000019546975004	0.195807780406349	0.796362952138397	-1	3	4	6	5	6	8	8	9	11	10	10	13	12	10	13	14	15	16	18	17	18	19	19	21	19	22	20	20	21	21	23	24	24	22	22	27	0	1	2	2	2	5	6	4	8	4	7	4	10	15	4	11	14	17	18	18	18	21	19	19	18	20	28	24	22	24	23	27	28	29	28	28	33	1	2	1	1	1	1	1	1	1	3	1	2	1	1	2	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	3	2	1	1	1
29000	-160.951475061667651	-159.303621485273908	-1.647853576393757	0.000109608653736	0.000024224052005	0.221004922328228	0.802202550418196	0	2	4	6	6	7	8	10	8	9	10	11	14	11	10	14	13	15	17	17	15	18	19	19	21	20	20	20	20	20	21	22	23	24	23	24	27	0	1	2	3	3	5	6	4	5	6	7	6	17	15	7	7	9	17	18	13	13	18	20	20	19	22	19	22	22	20	30	26	25	25	25	33	27	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
29500	-144.344626384885686	-142.897594270434496	-1.447032114451177	0.000084309411787	0.000028587796407	0.339081910324298	0.844583240241509	-1	1	4	6	5	8	7	9	9	10	10	11	13	12	11	14	13	15	17	17	17	18	19	19	21	19	21	19	20	20	21	21	22	24	23	23	26	0	1	2	3	3	7	5	4	7	7	6	9	12	15	6	14	14	17	18	18	18	21	19	21	24	22	30	19	22	22	24	22	27	35	32	27	36	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
30000	-153.358821236415565	-151.619129602339626	-1.739691634075937	0.000091957965047	0.000017650132613	0.191936963846470	0.944911540363886	0	2	5	7	5	8	6	8	10	10	10	9	13	11	11	13	15	14	16	18	17	18	19	19	20	20	21	20	20	22	21	22	22	25	23	23	26	0	1	1	5	2	7	5	3	8	8	6	6	12	10	6	15	18	16	18	19	18	21	19	21	20	24	24	20	22	31	23	26	28	35	28	27	35	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-176.658236879755520	-174.462820583973894	-2.195416295781640	0.000082967498995	0.000009402684077	0.113329727796686	0.786799066621049	-2	1	4	6	5	7	6	9	8	10	8	10	13	12	11	12	14	15	17	18	17	19	19	18	22	20	20	19	21	21	21	21	22	23	24	24	27	0	1	2	2	3	7	3	6	5	9	2	4	14	7	4	10	15	14	18	19	18	21	19	21	30	22	23	19	22	27	24	26	28	29	28	33	36	1	1	1	2	1	1	1	1	1	1	3	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1
31000	-169.084632024580969	-167.353284250698437	-1.731347773882532	0.000093539118744	0.000018171237516	0.194263509855603	0.789377817225614	-1	3	5	7	6	8	7	9	8	10	9	12	13	11	12	14	14	16	17	18	15	17	19	20	20	19	21	19	21	21	21	22	24	24	22	22	25	0	1	2	3	3	5	2	4	5	8	7	9	14	6	7	14	13	17	18	18	13	21	19	28	19	22	28	19	22	28	23	22	28	27	31	28	28	1	2	1	1	1	1	2	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	3
31500	-147.760012903847212	-145.267367667543255	-2.492645236303963	0.000110653902222	0.000009614172154	0.086885071029111	0.921749252849459	-1	3	4	6	6	7	8	9	9	9	10	11	12	12	12	14	14	15	17	18	17	19	19	19	21	18	20	20	20	21	21	22	23	23	24	24	27	0	1	2	3	3	2	6	4	7	6	9	10	9	8	7	15	13	15	18	19	18	26	20	19	20	21	26	20	26	26	23	27	28	30	31	28	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
32000	-182.785934547563102	-180.749507835666037	-2.036426711897064	0.000098617631009	0.000013141060636	0.133252649666514	0.780327132280217	-1	3	5	7	6	8	7	9	8	9	10	10	14	12	11	13	13	15	17	18	16	19	20	19	21	19	21	18	20	19	19	22	23	22	22	22	27	0	1	1	3	3	7	3	4	7	7	10	6	14	10	10	11	9	17	18	18	18	18	30	28	24	21	26	18	22	17	19	29	35	29	31	19	33	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1
32500	-167.595968414809903	-166.002391939318443	-1.593576475491469	0.000103869267225	0.000025224073439	0.242844434282788	0.766078196590991	-1	3	4	6	7	6	7	7	8	9	10	10	12	12	12	14	14	15	16	17	17	18	19	20	21	20	22	20	21	21	21	23	22	24	21	24	27	0	1	2	3	3	3	6	6	8	7	10	7	12	12	5	13	10	17	17	18	18	18	20	17	22	22	26	20	22	20	23	29	28	26	23	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	1	1	1
33000	-163.439742055431424	-160.542719863978760	-2.897022191452656	0.000106951054047	0.000006813088112	0.063702860833570	0.747365903384626	-1	3	4	7	5	7	8	9	9	10	11	10	12	12	12	14	15	14	15	17	16	18	19	18	21	20	20	19	20	22	21	22	24	24	24	22	26	0	1	2	5	2	3	5	6	6	5	4	7	12	9	10	15	18	15	18	18	18	21	20	20	24	22	22	18	19	27	23	26	36	26	32	25	36	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	2	2	1	1	2
33500	-168.607141193605941	-166.967910180535114	-1.639231013070829	0.000084296185045	0.000018898839140	0.224195663543300	0.781222942007836	-1	2	4	7	6	7	7	9	9	11	10	11	11	12	10	14	13	16	14	17	17	18	19	18	19	19	21	20	20	18	22	21	22	25	24	23	27	0	1	2	3	3	5	3	4	4	4	6	9	15	15	4	6	13	19	17	18	18	21	30	16	20	30	25	25	22	21	23	26	28	26	32	33	36	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2
34000	-155.775003049128856	-154.267732055120774	-1.507270994008076	0.000137391525487	0.000039799619811	0.289680310846015	0.940386384095698	-1	3	5	7	5	7	8	9	9	10	11	11	13	12	11	14	13	16	14	16	16	17	20	18	20	19	20	19	21	21	21	23	23	25	21	24	27	0	1	2	5	2	5	6	3	6	7	9	7	11	12	7	11	15	19	17	19	19	21	24	16	24	22	24	24	26	26	24	29	30	29	26	33	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-149.463697159631124	-148.036875457200807	-1.426821702430310	0.000085467792802	0.000030923851538	0.361818768503264	0.924481625987064	0	3	2	7	6	8	6	9	9	11	10	9	13	13	11	14	15	16	17	18	17	19	20	20	20	20	21	20	21	21	21	22	22	24	22	23	26	0	3	1	5	2	4	2	4	4	6	6	7	15	15	4	10	13	17	18	18	18	20	20	19	20	22	22	20	22	23	23	24	28	27	25	33	36	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35000	-173.469931320475325	-170.932188449870864	-2.537742870604462	0.000113691743251	0.000009518332001	0.083720521198326	0.714845496801392	-2	2	4	6	6	7	7	9	10	10	8	10	12	12	11	14	13	15	17	17	16	17	20	20	21	19	22	19	20	20	21	22	22	24	23	22	26	0	1	2	2	3	5	2	7	8	6	6	11	9	8	12	13	10	17	18	18	18	17	20	20	28	22	31	19	19	22	23	24	28	29	25	24	33	1	2	1	2	2	1	3	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1
35500	-149.675518543613947	-147.527798936037698	-2.147719607576256	0.000131481448214	0.000015615099675	0.118762759970893	0.992715531101266	-1	1	4	3	5	7	8	10	9	11	10	11	13	13	12	11	13	14	17	16	16	18	19	20	21	19	22	19	21	21	21	23	23	25	23	24	27	0	1	4	2	3	5	6	9	5	7	7	7	8	15	10	9	16	17	20	18	18	21	19	22	24	22	31	20	26	26	24	30	30	35	25	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-176.834535772621223	-175.343296399334548	-1.491239373286661	0.000093853753807	0.000028243480524	0.300930750006280	0.697631699095457	0	2	4	6	6	8	6	9	9	10	9	11	13	12	11	15	14	13	16	18	17	18	20	19	20	19	22	20	21	21	19	21	24	23	21	23	27	0	1	1	3	3	7	3	4	7	6	6	9	4	5	6	10	18	10	16	19	19	19	20	20	20	22	23	19	26	25	21	26	30	30	18	28	36	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	4	1	2
36500	-159.314412804514689	-157.720512473236511	-1.593900331278185	0.000143517652744	0.000034831796984	0.242700436624480	0.731382781693440	-1	2	4	6	5	7	7	9	9	8	11	11	11	12	11	14	14	14	16	18	17	18	20	20	22	19	21	20	21	19	21	23	23	24	24	22	27	0	1	2	5	2	5	5	10	7	6	4	10	8	13	8	11	14	9	18	19	19	21	20	22	24	22	26	20	26	19	23	29	27	29	36	28	35	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
37000	-141.382401569744388	-139.891940119295498	-1.490461450448881	0.000066739320376	0.000020122248450	0.301505144738387	0.962550049075829	-1	2	4	7	6	8	7	10	9	10	11	12	12	12	11	13	13	15	15	17	16	18	20	18	22	19	22	20	20	21	19	21	23	24	22	23	25	0	1	2	3	3	7	3	4	4	7	9	10	8	8	9	11	15	17	17	18	19	21	31	18	30	22	30	24	26	24	20	29	27	26	29	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
37500	-173.318373628885013	-171.214307352657130	-2.104066276227889	0.000091623972111	0.000011372325549	0.124119543033554	0.794669270262805	0	2	4	6	3	6	7	8	8	9	10	10	13	13	11	12	15	16	14	17	16	18	20	18	21	20	21	19	21	21	21	22	22	23	23	22	26	0	1	1	3	1	5	6	6	6	7	7	9	9	15	9	11	11	19	14	19	19	20	20	18	22	22	28	20	26	28	24	26	28	29	31	28	36	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2
38000	-179.388701679886907	-177.594882247791588	-1.793819432095310	0.000086766158795	0.000015448233386	0.178044454204735	0.861646967438560	0	2	4	6	7	7	6	10	9	8	8	10	13	12	12	13	13	15	17	17	16	18	18	18	21	20	22	20	21	19	20	22	23	24	23	24	26	0	1	2	3	7	3	3	9	4	5	2	9	8	11	10	14	9	17	18	18	18	21	18	21	26	22	26	18	22	24	23	22	28	26	25	25	36	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	2	1
38500	-160.051072034696062	-158.489338665776046	-1.561733368920023	0.000105739786091	0.000027279417918	0.257986316468415	0.749057193619341	0	2	4	6	6	8	7	10	9	11	11	11	14	13	11	13	13	16	15	18	17	18	19	18	21	20	22	20	20	22	21	23	24	24	23	24	28	0	1	2	2	3	7	3	9	4	9	6	6	16	12	8	11	10	19	16	18	19	18	20	19	24	22	29	24	22	26	23	25	24	26	24	28	33	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1
39000	-168.405515864863418	-166.918368458303490	-1.487147406559937	0.000093917606883	0.000028549464387	0.303984155209031	0.924892010161281	-1	3	5	7	7	5	6	9	9	10	10	11	14	11	11	14	13	15	17	17	17	19	20	19	22	19	21	20	20	21	22	22	22	24	22	24	27	0	1	2	6	7	2	2	4	4	5	4	9	17	8	8	10	11	4	16	18	18	21	20	19	27	21	22	24	22	22	27	26	28	29	29	35	36	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
39500	-150.244873083073117	-148.360891248446478	-1.883981834626649	0.000129562513859	0.000020553961937	0.158641271494661	0.839468197943079	0	2	4	6	6	8	6	9	8	10	10	11	14	12	11	14	14	14	16	18	17	18	20	19	21	19	22	20	20	21	21	23	23	24	23	24	26	0	1	2	3	3	7	3	4	5	7	6	11	15	11	9	11	14	15	17	18	18	21	20	19	24	22	26	20	24	20	23	29	30	30	28	28	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
40000	-157.011183227509974	-155.212261635733341	-1.798921591776645	0.000135159896082	0.000023900588035	0.176831950362055	0.929119125111637	-1	1	4	7	7	7	6	9	9	10	11	11	13	12	12	13	13	15	16	17	16	18	19	19	22	19	21	19	20	21	22	22	23	25	24	23	26	0	1	2	7	3	7	3	4	5	9	10	10	10	11	11	15	15	17	18	17	18	21	19	19	27	22	23	20	22	28	23	24	27	35	32	28	33	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
40500	-169.539949885672968	-167.911087804891650	-1.628862080781322	0.000088992558461	0.000020304677521	0.228161521281892	0.624736392332982	-1	3	5	7	6	8	7	10	10	9	10	11	13	12	12	13	14	15	16	18	16	18	18	17	21	20	21	20	20	22	22	22	24	24	22	24	27	0	1	2	3	2	3	2	10	6	7	10	6	15	10	8	14	14	17	18	19	18	21	19	17	24	22	19	20	22	26	27	26	28	32	28	35	36	1	1	1	1	2	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2
41000	-169.652617996753918	-167.947293760727604	-1.705324236026307	0.000143830716817	0.000029037077596	0.201883702163121	0.847879176724302	-1	1	4	7	6	6	7	9	9	10	11	10	13	12	12	13	13	15	16	18	15	18	20	20	21	19	22	20	20	20	22	22	24	23	24	22	24	0	1	2	6	3	3	5	7	7	3	9	6	8	8	8	10	11	16	18	19	17	21	19	26	30	22	30	20	22	20	24	29	27	30	36	25	36	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
41500	-162.780442495300150	-160.340554385640473	-2.439888109659663	0.000102026605287	0.000009266626067	0.090825584571811	0.941823109608741	-1	2	4	6	6	6	8	9	9	9	10	11	13	12	11	13	14	16	15	17	17	19	20	19	21	20	19	20	20	21	21	21	23	22	23	23	24	0	1	2	2	3	2	6	6	4	4	10	11	11	11	11	11	16	19	17	19	19	21	24	21	24	22	20	24	22	28	27	29	28	22	30	30	30	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
42000	-203.614775648214163	-202.092474516432986	-1.522301131781190	0.000058693456968	0.000016436142558	0.280033642709879	0.712096696759137	0	2	3	5	6	5	7	9	9	11	10	12	13	12	11	14	14	15	17	17	15	17	20	17	20	20	20	18	21	21	22	22	23	24	22	23	26	0	1	1	3	6	2	4	7	2	8	7	4	8	15	5	15	14	13	18	17	13	18	20	18	20	22	22	24	22	28	23	26	28	26	23	28	33	1	2	1	1	1	1	1	1	4	1	2	3	2	1	3	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1
42500	-160.791502106969887	-159.318607994494158	-1.472894112475736	0.000092833597320	0.000029269231250	0.315287052257919	0.740805146062682	0	3	5	6	6	7	7	9	8	11	11	10	13	12	11	14	13	15	17	17	17	19	20	19	20	20	22	19	20	21	21	23	24	25	24	23	26	0	1	2	3	2	5	5	9	5	8	7	6	15	12	8	12	15	17	18	18	18	21	24	20	20	22	26	18	22	24	23	29	36	26	27	28	36	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2
43000	-178.061361512689984	-176.132577373954717	-1.928784138735255	0.000109953751845	0.000016532444967	0.150358170496475	0.876353616950997	-1	1	4	5	7	7	6	9	9	9	9	11	11	11	10	14	14	14	15	17	17	18	19	18	21	19	21	19	20	20	21	23	22	21	24	24	28	0	1	2	3	3	4	3	4	5	5	5	9	11	10	8	14	14	9	18	19	19	20	20	18	30	22	24	20	21	24	23	27	25	29	33	33	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2
43500	-159.176641129325134	-157.718790441565545	-1.457850687759598	0.000079203683836	0.000026020953807	0.328532115515281	0.852602131977109	-1	2	4	7	7	6	8	10	9	10	10	11	13	12	11	14	14	15	16	17	16	19	18	19	21	20	21	19	21	21	21	22	22	25	23	24	26	0	1	1	6	3	3	6	9	7	9	6	7	6	10	10	11	14	13	18	18	18	23	18	18	24	24	20	20	22	28	20	24	30	35	29	30	36	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
44000	-145.599868326626648	-143.541005128384768	-2.058863198241879	0.000140274093183	0.000018249904584	0.130101747011347	0.950462802312322	0	2	5	4	6	8	7	9	9	11	10	11	13	12	11	13	14	16	16	17	17	19	19	18	20	20	20	19	21	21	18	23	23	24	24	23	26	0	1	2	2	3	5	5	7	6	9	6	9	15	10	11	15	15	17	17	19	18	24	20	19	31	22	28	24	26	28	19	29	25	26	29	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-176.625931870328145	-174.320537645892784	-2.305394224435361	0.000081368082911	0.000008317946215	0.102226154503183	0.741465821863689	-1	2	4	6	6	7	8	10	10	9	9	11	12	11	11	13	14	14	16	18	16	18	19	20	19	19	22	20	20	22	20	22	23	23	23	23	27	0	1	1	2	3	3	3	7	10	6	4	11	9	9	7	11	13	9	17	19	18	21	19	25	19	22	24	25	26	28	18	22	28	24	30	27	27	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	4	2	2	1	1	1	3
