step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
10500	-575.134164962485670	-573.395063722357918	-1.739101240127743	0.000117827603985	0.000037510030272	0.318346711662196	0.996854078698264	-2	5	5	10	12	2	2	12	14	11	13	22	5	16	17	10	16	14	15	16	17	11	20	13	31	14	23	21	17	25	24	26	25	26	24	27	34	28	24	30	31	28	30	30	33	35	25	26	35	38	37	36	37	37	39	40	41	46	39	38	37	44	46	45	51	50	50	49	49	56	49	52	56	43	62	0	1	7	2	3	1	1	13	2	6	7	18	1	5	8	1	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	62	62	62	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-575.374969057205703	-573.778096284197090	-1.596872773008573	0.000115590357668	0.000030482171258	0.263708598819741	0.997578800561714	-2	7	7	6	12	5	3	13	9	14	12	21	10	14	17	14	10	15	14	17	10	13	19	11	30	19	23	22	20	20	23	21	22	24	23	26	27	23	24	25	28	31	28	28	33	35	28	31	32	35	37	34	39	38	42	37	41	44	36	41	32	37	45	44	51	48	51	43	52	55	47	54	62	50	66	0	1	7	1	3	1	1	13	2	6	7	18	6	5	8	2	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	28	56	41	61	62	59	62	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-579.091092510528483	-577.324382088860034	-1.766710421668417	0.000118440901157	0.000041625632788	0.351446437685485	0.998354667595516	-1	5	8	9	10	10	2	12	13	16	13	21	8	15	16	11	6	17	14	18	15	11	20	14	23	17	20	23	24	25	22	22	22	21	19	26	22	24	22	27	27	30	33	27	28	32	22	28	30	31	36	36	34	37	39	36	43	41	30	34	33	39	43	45	46	47	53	57	50	51	50	51	62	45	68	0	1	7	2	3	2	1	13	6	6	7	18	2	5	8	2	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	58	59	58	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-562.620961816077283	-558.606203361059215	-4.014758455018031	0.000141001744239	0.000050896798053	0.360965733637101	0.983917791939716	-3	7	10	6	14	3	7	15	12	10	12	22	11	17	17	12	10	12	14	20	19	16	20	17	29	19	22	22	21	19	23	24	23	24	24	27	28	24	23	30	31	31	32	29	32	35	29	34	33	38	37	38	34	37	33	38	38	46	38	40	36	41	44	45	51	50	53	49	53	52	56	57	61	51	67	0	6	7	6	3	1	1	13	6	6	7	18	6	5	8	1	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-579.836979720145337	-576.338198315629711	-3.498781404515575	0.000135483251939	0.000043826978082	0.323486316238523	0.984357749425758	0	5	10	8	13	4	6	14	11	15	13	24	8	16	18	13	12	19	17	17	15	15	22	20	28	20	20	21	22	16	29	20	26	23	22	24	27	22	26	23	29	29	27	31	32	33	22	30	32	33	36	39	32	39	30	37	37	45	38	39	36	41	48	48	51	50	58	55	50	55	59	56	65	56	68	0	1	7	1	3	1	2	13	6	6	7	18	1	5	8	2	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	58	59	58	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-576.650877855015210	-574.724129139785305	-1.926748715229874	0.000120523328498	0.000051496895462	0.427277408480942	0.999899574479564	-4	9	6	3	11	4	1	14	16	18	9	21	10	16	16	2	1	18	18	21	15	16	18	14	28	23	22	24	20	12	22	24	23	24	20	26	30	25	26	30	26	26	31	33	33	30	29	32	35	36	34	35	40	38	38	42	39	45	39	39	35	39	41	44	44	48	54	51	52	49	50	50	56	54	62	0	6	7	1	3	1	1	13	2	2	7	18	6	5	8	1	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-587.890263263884549	-585.086962526189154	-2.803300737695380	0.000128666192258	0.000043293962173	0.336482811940511	0.968503386976959	-1	8	11	12	13	3	8	17	7	10	13	21	9	16	19	5	10	18	14	18	17	14	21	15	28	16	20	25	18	22	23	23	24	24	23	25	29	25	22	29	29	32	30	28	34	33	26	27	38	36	38	32	34	35	35	41	38	43	33	43	32	37	45	39	50	51	53	49	47	54	47	56	54	46	70	0	6	7	6	3	1	6	13	1	1	7	18	6	5	8	6	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-576.257739243874767	-572.323371014169766	-3.934368229705053	0.000138658507096	0.000034439615605	0.248377227810490	0.999831895232384	-1	1	10	3	14	8	8	12	12	8	11	19	9	16	16	14	9	13	15	18	16	13	20	20	28	16	20	22	19	18	27	19	24	20	23	24	25	24	20	24	29	27	31	30	34	34	32	30	31	34	39	38	35	37	37	36	39	44	38	38	37	40	44	41	44	51	50	54	55	54	53	56	58	47	63	0	1	7	1	3	2	2	13	6	1	7	18	2	5	8	6	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-566.593144242947687	-564.146068493653388	-2.447075749294254	0.000124425622523	0.000035220888784	0.283067812482133	0.975376412313841	-3	5	8	7	12	1	1	11	9	5	13	20	7	15	18	14	11	14	14	13	18	14	22	14	29	18	18	24	20	23	29	24	26	26	24	25	33	23	26	27	29	31	30	29	30	34	32	30	34	34	37	37	38	36	41	40	44	45	36	39	38	41	45	42	44	50	54	48	51	50	50	53	54	58	60	0	1	7	1	3	1	1	13	6	1	7	18	6	5	8	2	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	62	63	63	52	62	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-580.837606173449899	-577.284021739305103	-3.553584434144739	0.000135660221011	0.000039926064567	0.294309299137657	0.988780275275566	-3	1	7	6	11	3	4	12	18	13	10	15	7	12	17	13	15	12	14	18	15	9	22	19	30	22	19	23	18	18	25	21	24	27	23	28	26	23	27	23	27	28	29	30	31	31	30	31	34	36	36	38	34	39	35	43	35	43	39	38	31	40	43	47	51	48	46	47	50	51	51	51	55	47	61	0	1	7	2	3	2	1	13	6	6	7	18	1	5	8	2	6	4	13	13	3	1	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-584.360262709144877	-580.879785616756408	-3.480477092388469	0.000135368706463	0.000044640282166	0.329768107653627	0.986490581520905	-12	4	7	10	14	0	4	11	16	5	14	21	7	16	15	12	11	17	14	16	13	8	21	20	31	18	21	20	22	26	27	23	26	22	21	27	29	20	21	28	29	30	24	26	29	36	29	31	33	35	38	32	39	32	37	43	38	44	28	42	35	38	44	38	46	49	51	54	49	49	56	52	60	52	68	0	6	7	6	3	1	6	13	6	6	7	18	6	5	8	2	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	62	63	63	52	58	62	58	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-572.032609426545264	-569.495965083217357	-2.536644343327906	0.000125306529624	0.000035353629205	0.282137166443579	0.988556353433482	-5	3	8	11	11	8	4	12	6	11	12	23	9	15	14	14	9	18	19	13	19	11	17	13	28	23	21	22	19	24	30	25	25	23	23	27	28	32	27	29	28	28	31	30	26	31	29	28	35	35	34	36	34	36	38	45	36	44	37	44	39	41	44	48	45	48	55	53	47	52	52	53	58	57	69	0	1	7	6	3	2	1	13	1	6	7	18	2	5	8	6	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-582.519757321976385	-580.226338182900690	-2.293419139075752	0.000123605272955	0.000042066420126	0.340328685984899	0.999067213482316	-3	1	7	9	11	4	2	13	7	0	14	20	9	15	15	10	15	14	15	16	11	12	19	11	29	20	24	26	19	26	25	25	24	22	21	27	29	28	31	30	28	25	31	30	33	31	29	34	33	32	38	37	38	36	36	40	37	44	31	37	33	38	46	42	51	51	53	51	53	50	46	53	61	56	69	0	1	7	6	3	1	1	13	6	1	7	18	2	5	8	2	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	58	63	63	52	58	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-579.917392515761549	-576.645519952124005	-3.271872563637510	0.000131796252825	0.000031341257926	0.237800827068556	0.987985729590592	-3	3	7	4	9	5	4	12	11	14	12	21	9	12	16	12	18	17	19	14	17	14	18	20	30	14	20	23	19	16	24	27	21	27	20	25	30	26	17	31	28	28	30	30	26	32	29	26	31	32	37	35	36	32	32	40	45	45	34	37	34	39	44	46	50	51	52	48	52	42	53	55	60	45	66	0	1	7	1	3	2	1	13	6	6	7	18	6	5	8	6	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	21	49	40	62	43	49	41	61	62	59	58	63	63	52	62	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-580.807441041790071	-577.795808786568841	-3.011632255221226	0.000131277076750	0.000053480458410	0.407386115943724	0.989785934985484	-2	2	5	10	10	3	1	11	11	8	13	23	10	12	17	13	7	18	16	18	10	14	19	25	25	19	19	25	23	23	28	26	23	21	25	25	25	24	28	28	26	28	32	29	30	32	33	24	35	30	34	35	34	34	38	43	40	44	37	39	36	39	44	46	49	50	49	50	52	53	53	54	58	60	65	0	1	7	2	3	1	1	13	2	1	7	18	2	5	8	2	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-581.313636775023156	-578.333908926306094	-2.979727848717086	0.000129809871565	0.000037226348131	0.286775941473117	0.985167897193838	-2	6	4	9	8	5	1	14	15	11	10	24	7	15	17	10	14	13	14	13	13	13	21	20	30	18	19	20	18	18	23	20	23	26	24	28	23	25	21	31	26	32	34	25	29	31	24	23	37	33	35	34	27	39	33	43	40	45	40	43	39	41	43	46	50	47	55	50	57	53	48	53	58	53	69	0	1	7	6	3	1	1	13	6	6	7	18	1	5	8	2	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-572.059475600808923	-570.441865920410009	-1.617609680398863	0.000116711722285	0.000038179992841	0.327130746536819	0.999986561376385	-1	4	8	12	11	8	5	12	14	15	12	21	9	14	16	10	14	15	14	17	18	10	18	15	29	21	21	21	23	17	27	23	24	25	22	27	25	22	27	27	27	30	30	28	29	32	31	32	30	31	35	33	36	34	42	40	31	41	41	32	33	38	45	48	47	51	49	49	53	52	53	55	62	55	64	0	1	7	2	3	2	1	13	2	1	7	18	1	5	8	1	2	4	13	13	3	1	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-577.646530844153403	-575.961788494818620	-1.684742349334730	0.000117706129091	0.000042554157644	0.361528817345477	0.994707784159796	-2	4	11	7	14	0	5	10	5	7	14	17	7	16	16	10	10	14	12	15	17	16	19	22	32	18	22	21	22	17	24	25	22	22	22	27	31	28	25	28	26	31	29	30	33	30	24	24	35	38	36	35	33	37	31	39	33	43	35	42	34	40	45	43	47	51	51	54	52	51	52	57	62	43	66	0	6	7	6	3	1	6	13	6	1	7	18	2	5	8	1	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	56	41	61	62	59	58	63	63	52	62	58	58	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-581.233128964775233	-577.991964453597234	-3.241164511178034	0.000133532120412	0.000053414705219	0.400013907167548	0.980740472929388	0	4	10	7	13	2	8	11	13	11	14	17	7	15	17	11	12	12	14	18	15	15	20	19	31	21	23	22	20	22	26	26	25	27	21	28	26	26	30	30	29	29	28	30	28	35	32	27	33	32	38	32	33	37	35	39	38	41	40	41	33	38	46	47	47	49	55	40	49	45	58	54	49	55	66	0	1	7	2	3	1	2	13	2	1	7	18	6	5	8	6	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	28	56	41	61	62	59	58	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-568.754102035484607	-566.783900741860975	-1.970201293623670	0.000120062607354	0.000037462691168	0.312026300225901	0.997724081863430	-2	3	10	7	12	7	2	13	11	10	10	23	8	16	16	10	15	14	13	12	14	15	19	13	28	17	21	24	20	17	27	22	24	23	22	26	33	21	24	27	29	32	32	24	27	32	31	30	32	38	34	33	38	31	42	42	41	43	36	42	34	41	46	45	51	50	51	50	55	51	48	56	60	56	66	0	1	7	2	3	2	1	13	6	2	7	18	2	5	8	6	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-576.337856063574236	-573.412270457690283	-2.925585605883897	0.000129926059176	0.000044205792624	0.340238077753933	0.981899931853087	-2	2	8	10	12	4	5	8	13	11	7	21	6	15	15	16	14	17	13	16	18	15	17	21	21	18	21	24	21	19	26	22	23	18	24	24	26	19	27	30	29	30	28	27	30	34	30	30	32	36	36	36	39	33	37	42	41	43	35	38	35	40	43	46	44	50	47	51	48	48	50	53	56	53	67	0	1	7	6	3	1	1	13	6	2	7	18	1	5	8	6	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-573.716993938763608	-568.460449989167046	-5.256543949596523	0.000152446209715	0.000042452468177	0.278475065116334	0.996629310226976	-1	2	8	10	12	6	6	15	13	16	8	17	8	14	17	15	14	14	13	20	17	17	21	18	29	15	22	23	23	25	29	19	24	23	24	25	30	27	29	23	30	31	33	29	29	33	25	32	30	35	35	39	36	35	37	37	42	45	40	41	35	40	44	45	50	49	52	53	52	56	57	55	63	49	68	0	1	7	2	3	2	1	13	1	6	7	18	1	5	8	6	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-571.526270123726022	-567.260141838212235	-4.266128285513817	0.000143189712486	0.000046747113269	0.326469775357738	0.995148825380546	-2	3	8	7	13	8	4	14	14	15	11	23	10	16	16	11	11	12	18	17	17	11	21	11	32	18	23	25	16	20	26	25	24	28	23	25	27	22	24	28	27	26	34	29	33	33	33	32	32	33	37	34	39	39	40	44	38	41	36	37	35	38	44	46	44	47	55	52	46	45	49	54	62	53	67	0	1	7	2	3	1	1	13	2	1	7	18	2	5	8	6	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-564.227387070378086	-561.751608522147308	-2.475778548230832	0.000125615622174	0.000045400120321	0.361420972447093	0.982784714586788	-2	6	8	7	10	3	4	15	13	16	12	20	12	14	18	15	10	14	19	23	15	12	21	20	26	24	20	25	19	22	27	24	25	23	22	25	21	29	29	28	30	31	31	27	29	34	31	34	33	37	37	36	30	35	34	43	43	44	34	37	35	41	45	43	45	48	58	46	51	50	52	55	54	51	64	0	6	7	6	3	1	1	13	6	2	7	18	2	5	8	2	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	62	63	63	52	62	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
