step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
25500	-323.329552054358658	-321.450310369208864	-1.879241685149803	0.000281935343494	0.000044987009679	0.159564987919758	0.188305173767564	0	12	14	14	16	16	17	18	17	18	20	19	20	23	21	24	25	25	23	27	29	36	44	50	53	55	56	56	58	59	63	0	1	2	2	3	3	3	7	4	7	3	4	4	11	4	12	3	6	8	2	8	21	2	22	21	18	22	21	22	22	18	1	6	1	1	1	2	2	1	2	1	3	2	3	1	2	4	6	5	3	7	6	3	14	8	13	14	8	12	10	12	17
26000	-336.624874930791805	-334.077298639835760	-2.547576290956040	0.000383178569457	0.000031824450261	0.083053836508380	0.149669207772042	-1	10	15	12	15	16	19	18	17	17	20	20	19	22	20	24	25	25	24	26	30	35	44	52	52	56	56	56	59	60	62	0	1	1	2	1	1	10	10	3	2	10	5	3	11	5	3	10	8	8	6	19	21	17	21	19	21	21	22	21	22	22	1	4	8	1	8	8	1	1	1	3	2	3	2	1	3	5	4	5	3	4	2	3	10	13	13	13	10	9	13	14	14
26500	-344.467055653526018	-342.445532978354947	-2.021522675171066	0.000308191558802	0.000041734566409	0.135417616794111	0.154590419233724	0	11	14	13	16	14	16	19	17	19	20	19	19	23	23	24	25	25	24	27	30	36	43	51	53	54	57	57	58	59	61	0	1	1	2	1	1	2	7	4	7	10	4	4	11	4	9	11	8	8	3	8	18	19	18	18	22	21	19	21	22	22	1	5	8	1	8	5	1	2	2	2	1	3	4	2	6	4	2	3	4	8	5	5	10	14	15	8	11	15	13	10	15
27000	-342.493389329877175	-340.390551860732785	-2.102837469144410	0.000373451105903	0.000046411038499	0.124276077285008	0.157521365434356	-1	11	15	13	13	16	19	18	17	17	21	19	20	22	22	24	25	25	23	26	30	33	44	50	51	55	56	54	57	59	62	0	1	1	2	1	1	8	10	4	2	10	3	9	10	4	3	11	8	8	6	8	11	18	2	21	18	18	21	19	18	19	1	5	8	1	7	8	1	1	2	3	3	2	2	1	6	4	2	4	3	7	6	5	8	19	12	15	14	10	15	14	19
27500	-377.781517045697399	-375.357095877445033	-2.424421168252346	0.000432615910602	0.000039815018180	0.092033180481489	0.116307726350709	-1	11	16	13	14	17	18	18	18	16	20	19	20	22	23	23	25	24	24	26	30	36	44	52	51	54	57	56	58	59	63	0	1	1	2	1	1	2	1	5	1	7	6	2	7	4	5	11	7	6	16	7	7	21	17	18	10	19	21	21	17	18	1	5	9	1	9	7	4	11	2	7	1	1	4	1	5	4	3	4	5	2	4	7	10	15	12	17	14	13	14	16	22
28000	-353.111346687502191	-350.377949187902573	-2.733397499599645	0.000587467520279	0.000042193509942	0.071822711018452	0.156800715970023	-1	11	16	12	15	16	16	18	18	18	20	20	20	22	23	24	25	24	25	26	30	36	44	51	52	56	57	56	57	60	62	0	1	1	2	1	1	1	1	2	1	9	8	8	11	5	7	11	11	18	6	20	18	19	19	18	19	18	18	19	19	18	1	9	9	1	8	9	7	8	3	9	1	1	1	1	4	4	3	2	1	7	4	8	9	11	12	15	14	17	13	17	20
28500	-333.773227049951061	-330.853592944710272	-2.919634105240780	0.000606637700617	0.000038028636500	0.062687558754838	0.127116233715098	-1	11	15	14	13	15	18	18	18	19	20	19	19	22	23	23	25	25	24	25	29	34	44	52	53	55	56	57	58	61	62	0	1	1	2	1	1	1	1	5	1	1	2	6	1	2	6	15	19	15	5	19	18	20	19	21	19	20	21	21	21	15	1	5	9	1	8	7	10	10	3	10	10	3	2	11	7	4	1	1	1	8	3	4	10	14	13	14	21	14	14	18	19
29000	-386.711954012912827	-384.478431908885568	-2.233522104027238	0.000459968074411	0.000050261867243	0.109272512678775	0.123222697335993	-1	11	16	12	15	17	19	18	18	18	19	19	21	22	22	24	25	25	25	26	29	34	44	51	52	55	56	56	57	60	62	0	1	1	2	1	1	1	1	3	1	1	2	6	1	4	6	12	2	12	8	17	21	21	21	22	22	21	21	5	6	7	1	6	8	1	7	8	9	9	1	14	10	4	2	12	7	4	2	5	4	5	2	3	7	12	9	12	15	15	21	22	20
29500	-383.249802446605202	-381.030805620447325	-2.218996826157868	0.000688884557901	0.000076322228346	0.110791028004439	0.137403837266925	-1	12	15	14	15	16	18	18	17	18	20	20	20	23	22	24	26	26	24	27	31	34	44	50	53	54	56	56	59	61	64	0	1	1	2	1	1	1	1	3	1	1	2	3	1	4	5	15	15	15	3	19	18	18	18	18	22	19	19	13	19	21	1	8	6	1	8	8	10	9	2	10	11	3	3	12	3	4	2	1	1	6	3	3	9	14	12	9	15	17	22	14	17
30000	-360.434693428118067	-358.299609681248455	-2.135083746869622	0.000780360608540	0.000093856799608	0.120273625528161	0.128706899543406	-1	12	16	13	15	17	18	18	17	18	21	19	21	21	21	21	23	24	25	27	30	36	44	51	52	55	56	56	58	60	64	0	1	1	2	1	1	1	1	5	1	1	2	2	1	4	5	15	15	15	16	20	17	18	19	21	18	21	19	19	21	19	1	7	8	1	7	8	9	10	1	10	8	2	4	12	4	4	2	1	2	4	1	7	10	11	12	15	14	13	15	15	19
30500	-360.295750530040721	-358.004371364346298	-2.291379165694416	0.000577392764369	0.000059784634102	0.103542402661139	0.154804205742662	-1	9	16	13	15	16	19	18	17	18	20	18	20	21	22	24	25	25	25	25	29	35	43	51	52	54	56	57	59	59	64	0	1	1	2	1	1	1	1	6	1	1	2	5	1	5	5	16	12	12	8	18	21	21	22	18	21	18	18	22	18	22	1	6	9	2	6	8	11	9	1	10	12	5	3	10	2	6	1	3	7	2	2	3	8	9	15	10	14	19	12	15	15
31000	-391.643369675331201	-389.590667502441875	-2.052702172889312	0.000443079617145	0.000058023227314	0.130954404285263	0.177437376849062	0	11	16	13	15	14	18	18	17	17	18	19	19	23	23	23	25	24	23	27	28	34	44	51	53	56	56	55	57	61	63	0	1	1	2	1	1	1	1	4	1	1	8	4	1	11	7	19	3	6	11	17	21	21	22	18	22	18	6	22	22	19	1	7	7	1	8	6	9	8	2	7	8	1	2	12	3	3	1	4	5	4	1	3	11	9	13	13	15	18	11	14	20
31500	-389.962062729329830	-387.466122443542417	-2.495940285787400	0.000402699500357	0.000034892990472	0.086647712354490	0.131962496101657	-1	9	15	14	16	15	18	17	17	19	21	20	20	22	22	23	25	25	23	26	29	35	44	51	52	55	55	57	57	61	64	0	1	1	2	1	1	1	1	6	1	1	7	10	1	5	13	19	19	6	7	18	3	18	19	18	18	21	7	19	21	19	1	4	8	2	10	7	10	7	1	9	12	1	1	13	3	1	1	1	4	4	3	8	10	15	15	16	13	18	16	18	18
32000	-369.749181721173557	-367.622509069310183	-2.126672651863371	0.000329187540543	0.000039929435989	0.121296923702468	0.143259582550881	-1	11	15	14	14	16	17	18	18	18	20	18	19	21	23	24	24	26	25	25	30	34	45	51	53	55	56	56	58	60	64	0	1	2	2	2	5	3	7	2	5	1	4	4	1	4	11	7	3	8	14	19	5	21	11	19	18	21	18	19	18	11	1	5	3	1	2	1	2	1	3	2	11	2	3	12	5	2	3	6	3	2	3	7	8	18	17	13	13	15	19	12	21
32500	-343.011264677166878	-340.933762202756668	-2.077502474410205	0.000372500039222	0.000047522795732	0.127577961687598	0.160463747284356	-1	10	16	13	15	16	19	19	17	18	21	20	20	23	22	23	25	26	23	26	30	35	42	51	51	55	56	56	58	59	63	0	1	1	2	1	5	5	10	3	5	1	4	3	7	13	4	6	10	7	16	8	19	19	18	18	18	5	19	21	19	2	1	7	10	3	4	1	2	1	1	2	11	3	2	2	1	6	5	4	2	2	6	7	9	12	14	14	21	18	13	15	27
33000	-379.595059381889769	-377.653804090992708	-1.941255290897044	0.000436963548174	0.000064752188163	0.148186704437698	0.140225821662786	0	11	16	13	15	15	17	18	17	19	19	19	20	22	22	24	25	25	24	26	31	33	44	52	50	56	56	56	57	59	64	0	1	1	2	1	2	6	7	4	6	1	2	2	6	4	11	8	7	8	13	14	8	8	14	17	19	2	17	21	11	5	1	4	7	1	6	2	2	1	3	2	6	4	4	4	4	2	3	6	5	2	6	6	13	13	12	16	21	20	12	18	26
33500	-360.824800261719190	-358.543596143087882	-2.281204118631304	0.000392346889822	0.000041006109852	0.104514935419806	0.170261768189232	-2	10	16	12	15	16	17	19	16	18	19	20	21	23	23	25	25	24	24	27	31	34	45	52	51	55	56	55	58	60	62	0	1	1	2	1	1	3	10	5	7	1	6	5	7	4	5	7	10	8	11	8	19	8	19	22	2	18	19	22	19	2	1	6	6	1	9	9	1	1	1	1	12	1	4	3	5	5	3	3	2	6	7	3	14	13	10	24	20	16	13	18	26
34000	-385.854455883220851	-383.666800925564814	-2.187654957656051	0.000476172647086	0.000054372228493	0.114185955085621	0.132031098686712	-1	12	13	14	15	17	18	16	16	18	20	18	19	22	22	22	24	25	25	26	30	35	42	52	52	55	57	56	57	61	63	0	1	1	3	1	1	1	2	3	8	1	2	2	10	3	7	15	10	8	15	8	8	18	18	19	2	18	2	19	18	2	1	7	7	1	10	8	11	1	1	1	9	4	3	2	7	3	1	3	4	2	8	9	9	13	14	23	17	19	18	19	29
34500	-348.350579754374905	-346.228167580819786	-2.122412173555129	0.000499231424022	0.000060816739275	0.121820735531923	0.115807639222134	-1	11	13	14	15	16	18	18	18	19	20	19	19	22	22	25	24	26	24	26	30	33	43	51	51	54	55	56	58	60	63	0	1	1	2	1	1	1	1	6	3	1	5	6	10	2	6	10	19	14	16	19	19	18	19	10	17	19	18	21	19	5	1	5	5	2	7	8	9	11	2	3	11	3	1	2	6	6	4	1	1	1	3	4	8	13	15	18	14	16	16	18	23
35000	-369.807444013497729	-367.499070062348096	-2.308373951149641	0.000619529807316	0.000063160891965	0.101949722546197	0.143746675243995	0	11	16	13	15	16	17	19	17	18	19	20	20	23	21	22	25	25	24	26	31	35	43	49	52	55	57	54	58	60	63	0	1	1	2	1	1	1	1	6	6	1	7	2	10	6	2	15	14	14	5	14	18	19	19	19	14	18	19	19	2	21	1	5	8	1	8	6	9	9	1	2	10	2	3	3	3	6	2	1	1	7	5	5	8	10	14	20	13	12	15	20	13
35500	-359.633199983052180	-357.140935363659253	-2.492264619392935	0.000417537105511	0.000036289215765	0.086912552886372	0.135150156791324	0	12	15	13	14	15	17	18	17	19	20	19	21	20	23	25	25	25	24	26	30	35	43	51	53	55	57	57	58	61	63	0	1	1	2	1	1	1	1	2	5	1	9	3	10	12	11	14	10	10	11	18	21	18	18	18	19	22	19	19	2	19	1	6	8	1	8	7	9	8	1	2	11	1	4	1	2	3	3	2	3	3	3	2	11	20	14	22	11	18	16	23	20
36000	-357.931789531382833	-355.475390712708190	-2.456398818674644	0.000413100672544	0.000036998656704	0.089563293315314	0.121824834219984	-1	11	15	13	15	14	18	18	17	18	18	19	21	22	22	22	25	24	22	26	30	33	45	48	53	55	56	56	59	61	63	0	1	1	2	1	1	1	1	6	2	1	7	11	10	6	7	10	10	10	3	19	19	18	19	18	2	18	18	21	21	21	1	7	9	1	8	8	9	8	2	3	9	1	1	2	2	2	4	3	1	5	5	7	9	15	14	23	15	17	14	14	21
36500	-385.207269473715712	-382.778401894407295	-2.428867579308425	0.000470493005013	0.000043136441199	0.091683491017612	0.120816190416989	0	10	16	11	13	13	17	16	17	15	17	20	21	21	22	24	26	26	25	27	30	35	44	52	51	56	56	56	58	60	62	0	1	1	2	1	1	1	1	2	1	1	11	3	7	5	6	14	10	14	6	10	19	19	19	19	19	10	5	19	19	10	1	5	8	1	8	7	8	9	4	6	8	2	2	2	4	6	4	7	2	7	7	5	11	13	14	14	20	20	18	18	23
37000	-367.753596151713964	-365.464615128311948	-2.288981023402031	0.000610824453472	0.000063385448772	0.103770319624990	0.113735590921424	-1	12	15	13	14	16	18	17	17	19	19	20	20	23	21	23	26	25	23	26	29	35	44	52	51	55	56	54	56	58	63	0	1	1	2	1	1	1	1	2	1	1	4	6	15	4	7	15	1	15	12	15	15	19	19	21	2	19	19	19	19	19	1	6	7	1	6	8	9	11	2	10	7	4	2	1	5	2	3	13	2	3	3	7	10	18	12	24	18	20	18	17	17
37500	-357.786896226030819	-355.735179353928686	-2.051716872102117	0.000435848459097	0.000057136087461	0.131091635793640	0.100368630276249	-1	11	15	14	13	16	18	18	17	18	20	19	21	19	21	25	26	25	24	25	30	35	44	52	52	56	56	57	58	60	63	0	1	1	2	1	1	1	1	4	1	1	4	14	1	7	14	19	1	14	7	19	21	21	19	19	2	22	19	22	19	21	1	6	8	1	7	10	9	9	2	9	10	3	1	8	2	3	1	13	3	4	3	3	7	14	12	21	10	18	12	21	20
38000	-360.092386324852896	-357.734510393822916	-2.357875931029962	0.000373653417519	0.000036440345467	0.097524453835703	0.109053419266253	0	11	16	12	14	17	18	18	17	18	21	19	21	20	21	24	26	25	23	26	30	35	44	51	53	56	55	55	58	60	62	0	1	1	2	1	1	1	1	4	1	1	6	8	2	6	3	14	1	14	6	19	21	21	19	22	19	21	19	22	21	21	1	7	8	1	7	10	9	9	2	11	12	1	1	4	2	5	2	11	2	5	4	3	6	13	9	20	11	16	10	19	15
38500	-362.125446655343126	-359.774823242241723	-2.350623413101402	0.000623483202908	0.000061197191319	0.098153712936881	0.135710023543604	0	10	15	12	15	15	17	19	17	19	20	19	20	23	22	25	25	26	25	27	30	36	44	52	51	56	55	56	58	59	63	0	1	1	2	1	1	1	1	4	1	1	2	6	15	5	5	12	1	14	16	19	19	19	19	19	19	19	19	19	19	21	1	7	9	1	8	8	9	9	2	11	12	4	3	1	4	3	2	13	2	1	2	5	7	15	16	15	12	16	15	18	13
39000	-392.612154937253933	-389.913008563940537	-2.699146373313395	0.000374427229493	0.000027600856984	0.073714876511168	0.144652004384089	0	10	16	13	16	16	19	18	18	18	20	20	20	22	22	24	25	24	23	27	30	34	45	52	52	56	55	56	58	59	63	0	1	1	2	1	1	2	1	3	1	1	10	10	1	3	10	8	2	6	14	19	19	21	21	21	19	19	19	19	19	23	1	3	10	1	8	6	7	6	1	11	11	2	2	12	2	3	2	11	3	3	3	5	6	12	13	17	17	13	16	19	11
39500	-340.256390068924986	-338.209076486412357	-2.047313582512636	0.000357983062076	0.000047149192225	0.131707885706069	0.134255110948426	0	10	14	13	15	17	17	18	17	16	21	18	20	21	21	24	26	25	25	26	29	34	44	50	53	55	56	56	58	61	62	0	1	1	2	2	5	10	6	4	5	6	3	9	5	4	4	6	11	14	16	8	21	22	22	18	18	18	22	2	22	19	1	5	7	1	3	1	1	1	2	1	1	2	2	3	5	5	6	2	3	2	6	2	7	9	15	21	17	12	23	16	17
40000	-374.915503219993127	-373.168350799365953	-1.747152420627196	0.000186337550264	0.000035385780138	0.189901499120092	0.160590717363776	-2	11	13	14	14	17	19	18	18	19	20	20	20	23	23	25	25	26	25	27	30	35	44	51	52	54	55	57	58	60	63	0	1	1	3	1	5	2	2	4	6	8	9	9	3	4	9	7	5	5	15	5	18	22	22	18	5	2	22	19	21	18	1	7	6	1	7	2	4	4	2	2	1	1	1	6	6	4	2	6	7	2	8	4	4	10	13	23	25	10	23	13	19
40500	-345.523595458391696	-343.534674326054187	-1.988921132337496	0.000230399362032	0.000032340563245	0.140367416645877	0.154870494938133	-1	10	16	13	14	16	16	17	17	17	19	18	18	22	23	23	25	24	24	26	30	32	44	52	52	55	55	54	59	61	62	0	1	1	2	2	5	5	5	4	7	6	9	9	11	9	13	11	8	2	3	2	18	21	23	22	18	3	22	3	22	19	1	5	8	1	2	1	1	2	2	1	2	1	1	2	3	3	4	4	8	6	8	5	7	3	13	15	17	9	21	11	21
41000	-339.833454116042617	-338.127850231808793	-1.705603884233797	0.000200335278867	0.000040427402402	0.201798717782464	0.181466373739730	-3	11	13	13	15	16	19	18	17	17	19	19	20	23	21	24	25	25	24	26	30	36	43	51	52	54	56	56	59	60	63	0	1	2	2	3	3	10	3	4	3	6	4	12	11	4	12	10	8	3	15	2	18	19	22	22	21	22	22	18	22	19	1	8	1	1	1	1	1	3	1	2	1	3	1	3	5	2	6	3	6	2	9	5	11	7	8	9	11	8	16	8	19
41500	-320.821349463895615	-319.012787548980725	-1.808561914914868	0.000311681284484	0.000054414029303	0.174582280078977	0.177273672802771	-1	11	15	13	15	17	19	19	17	17	20	19	21	22	22	24	25	25	24	25	31	36	44	50	52	56	56	56	58	59	63	0	1	1	2	2	5	5	6	4	5	6	4	12	11	9	4	7	5	8	16	8	21	3	22	19	22	2	22	19	22	3	1	4	6	1	2	1	3	1	2	1	2	2	1	2	3	6	4	5	3	1	7	3	14	9	13	10	20	10	17	8	27
42000	-331.260948011357584	-328.986562932443178	-2.274385078914416	0.000340839118980	0.000035847703897	0.105174852007115	0.179280232091884	-2	10	15	14	14	15	18	19	17	17	20	19	21	21	20	25	25	26	24	24	31	34	43	52	52	55	55	55	58	60	63	0	1	1	2	2	5	6	5	3	5	8	9	9	6	9	4	7	10	8	3	19	8	2	19	19	19	19	21	21	21	2	1	6	8	2	2	1	2	3	1	2	1	1	2	3	3	6	4	5	3	6	4	7	15	15	12	15	14	10	15	11	27
42500	-340.709959682335239	-338.664002672509696	-2.045957009825522	0.000333029984420	0.000043926229864	0.131898723594793	0.178160715175769	-1	11	15	13	15	16	18	17	17	18	21	19	21	22	21	24	24	25	24	26	31	35	45	50	52	55	56	56	57	60	63	0	1	1	2	1	2	6	6	3	6	6	4	4	6	12	4	7	8	14	3	8	18	21	18	18	21	19	21	18	22	2	1	6	8	1	8	2	1	1	1	1	3	3	4	3	1	8	3	4	1	7	7	6	7	11	13	15	14	12	16	12	22
43000	-347.266815942227083	-345.096908298347671	-2.169907643879413	0.000446560150960	0.000051883042144	0.116183770611814	0.142451707503494	-1	11	15	13	15	16	18	19	17	19	19	20	20	23	23	24	26	25	24	26	29	35	44	52	51	55	56	57	58	59	62	0	1	1	2	1	1	6	7	3	7	7	4	5	8	3	6	7	10	11	6	8	8	19	18	21	21	18	19	18	19	2	1	5	9	1	7	7	1	1	1	1	1	3	3	2	5	4	3	4	3	5	5	9	8	13	11	14	16	14	17	18	24
43500	-345.698287205235090	-343.445069955908366	-2.253217249326698	0.000360316176970	0.000038649765464	0.107266250959654	0.128604174761481	0	11	15	14	14	16	18	17	17	16	19	20	21	22	21	25	25	26	24	26	30	33	43	51	52	55	56	56	59	60	64	0	1	1	2	1	1	10	10	6	2	10	5	9	11	3	15	11	10	8	5	17	17	21	21	18	21	18	19	18	21	5	1	7	8	2	7	8	1	1	1	2	1	3	3	2	2	2	4	4	4	5	4	4	6	11	12	12	15	17	18	15	27
44000	-340.432635310138721	-338.339900730725390	-2.092734579413329	0.000408544135719	0.000051303159595	0.125575562367580	0.174440666307275	-1	12	16	14	15	15	19	18	18	17	20	20	20	22	22	23	26	26	25	27	31	32	43	51	52	55	55	57	58	60	63	0	1	1	2	1	1	10	10	3	5	8	6	3	11	9	4	10	10	8	3	17	18	21	18	18	18	18	5	18	18	2	1	7	7	1	8	8	2	1	1	1	1	3	2	1	2	4	4	3	5	6	2	3	6	12	15	12	15	21	17	16	27
44500	-356.845259336007473	-354.732981700787150	-2.112277635220327	0.000431795594525	0.000053146198456	0.123081845044570	0.131997773589290	-1	10	15	13	14	16	16	18	18	18	21	19	19	22	22	24	25	25	23	27	30	35	43	51	53	55	55	57	58	59	64	0	1	1	2	1	1	1	7	3	1	8	3	10	11	10	12	14	7	8	6	8	19	7	5	18	18	18	19	19	22	5	1	6	8	1	7	9	4	1	2	9	2	2	1	1	2	3	2	4	2	5	6	4	14	16	13	14	16	19	15	14	21
45000	-338.090196003665540	-335.762332967629277	-2.327863036036255	0.000432860321587	0.000043359818282	0.100170461738608	0.110133558367045	0	11	15	14	14	15	18	19	17	18	20	19	21	22	21	25	25	25	24	27	31	35	44	50	52	55	56	56	58	61	63	0	1	1	2	1	1	6	7	4	1	8	4	3	11	6	6	7	7	8	3	8	19	10	19	18	18	19	18	19	18	6	1	6	8	1	6	7	2	1	2	6	1	3	2	1	5	5	4	3	2	7	6	6	12	13	10	11	15	17	13	17	26
45500	-343.847473865424490	-341.284282048586704	-2.563191816837799	0.000436299400466	0.000035781606168	0.082011586835932	0.104655663700416	0	11	15	13	15	16	19	18	17	18	20	19	20	22	22	23	24	25	25	26	30	35	44	51	51	56	56	56	57	61	64	0	1	1	2	1	1	1	2	3	1	8	9	9	8	9	13	11	11	8	6	18	8	18	19	21	18	21	21	21	19	19	1	6	7	1	7	8	7	3	1	8	2	1	2	1	2	2	2	2	3	4	3	8	12	13	7	14	11	14	13	18	19
46000	-355.849536193893869	-353.601962490107894	-2.247573703785965	0.000714519076053	0.000077050211850	0.107835066176433	0.196533039454719	0	11	15	13	15	16	18	18	18	17	19	20	18	23	22	23	25	26	25	24	30	34	44	52	53	55	56	56	56	59	63	0	1	1	2	1	1	1	1	2	1	1	13	6	9	8	2	9	19	14	11	19	18	18	18	21	19	21	2	19	21	17	1	6	9	1	7	7	11	8	4	9	5	1	1	1	2	6	3	1	1	2	2	4	10	14	9	15	12	18	16	15	17
46500	-366.109165676598423	-363.633890256359336	-2.475275420239074	0.000673030670331	0.000059329630740	0.088152937682437	0.135082086313195	-1	12	16	13	16	16	18	19	17	19	19	18	20	22	22	24	26	26	24	26	31	35	44	52	51	53	56	56	58	61	64	0	1	1	2	1	1	1	1	6	1	1	9	6	1	2	2	13	19	13	6	18	21	18	18	19	19	22	20	16	21	21	1	8	8	1	9	8	8	9	1	10	8	1	3	11	4	8	5	1	1	5	2	2	9	14	14	13	10	15	18	17	17
47000	-355.327738852956713	-352.861213770151039	-2.466525082805664	0.000757388039419	0.000067257902459	0.088802435420751	0.135403125181560	-1	11	15	13	15	16	18	17	16	19	19	18	21	23	23	23	26	25	25	24	31	36	44	52	51	55	55	55	58	60	62	0	1	1	2	1	1	1	1	2	1	1	4	3	1	5	2	16	16	16	12	19	18	15	19	19	18	16	19	19	19	17	1	4	7	1	7	9	9	8	4	8	9	3	4	13	6	5	2	1	1	3	5	7	12	13	16	11	17	11	21	15	19
47500	-339.133955295580563	-336.685989120470879	-2.447966175109658	0.000714045869154	0.000064410213527	0.090204588122255	0.134051180161935	0	11	15	13	15	15	19	18	18	19	20	19	17	23	22	22	26	26	24	25	31	33	43	51	53	55	56	55	58	60	63	0	1	1	2	1	1	1	1	4	1	1	4	6	1	6	5	12	19	16	15	19	21	18	18	18	18	18	22	18	21	22	1	4	8	1	8	7	11	10	2	10	9	3	1	12	5	4	4	1	1	2	3	1	7	12	13	16	14	13	16	15	16
48000	-338.106692766707681	-335.558790193163077	-2.547902573544603	0.000649329211921	0.000053915008142	0.083031853722810	0.131919364571383	-1	11	14	13	15	16	18	18	17	18	21	19	20	22	22	23	25	24	25	27	30	32	44	51	52	55	56	56	59	59	64	0	1	1	2	1	1	1	1	5	1	1	3	3	1	8	3	13	16	18	8	19	19	18	22	18	19	22	21	21	22	21	1	6	7	1	7	9	9	8	1	11	11	2	3	9	1	4	4	1	1	4	4	2	10	8	14	15	11	12	13	13	18
48500	-331.338818697443116	-328.837492877112368	-2.501325820330738	0.000653446904333	0.000056367569620	0.086261897096412	0.107020891849080	-1	11	16	14	16	16	18	18	17	18	20	19	21	23	22	24	24	25	24	26	30	35	44	51	53	56	57	56	58	59	62	0	1	1	2	1	1	1	1	6	1	1	6	4	1	5	5	15	19	15	13	18	18	18	19	21	18	19	18	21	21	21	1	7	8	2	8	7	9	10	1	10	9	1	4	10	5	4	1	1	1	3	3	5	9	13	10	13	17	18	15	12	15
49000	-365.161304003394434	-362.866320286342386	-2.294983717052063	0.000650249590145	0.000067106616340	0.103201320472353	0.138736676513677	-1	11	15	13	13	15	19	19	18	17	20	18	20	23	23	23	25	25	23	27	31	34	43	51	52	55	55	55	58	60	62	0	1	1	2	1	1	1	1	5	1	1	5	3	1	5	5	9	15	12	9	17	18	18	18	16	18	16	18	19	21	19	1	5	7	2	7	9	9	9	3	9	11	3	3	11	6	6	2	2	3	4	3	4	7	13	15	14	14	18	18	14	16
49500	-359.530144749255044	-356.731776750497772	-2.798367998757271	0.000620494783203	0.000042457883211	0.068425850402564	0.139264588464367	0	10	15	14	16	16	18	18	18	18	19	20	19	22	21	24	25	26	24	26	31	35	45	51	51	55	57	56	59	60	62	0	1	1	2	1	1	1	1	5	1	1	7	6	1	2	7	13	15	2	3	18	18	15	21	17	18	21	18	21	18	22	1	5	6	2	7	8	7	9	1	9	10	1	2	10	6	3	3	2	7	6	3	3	11	10	12	16	15	17	15	17	16
50000	-356.399394354554886	-354.196192737449849	-2.203201617105050	0.000625286918916	0.000070333054598	0.112481250558571	0.141282658168014	0	11	15	13	16	14	18	16	18	17	18	20	20	23	22	24	25	26	24	27	29	36	45	49	52	56	55	57	59	59	64	0	1	1	2	1	1	1	1	8	1	1	8	5	1	6	2	1	15	1	15	16	21	16	21	21	21	21	16	18	21	18	1	6	8	1	6	8	11	7	1	8	10	2	2	11	6	8	7	3	10	4	2	4	10	10	11	12	12	14	14	17	15
50500	-421.920311321511349	-419.742052385440843	-2.178258936070497	0.000320355770571	0.000036916724600	0.115236646226505	0.113547262265313	-1	11	15	13	14	17	18	18	16	18	19	19	20	20	22	25	25	26	23	27	30	35	44	51	53	53	57	55	58	60	63	0	1	1	2	1	1	1	1	2	1	1	4	3	1	11	3	1	11	1	17	6	7	10	21	7	11	21	7	2	18	18	1	8	10	1	8	10	9	8	3	10	9	3	2	9	1	5	14	3	13	1	6	11	13	10	19	14	16	18	25	22	17
51000	-387.499351887612079	-385.462974590034889	-2.036377297577162	0.000352938155292	0.000047032443548	0.133259730755924	0.107360712921698	-1	11	14	13	14	17	18	18	16	16	20	19	21	23	22	25	23	25	25	25	30	33	45	51	53	55	56	56	58	61	63	0	1	1	2	1	1	1	1	4	2	1	4	6	10	9	8	1	10	10	17	10	10	10	11	2	2	2	5	11	11	18	1	7	8	1	7	10	10	10	1	3	8	4	1	6	4	4	13	7	5	2	6	7	14	14	21	22	25	20	19	20	22
51500	-381.041417646809691	-378.985153599317584	-2.056264047492124	0.000347895236674	0.000045386523123	0.130460317757981	0.125983962453023	0	12	15	14	15	15	19	18	17	18	20	19	19	21	23	22	24	25	23	26	30	33	45	50	53	55	56	56	58	60	63	0	1	1	2	2	1	1	1	2	5	1	2	4	10	16	11	1	14	5	7	5	18	18	6	2	3	7	19	19	6	8	1	8	8	1	2	6	8	7	2	2	10	3	4	2	1	1	12	2	3	3	12	4	14	18	20	20	20	16	19	20	23
