step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
11500	-375.926384556903372	-374.268208348681355	-1.658176208222012	0.000090043939479	0.000019567056493	0.217305646618699	0.785560926422015	-1	2	2	3	5	5	6	5	6	5	7	8	9	7	9	8	7	9	8	10	7	10	9	9	9	10	10	9	11	13	8	11	11	13	10	10	9	11	10	13	13	12	13	15	13	13	13	14	16	14	13	14	15	16	15	17	17	19	18	18	20	20	19	20	18	21	22	20	24	24	0	1	1	2	2	2	5	4	4	2	6	6	31	8	14	14	9	11	6	28	0	31	31	9	12	16	15	11	20	22	21	18	22	23	23	13	0	6	11	22	29	12	33	35	31	37	29	38	40	43	35	46	46	38	37	50	55	55	48	55	55	58	56	57	53	64	64	55	67	68	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	2	3	2	1	2	2	1	2	1	1	2	2	1	1	1	1	3
12000	-387.333819412117577	-385.815458751077244	-1.518360661040315	0.000117713369141	0.000033252441477	0.282486532498076	0.677115986199089	0	1	4	3	5	5	2	5	5	5	6	9	9	7	8	8	9	9	8	7	7	10	10	8	10	9	11	10	10	12	8	12	11	13	11	11	11	12	13	13	15	12	12	15	13	13	14	14	17	14	15	14	14	16	16	15	17	18	18	19	19	19	17	18	19	21	22	21	24	24	0	1	1	2	1	3	2	4	4	2	6	11	31	8	14	8	5	20	6	11	0	13	31	9	12	8	15	20	20	22	21	6	22	23	31	31	0	28	11	30	39	28	33	21	13	37	12	38	30	43	35	46	46	38	37	50	53	55	48	52	64	55	56	53	57	64	55	61	67	68	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	1	3	1	1	1	1	3	2	1	2	1	1	1	2	1	1	2	2	1	2	1	2	3	1	2	1	2	2	2	2	1	1	1
12500	-387.734563999626403	-386.291189026101563	-1.443374973524831	0.000101249528214	0.000034716104344	0.342876702307002	0.631614353843479	-1	1	3	3	5	4	3	5	6	6	6	9	8	7	9	9	8	9	8	9	6	9	10	8	9	8	10	7	11	11	7	11	11	12	11	11	10	12	12	14	13	11	13	15	14	11	14	13	15	15	16	14	13	16	16	17	18	19	19	16	19	19	19	19	19	21	22	21	24	23	0	1	1	2	2	3	2	4	4	7	6	6	31	8	14	8	9	11	6	28	0	13	31	14	28	10	9	11	28	22	21	11	22	13	13	31	0	19	12	30	29	25	33	36	34	37	12	19	40	43	35	46	46	38	46	50	53	52	54	52	52	55	56	53	53	65	57	58	67	52	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	3	1	2	2	2	1	2	2	2	1	1	1	2	1	1	2	2	1	1	3	1	1	2	3	2	2	2	1	2	2	2	1	2	3	1	2	1	1	4
13000	-357.483785944299314	-356.014741118974257	-1.469044825325065	0.000087671139881	0.000027926424781	0.318536120543440	0.678466948961844	0	1	2	3	5	5	6	5	5	6	6	9	9	7	8	8	9	9	8	10	7	10	8	9	7	9	10	9	11	14	11	11	11	12	10	11	10	11	12	12	15	11	12	13	13	12	15	14	16	14	15	14	15	16	16	15	17	18	17	18	18	18	19	19	18	21	23	20	24	22	0	1	1	2	2	3	2	4	4	5	6	25	23	8	14	14	14	6	11	28	0	23	21	14	5	16	14	25	28	22	23	18	22	23	23	23	0	19	20	22	29	12	33	35	36	37	39	38	30	43	31	37	46	38	46	50	53	55	48	55	55	55	56	57	57	64	64	61	67	68	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	3	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1
13500	-395.198935762317717	-393.558414666044598	-1.640521096273104	0.000101354902435	0.000022674331417	0.223712231695109	0.608954676646227	0	1	2	3	5	5	4	6	5	6	7	9	8	8	10	9	7	7	9	9	5	8	7	9	7	10	11	9	8	14	10	12	10	12	10	12	11	11	11	13	14	13	12	12	13	12	14	13	16	14	16	14	14	17	16	16	17	18	17	18	20	19	18	17	18	20	21	21	23	22	0	1	1	2	2	3	2	4	4	7	3	25	23	17	24	8	4	6	11	29	0	23	21	8	6	14	8	29	25	22	13	11	22	31	13	31	0	19	28	22	28	20	33	35	13	37	20	19	40	43	35	46	46	48	52	50	46	52	38	46	58	52	56	53	57	64	64	58	67	55	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	3	1	1	2	1	3	1	2	1	2	1	1	1	2	3	2	1	2	2	1	2	2	2	2	3	1	1	2	1	1	3	2	2	4	1	2	1	2	1	2	2	2	1	2
14000	-382.178834482492903	-380.516625102045793	-1.662209380447117	0.000097067297554	0.000020956285684	0.215894397102205	0.684403352822678	-3	2	3	4	5	5	5	5	6	4	6	9	9	7	9	7	8	9	8	9	7	9	8	9	10	9	10	9	7	14	10	13	11	11	11	11	10	10	11	13	14	12	13	15	13	13	15	14	16	14	14	15	15	17	16	16	17	18	17	18	20	20	20	19	19	20	22	22	24	24	0	1	1	2	2	3	2	4	4	2	6	3	23	8	8	8	9	19	6	29	0	23	21	3	20	16	8	29	6	40	23	18	22	31	13	23	0	19	12	22	28	20	33	35	31	37	12	38	40	43	35	46	46	48	46	50	53	55	48	55	55	55	56	57	57	55	66	61	67	68	1	2	3	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	1	1	2	2	1	1	1	3	1	3	1	2	1	1	1	2	1	1	1
14500	-393.114948234807116	-391.583303484850148	-1.531644749956959	0.000129570769198	0.000035556328782	0.274416282329312	0.695562095012322	-1	0	1	2	3	4	6	5	6	5	7	8	9	6	9	8	8	9	9	10	7	10	8	8	9	9	10	8	10	13	11	12	11	11	11	11	11	11	13	13	14	12	12	16	13	12	14	13	17	15	15	13	15	14	16	17	18	19	18	18	19	19	20	19	17	20	24	21	22	23	0	1	1	2	4	3	5	5	5	5	6	6	23	4	16	8	14	28	11	28	0	13	21	8	1	24	14	11	28	33	13	12	22	23	13	23	0	11	32	22	29	28	33	35	13	37	32	32	30	40	35	46	52	38	52	50	53	37	32	55	55	55	56	65	53	64	64	61	58	68	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	2	5	3	1	1	2	1	1	1	1	2	1	2	1
15000	-393.613857052871197	-392.018365483783896	-1.595491569087293	0.000082905284698	0.000020062714131	0.241995600202684	0.663569448416283	-2	2	3	3	6	5	5	5	6	7	7	7	8	7	9	8	9	9	8	10	6	10	10	10	10	10	10	8	10	13	10	12	11	12	11	10	10	12	12	14	15	13	12	15	14	12	15	13	16	14	16	14	14	16	16	16	18	19	17	18	19	20	20	19	17	19	22	19	24	23	0	1	1	1	7	3	4	4	4	2	6	6	21	8	16	8	10	11	2	28	0	13	13	14	12	2	15	11	28	23	13	18	22	13	23	13	0	19	29	22	20	28	33	35	36	37	42	19	30	43	44	46	46	48	46	50	53	55	38	52	55	55	56	53	53	53	64	55	64	62	1	2	2	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	3	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	3	2	2	2	3	2	2	1	2	2	2	2	1
15500	-358.228565046892470	-356.736822994238935	-1.491742052653514	0.000086727435067	0.000026066891350	0.300561077707026	0.712757766045052	0	2	3	4	4	5	6	6	5	7	6	10	8	5	9	8	7	8	8	7	7	10	10	10	8	9	11	9	10	14	10	11	12	12	11	11	9	11	12	12	15	11	13	15	14	13	14	14	16	15	15	14	15	16	17	16	18	18	18	19	18	19	19	20	19	20	23	20	24	22	0	1	1	2	2	3	5	14	4	5	6	25	21	4	8	8	9	11	11	6	0	13	13	8	11	14	15	25	28	40	13	18	22	23	23	13	0	19	29	22	29	12	33	35	23	37	39	38	40	43	35	46	46	48	52	50	53	52	19	46	46	46	56	53	57	61	64	55	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	1	1	1	2	1	2	2	5	3	3	3	1	2	1	1	2	3	1	1
16000	-390.826043706754604	-389.284961298251005	-1.541082408503625	0.000076081961965	0.000020466509739	0.269006072008278	0.580083766637375	-1	1	4	3	4	5	5	5	4	7	7	8	8	7	9	8	7	9	9	7	6	9	10	9	10	8	11	9	11	13	8	13	11	12	10	11	10	11	12	12	14	13	12	14	14	12	14	14	17	13	15	15	14	15	16	16	17	18	18	18	18	18	18	20	19	19	22	21	23	23	0	1	1	2	2	3	5	5	4	7	3	3	21	8	14	8	9	11	6	3	0	31	13	8	12	9	16	20	20	40	21	18	22	23	13	13	0	19	28	33	28	29	33	35	36	37	29	38	30	33	44	46	46	48	52	50	53	52	48	52	52	52	56	46	53	57	57	61	67	60	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	2	1	2	1	1	2	1	3	1	1	2	2	1	2	2	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	4	2	1	3	2	1	2
16500	-362.201687967662849	-360.718826155443935	-1.482861812218932	0.000097459030620	0.000029946199338	0.307269620350059	0.700227072149645	-1	1	3	3	4	5	6	5	5	6	8	9	8	7	10	8	8	10	8	8	6	9	9	10	10	9	11	9	10	14	7	12	11	12	10	11	10	12	12	13	13	12	13	15	13	12	13	13	17	14	14	14	14	16	16	17	18	18	19	18	18	20	19	19	17	19	22	22	23	24	0	1	1	2	2	3	5	4	4	5	6	19	31	8	14	8	9	11	6	6	0	31	13	16	12	14	24	20	28	22	21	18	22	31	13	21	0	19	11	36	29	29	33	35	23	37	39	38	30	36	35	46	46	48	46	50	53	46	54	55	52	58	56	53	53	65	57	58	67	68	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	3	1	1	2	1	1	2	2	2	2	2	1	1
17000	-389.587393068662323	-387.743518294896603	-1.843874773765700	0.000110230403430	0.000018383476099	0.166773190758365	0.572389466734604	0	2	3	4	4	4	5	6	7	7	7	8	8	6	9	8	7	10	9	9	6	9	9	9	9	9	11	9	10	12	7	13	11	12	11	11	11	10	11	12	15	12	13	15	12	12	11	14	16	14	15	14	14	16	17	16	17	19	18	18	19	19	18	19	19	21	23	21	22	23	0	1	1	2	2	3	5	4	4	5	6	6	31	4	14	14	8	11	6	12	0	13	31	16	12	9	16	12	25	22	21	18	22	23	31	21	0	19	20	33	20	20	33	35	31	37	11	38	40	43	35	46	46	38	52	50	53	52	48	46	55	55	56	53	53	64	64	61	57	61	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	1	2	3	1	1	2	2	1	2	1	1	3	2	2	2	2	3	2	1	1	1	2	3	1	2	2	2	2
17500	-398.059584415014683	-396.525079327873243	-1.534505087141441	0.000101539378144	0.000027694832446	0.272749675566733	0.631636337776357	0	2	3	3	6	4	4	5	6	4	6	10	9	7	9	9	8	9	9	9	7	10	9	9	9	9	10	8	7	13	8	12	11	12	11	12	10	10	13	12	14	13	13	14	13	13	15	12	16	15	16	14	15	16	16	17	18	18	18	18	19	20	19	19	18	20	23	22	23	23	0	1	1	1	10	3	2	4	4	2	6	25	31	8	9	4	9	11	6	29	0	23	31	8	28	8	15	29	11	40	21	11	22	31	13	23	0	6	20	22	39	25	34	35	31	37	42	38	40	43	44	46	46	48	52	50	53	55	38	52	57	58	56	53	53	55	57	61	53	58	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	4	1	1	1	1	3	1	2	1	1	1	1	1	3	1	3	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	4	2	1	1	2	2	2	2	3	2	4	3
18000	-396.357647484140841	-394.928418545623742	-1.429228938517076	0.000104063834231	0.000037344441692	0.358860904638974	0.680380263706287	-1	1	5	3	2	4	5	6	7	5	8	9	8	7	10	8	9	9	8	9	6	10	9	10	7	9	9	10	10	13	10	13	12	12	11	11	10	10	12	14	13	12	13	15	12	12	14	12	16	15	16	15	15	16	16	17	16	18	18	18	20	20	20	19	19	20	23	21	23	23	0	1	1	2	2	1	5	4	7	5	3	25	21	5	27	8	9	11	3	25	0	13	13	9	3	16	14	20	20	34	13	12	22	13	13	23	0	6	28	30	28	19	33	35	23	37	39	18	30	43	44	46	46	48	46	50	46	46	38	55	58	64	56	55	53	53	64	61	53	46	1	1	3	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	3	1	1	2	2	1	2	2	2	1	1	2	1	1	1	2	2	2	1	2	2	3	1	1	1	2	2	2	3	2	1	4	5
18500	-364.275972052309100	-362.720798686869671	-1.555173365439427	0.000115665307010	0.000030231837629	0.261373426573522	0.694157687140255	-1	1	3	3	4	5	5	5	7	7	6	8	8	7	10	7	8	8	8	10	7	10	10	9	10	9	10	9	10	13	9	12	11	12	10	11	9	11	13	14	15	12	12	15	13	12	14	13	16	14	15	14	15	16	15	16	16	18	18	18	19	20	20	19	19	20	23	21	22	22	0	1	1	2	2	3	5	4	5	5	6	6	21	4	14	8	14	11	11	28	0	31	13	8	12	16	16	12	28	22	13	18	22	31	31	31	0	19	20	30	32	29	33	35	31	37	25	38	30	43	35	46	46	48	46	50	53	55	54	55	55	55	56	53	53	57	64	61	64	61	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2
19000	-366.790057135381176	-365.009837531230460	-1.780219604150724	0.000078756000802	0.000014282659729	0.181353288424561	0.676207911279832	-2	1	3	3	4	4	6	6	5	7	8	7	8	7	9	8	8	9	8	10	6	10	10	10	10	9	10	8	10	14	10	12	11	13	11	11	11	11	13	12	15	12	12	15	13	12	14	14	16	15	15	14	13	17	17	17	17	17	18	19	19	20	19	18	19	21	22	21	24	23	0	1	2	2	2	3	5	4	4	5	6	6	21	4	8	8	9	6	3	28	0	13	13	14	12	14	15	12	28	40	13	18	22	31	13	31	0	19	29	22	39	25	33	35	31	37	29	38	30	43	35	46	46	48	52	50	53	46	19	55	55	52	56	53	57	57	64	61	67	62	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	3	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	2	4	1	1	3	1	2	1	2	3	2	1	1
19500	-424.663507141931575	-423.135854570123229	-1.527652571808361	0.000117150884106	0.000032425395276	0.276783188824298	0.601859184322263	-1	1	5	4	4	4	5	5	6	6	7	10	9	8	10	7	7	7	8	8	7	10	8	6	9	10	9	9	10	12	10	12	12	13	10	11	10	10	12	14	12	11	13	15	14	12	14	14	17	14	15	13	14	16	16	16	17	17	17	18	20	18	19	18	17	19	22	19	24	23	0	1	1	2	2	1	5	4	5	5	5	19	23	4	14	24	3	6	6	6	0	23	21	8	18	8	8	11	28	35	13	12	22	22	23	13	0	11	11	30	29	19	33	21	23	37	29	38	34	33	34	37	52	38	46	50	55	52	48	55	58	55	50	53	53	57	64	55	67	62	1	1	3	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	4	3	1	2	2	2	1	1	2	1	3	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	3
20000	-385.572855908798033	-384.005864635925661	-1.566991272872345	0.000091386992013	0.000023334964877	0.255342301596576	0.633788885051882	-1	2	4	3	4	5	5	5	5	6	7	8	8	7	9	7	8	9	9	9	5	10	7	10	10	9	9	10	10	14	9	11	11	12	11	11	10	12	12	13	13	12	12	14	12	12	14	13	16	15	16	14	14	16	17	16	17	18	18	18	19	19	20	19	19	20	21	22	23	21	0	1	1	2	2	3	2	4	4	5	6	3	23	2	16	8	9	11	12	12	0	23	21	14	20	14	16	20	20	36	13	18	22	23	31	23	0	19	12	22	28	12	33	35	13	37	29	38	30	43	44	46	46	38	52	50	53	37	38	46	52	55	56	57	53	57	57	52	67	52	1	2	2	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	3	1	2	1	2	1	1	3	1	1	2	1	1	2	2	1	1	2	5	3	3	2	1	2	1	2	1	2	3	1	3
20500	-387.647078564188973	-386.151634875639218	-1.495443688549733	0.000090907176442	0.000027078902048	0.297874195501700	0.526184830893750	-1	1	2	3	5	4	4	5	6	7	7	9	9	7	9	8	8	9	8	9	7	10	8	10	10	9	9	10	10	14	10	11	11	13	10	12	10	10	12	14	14	13	13	15	14	13	14	14	16	14	15	15	14	16	16	15	17	18	17	18	20	19	19	19	17	21	23	22	24	22	0	1	1	2	7	3	2	4	4	5	6	6	23	8	8	8	14	11	6	6	0	13	21	26	11	16	14	12	12	22	23	18	22	23	13	23	0	11	28	22	28	38	33	35	31	37	39	38	30	43	34	46	46	48	46	43	53	37	38	55	64	52	56	53	46	57	55	52	67	64	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	3	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	4	2	1	1	2	2	3	2	2	3	2	1	1
21000	-378.313048539587498	-376.576404472504919	-1.736644067082567	0.000092836865531	0.000017897136033	0.192780485759433	0.661614328866938	-1	1	2	3	4	4	6	5	6	6	7	9	9	7	9	9	8	9	9	8	6	9	8	8	10	9	11	10	11	14	10	12	10	12	10	12	11	10	12	13	14	11	12	15	13	12	13	13	15	14	12	13	14	16	17	16	18	18	18	18	19	20	20	19	18	20	22	21	23	22	0	1	1	2	2	3	5	4	4	2	6	6	23	8	8	8	4	11	11	6	0	23	21	14	20	8	26	6	19	40	23	12	22	31	23	31	0	19	11	22	39	20	33	36	13	37	20	38	40	43	35	46	46	48	46	50	53	55	48	55	57	55	56	53	53	57	64	55	67	55	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	1	2	3	1	2	1	3	1	1	2	2	2	3	1	2	2	1	2
21500	-395.679950043175950	-394.202580309865539	-1.477369733310385	0.000097425089176	0.000030359526613	0.311619182183332	0.738884349122832	-1	1	3	4	3	5	5	5	6	7	8	10	8	7	9	9	8	9	9	10	7	9	10	9	8	9	10	8	10	12	11	12	11	13	10	12	10	12	12	11	15	12	13	16	13	12	14	12	17	15	14	14	14	15	16	17	17	17	18	15	17	19	18	18	18	20	21	22	23	22	0	1	2	2	2	3	5	4	8	5	6	25	21	8	2	14	4	25	6	3	0	13	13	8	6	14	24	4	28	40	13	18	22	23	13	13	0	19	29	22	29	12	33	45	13	37	32	18	30	43	35	46	46	48	52	50	53	52	48	52	52	55	56	53	53	57	57	61	67	61	1	2	1	2	1	1	1	1	1	2	2	1	1	1	4	1	2	1	2	2	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	1	2
22000	-361.318080379935964	-359.905256430419627	-1.412823949516338	0.000093831563287	0.000035727472862	0.380761777918224	0.770662951149620	0	2	2	4	4	4	6	5	6	6	7	10	7	7	10	9	8	10	7	9	6	9	10	8	9	10	11	9	10	14	10	12	11	12	11	10	10	11	12	12	14	12	12	15	14	12	14	13	16	15	15	14	13	16	17	17	17	17	18	18	20	19	19	19	18	20	22	20	24	22	0	1	1	2	2	3	5	4	4	5	3	25	21	8	16	8	9	28	6	19	0	13	13	14	19	24	15	11	20	40	21	12	22	23	36	13	0	19	20	22	28	29	33	35	35	37	39	38	30	43	36	46	46	48	52	50	53	46	48	52	55	55	56	53	57	57	64	60	67	62	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	3	1	1	1	1	2	1	2	2	1	2	1	1	3	2	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	1
22500	-353.517272825972839	-352.092612292762112	-1.424660533210719	0.000080832437162	0.000029466809177	0.364541887040274	0.761111492713202	0	2	4	3	5	5	3	5	6	7	7	10	8	7	9	8	9	10	8	8	7	9	9	10	8	9	11	10	11	12	10	12	10	12	10	11	10	11	13	14	14	12	12	14	13	12	13	13	16	14	15	14	15	17	17	17	17	17	17	19	17	19	19	19	18	19	22	21	23	23	0	1	1	2	2	3	2	4	3	5	3	25	21	8	16	14	9	19	6	6	0	13	13	9	3	9	14	20	12	22	13	18	22	36	13	23	0	18	12	22	20	12	33	35	23	37	29	38	30	43	44	46	52	38	52	50	53	52	48	55	52	55	56	53	57	57	64	61	67	68	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1
23000	-395.752985483203702	-394.125255078766997	-1.627730404436729	0.000073602611180	0.000016825795490	0.228603241381771	0.716503928893903	-1	1	2	3	5	4	4	6	7	7	8	9	8	5	10	7	7	9	7	8	6	10	9	10	10	9	10	9	10	14	10	11	11	12	10	10	10	12	12	12	14	13	12	14	13	12	15	11	16	14	16	14	15	15	17	17	17	18	17	19	19	20	18	20	18	20	23	21	24	23	0	1	2	2	7	3	2	14	7	5	6	20	21	7	14	8	4	11	6	6	0	13	13	8	12	14	8	20	28	40	13	18	22	36	23	23	0	48	28	22	28	12	22	35	31	37	20	11	40	43	44	46	46	48	46	50	53	46	38	55	55	55	56	57	53	55	57	61	67	55	1	1	1	1	1	1	2	1	1	1	3	1	2	1	3	1	2	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	3	3	1	2	3	2	4	2	2	1	1	1	2	2	3	1	1	2	2	1	1	1	1	2	1	1	2	1	1	3
23500	-376.720190559812011	-374.725094815655552	-1.995095744156440	0.000077708131723	0.000010833015167	0.139406454980704	0.621227971509303	-1	2	3	3	4	5	6	5	5	7	8	9	8	7	8	8	7	10	8	10	7	9	10	8	8	10	11	9	11	14	10	13	11	12	10	12	10	11	12	11	14	13	12	16	13	12	15	12	16	14	15	14	14	16	17	16	17	16	18	19	19	20	18	19	18	21	22	21	23	23	0	1	1	1	2	3	5	4	4	5	6	25	21	9	14	4	9	6	6	28	0	13	13	8	6	14	14	25	20	40	13	18	22	13	13	13	0	19	20	22	28	12	33	51	36	37	39	19	30	43	35	46	46	48	52	50	53	52	54	46	58	55	56	53	53	58	64	61	67	68	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	1	1	2	2	1	1	3	1	1	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	2	2	2	1	2	1	1	2	2	1	2	2	1	3	1	1	2	3	2	2	2	1	1	1
24000	-391.267428026632047	-389.744665678537274	-1.522762348094781	0.000080514461299	0.000022523911939	0.279749893064978	0.644878600240405	-1	1	5	4	5	4	5	6	6	6	6	6	8	7	10	7	8	9	7	10	7	10	9	8	10	9	10	10	11	13	10	12	11	12	9	11	10	11	11	12	14	12	12	15	13	12	14	14	15	14	15	15	14	17	16	17	17	19	18	19	20	20	19	17	19	21	21	22	23	23	0	1	1	2	4	1	2	4	4	7	6	3	21	8	26	8	9	3	3	12	0	23	13	16	12	8	16	11	18	22	13	28	22	31	13	13	0	19	20	22	20	18	33	35	31	37	25	20	30	43	35	46	46	38	52	50	53	55	48	55	52	52	56	53	57	64	57	61	67	61	1	1	3	1	1	3	3	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	1	2	3	2	1	3	1	1	2	1	2	2	2	2	3	2	2	1	2	1	2	2	1	1	2
