step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
12000	-434.801534684770559	-441.657022635729959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581031375917065	0	1	1	3	5	7	6	6	6	8	10	8	9	10	9	10	10	9	10	12	12	10	11	13	13	12	12	12	12	11	12	14	13	13	14	14	15	15	15	17	16	15	18	17	16	19	18	15	17	21	19	20	20	21	20	21	19	22	22	22	22	23	23	24	22	23	29	30	0	1	1	2	1	9	1	5	5	5	7	4	7	12	9	9	12	8	4	11	12	13	0	23	17	17	11	12	30	17	9	34	17	15	26	26	26	13	12	39	4	35	45	19	26	44	32	12	12	38	4	31	47	26	34	39	30	48	54	51	51	58	41	59	27	0	0	0	1	1	1	1	2	1	3	1	1	1	2	2	2	1	1	3	1	1	3	1	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	1	2	3	1	5	1	1	3	2	1	2	4	3	3	8	4	1	6	3	3	4	4	1	1	2	1	3	1	5	1	1	1
12500	-342.226786497899639	-349.082274448859039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481825346504788	-1	1	1	3	4	6	6	6	7	7	8	8	8	12	10	7	10	10	10	11	10	11	12	10	12	12	13	13	11	12	14	10	13	14	13	14	15	15	14	14	16	15	18	17	17	17	17	18	18	19	18	20	20	20	20	21	20	22	22	22	23	24	23	25	22	24	30	31	0	1	1	1	2	2	3	4	8	1	8	4	1	13	13	5	7	13	1	24	13	12	0	1	29	21	21	13	7	13	24	9	19	8	21	24	17	19	14	24	24	28	46	38	27	24	39	46	13	44	41	46	43	44	28	57	40	57	24	48	57	58	51	46	24	0	0	0	1	1	1	2	1	3	2	2	1	3	1	2	4	3	1	1	3	2	4	1	1	2	1	7	1	1	1	2	2	2	3	2	2	4	2	2	2	2	1	2	5	1	1	2	2	5	1	1	6	1	1	1	1	1	4	1	3	1	5	2	2	1	3	5	4	1	1	1
13000	-444.937044971008788	-451.792532921968188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369612916699746	-1	1	2	2	4	7	5	6	7	7	8	7	9	11	10	9	10	11	11	10	11	9	11	13	11	12	12	12	12	13	14	14	13	12	13	14	15	16	15	16	15	16	19	18	17	18	18	18	18	20	17	20	20	20	21	22	21	23	20	23	23	22	22	25	23	24	31	31	0	1	1	1	1	1	1	3	5	4	1	8	10	1	1	1	16	8	16	11	1	5	0	11	8	15	15	16	15	20	19	9	26	6	15	34	22	16	34	23	26	23	45	9	35	42	18	11	38	19	1	48	51	45	26	52	31	48	21	26	41	24	11	54	63	0	0	0	1	1	1	1	2	4	2	2	1	2	5	1	1	6	5	4	1	3	1	1	5	1	1	2	3	1	1	2	1	1	2	3	1	2	2	1	4	3	2	4	2	3	1	6	2	1	3	5	1	4	9	1	2	2	5	2	3	4	6	5	4	4	5	2	1	1	1	1
13500	-405.473946284396163	-412.329434235355563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484282025800205	-2	0	2	2	4	7	6	6	4	7	9	8	7	11	10	9	11	9	9	11	12	11	9	12	11	12	12	12	10	13	14	13	13	12	12	14	15	16	15	16	17	16	18	15	17	17	19	18	18	20	20	21	20	21	21	20	18	22	22	22	24	22	23	24	24	25	29	32	0	1	1	2	1	1	1	9	2	7	9	6	8	4	10	4	11	1	1	11	5	19	0	17	7	29	1	16	1	17	1	25	1	19	29	16	32	33	22	17	7	19	38	19	44	42	45	19	16	49	4	51	26	49	48	49	24	51	19	11	63	48	62	50	62	0	0	0	1	1	2	1	2	4	3	1	2	1	2	1	1	5	1	3	1	4	5	1	3	1	1	1	2	1	6	2	5	1	8	1	7	1	2	2	1	1	1	3	6	5	1	4	1	1	1	4	5	2	10	1	4	2	2	1	5	1	5	6	1	2	1	2	2	1	1	1
14000	-416.064481093209849	-422.919969044169250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471890569678124	0	1	1	2	4	8	2	7	7	7	9	8	8	10	10	10	11	10	10	11	10	11	11	13	12	12	12	12	13	13	13	14	11	13	14	15	15	15	16	16	16	16	17	15	17	17	18	19	18	20	18	19	20	22	21	22	21	23	21	22	23	24	20	24	24	24	30	31	0	1	1	3	2	1	1	5	5	1	1	8	7	1	4	1	8	1	8	7	10	21	0	10	13	15	21	16	21	17	19	25	4	27	13	31	34	26	29	16	35	34	31	6	14	31	42	32	22	19	41	43	40	59	39	44	46	11	46	40	63	41	51	59	57	0	0	0	1	1	1	1	2	5	1	1	2	4	5	1	3	4	3	3	3	5	2	4	2	1	1	4	2	1	1	1	2	1	2	1	7	1	3	1	1	1	2	3	1	2	3	3	2	2	1	2	3	5	1	1	3	1	2	4	2	8	2	3	3	4	1	2	1	1	1	1
14500	-407.157531344406095	-414.013019295365496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443101698352036	0	1	1	2	5	7	5	6	7	7	8	8	8	11	10	9	11	11	10	11	12	10	12	12	13	12	11	13	12	14	14	13	12	13	13	14	14	17	15	16	17	14	19	16	17	18	19	18	18	20	19	21	21	19	22	22	21	22	21	21	24	23	23	25	23	24	30	31	0	1	1	3	2	1	1	7	8	1	8	10	5	15	13	1	15	15	1	11	27	4	0	13	27	9	13	19	27	15	19	12	1	18	1	24	24	44	32	23	22	17	16	37	16	31	36	35	16	47	24	43	51	26	42	43	51	1	54	51	35	52	51	60	27	0	0	0	1	1	1	1	2	3	2	1	1	2	1	1	1	1	1	6	1	1	3	1	1	5	1	2	1	1	2	1	1	2	2	3	6	1	5	1	1	1	1	2	2	2	6	1	4	2	3	2	5	1	2	1	1	3	3	2	1	9	2	1	6	1	2	2	4	1	1	1
15000	-360.188035762976085	-367.043523713935485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426221901031517	-1	1	1	2	4	6	5	7	7	7	9	8	8	9	10	9	10	9	8	11	8	10	11	12	12	13	12	13	12	13	11	13	14	14	13	15	14	16	15	15	16	15	17	17	16	18	18	18	18	19	19	20	20	21	22	21	19	22	22	22	23	24	23	25	25	24	30	31	0	1	1	1	1	1	1	7	1	1	9	6	6	9	1	19	10	9	9	11	1	8	0	15	18	20	3	9	10	25	16	10	27	23	27	1	29	36	31	26	35	30	40	38	15	31	37	18	42	38	45	39	43	50	48	43	47	17	36	57	57	51	58	54	62	0	0	0	1	1	1	2	3	4	3	1	4	5	1	1	1	1	5	1	2	2	1	1	3	1	1	1	1	1	6	4	2	1	1	4	1	2	1	6	1	1	2	1	1	1	2	1	2	4	2	4	2	2	1	3	2	2	2	2	1	5	4	2	1	3	1	2	1	1	1	1
15500	-405.595616035982914	-412.451103986942314	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523430392437608	-1	1	1	3	4	7	5	5	7	7	8	8	9	11	10	9	11	10	11	11	11	11	11	12	12	12	12	13	13	14	13	13	13	14	12	14	14	16	15	17	16	14	18	17	17	19	16	16	18	20	18	20	20	22	21	21	19	20	20	22	24	24	21	24	24	23	30	31	0	1	1	2	1	5	4	2	7	8	7	9	8	1	10	5	3	7	16	1	7	16	0	9	11	7	15	17	21	21	17	10	16	18	17	16	25	34	33	11	42	21	38	38	42	42	39	24	17	31	41	43	45	59	27	45	12	34	38	50	17	51	51	54	47	0	0	0	1	1	1	1	2	1	1	2	1	1	1	1	1	7	2	2	5	2	1	6	3	1	1	2	3	3	1	1	1	2	1	2	2	2	1	3	1	1	1	5	2	2	1	1	2	2	1	2	2	4	1	1	2	1	4	2	5	4	3	1	9	3	2	1	5	1	1	1
16000	-403.411631688982368	-410.267119639941768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418696048609882	0	1	1	3	4	7	5	7	5	7	9	8	9	11	10	9	10	10	10	11	10	8	12	12	13	12	11	12	12	14	13	13	14	13	12	15	15	16	13	16	17	17	19	17	18	18	18	19	19	19	19	21	20	21	21	22	20	20	20	22	23	24	21	24	23	24	29	29	0	1	1	2	2	1	1	5	2	1	1	6	10	13	13	1	12	10	6	8	1	6	0	17	1	27	17	19	21	35	1	7	1	29	21	1	16	33	21	26	31	20	47	26	14	13	44	46	4	42	41	47	37	50	44	55	45	42	22	35	51	63	51	31	41	0	0	0	1	1	1	1	1	2	3	2	1	3	3	1	1	1	1	4	1	2	2	2	4	1	1	1	6	1	1	1	1	1	7	4	6	1	1	4	3	1	2	1	2	4	1	3	4	4	1	1	6	1	1	1	3	1	2	1	1	1	6	4	2	1	1	5	4	1	1	1
16500	-370.173168985694133	-377.028656936653533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558818664737372	0	1	2	2	3	7	4	5	6	8	7	9	9	10	11	9	10	11	11	12	11	10	12	11	12	13	9	12	12	11	13	12	13	12	14	13	14	16	16	16	17	16	16	15	18	19	18	18	18	18	20	20	19	20	21	22	19	21	21	23	22	23	23	23	24	24	29	32	0	1	1	1	4	1	1	7	1	9	1	9	7	9	9	9	11	14	12	22	17	11	0	27	17	15	7	4	27	11	11	12	4	13	22	12	9	44	37	35	37	19	24	33	40	45	40	40	26	43	41	49	42	50	53	42	44	17	33	59	1	51	41	39	62	0	0	0	1	1	1	1	1	4	2	1	4	1	4	2	2	4	3	2	1	1	1	1	1	2	1	1	1	1	2	3	2	3	3	1	5	1	2	1	3	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	3	2	3	3	1	9	2	3	2	1	1	1	1
17000	-400.503339805992937	-407.358827756952337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422121400343798	-1	0	1	3	3	8	5	6	6	6	10	8	9	12	9	9	10	9	10	11	10	11	11	12	12	10	13	12	13	14	13	13	13	13	14	15	15	15	15	17	16	16	18	18	17	19	19	18	17	19	17	20	18	21	20	20	21	23	22	21	24	22	24	24	25	23	30	32	0	1	1	1	1	9	1	2	2	4	12	3	9	17	1	4	13	4	4	1	5	19	0	17	12	8	12	9	21	24	16	24	19	16	9	1	14	9	32	13	8	13	38	31	33	40	51	41	36	44	35	13	26	1	43	48	41	24	24	47	12	24	62	59	63	0	0	0	1	1	1	2	3	1	4	4	3	2	1	3	2	1	5	3	1	2	3	5	4	1	1	1	2	3	4	4	1	1	3	1	2	3	3	7	2	4	1	5	4	3	2	2	3	1	1	1	1	1	2	6	5	11	1	1	3	5	5	1	7	4	1	1	1	1	1	1
17500	-434.134457015248756	-440.989944966208157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436285771356438	0	1	2	3	4	7	4	5	7	7	8	8	8	12	10	10	9	11	11	10	12	9	9	13	12	11	12	12	12	12	12	14	13	11	13	14	15	16	15	16	17	15	17	17	16	18	16	18	17	20	19	21	20	22	19	22	19	22	21	21	22	23	23	23	24	24	30	32	0	1	1	3	1	1	1	4	5	1	4	3	4	34	9	1	2	7	5	1	18	9	0	27	3	12	3	16	26	34	9	13	19	20	13	19	28	31	30	30	25	24	26	38	22	43	29	36	36	43	47	46	48	1	49	55	24	51	16	41	53	52	39	50	62	0	0	0	1	1	1	1	2	4	2	1	1	3	2	3	2	1	1	4	4	4	3	5	1	1	1	1	5	2	4	1	1	1	2	4	1	1	2	1	2	2	2	2	3	2	3	1	2	1	2	3	1	1	1	2	1	11	1	1	3	1	3	2	1	1	4	2	1	1	1	1
18000	-436.647842175180699	-443.503330126140099	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490269768702403	-1	1	1	3	5	8	5	6	6	7	9	9	7	12	9	10	10	11	10	8	11	9	10	13	12	13	11	10	11	13	13	13	13	13	13	15	15	16	14	17	16	16	19	18	17	19	18	18	18	20	18	20	19	21	21	21	19	23	21	20	24	23	23	24	21	25	31	32	0	1	1	3	1	1	1	2	7	1	20	10	2	21	1	5	20	10	13	13	7	2	0	21	27	14	17	5	6	16	19	22	16	18	27	16	34	16	25	31	15	26	31	16	32	28	40	21	16	44	41	46	41	10	32	57	30	35	44	48	65	41	44	52	42	0	0	0	1	1	1	1	3	5	2	3	1	4	1	1	2	1	5	3	1	2	1	1	3	3	1	1	1	1	1	3	1	1	2	3	1	1	1	2	1	3	1	2	4	1	4	4	2	5	1	3	4	2	1	1	1	3	2	1	3	5	2	2	2	5	3	2	2	1	1	1
18500	-382.597353802470650	-389.452841753430050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.356729779084965	-1	1	2	2	5	6	4	5	6	7	10	8	8	11	11	10	10	11	8	11	11	10	11	12	13	11	9	9	12	14	13	13	11	14	12	14	15	16	15	16	15	16	18	16	15	17	19	18	18	20	19	21	21	21	21	21	20	23	19	22	23	24	22	25	25	24	31	32	0	1	1	1	1	4	1	2	2	4	12	3	4	13	1	28	19	13	1	1	27	13	0	11	27	28	10	1	27	11	16	13	12	31	13	12	22	1	17	14	24	18	13	13	15	34	34	24	28	26	41	47	40	59	10	59	43	1	44	49	51	4	41	59	61	0	0	0	1	1	1	2	3	1	2	2	3	1	1	3	3	1	6	1	1	1	4	3	1	1	1	2	2	1	1	6	1	2	1	3	2	1	2	2	1	8	1	2	3	2	5	3	1	2	3	3	4	3	2	1	2	1	8	1	1	10	2	3	2	11	5	2	2	1	1	1
19000	-435.612554720203548	-442.468042671162948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382461063308646	-1	1	1	3	4	6	6	6	7	7	9	9	7	12	10	8	9	10	11	11	11	10	12	12	12	12	12	12	11	12	13	14	12	13	12	14	16	16	16	16	17	15	17	18	16	19	16	19	16	20	18	17	20	21	21	22	19	21	21	22	23	23	23	23	23	24	30	31	0	1	1	2	1	1	1	5	7	1	3	2	2	13	4	1	8	7	4	7	1	16	0	19	20	16	10	16	15	8	13	9	6	28	10	26	20	1	28	15	47	30	1	19	30	31	25	51	24	44	30	27	41	16	37	57	42	1	31	41	55	1	47	43	53	0	0	0	1	1	1	1	2	4	5	2	1	3	3	4	3	2	4	6	2	3	3	3	7	1	1	1	1	2	3	2	1	2	2	4	3	1	3	1	3	9	2	2	1	1	6	3	2	3	2	1	1	1	3	2	1	5	3	1	1	6	3	2	2	14	5	4	1	1	1	1
19500	-429.054165020492064	-435.909652971451465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515908742426002	0	1	2	2	2	7	5	7	6	8	8	9	6	10	11	9	10	10	8	9	10	11	11	12	11	13	13	11	11	12	12	14	13	12	12	15	14	15	15	17	16	16	17	17	18	19	18	18	17	19	17	21	19	21	21	21	20	21	20	22	23	24	22	25	23	24	30	31	0	1	1	1	1	1	1	3	1	4	1	3	5	8	18	4	20	8	1	8	11	10	0	18	8	34	18	4	9	12	4	26	19	17	8	28	24	4	33	30	35	21	38	30	43	31	29	37	38	31	8	17	51	44	45	51	42	41	39	58	51	1	8	45	41	0	0	0	1	1	1	1	1	4	2	2	3	2	2	3	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	5	2	2	6	1	1	2	1	2	1	8	1	4	2	4	1	2	1	2	3	2	1	2	5	6	1	3	1	2	1	2	2	1	4	12	8	4	5	1	1	1
20000	-383.172595270282955	-390.028083221242355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396290664491866	-1	0	1	2	5	7	4	7	7	7	10	9	8	11	10	9	11	10	10	11	11	11	11	10	13	13	12	12	12	13	12	12	13	14	13	13	15	15	16	16	16	15	18	16	18	18	18	16	19	20	18	20	20	19	21	22	20	22	21	22	22	22	22	23	25	24	31	31	0	1	1	3	1	5	3	1	7	1	7	6	10	9	7	8	16	7	8	11	13	16	0	5	9	22	1	17	13	16	8	9	8	6	8	8	36	19	31	18	8	26	48	31	25	36	26	5	40	40	35	43	45	42	36	46	39	27	39	37	53	1	45	1	41	0	0	0	1	1	1	1	2	1	2	3	1	4	3	1	1	2	2	1	1	4	1	1	2	2	1	2	4	1	7	1	2	2	2	3	2	3	3	4	1	4	2	2	3	1	1	2	4	3	2	5	1	1	1	1	1	3	4	2	2	4	3	4	1	12	2	13	5	1	1	1
20500	-424.935690917792328	-431.791178868751729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370672566805571	0	1	1	3	5	7	5	7	6	8	10	9	8	11	10	10	9	11	11	12	11	10	11	12	12	12	13	12	13	12	13	13	13	13	12	14	16	17	14	14	15	17	19	16	18	19	19	18	17	20	19	18	20	19	19	21	21	20	21	22	20	22	23	24	25	22	29	32	0	1	1	2	1	1	1	3	2	1	1	13	7	8	8	1	13	8	1	11	15	9	0	15	9	7	10	16	11	15	19	10	1	17	11	1	36	19	16	18	29	23	16	22	41	8	25	10	1	52	11	12	45	37	48	34	53	22	12	37	17	1	58	33	61	0	0	0	1	1	1	1	2	4	3	3	2	5	6	1	2	2	1	6	1	2	4	1	1	2	1	1	3	3	3	1	2	1	1	3	7	2	1	7	1	2	2	2	2	2	5	2	2	6	3	5	9	1	3	4	1	1	1	5	1	7	5	3	5	10	1	7	2	1	1	1
21000	-413.348878092819916	-420.204366043779316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472376979098296	0	1	1	3	4	7	5	6	5	6	10	8	8	12	10	8	9	10	9	12	12	10	11	11	13	13	12	11	12	13	13	14	14	14	13	14	14	15	16	17	16	15	18	16	18	18	18	19	17	20	19	19	20	20	21	21	18	21	22	20	23	22	23	24	25	25	31	32	0	1	1	1	1	9	4	5	4	4	17	6	3	10	7	4	10	17	1	11	12	6	0	2	20	23	15	1	7	19	16	5	28	25	17	1	28	28	16	31	35	24	42	38	38	44	27	24	1	31	41	41	44	28	26	49	32	41	49	34	24	24	60	52	63	0	0	0	1	1	1	2	2	1	1	1	1	1	1	1	2	3	2	3	1	1	5	2	2	1	1	5	1	1	1	6	3	2	3	6	1	1	2	5	2	1	3	2	3	2	2	1	2	2	3	3	8	3	1	2	1	5	4	1	1	3	3	2	6	7	1	2	1	1	1	1
21500	-388.311262011665519	-395.166749962624920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382047548495641	-1	0	0	2	5	6	4	5	6	7	9	9	8	10	10	10	10	8	10	12	12	10	10	10	12	13	10	11	12	14	13	13	12	13	14	15	14	17	16	14	16	16	17	16	18	18	19	17	18	20	18	21	21	19	20	20	20	22	21	22	22	23	23	23	25	24	29	30	0	1	1	1	4	1	1	7	3	4	4	1	6	1	4	5	18	4	4	1	24	8	0	1	12	15	10	1	9	23	16	1	24	20	24	19	21	19	29	20	35	27	16	22	36	2	4	14	28	49	41	40	35	43	36	23	41	47	54	29	24	20	45	59	61	0	0	0	1	1	1	1	1	3	2	1	3	2	4	4	1	5	3	2	1	3	4	8	1	2	1	6	1	2	1	6	3	2	2	7	1	1	2	2	1	5	2	1	1	2	3	3	2	10	8	3	3	1	1	4	4	1	2	6	2	1	1	4	5	4	3	1	1	1	1	1
22000	-366.071724024806599	-372.927211975765999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462655173611096	0	1	1	3	5	6	4	6	6	7	9	8	8	11	11	9	10	9	10	11	12	11	12	12	12	12	11	11	12	13	12	13	14	13	13	13	15	17	16	17	16	16	17	17	17	17	17	18	18	21	19	21	19	21	22	20	20	23	21	22	24	24	23	25	22	25	30	32	0	1	1	1	4	5	4	4	4	9	9	5	9	18	9	1	10	1	1	13	27	18	0	20	27	18	8	1	17	20	5	4	31	12	7	1	29	16	14	37	37	34	31	33	37	1	37	25	36	44	47	51	39	38	51	48	43	4	38	53	51	63	65	54	45	0	0	0	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	5	2	5	3	2	1	1	1	1	1	1	2	5	1	1	3	4	2	4	3	6	1	5	3	1	1	1	2	2	1	7	1	3	2	2	1	1	1	3	2	1	1	10	2	1	2	1	1	2	3	1	1	1
22500	-356.265943100699758	-363.121431051659158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582020484578059	0	1	2	2	4	7	3	5	6	7	9	8	7	11	10	9	11	10	10	11	11	10	11	12	12	12	11	12	12	13	14	11	14	13	12	15	15	16	14	16	15	17	18	17	17	18	18	19	17	19	19	21	21	22	21	20	20	22	19	22	24	21	23	24	23	23	31	30	0	1	1	1	4	8	1	3	5	4	4	2	9	11	1	1	16	1	1	13	11	6	0	14	32	22	10	19	21	21	19	9	19	35	18	16	22	31	21	20	35	40	38	38	36	16	25	39	17	31	41	57	42	38	34	38	37	1	9	56	51	51	62	59	51	0	0	0	1	1	1	1	1	1	2	2	1	2	4	4	1	1	4	5	1	7	4	2	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2	2	1	1	1	1	1	4	2	3	3	2	3	1	2	2	4	2	3	11	4	1	2	1	1	3	1	1	1	1
23000	-344.742062302135082	-351.597550253094482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476980738121996	-1	1	1	2	3	8	4	7	6	6	9	9	8	10	10	8	10	10	9	12	11	10	11	13	12	12	11	12	12	14	13	14	12	13	13	13	15	16	15	14	16	17	18	17	16	18	18	19	18	18	20	20	20	20	21	20	20	20	21	22	24	21	23	25	23	22	30	32	0	1	1	3	2	9	4	7	1	1	7	16	9	13	9	1	9	8	9	9	11	16	0	29	11	15	7	1	4	25	1	27	12	22	27	16	23	13	2	35	35	30	44	16	36	28	45	42	44	31	41	49	47	43	49	44	46	1	50	53	51	39	51	59	62	0	0	0	1	1	1	1	1	1	1	1	4	4	2	1	1	1	4	5	2	1	1	4	1	1	1	1	2	1	4	5	5	2	6	3	1	2	1	2	2	3	7	1	2	2	1	4	1	3	1	1	1	3	2	1	1	1	1	2	2	10	2	1	2	3	2	2	1	1	1	1
23500	-380.436283643365130	-387.291771594324530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572063072104088	0	1	1	2	5	7	5	7	6	6	9	8	8	8	11	8	10	8	10	12	11	10	12	13	12	13	12	12	12	12	13	12	13	14	12	15	16	14	16	16	17	15	17	18	18	19	18	17	18	18	19	20	20	20	22	20	20	20	20	22	24	23	21	23	23	24	30	31	0	1	1	3	2	5	1	10	1	1	10	7	9	10	18	1	12	9	13	11	11	14	0	15	21	12	17	16	3	11	1	22	19	27	12	16	34	28	23	31	35	24	28	12	24	45	35	24	43	31	41	43	49	50	49	50	34	1	43	48	63	17	41	59	63	0	0	0	1	1	1	1	2	1	2	1	2	2	2	2	1	1	2	6	1	1	1	1	1	1	1	1	1	2	1	3	6	1	5	1	2	1	1	4	1	1	2	1	3	1	3	4	2	1	3	2	1	2	1	2	1	1	2	1	3	10	1	2	2	7	3	1	1	1	1	1
24000	-408.363747424799612	-415.219235375759013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.389786434825581	0	1	1	2	3	7	5	7	6	7	9	9	7	11	10	9	11	11	10	11	9	11	12	11	12	11	12	12	11	13	12	12	13	13	12	13	15	16	15	16	16	16	19	17	18	17	17	19	19	20	19	21	20	21	20	21	19	20	20	21	24	24	23	24	25	25	31	30	0	1	1	2	2	1	1	7	2	1	1	6	9	10	3	1	16	11	16	13	1	10	0	21	15	16	15	1	15	13	1	10	16	13	8	16	32	1	20	31	11	29	26	2	38	22	40	39	44	43	35	14	19	43	45	26	22	1	31	26	57	35	41	56	60	0	0	0	1	1	1	1	1	3	3	1	3	4	4	1	1	2	4	3	2	2	1	2	3	2	1	1	1	1	1	6	1	2	5	3	2	2	4	2	2	5	2	1	3	3	3	9	1	2	1	2	1	1	5	5	4	1	1	6	4	12	5	6	2	8	4	2	4	1	1	1
24500	-372.526452861077246	-379.381940812036646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451929979820766	0	1	2	3	3	7	4	6	5	7	9	9	7	11	8	9	10	11	11	11	11	10	11	12	13	12	11	12	11	13	13	14	14	14	14	14	13	16	15	15	17	16	18	16	15	18	19	18	17	21	19	20	20	21	20	21	20	22	19	21	21	21	23	24	23	25	29	30	0	1	1	1	2	9	1	3	1	9	10	13	7	15	1	1	15	13	16	9	10	6	0	9	21	10	10	1	8	9	8	26	30	31	9	31	7	34	32	26	35	45	40	1	6	8	44	44	1	53	41	44	42	59	40	35	48	1	30	51	30	1	51	59	55	0	0	0	1	1	2	1	1	1	2	2	2	1	1	1	1	2	4	5	1	2	1	5	3	2	1	3	1	3	2	6	2	4	3	1	1	1	4	1	3	1	1	1	1	1	2	8	4	7	2	1	7	1	1	2	3	1	3	5	1	13	2	1	4	8	2	2	3	1	1	1
25000	-438.692720788455063	-445.548208739414463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.352460940638264	-1	1	1	3	5	7	5	7	6	4	8	9	9	11	10	9	10	9	10	12	10	8	11	13	12	13	12	12	11	13	14	13	12	13	13	14	16	16	16	16	17	16	17	17	17	19	18	19	18	21	19	20	21	21	21	22	19	20	22	22	24	22	23	25	24	24	29	31	0	1	1	3	2	1	1	9	2	1	1	11	5	9	10	6	16	9	1	21	3	5	0	13	12	23	3	13	21	19	16	1	19	23	4	35	19	36	36	21	35	18	38	34	25	17	37	44	19	38	41	4	43	30	58	35	44	1	50	51	58	51	11	53	51	0	0	0	1	1	1	1	2	4	2	1	3	2	7	1	2	3	4	1	1	1	5	1	5	2	1	2	1	1	5	1	1	2	2	7	1	1	7	1	3	1	1	3	2	4	1	3	3	4	1	1	5	3	1	7	2	5	1	4	1	11	1	2	2	1	7	3	3	1	1	1
