step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
12000	-401.639952337198281	-400.263501220015485	-1.376451117182821	0.000188181930166	0.000085968464650	0.456836979907606	0.611551573007966	-1	1	1	3	4	7	5	6	6	8	8	8	7	11	11	10	10	9	11	11	10	11	11	10	13	12	12	13	12	14	14	12	13	13	14	14	14	16	16	14	17	16	18	17	17	19	19	19	17	21	19	20	20	21	20	18	19	22	20	20	24	23	24	24	24	22	31	30	0	1	1	2	3	3	4	4	3	3	6	8	3	6	16	12	13	7	24	11	11	24	9	12	22	17	11	15	21	16	27	14	12	16	33	29	33	34	15	27	5	14	42	28	27	44	42	39	35	41	9	47	47	48	46	45	0	48	26	41	60	58	38	45	62	0	50	48	1	1	1	1	2	3	1	2	3	4	1	1	2	3	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	3	2	6	2	1	2	3	1	1	1	2	2	4	1	1	1	1	1	1	1	3	1	2	1	4	3	1	1	7	4
12500	-459.978128253493196	-458.617155886809883	-1.360972366683322	0.000131318190868	0.000073272527830	0.557976982059205	0.444510549055986	-1	1	2	3	5	6	5	7	7	8	9	8	9	11	10	9	9	11	9	12	11	9	12	11	12	12	12	13	12	13	14	14	13	13	14	15	15	17	15	16	15	16	18	17	18	18	18	18	19	20	19	20	21	19	20	21	20	22	19	22	24	24	22	22	21	24	30	30	0	1	2	2	3	3	2	5	3	4	12	6	2	13	22	8	12	17	1	5	10	8	15	13	21	22	3	4	18	16	33	9	8	11	13	34	30	28	18	10	27	22	22	41	21	26	26	21	31	30	41	44	37	20	43	54	0	23	35	5	65	26	49	52	21	0	52	63	1	1	1	1	1	2	2	1	2	2	1	2	4	1	1	1	1	1	6	3	1	1	1	1	1	2	5	6	1	1	1	4	3	1	2	1	1	1	1	4	1	3	5	1	4	2	3	4	2	3	2	2	4	3	1	1	1	6	1	7	1	5	2	1	4	1	4	3
13000	-449.616664566151712	-448.247382027995343	-1.369282538156393	0.000135940551747	0.000091124074373	0.670322969871211	0.462641833547971	-1	0	1	3	5	7	5	6	7	8	8	8	8	10	10	10	10	10	11	10	10	9	11	12	12	12	11	12	12	14	13	14	13	14	13	15	13	17	15	15	16	15	17	17	16	18	18	18	18	21	20	21	21	20	22	21	20	22	21	22	24	21	23	24	24	24	30	31	0	1	2	1	4	7	4	2	2	6	7	6	3	9	10	12	11	11	8	22	4	13	22	16	22	12	21	5	20	28	22	25	26	24	17	24	23	36	32	37	22	22	28	30	32	33	24	42	34	46	40	54	28	34	48	17	0	40	35	15	59	35	31	58	59	0	64	67	1	1	1	1	1	2	1	4	5	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	2	2	1	1	1	1	3	2	3	2	1	3	3	1	3	2	3	1	5	4	1	6	1	3	3	4	1	4	5	1	2	1	2	1
13500	-415.029912083514603	-413.651777045355118	-1.378135038159498	0.000167823589142	0.000120656377632	0.718947665516273	0.704306339183329	-1	0	2	2	4	8	5	7	6	5	9	9	7	11	11	9	10	10	10	11	11	10	10	13	12	11	12	13	11	13	14	13	14	14	13	14	15	15	16	16	16	13	18	17	17	16	19	18	19	20	19	19	21	22	21	19	20	22	21	20	22	23	23	23	25	24	29	31	0	1	2	2	3	10	4	2	10	3	7	7	2	17	10	10	9	10	7	16	7	11	12	22	16	17	29	14	11	23	21	29	42	16	20	23	42	30	23	35	22	12	46	31	37	30	33	46	46	46	35	41	41	41	37	39	0	41	44	44	56	53	58	58	62	0	65	55	1	1	1	1	1	1	2	3	1	2	2	2	4	1	3	2	1	3	2	1	3	1	1	3	2	1	1	1	1	1	2	1	1	3	1	2	1	1	3	1	2	2	1	2	1	2	2	1	2	2	3	1	3	3	3	2	1	3	2	2	2	1	1	1	1	1	2	5
14000	-428.471827982136233	-427.106223463135677	-1.365604519000553	0.000153731277288	0.000077523709530	0.504280657115963	0.402317459632145	-2	0	1	2	4	7	5	5	7	7	9	7	7	9	10	9	10	10	10	12	11	10	11	11	12	11	13	12	12	13	12	12	13	14	14	15	16	15	15	15	17	16	18	16	17	17	19	17	17	21	19	19	18	20	21	21	20	22	21	22	23	22	24	24	21	24	30	31	0	1	1	2	3	1	3	2	7	3	6	8	8	12	12	12	16	9	16	11	2	7	12	6	17	16	1	3	17	16	17	22	12	19	20	24	29	33	14	24	39	12	34	2	26	36	34	36	29	36	39	41	33	16	51	27	0	41	29	45	20	52	55	37	34	0	63	61	1	1	2	1	1	4	2	3	1	3	1	1	1	1	2	2	1	1	1	2	7	2	2	3	1	1	7	5	1	3	1	1	3	2	1	2	2	1	3	2	1	6	2	7	3	1	2	1	2	3	2	1	2	4	1	5	1	4	5	2	5	3	2	4	3	1	3	3
14500	-438.433669682528432	-437.052447323400770	-1.381222359127677	0.000140909770791	0.000103342342813	0.733393732979233	0.453080068237851	-1	1	2	2	4	8	5	6	6	7	9	8	8	11	10	9	10	9	11	11	11	10	11	12	11	11	13	12	12	13	13	13	13	12	14	14	16	15	16	16	15	16	17	17	17	18	18	19	18	21	19	20	20	21	21	21	21	22	21	21	22	21	23	25	24	24	30	28	0	1	2	2	3	4	2	1	4	3	9	10	2	10	6	2	2	8	16	15	4	6	17	6	9	2	19	21	5	12	24	19	10	3	29	30	41	2	26	6	34	22	21	35	14	21	33	44	30	48	41	44	47	44	45	37	0	51	31	39	46	30	59	26	50	0	62	14	1	1	1	1	1	3	2	4	2	4	1	1	4	2	1	3	3	1	1	1	4	1	1	3	2	4	1	1	4	2	1	1	3	6	1	1	1	6	3	4	1	3	4	2	4	3	2	1	2	1	2	2	1	3	2	1	1	2	3	2	3	4	1	6	2	1	5	8
15000	-450.206609078371912	-448.834450881191799	-1.372158197180130	0.000132201034359	0.000090917904826	0.687724610227731	0.451719212570639	-1	1	1	2	5	8	5	5	7	7	8	6	9	11	10	8	10	11	10	10	12	10	11	12	11	11	11	12	11	13	13	13	14	14	13	13	16	16	16	17	15	15	15	17	18	17	17	17	18	21	20	20	20	21	21	21	19	23	20	23	24	20	23	24	25	23	30	31	0	1	1	3	2	2	3	2	4	4	8	5	6	5	8	12	6	15	16	13	27	7	19	14	13	12	13	9	7	29	25	5	28	16	19	29	18	34	24	23	17	8	25	26	35	43	33	19	34	19	14	48	18	53	46	45	0	51	15	23	19	34	54	52	56	0	45	26	1	1	1	1	2	3	3	3	3	3	1	1	1	2	3	2	1	1	2	1	1	3	1	1	1	3	1	3	2	1	1	4	1	3	2	1	2	1	2	3	3	4	3	3	2	1	1	3	1	5	5	2	4	1	2	3	1	2	4	5	7	4	1	2	3	1	4	11
15500	-418.165305465344829	-416.803627302929556	-1.361678162415276	0.000132707091258	0.000079603985030	0.599847259667950	0.509758721600639	-1	0	1	3	4	6	5	6	5	8	8	8	6	11	11	9	11	10	10	12	10	10	11	12	13	12	11	12	10	13	14	14	13	14	14	14	15	14	14	16	14	15	17	18	17	18	19	19	18	21	19	20	19	21	21	21	20	22	22	22	23	23	24	24	25	24	28	31	0	1	1	3	1	4	4	3	4	13	13	8	3	11	8	12	2	10	10	19	10	12	10	14	27	21	11	12	10	2	28	26	24	33	16	12	38	16	7	30	17	15	8	45	34	38	5	46	37	51	30	44	19	44	43	53	0	55	47	39	54	57	58	54	59	0	65	44	1	1	1	1	3	1	1	1	1	1	2	1	2	2	2	1	8	1	1	1	1	2	2	1	1	1	1	2	1	5	1	2	1	1	3	3	1	3	4	2	1	2	5	1	2	2	8	1	1	1	2	1	5	1	2	1	1	1	2	3	1	1	1	2	1	1	1	8
16000	-396.389087356551215	-395.018209191614119	-1.370878164937095	0.000140708223774	0.000067155101181	0.477264934345358	0.614143434949961	-2	0	2	2	4	7	5	6	5	7	10	8	8	12	10	10	10	9	11	11	11	10	10	13	13	12	12	12	10	13	13	12	11	14	13	15	15	16	15	16	17	14	19	17	17	19	18	18	18	20	20	19	21	20	22	21	21	22	18	22	24	22	23	23	25	24	30	31	0	1	2	2	4	2	5	3	3	2	7	10	7	17	13	12	6	13	18	13	22	18	8	32	26	16	21	29	12	12	21	22	29	30	32	15	25	31	35	39	31	31	30	10	38	34	3	44	45	48	40	38	44	47	51	50	0	41	39	47	64	50	40	47	55	0	62	63	1	1	1	1	1	4	1	2	1	4	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	3	1	2	2	1	2	1	2	4	1	3	7	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	3	2	1	1	4	4
16500	-413.307243032855922	-411.943701718596003	-1.363541314259931	0.000100442988669	0.000062746513964	0.624697799170368	0.519249715797828	-3	-1	1	3	4	8	5	7	5	8	8	8	9	11	11	9	10	11	11	11	10	10	12	12	12	12	12	11	11	13	13	13	12	14	13	11	16	16	14	16	17	16	18	17	18	19	18	18	18	20	19	20	20	21	19	20	20	22	20	23	24	20	23	24	24	24	29	32	0	1	1	1	4	2	5	2	5	7	5	8	4	13	12	8	6	13	17	8	10	11	20	15	17	29	19	9	22	6	25	8	16	26	28	8	4	16	30	31	40	30	34	39	39	33	38	44	38	46	41	25	43	55	43	26	0	41	48	56	49	47	48	53	41	0	9	67	1	1	2	3	1	4	1	4	1	2	2	1	4	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	3	1	3	1	1	1	2	5	3	1	2	1	2	3	2	3	4	2	1	1	1	1	3	1	1	1	4	1	3	1	2	3	1	3	2	3	1	11	2
17000	-413.828212435959074	-412.467058608522905	-1.361153827436195	0.000130006891530	0.000076462179965	0.588139436804379	0.493666542765089	-1	0	2	3	4	6	5	5	7	7	10	7	8	11	11	9	10	9	10	12	12	10	11	12	12	12	12	11	12	12	12	14	13	14	14	15	16	16	15	16	15	14	19	17	16	17	18	17	17	21	20	21	20	21	22	19	20	22	21	21	24	21	22	24	24	24	31	30	0	1	1	1	2	4	4	4	7	3	5	5	7	17	18	8	18	5	6	11	13	4	9	19	13	11	6	8	14	16	16	21	29	8	29	19	32	30	26	34	4	19	39	45	35	36	35	5	22	57	41	56	42	46	11	48	0	51	46	31	48	44	57	62	36	0	48	64	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	3	2	1	2	1	3	2	1	2	2	1	1	5	1	3	1	2	1	1	4	2	2	1	1	1	2	8	3	1	1	1	3	2	5	1	1	1	1	5	3	2	1	1	4	1	8	3
17500	-427.142259321975132	-425.781048024123834	-1.361211297851297	0.000160825851994	0.000094845243644	0.589738791792399	0.524338041038328	-1	1	1	2	4	7	5	6	7	8	9	8	9	11	9	9	10	11	11	11	11	9	11	12	11	12	11	12	13	13	13	14	13	12	14	14	15	17	14	16	16	16	18	15	17	18	16	17	18	20	19	21	20	21	21	19	18	22	22	22	24	21	22	24	25	25	30	30	0	1	1	1	4	1	1	2	8	5	4	7	9	13	8	9	10	9	10	11	11	9	11	15	13	11	13	15	11	10	25	8	34	16	13	12	35	30	28	36	15	34	33	21	36	16	33	29	38	41	45	51	40	25	37	37	0	51	53	17	46	50	56	63	59	0	61	52	1	1	1	1	1	3	3	2	1	1	2	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	1	2	2	1	4	1	2	3	3	1	2	1	1	2	2	2	2	2	3	2	2	1	1	1	2	2	4	3	2	1	1	1	7	4	1	1	1	1	1	2	5
18000	-420.632779742910657	-419.260690680286530	-1.372089062624145	0.000133198372965	0.000091551136490	0.687329240231481	0.611960225938751	-1	0	1	3	3	7	6	6	6	8	8	8	8	10	10	9	11	8	9	11	11	9	11	12	12	12	13	12	12	13	13	12	14	14	13	13	16	14	15	16	16	16	19	17	18	17	16	18	18	21	19	20	19	20	22	20	21	22	21	22	24	22	23	23	24	24	31	30	0	1	2	3	3	2	1	4	3	3	6	7	2	7	6	6	16	9	7	10	22	13	16	13	6	15	15	23	15	17	21	6	25	35	28	22	36	14	27	38	24	29	29	47	46	47	23	37	30	45	40	51	42	41	53	48	0	51	17	4	58	39	60	54	54	0	63	63	1	1	1	1	1	4	3	1	2	5	1	1	4	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	2	2	4	1	1	1	2	1	3	2	2	1	1	2	1	1	1	1	4	8	1	4	1	1	2	1	3	3
18500	-414.081245549915309	-412.717361358790640	-1.363884191124651	0.000164358932279	0.000103256323890	0.628236764854011	0.568832792873832	-1	0	2	2	5	7	5	6	7	7	9	8	9	10	11	9	10	9	10	11	11	10	10	11	13	12	11	13	13	14	13	13	13	11	14	11	15	16	15	16	16	16	18	18	18	18	18	18	18	20	20	20	21	20	21	21	20	22	21	22	23	24	23	25	23	24	29	32	0	1	1	2	1	2	4	1	7	4	9	10	4	10	2	12	13	6	16	13	18	6	8	18	21	9	16	23	7	11	36	13	19	10	20	12	17	30	33	35	6	17	25	24	30	38	30	40	19	44	45	9	51	46	52	37	0	48	54	37	52	60	57	61	60	0	62	60	1	1	1	1	3	2	1	4	1	2	1	1	3	1	5	1	1	1	1	2	1	2	1	1	1	3	1	1	3	3	1	2	1	1	1	2	3	1	1	1	3	3	4	3	2	1	2	1	4	1	1	6	1	1	1	2	1	3	1	3	1	1	2	1	1	1	2	3
19000	-453.635985516766709	-452.273778333732764	-1.362207183033944	0.000123258385053	0.000074988573209	0.608385167283083	0.527951541653963	-2	1	2	3	5	7	6	7	6	7	9	8	9	10	10	10	10	8	9	11	11	11	11	12	13	11	11	13	12	13	12	14	12	14	13	13	15	16	15	16	16	17	18	18	17	19	18	19	19	20	19	21	20	20	20	22	19	23	20	23	22	24	24	24	23	25	30	31	0	1	2	1	4	7	2	2	5	5	18	7	8	11	12	19	13	3	10	10	4	13	12	27	13	14	14	16	16	27	20	25	15	12	17	29	31	29	24	19	15	16	42	36	25	30	31	47	43	39	41	32	51	49	7	45	0	53	26	34	51	43	45	56	39	0	52	60	1	1	1	3	1	1	2	4	1	1	1	1	1	1	1	1	1	3	2	2	4	2	1	1	3	1	1	2	1	1	1	1	1	3	2	1	2	1	2	4	2	2	1	4	2	2	3	1	1	3	2	4	1	1	8	3	1	2	4	4	1	2	3	2	4	1	4	4
19500	-456.933176332483697	-455.490985073955756	-1.442191258527950	0.000148822097805	0.000051214468923	0.344132152940904	0.481698890907715	-1	1	2	2	5	8	4	6	7	7	10	8	6	11	11	9	11	9	10	12	12	10	12	12	12	13	13	10	9	12	14	13	14	13	14	13	14	16	16	16	16	16	18	17	16	18	18	18	16	18	19	19	20	22	22	21	20	22	21	22	23	22	21	24	24	23	30	31	0	1	2	1	4	13	3	2	2	13	13	7	7	29	16	12	19	9	29	19	11	9	6	7	14	11	22	12	13	28	16	9	24	12	30	19	30	12	21	19	24	36	11	32	23	14	35	36	3	38	41	48	42	59	43	3	0	51	21	23	57	45	35	56	55	0	62	62	1	2	1	2	1	1	1	3	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	4	4	1	2	1	1	1	4	1	3	3	2	4	2	2	3	2	3	6	1	1	1	1	1	3	7	1	1	4	6	2	3	3	2	1	1	5	3
20000	-463.302378762248111	-461.920950681033901	-1.381428081214188	0.000137628340539	0.000101064052789	0.734325883701949	0.514147112982703	-1	1	2	3	5	7	5	5	5	8	8	7	8	12	11	9	10	10	10	9	11	9	11	12	13	11	13	10	11	13	13	12	14	11	13	15	16	17	15	15	17	16	17	16	18	18	18	18	19	20	19	20	20	21	21	22	20	22	21	21	24	23	24	23	24	24	29	31	0	1	2	2	4	5	4	4	2	9	7	1	1	34	10	6	9	7	8	4	10	10	9	23	15	11	11	9	8	28	21	9	16	10	19	29	10	39	20	30	31	35	36	16	25	42	19	40	13	41	27	11	46	50	14	9	0	51	46	31	51	24	62	43	57	0	64	50	1	1	1	1	1	1	1	1	2	2	2	3	5	1	1	1	2	2	2	2	2	1	2	1	1	1	3	2	3	3	1	3	1	2	2	2	3	1	3	1	2	1	1	3	2	2	3	1	5	1	2	5	2	1	4	6	1	2	1	4	2	4	1	2	2	1	3	6
20500	-451.555468002449004	-450.051348447077658	-1.504119555371360	0.000096313509375	0.000107154024291	1.112554458727500	0.512024433108815	-1	1	1	3	5	7	4	5	6	6	7	8	8	12	10	10	9	10	10	11	12	9	11	13	12	12	13	13	10	12	13	11	12	13	12	14	14	16	15	15	16	16	19	17	16	18	18	18	17	20	19	20	20	21	20	21	20	22	21	22	23	23	24	25	23	23	29	30	0	1	1	2	4	2	4	1	2	7	8	8	7	9	10	6	12	5	11	22	11	12	10	10	19	16	14	5	9	3	29	16	23	23	15	31	28	10	12	31	28	26	4	39	17	42	31	36	16	11	30	48	25	43	46	31	0	51	45	56	53	42	45	47	52	0	24	62	1	1	1	1	1	2	1	2	3	1	1	2	2	2	2	3	1	2	2	1	3	1	2	3	1	1	1	4	1	4	2	1	1	1	1	1	1	3	4	1	1	3	8	1	3	1	2	3	4	6	5	1	4	1	1	3	1	2	3	1	2	3	5	3	2	1	9	3
21000	-452.540433598706898	-451.179554863938392	-1.360878734768527	0.000122098678567	0.000070414807965	0.576704095339113	0.377196116821590	-1	1	1	3	4	7	5	7	6	7	9	8	9	11	11	9	11	9	9	11	11	11	12	13	12	12	12	12	13	13	13	12	14	12	11	15	14	17	15	15	15	16	18	17	17	16	18	19	18	20	18	20	20	20	21	19	20	22	19	21	23	23	22	22	24	25	31	31	0	1	1	2	1	4	4	1	4	4	5	5	9	6	16	3	18	10	9	10	7	6	1	28	6	14	13	8	14	28	12	12	15	1	11	9	32	29	29	29	12	29	30	39	17	41	9	18	14	48	23	59	40	20	21	25	0	23	26	15	58	11	49	53	46	0	50	62	1	1	1	1	2	2	1	3	1	2	3	2	2	2	1	4	1	1	1	2	2	2	6	1	3	1	1	1	1	1	3	2	3	8	1	4	1	2	1	1	5	1	2	2	3	1	5	5	2	1	2	1	2	5	4	3	1	5	4	4	1	5	2	1	3	1	6	4
21500	-430.294815717170934	-428.917918017326485	-1.376897699844431	0.000187610058919	0.000085438842230	0.455406510303095	0.592755611511091	-1	1	2	3	4	5	5	6	6	8	9	8	8	11	10	10	11	10	10	11	11	11	12	12	12	13	12	13	11	13	14	14	12	13	14	12	15	16	15	16	16	16	17	17	17	19	19	19	18	20	20	18	20	19	22	20	19	23	22	22	23	23	23	24	25	24	30	31	0	1	1	3	2	1	2	6	5	6	5	2	6	3	10	10	12	13	1	12	11	12	21	29	13	21	10	17	13	11	33	13	3	10	24	16	34	32	26	27	24	30	38	35	35	38	35	24	34	31	17	23	47	14	51	9	0	41	49	10	55	52	59	57	60	0	56	61	1	1	1	1	1	2	3	1	1	2	2	3	1	3	2	1	1	1	6	1	1	1	1	1	1	2	2	1	2	2	1	2	5	3	1	1	1	1	1	3	1	1	1	2	1	1	2	3	2	3	3	3	1	5	1	7	1	3	2	7	1	3	1	2	1	1	5	3
22000	-443.737081225890108	-442.360368627351193	-1.376712598538889	0.000188904005322	0.000086139551954	0.455996429546702	0.493849347172466	-1	1	1	2	3	8	6	7	6	6	10	8	8	10	9	9	10	10	9	10	12	10	11	11	10	12	12	13	12	12	13	14	13	14	13	15	14	17	15	16	16	17	18	17	18	19	18	18	18	19	19	20	21	22	22	22	20	22	19	22	23	24	23	25	23	23	29	29	0	1	1	1	3	10	2	2	2	3	10	2	8	7	6	8	15	13	9	12	13	6	19	22	10	25	24	15	22	16	27	29	30	24	26	35	27	36	34	18	29	28	29	36	41	44	16	32	8	6	24	28	42	32	59	45	0	51	38	38	53	46	54	48	58	0	56	54	1	1	2	1	1	1	3	3	2	2	1	3	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	3	3	3	3	1	1	1	3	2	7	4	4	3	2	3	2	2	1	1	1	3	1	2	1	4	1	1	3	2
22500	-420.936280778843923	-419.572142450895740	-1.364138327948183	0.000217305023203	0.000137064072945	0.630745074020959	0.567274755435726	-1	1	1	3	5	7	4	5	7	6	9	9	8	11	11	9	9	10	11	11	11	10	11	11	12	12	13	12	13	13	13	13	14	14	13	15	14	17	16	16	16	15	17	17	16	18	17	19	18	20	19	19	19	22	21	20	21	20	21	22	23	23	22	25	23	23	30	31	0	1	1	2	4	8	2	1	10	8	13	4	10	13	18	9	10	12	18	11	13	6	6	16	18	22	13	4	25	26	20	22	16	32	20	22	28	22	34	4	28	35	19	14	30	38	36	37	16	52	41	43	45	58	58	7	0	39	36	50	60	57	42	65	57	0	64	48	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	3	1	1	1	2	2	1	1	3	1	3	1	6	3	1	3	3	2	1	1	2	5	1	1	2	2	1	1	6	1	4	2	1	1	1	3	1	1	1	1	5
23000	-446.293168098540491	-444.904789701285836	-1.388378397254639	0.000149877694773	0.000063683268328	0.424901573408895	0.373189327261394	-1	1	1	3	4	7	5	4	6	8	8	8	8	12	11	10	9	9	9	11	12	10	12	12	12	12	11	11	12	13	12	13	12	14	13	15	15	16	14	16	16	15	18	16	17	18	17	18	18	20	18	20	21	20	19	21	21	21	21	21	23	23	23	24	22	24	28	31	0	1	1	3	4	3	1	2	8	6	6	6	2	16	19	12	7	4	11	7	10	9	12	22	20	18	1	5	13	28	18	7	16	33	26	7	6	16	16	29	22	33	36	25	24	37	12	38	37	37	38	40	37	39	49	9	0	31	46	35	55	37	52	55	54	0	45	53	1	1	1	1	1	3	3	1	1	1	1	1	4	1	1	1	2	3	1	3	2	2	2	1	1	1	8	3	1	2	2	3	2	1	1	6	4	3	2	3	2	1	2	4	3	2	4	1	1	3	1	2	2	2	1	9	1	6	2	5	2	4	2	3	2	1	4	5
23500	-445.483413975468295	-444.111942321445099	-1.371471654023182	0.000150819225412	0.000103123167346	0.683753460897959	0.447897980502529	0	1	2	2	5	7	5	7	6	8	9	9	7	10	11	10	11	9	9	11	11	11	11	12	11	13	9	12	13	12	14	14	14	13	12	14	15	16	15	15	16	15	18	16	17	18	17	18	17	20	20	20	19	21	21	20	21	21	21	22	23	22	23	24	23	24	28	31	0	1	1	2	1	4	2	7	7	3	7	1	3	13	13	8	12	13	13	27	13	14	27	16	13	25	6	10	18	6	16	22	16	10	12	26	28	28	29	4	10	24	19	20	44	36	31	15	24	49	31	11	14	43	46	38	0	41	24	31	17	51	57	38	46	0	65	65	1	1	1	1	2	2	3	1	1	4	3	6	2	2	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	3	2	1	3	2	1	1	2	3	1	6	4	2	4	2	1	2	1	3	3	1	3	6	4	1	2	2	1	2	4	5	6	1	1	4	3	1	5	4
24000	-436.206404453227833	-434.842032074005317	-1.364372379222503	0.000121205288621	0.000076720466104	0.632979525704257	0.406374899343422	-1	0	1	3	3	6	6	6	6	6	10	8	8	11	10	7	10	10	9	11	12	9	11	13	11	12	12	12	13	13	13	12	13	13	13	14	15	16	16	17	16	16	19	18	17	19	19	17	19	20	19	20	20	20	21	20	21	23	21	22	22	23	23	24	23	23	29	31	0	1	1	2	3	2	4	2	5	3	7	10	7	19	9	3	16	12	9	22	9	4	9	5	7	15	8	12	4	5	14	17	12	25	16	8	34	34	29	4	27	27	12	35	1	38	36	29	8	24	23	39	46	22	51	48	0	23	38	26	8	43	41	55	45	0	45	62	1	1	1	1	1	3	1	2	1	3	2	1	1	1	2	3	2	1	3	1	3	3	2	5	2	1	4	2	5	5	1	1	2	1	5	3	1	1	1	8	2	3	7	3	8	1	1	2	7	4	4	2	1	4	1	1	1	4	2	6	8	2	3	1	3	1	5	4
24500	-435.954847363110673	-434.592396093003799	-1.362451270106864	0.000142731947024	0.000075742165588	0.530660214245716	0.444437161931730	-1	1	2	3	3	8	5	6	7	6	10	8	9	9	10	9	11	8	10	10	11	10	11	13	12	13	12	12	12	13	13	13	13	12	13	14	15	15	16	15	16	17	19	17	17	17	18	18	18	19	20	18	19	21	21	19	20	22	21	23	23	23	23	24	25	25	30	31	0	1	2	2	2	3	2	1	7	5	13	10	8	2	9	2	7	8	6	8	4	18	11	16	10	28	15	14	16	19	11	25	16	19	15	15	24	17	32	24	24	1	15	7	30	26	33	46	38	21	41	26	47	53	57	14	0	41	43	50	52	38	48	58	60	0	35	60	1	1	1	1	1	5	2	4	1	1	1	1	2	4	2	4	2	1	1	2	5	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	8	4	5	2	2	2	1	1	4	2	3	1	1	1	2	1	2	1	3	2	4	2	1	1	1	7	4
