step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
20000	-223.106800780239382	-221.735933566356607	-1.370867213882768	0.000048613257086	0.000023203644284	0.477311039717242	0.713763011695538	0	3	2	2	4	5	5	8	5	7	8	7	10	8	9	10	11	11	13	13	15	14	13	15	13	15	17	16	17	13	15	17	16	18	20	19	19	19	21	20	21	0	1	1	1	2	1	5	10	0	7	10	9	9	9	12	11	0	14	14	16	30	19	18	20	10	20	21	20	24	16	25	23	25	21	34	29	31	33	40	23	36	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	1	2	1	3	1	1	2	1	2	2	2	2	2	1	1	2	2	1	3	1
20500	-211.040173944365222	-209.677983550641244	-1.362190393723965	0.000060700576384	0.000032404642727	0.533844069653299	0.779890098005845	0	3	4	2	2	6	4	8	6	6	7	8	9	10	9	10	9	11	11	12	15	11	14	14	13	15	16	16	18	16	17	18	17	15	17	19	19	20	21	20	20	0	1	2	1	1	3	5	11	0	7	10	9	9	15	9	11	0	15	14	10	24	15	19	20	16	20	34	20	24	25	30	23	21	25	21	29	30	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	4	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	1
21000	-220.654104739325874	-219.249731822332819	-1.404372916993058	0.000060988716937	0.000024030379575	0.394013528759599	0.512950675058117	1	3	3	3	3	5	4	8	5	8	6	8	10	9	8	11	11	11	12	12	14	13	13	14	13	16	17	15	17	16	16	17	17	17	18	19	19	19	21	20	22	0	1	1	1	1	2	5	7	0	11	7	9	15	9	9	11	0	14	18	8	20	19	18	8	16	20	21	20	24	21	25	23	25	21	31	29	31	25	23	32	36	1	1	2	1	1	1	1	3	1	2	1	1	1	2	2	3	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	3	2	2	1	1	2	4	2	1	2
21500	-235.623820429943720	-234.197709964243359	-1.426110465700355	0.000089315870618	0.000032395554389	0.362707704300254	0.607965740777550	1	3	2	2	3	7	4	8	4	6	7	8	8	10	9	12	11	11	12	12	13	13	13	14	14	15	14	15	17	16	15	17	17	16	19	17	18	19	21	21	21	0	1	1	1	1	3	5	11	0	7	10	9	9	12	9	8	0	14	14	8	11	19	19	20	8	21	16	24	26	16	25	23	25	27	34	24	16	33	23	23	29	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	1	1	2	4	1	1	1	1	3	1	2	2	2	2	2	3	2	4	4	2
22000	-220.055070151031742	-218.652473755802532	-1.402596395229210	0.000086672555867	0.000034410811762	0.397020849542320	0.574024996792615	1	3	3	2	3	6	5	6	6	7	8	8	9	9	10	10	10	11	12	11	13	13	13	13	11	16	16	16	16	15	17	16	18	18	20	18	19	20	21	20	21	0	1	1	1	1	2	5	7	0	8	8	9	9	9	12	8	0	14	18	8	11	14	19	20	8	24	11	20	24	25	30	23	27	30	30	20	31	33	40	23	27	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	2	1	1	2	1	4	2	2	2	1	2	1	1	2	4	1	1	1	3	2
22500	-231.142365396750165	-229.737565733859412	-1.404799662890749	0.000074897458546	0.000029457444899	0.393303664382634	0.673219107620300	1	3	3	2	3	5	4	8	4	8	7	8	7	9	8	12	10	11	13	13	15	13	13	14	14	15	17	14	17	13	16	18	16	17	20	17	18	18	21	19	22	0	1	1	1	1	3	5	11	0	11	7	9	9	15	9	11	0	9	14	8	25	14	18	20	16	20	21	20	26	10	30	23	25	21	21	24	31	34	32	19	36	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	3	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	2	3	2
23000	-227.836017944310754	-226.474589086328820	-1.361428857981928	0.000082815452298	0.000049269210455	0.594927747025385	0.653775154896803	1	3	3	3	3	6	4	7	4	7	6	8	10	8	8	11	10	10	12	13	14	13	13	14	13	15	17	15	16	15	15	17	18	16	19	18	17	20	20	18	22	0	1	1	1	1	1	5	11	0	11	7	9	15	9	9	8	0	14	14	16	10	18	18	20	16	16	25	16	21	25	25	23	30	16	31	21	34	33	40	14	36	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	1	2	1	4	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	4	2
23500	-221.752154860173050	-220.233465065588149	-1.518689794584900	0.000091134162086	0.000025725320430	0.282279661555241	0.639834685823342	0	4	2	3	3	6	5	7	6	7	8	8	10	9	9	11	11	10	13	12	14	14	13	14	13	15	16	15	18	15	16	18	17	17	19	18	18	19	21	19	19	0	1	1	3	3	3	5	7	0	7	8	9	12	12	12	8	0	14	14	8	16	14	18	20	10	24	21	20	24	25	25	23	30	25	34	16	31	37	40	32	24	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	3	2	1	2	2	2	2	1	3	1	1	2	1	3
24000	-217.042705107771383	-215.640523755596007	-1.402181352175382	0.000077312342498	0.000030749898705	0.397735959245033	0.754494706075585	0	3	3	2	2	6	4	8	6	7	8	8	9	9	10	10	11	11	13	12	15	13	13	14	13	15	15	15	17	15	17	17	17	17	20	19	19	19	22	20	21	0	1	1	1	1	3	5	7	0	7	7	9	12	9	12	7	0	14	18	16	10	18	18	20	11	24	25	20	24	25	30	23	27	27	37	24	34	33	32	23	29	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	3	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	3	1	2	1	2	1	1	2	3	2
24500	-209.887167324773117	-208.493533852320667	-1.393633472452455	0.000060200514025	0.000047244860541	0.784791646824508	0.717000741478951	0	3	1	2	3	6	5	8	6	7	8	9	9	9	10	12	10	12	13	13	14	13	14	14	14	16	17	15	16	14	16	17	17	18	20	17	18	19	22	19	21	0	3	1	1	3	2	5	10	0	7	10	9	9	9	12	8	0	14	14	16	16	18	18	20	16	20	21	20	24	8	30	23	21	21	33	29	31	33	32	23	36	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	3	2	2
25000	-206.059703595027088	-204.485145320715418	-1.574558274311677	0.000066140774732	0.000016643793608	0.251641951207892	0.768059560231214	1	3	3	2	3	5	4	8	7	7	8	9	10	9	10	12	7	12	12	12	14	13	14	12	14	15	16	15	16	16	16	18	17	18	19	18	17	19	20	21	22	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	11	0	14	14	11	16	18	18	11	20	20	21	24	24	21	21	23	30	21	27	29	31	33	32	39	36	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2
25500	-220.563265771454127	-219.093127026001525	-1.470138745452594	0.000058534014407	0.000018590612217	0.317603574703886	0.605536716066063	1	3	4	2	3	7	4	7	6	6	8	8	10	9	9	11	10	10	11	12	12	12	12	14	13	14	17	14	16	15	17	17	17	17	19	17	16	20	19	20	21	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	8	0	14	14	8	16	18	18	20	21	20	21	20	24	25	37	19	30	21	25	29	25	33	14	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	4	2	2	3	1	1	2	4	1	2
26000	-244.428036096746553	-242.808348962325255	-1.619687134421285	0.000078284815076	0.000018146046670	0.231795229409198	0.728824775691395	0	1	4	3	3	5	5	8	5	7	8	9	9	9	7	10	10	11	10	12	13	13	14	14	13	15	17	15	18	16	17	16	18	15	17	17	19	19	21	20	21	0	1	2	2	2	5	5	10	0	7	10	15	9	9	9	10	0	19	14	11	20	18	12	20	10	16	21	20	20	34	30	23	25	25	30	24	31	21	23	23	36	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	2	1	1	3	1	3	2	2	1	3	1	1	1	3	1	1	1	1	2	3	4	2
26500	-223.227882634550383	-221.792541918354459	-1.435340716195922	0.000069189624349	0.000024332587138	0.351679711618714	0.726601422254302	1	4	3	2	3	7	4	7	6	8	8	8	8	9	10	12	11	12	13	12	14	14	14	14	13	14	16	15	16	13	14	16	17	17	19	18	19	20	18	21	22	0	3	1	1	1	3	5	7	0	8	7	9	9	9	12	8	0	14	14	8	25	18	14	20	8	20	21	24	16	11	25	23	25	21	34	29	31	37	23	32	36	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	2	3	1	1	2	1	1	2	2	1	1	2	2
27000	-228.475504652872928	-227.114248436493455	-1.361256216379459	0.000114311213547	0.000062803980996	0.549412249655681	0.645893026405637	1	3	3	2	4	5	5	8	6	8	6	8	10	10	9	11	10	11	13	12	15	13	13	15	12	15	17	16	17	14	17	17	17	17	19	19	18	19	21	20	19	0	1	1	1	1	3	5	11	0	11	7	9	9	9	12	10	0	14	14	10	20	18	18	10	10	30	21	20	26	20	30	23	21	24	30	29	11	34	23	32	20	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	5	1	4	2	2
27500	-231.988108168269747	-230.591900147257462	-1.396208021012288	0.000051452651242	0.000040880463927	0.794525897892023	0.619335297149969	0	3	1	2	2	3	4	6	6	8	7	8	8	10	9	12	10	8	11	12	15	13	14	14	14	15	17	16	18	15	16	18	17	18	18	19	17	19	22	21	22	0	3	1	1	3	1	5	7	0	11	8	9	9	18	12	11	0	9	18	11	25	19	19	16	16	16	21	16	24	25	16	19	25	27	25	24	30	33	23	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	2	1	3	2	1	3	3	2	1	2	2	1	1	4	2	2
28000	-226.898166653864280	-225.537180262854662	-1.360986391009614	0.000074594886072	0.000043446538558	0.582433204811184	0.574342354802545	0	2	3	2	2	5	5	7	6	8	6	8	9	9	9	12	8	11	12	13	15	14	13	13	12	15	16	14	16	15	16	18	17	17	19	18	18	20	21	21	21	0	1	1	1	1	2	5	11	0	8	7	9	9	9	12	8	0	14	14	7	25	19	19	8	10	16	21	20	20	16	30	23	20	21	30	29	31	33	22	18	36	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	4	1	1	1	3	2	1	1	1	2	1	1	3	2	1	2	1	1	2	4	5	2
28500	-228.476927355528517	-227.115025904539209	-1.361901450989321	0.000062951274403	0.000038003150010	0.603691511739781	0.687788999816140	0	3	4	2	4	7	5	8	6	8	7	8	9	8	10	11	10	11	12	12	14	14	13	14	13	13	17	15	16	15	15	17	17	17	19	17	18	19	21	20	21	0	1	2	1	1	3	5	11	0	11	7	9	9	9	13	10	0	13	14	10	8	18	18	26	16	11	30	24	21	25	25	22	25	25	20	24	31	30	23	23	29	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	4	1	2	2	3	3	2
29000	-224.495599210229216	-223.132234495875679	-1.363364714353538	0.000096594247160	0.000060158484210	0.622795725200019	0.656875033449133	0	3	3	1	2	6	3	5	6	8	7	8	9	8	10	11	10	12	12	12	15	13	12	14	13	15	16	15	17	16	17	18	18	17	19	17	15	19	21	18	21	0	1	1	1	1	1	5	7	0	11	8	9	9	9	12	10	0	14	14	16	25	18	14	20	10	20	21	16	24	37	37	19	25	27	34	24	25	30	19	18	29	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	1	2	1	1	2	2	1	1	3	2	1	1	1	1	2	4	3	2
29500	-214.061282839124914	-212.140459890880692	-1.920822948244213	0.000087626470579	0.000013299391251	0.151773672534223	0.723696296081689	1	4	4	3	3	4	4	6	6	7	8	8	9	9	9	10	10	11	13	12	14	12	14	14	12	15	16	15	17	15	17	17	17	18	19	19	19	19	21	21	21	0	1	1	1	1	1	5	7	0	8	8	9	9	9	9	10	0	14	18	11	25	14	22	20	11	20	21	24	20	25	21	23	30	21	21	29	31	33	32	32	36	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	2	1	2	2	1	2	1	2	2	2
30000	-219.061763200956790	-217.569716535287029	-1.492046665669773	0.000034409030032	0.000037194728147	1.080958344728357	0.683020551352802	1	3	4	2	3	6	5	6	4	8	8	8	9	9	8	12	10	12	12	11	14	13	12	14	14	14	17	15	17	15	16	16	17	18	18	18	19	20	22	18	21	0	1	2	1	1	1	5	7	0	8	8	9	12	15	9	11	0	14	14	8	16	19	14	20	16	20	21	24	24	25	25	23	30	21	30	29	31	33	32	32	29	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	3	1	2	1	3	1	1	1	3	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	1	3
30500	-216.859654451814350	-215.176689400463715	-1.682965051350646	0.000058523689847	0.000012226483791	0.208915121765352	0.618448291385371	0	3	1	2	1	6	3	6	7	7	8	9	9	8	8	11	9	10	12	13	14	14	13	14	12	16	16	16	16	15	16	18	17	18	17	18	19	20	21	20	21	0	1	1	1	1	2	5	7	0	8	10	15	9	9	9	11	0	14	14	10	25	14	14	16	16	24	21	20	24	25	30	23	25	27	25	29	31	30	32	32	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	2	2	2	1	1	1	2	1	2	1	2	3	1	2	2	2	2	1	1	2
31000	-201.983098228212015	-200.491961691319233	-1.491136536892789	0.000086544590779	0.000026050486104	0.301006520096051	0.772876814014872	1	2	3	3	3	6	5	6	6	8	7	8	8	9	10	10	10	11	12	12	14	13	13	14	12	15	15	14	17	15	17	18	16	17	19	18	18	19	21	19	20	0	1	1	1	1	1	5	7	0	8	8	9	9	9	12	11	0	14	14	10	25	14	18	20	10	20	21	20	24	21	30	23	30	21	30	24	31	33	32	32	36	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1
31500	-208.292817714628512	-206.909894228970728	-1.382923485657786	0.000076579203260	0.000033551421167	0.438127059810586	0.609096675699147	1	3	3	3	3	5	4	8	6	8	6	8	9	10	9	11	11	12	13	12	15	14	13	14	12	15	17	15	17	15	17	17	17	18	19	16	18	19	22	19	21	0	1	1	1	1	2	5	11	0	11	7	9	12	12	9	8	0	14	14	16	16	18	14	16	16	20	21	24	20	25	21	23	21	30	25	24	31	25	32	32	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	1	2	1	2	3	1	1	3	2	1	2
32000	-211.411647920961570	-209.902003176303367	-1.509644744658205	0.000057171225331	0.000016471187213	0.288102749555306	0.800779788414115	0	2	4	3	3	6	5	8	6	7	8	7	10	9	10	11	10	12	13	13	13	13	12	15	13	15	16	16	17	14	16	17	15	17	20	19	18	19	22	21	22	0	1	2	1	1	3	5	7	0	7	10	9	9	9	12	7	0	14	18	16	16	18	14	20	8	20	21	16	24	25	30	23	21	21	27	29	31	33	40	32	36	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	3	1	2	1	1	1	1	2	1	2	1	2	4	1	1	1	2	1	1	2	1	1	2	1	2	2
32500	-212.509440928303746	-211.087378704573695	-1.422062223730038	0.000064311741494	0.000023660645880	0.367905538412365	0.758768890822936	0	2	1	3	2	4	4	7	6	6	7	8	9	9	9	11	10	11	12	12	15	12	13	14	12	14	16	15	16	15	15	18	18	18	19	17	18	17	22	20	22	0	1	1	1	3	3	5	10	0	7	10	9	9	9	12	11	0	14	18	16	16	14	14	20	16	20	30	20	16	25	25	23	38	21	31	29	31	30	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	3
33000	-206.470284477193132	-205.107939259628495	-1.362345217564641	0.000048564712172	0.000029641089754	0.610342127612926	0.754018123958424	1	3	4	2	3	6	4	8	6	6	8	8	9	9	9	11	11	11	12	13	13	13	13	15	14	15	16	13	17	15	16	17	17	17	19	18	18	19	20	19	21	0	1	1	1	1	2	5	10	0	7	10	9	9	9	9	8	0	14	15	16	16	18	19	20	21	20	21	16	20	25	25	23	30	16	25	29	31	33	32	32	36	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	3	1	3	2	1	1	2	2	1	2
33500	-200.109514137630214	-198.743270733145863	-1.366243404484341	0.000054825826075	0.000027429565496	0.500303733842523	0.833977951388026	0	2	1	3	4	6	5	8	5	6	7	8	10	9	9	11	8	11	13	12	15	13	13	14	13	14	16	15	16	16	17	18	17	17	18	18	19	19	20	21	20	0	1	1	3	2	3	5	10	0	7	10	9	12	9	12	8	0	14	18	7	25	18	18	16	16	16	21	20	24	25	30	19	25	21	25	29	31	35	32	32	36	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1
34000	-219.292613730350240	-217.908079634127830	-1.384534096222420	0.000071612878935	0.000031081696786	0.434023841072455	0.726931970902781	0	2	3	3	4	5	5	7	5	8	7	6	9	9	10	11	11	11	12	12	13	14	14	14	13	15	16	15	18	15	16	17	16	17	18	18	17	19	20	19	21	0	1	1	2	2	1	5	7	0	7	7	9	9	12	12	11	0	14	14	16	10	19	19	20	10	24	21	24	20	25	30	23	30	25	30	34	25	33	32	23	36	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	3	1	1	1	1	3	1	1	2	2	1	2	2
34500	-228.331473702132712	-226.961133194543322	-1.370340507589382	0.000074238987068	0.000035602379221	0.479564452948850	0.746237942761148	-2	2	3	3	3	7	4	8	6	7	7	8	7	8	8	12	7	11	12	13	15	14	14	14	11	16	16	15	16	14	15	17	16	17	19	18	18	18	21	20	22	0	1	2	2	2	2	5	11	0	7	7	9	9	9	9	8	0	14	14	10	16	18	19	16	11	24	21	20	24	25	16	23	30	21	34	29	31	30	32	32	36	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2
35000	-206.568820355809805	-205.182770732894511	-1.386049622915291	0.000075184581187	0.000032353565547	0.430321816475162	0.636163246949832	1	4	4	2	4	6	5	7	5	8	8	8	10	10	10	11	10	9	12	10	14	13	13	14	13	15	16	15	16	15	16	17	16	17	19	19	18	19	20	19	21	0	1	1	1	1	2	5	7	0	8	8	9	9	18	12	11	0	9	14	11	16	14	19	16	16	20	21	16	24	25	30	23	30	21	34	29	31	33	23	32	36	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	2	1	2	1	1	3	1	2
35500	-232.054911667839775	-230.690376160226407	-1.364535507613378	0.000070850238567	0.000036251818232	0.511668259210473	0.701692414006527	0	3	2	2	3	6	4	7	6	8	6	8	7	7	9	10	10	12	12	12	14	14	14	14	14	16	14	16	16	15	16	17	16	17	20	18	19	19	22	19	22	0	1	1	1	1	2	5	11	0	11	7	9	9	9	12	10	0	14	14	8	10	19	14	20	16	27	8	20	24	16	30	23	21	21	27	29	31	33	40	32	36	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	2	3	1	2	1	3	2	1	3	1	2	1	1	2	1	1	2	2	1	2
36000	-214.392873155248992	-212.916361206181904	-1.476511949067095	0.000047723583106	0.000014904710916	0.312313324900217	0.670680040155844	0	3	2	3	4	6	5	8	5	7	6	7	9	7	10	11	10	10	12	13	14	12	14	13	12	15	17	15	17	15	16	16	17	17	20	17	18	20	21	20	21	0	1	1	3	3	5	5	10	0	11	7	9	9	9	12	10	0	14	18	16	25	18	19	8	8	20	21	24	24	21	25	23	30	21	21	24	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	2	3	2	1	2	3	2	2
36500	-215.319625914697099	-213.925261213794215	-1.394364700902887	0.000091568605163	0.000037745887340	0.412214287553681	0.640435215545796	0	4	3	3	2	5	3	8	7	7	6	9	9	9	8	11	10	11	11	12	13	14	14	13	13	15	16	16	17	15	16	16	16	17	19	17	17	19	21	20	22	0	1	1	1	1	3	5	11	0	7	7	15	9	9	9	8	0	14	14	16	16	19	19	10	16	16	21	24	24	25	25	23	25	21	34	26	31	30	32	32	36	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2
37000	-235.685736963341128	-234.266686059903833	-1.419050903437289	0.000047161047053	0.000017540829564	0.371934693141706	0.623361380420796	0	2	4	3	2	7	4	8	6	7	8	9	9	8	8	11	11	10	12	12	15	12	12	13	14	16	16	15	17	15	17	18	16	17	18	19	18	19	20	20	21	0	1	5	1	1	3	5	7	0	7	7	15	9	9	9	10	0	14	18	11	16	14	18	20	20	25	21	20	20	25	30	19	21	27	30	29	25	33	32	32	36	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	3	1	1	3	1	1	1	2	3	2	1	1	1
37500	-205.989392332957863	-204.567020068739737	-1.422372264218113	0.000044136473079	0.000038990640341	0.883410875887158	0.630620903034138	1	3	4	2	3	6	4	6	6	8	7	8	10	9	10	10	10	11	12	13	14	13	14	15	13	15	17	16	17	15	16	18	17	16	20	18	19	18	21	20	21	0	1	1	1	1	1	5	7	0	8	8	9	9	9	12	11	0	14	14	8	16	14	14	20	10	21	34	20	24	21	30	22	30	21	27	29	31	33	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	3	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2
38000	-225.995875142260331	-224.520721250706117	-1.475153891554222	0.000073536120240	0.000023047747754	0.313420774435618	0.595750668458700	1	2	2	2	3	5	4	6	6	7	8	9	9	9	8	11	11	10	11	12	14	11	14	14	12	15	16	15	17	13	16	17	17	17	18	18	19	19	19	20	21	0	1	1	1	2	4	5	7	0	8	8	15	9	9	9	8	0	14	14	10	30	18	18	25	11	25	21	20	24	20	30	23	30	25	27	29	31	34	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	2	3	1	1	2	1	2	1	2
38500	-208.921717343663715	-207.284480634981605	-1.637236708682103	0.000083824889534	0.000018856179508	0.224947263431017	0.757625064833570	0	4	2	3	2	6	5	7	5	6	8	9	9	9	7	11	11	10	12	13	14	12	14	15	13	14	17	14	17	15	16	18	17	17	19	18	17	20	21	21	21	0	3	1	3	1	2	5	10	0	7	8	15	9	9	9	11	0	14	18	11	16	18	19	20	8	20	21	20	20	25	30	23	25	30	34	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2
39000	-233.772813469234620	-232.397663233137337	-1.375150236097295	0.000056109534477	0.000039501318764	0.704003680175404	0.648185305454525	0	3	2	3	3	4	4	8	6	6	7	9	9	10	8	11	10	12	12	13	15	13	12	14	12	15	14	15	17	14	16	16	16	17	18	19	18	19	21	20	22	0	3	1	3	1	3	5	10	0	7	10	15	9	9	9	10	0	13	13	16	27	14	14	20	8	20	16	16	24	25	27	23	8	21	30	29	25	35	32	22	36	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	3	2	1	1	2	1	1	2	1	1	2	2	1	1	2	3	2	2	1	4	1	2	3	2
39500	-211.629846586280337	-209.946152074435304	-1.683694511845034	0.000060140211345	0.000012549942783	0.208678062512208	0.704972128598687	0	3	2	3	3	6	4	8	6	6	7	9	9	9	9	11	10	11	12	12	13	13	14	14	13	14	16	16	17	15	16	18	16	16	19	18	17	19	20	20	22	0	1	1	3	1	3	5	10	0	7	10	9	9	9	9	10	0	14	14	8	16	18	18	20	16	16	25	24	24	25	30	23	21	21	27	24	31	27	32	32	36	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1
40000	-234.210114131652489	-232.822776597696333	-1.387337533956153	0.000058248693067	0.000024888863582	0.427286214870169	0.516267426167718	0	3	4	3	2	6	5	7	5	6	8	8	10	8	10	11	10	11	11	12	13	13	14	13	14	16	15	15	16	15	16	17	18	17	17	18	18	19	21	19	22	0	1	2	1	1	3	5	10	0	7	10	9	14	9	9	7	0	14	14	16	16	18	19	20	8	24	8	20	24	21	30	23	34	21	16	29	25	27	32	32	36	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	2	2	1	1	1	2	1	2	1	4	2	2	2	1	2	1	2	3	1	2	2	2	1	2
40500	-232.061946477983355	-230.503108125199759	-1.558838352783599	0.000093343069320	0.000024219607588	0.259468729328806	0.603717787567521	0	3	4	1	4	6	5	8	7	8	6	8	9	9	10	9	10	11	12	13	14	13	13	14	12	15	16	15	18	16	16	17	16	18	20	17	18	20	22	20	21	0	1	1	1	2	3	5	11	0	11	7	9	9	9	12	11	0	14	18	10	8	19	18	20	10	16	7	8	24	25	21	23	25	30	27	24	31	33	32	32	36	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	3	1	1	1	2	3	5	3	2	2	1	2	2	2	3	1	1	2	3	1	2
