step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
61000	-252.484072653053204	-250.931344613611913	-1.552728039441295	0.000059238226895	0.000015559638640	0.262662126386310	0.731546931160031	1	0	2	2	3	3	5	6	6	3	5	6	5	5	7	9	11	9	10	10	11	10	8	11	15	13	15	13	14	13	15	16	15	15	15	15	17	19	20	19	20	21	23	21	22	24	24	25	31	34	33	33	2	0	1	2	4	4	5	13	5	4	6	7	5	2	13	13	11	15	23	15	16	23	15	0	19	21	19	22	30	24	28	35	24	26	24	30	34	36	35	37	37	38	40	0	37	45	45	43	46	52	49	49	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	3	1	1	1
61500	-277.427449876558626	-275.999061407563829	-1.428388468994813	0.000060469799594	0.000021762165827	0.359884867705360	0.683953898507762	1	0	2	2	4	3	3	6	6	3	3	6	7	7	8	10	10	10	11	12	11	10	12	11	15	13	12	14	14	13	14	15	16	15	16	14	16	17	20	19	20	21	22	21	22	25	23	25	30	34	33	32	2	0	1	2	4	1	2	5	5	2	4	7	8	8	13	13	6	15	22	18	8	15	22	0	28	21	22	22	24	24	27	29	30	26	24	30	26	36	35	37	26	38	37	0	41	47	37	43	48	52	49	49	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	3	2	3	1	1	1	2	2	2	2	2	1
62000	-296.533166483886077	-294.962364538249062	-1.570801945637040	0.000066592825126	0.000016878867359	0.253463752691536	0.556754966113446	1	0	3	1	2	3	4	5	5	4	5	5	7	7	8	11	11	10	11	13	11	9	12	11	15	13	13	15	13	13	14	15	15	16	16	16	17	19	19	20	19	20	22	21	21	25	23	25	31	34	34	35	2	0	1	2	2	4	5	5	6	5	6	6	8	10	11	13	11	8	22	8	14	15	22	0	20	21	22	22	24	24	19	29	24	21	24	33	34	36	33	37	37	38	37	0	41	43	41	47	48	49	49	48	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	3	2	4	2	1	2	1	1	1	2	3	2	2	2	1	2	3	2	1	1	1	3	2	2	1	2	1	1	1	2	1	2	2	1	4
62500	-313.691168852374631	-312.289099834152694	-1.402069018221950	0.000068643120234	0.000027315180638	0.397930346763093	0.641297295124435	1	0	3	2	2	4	5	5	4	4	3	6	7	6	7	10	11	10	9	12	10	10	11	9	16	13	15	15	13	12	14	15	15	14	14	16	17	19	19	19	21	21	22	20	23	24	23	25	30	34	34	35	2	0	1	2	2	4	4	9	4	11	2	10	8	6	8	8	14	15	15	15	13	13	19	0	23	21	19	23	24	24	20	24	24	26	24	30	26	36	29	37	40	38	41	0	41	40	26	43	48	48	49	49	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	3	2	1	3	1	2	2	1	2	3	4	2	2	2	1	3	3	1	2	2	2	2	3	1	2	1	1	1	1	3	5	2	2	3	2	3
63000	-280.854987105363989	-279.468020250601455	-1.386966854762524	0.000064452306071	0.000027595255336	0.428150007632447	0.653003633228257	1	0	2	2	4	3	6	5	5	3	6	5	7	4	8	9	11	10	11	12	11	10	12	11	16	14	14	14	12	13	14	15	15	16	15	16	17	18	20	19	21	22	22	21	21	24	23	24	31	30	33	33	2	0	1	2	4	2	12	2	6	2	4	6	8	4	11	13	16	15	22	18	6	15	22	0	31	21	19	22	24	24	22	30	24	26	24	30	26	36	33	37	37	38	40	0	40	43	34	47	41	43	49	48	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	4	1	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	1	1	3	1	4	5	1	3
63500	-271.614320709150434	-270.119341551976333	-1.494979157174116	0.000068200961602	0.000020338073821	0.298208021460773	0.686578979320867	0	-1	2	1	3	3	4	5	7	3	5	5	7	6	8	9	10	10	11	12	11	9	12	11	15	13	14	15	14	12	14	15	15	15	16	15	16	18	20	20	19	20	22	21	21	23	22	24	31	33	33	34	2	0	1	2	4	3	5	5	11	4	5	7	8	11	6	8	14	15	22	18	8	15	22	0	19	21	22	19	24	24	23	29	30	26	24	24	26	36	33	41	37	38	40	0	41	41	40	47	48	48	49	50	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	3	2	2	1	3	1	2	1	2	1	2	3	2	1	4	3	1	1
64000	-327.597541037523570	-326.115234289846626	-1.482306747676929	0.000092528161387	0.000028471096641	0.307701960293104	0.618021558916022	1	0	2	2	2	2	4	2	5	2	5	6	4	6	8	10	10	10	10	12	11	11	8	10	14	13	13	13	12	12	13	15	16	16	14	14	17	18	20	20	21	22	21	21	23	25	23	25	31	33	33	35	2	0	1	2	2	2	2	2	6	2	6	11	8	4	11	15	10	15	15	18	2	19	13	0	22	16	19	19	24	24	23	29	30	17	24	29	26	36	35	21	37	38	37	0	37	43	37	47	47	48	49	50	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	4	1	1	1	6	1	2	1	2	1	2	2	2	1	2	1	2	3	2	2	2	2	3	3	2	2	2	1	3	1	3	1	4	4	1	1
64500	-303.004486596309846	-301.378772008974124	-1.625714587335723	0.000080420276875	0.000018447970677	0.229394518319899	0.653784682727295	1	-1	3	2	4	4	5	4	7	2	5	6	6	6	8	9	12	11	10	12	11	9	11	10	15	13	14	14	13	12	15	16	15	15	15	15	15	17	20	20	19	22	22	21	22	23	24	24	31	34	32	34	2	0	1	2	4	10	6	10	5	2	4	5	8	6	5	8	5	19	22	15	13	15	19	0	23	21	23	23	24	24	23	33	24	16	24	30	26	36	33	37	26	38	37	0	40	43	40	43	40	48	48	49	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	4	1	1	2	3	1	1	1	2	1	1	2	1	1	1	1	2	2	3	1	1	1	3	2	3	3	3	1	1	1	3	2	4	5	3	1
65000	-292.166674347677770	-290.783249501100215	-1.383424846577531	0.000062633665221	0.000027360266419	0.436830038963530	0.571830827033984	1	0	2	2	2	3	4	5	7	3	4	5	6	5	9	10	11	11	10	13	11	11	11	11	15	13	14	14	13	13	13	16	16	16	14	15	18	18	21	20	17	22	23	21	22	25	23	25	30	33	33	34	2	0	1	2	2	5	4	2	6	4	4	7	11	4	8	8	16	15	15	15	16	19	19	0	23	16	22	19	24	24	19	29	24	26	24	29	26	36	33	37	26	38	40	0	41	47	40	45	47	48	48	49	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	3	2	2	1	3	2	2	1	2	2	2	1	3	1	2	1	5	3	3	1
65500	-295.940399642662214	-294.278239165320997	-1.662160477341217	0.000064201306633	0.000013861793819	0.215911397233696	0.545085989611720	0	-2	2	1	3	3	3	5	3	4	6	5	7	5	9	11	11	10	8	13	11	10	11	11	16	14	15	14	13	13	14	16	15	15	15	16	16	18	20	18	20	21	22	20	22	23	23	24	30	33	34	34	2	0	1	2	2	4	2	6	4	7	6	7	8	9	13	13	14	15	5	22	11	19	22	0	28	21	23	23	24	24	19	29	24	26	24	29	26	36	33	37	40	38	37	0	40	40	45	43	48	49	49	49	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	2	4	1	2	2	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	2	2	1	2	2	4	1	2	4	1	1	3	2	3	1
66000	-280.295105431873424	-278.511196506494457	-1.783908925378964	0.000062640090030	0.000011303052669	0.180444387344776	0.669615784852968	1	0	3	3	3	4	5	6	6	4	5	6	7	5	7	9	9	10	10	12	10	9	12	10	15	13	13	15	14	12	15	16	16	16	15	13	17	17	19	19	20	21	22	20	21	24	23	25	30	32	34	35	2	0	1	2	1	4	4	11	4	5	6	7	8	5	6	13	6	15	22	15	8	15	22	0	27	21	22	27	24	24	27	29	24	26	24	30	34	36	33	37	34	38	37	0	40	40	43	47	48	49	49	50	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	1	2	2	1	2	1	1	1	4	2	2	1	1	2	2	2	2	3	2	1	1	3	1	1	3	1	2	1
66500	-296.591335974829406	-295.018380643336116	-1.572955331493281	0.000062950576866	0.000015889719616	0.252415790408439	0.727868761273720	0	-1	3	1	3	2	4	4	5	3	5	5	6	6	8	9	12	10	11	13	12	9	10	11	14	14	14	13	14	13	15	16	14	15	15	16	17	19	21	19	20	21	23	21	21	24	23	25	30	32	33	35	2	0	1	2	4	2	2	5	5	6	5	7	8	11	13	13	9	15	22	19	13	15	22	0	23	21	19	22	24	24	23	33	24	26	24	24	26	36	33	26	40	38	40	0	37	41	41	40	48	49	43	50	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	4	1	2	1	3	1	1	1	2	2	2	2	2	2	3	1	2	1	2	2	2	1	3	2	1	2	2	1	1	2	2	3	3	1	4	1
67000	-290.559979897819744	-289.198626580693769	-1.361353317125968	0.000075183557676	0.000041143811285	0.547244804002352	0.542720634080610	1	0	3	3	4	2	6	6	5	2	5	5	6	5	8	10	10	10	10	12	11	9	11	11	15	13	15	15	13	12	13	15	14	15	15	16	15	18	18	18	19	22	22	21	21	25	22	24	29	34	32	35	2	0	1	2	6	2	5	5	4	2	2	4	9	6	11	13	4	15	22	18	16	15	22	0	19	21	23	23	30	24	19	29	30	26	30	33	26	36	30	34	37	38	37	0	40	47	41	41	40	49	43	50	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	3	1	2	2	2	2	5	2	5	1
67500	-279.775778134869370	-278.414295975849484	-1.361482159019899	0.000056821628206	0.000033868622820	0.596051607278084	0.605861388621593	1	0	2	3	3	2	5	6	6	4	5	5	6	5	8	10	12	11	11	13	11	10	11	10	16	13	13	15	13	12	14	16	15	15	15	16	18	18	19	20	21	21	23	20	22	24	24	23	30	32	34	34	2	0	1	2	6	2	4	4	11	4	4	4	14	6	9	13	4	15	22	15	8	15	22	0	23	21	19	19	24	24	27	30	24	26	24	29	26	36	35	34	37	38	41	0	41	41	37	37	43	49	49	50	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	6	2	1	2	2	1	1	1	3	1	1	2	2	1	1	2	3	1	2	2	2	1	2	2	1	1	2	1	1	2	3	2	3	1	1	1
68000	-274.800833032437481	-273.323607651934594	-1.477225380502874	0.000066740748738	0.000020805474648	0.311735709312128	0.612042178748980	1	0	3	2	3	3	3	5	6	3	4	5	7	7	7	10	11	10	11	12	11	9	12	11	15	13	14	14	13	13	13	15	16	15	15	16	17	19	20	19	19	22	23	21	22	24	23	25	29	32	32	35	2	0	1	2	1	4	2	4	4	2	4	7	8	9	8	13	14	15	22	15	16	15	22	0	19	13	19	22	24	24	19	30	30	26	30	35	26	36	30	37	37	38	41	0	40	40	41	40	48	49	49	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	3	2	2	1	2	1	1	2	1	2	1	2	1	4	2	1	2	2	1	1	2	2	3	2	1	2	2
68500	-289.876619261111500	-288.290326314793617	-1.586292946317905	0.000081599350559	0.000020084281327	0.246132857542588	0.639969302101618	1	0	3	2	2	3	5	5	7	4	4	6	7	6	8	10	9	10	11	13	9	9	12	11	15	12	14	14	13	13	14	16	15	15	14	14	15	16	20	19	19	21	22	21	23	25	23	25	31	33	34	34	2	0	1	2	2	4	6	5	4	4	4	5	8	11	9	8	6	15	22	19	13	15	22	0	22	21	22	19	24	24	19	33	29	21	24	30	26	36	33	37	37	38	37	0	41	47	41	41	48	49	49	49	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	3	2	1	1	1	2	1	2	1	4	2	3	1	1	1	2	1	1	3	2	1	1	1	2	2	2	2	2	1	2	1	2	3	2	2	2	2
69000	-289.950656591528912	-288.444483989121068	-1.506172602407851	0.000063304468111	0.000018384728887	0.290417555598812	0.594187695922819	1	0	2	2	3	1	5	5	4	3	5	6	7	7	9	11	11	11	11	12	9	10	11	11	15	13	14	15	13	13	14	15	15	15	14	15	17	18	20	19	19	22	23	21	23	24	23	25	31	33	33	35	2	0	1	6	2	2	4	4	5	4	9	8	8	6	14	8	14	15	22	15	8	15	22	0	20	21	23	27	24	24	23	30	35	26	24	30	26	30	30	37	37	38	41	0	37	41	41	41	48	49	48	50	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	2	2	2	1	2	2	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	2	4	2	1	2	2	1	3	3	2	2	3	2	3	2
69500	-282.235330211577946	-280.548387844148692	-1.686942367429271	0.000084889175551	0.000017625459465	0.207629056955732	0.664351903544084	1	0	2	2	3	4	5	6	7	4	5	6	7	7	8	10	10	11	11	13	10	9	11	11	15	13	13	12	13	12	12	15	15	16	16	15	15	19	19	19	19	21	22	21	22	24	24	25	30	33	32	34	2	0	1	2	4	4	5	4	6	5	10	7	4	11	13	8	4	15	22	15	8	15	22	0	28	21	22	19	30	24	19	29	30	26	24	24	26	36	33	26	37	38	37	0	41	41	43	40	48	49	48	49	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	4	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	4	2	1	3	1	1	2	1	3	2	1	5	2
70000	-290.293827575435785	-288.808052192917899	-1.485775382517895	0.000051905532244	0.000015832537372	0.305026009513154	0.708168082450056	1	0	3	2	3	3	5	4	6	1	4	5	6	6	8	8	10	10	10	11	10	9	12	10	14	13	14	15	14	13	14	15	14	16	14	16	17	19	20	20	19	20	21	22	22	24	22	24	31	34	33	34	2	0	1	2	4	2	6	4	11	2	4	11	8	5	13	8	11	15	22	15	13	15	19	0	19	21	22	23	24	24	23	33	24	26	24	29	26	36	29	26	26	38	41	0	40	40	41	45	47	49	48	49	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	3	2	2	2	1	1	2	2	2	1	2	2	2	3	3	1	2	1	2	2	2	1	4	2	4	2
70500	-281.556570091542426	-280.070482460019775	-1.486087631522650	0.000065786633068	0.000020050982028	0.304788086773767	0.663472220490404	1	0	3	2	3	2	5	5	6	4	6	6	6	6	8	9	10	11	11	13	11	10	12	10	15	13	15	14	14	12	15	16	14	16	15	16	16	19	19	18	20	22	23	21	21	25	23	22	31	34	33	32	2	0	1	2	6	2	5	5	6	4	6	7	8	4	9	8	11	11	22	15	13	15	22	0	23	21	23	19	24	24	19	30	24	26	24	29	26	33	33	34	40	38	41	0	37	41	41	41	48	52	49	49	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	3	1	2	3	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	3	2	1	1	2	2	1	3	2	1	1	3	1	2	1
71000	-281.745656644553492	-280.265395213855243	-1.480261430698235	0.000054075266821	0.000016725964264	0.309308954847630	0.649557471378619	0	-1	2	2	3	3	6	5	6	3	4	3	6	5	8	10	11	10	11	12	11	10	12	11	15	14	14	14	13	13	12	15	16	15	14	15	16	19	19	19	20	22	23	19	23	24	23	24	31	33	32	35	2	0	1	2	2	4	5	6	11	2	5	4	8	4	13	13	6	15	22	18	6	15	15	0	19	21	18	19	24	24	22	29	30	26	24	30	26	36	33	37	37	38	41	0	40	43	37	41	48	49	49	50	1	1	2	2	2	1	2	1	1	3	1	1	1	1	1	2	4	1	1	1	3	1	3	1	2	2	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	2	2	3	1	1	1
71500	-290.471669751197396	-289.023865483213967	-1.447804267983454	0.000064816489765	0.000021927182238	0.338296355105584	0.651669127405913	1	0	3	2	3	3	4	3	6	3	5	5	6	5	8	10	10	11	10	13	11	9	12	11	16	13	14	14	14	12	13	16	15	16	13	16	16	17	20	18	21	19	23	22	22	25	24	25	31	33	33	35	2	0	1	2	4	4	8	2	5	4	2	7	8	5	6	13	4	15	15	18	8	15	19	0	23	21	31	19	30	24	19	33	35	26	30	35	26	36	33	37	37	38	34	0	41	40	45	45	48	49	49	49	1	1	1	1	1	1	1	2	2	1	3	1	1	1	3	2	3	2	1	1	3	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	3	1	3	1	1	3	1	1	2	1	1	2
72000	-290.255373780282241	-288.885215114729931	-1.370158665552321	0.000044447784858	0.000030040180953	0.675853274786752	0.673706811380862	1	0	2	2	3	2	5	4	6	3	5	6	5	7	7	9	10	10	9	12	11	10	11	11	15	12	14	14	14	13	15	15	15	15	16	15	17	19	21	20	20	21	21	20	23	23	22	24	31	33	34	34	2	0	1	2	6	2	5	4	13	4	5	11	8	4	11	13	14	15	15	15	8	19	19	0	22	21	18	22	24	24	23	29	24	26	24	30	26	36	35	37	37	38	37	0	43	41	43	47	43	49	49	50	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	4	1	2	1	1	1	2	2	2	1	1	1	2	2	2	1	2	2	2	2	3	1	2	1	1	1	1	1	5	2	2	1
72500	-287.580519637176678	-286.167875936777932	-1.412643700398727	0.000064890452471	0.000024725088814	0.381028146241103	0.745476390621389	0	-1	2	1	3	1	6	5	5	3	6	5	6	6	8	10	9	10	10	13	11	11	12	11	15	12	14	14	13	12	15	15	15	15	14	16	17	18	18	20	20	20	23	20	21	23	23	24	31	34	32	35	2	0	1	2	6	2	4	5	5	4	5	5	8	9	9	13	11	15	15	15	11	19	19	0	27	21	19	19	30	24	22	29	24	26	30	30	34	36	24	37	37	38	40	0	41	41	40	43	43	51	47	50	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	3	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	3	1	2	1	2	1	1	1	3	1	4	2	6	1
73000	-278.834104410692532	-277.216279148582089	-1.617825262110430	0.000077563488198	0.000018037199825	0.232547558700925	0.733346256827625	1	-1	3	1	3	4	6	4	7	3	4	5	6	7	8	10	10	10	9	12	11	11	12	11	15	13	14	14	13	13	13	15	15	16	15	16	17	19	20	19	20	22	22	21	23	24	22	24	31	32	33	34	2	0	1	2	1	4	12	4	11	4	4	4	8	11	13	13	14	15	15	22	16	19	22	0	22	21	19	22	24	24	22	29	24	26	24	35	16	36	33	37	26	38	40	0	43	40	40	43	48	49	48	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	4	2	3	1	3	1	2	1	1	3	2	1	2	1	4	1
73500	-256.867485431459897	-255.381845897419282	-1.485639534040602	0.000080613978231	0.000024597716745	0.305129672105517	0.674878948233646	1	-1	2	2	4	3	4	5	6	3	4	5	6	7	8	10	11	11	10	12	11	11	12	11	15	13	13	15	14	13	14	15	16	15	15	16	18	19	20	20	19	21	22	20	22	24	23	24	30	32	34	35	2	0	1	2	4	4	4	11	5	2	6	7	11	11	13	13	14	15	15	15	16	19	19	0	27	21	19	22	24	24	27	24	30	26	24	24	34	35	33	37	37	38	41	0	40	41	41	43	48	49	49	50	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	3	1	2	2
74000	-295.487416178518117	-294.107544434765828	-1.379871743752281	0.000061962261367	0.000027663157578	0.446451710575957	0.644189625757464	0	-1	1	1	3	2	6	5	6	3	5	5	6	5	7	10	8	9	9	9	11	11	12	10	15	13	13	14	13	13	14	15	16	16	15	16	17	18	20	20	21	21	21	21	22	25	23	25	31	32	34	34	2	0	1	1	4	2	14	5	6	6	5	6	11	6	13	8	8	15	15	15	16	19	19	0	23	21	19	19	24	24	27	30	35	26	24	29	26	36	33	37	37	38	37	0	41	47	43	43	43	49	49	49	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	2	3	2	3	1	1	1	1	2	4	1	2	2
74500	-292.587277853565752	-291.091475181773092	-1.495802671792640	0.000059429661202	0.000017687269714	0.297616869357287	0.682764330677957	1	0	3	2	2	3	5	6	6	4	5	6	7	6	8	10	10	11	11	12	12	10	11	10	15	13	14	14	14	12	13	13	15	15	16	15	18	18	20	20	21	21	21	21	22	24	23	24	30	34	31	35	2	0	1	2	2	2	4	4	4	4	5	5	8	10	14	13	9	15	22	15	13	15	22	0	27	21	23	19	24	24	22	30	24	26	24	29	26	36	35	37	37	38	40	0	40	43	43	37	47	51	41	51	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	4	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	3	1	5	2
75000	-304.953088846018716	-303.544871050865424	-1.408217795153272	0.000069256412318	0.000026856386361	0.387781946280861	0.568402443965288	0	-1	2	2	3	4	5	5	6	3	5	5	6	6	8	11	11	10	8	12	12	10	11	11	13	14	12	13	13	12	15	15	15	15	15	15	17	18	20	18	20	22	21	21	22	25	24	24	31	32	32	35	2	0	1	2	2	2	5	5	11	4	2	6	8	11	4	8	14	15	4	16	16	15	22	0	15	16	22	22	30	24	28	24	24	26	30	30	26	30	33	37	40	38	41	0	37	41	43	45	41	49	48	50	1	1	2	3	2	3	1	1	1	1	2	1	1	1	2	3	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	3	2	1	1	2	1	1	3	3	2	1	6	1	5	2
75500	-312.032797472795608	-310.426953220927317	-1.605844251868266	0.000082266338514	0.000019539543565	0.237515658503465	0.669874196623582	1	-1	2	2	4	4	4	6	6	2	5	6	7	4	9	10	8	7	11	12	11	10	10	10	15	14	14	15	13	12	14	16	15	16	15	15	17	19	21	20	20	22	21	21	22	24	24	23	31	32	30	35	2	0	1	2	4	2	10	5	14	2	14	6	8	10	18	13	14	8	23	18	13	8	18	0	23	21	22	23	30	24	19	29	30	26	24	30	26	36	35	26	37	33	37	0	41	41	41	41	48	51	46	50	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	2	1	2	2	1	2	1	2	1	1	2	3	2	2	2	2	1	2	2	2	2	4	1	3	2
76000	-281.451804255473576	-279.937429908928948	-1.514374346544646	0.000056081138794	0.000015984339366	0.285021661651225	0.579845636866147	1	0	3	2	3	3	5	5	7	2	6	6	7	5	7	11	10	10	10	12	11	11	12	9	15	13	14	14	13	13	12	15	15	16	15	15	18	18	20	20	20	20	21	20	21	24	23	24	31	33	33	34	2	0	1	2	2	2	5	5	5	2	14	7	8	4	5	13	9	15	15	19	9	19	22	0	23	21	22	23	24	24	19	29	24	21	24	30	34	33	33	34	37	38	37	0	41	40	40	47	46	49	41	50	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	1	4	3	2	2	1	2	3	2	2	1	2	1	1	2	2	1	2	1	7	1
76500	-302.721586271861270	-301.251991238538778	-1.469595033322499	0.000064493671177	0.000020513253747	0.318066150873186	0.523521184679044	0	-1	3	2	3	4	4	4	6	4	5	6	6	6	8	11	10	8	10	12	10	11	10	10	15	14	14	13	13	13	15	15	16	16	14	15	17	18	21	18	21	20	22	20	21	24	23	25	31	34	32	34	2	0	1	2	4	5	4	5	5	4	5	7	8	11	8	8	5	13	18	15	13	23	15	0	19	21	22	22	24	24	28	29	24	26	24	30	26	36	35	37	40	38	40	0	37	43	37	41	48	49	43	48	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	3	4	2	2	2	2	1	2	1	2	2	2	1	2	2	2	1	2	2	2	1	2	1	3	1	2	1	3	1	2	2	3	2	3	2	5	4
77000	-291.159861784335533	-289.694011195861378	-1.465850588474136	0.000087848536059	0.000028225948575	0.321302435314922	0.730277696109148	1	0	3	1	3	2	4	4	7	3	3	6	6	7	8	9	12	10	10	12	11	11	12	11	16	13	14	14	14	12	14	15	14	16	16	16	18	18	19	19	18	21	22	21	21	24	22	25	31	33	31	34	2	0	1	2	2	4	11	3	5	4	4	7	8	5	12	10	14	13	15	18	16	19	13	0	27	21	22	18	24	24	22	33	24	26	29	33	26	36	24	41	26	38	40	0	40	47	40	43	48	49	48	50	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	3	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	3	1	2	2	2	1	1	1	1	1	2	2	2	1
77500	-297.556524941013663	-296.107787582928438	-1.448737358085211	0.000068704021049	0.000023177584449	0.337354118365266	0.607869870278171	1	-1	2	0	3	3	5	5	6	2	5	6	7	3	8	8	10	10	10	12	11	11	11	10	16	13	15	14	13	12	14	15	15	15	14	15	16	18	20	19	20	21	23	21	23	25	24	25	31	34	33	34	2	0	1	2	2	4	6	14	4	4	1	7	8	4	11	8	11	15	15	15	16	18	19	0	23	9	23	23	24	24	22	30	24	26	24	24	26	36	35	37	37	38	37	0	41	45	40	43	48	51	48	51	1	1	1	1	2	2	1	1	3	1	3	1	2	2	2	2	2	2	2	2	2	1	1	1	3	3	2	2	1	2	2	2	2	2	2	2	2	2	3	1	2	2	4	1	2	1	2	1	3	1	3	1
