step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
32500	-163.799292505723457	-161.915235950318362	-1.884056555405088	0.000230326110634	0.000036535890885	0.158626786970246	0.415166144470592	3	8	6	9	10	10	11	11	13	13	12	14	14	15	16	17	17	16	19	20	20	20	27	0	1	1	1	1	4	5	5	5	8	6	4	4	6	12	12	12	11	2	11	16	17	5	1	2	2	2	4	1	1	1	1	1	1	2	3	3	1	2	1	2	4	4	1	1	7
33000	-154.149344902059767	-151.495777699149130	-2.653567202910650	0.000157353527501	0.000012013972592	0.076350195526792	0.592111683052533	5	7	8	9	10	9	11	11	12	12	13	13	14	15	13	17	17	16	18	21	19	21	27	0	1	2	3	2	1	2	2	6	8	1	7	10	9	7	7	12	9	13	9	16	16	20	1	1	1	1	1	2	2	3	1	1	3	1	1	2	1	3	2	2	2	3	1	2	4
33500	-183.979500655779532	-181.714504639390270	-2.264996016389250	0.000370860657262	0.000039346238697	0.106094399410379	0.438051773380794	5	8	6	10	11	11	11	12	13	13	12	13	15	15	15	16	17	18	18	21	19	22	27	0	1	1	2	2	2	1	2	5	5	1	6	2	5	8	3	13	14	16	16	7	21	13	1	1	1	1	1	2	2	2	1	1	4	1	4	2	2	4	1	1	1	3	3	2	5
34000	-154.620209425468374	-152.558339856488658	-2.061869568979728	0.000259912200048	0.000033707767449	0.129689054390604	0.538938360053178	4	8	7	9	11	10	12	11	13	12	12	14	14	15	15	17	15	17	17	20	19	21	26	0	3	1	2	3	1	5	2	11	8	3	7	8	9	12	7	12	9	5	14	17	15	18	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	4	2	2	4
34500	-166.305701684730877	-163.127462006743031	-3.178239677987859	0.000262804359616	0.000013815082983	0.052567936860203	0.461482960742832	4	8	7	9	10	10	11	10	13	12	11	14	13	14	14	16	17	18	18	17	20	21	26	0	1	1	3	2	1	6	2	11	8	3	7	3	11	7	15	15	9	5	9	17	16	9	1	1	1	1	2	3	1	1	2	1	2	3	3	2	1	1	2	3	4	1	2	2	4
35000	-189.973201537950473	-187.093504221214715	-2.879697316735768	0.000450345173870	0.000029045935639	0.064497050982620	0.491384240634519	4	6	7	9	10	11	11	11	12	11	13	11	14	15	14	16	15	16	19	20	19	21	26	0	1	2	3	1	4	1	1	8	2	6	5	8	8	12	6	15	14	16	18	13	12	19	1	1	1	1	3	1	5	3	1	2	1	1	3	2	2	3	1	1	2	2	3	5	3
35500	-168.739200038414225	-166.689135863669947	-2.050064174744277	0.000262397574722	0.000034458670057	0.131322364900526	0.483813272649358	4	7	7	9	10	10	12	11	12	12	13	14	14	15	16	16	18	17	18	20	20	20	26	0	1	1	3	1	1	6	4	6	2	1	9	2	9	12	7	16	14	11	18	11	15	6	1	2	2	1	3	3	2	1	2	2	5	1	3	2	1	2	1	1	2	2	3	1	6
36000	-174.403129111560645	-172.133599428552458	-2.269529683008184	0.000176277449048	0.000018623498821	0.105648787873178	0.479358694210475	3	8	5	7	10	10	11	9	13	12	12	14	14	16	15	14	17	17	17	21	20	21	26	0	3	1	3	2	1	6	4	4	2	6	7	2	11	16	7	7	9	13	18	17	16	20	1	1	1	2	1	4	1	1	2	1	2	3	2	2	1	1	3	2	1	2	3	4	2
36500	-161.266512861869302	-158.308403725927235	-2.958109135942079	0.000307792905396	0.000018779441282	0.061013236343076	0.358529935648549	5	9	7	9	9	11	12	12	13	12	12	14	14	16	16	16	17	16	18	19	19	21	24	0	1	1	3	1	5	5	3	8	5	1	7	2	5	7	11	7	9	10	9	15	16	14	1	3	1	1	2	1	2	3	1	1	4	1	2	3	2	2	2	2	3	3	2	2	4
37000	-153.419952427607399	-150.604370268840484	-2.815582158766906	0.000294423901313	0.000019892911269	0.067565544714010	0.499202590100526	5	8	7	9	11	9	11	10	12	13	12	13	15	16	15	17	17	17	18	20	20	20	26	0	1	1	3	1	1	6	2	6	5	1	7	5	5	12	15	15	9	5	9	7	16	14	1	1	1	1	3	2	1	1	2	1	3	1	3	2	1	1	1	2	2	2	5	1	6
37500	-163.209150771019154	-159.718467739099935	-3.490683031919219	0.000277066546922	0.000011963699946	0.043179878909701	0.540369549563900	4	7	7	9	10	11	12	11	12	12	13	14	12	14	15	17	18	17	17	20	20	20	27	0	1	1	1	2	5	5	2	2	5	6	9	5	2	12	7	15	11	5	18	16	17	18	1	2	2	3	2	1	1	2	3	2	1	1	1	3	1	2	1	2	4	2	1	1	6
38000	-156.716102427130494	-154.897163660897377	-1.818938766233112	0.000161439670326	0.000027802990276	0.172219072422157	0.553484281890998	5	8	7	9	10	10	10	12	12	13	12	14	14	14	15	16	17	17	15	20	20	20	27	0	3	1	3	2	1	1	2	6	2	6	7	10	11	7	7	15	14	13	18	12	17	11	1	1	1	1	1	1	3	1	1	3	1	2	1	1	2	3	1	1	1	2	2	2	7
38500	-177.888042179896388	-176.043766024324185	-1.844276155572195	0.000331305200316	0.000055224634180	0.166688099455730	0.357179129692258	5	7	8	9	10	10	11	9	11	12	12	14	14	15	16	15	17	15	18	20	19	22	25	0	1	1	2	2	1	3	2	1	2	2	10	8	10	16	9	15	6	10	14	15	7	14	1	1	1	1	2	2	2	1	3	3	3	1	3	2	1	2	1	2	3	2	2	5	5
39000	-142.625633056853417	-140.537583121697025	-2.088049935156393	0.000114323236820	0.000014425969239	0.126185801240098	0.508335925701352	4	7	6	9	9	10	12	11	13	12	12	14	14	15	16	17	18	17	17	20	20	22	26	0	3	1	3	2	1	1	2	6	4	6	7	10	11	7	12	15	9	10	9	17	21	20	1	1	1	2	1	3	3	2	2	2	1	1	1	2	2	2	1	2	3	3	1	1	3
39500	-166.045130346823299	-163.743224207464038	-2.301906139359247	0.000260347339754	0.000026698946889	0.102551256773866	0.527399041835833	4	8	8	10	10	11	11	9	13	13	9	14	15	16	16	17	18	17	17	20	21	19	26	0	1	1	8	2	2	1	3	2	2	2	7	10	10	12	12	15	9	13	9	12	17	18	1	2	2	1	1	2	3	1	2	2	1	1	1	2	1	2	1	2	1	4	3	1	4
40000	-182.215249159404436	-180.256128373588979	-1.959120785815459	0.000357061384246	0.000051834474347	0.145169644866477	0.477546972641759	4	6	8	9	11	11	10	11	13	13	13	14	15	15	15	17	15	16	18	20	21	19	25	0	1	2	3	7	1	1	2	1	8	5	6	6	11	6	12	9	14	10	18	15	7	11	1	1	1	1	1	4	2	2	3	1	1	1	3	1	3	1	1	1	2	2	4	3	7
40500	-154.486277512462550	-152.752191459457777	-1.734086053004760	0.000133315463540	0.000025795745909	0.193494027053811	0.566723403351675	4	8	7	9	10	9	10	12	13	12	12	14	14	16	15	15	18	17	19	20	19	21	27	0	3	1	3	4	1	6	5	11	2	6	7	10	11	7	7	15	9	10	9	17	15	20	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	4	3
41000	-208.960783056437435	-206.575697312468861	-2.385085743968572	0.000547329629428	0.000052116171989	0.095218985390990	0.514420214184193	5	8	8	10	7	10	11	12	12	12	13	15	14	16	15	15	18	14	18	19	21	19	25	0	1	1	1	1	1	1	7	1	6	10	2	9	15	2	9	9	10	2	6	20	1	16	1	1	1	4	1	2	3	1	3	1	1	3	1	1	4	1	3	1	4	4	1	7	3
41500	-169.791854044744696	-167.536067138948340	-2.255786905796357	0.000340725377998	0.000036460628253	0.107008842334285	0.553173953881932	4	9	7	9	11	10	8	11	12	13	12	13	15	14	14	16	18	17	19	20	21	21	26	0	3	1	3	2	3	1	2	6	2	1	11	8	2	12	12	16	9	5	9	17	12	19	1	1	2	1	2	2	2	1	1	2	4	1	2	3	1	1	1	3	5	2	2	3	3
42000	-165.615524937584951	-163.692885974637676	-1.922638962947278	0.000256221985332	0.000038804494891	0.151448732395987	0.377115309893732	3	7	7	10	11	11	12	10	13	12	12	14	14	15	15	16	17	18	19	21	18	21	27	0	1	1	1	3	4	4	3	4	3	4	7	5	11	7	12	7	6	4	14	7	12	9	1	2	1	4	2	1	1	1	2	3	1	2	1	1	1	1	3	2	5	3	3	4	8
42500	-146.178811199354953	-143.880833687235565	-2.297977512119382	0.000148287728831	0.000015261681615	0.102919383388698	0.600884747551400	5	8	7	10	10	10	11	10	12	12	12	14	14	15	15	16	15	18	18	21	20	21	27	0	3	1	3	3	1	1	2	6	4	6	7	10	11	7	12	7	6	10	18	17	16	20	1	1	1	2	1	2	3	1	1	1	1	2	1	1	2	1	2	4	3	1	2	2	3
43000	-154.553149572557317	-152.287921672408260	-2.265227900149070	0.000269433632759	0.000028579239013	0.106071535022757	0.558035187436313	5	8	7	9	10	10	12	11	13	13	13	14	14	15	14	17	17	16	18	19	20	21	27	0	3	1	3	1	1	5	2	6	2	6	7	4	6	7	12	12	9	13	18	17	15	18	1	1	1	1	3	2	1	2	1	2	2	1	2	2	2	2	1	1	2	3	2	4	4
43500	-155.633590782760848	-153.922594878539712	-1.710995904221132	0.000245923486248	0.000049227415751	0.200173706472329	0.406506864366285	5	8	7	9	9	10	11	11	12	13	12	15	15	15	13	16	17	17	18	21	20	21	27	0	1	1	3	2	1	6	2	6	2	6	15	8	11	7	15	7	9	10	14	16	12	20	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	2	3	2	3	2	2	3
44000	-154.131294130769447	-151.971401809233839	-2.159892321535609	0.000101521974817	0.000011912227616	0.117336445019465	0.436585226160348	4	8	6	10	11	8	12	10	12	12	12	15	15	16	15	16	17	15	16	20	21	21	27	0	3	1	3	2	1	1	2	6	8	6	7	10	6	7	7	15	9	10	18	16	17	20	1	1	1	2	2	2	3	2	2	1	2	1	2	4	2	2	1	1	2	3	2	2	3
44500	-139.346957099062706	-137.155463228005516	-2.191493871057178	0.000154740210520	0.000017603423131	0.113761142447020	0.797040854574848	5	9	8	10	10	10	10	11	13	12	11	14	15	15	16	17	16	17	18	20	20	22	26	0	3	1	3	2	1	1	2	6	2	6	7	10	11	12	17	12	9	10	18	16	21	18	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	4
45000	-146.245162024670265	-144.884299852462647	-1.360862172207604	0.000082529657287	0.000046570212139	0.564284569574387	0.625071720946286	5	8	7	9	10	10	10	12	12	12	12	14	14	15	14	16	18	18	17	20	20	21	25	0	3	1	3	2	1	1	4	6	2	6	7	10	9	7	12	16	11	10	18	17	17	20	1	1	1	1	1	2	3	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	2
45500	-142.975698893713542	-140.928758069830764	-2.046940823882775	0.000140812429946	0.000018553484882	0.131760277758701	0.674004583342891	5	8	7	9	10	10	10	10	12	12	11	14	14	15	15	16	17	17	17	20	19	21	25	0	3	1	3	2	1	1	2	6	2	6	7	10	11	12	15	12	11	10	14	12	21	18	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	2	2	2	2	2	1	4
46000	-153.948423013459404	-152.227394750745361	-1.721028262714043	0.000105978219068	0.000020900737853	0.197217296503840	0.361518791559385	4	8	7	9	10	9	10	11	13	13	12	14	15	15	16	14	17	18	19	18	19	21	26	0	3	1	3	2	1	1	4	6	8	6	7	10	11	12	7	16	9	10	9	12	17	20	1	1	1	1	1	3	3	1	2	1	1	3	1	2	1	2	2	3	3	2	3	2	4
46500	-149.208148120671069	-147.468660720125683	-1.739487400545382	0.000288936765949	0.000055473914815	0.191993271029118	0.733981647729724	5	8	6	9	10	10	12	12	13	12	12	14	14	15	15	16	18	17	18	20	20	20	26	0	3	1	3	2	4	3	5	6	2	6	7	10	11	12	12	16	9	8	11	17	17	20	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	3
47000	-154.811531786682394	-152.576807740836131	-2.234724045846255	0.000135655514825	0.000014806576697	0.109148358000633	0.664365052972656	4	8	7	10	9	9	12	9	11	12	13	14	14	15	16	16	17	16	19	21	20	19	23	0	3	1	3	2	1	6	2	6	2	6	7	10	11	12	7	7	11	10	18	16	15	20	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	3	2	2	2	2	2	1
47500	-148.855963616211682	-146.532050720563774	-2.323912895647902	0.000122479374663	0.000012312497881	0.100527112547268	0.736440649700956	5	7	8	9	8	10	11	10	13	12	12	14	15	14	15	13	17	17	18	18	20	19	25	0	1	2	3	2	1	1	2	6	5	6	16	10	11	16	7	12	9	13	9	17	17	9	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	2	1	2	2	1	5
48000	-144.251730511386910	-141.657511006199627	-2.594219505187271	0.000264108711520	0.000021128325739	0.079998594583633	0.707351212630316	5	8	7	9	11	9	12	11	12	12	12	14	13	14	16	15	18	17	18	21	20	18	26	0	1	1	3	1	1	5	2	6	5	6	7	5	11	7	12	12	9	5	9	22	15	11	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	3	3	3	1	1	6
48500	-178.807064923291307	-175.852382521156557	-2.954682402134760	0.000406106702621	0.000024837368668	0.061159711247628	0.517045571055994	4	8	7	9	10	7	11	10	12	13	9	14	14	14	16	16	18	17	17	21	20	21	26	0	6	1	1	2	1	11	2	1	2	1	10	8	4	12	12	10	13	10	14	15	15	18	1	1	1	2	2	2	1	1	3	3	1	1	2	2	1	2	2	1	2	4	3	2	4
49000	-163.285951553955670	-161.232694625842669	-2.053256928113001	0.000234164748130	0.000030646837068	0.130877244814451	0.742173040990581	5	9	7	10	10	9	11	11	13	13	12	14	15	14	16	15	17	17	17	20	21	22	26	0	3	1	3	6	1	6	2	6	8	6	7	4	9	12	12	12	11	13	9	17	17	22	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	2	3	1
49500	-150.925304830629102	-148.903845070913206	-2.021459759715892	0.000113386847207	0.000015355627174	0.135426881969817	0.624136371286405	4	9	7	10	11	11	10	11	13	13	12	14	14	16	15	16	18	17	18	21	20	20	26	0	1	1	3	2	2	1	2	11	8	6	7	10	11	7	7	15	9	10	18	17	17	18	1	3	2	2	1	1	3	2	1	1	1	2	1	2	3	3	3	2	2	1	1	1	5
50000	-153.972746210851966	-151.777426817703883	-2.195319393148088	0.000250156636007	0.000028352841645	0.113340353858186	0.535723565955739	5	9	8	7	9	10	12	11	13	12	12	14	15	15	16	16	18	17	18	20	20	22	26	0	4	4	1	4	1	2	2	6	8	2	7	2	9	7	7	12	9	10	11	17	15	14	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	4	4	1	2	5
50500	-163.612352708673541	-161.160849566284526	-2.451503142389015	0.000228783331385	0.000020575570772	0.089934745890193	0.565448140831211	5	7	8	8	9	7	11	9	12	13	12	15	14	15	15	17	17	15	18	20	20	19	26	0	1	2	1	2	1	5	2	6	5	6	7	11	9	7	15	15	6	10	14	17	16	20	1	1	1	1	2	1	1	1	2	3	2	2	2	2	2	1	1	3	2	1	2	1	2
51000	-141.469829363190286	-139.554670524197377	-1.915158838992911	0.000156721541938	0.000023946278035	0.152795064027898	0.541737675418165	5	9	7	9	11	9	12	10	11	11	13	14	15	15	16	17	16	16	17	21	21	20	26	0	3	1	3	2	1	1	2	6	2	9	7	10	11	12	12	12	9	13	11	22	17	20	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	3	1	4	1	1	2
51500	-159.694745990362122	-157.643108752717893	-2.051637237644222	0.000143853754177	0.000018859621007	0.131102737739759	0.471861309087243	4	9	7	9	9	8	11	12	12	12	12	14	15	16	14	15	16	17	18	20	21	21	25	0	1	1	3	3	1	6	2	6	2	6	7	10	6	7	15	15	14	10	9	12	17	14	1	2	2	1	1	2	2	1	2	1	2	1	2	3	2	1	1	1	4	5	3	2	4
52000	-162.863843493237340	-160.851725738450995	-2.012117754786348	0.000222187403375	0.000030398494701	0.136814662933803	0.512434131321682	5	8	8	9	10	9	11	11	10	12	13	14	14	15	14	16	17	17	17	20	19	21	25	0	1	1	3	2	1	2	2	1	4	1	7	10	6	7	7	12	11	10	14	17	16	20	1	1	1	1	1	1	1	2	3	2	4	2	1	3	1	2	2	2	2	2	1	3	4
52500	-146.114038190702274	-143.880547409805160	-2.233490780897107	0.000186775033377	0.000020409982084	0.109275751234898	0.531843042282440	5	8	7	10	10	10	11	11	11	12	12	15	14	16	15	16	18	18	18	19	19	21	26	0	1	1	3	2	1	1	5	6	2	6	7	10	11	7	7	16	11	10	18	12	17	20	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	3	3	1	1	1	4
53000	-160.605426219056113	-158.564663483959805	-2.040762735096298	0.000153505906364	0.000020360065438	0.132633759312551	0.355643813625292	5	9	7	9	10	10	10	11	11	12	12	15	14	16	14	16	17	17	18	21	19	20	25	0	3	1	3	2	1	1	2	6	2	9	7	10	11	7	15	15	6	13	14	7	7	18	1	1	1	2	1	3	3	1	1	2	1	3	1	2	2	1	2	4	2	3	5	6	4
53500	-161.651212143158091	-160.085887430593033	-1.565324712565048	0.000202963165457	0.000051993830790	0.256173728238979	0.596507948424480	4	8	8	9	9	10	12	10	13	12	12	14	14	16	16	16	16	18	18	18	20	21	26	0	1	1	3	2	2	1	2	11	4	6	7	10	11	12	7	12	6	8	14	16	16	20	1	1	2	1	1	1	4	1	1	2	1	1	1	2	1	2	1	3	4	1	2	2	5
54000	-162.463186274405984	-160.412009497328171	-2.051176777077823	0.000163811265473	0.000021486626059	0.131166962157814	0.629065259440253	5	9	7	10	10	10	10	11	13	11	12	14	13	16	15	16	17	18	19	20	18	22	27	0	3	1	3	2	1	1	2	6	2	1	7	8	6	12	12	15	9	13	6	7	12	9	1	1	1	2	1	2	2	1	2	1	3	2	1	3	1	1	2	2	2	4	4	4	7
54500	-191.825248748603741	-188.712102721406183	-3.113146027197570	0.000463450596892	0.000025434801353	0.054881364969361	0.433477181472517	5	6	7	10	10	10	10	10	12	13	11	15	13	15	15	16	18	18	18	19	19	21	26	0	1	1	1	1	1	1	2	1	1	1	5	3	8	6	8	11	16	12	13	6	20	10	1	1	1	2	3	3	3	2	4	5	2	3	3	3	3	4	3	2	1	4	5	2	3
55000	-175.197728512664355	-172.429053882588249	-2.768674630076099	0.000370057953810	0.000025884885292	0.069948193317401	0.419000394366816	5	8	7	9	10	11	11	11	11	13	13	14	13	15	15	16	17	17	18	20	21	22	27	0	1	1	3	3	1	4	5	2	8	5	7	6	5	7	15	11	11	13	19	16	11	20	1	2	1	1	2	3	1	1	1	1	1	2	1	2	2	1	2	2	4	1	2	5	6
55500	-204.363387269980905	-201.572873868890440	-2.790513401090452	0.000360895577483	0.000024838190464	0.068823759595030	0.584084343785827	5	8	7	10	10	10	11	11	12	13	10	13	13	15	15	16	18	18	19	20	20	22	26	0	1	1	3	2	2	1	6	1	5	1	7	2	2	7	7	12	8	10	3	16	20	17	1	1	2	2	1	1	2	1	3	1	2	2	2	3	3	2	3	4	3	5	1	1	6
56000	-181.758067509721741	-179.832536223542746	-1.925531286179004	0.000186737061226	0.000028184919553	0.150933721285904	0.575523593263421	5	9	7	9	11	10	11	10	13	12	12	13	13	16	15	16	16	18	18	20	19	21	25	0	3	1	3	2	1	4	2	6	8	2	7	10	11	7	12	12	9	11	11	17	7	18	1	1	1	1	1	3	2	1	1	2	1	1	1	2	2	1	2	2	4	3	2	5	4
56500	-146.914927323324093	-143.599934018285296	-3.314993305038788	0.000213677354741	0.000010285987074	0.048137937154807	0.570266167145378	4	8	7	10	10	9	11	10	13	12	11	15	14	16	15	17	18	16	18	19	19	21	27	0	1	1	2	1	1	6	2	5	5	1	7	10	5	7	15	16	9	13	9	17	17	9	1	2	2	1	3	3	1	1	1	1	4	2	1	4	2	1	1	1	2	3	1	2	7
57000	-146.498588635902337	-144.441285016150090	-2.057303619752248	0.000141246208007	0.000018406740121	0.130316702877186	0.563449858469841	5	8	7	9	10	9	11	11	11	13	13	14	15	15	15	16	17	17	17	19	21	21	26	0	3	1	3	2	1	6	2	6	2	6	7	10	9	12	12	16	9	10	11	17	7	14	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	3	2	3	2	5	6
57500	-153.970008216526793	-151.636768546386122	-2.333239670140659	0.000196174034749	0.000019556238099	0.099688208605961	0.536177144110672	5	8	6	9	10	10	12	11	13	12	10	13	14	15	14	17	18	17	19	20	21	21	24	0	3	1	3	2	1	6	2	11	6	1	7	10	11	12	15	7	9	13	9	15	17	20	1	1	1	1	1	4	1	1	1	1	3	1	1	2	1	2	2	2	2	3	3	2	2
58000	-164.561392795875150	-162.832369348770726	-1.729023447104432	0.000095764348226	0.000018666512663	0.194921314752227	0.528474782803746	4	7	8	10	11	10	11	9	13	13	12	15	14	16	13	15	18	18	18	21	20	22	27	0	1	2	3	2	1	1	2	6	5	6	15	10	6	7	7	15	14	10	18	16	17	18	1	2	1	1	2	3	2	1	1	1	2	1	1	2	1	2	3	2	2	2	3	2	5
58500	-165.527137142879468	-163.668814851466607	-1.858322291412861	0.000200354079094	0.000032809804386	0.163759103553516	0.516987296613421	4	8	6	9	10	9	11	12	11	12	11	14	14	14	15	17	17	17	17	19	20	22	26	0	3	1	1	6	1	6	4	6	3	1	6	8	11	12	15	15	9	10	9	17	12	20	1	1	1	3	1	3	1	2	1	3	3	2	1	2	1	1	1	2	2	4	2	3	3
59000	-191.525018895925086	-189.291685539987526	-2.233333355937551	0.000224413090200	0.000024526562192	0.109292030025245	0.470814801644261	3	8	7	9	9	10	12	10	13	12	13	15	15	15	16	16	18	17	18	21	20	22	27	0	1	1	2	2	4	3	2	6	8	6	7	4	11	2	7	12	9	3	9	17	21	9	1	1	1	1	1	1	1	1	2	1	2	2	4	1	4	2	3	2	4	4	1	2	6
59500	-142.689851671378932	-141.023304872079734	-1.666546799299186	0.000166179176579	0.000035628367839	0.214397306402305	0.645765460075104	5	8	7	9	10	11	11	11	13	13	12	13	14	14	15	17	17	17	18	20	19	21	26	0	1	1	1	2	4	1	4	6	2	1	7	10	6	12	12	15	9	10	18	17	17	18	1	1	1	2	1	1	3	1	1	2	3	1	1	2	1	3	1	2	2	2	1	2	4
60000	-164.468726650329387	-162.468812125377809	-1.999914524951568	0.000249797837821	0.000034638040444	0.138664292479166	0.422098686217975	5	9	8	10	10	10	11	11	12	13	13	15	13	15	14	17	16	16	17	19	20	21	26	0	1	1	2	2	3	1	3	6	4	6	15	8	11	7	12	12	9	13	11	17	12	18	1	2	2	1	1	1	3	2	1	1	2	1	1	1	3	1	1	2	3	3	2	3	6
60500	-147.890969418421946	-145.896392630349453	-1.994576788072481	0.000132549936518	0.000018488964734	0.139486786790932	0.746068533636055	5	8	7	9	10	10	12	10	13	12	12	13	14	16	14	16	18	16	18	20	19	21	26	0	3	1	3	2	1	6	2	6	8	6	7	10	6	7	7	16	9	10	18	17	12	18	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	2	3	2	1	3	4
61000	-159.644561205675984	-157.079954956760332	-2.564606248915645	0.000197032049381	0.000016140503441	0.081918162511648	0.502975360108940	4	8	7	10	10	10	11	11	12	12	12	13	14	14	15	16	17	17	18	20	20	20	27	0	3	1	1	2	1	6	5	4	8	4	7	5	2	6	15	16	9	13	18	12	12	20	1	1	1	3	1	3	1	1	1	1	1	2	2	3	3	1	1	2	2	2	4	3	3
61500	-159.403522380444940	-157.822544328132864	-1.580978052312070	0.000123697459144	0.000030750538870	0.248594749503596	0.544690172606931	4	7	6	9	11	10	12	10	13	13	13	15	15	15	15	14	17	17	18	21	19	22	26	0	3	1	3	4	4	1	2	6	8	6	7	10	9	16	7	15	6	10	9	17	16	20	1	1	1	2	1	1	4	1	2	2	2	2	1	1	1	1	1	4	2	4	1	3	2
62000	-156.302867379573513	-153.975420347321148	-2.327447032252375	0.000149591776929	0.000014990282003	0.100207927943566	0.644835828715235	5	9	7	9	9	10	12	12	13	12	12	15	14	15	16	16	18	18	18	20	20	22	26	0	1	1	3	3	1	2	5	2	2	1	7	10	11	7	12	12	9	13	18	17	15	9	1	2	1	1	1	2	2	1	1	1	4	2	1	1	3	1	1	2	2	1	1	4	5
62500	-163.993616844830200	-162.080382451952033	-1.913234392878168	0.000279257471818	0.000042766843372	0.153144849066221	0.678117733967221	4	8	7	8	11	9	11	11	12	12	11	13	14	14	15	13	17	16	18	20	19	21	27	0	1	1	1	2	4	3	2	11	4	6	7	8	6	16	7	12	14	8	11	12	19	18	1	1	3	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	4	4	3	2	7
63000	-158.425726523947930	-156.555840076020559	-1.869886447927379	0.000193290244122	0.000031200238538	0.161416519905352	0.614698585349347	5	8	7	9	10	11	9	11	12	12	13	13	13	16	16	15	18	18	18	21	21	19	27	0	1	1	3	3	2	1	2	6	8	2	7	5	11	12	12	16	14	10	18	22	15	20	1	2	2	1	1	2	2	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	2
63500	-160.606554002835139	-157.655828830742507	-2.950725172092644	0.000173200213602	0.000010622281891	0.061329496481396	0.429852741046976	5	8	7	9	10	9	11	11	11	13	12	15	14	16	14	16	18	17	18	21	20	22	25	0	1	1	3	2	3	2	5	6	8	6	15	10	6	7	7	7	9	13	9	7	16	9	1	2	2	1	1	2	2	1	1	1	1	1	1	4	2	2	4	2	2	4	4	4	5
64000	-165.312217881553039	-163.270167764573529	-2.042050116979522	0.000228695772775	0.000030290970348	0.132450941179534	0.604127491270990	5	9	7	9	10	9	11	11	13	13	12	14	14	16	16	16	17	17	17	21	21	19	26	0	3	1	3	6	1	6	2	1	2	1	7	8	6	12	12	16	9	10	11	22	15	11	1	1	1	1	1	3	1	1	3	1	3	1	1	2	1	1	1	2	4	3	1	1	8
64500	-186.488410504755592	-184.453728108809486	-2.034682395946101	0.000409116001153	0.000054618211850	0.133502995961258	0.401990380769347	5	7	6	10	10	8	10	10	11	12	13	14	15	15	15	17	17	18	18	20	20	21	26	0	1	1	1	2	1	2	1	6	9	1	8	3	4	12	8	13	6	16	19	13	15	4	1	1	1	2	1	1	1	3	2	1	5	1	4	4	1	4	1	5	1	1	3	3	7
65000	-148.936444281970410	-147.391711694061343	-1.544732587909074	0.000134832004361	0.000035997413686	0.266979741617620	0.570010117405392	4	8	7	9	10	10	11	11	12	13	13	14	15	15	16	16	18	17	19	18	18	21	26	0	3	1	3	2	1	3	3	6	8	9	7	10	6	7	12	16	9	13	9	15	17	20	1	1	2	1	1	2	2	3	1	1	1	2	2	2	2	1	1	3	2	3	1	1	4
65500	-139.698798935735056	-137.824579243266840	-1.874219692468229	0.000121482130468	0.000019504461031	0.160554156858203	0.669884667586789	5	8	7	9	10	10	12	11	13	13	12	15	14	14	14	17	17	17	18	21	20	21	27	0	3	1	3	2	1	1	2	6	8	6	15	10	9	7	7	12	9	10	18	17	17	20	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	2	3	2	2	3
