step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
14500	-317.360257334040796	-324.215745285000196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702759428762748	-1	1	2	3	5	4	3	5	6	7	8	9	10	7	11	8	11	13	11	12	13	15	17	19	21	20	22	22	22	21	21	20	22	23	25	24	26	24	24	25	24	25	26	25	27	27	25	28	28	28	28	28	31	31	31	33	0	1	1	3	6	3	0	6	7	4	8	8	11	3	16	8	12	19	14	12	20	20	22	23	23	23	32	26	30	24	32	23	32	24	41	27	25	29	27	33	31	26	39	39	39	36	25	44	45	46	47	25	51	51	49	54	1	1	2	1	1	1	1	1	2	2	2	3	1	3	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1
15000	-294.096029151952450	-300.951517102911851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710038873699291	0	1	2	3	4	4	5	5	6	7	9	8	9	9	11	11	11	11	12	12	13	16	18	19	21	19	22	23	22	22	22	21	23	25	24	24	25	23	26	24	27	26	23	26	27	27	27	28	29	28	30	28	30	30	30	32	0	1	1	3	4	3	0	4	7	6	8	8	12	10	13	13	13	13	11	13	11	21	22	21	23	23	32	25	32	25	25	23	32	29	31	27	26	24	35	25	35	37	31	43	43	28	26	43	45	46	52	42	47	42	49	54	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	2	2	2	3	2	1	1	2	1	2	2	1	1
15500	-284.815261936982608	-291.670749887942009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542247161524670	0	2	2	3	5	3	4	6	6	5	7	8	10	9	11	11	11	12	12	12	14	15	18	19	21	20	22	20	22	21	22	20	23	24	25	25	26	26	24	26	26	24	26	25	26	28	26	27	28	28	29	29	30	28	29	32	0	1	1	3	4	3	0	3	7	4	8	11	12	12	11	13	13	13	14	16	20	21	22	23	28	23	32	23	24	24	32	23	32	30	31	27	25	24	31	33	35	23	31	39	39	36	42	44	45	33	47	42	47	37	43	54	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	2	2	2	2	2	5	1	1	1	2	2	1	1	2	2	1	1	2	2	3	2	1	1	2
16000	-288.020320073437688	-294.875808024397088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663902483224984	0	2	2	3	4	5	4	6	7	8	8	9	10	10	11	10	12	12	13	12	14	16	18	19	20	21	22	21	21	22	22	21	23	24	24	23	26	26	26	26	26	25	26	24	27	28	25	28	29	28	29	29	30	29	30	33	0	1	1	3	4	4	0	6	7	6	8	8	12	11	12	12	13	13	14	16	20	21	22	23	23	23	32	23	24	24	32	25	32	24	31	32	26	34	44	25	35	26	31	31	43	32	25	44	39	36	42	25	42	42	43	51	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	2	4	1	2	2	1	1	3	3	2	1	3	2	5	3	2	1	1
16500	-256.978440628257147	-263.833928579216547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845764916423438	0	1	2	3	5	4	3	6	5	7	8	8	10	9	11	11	9	12	12	12	14	16	18	19	21	20	21	23	22	22	22	20	23	24	24	24	25	24	26	25	26	24	25	23	26	28	27	26	28	27	29	29	30	31	30	34	0	1	1	3	3	3	0	6	7	6	8	8	11	12	13	17	11	13	14	16	20	21	22	23	23	23	32	25	24	24	27	23	27	24	31	26	26	29	43	25	35	26	44	31	44	50	42	43	39	36	47	47	47	52	48	53	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2
17000	-286.660844297850588	-293.516332248809988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710482703501915	-1	1	1	4	5	4	4	6	7	7	9	8	10	9	10	11	11	12	12	12	14	16	18	19	21	21	21	22	23	21	22	21	23	25	24	24	24	25	25	25	26	25	24	26	27	27	26	28	29	28	30	30	30	30	31	32	0	1	1	1	4	3	0	6	7	4	6	8	11	8	11	13	13	13	14	15	20	21	22	23	23	24	23	27	24	24	25	23	27	24	31	31	25	29	43	28	35	37	31	43	39	34	37	43	45	28	47	42	47	37	45	53	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	3	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	3	2	2	2	3	3	1
17500	-286.251420448672661	-293.106908399632061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742385401119476	-1	1	1	3	5	5	4	5	6	8	7	7	10	9	12	9	11	13	13	12	14	16	18	19	21	21	20	22	23	22	22	21	24	24	24	25	27	23	25	25	25	25	26	26	26	29	27	28	28	27	28	29	31	30	31	33	0	1	1	3	4	3	0	4	7	6	8	6	16	4	13	12	13	13	14	16	20	20	22	23	23	27	23	27	30	24	23	27	32	23	31	32	42	30	35	31	35	26	36	31	31	50	26	39	45	36	42	42	51	42	49	52	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	2	1	2	1	1	2	2	1	1	3	2	2	1	1	1	1	1	2	1	2	2	1	3	2	1	1	1	2	2	2	1	2
18000	-240.600700898515782	-247.456188849475154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819219635868797	0	1	2	3	5	4	4	7	7	7	8	8	9	10	11	11	11	13	12	13	14	16	18	20	20	19	22	22	23	21	22	20	23	24	24	24	25	26	25	24	26	25	26	24	26	28	27	28	28	27	30	29	30	30	30	32	0	1	1	3	4	4	0	6	7	3	8	8	12	12	13	13	13	13	14	16	20	21	22	23	23	23	32	23	24	24	32	23	32	24	31	32	26	29	44	28	35	26	44	31	39	27	37	44	45	27	47	47	47	52	48	53	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	3	1	1	1	2	1	2	1	3	2	1	2	1	1	1
18500	-276.536038576062879	-283.391526527022279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742682756340642	0	2	2	3	5	4	4	6	7	6	8	8	10	8	11	10	12	12	12	13	14	16	18	20	20	20	21	22	22	21	22	22	24	23	25	25	25	25	23	25	27	23	26	25	26	28	25	28	28	29	28	30	27	30	30	32	0	1	1	1	4	4	0	6	7	4	4	8	12	3	13	11	13	13	12	16	20	21	22	23	23	23	23	25	25	24	27	25	32	24	31	32	42	24	31	32	35	26	39	39	44	40	42	43	45	32	47	47	47	47	49	52	1	1	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1
19000	-308.103249493632575	-314.958737444591975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603874150607788	0	1	2	3	4	5	4	6	6	7	7	9	8	9	11	11	11	11	13	12	14	16	18	19	21	20	22	23	22	21	21	20	23	25	23	24	26	26	25	26	26	25	27	26	26	28	26	28	27	27	28	29	30	31	29	32	0	1	1	3	3	4	0	3	7	3	4	8	8	11	12	13	13	12	14	13	17	21	21	22	23	22	32	23	24	23	32	23	32	25	31	32	26	30	31	24	31	26	44	39	39	30	42	39	45	28	47	47	47	51	39	42	1	1	1	1	1	1	1	2	1	3	2	2	1	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	2	1	2	2	3	2	3	2	2	1	1	1	4	1	2	1	2	1	2	2	1	2	4
19500	-260.073415770504084	-266.928903721463485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814036196882091	0	2	2	3	4	5	4	6	6	5	8	8	10	9	11	11	11	12	12	12	13	16	18	20	21	21	22	22	23	21	21	20	24	24	23	24	26	26	25	25	25	25	26	23	27	27	27	28	28	28	29	30	30	31	30	33	0	1	1	3	3	3	0	6	7	4	8	8	12	6	13	13	13	13	14	16	20	21	22	22	23	23	32	23	28	32	23	22	27	24	31	27	26	30	44	27	35	26	44	31	43	36	42	39	43	46	47	47	42	51	49	53	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1
20000	-304.839183057345849	-311.694671008305249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660923402553802	0	2	2	4	5	3	3	6	6	6	7	8	10	9	12	11	11	11	12	12	14	15	18	19	21	21	22	23	23	22	20	20	24	22	25	24	25	24	25	25	26	25	27	26	27	27	26	24	28	28	28	28	28	30	29	32	0	1	1	3	6	3	0	6	7	3	8	8	12	8	16	13	12	12	14	17	20	21	22	23	23	23	23	23	24	26	23	23	32	24	33	27	29	28	48	36	35	26	48	39	48	27	42	31	45	40	47	42	42	51	45	54	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	3	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1
20500	-279.500944406698011	-286.356432357657411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748055848433552	1	2	2	4	4	4	4	5	6	6	7	8	9	9	11	9	11	10	11	12	14	16	18	19	21	20	21	23	22	21	22	22	23	23	23	24	26	24	25	25	26	25	27	25	26	28	27	24	28	27	28	29	31	31	30	32	0	1	1	3	3	3	0	3	7	4	8	10	12	11	13	8	13	13	14	16	20	21	22	23	26	22	26	25	24	24	27	27	32	25	31	32	26	29	48	27	35	25	48	48	44	36	37	31	44	32	42	42	51	37	49	52	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	3	1	2
21000	-281.430763155383204	-288.286251106342604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688523377684824	0	1	2	2	4	4	4	6	6	8	8	7	9	10	11	10	11	12	12	12	14	16	18	19	21	20	22	23	22	22	22	21	23	23	23	24	26	25	26	26	26	25	26	24	27	29	28	28	28	28	30	30	30	31	29	33	0	1	1	1	4	4	0	5	7	6	4	8	11	10	13	13	13	13	14	16	20	20	22	23	23	23	32	23	24	24	32	24	32	24	31	33	23	30	44	36	35	26	44	31	44	36	28	44	45	42	47	47	47	47	49	47	1	1	2	1	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	2	1	1	1	2	1	1	3	1	1	1	2	4	1	1	1	3	1	2	1	2	1	2	1	2	1	2
21500	-302.448506760739861	-309.303994711699261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702962680145708	-1	2	1	2	5	4	4	7	7	7	8	8	9	10	11	10	11	12	13	13	14	16	19	19	21	21	22	22	22	21	21	21	23	24	23	24	25	26	25	25	27	26	26	24	26	28	26	28	27	29	28	28	30	31	30	32	0	1	1	3	6	4	0	5	7	4	8	8	6	10	13	13	13	13	14	16	16	21	22	22	23	23	32	23	24	21	23	23	32	30	31	32	26	34	31	32	35	37	44	31	44	37	26	44	45	46	42	37	47	26	39	53	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	3	4	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	1	2	3	1	1	1	2	2	5	2	1
22000	-309.595434323387622	-316.450922274347022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687169196144921	-1	1	1	2	4	4	4	7	6	5	6	7	9	10	12	10	11	13	12	12	14	17	17	18	20	19	22	23	22	20	21	21	24	23	24	25	25	24	24	25	27	26	27	26	27	28	27	27	28	28	29	29	30	31	30	34	0	1	1	3	3	4	0	4	7	3	6	11	8	8	8	13	12	20	14	17	20	20	21	21	24	24	22	23	30	24	22	23	27	30	31	32	25	29	31	27	35	37	39	31	35	40	42	39	44	44	42	42	42	47	35	53	1	1	1	1	2	1	1	3	1	2	1	1	1	1	2	1	2	1	2	1	1	3	2	2	1	1	2	2	1	1	2	1	1	1	2	2	3	1	1	2	1	1	2	3	1	1	1	2	1	1	1	2	2	2	4	2
22500	-278.410951433951141	-285.266439384910541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730120445826440	0	2	2	3	4	4	4	5	6	6	9	9	9	9	12	10	10	12	13	11	13	15	18	20	20	21	21	22	23	21	21	22	23	23	24	24	23	25	23	22	25	25	26	25	27	28	27	27	28	26	29	30	29	31	30	32	0	1	1	3	3	3	0	3	7	3	6	8	8	8	17	13	11	16	14	13	20	21	22	23	23	23	25	25	24	24	25	25	27	30	31	32	26	30	31	25	32	37	39	31	44	27	42	39	43	44	47	51	42	53	49	54	1	1	1	1	1	1	1	2	1	2	2	2	3	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	3	1	2	1	1	1	1	2	1	1	1
23000	-293.740638028046533	-300.596125979005933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740046044550970	0	2	3	4	4	4	4	6	6	7	8	8	8	9	11	11	11	11	12	12	13	15	17	18	21	20	21	22	21	21	22	22	23	24	24	23	23	24	25	25	26	25	26	24	27	26	27	27	28	28	30	30	29	31	31	33	0	1	1	3	3	3	0	4	7	3	8	8	8	12	13	13	13	13	14	16	20	21	22	23	23	24	23	26	24	24	27	23	32	29	31	31	26	29	44	36	35	23	44	31	39	36	37	44	43	27	42	47	37	47	43	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	1	2	2	1	1	1	4	2	1	1	2	1	2	1	2	2	2	3	2	2	1
23500	-317.555862861644243	-324.411350812603644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729542567678870	-2	0	3	2	4	4	5	6	7	6	8	8	10	9	11	9	11	12	12	13	14	16	19	19	22	20	20	22	20	18	22	22	24	25	24	23	24	24	26	25	27	25	26	25	27	28	28	28	27	27	28	28	30	31	30	33	0	1	4	1	3	3	0	6	7	6	8	8	11	11	13	11	13	12	14	18	20	21	30	22	26	30	24	30	23	20	27	27	32	23	31	27	26	25	31	25	35	37	40	36	44	50	42	43	44	39	42	42	26	47	45	47	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	3	2	1	1	1	1	2	1	1	1	2	1	3	1	1	1	3	1	2	2	1	3	2	2	1	1	1	1	1	2	1	2	1	2	2	5	2	1	2
24000	-274.528274270519319	-281.383762221478719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656374957809030	0	2	2	4	4	5	4	6	6	7	8	8	10	9	9	11	12	13	13	12	13	15	17	18	20	21	22	22	20	21	22	21	23	25	24	23	26	24	24	25	26	25	26	26	26	27	27	28	28	29	29	29	29	30	30	33	0	1	1	3	3	3	0	6	7	6	3	8	15	4	12	13	13	16	14	16	20	21	22	22	23	23	32	23	24	25	25	25	27	25	31	27	42	29	31	28	35	26	39	39	39	40	28	39	44	46	42	42	47	53	49	47	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1	1	2	1	1	1	1	2	2	3	1	3	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	3	1	1	2	2	1	1	1	2
24500	-278.405420566451539	-285.260908517410940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673330398766854	0	2	2	4	5	3	4	6	6	6	8	7	9	9	11	10	11	12	13	12	13	16	18	19	21	20	22	22	22	21	22	20	23	22	25	24	26	25	24	24	26	24	26	25	26	27	26	27	28	28	30	29	31	29	30	33	0	1	1	3	6	3	0	4	7	4	8	8	12	12	13	8	16	12	14	16	20	21	22	23	23	23	32	25	24	24	32	23	27	24	39	32	26	25	27	27	39	26	39	25	39	32	42	32	39	40	47	42	47	47	49	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	1	3	1	3	1	4	2	2	2	3	3	2	1	2
25000	-296.876020491839540	-303.731508442798940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697315843458793	0	1	2	4	4	4	4	6	6	7	7	8	9	8	12	9	10	10	12	11	14	16	17	19	19	20	21	21	21	22	21	20	23	23	23	25	25	24	24	24	27	25	26	25	26	27	28	26	29	28	30	29	31	31	29	33	0	1	1	3	3	3	0	3	7	4	4	11	8	11	17	8	13	13	14	13	20	21	21	23	23	25	32	25	25	24	32	25	27	29	31	27	26	29	31	27	35	25	35	33	44	44	42	44	45	36	47	47	51	51	44	53	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	3	2	2	2	3	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1
25500	-304.753568608722844	-311.609056559682244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704942791293415	-1	1	2	4	5	4	4	6	6	7	8	7	9	9	11	11	11	12	12	13	14	17	18	19	21	20	21	21	22	21	21	21	22	25	24	25	23	26	25	25	27	23	26	23	27	29	27	26	29	27	29	28	29	29	30	32	0	1	1	3	4	3	0	3	7	6	8	8	12	12	13	13	12	13	14	16	20	21	22	22	24	23	23	23	30	24	23	22	27	30	31	27	32	24	44	27	35	26	44	31	39	43	42	44	45	34	47	42	52	42	49	51	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	2	1	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	1	2	1	1
26000	-245.570075931073973	-252.425563882033344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851997269457051	0	2	2	4	4	4	4	6	7	8	8	8	9	9	11	11	11	12	12	13	14	16	18	19	22	21	21	22	21	21	22	20	23	23	25	25	25	25	24	26	27	26	27	25	26	28	27	27	28	28	29	29	30	28	30	32	0	1	1	3	3	3	0	4	7	4	8	8	12	12	13	13	13	17	14	18	20	21	22	23	24	23	32	23	24	24	27	23	27	24	31	27	25	29	31	25	44	26	44	39	44	36	42	44	45	36	47	47	54	47	49	51	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2
26500	-291.837176845816657	-298.692664796776057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674804138300459	0	1	2	4	4	4	4	5	7	7	8	7	8	8	12	9	10	13	12	10	14	16	18	20	22	20	21	21	22	22	21	20	23	24	25	24	24	26	25	25	26	24	26	26	27	28	26	27	28	26	28	30	31	30	30	33	0	1	1	3	3	3	0	4	7	5	8	6	12	5	13	12	13	13	14	12	20	16	22	23	23	23	22	23	24	24	32	23	32	27	31	32	26	29	31	36	35	26	36	31	39	44	42	43	45	36	47	51	47	51	49	52	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	3	1	1	2	1	3	2	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2
27000	-288.208707509113310	-295.064195460072710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589172490022819	0	2	2	4	4	5	4	7	6	8	6	8	10	8	12	9	12	13	12	12	13	16	18	20	21	21	21	23	23	22	22	20	23	25	23	24	25	25	24	24	26	25	27	25	26	28	28	26	28	29	30	29	31	31	31	33	0	1	1	3	3	3	0	6	7	6	6	11	16	6	13	12	13	13	11	16	20	20	22	23	23	23	23	23	24	24	32	22	25	24	31	27	26	29	31	23	35	26	39	39	39	25	37	44	45	36	37	47	47	47	44	53	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	2	2	2	1	2	2	2	1	1	1	3	2	1	1	2	2	1	2	2	3	1
27500	-284.746269792975966	-291.601757743935366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661055330317111	-1	1	1	3	4	3	5	6	6	7	7	8	9	9	12	10	11	12	11	12	14	17	19	18	20	20	20	22	23	21	22	21	23	25	24	24	26	26	23	24	26	25	26	25	26	28	27	26	27	28	29	28	29	31	31	33	0	1	1	3	3	3	0	6	7	4	8	11	12	12	13	13	13	13	14	16	20	20	22	21	23	23	23	24	24	24	27	27	32	30	31	33	26	30	31	28	35	26	39	39	44	48	26	31	44	36	42	37	52	52	49	54	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	3	3	1	1	1	3	2	1	1	1	2	2	1	2	2	1	1	2	2	1
28000	-272.359462011559060	-279.214949962518460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628655456482425	-1	1	2	3	4	4	3	7	6	8	5	8	10	9	12	10	11	12	11	12	14	16	17	19	22	21	21	20	23	21	22	20	24	24	24	25	26	25	26	25	26	25	26	25	27	29	27	27	28	27	28	29	31	30	30	33	0	1	1	3	3	4	0	11	7	5	4	11	12	12	13	12	13	13	14	16	20	21	21	23	27	28	23	23	24	24	32	23	32	30	31	33	26	29	44	33	35	26	31	27	43	50	26	39	45	36	42	51	47	42	49	37	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	3	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	3
28500	-305.395289106835492	-312.250777057794892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682780924647496	0	1	1	3	4	2	3	6	7	7	8	5	9	10	11	10	9	13	13	11	14	16	17	19	21	20	21	22	22	22	22	20	23	23	24	24	23	26	25	26	26	26	26	24	26	28	25	27	28	29	29	28	31	31	31	33	0	1	1	6	3	3	0	4	7	4	8	4	11	11	17	8	8	15	14	17	20	21	22	23	23	23	32	25	24	24	32	21	27	24	31	27	26	29	31	36	35	26	31	31	44	39	37	44	39	46	52	47	37	51	39	51	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	1	2	2	1	3	1	2	1	1	2	2	2	1	1	3	2	1	1	1	2	2	1	1	1	2	5	1	3	2
29000	-296.731337498897290	-303.586825449856690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733279941145139	0	1	2	4	4	5	4	6	6	7	7	9	10	10	11	8	11	13	12	11	13	15	17	20	20	20	20	23	22	22	22	21	23	24	24	25	25	25	24	25	26	25	26	23	26	29	26	27	28	27	29	29	28	29	30	31	0	1	1	3	3	3	0	6	7	6	8	11	16	12	13	8	13	17	14	16	20	21	21	23	23	23	23	25	24	24	27	27	32	24	31	27	25	29	44	32	35	25	23	32	39	42	37	39	43	32	47	47	26	47	43	52	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	2	2	1	2	2	3	3	1	1	2	1	2	1	4	2	2	3	2	2	1
29500	-275.984648895823511	-282.840136846782912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756835690968152	0	2	2	3	5	4	5	6	6	8	8	8	8	9	11	10	10	11	13	12	13	17	18	19	22	21	22	22	23	21	21	20	24	24	24	24	27	25	24	25	27	25	26	26	27	28	28	27	28	27	29	30	30	31	30	34	0	1	1	3	4	3	0	4	7	6	8	6	8	11	16	13	13	13	14	12	20	21	22	23	23	22	32	23	24	24	32	23	25	30	31	32	42	29	31	36	35	25	39	39	39	36	42	39	45	36	42	37	47	47	43	53	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	1	2	2
30000	-259.597595340350551	-266.453083291309952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806225994147118	0	2	2	4	4	5	4	5	6	6	8	7	9	9	11	10	10	12	13	11	13	16	18	19	21	20	20	21	23	21	21	22	23	23	25	24	26	26	25	25	27	25	26	25	27	27	27	27	28	29	30	29	30	29	30	33	0	1	1	3	3	4	0	3	7	4	8	8	12	12	13	13	13	13	14	16	20	21	22	23	23	23	23	26	24	24	27	23	25	24	31	27	26	29	32	33	35	34	44	36	39	27	42	44	43	46	47	42	47	42	49	51	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	3	1	1	1	1	2	2	2	2	1	1
