step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
91500	-205.568702722262003	-212.424190673221375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762175423125685	-1	3	2	4	4	3	3	5	6	4	7	5	4	4	5	5	6	6	7	6	6	6	8	7	7	7	8	8	7	9	6	9	8	10	11	10	12	11	13	13	13	15	14	16	16	17	17	0	1	1	3	3	1	3	2	12	6	18	4	2	1	7	2	8	10	31	15	8	10	9	15	20	16	16	17	17	18	14	21	22	27	32	24	38	30	37	36	32	39	36	43	43	41	45	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	3	1	1	2	1
92000	-213.633266464618657	-220.488754415578029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734832122241927	0	2	2	4	4	2	3	3	6	5	6	4	4	5	5	5	7	4	7	6	6	7	6	8	8	8	9	9	7	8	8	9	8	9	11	11	11	12	12	14	13	14	14	16	15	18	17	0	1	1	7	2	1	3	1	18	7	8	3	3	5	18	6	4	7	5	15	2	10	12	15	20	16	16	22	8	9	19	17	9	26	32	24	33	37	37	36	32	39	36	40	40	41	45	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1
92500	-215.523660395479368	-222.379148346438740	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742609907516173	0	2	2	5	3	4	3	4	6	3	6	4	4	4	5	5	8	5	5	7	6	7	7	9	8	9	8	7	6	8	6	9	8	10	10	11	11	10	13	14	12	15	15	17	17	15	18	0	1	1	10	2	1	3	2	3	3	10	3	10	2	10	2	8	10	6	15	8	9	18	15	20	16	16	8	8	4	19	21	18	27	32	24	38	33	38	36	32	39	40	40	40	41	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	3
93000	-224.689456371273280	-231.544944322232652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746224882167275	1	3	2	4	2	4	3	5	6	4	5	4	5	4	5	5	7	3	6	7	6	7	6	6	8	7	8	9	8	9	7	9	8	10	12	11	10	10	13	15	14	15	14	15	16	17	16	0	5	1	3	1	7	3	2	7	7	10	3	12	5	7	6	8	3	5	15	8	3	10	15	20	16	26	8	17	33	19	21	19	27	32	19	33	22	37	43	32	39	36	43	43	41	43	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1
93500	-247.068174081483505	-253.923662032442877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643659752775585	0	2	2	3	4	1	4	5	5	5	6	3	4	5	5	5	7	5	6	6	7	7	8	9	8	7	9	9	7	9	7	10	7	10	12	10	11	10	13	13	13	14	15	15	16	17	16	0	1	1	3	2	1	4	1	7	7	16	3	3	5	4	6	10	12	2	4	8	9	9	20	20	16	16	8	8	18	19	21	15	26	32	15	38	33	38	24	21	39	40	40	40	41	40	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	3	1	1	1	2	2	1
94000	-223.503866761029485	-230.359354711988857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651907973999273	0	2	2	4	4	3	3	3	6	5	6	5	4	5	5	4	6	4	6	7	6	8	8	7	8	6	8	8	7	7	8	10	8	10	11	11	11	10	13	14	13	14	14	17	16	16	17	0	1	1	3	2	3	3	2	4	3	12	4	3	2	7	6	8	7	7	15	8	10	9	12	20	6	26	17	17	7	19	21	30	27	21	24	38	33	37	15	21	39	36	45	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	4	3	1	1	1	1	2	1
94500	-217.478752035812221	-224.334239986771593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814295126454978	1	3	3	4	4	3	3	6	7	4	6	2	5	5	5	5	7	5	6	7	5	7	8	8	6	8	8	7	8	8	7	9	8	10	11	10	10	12	14	14	13	11	16	16	15	17	17	0	1	12	12	2	1	12	21	12	7	4	1	10	2	4	6	8	10	5	25	5	7	10	15	15	16	16	8	8	9	19	21	22	27	32	15	33	33	42	24	32	37	40	40	40	41	45	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1
95000	-228.205971165810865	-235.061459116770237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788321439924219	0	1	3	3	3	2	4	5	5	5	6	1	5	4	5	4	7	5	5	5	7	7	7	8	8	9	8	9	8	8	8	9	9	10	11	11	11	11	13	14	13	15	13	17	15	15	17	0	1	12	12	2	2	12	12	7	12	14	1	4	1	7	6	8	4	5	12	8	3	8	15	20	16	16	8	8	18	19	21	18	26	32	15	33	33	37	43	32	39	24	43	43	41	45	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	1	1	3	1	1	1	1	2	1	2	2	1	1	1
95500	-233.862570703484209	-240.718058654443581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605177846513487	-1	3	2	5	4	0	3	4	6	4	5	1	4	4	6	4	7	4	6	6	6	7	6	9	8	8	8	8	8	8	8	9	8	10	10	10	12	12	13	14	13	15	14	16	16	18	17	0	1	12	18	12	1	12	2	10	12	7	1	12	1	13	6	8	3	2	3	8	10	10	15	20	16	16	17	21	9	19	21	4	27	21	24	22	33	37	36	32	39	36	36	43	41	40	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	3	1	2	2
96000	-210.140523948102555	-216.996011899061926	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811827986028280	1	3	2	4	3	4	4	5	6	3	6	5	4	4	3	6	7	5	6	6	7	7	8	8	8	8	7	8	7	7	7	10	8	9	12	12	10	9	13	14	12	15	15	15	16	16	17	0	1	1	3	1	1	3	2	7	3	4	3	10	5	3	6	8	4	2	15	8	7	22	15	20	16	16	17	8	18	19	21	30	16	32	24	38	22	37	36	32	39	36	36	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1
96500	-228.321211591450663	-235.176699542410034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707884134712345	0	2	2	3	4	3	4	4	6	5	6	4	5	4	5	5	6	4	6	6	6	7	8	8	8	8	7	8	7	8	6	9	7	10	11	10	12	10	14	14	13	15	15	16	14	18	17	0	1	1	3	2	2	4	2	3	18	10	4	7	1	3	6	8	3	5	15	8	10	9	15	20	16	16	8	17	4	14	5	4	26	32	24	38	30	37	36	32	38	40	30	24	41	36	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	1	1	1	1	2	1	2	2	1	1	3	3	2	3
97000	-224.914278667216905	-231.769766618176277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818365912762499	0	3	2	5	3	1	3	5	6	4	6	4	4	4	5	4	7	5	7	7	7	8	7	8	8	8	8	9	7	8	6	9	6	10	11	11	11	10	13	14	14	13	15	17	17	17	17	0	1	1	12	3	1	3	2	10	3	18	3	3	5	3	6	8	12	31	15	8	33	12	15	20	16	16	8	8	9	14	21	10	16	32	24	38	33	37	36	35	37	36	43	36	41	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	3	1	3	1	2	2	2	2	1	1	1	3	2	1
97500	-203.234973425894140	-210.090461376853511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877230511217342	1	3	2	3	4	2	3	5	6	5	6	4	5	3	6	5	7	5	6	7	7	7	7	9	7	9	8	8	7	8	7	10	8	10	12	12	11	12	13	14	13	14	16	17	16	16	16	0	1	1	3	1	1	3	14	7	3	12	3	3	1	12	6	8	12	5	15	8	12	12	15	15	16	16	8	8	4	19	28	10	27	32	24	30	37	37	36	35	39	36	47	36	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1
98000	-233.474554125989556	-240.330042076948928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735611296143766	1	2	2	4	4	3	4	4	6	3	6	5	4	5	6	5	8	5	6	6	6	7	6	9	7	9	8	7	7	8	8	9	8	7	11	11	10	12	13	14	14	15	16	15	15	18	17	0	1	1	3	1	1	10	1	3	3	10	4	3	2	18	6	21	7	14	3	5	12	4	12	20	16	34	5	8	18	19	21	9	16	32	15	30	37	37	24	32	39	36	36	36	41	40	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	3	1	1	2	2	2	2	2	2	2	2	2
98500	-198.427038521133085	-205.282526472092457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915937340259462	1	3	2	5	4	4	3	5	7	5	6	4	4	4	5	6	7	5	6	7	7	7	8	8	8	8	8	8	6	8	4	9	8	9	11	12	10	12	12	15	13	14	13	15	15	17	17	0	1	1	7	3	2	3	1	18	3	12	7	3	1	7	6	8	7	14	15	8	4	18	15	20	16	16	8	8	9	2	21	4	27	32	24	33	37	37	36	35	39	24	36	43	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	2
99000	-236.166468688695886	-243.021956639655258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708536117229524	-2	2	1	4	4	3	3	5	7	5	7	5	5	5	6	5	8	5	6	6	7	7	8	6	8	9	9	7	7	9	8	9	8	10	10	11	10	12	13	14	12	14	15	16	17	17	17	0	1	1	7	1	3	3	5	12	7	14	7	3	2	5	2	8	3	5	12	8	18	18	2	20	16	16	8	5	5	19	21	14	27	32	30	9	37	37	36	32	39	40	40	40	41	40	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	3	2	2	2	1	2	3	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	2
99500	-207.939957348321968	-214.795445299281340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777125482931963	0	3	2	5	1	3	4	5	7	4	6	4	5	5	5	5	7	6	6	7	6	8	8	8	8	8	7	8	7	7	8	9	8	10	11	12	11	12	13	13	13	15	15	15	17	17	17	0	1	1	7	1	5	3	2	19	3	12	3	2	2	3	2	21	10	2	15	8	4	4	15	20	16	16	8	8	15	19	21	4	27	32	24	33	37	37	24	32	39	36	36	43	41	43	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	2	1
100000	-242.033524188996751	-248.889012139956122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634578517530467	0	2	2	4	2	2	3	5	6	4	5	5	4	5	5	5	8	5	6	6	7	8	8	8	7	7	8	8	7	8	7	9	8	10	11	11	12	11	13	13	13	15	15	16	17	17	15	0	1	1	7	1	1	3	2	4	7	7	10	7	2	4	6	8	7	1	16	19	9	7	15	20	16	16	29	8	19	5	21	9	27	32	15	11	12	38	36	32	39	40	36	47	41	40	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	3	2	3	2	1	2	1	1	2	1	2	1
