step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43
58000	-217.262020292963513	-226.312863673414853	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996566865377589	5	0	7	19	15	23	19	29	24	27	32	23	25	28	41	38	36	40	38	45	59	47	55	49	51	55	54	65	79	54	59	54	68	63	74	64	73	69	63	90	77	72	84	2	0	2	5	1	5	3	5	5	7	10	4	4	9	16	8	11	11	10	17	22	15	22	19	22	20	24	30	35	22	27	22	36	23	38	24	33	21	21	37	42	39	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-225.068333242430015	-234.119176622881355	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970353611711653	5	-4	0	18	12	19	17	25	27	32	30	29	23	27	41	38	28	42	38	40	56	53	57	57	48	53	60	68	72	62	61	60	66	48	73	66	69	70	72	83	71	75	75	3	0	2	5	1	7	5	7	13	14	8	13	5	13	19	11	6	17	10	10	25	34	22	20	20	12	25	27	28	21	23	22	23	15	37	32	30	32	23	41	27	35	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-228.556251002329532	-237.607094382780872	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992751017779114	2	-5	6	16	13	22	21	25	27	23	31	27	29	31	39	30	33	42	42	43	47	50	44	51	53	48	52	61	67	57	62	61	64	58	75	57	76	68	70	92	62	72	84	2	0	2	3	3	5	5	5	7	5	8	4	10	7	13	10	10	16	16	17	18	21	12	23	23	11	26	24	33	21	25	24	32	26	32	18	39	31	38	43	36	34	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-224.850692156212460	-233.901535536663800	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996330775478143	2	-2	6	14	10	18	24	10	19	29	23	28	27	32	40	36	34	32	44	45	54	48	57	52	45	49	58	64	78	60	60	55	55	58	73	67	72	68	72	92	69	69	82	2	0	1	3	1	8	4	1	8	12	6	11	5	13	17	12	12	11	15	17	25	14	26	25	15	10	26	23	35	32	22	25	26	21	41	28	28	24	36	29	33	30	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-225.754325460118025	-234.805168840569365	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982033171199067	0	-2	6	5	13	20	21	23	26	29	33	27	29	35	40	32	35	40	45	44	57	52	58	47	53	50	46	62	74	59	53	63	57	63	71	63	77	67	73	75	69	60	84	2	0	1	2	1	4	3	7	6	8	8	6	8	9	17	9	9	10	14	18	20	20	22	14	15	18	15	31	28	31	20	31	26	21	38	21	39	30	34	41	28	31	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-216.321227572824284	-225.372070953275625	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983484792032798	6	-1	5	12	11	18	18	24	30	29	25	23	15	28	36	38	35	36	45	41	54	50	53	48	52	48	52	56	72	58	58	62	60	60	76	65	76	65	66	93	72	69	88	2	0	2	3	1	1	4	7	6	8	4	6	5	8	14	17	11	14	18	11	24	20	24	20	20	18	19	22	32	23	25	31	27	23	39	21	29	31	30	43	39	33	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-216.224442310715403	-225.275285691166744	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994453672705914	2	-4	5	16	12	17	22	23	30	28	31	23	27	32	36	39	28	26	39	42	50	50	60	57	55	53	57	67	77	60	54	43	63	63	74	63	73	69	70	87	73	79	85	2	0	1	1	3	5	6	6	18	12	7	5	12	12	11	12	7	7	17	15	32	20	22	31	21	21	26	33	41	25	21	11	27	22	28	30	38	33	36	42	34	41	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-222.342140243964650	-231.392983624415990	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991797445056074	3	-6	-2	16	15	12	25	21	31	29	25	26	24	34	35	38	31	37	44	41	60	46	55	41	45	48	58	66	78	54	58	61	66	57	74	68	69	62	74	87	74	77	83	3	0	2	6	6	3	6	6	13	13	8	8	8	10	9	9	13	12	16	15	27	18	22	9	16	25	26	32	37	22	19	25	32	19	34	21	31	23	37	42	27	28	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-220.515856373403494	-229.566699753854834	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993606993412330	3	-3	7	18	14	16	13	24	25	28	31	28	27	33	44	38	32	38	41	48	52	57	55	54	47	54	52	60	68	60	55	56	62	48	70	62	69	63	75	84	76	78	78	2	0	2	3	3	7	2	6	6	5	12	8	4	13	18	14	12	17	12	18	15	34	27	19	14	25	15	23	30	21	20	25	23	15	27	26	28	31	36	43	37	39	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-229.274842235625016	-238.325685616076356	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997516619430215	5	0	4	23	11	21	16	24	31	20	31	30	25	31	44	33	32	36	48	38	58	46	58	55	51	48	59	67	71	49	54	60	69	64	66	63	71	65	70	84	64	76	85	2	0	2	5	3	7	1	10	13	5	4	8	4	6	20	4	4	8	15	12	25	17	24	25	19	15	15	31	35	22	30	25	36	23	27	32	35	21	23	39	31	34	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-229.247299024412058	-238.298142404863398	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964508417189659	-2	-7	-3	16	9	20	20	23	33	26	28	26	30	29	41	34	27	36	36	40	59	48	53	51	55	55	62	64	78	61	57	59	66	51	71	58	71	69	74	87	68	79	78	2	0	2	5	1	4	3	7	12	8	8	7	6	6	19	8	8	17	13	16	24	15	15	19	34	22	25	22	39	25	22	34	34	20	36	22	26	28	37	42	36	28	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63500	-213.196025277036483	-222.246868657487823	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975139092095007	4	1	6	18	11	15	17	24	24	26	29	29	27	31	43	32	31	44	36	47	56	54	52	57	52	57	56	67	70	62	57	59	65	63	73	62	70	59	74	87	75	69	85	2	0	2	5	1	5	5	4	4	7	7	9	7	9	16	10	6	14	12	19	25	23	18	15	20	23	23	38	36	21	25	27	32	27	36	21	34	22	42	37	42	30	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64000	-237.097165521759678	-246.148008902211018	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956434402722470	5	0	5	12	16	19	23	18	24	21	21	29	28	31	45	36	31	39	43	42	61	51	56	51	50	45	56	60	77	53	57	56	62	63	69	65	70	68	71	78	71	62	83	2	0	2	1	1	5	8	3	4	4	5	5	5	6	13	11	7	16	18	16	25	18	19	19	18	19	30	30	21	24	22	20	15	27	28	32	42	34	27	35	23	27	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-217.273482898312210	-226.324326278763550	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963827772211527	3	-4	8	14	13	20	16	23	31	30	22	19	28	31	43	33	26	38	43	42	54	47	54	56	48	46	61	55	73	55	58	61	66	61	76	64	57	67	74	88	72	80	84	2	0	1	3	3	5	4	7	11	17	7	3	6	8	18	13	6	14	18	18	26	19	26	23	20	18	24	25	37	26	21	37	27	37	33	32	22	30	34	42	33	35	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-231.291142168751890	-240.341985549203230	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989027469414970	5	-3	2	17	10	13	16	24	32	28	32	29	24	21	43	33	33	40	46	45	55	54	60	51	52	50	59	60	76	62	60	59	64	57	70	63	66	48	71	88	71	74	79	2	0	2	5	3	3	3	6	14	4	10	6	6	5	10	13	13	11	15	18	24	38	26	19	15	15	22	34	35	20	25	34	31	26	23	25	25	17	33	43	26	21	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-221.032803238084682	-230.083646618536022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999263599419277	3	-1	7	14	8	19	11	19	26	28	31	27	23	31	42	36	32	35	35	42	52	53	52	53	44	51	60	63	77	60	61	61	64	60	76	67	70	44	75	88	71	81	82	2	0	2	5	2	4	3	5	13	6	10	6	4	8	11	17	12	10	14	16	25	20	25	17	18	15	23	30	28	23	21	21	34	24	36	32	33	14	37	43	33	41	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66000	-233.090490397251216	-242.141333777702556	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981695169859119	5	0	2	19	12	21	17	28	23	27	23	25	15	30	39	39	33	42	41	44	57	56	54	53	49	57	57	65	72	65	59	58	60	63	73	65	70	69	64	94	64	75	83	2	0	2	5	1	7	5	13	7	4	13	4	3	8	8	4	6	11	17	15	22	18	25	20	18	20	25	23	37	23	22	22	26	31	22	26	33	41	25	43	26	28	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-223.235263342316443	-232.286106722767784	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997051456827125	5	0	8	17	11	21	15	24	25	29	22	28	27	31	38	35	31	43	34	38	59	58	51	48	43	51	62	66	76	60	50	62	63	57	78	65	70	62	71	92	70	67	85	2	0	1	1	1	4	5	4	7	13	4	6	11	9	14	13	8	14	9	14	26	31	25	15	19	24	21	34	27	34	16	26	31	31	41	31	27	24	21	43	38	21	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67000	-233.168827752178629	-242.219671132629969	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.951239594215008	6	1	6	12	13	20	14	17	32	22	29	27	24	34	45	38	36	40	36	39	58	47	51	47	51	53	46	64	72	64	59	61	62	59	69	61	71	63	68	85	71	74	71	2	0	2	2	3	7	3	2	12	7	13	8	8	12	17	11	10	14	12	12	23	18	22	16	27	16	20	26	28	32	18	31	21	26	32	23	38	25	21	39	39	31	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-221.141845268641021	-230.192688649092361	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950752179899337	1	-7	4	17	10	18	23	25	28	30	19	30	30	32	39	36	34	40	41	45	61	56	53	54	52	51	54	65	74	62	61	58	68	56	70	57	73	60	68	84	73	72	81	2	0	1	5	3	5	5	6	7	4	5	7	8	7	10	13	8	10	17	17	23	25	19	20	20	20	15	24	35	38	24	20	31	24	22	27	38	34	32	43	34	39	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-237.095239911410829	-246.146083291862169	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.910557978072822	0	-5	3	7	14	14	22	24	27	27	20	22	25	32	37	37	33	38	36	47	48	55	54	41	48	51	58	65	71	59	62	57	59	52	69	52	68	64	72	84	66	74	84	2	0	1	2	4	1	6	11	11	8	5	5	11	13	17	9	13	17	13	24	19	21	26	13	14	24	23	26	38	23	25	36	25	16	38	19	31	30	35	29	27	28	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68500	-225.850873058082897	-234.901716438534237	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974659206449669	5	2	6	9	14	19	14	23	31	27	21	24	27	33	41	33	28	43	34	45	54	55	56	46	54	50	62	60	73	55	60	60	66	64	73	58	78	70	74	88	69	74	80	2	0	2	1	4	7	3	5	10	12	5	6	12	6	9	12	6	14	9	19	24	26	25	18	20	24	18	30	38	20	21	23	36	30	31	21	35	31	25	43	30	27	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-225.303588894714011	-234.354432275165351	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997147066497271	3	-2	5	16	10	18	17	25	32	23	22	26	28	31	40	37	31	34	38	48	62	49	54	48	55	52	52	66	77	55	56	63	58	57	77	57	70	62	73	80	73	72	86	2	0	1	5	2	4	5	7	13	6	5	4	11	10	16	18	13	12	17	15	34	15	24	18	24	24	24	23	42	20	22	33	20	27	32	27	21	33	21	25	25	21	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69500	-219.530524426020094	-228.581367806471434	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967740242138948	4	0	4	20	10	14	14	28	22	29	29	23	22	29	45	39	34	43	45	34	54	49	57	47	52	49	60	60	75	61	58	53	68	63	65	68	75	67	70	86	71	75	78	2	0	2	7	3	1	1	13	7	9	12	5	6	9	16	14	4	20	20	11	26	19	19	16	19	15	24	25	38	23	25	24	24	28	31	34	39	31	31	29	34	38	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70000	-221.376644560551739	-230.427487941003079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997910168539158	3	-2	5	19	15	12	24	23	28	26	29	24	21	33	40	29	28	27	37	42	58	48	55	51	48	57	60	60	74	61	59	62	66	54	76	69	77	66	67	82	75	68	76	2	0	2	6	3	1	13	4	8	8	8	6	6	9	17	4	5	7	14	14	23	15	24	22	20	15	21	24	33	26	23	22	27	25	32	38	29	31	30	37	38	21	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70500	-223.028842127535825	-232.079685507987165	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950145106807643	4	1	8	17	13	15	19	18	32	27	22	27	15	26	42	33	33	38	47	47	55	52	48	54	50	50	58	67	68	60	58	62	62	60	64	61	71	67	73	90	66	70	80	2	0	2	5	1	3	6	5	12	8	13	11	5	8	18	7	10	9	15	16	25	20	18	19	18	20	25	34	32	20	19	34	21	26	30	21	32	24	38	43	36	24	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71000	-226.108035037269616	-235.158878417720956	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973634216690016	2	-1	9	19	17	15	22	13	33	27	32	26	22	26	41	36	28	38	42	48	60	56	58	55	51	56	53	63	73	57	60	49	62	61	73	68	73	64	70	86	73	74	83	2	0	2	5	8	3	5	1	10	4	7	4	8	5	9	7	7	10	18	19	32	25	27	32	19	18	25	26	23	32	25	18	15	27	33	34	31	22	38	41	36	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71500	-240.467760638827940	-249.518604019279280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968821797551559	1	-10	5	17	12	5	19	28	30	24	22	25	13	34	44	38	36	38	40	44	63	54	58	50	50	52	58	64	78	55	58	61	63	58	71	67	72	70	69	87	76	78	87	2	0	2	6	6	1	3	11	4	13	13	4	1	12	18	14	8	9	17	10	34	24	15	20	18	25	15	34	25	24	26	27	31	15	27	23	30	23	32	38	38	28	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72000	-238.118231948220426	-247.169075328671767	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997022157342728	3	0	5	19	14	9	22	29	28	30	29	25	23	25	37	36	35	39	39	43	60	55	58	47	47	52	50	65	75	58	52	62	49	58	57	57	76	65	77	89	70	72	84	2	0	2	6	3	1	4	7	14	7	5	13	5	13	11	14	10	10	9	17	33	20	26	19	15	24	25	26	25	20	11	21	18	26	26	26	28	32	41	37	32	38	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-221.312104847791772	-230.362948228243113	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986874729507015	6	-3	9	20	11	20	17	23	25	28	26	15	25	31	42	33	29	41	40	38	58	50	52	47	51	47	63	61	76	59	54	58	68	63	74	68	74	69	72	83	69	71	88	2	0	2	12	2	5	3	6	4	8	6	3	8	13	20	11	7	14	20	16	31	15	19	19	24	18	30	23	41	25	18	26	28	28	28	32	36	32	38	29	34	33	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-224.782300420657236	-233.833143801108577	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.943269205331844	2	-6	-2	18	12	13	21	21	31	27	31	30	21	31	37	36	33	42	42	48	57	49	54	55	51	54	58	58	72	61	60	58	65	55	75	66	66	70	68	70	72	74	81	3	0	2	5	1	1	5	6	4	7	7	7	5	8	17	12	12	16	14	16	20	15	20	25	16	22	20	26	36	28	22	23	22	20	39	34	21	28	31	30	39	41	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73500	-237.149149783258480	-246.199993163709820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998291250482329	-1	-5	4	19	11	20	25	18	31	28	31	24	29	35	42	34	27	36	45	41	58	53	56	46	54	43	60	60	75	57	57	60	69	51	73	69	66	69	74	71	63	76	85	2	0	1	5	3	5	4	5	17	4	10	6	8	12	13	11	7	11	20	16	22	24	15	11	26	10	23	34	35	18	15	34	37	19	21	41	32	32	41	21	20	37	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74000	-232.622700442153473	-241.673543822604813	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993429181801732	-2	-9	4	16	13	19	25	24	24	25	12	20	28	34	34	32	26	41	42	46	47	44	53	55	49	53	53	62	76	64	59	53	70	60	74	62	68	70	75	83	70	72	85	2	0	1	11	3	11	5	4	6	11	3	5	7	10	17	9	4	15	15	22	14	15	25	23	20	20	20	27	30	36	27	19	26	21	33	26	36	36	37	41	34	37	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74500	-238.031833064429321	-247.082676444880661	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989369677746590	1	-1	4	13	9	17	18	30	32	11	25	23	25	32	43	38	33	38	45	35	53	47	49	50	53	52	56	60	70	62	44	62	55	53	74	65	74	61	75	87	76	74	82	2	0	2	3	2	4	5	11	13	2	7	7	6	8	16	14	7	9	8	9	22	17	20	31	19	22	26	26	38	34	8	26	23	19	38	34	32	24	33	35	36	36	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75000	-220.568864202585672	-229.619707583037012	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993076626613153	1	-2	5	17	13	21	19	28	27	30	29	21	29	31	37	37	36	40	45	44	55	56	60	52	51	57	58	57	79	55	46	62	66	64	73	61	75	64	72	94	77	73	83	2	0	2	5	3	4	5	6	7	4	12	7	7	12	9	9	14	11	16	18	25	18	24	20	16	24	30	19	35	25	18	25	28	22	36	26	34	19	34	39	36	33	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75500	-230.465406315293848	-239.516249695745188	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982033346099333	1	-1	6	14	16	22	22	25	21	27	30	30	20	34	44	38	33	40	46	38	52	51	55	49	55	46	57	66	76	60	61	63	65	58	74	52	76	69	65	86	72	68	87	2	0	2	3	4	5	5	5	5	5	6	6	5	8	8	17	10	17	12	17	26	20	15	16	15	17	18	31	41	26	25	25	30	19	28	26	28	28	27	37	28	21	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76000	-238.569330275758801	-247.620173656210142	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977233602844148	5	0	7	9	14	9	20	27	33	15	24	26	30	33	40	37	30	42	46	44	36	41	55	45	48	50	56	63	73	62	61	54	66	63	71	66	78	66	68	88	71	75	85	2	0	2	2	3	2	5	7	6	3	5	10	12	8	13	13	11	9	9	16	12	17	25	15	21	22	20	32	36	25	32	25	31	27	34	30	29	27	25	29	32	26	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76500	-218.059227025725278	-227.110070406176618	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998441818490466	3	-1	7	16	6	21	20	20	28	29	29	21	24	30	39	34	33	40	43	44	58	52	51	46	50	53	50	67	79	57	58	50	68	63	75	58	61	69	73	81	72	74	89	2	0	2	3	2	4	4	3	12	7	13	3	4	8	17	13	14	16	15	18	26	32	16	18	15	20	15	37	38	25	22	19	37	31	38	19	23	34	28	28	33	38	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-225.402147480888118	-234.452990861339458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998520211940864	0	-2	3	10	14	21	19	27	31	25	24	22	30	29	39	36	36	40	44	44	55	51	49	52	53	52	57	63	71	64	61	57	65	64	69	70	73	64	71	72	66	69	75	2	0	2	3	4	5	5	7	8	7	7	5	10	10	8	13	14	9	13	16	20	15	9	19	15	19	23	32	38	31	27	22	26	32	31	31	31	26	38	30	38	24	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77500	-238.705814243032961	-247.756657623484301	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988293134740761	2	-1	4	14	11	17	23	27	19	31	28	24	29	36	31	39	30	39	45	44	62	53	55	55	44	58	55	52	72	60	48	50	62	53	74	64	58	65	75	83	70	77	62	2	0	2	1	2	5	4	9	4	9	7	6	7	8	7	10	9	11	16	18	22	20	32	31	13	34	32	25	37	37	18	18	34	19	38	24	22	26	30	21	37	38	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78000	-218.394684640171050	-227.445528020622390	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984996533093259	3	-3	7	20	10	16	23	21	24	29	27	28	22	33	43	36	24	38	40	45	59	54	58	54	49	52	59	67	72	59	50	60	62	64	73	51	70	66	69	81	76	74	82	2	0	1	5	1	5	4	5	5	13	7	9	5	13	14	11	6	12	11	18	22	25	26	25	19	15	20	33	39	24	18	22	23	30	34	14	28	27	27	42	35	30	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
