step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
42000	-72.456108714927410	-70.754746633468969	-1.701362081458448	0.000030753983390	0.000049160920799	1.598522057315657	0.904938905411801	-1	3	2	1	5	5	10	12	7	11	10	12	14	16	19	20	0	3	1	1	2	2	9	11	5	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
42500	-72.056641065224639	-70.669911891379968	-1.386729173844671	0.000070674919288	0.000030298905236	0.428708027426573	0.797132447495651	-1	3	1	2	4	5	10	10	8	12	11	12	14	16	20	23	0	3	1	3	2	2	9	9	6	8	8	8	12	13	13	0	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1
43000	-74.102677493591074	-72.453733594587845	-1.648943899003234	0.000035301999311	0.000051951315563	1.471625306704105	0.838747017897896	-1	4	2	2	6	5	9	10	8	11	11	13	15	17	17	22	0	3	1	1	2	3	9	7	5	8	8	9	12	13	12	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1
43500	-70.052954242503830	-68.691111867233090	-1.361842375270742	0.000036447722454	0.000019632578876	0.538650361519508	0.948662314791498	0	4	2	2	5	4	8	11	7	12	10	13	15	17	19	22	0	3	1	1	6	3	9	11	5	11	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
44000	-66.634089644511022	-65.263552838930352	-1.370536805580673	0.000068345149247	0.000046349838549	0.678173053385306	0.906097767356606	0	3	2	2	4	5	9	11	7	12	10	12	14	16	17	22	0	3	1	1	4	2	9	11	6	11	7	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
44500	-74.367459662565139	-72.941028995831886	-1.426430666733251	0.000024565757018	0.000022012662285	0.896070993009215	0.726688364754223	-1	2	3	2	5	5	9	11	8	12	10	12	15	17	19	22	0	1	1	1	3	3	9	11	3	8	9	7	12	13	13	0	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1
45000	-78.478888450531059	-76.971044164925303	-1.507844285605752	0.000024836102303	0.000027871329539	1.122210288836586	0.759553114253948	0	4	1	2	6	5	9	12	7	12	11	13	13	16	20	22	0	3	1	1	2	3	9	11	6	11	9	7	11	13	14	0	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1
45500	-84.688388312497324	-82.397934240439099	-2.290454072058219	0.000015809179593	0.000049526950199	3.132796987267677	0.805826225571461	0	2	3	2	5	4	10	11	7	11	12	13	14	17	20	22	0	1	2	1	3	3	9	7	6	9	8	9	11	13	14	0	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	1
46000	-87.391713785894069	-85.802361583655284	-1.589352202238781	0.000035678922929	0.000047328824506	1.326520551083034	0.841116566869871	-1	4	1	2	5	5	7	12	9	11	11	12	14	16	19	23	0	4	1	3	3	3	6	11	7	7	7	7	7	8	14	0	1	1	1	1	2	2	1	1	1	1	1	3	3	1	1	1
46500	-88.461114745176104	-86.992718450170827	-1.468396295005281	0.000052887775525	0.000053809307586	1.017424292334367	0.912236614927996	0	3	1	3	4	3	8	12	9	10	11	13	14	16	19	21	0	3	1	3	2	3	5	9	7	7	9	9	12	12	14	0	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1
47000	-88.267001881500363	-86.837197706269336	-1.429804175231031	0.000046978788947	0.000042583066331	0.906431759632680	0.656485697520753	0	2	1	3	4	6	6	10	8	11	11	12	14	17	19	23	0	1	1	1	2	5	5	9	7	9	7	7	9	12	14	0	1	1	1	1	1	1	1	1	2	2	3	3	3	2	1	1
47500	-63.141226740835570	-61.752383657516397	-1.388843083319176	0.000048045791377	0.000036800691091	0.765950357692611	0.940595720846779	-1	3	2	2	6	5	10	11	8	11	10	12	14	16	20	22	0	3	1	1	6	3	9	11	5	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
48000	-78.240182430398022	-76.846525213091340	-1.393657217306683	0.000043141062105	0.000017844519199	0.413631893342789	0.824678553125709	0	3	2	2	5	6	9	11	7	11	9	13	14	17	17	22	0	1	1	1	3	2	9	11	5	11	9	7	12	12	13	0	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1
48500	-68.441257060681878	-67.072206905382586	-1.369050155299295	0.000044882010922	0.000021786329188	0.485413392596501	0.905210547820438	0	4	2	2	6	6	10	10	8	12	11	13	15	16	18	21	0	3	1	1	2	2	9	9	6	8	8	7	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
49000	-81.212747219036260	-79.342379398672790	-1.870367820363465	0.000044028093967	0.000088605267051	2.012471108030003	0.676579190966426	0	2	2	2	5	5	9	10	6	12	12	12	14	15	18	21	0	1	1	1	2	4	9	7	6	8	8	7	12	12	13	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1
49500	-77.815588091707241	-76.419824263006248	-1.395763828700986	0.000047672709499	0.000019520453791	0.409468100213468	0.891455234282615	0	2	3	1	3	6	9	10	8	12	12	13	14	16	18	22	0	1	1	1	2	5	9	9	6	8	8	7	12	13	12	0	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1
50000	-64.675199998703590	-63.282560015617392	-1.392639983086197	0.000055864452661	0.000043628273770	0.780966637841748	0.878533215206935	-1	3	1	2	6	5	9	10	8	11	12	12	15	17	19	22	0	3	1	1	6	2	9	9	5	8	8	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
50500	-78.058492362202998	-76.627767081799675	-1.430725280403324	0.000030803258592	0.000028007454656	0.909236747549571	0.848103592488409	-1	4	3	1	6	6	9	10	7	11	10	12	15	16	19	22	0	1	1	1	3	2	9	9	5	8	7	8	12	13	14	0	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
51000	-81.583091332172245	-79.883526958452563	-1.699564373719677	0.000021635606821	0.000034490826038	1.594169570755690	0.788305886178491	0	2	3	2	3	4	7	11	8	11	10	12	14	16	20	22	0	1	2	1	2	2	3	11	7	11	9	7	8	12	14	0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1
51500	-80.998653691055111	-79.620780687263988	-1.377873003791121	0.000068362863245	0.000049062528762	0.717678084751414	0.783303782115854	0	3	2	2	5	4	9	11	8	12	12	11	14	17	19	20	0	3	1	1	3	2	6	7	6	8	8	9	12	13	14	0	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1
52000	-84.805019856029162	-83.389031696603240	-1.415988159425918	0.000032145978593	0.000027742159833	0.863005609012680	0.620046498213835	-1	2	1	2	5	4	9	11	8	11	10	13	14	16	20	21	0	1	1	3	6	2	9	11	6	11	9	9	12	11	14	0	1	1	1	1	1	1	1	1	3	1	1	2	1	4	1	1
52500	-80.070395306209846	-78.549538939456909	-1.520856366752942	0.000042041538200	0.000048585181165	1.155647087273362	0.652198414165864	-1	4	2	1	5	4	9	11	7	11	12	13	14	16	17	22	0	3	1	1	6	3	9	7	6	9	8	7	7	7	13	0	1	1	1	1	1	1	1	1	2	2	1	2	2	3	2	1
53000	-72.173065378751929	-70.739408713388187	-1.433656665363739	0.000048337260945	0.000017092719170	0.353613730611005	0.794081618618583	-1	3	1	3	5	5	9	10	8	12	11	12	14	17	19	21	0	1	1	3	2	2	9	9	6	11	8	7	12	13	14	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1
53500	-94.246615646670890	-92.297521444293892	-1.949094202376997	0.000043926919222	0.000097112839881	2.210781944184272	0.630404365273025	-1	3	2	1	6	4	8	9	8	11	10	11	14	14	19	22	0	1	4	1	6	2	2	9	5	9	8	9	9	9	14	0	1	2	1	1	1	1	3	1	1	1	1	2	3	2	2	1
54000	-71.016552986580223	-69.613636871547754	-1.402916115032463	0.000031386837020	0.000025701137597	0.818850831681186	0.792945756920214	0	3	3	2	5	6	9	11	7	12	10	12	14	16	20	23	0	1	1	1	2	5	9	11	3	11	7	11	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
54500	-82.635873921751298	-81.129565762632211	-1.506308159119082	0.000033982120446	0.000037999928298	1.118232994249311	0.923139566919662	0	4	2	1	5	5	8	11	9	12	10	12	13	15	18	21	0	1	1	1	3	3	2	11	7	8	7	9	7	13	14	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
55000	-70.202125494793734	-68.839884810326168	-1.362240684467568	0.000070588340288	0.000037638157114	0.533206432691590	0.947349234402868	-1	3	1	1	5	6	7	12	9	11	10	12	14	15	18	22	0	3	1	1	2	5	5	11	7	11	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
55500	-69.854381964794683	-68.483513601269706	-1.370868363524971	0.000056839259896	0.000027129731048	0.477306198182364	0.722000038716816	0	3	2	2	6	4	10	9	8	12	11	12	14	16	20	22	0	1	1	1	6	3	9	9	5	8	8	9	12	13	14	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1
56000	-80.527533549093008	-78.809766345529823	-1.717767203563181	0.000058180052451	0.000095314131070	1.638261346542109	0.623589216816859	0	3	3	3	5	5	9	11	7	10	11	11	14	16	19	22	0	1	1	1	2	2	9	7	5	9	7	7	12	13	13	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1
56500	-81.367864976322466	-79.708456567900683	-1.659408408421779	0.000065876375887	0.000014286774312	0.216872499732531	0.768307820838010	0	1	3	3	5	5	9	10	7	12	11	12	14	16	19	21	0	1	2	1	3	3	9	9	3	8	9	11	12	12	13	0	1	1	1	1	1	1	1	1	2	1	2	1	1	3	3	1
57000	-69.754534883359625	-68.332960425973482	-1.421574457386137	0.000049367613150	0.000018194354087	0.368548384790755	0.893549784340764	0	3	2	3	4	5	9	10	8	11	12	13	15	17	19	21	0	3	1	1	3	2	9	7	6	8	8	7	12	13	14	0	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
57500	-61.430187233995014	-60.066461721909874	-1.363725512085137	0.000049034399027	0.000025404665684	0.518098848722069	0.962919020195624	0	4	2	2	5	6	10	10	8	11	11	12	14	16	19	23	0	3	1	1	3	2	9	9	2	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-86.100645796215431	-84.731924666884112	-1.368721129331315	0.000062571248530	0.000041713276786	0.666652460449317	0.801324646368943	0	4	2	3	4	4	10	12	7	12	10	12	15	16	19	22	0	1	1	1	3	1	9	11	2	11	9	7	7	8	13	0	1	1	1	1	1	1	2	1	1	1	2	1	3	1	2	1
58500	-69.424961949901558	-68.061847201846732	-1.363114748054829	0.000082387222645	0.000043140893603	0.523635731579931	0.888389291743622	0	3	2	1	4	6	9	12	8	11	9	12	14	16	18	22	0	3	1	1	3	5	9	11	6	11	9	9	12	13	14	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
59000	-76.005908265523090	-74.473845249859295	-1.532063015663788	0.000088021657325	0.000024132992216	0.274171072774404	0.822966660203944	0	2	3	2	6	5	9	10	8	11	11	12	14	16	20	22	0	1	1	1	3	2	9	9	5	8	8	9	12	12	14	0	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1
59500	-79.608463054050972	-78.117058894688725	-1.491404159362253	0.000038765721718	0.000041838405469	1.079262905872931	0.852137579768757	-1	3	1	2	5	4	9	10	7	11	11	13	12	16	19	22	0	3	1	3	1	3	9	9	6	8	7	9	7	12	14	0	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1
60000	-69.215805896390435	-67.665654243951991	-1.550151652438440	0.000055014705876	0.000067644853996	1.229577672349547	0.912669002651918	0	4	2	3	4	5	9	11	7	11	10	12	14	17	20	23	0	3	1	1	3	5	9	11	6	11	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
60500	-70.323957226889533	-68.955214886329770	-1.368742340559764	0.000032750780687	0.000015945908535	0.486886364263763	0.979797544395431	0	3	2	2	4	5	9	11	6	12	10	12	14	16	17	21	0	1	1	1	2	5	9	11	5	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-78.475166878256289	-77.100415563953263	-1.374751314303023	0.000065899565699	0.000030480010804	0.462522180238868	0.756566264269615	0	4	2	2	5	5	8	12	8	12	10	12	14	16	20	22	0	3	1	1	2	3	6	11	6	9	7	9	12	9	14	0	1	1	1	1	1	2	1	1	2	2	1	2	1	3	2	1
61500	-69.421521924525777	-67.616480774122294	-1.805041150403481	0.000031983333792	0.000059199561689	1.850950312843649	0.968056168484468	-1	3	1	1	4	5	8	12	9	12	11	12	14	17	19	23	0	3	1	1	2	2	6	11	7	11	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
62000	-75.908287082648798	-74.540783251365511	-1.367503831283293	0.000029964950041	0.000019725671656	0.658291491530419	0.854678000751682	0	3	2	3	6	5	10	10	8	11	11	12	15	16	18	21	0	1	1	1	2	3	9	9	6	8	8	9	12	12	14	0	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1
62500	-82.226589685300482	-80.772503604352593	-1.454086080947883	0.000076870494870	0.000025528359759	0.332095686413067	0.783497483830601	0	3	2	3	5	4	9	10	8	10	11	11	13	16	20	21	0	1	1	1	2	3	9	7	2	9	8	7	8	12	14	0	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1
63000	-82.487713539024114	-81.115740343931577	-1.371973195092531	0.000041096136751	0.000028219253761	0.686664392132296	0.703995675057247	-1	2	3	3	6	5	10	9	7	11	11	12	15	17	16	22	0	1	2	1	2	3	8	9	2	9	8	7	12	13	12	0	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1
63500	-95.680784664501843	-93.972750182031632	-1.708034482470211	0.000031026055698	0.000050097158387	1.614680218319145	0.390533736630134	0	4	2	3	6	6	9	10	8	12	11	12	14	17	20	22	0	3	1	1	2	2	9	9	3	8	3	9	12	7	12	0	1	1	1	1	2	1	1	1	3	1	5	2	1	3	5	1
64000	-78.331073829157717	-76.422795731635588	-1.908278097522124	0.000017479194660	0.000036835973247	2.107418217062223	0.959328808008957	0	4	3	2	5	6	10	11	8	12	10	13	12	15	19	22	0	3	1	1	2	2	9	11	5	11	9	9	7	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
64500	-84.289759745579502	-82.545217201277651	-1.744542544301849	0.000038269056676	0.000065181370415	1.703239538051383	0.833443368040304	-1	3	1	2	5	4	7	10	9	11	12	12	12	16	19	21	0	3	1	1	2	3	5	9	7	8	9	8	9	9	13	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1
65000	-75.648946991577134	-74.268456050450666	-1.380490941126462	0.000047275577315	0.000034513567571	0.730050684318321	0.929716632228056	-1	4	2	1	2	4	9	10	8	10	11	12	14	16	18	22	0	5	4	1	4	3	9	9	5	9	8	7	12	13	13	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
65500	-73.041421482417789	-71.653995082362840	-1.387426400054954	0.000053524740968	0.000022859361758	0.427080287445093	0.759878471917563	0	2	2	3	4	5	9	12	7	12	11	12	15	16	19	21	0	1	1	2	2	1	9	9	6	11	9	11	12	12	14	0	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1
66000	-79.816498606145160	-78.450524719887554	-1.365973886257602	0.000072558339775	0.000046929714879	0.646785952167270	0.692716875700211	0	3	2	2	5	6	10	11	8	11	12	13	14	16	18	22	0	4	1	1	3	2	1	7	6	9	8	11	12	13	14	0	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1
66500	-69.063217724340717	-67.694519766944950	-1.368697957395766	0.000045037101081	0.000030017166626	0.666498640114986	0.791463078888925	0	3	1	2	5	3	9	12	7	12	11	12	14	16	17	22	0	3	1	3	6	3	9	11	5	11	9	7	12	13	13	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
67000	-68.437038544623036	-66.783173780781055	-1.653864763841979	0.000072200835628	0.000015800084662	0.218835204952758	0.987472923732560	-1	2	1	2	5	6	9	9	7	11	11	11	14	16	19	23	0	1	1	3	3	5	9	9	5	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-88.791761619698789	-87.430918521242901	-1.360843098455887	0.000087774989732	0.000049720129555	0.566449847576564	0.843081466634992	0	4	2	3	6	4	10	11	7	11	12	13	14	17	20	22	0	3	1	3	2	3	9	7	4	9	8	7	8	12	14	0	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	1
68000	-74.881224505708133	-73.371185253562231	-1.510039252145895	0.000060187989903	0.000017324668550	0.287842617397907	0.851459190859268	0	3	3	2	4	6	9	11	8	12	12	11	15	16	18	22	0	1	4	1	1	2	9	7	6	8	8	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
68500	-79.483138262734315	-78.121625936114299	-1.361512326620015	0.000044096329674	0.000026310878355	0.596668215903231	0.791695712025067	-2	3	1	3	5	5	9	9	7	11	12	12	14	16	19	22	0	3	1	3	2	2	2	9	5	7	8	8	12	13	14	0	1	1	2	1	1	1	3	1	2	1	1	2	1	1	1	1
69000	-83.185645700693414	-81.816111902235178	-1.369533798458232	0.000062622769487	0.000030256964108	0.483162344245170	0.650939173602499	0	2	3	2	4	6	9	10	7	12	11	12	15	16	19	22	0	1	2	1	2	5	9	9	2	8	7	8	12	7	12	0	1	1	1	1	1	1	1	2	1	1	1	2	1	3	4	1
69500	-83.326939728961321	-81.924708911911537	-1.402230817049785	0.000043366153314	0.000035405285523	0.816426701862634	0.602321373236487	-1	2	2	2	5	5	9	12	7	12	11	11	14	15	19	22	0	1	1	1	3	2	9	11	3	7	9	7	12	12	13	0	1	1	2	2	2	1	2	1	2	2	2	1	2	2	2	1
70000	-78.105401602780063	-76.709733189140877	-1.395668413639180	0.000050184837709	0.000020558371040	0.409653034235085	0.691032754647011	-1	3	3	2	6	5	9	11	7	11	11	12	15	16	19	23	0	1	1	1	6	2	9	7	3	7	9	11	12	12	14	0	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1
70500	-85.673173450867537	-84.298881127628619	-1.374292323238921	0.000039777615551	0.000018461935447	0.464128761642447	0.591375877860518	-1	3	3	3	6	4	10	12	8	11	10	12	15	15	19	23	0	1	1	1	6	1	9	11	2	11	9	7	12	8	14	0	1	2	2	1	2	2	1	1	3	1	1	1	2	2	2	1
71000	-81.801960076244512	-80.390200631853332	-1.411759444391187	0.000027537749959	0.000023382581552	0.849110097479097	0.708591359687880	0	3	3	1	5	6	8	11	9	12	10	12	14	16	17	23	0	1	1	1	2	5	6	11	7	11	7	7	9	13	12	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1
71500	-68.156721731778120	-66.592919102268326	-1.563802629509801	0.000041143995935	0.000051987163891	1.263541926599337	0.918805156826395	0	3	2	2	5	5	9	10	8	11	12	12	15	17	19	23	0	1	1	1	2	2	9	7	6	8	8	9	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
72000	-78.357040655387578	-76.526737066048355	-1.830303589339223	0.000027403077731	0.000052425532248	1.913125699319912	0.851893512857586	0	3	2	3	5	6	9	10	8	12	12	11	13	15	19	22	0	1	1	1	3	3	9	9	6	8	8	9	12	12	14	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	3	1
72500	-72.790607800135604	-71.428760905586103	-1.361846894549497	0.000029151260180	0.000015700365805	0.538582747650248	0.958822557217311	0	2	3	3	6	4	8	11	9	12	10	11	13	15	18	23	0	1	1	1	6	3	5	11	7	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-74.901187278182675	-73.514351348632630	-1.386835929550051	0.000089623003751	0.000038399601919	0.428456984391771	0.915479114502232	0	4	1	2	5	5	7	11	9	12	10	12	13	16	18	22	0	3	1	1	2	2	5	7	7	11	7	11	12	13	14	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
73500	-74.987943133330603	-73.594560677425832	-1.393382455904772	0.000077863165243	0.000061031406014	0.783828987996268	0.793999475263813	0	4	2	2	5	6	10	11	8	12	12	13	14	16	20	21	0	3	1	1	2	2	9	7	6	8	7	8	7	13	14	0	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1
74000	-78.863583413541136	-77.485824382787186	-1.377759030753945	0.000051948855813	0.000023518018014	0.452714841279775	0.892241241034570	0	3	2	2	5	5	8	9	7	10	11	12	15	14	19	22	0	3	1	1	2	2	9	9	6	8	8	9	14	7	14	0	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1
74500	-74.732169496065637	-73.365917587125921	-1.366251908939715	0.000039097401725	0.000025373315618	0.648977029129472	0.666114377457039	-1	3	1	1	5	6	7	12	9	12	11	12	15	16	20	23	0	3	1	1	1	5	5	11	7	11	9	9	12	12	14	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1
75000	-84.474049222047654	-83.097458928522443	-1.376590293525216	0.000050046058259	0.000035600317152	0.711351071193083	0.868990734439208	0	2	1	3	4	5	9	10	9	12	12	13	14	16	19	20	0	1	1	3	2	3	6	9	6	9	8	7	12	13	13	0	1	1	1	1	1	2	2	1	2	1	1	2	1	2	2	1
75500	-66.503998453476740	-64.941292719522252	-1.562705733954483	0.000042655220008	0.000053780640776	1.260822022848155	0.955083996512249	-1	3	2	2	5	6	10	12	8	12	11	12	14	16	20	23	0	3	1	1	2	4	9	11	6	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76000	-73.935108070495758	-72.574200426952615	-1.360907643543150	0.000062152086973	0.000034873182945	0.561094319497524	0.699786790091903	0	3	2	2	6	4	10	12	8	11	10	12	15	16	19	22	0	3	1	1	6	2	9	11	2	9	9	7	12	12	14	0	1	1	1	1	1	1	1	1	3	2	1	1	2	2	2	1
76500	-70.155434339535077	-68.514829638918329	-1.640604700616747	0.000021678833455	0.000031464842742	1.451408481336699	0.899920595353982	0	3	1	3	6	5	9	12	8	12	11	12	13	16	19	21	0	3	1	3	2	2	9	11	5	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
77000	-79.323662493867232	-77.952315175545934	-1.371347318321299	0.000068208823446	0.000046588209694	0.683023212246128	0.814406758350309	0	1	2	2	6	4	10	11	7	12	11	13	14	17	19	19	0	1	1	1	6	3	9	9	6	11	7	7	12	12	14	0	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1
77500	-87.078989173956472	-85.661070262189256	-1.417918911767220	0.000032163887872	0.000027958303282	0.869245142053539	0.695322635528245	0	1	3	2	3	5	9	12	7	12	11	12	14	16	20	22	0	1	1	1	1	5	9	11	3	3	7	7	12	12	14	0	1	1	2	1	1	1	1	1	2	3	1	1	2	2	2	1
78000	-81.519085272146370	-80.129641958805379	-1.389443313340996	0.000036600568923	0.000028122753592	0.768369301869725	0.610885737709662	-1	4	2	2	5	6	10	10	8	12	12	13	14	15	19	22	0	3	1	1	3	2	9	9	6	7	8	9	12	9	14	0	1	1	1	1	1	1	2	1	1	2	1	3	1	3	2	1
78500	-85.444378125260414	-84.047424720499691	-1.396953404760724	0.000021933023437	0.000017487184688	0.797299320742794	0.696384105398835	0	3	2	2	3	4	9	10	8	12	11	12	13	16	20	22	0	4	1	1	1	3	9	7	6	11	8	9	12	12	13	0	1	1	1	1	2	1	1	1	3	1	1	2	1	2	2	1
79000	-72.968418025201771	-71.457196698202765	-1.511221326999011	0.000037920398145	0.000042885343261	1.130930722228876	0.586034194342514	0	3	2	1	5	5	10	11	7	12	11	12	14	16	19	22	0	3	1	1	3	3	9	7	6	7	9	11	12	13	13	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1
79500	-71.868425481301315	-70.505599797950310	-1.362825683351010	0.000043528123308	0.000026838503869	0.616578474532852	0.931827206876254	0	3	2	2	6	5	10	12	9	12	11	11	15	16	19	22	0	1	1	1	2	2	9	11	5	11	9	9	12	12	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80000	-80.267050013305138	-78.861159381523976	-1.405890631781161	0.000037469407883	0.000031070806416	0.829231316201199	0.871138516276122	0	2	3	3	6	5	8	10	7	12	12	13	14	16	19	22	0	1	2	2	6	3	9	9	6	8	9	9	11	12	12	0	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1
80500	-76.480209748023185	-74.029406856734226	-2.450802891288962	0.000012399085613	0.000044732526364	3.607727840697128	0.718065380157871	0	3	2	3	5	5	10	11	8	11	10	12	14	17	20	23	0	3	1	3	2	3	9	11	5	11	9	7	12	13	14	0	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1
81000	-81.257148470895302	-79.866468823148011	-1.390679647747286	0.000055257181900	0.000042730187925	0.773296546358423	0.720082057574478	-1	4	3	2	5	5	9	11	7	12	12	13	15	16	19	23	0	3	1	1	2	3	9	9	5	8	7	9	12	13	14	0	1	1	1	1	1	1	1	2	1	1	2	3	2	1	2	1
81500	-70.623717607863057	-69.235509393220141	-1.388208214642912	0.000034121502467	0.000014511446405	0.425287439182541	0.831052863100791	0	4	2	2	5	5	9	12	7	11	10	12	14	16	18	22	0	3	1	1	3	2	9	11	6	7	7	7	12	12	13	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1
82000	-81.161592137980648	-79.762310283059435	-1.399281854921207	0.000031753337845	0.000025588228703	0.805843745556833	0.887763787488529	0	2	1	2	3	5	9	11	8	12	10	12	14	16	20	21	0	3	1	1	2	5	9	11	6	11	9	9	8	12	13	0	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1
82500	-90.877954907406590	-89.314905980284266	-1.563048927122328	0.000052897394971	0.000013611504205	0.257318989202585	0.750801065660023	-1	0	3	2	5	6	10	11	8	10	10	12	15	13	19	22	0	1	1	2	3	5	9	7	6	9	9	7	14	12	12	0	1	1	1	2	1	1	1	1	2	1	1	2	1	1	4	1
83000	-87.178324426727414	-85.686931264873138	-1.491393161854274	0.000041065150121	0.000044318900998	1.079233872686530	0.734792307479231	-1	3	1	2	4	5	9	12	8	12	10	10	14	15	19	21	0	3	1	3	3	3	9	11	6	11	9	9	7	7	13	0	1	1	2	1	2	1	1	1	1	1	1	1	3	3	2	1
83500	-73.381983588106323	-71.929611120935292	-1.452372467171037	0.000070936596345	0.000069002014236	0.972728010526806	0.812480331439575	-1	3	2	3	5	5	9	12	8	11	10	13	14	17	18	22	0	3	1	3	2	2	9	11	6	11	9	7	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
84000	-85.086738242061443	-83.258720230883569	-1.828018011177880	0.000014619900663	0.000027887262914	1.907486484127323	0.545910831505397	-1	4	1	3	5	3	9	12	8	11	10	12	13	14	19	23	0	6	1	3	1	3	9	11	2	9	9	7	7	12	13	0	1	1	1	1	3	1	1	1	2	2	1	1	2	1	2	1
84500	-81.503215859771274	-80.123402214445832	-1.379813645325446	0.000041728542654	0.000030333022237	0.726913050572657	0.707003912829301	0	4	2	3	5	5	10	9	8	12	12	12	14	15	20	23	0	3	1	1	2	2	8	9	6	8	8	7	12	12	12	0	1	1	1	1	1	1	1	1	2	2	1	1	1	2	5	1
