step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
14500	-285.825641066293258	-292.681129017252658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734771199782371	0	3	2	4	3	4	6	5	4	5	7	7	6	6	7	7	7	9	9	8	8	10	8	10	9	9	8	11	11	9	11	12	11	13	14	12	13	13	14	14	15	15	16	17	16	18	19	18	21	18	21	22	23	22	23	23	26	0	1	1	2	3	2	4	4	3	5	5	13	6	9	4	8	9	15	16	13	14	14	8	11	12	14	14	20	24	27	25	27	27	28	27	24	33	33	33	36	38	38	40	42	40	41	45	44	46	45	48	46	50	50	51	52	55	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1
15000	-278.510634320399504	-285.366122271358904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786164887439505	1	2	2	5	4	3	6	6	4	7	7	7	5	7	6	8	6	9	11	9	9	9	7	9	9	10	9	8	11	10	11	12	12	11	14	11	15	13	15	15	16	15	17	18	17	18	18	19	20	19	21	23	23	22	23	22	25	0	1	1	2	3	3	4	5	6	8	8	13	9	13	2	3	9	8	10	28	14	14	15	11	28	21	14	13	24	27	25	27	27	20	27	24	33	27	35	36	32	38	40	38	40	38	45	44	46	45	48	56	50	45	51	49	51	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	2
15500	-305.051715637447273	-311.907203588406674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764238995554296	1	2	2	5	4	3	3	7	4	5	7	6	5	8	7	7	7	10	11	7	8	10	9	9	9	9	9	11	10	10	11	11	11	12	13	13	14	14	14	15	16	16	15	17	17	18	19	19	21	19	21	22	21	21	23	21	24	0	1	1	2	3	3	1	5	6	5	4	9	9	12	4	3	9	8	10	13	20	21	5	11	20	5	12	20	23	21	25	21	27	12	33	24	27	32	32	36	38	38	36	41	43	41	45	44	46	45	48	49	50	50	51	38	51	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	2
16000	-293.602997694399448	-300.458485645358849	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719900600926718	0	3	2	5	4	5	6	6	4	6	6	6	6	6	7	7	5	10	12	9	8	9	9	9	9	9	8	7	10	10	11	12	11	13	14	13	15	13	13	14	16	15	16	17	15	18	18	20	20	20	21	22	23	21	23	24	25	0	1	1	2	2	9	2	5	2	5	5	9	1	6	2	5	9	16	10	28	14	21	15	11	8	14	11	6	8	27	25	33	27	18	32	24	32	27	33	36	38	38	40	42	36	41	45	44	46	47	48	49	50	50	51	46	55	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	1	2	3	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	4	1
16500	-290.865006810297984	-297.720494761257385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762812487714509	1	2	2	5	3	5	5	5	3	6	6	5	6	6	8	7	7	10	10	8	8	10	7	10	10	9	8	10	11	9	11	10	11	13	12	12	15	12	15	14	16	15	16	16	17	18	18	19	19	20	21	22	23	22	24	24	23	0	1	1	9	3	9	2	5	3	3	5	9	6	6	16	3	6	8	8	13	14	21	1	11	16	14	14	20	24	14	25	27	32	18	32	19	33	27	27	36	38	38	40	42	43	41	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1
17000	-285.253673697174065	-292.109161648133465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669883366786946	0	2	2	5	3	5	5	7	4	5	7	6	6	6	7	7	7	10	10	8	7	8	7	9	10	9	8	10	11	10	11	10	12	10	13	13	14	14	14	15	16	15	16	16	17	18	18	20	20	19	21	22	22	21	24	24	25	0	1	1	1	3	9	2	7	3	3	4	10	6	6	4	3	6	21	8	12	14	13	4	11	20	14	14	20	24	22	25	27	27	20	32	24	32	33	35	36	38	38	36	38	43	41	45	44	46	45	48	49	50	50	51	49	51	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
17500	-274.673666893952088	-281.529154844911488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810228551158813	0	2	2	4	4	4	5	6	5	5	6	6	6	7	7	7	7	7	12	7	9	10	9	8	8	10	8	10	10	10	11	11	12	13	14	12	14	13	14	14	15	15	16	17	17	18	19	19	20	20	21	22	22	22	24	24	25	0	1	1	2	3	3	4	5	6	3	5	6	9	9	4	12	13	10	16	6	14	14	15	11	20	21	14	23	24	14	25	27	22	23	33	24	33	32	32	36	38	38	40	42	43	38	45	44	46	45	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1
18000	-278.411586073289413	-285.267074024248814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777234515620372	-1	2	1	4	3	4	6	6	5	6	6	4	6	7	6	8	6	10	11	8	6	10	8	9	9	10	9	10	11	8	10	12	11	12	14	12	14	13	15	14	16	15	16	17	18	19	19	20	19	19	21	22	22	23	23	24	25	0	1	1	2	3	3	9	4	6	5	5	5	12	21	2	8	6	16	10	12	6	21	15	11	20	21	14	20	24	14	25	33	27	28	32	24	33	27	32	36	38	38	40	42	43	41	45	44	41	45	48	49	50	53	51	52	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2
18500	-276.833594433354165	-283.689082384313565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741221967042311	0	2	2	4	3	3	4	5	5	7	6	6	7	8	8	5	7	9	11	8	7	10	8	9	9	9	10	10	9	10	10	9	11	13	14	11	14	13	13	13	15	16	15	18	17	17	19	20	20	18	21	22	22	22	24	23	25	0	1	1	2	3	3	2	5	6	16	3	9	6	21	11	5	6	16	18	12	9	14	4	23	20	14	32	20	11	21	25	14	27	28	33	18	33	32	32	36	38	41	40	42	43	38	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1
19000	-309.015102850042467	-315.870590801001867	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710303753869683	1	2	3	5	4	4	5	6	5	5	6	7	6	6	7	7	6	10	11	9	7	9	8	8	9	9	8	9	10	9	11	11	11	11	14	13	14	12	13	14	17	14	15	17	17	18	19	20	21	19	21	23	22	21	24	23	25	0	1	1	2	3	3	1	5	6	5	3	9	6	6	2	3	9	8	10	12	14	14	4	4	15	15	21	5	24	27	25	27	27	15	22	18	33	27	27	36	35	38	36	38	43	41	45	42	46	45	48	49	50	50	51	46	51	1	1	1	2	1	1	2	1	1	1	2	1	1	1	3	2	1	2	2	1	1	1	2	2	2	1	1	3	1	1	1	2	1	2	2	3	2	2	1	1	2	1	1	2	1	1	1	3	2	1	1	1	1	1	2	3	2
19500	-294.432965150497807	-301.288453101457208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680129212614936	1	3	2	5	3	5	6	6	4	7	5	6	7	7	6	8	7	10	11	8	9	8	9	9	9	10	7	11	10	9	10	11	11	13	15	13	13	13	15	14	16	15	15	16	17	18	19	19	20	19	21	23	21	21	23	23	25	0	1	1	2	3	9	2	5	3	3	5	6	6	6	2	8	9	8	24	12	14	6	27	11	14	22	4	20	15	27	25	27	27	28	37	24	28	32	32	36	38	38	36	42	43	41	45	44	46	45	48	49	50	50	51	46	55	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	2
20000	-284.098518611923282	-290.954006562882682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789436617106667	1	3	3	5	4	5	5	6	4	7	5	6	5	7	7	8	7	10	9	7	9	9	9	9	9	9	8	9	10	10	12	11	11	13	13	14	14	13	15	13	17	15	15	17	17	18	18	19	19	20	21	22	22	19	24	23	26	0	1	1	1	2	9	2	5	3	8	5	13	9	6	2	8	2	8	10	6	14	14	4	11	17	14	17	20	24	27	25	27	27	20	27	24	32	33	32	24	38	38	40	42	43	38	43	44	46	54	48	49	50	47	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1
20500	-287.083235492690164	-293.938723443649565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658838760471104	0	2	2	4	4	3	4	7	5	6	7	7	6	7	6	6	6	9	11	7	8	9	7	9	9	8	9	10	10	10	11	12	12	10	13	13	14	13	14	15	16	15	16	17	17	19	19	20	21	19	21	22	22	22	23	23	26	0	1	1	2	3	3	2	5	6	3	10	9	5	9	4	3	6	11	9	9	14	14	15	11	20	14	21	14	11	27	25	27	13	21	27	24	32	33	33	36	38	38	36	42	43	41	45	44	41	45	48	46	50	50	51	49	55	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	2
21000	-308.892034697422048	-315.747522648381448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753839164542643	0	2	2	5	3	4	5	6	5	7	6	7	7	6	7	7	7	11	12	6	8	8	6	9	10	10	9	8	11	10	12	11	11	13	15	14	15	13	14	13	16	15	16	17	17	18	18	20	21	19	22	23	22	22	23	22	25	0	1	1	2	3	3	2	5	6	8	5	9	9	6	4	3	6	8	10	9	14	14	6	21	11	22	21	20	24	27	25	27	27	12	32	40	32	33	34	24	38	38	40	41	36	41	43	44	46	45	48	49	50	50	51	49	55	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	2	2	1	2	2	2	1	1	2	1	1	2	2	2	1	2	2	2	1	1	1
21500	-287.242399958982617	-294.097887909942017	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818048777395153	0	2	2	5	4	5	6	6	5	7	7	4	6	6	6	7	7	9	12	7	8	9	8	9	9	10	9	10	10	10	11	12	11	14	14	13	14	13	14	12	16	15	16	18	17	19	18	19	20	19	20	22	22	23	23	23	25	0	1	1	12	3	12	2	5	12	8	3	3	12	12	4	8	5	16	10	6	14	14	15	11	17	21	21	20	24	27	25	27	27	19	32	40	33	32	32	24	38	38	40	42	43	38	45	41	46	45	48	49	50	50	51	52	48	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	3
22000	-266.525844416771633	-273.381332367731034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842758823353395	0	2	2	4	3	5	5	6	4	7	7	7	6	7	8	5	7	10	10	7	8	9	8	9	9	8	9	9	10	10	11	12	11	13	14	14	13	13	14	13	15	15	14	16	17	17	19	19	19	20	21	22	22	22	23	23	25	0	1	1	2	3	9	1	3	5	16	8	9	6	9	8	5	6	23	10	16	14	14	4	11	20	14	14	20	24	27	25	33	27	28	33	40	33	33	33	24	38	38	40	42	43	41	45	41	41	47	48	49	50	50	51	52	51	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2
22500	-311.426334524724609	-318.281822475684010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609538272934759	0	2	2	5	4	4	3	6	5	6	6	6	7	7	7	7	6	10	10	7	6	9	7	9	10	9	9	10	10	10	10	11	11	14	15	13	14	13	15	14	15	16	16	16	18	19	17	19	21	20	21	22	22	22	23	24	25	0	1	1	1	3	3	1	4	6	1	4	6	9	21	8	3	6	8	10	3	6	21	4	11	20	14	12	12	11	20	20	14	20	12	33	18	14	32	33	36	38	38	40	41	47	38	43	44	46	45	48	46	50	50	51	49	55	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	2	2	3	1	1	1	2	2	1	3	2	2	2	2	2	3	4	2	1	4	1	2	1	2	3	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1
23000	-295.736908430079723	-302.592396381039123	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624315334185162	0	2	2	5	3	4	5	7	5	6	6	7	5	7	7	6	6	8	11	9	6	9	8	10	9	9	9	11	10	9	11	11	11	13	12	13	14	13	14	14	16	16	16	17	18	18	17	19	20	18	21	21	22	22	23	23	25	0	1	1	1	3	5	2	16	6	5	4	13	6	21	7	3	6	1	16	12	13	6	15	11	16	21	14	20	18	14	25	27	27	26	27	24	22	35	32	36	30	38	40	42	47	41	43	44	46	43	48	49	50	50	51	52	55	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	4	2	1	1	3	1	2	1	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	3	2	2	1	1	1	1	2	1	1	1	1	2	3	2	1	1
23500	-285.422542108355344	-292.278030059314744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768575624981668	0	3	2	5	4	5	6	5	5	6	6	6	4	7	8	7	6	9	10	8	8	9	8	9	7	10	10	11	10	8	11	12	11	14	14	13	14	14	15	14	16	15	15	18	18	18	17	19	20	19	21	20	21	21	24	24	26	0	1	1	1	3	13	4	2	13	3	5	9	3	6	2	8	13	16	10	6	14	14	10	11	4	21	21	20	11	14	25	27	27	12	33	24	27	32	35	36	34	38	36	41	47	38	43	44	41	47	48	46	50	50	51	52	55	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	1	3	2	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1
24000	-283.406331412555176	-290.261819363514576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742147385874338	1	3	2	5	4	5	5	5	5	7	6	7	4	6	7	7	7	11	12	8	8	8	8	9	10	10	7	9	10	9	11	12	9	13	13	12	12	14	14	15	17	15	16	17	17	18	19	19	20	19	20	22	22	21	23	24	23	0	1	1	2	3	13	1	3	13	4	5	9	3	9	8	5	13	24	21	6	14	14	15	11	20	14	14	12	11	27	25	33	27	28	27	24	33	35	35	36	38	38	40	42	43	41	45	44	46	45	48	49	50	50	51	49	51	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2
24500	-262.958049192219391	-269.813537143178792	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834143445083377	0	3	2	5	4	5	5	6	5	7	5	7	4	7	6	8	7	11	11	9	8	9	8	9	10	10	10	11	10	10	12	12	12	13	13	13	14	14	14	15	16	16	15	18	16	17	19	19	19	19	21	21	22	22	22	23	25	0	1	1	13	3	13	2	5	13	5	5	13	3	9	4	8	6	23	10	12	14	14	15	11	20	22	22	20	11	22	25	27	27	20	27	24	35	35	32	36	38	38	36	41	43	41	45	44	46	45	48	49	47	50	51	52	51	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2
25000	-291.974502359313135	-298.829990310272535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741245228316660	0	3	2	5	4	5	3	5	4	7	6	7	3	6	6	6	7	9	11	8	8	10	8	9	9	10	8	10	11	9	10	11	10	13	13	12	13	13	15	14	17	15	16	16	15	18	17	18	21	19	21	23	22	22	23	24	25	0	3	1	2	3	9	1	5	13	5	3	6	3	9	4	5	9	11	10	6	14	21	15	11	17	14	14	20	24	27	25	33	27	18	32	24	33	27	37	36	42	38	40	38	36	41	45	42	41	47	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1
25500	-322.162362740623848	-329.017850691583249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769880616196003	0	2	1	5	3	5	4	7	4	7	6	6	3	6	7	7	6	9	12	9	8	9	8	9	9	10	9	10	10	10	12	12	11	11	13	13	15	14	12	15	15	16	16	15	17	17	19	19	21	20	21	23	22	22	24	23	26	0	1	1	2	3	13	2	5	13	1	5	9	3	13	2	13	9	5	10	12	8	21	15	11	10	8	15	20	24	27	25	33	27	28	27	24	33	32	27	36	38	44	40	38	40	41	45	44	46	45	48	49	47	50	51	46	51	1	1	1	1	1	1	1	2	1	3	2	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	4	2
26000	-281.967907526623321	-288.823395477582721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783635260608290	0	3	2	5	3	4	6	6	4	7	7	7	3	6	7	6	6	10	12	8	8	9	5	9	9	9	9	10	10	10	11	11	10	13	13	11	14	13	15	15	16	14	16	17	18	18	17	19	20	19	21	21	22	21	23	23	25	0	1	1	2	3	13	2	3	13	16	16	9	3	9	13	5	9	16	18	12	14	14	2	11	6	14	14	22	24	22	25	33	27	28	27	11	32	32	35	36	38	38	40	42	47	41	40	44	46	45	48	49	50	50	51	52	55	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
26500	-290.426108160419460	-297.281596111378860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712435953685330	0	2	2	5	3	5	4	4	5	7	6	6	3	7	7	6	6	9	10	7	8	9	8	9	9	9	9	11	10	9	12	12	11	13	13	13	14	13	15	15	15	15	16	17	18	18	17	20	19	19	22	21	23	22	24	22	24	0	1	1	2	3	13	2	3	13	5	8	13	3	6	2	8	13	3	16	4	14	21	2	15	9	21	14	18	11	14	25	27	14	28	27	24	32	33	32	36	38	38	40	41	47	41	43	44	41	47	48	49	50	50	51	46	51	1	1	1	2	1	1	1	1	1	3	1	2	1	1	2	1	1	3	2	1	1	1	3	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1
27000	-258.425273890912536	-265.280761841871936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833469865556198	0	2	2	5	4	4	6	6	5	7	6	7	6	7	7	8	6	10	10	8	8	9	9	10	9	9	9	10	10	10	12	11	11	13	14	13	13	13	13	15	17	15	16	17	18	17	17	19	20	20	21	21	23	22	23	24	25	0	1	1	2	3	3	4	5	6	5	5	9	6	9	4	8	9	16	10	13	14	14	15	11	20	14	21	20	11	27	28	27	27	28	27	24	27	32	27	36	38	38	40	42	47	38	43	44	41	45	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
27500	-290.486084524861724	-297.341572475821124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761915721432415	0	2	3	5	4	5	4	6	4	6	7	5	6	7	6	8	6	10	10	8	8	9	7	9	10	9	9	10	10	10	12	12	11	13	15	12	15	14	15	14	15	15	16	18	18	18	17	17	20	19	20	22	22	21	23	23	26	0	1	2	2	3	9	2	9	2	3	3	9	12	6	4	8	9	16	10	13	14	14	2	23	10	14	14	20	5	27	25	27	27	28	32	24	33	13	32	36	38	38	40	42	47	41	43	38	46	47	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	2	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
28000	-298.752147013588342	-305.607634964547742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672870014711531	1	3	3	5	2	4	5	7	3	6	6	6	6	6	6	7	7	11	8	7	8	9	9	9	9	9	9	9	10	10	12	9	11	12	15	13	14	13	13	14	15	15	16	17	18	18	17	19	20	19	21	23	22	21	24	22	23	0	1	5	9	1	9	2	5	5	3	3	9	9	9	1	3	9	28	8	12	14	14	15	16	20	21	14	20	24	14	25	16	27	28	33	11	32	33	32	36	38	38	40	42	47	38	43	44	46	45	48	56	50	50	51	49	51	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	3	4	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1
28500	-307.818380117776428	-314.673868068735828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777137926753282	0	2	2	5	3	4	6	5	5	7	4	7	5	6	7	7	6	10	12	8	8	9	8	9	9	8	8	10	10	8	11	11	11	12	14	13	14	13	13	14	16	15	16	18	17	16	18	19	20	20	21	22	23	22	23	22	25	0	1	1	5	3	2	11	5	11	8	3	13	3	6	2	8	6	8	10	15	14	14	4	15	12	14	6	20	11	14	25	27	14	20	33	24	27	33	27	36	38	38	36	42	43	38	45	46	46	47	48	46	50	50	51	49	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	3	1	1	2	3	3	1	2	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	3	2	1	1	1	1
29000	-313.333432682171406	-320.188920633130806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708220546784208	0	2	3	3	2	4	6	5	5	7	6	6	5	7	5	6	7	7	11	8	8	9	8	9	8	10	8	10	10	9	12	10	12	13	13	13	14	13	14	14	17	14	15	17	17	16	19	19	20	19	20	23	22	22	23	24	25	0	1	5	2	1	5	4	5	6	15	3	6	6	12	4	5	9	3	10	12	14	14	15	2	6	21	16	20	24	27	25	27	27	20	27	24	27	18	33	36	42	38	40	38	43	38	45	44	46	43	48	49	50	50	51	52	55	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	1	2	2	1	1	2	2	3	2	2	1	1	1	1	2	1	2	2	2	2	3	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2
29500	-301.062993436649379	-307.918481387608779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733898729031330	0	3	2	4	3	5	6	5	3	5	6	6	7	6	6	7	5	8	10	8	7	9	8	9	10	8	9	9	10	9	11	8	12	13	15	13	13	13	14	14	17	15	16	17	17	19	19	19	20	19	20	23	22	22	23	22	25	0	1	1	1	3	9	4	9	3	1	4	6	6	4	4	5	9	3	18	5	14	14	15	16	20	21	32	20	24	32	25	21	27	22	33	24	27	32	33	24	42	38	36	42	43	41	45	44	46	45	48	56	50	50	51	49	55	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1
