step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
11000	-619.271047485908070	-617.460113059918854	-1.810934425989247	0.000086103294603	0.000014985135063	0.174036721031186	0.631246141805255	11	4	-2	13	14	19	23	28	31	39	31	37	33	31	37	45	43	43	41	39	43	46	42	41	44	45	47	44	45	45	46	50	48	49	47	46	46	35	52	49	50	52	55	47	52	57	57	48	57	64	63	63	59	68	58	68	69	63	65	69	69	77	71	74	74	66	81	83	85	82	93	85	92	102	0	0	0	3	3	0	0	6	8	38	8	8	8	2	14	13	9	38	12	11	9	24	13	38	19	19	21	13	0	38	11	25	30	12	20	0	23	14	12	28	37	40	26	15	48	30	26	11	48	26	47	35	48	58	18	53	53	43	30	53	50	53	58	60	57	58	62	66	65	66	60	53	65	0	1	1	1	3	2	1	1	1	1	1	1	2	1	4	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	3	1	1	1	2	1	1	1	2	1	1	3	2	2	1	3	1	3	1	1	2	2	2	1	4	3	1	2	2	1	1	1	1	3	2	2	3	4	3	1
11500	-600.585619302514942	-599.105544467229379	-1.480074835285550	0.000093321114251	0.000028878840664	0.309456663642516	0.666711026761396	6	4	7	15	14	21	25	28	32	35	37	33	34	29	37	40	35	38	43	42	40	43	44	39	36	44	49	39	52	48	47	49	52	47	55	46	48	44	49	44	53	41	54	51	50	54	56	53	59	64	65	62	60	69	61	67	72	65	62	70	72	71	77	72	73	73	78	85	87	80	93	88	92	99	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	14	25	11	17	24	28	10	12	25	21	13	0	24	20	11	24	26	48	0	28	24	26	28	28	28	32	24	11	24	26	31	35	26	47	35	48	58	33	53	56	43	46	48	51	48	58	56	60	58	57	66	62	66	62	53	60	0	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	1	2	1	2	3	2	1	3	2	1	2	1	2	2	1	2	2	3	1	3	1	1	1	1	1	1	3	1	2	4	3	1
12000	-628.971272267025597	-627.374291546424956	-1.596980720600659	0.000088783072621	0.000021426905821	0.241339989576907	0.605177212812462	10	2	4	8	14	22	21	29	30	34	37	36	35	31	38	41	40	39	37	38	44	46	46	46	41	44	43	41	49	38	47	47	48	49	49	44	49	50	52	50	51	47	56	47	52	57	53	55	59	61	64	60	63	70	59	66	73	66	60	68	63	76	74	75	77	73	68	86	88	84	94	82	89	102	0	0	0	3	3	0	0	6	6	14	8	8	9	2	10	9	13	30	8	9	9	30	16	18	19	19	8	8	0	10	11	25	18	25	20	0	23	24	19	23	23	28	26	30	35	38	26	11	20	19	47	35	48	43	24	48	67	32	33	56	47	57	54	60	56	58	48	66	57	63	60	57	62	0	1	1	1	1	2	1	1	2	2	1	2	1	1	4	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	3	3	5	3	2	2	2	3	2	1	3	3	1	2	1	1	1	2	1	3	2	2	2	3	2	2	1
12500	-596.916971083312433	-595.207106761706314	-1.709864321606076	0.000093482167348	0.000018744353017	0.200512606297509	0.807790046993115	6	5	3	14	15	23	21	29	33	37	37	34	35	32	39	43	34	43	43	42	42	45	41	46	40	45	48	43	50	45	46	45	49	50	52	37	49	49	49	49	52	53	55	53	47	54	58	41	59	57	63	63	57	61	58	67	70	67	54	70	69	75	80	75	73	76	80	83	87	84	89	90	91	92	0	0	0	3	3	0	0	6	8	14	9	8	9	2	10	13	8	15	25	11	9	14	13	18	12	25	21	23	0	18	48	25	24	19	45	0	23	30	25	28	28	28	19	30	20	33	26	17	35	32	47	49	31	43	33	53	53	54	24	53	47	56	58	60	53	58	60	66	65	66	67	67	71	0	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	2	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	3	2	2	2	1	1
13000	-598.547408177344892	-596.812736531449787	-1.734671645895070	0.000095396268582	0.000018442982692	0.193330231528114	0.572614943461119	9	0	8	12	14	23	24	29	34	37	34	34	37	30	35	46	40	41	36	41	46	44	47	47	43	44	49	40	50	43	48	50	51	50	53	50	50	51	52	51	53	49	57	54	52	58	53	54	60	60	65	59	56	71	60	70	71	62	59	68	71	74	76	73	77	78	77	84	90	85	93	90	91	100	0	0	0	3	3	0	0	6	8	15	6	8	8	2	14	13	9	10	12	11	9	18	28	30	19	19	21	13	0	18	20	19	30	25	20	0	28	30	25	28	40	28	32	38	20	33	26	31	35	32	50	20	31	58	33	53	53	43	38	53	47	53	58	60	56	58	60	66	65	54	65	62	57	0	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2	2	1	3	2	2	2	2	2	1	1	2	2	3	2	1	1	2	2	1	2	3	2	2	3	1
13500	-637.003264125635951	-634.869207741722335	-2.134056383913620	0.000090264028592	0.000010867595218	0.120397852693247	0.587882032182197	8	6	3	11	13	19	28	27	27	38	36	36	34	31	34	43	38	41	33	42	45	45	45	45	41	44	46	43	44	48	45	48	53	53	49	47	45	50	48	52	54	49	54	55	50	47	58	54	62	50	61	60	62	69	60	66	71	62	61	68	68	75	78	75	77	81	79	87	85	80	86	85	91	100	0	0	0	3	3	0	0	6	6	15	8	19	9	2	14	13	9	15	9	11	17	14	16	18	12	19	11	9	0	18	11	25	30	32	20	0	9	24	25	42	42	23	32	30	11	18	50	20	35	26	50	45	48	43	38	31	60	43	38	53	50	60	43	60	56	54	65	66	65	54	57	57	69	0	1	1	1	2	2	1	1	1	1	1	2	1	1	4	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	3	2	2	1	2	1	1	1	2	1	2	2	2	1	2	2	2	3	1	4	1	1	2	1	3	2	4	1	2	2	1	1	3	2	3	4	1	1
14000	-610.919789023469775	-609.266304910833242	-1.653484112636497	0.000100747535720	0.000022060819348	0.218971304759433	0.723762845424490	8	8	6	14	10	22	23	29	30	37	37	35	35	31	34	42	37	41	40	39	41	45	43	42	44	46	48	44	50	45	45	48	47	47	53	47	47	46	52	53	51	45	53	50	52	53	58	56	59	65	64	60	61	63	56	66	76	66	63	71	73	70	73	77	72	74	79	86	84	82	93	85	88	93	0	0	0	3	3	0	0	6	8	15	9	8	9	2	14	13	9	15	12	11	9	10	16	18	19	19	21	23	0	24	20	19	30	25	11	0	23	18	25	28	23	9	26	33	11	22	26	31	45	26	47	31	48	43	18	53	53	54	30	48	50	53	58	53	56	58	62	66	67	66	67	67	60	0	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	2	1	1	3	2	2	1	1	2	2	2	1	3	3	2	2	1	2	1	1	1	1	1	1	1	2	3	1
14500	-616.227714295193891	-614.479776480070313	-1.747937815123620	0.000094261712639	0.000017880469078	0.189689626649814	0.676986244041412	5	1	6	17	16	21	27	25	33	34	32	35	35	28	38	44	39	43	40	40	46	46	41	39	36	44	50	38	47	46	43	44	51	47	51	45	47	48	51	50	48	48	56	52	48	56	49	55	59	64	64	64	58	69	61	68	72	66	61	69	62	75	81	74	73	72	80	87	89	84	91	90	92	104	0	0	0	3	3	0	0	6	11	14	8	8	8	2	10	23	9	24	25	11	17	24	13	10	9	25	21	13	0	24	20	19	30	32	20	0	23	24	25	13	16	28	26	30	17	24	32	31	35	47	47	49	31	43	33	53	60	43	18	48	47	53	66	60	56	58	57	66	62	66	67	67	69	0	1	1	1	2	2	1	1	1	1	1	1	1	2	4	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	1	2	2	1	2	3	1	2	1	2	2	1	2	3	2	2	1	1	4	3	2	3	2	1	1	2	1	1	2	2	2	2	1	1
15000	-616.919202392534430	-615.336485627773868	-1.582716764760539	0.000103039525337	0.000025531486474	0.247783424761581	0.629875153799731	9	5	5	16	14	13	22	26	32	38	36	35	30	29	36	47	40	41	33	42	38	38	44	44	42	44	47	39	50	43	48	47	48	50	49	47	44	49	50	51	51	52	56	47	52	56	51	57	56	57	64	61	57	71	61	69	62	66	59	60	63	70	80	74	72	73	76	76	85	79	86	86	90	101	0	0	0	3	3	0	0	6	8	15	9	19	8	2	14	9	13	15	8	11	8	14	17	18	12	19	17	13	0	18	20	19	18	26	20	0	28	18	25	28	23	16	26	24	16	18	26	20	35	47	50	49	31	43	24	53	53	43	38	53	47	60	66	53	56	43	57	66	65	66	67	56	62	0	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	2	3	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	3	2	1	2	1	1	2	3	2	1	2	2	1	1	3	1	2	1	1	2	1	2	1	2	4	3	1
15500	-614.889919988442216	-613.268458545874637	-1.621461442567609	0.000112748416032	0.000026054247770	0.231083049206039	0.677155808319733	3	4	4	11	13	24	28	30	33	33	35	35	36	29	38	46	39	44	39	40	40	45	44	40	42	44	46	42	51	43	45	49	48	52	51	47	51	51	48	48	51	51	59	54	52	55	54	55	62	60	61	63	58	69	58	67	76	64	67	67	74	73	77	78	72	80	77	89	88	84	89	90	88	103	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	24	12	11	9	15	12	10	19	19	21	12	0	24	20	19	18	19	20	0	13	30	25	23	23	28	32	38	31	18	26	31	45	47	47	45	20	58	46	48	56	32	24	53	47	53	54	62	60	58	56	66	57	63	65	57	62	0	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	2	3	1	3	3	1	1	1	2	2	1	2	1	4	2	3	1
16000	-625.235937568342706	-623.619063071904634	-1.616874496438095	0.000112038955058	0.000026097651915	0.232933731855841	0.677426293574107	10	1	1	8	12	23	24	27	31	34	31	32	35	30	38	42	40	41	36	33	45	45	42	46	45	39	46	43	52	45	40	49	49	44	52	44	48	50	53	48	49	52	54	54	50	54	55	53	62	61	59	62	59	67	55	61	72	64	59	69	66	75	78	66	72	76	80	85	90	81	88	89	91	97	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	15	12	8	16	18	17	18	19	19	21	13	0	18	11	19	15	19	20	0	16	18	32	16	16	41	32	33	25	30	32	16	35	51	47	35	31	43	38	53	56	43	46	56	51	31	43	56	56	58	57	63	57	63	67	60	72	0	1	1	1	3	2	1	1	1	1	1	1	1	1	4	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	2	1	3	1	5	3	1	2	2	1	2	3	2	2	4	1	1
16500	-617.228194646575389	-615.570447453949782	-1.657747192625624	0.000109870859388	0.000023892173121	0.217456869404287	0.693218520572481	10	7	9	15	13	20	19	25	29	32	35	32	32	27	30	38	42	44	34	39	43	45	42	38	43	41	47	36	43	48	45	48	48	51	49	46	50	47	54	46	54	50	54	54	48	53	59	51	60	64	64	63	56	68	60	61	73	64	56	68	67	73	80	75	76	73	80	87	85	82	89	89	86	98	0	0	0	3	3	0	0	6	8	15	9	8	9	2	14	13	9	24	12	11	16	24	28	15	19	19	21	13	0	15	20	26	24	32	20	0	40	24	25	28	40	28	25	10	20	33	32	31	31	32	32	49	48	43	30	53	56	43	24	53	51	56	66	48	53	54	60	63	60	66	60	69	64	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	3	1	2	3	1	2	1	1	1	1	2	1	2	2	2	2	1	2	1	2	1	4	1	1	2	2	1	2	2	2	2	1	2	2	3	2	1	2	1	2	2	3	1	2	1
17000	-628.868557920689682	-627.231189650581314	-1.637368270108332	0.000102669742346	0.000023090170477	0.224897520432795	0.581967382696021	3	8	3	14	13	24	21	26	29	31	35	33	35	29	36	38	37	43	39	39	45	47	47	39	43	43	38	40	46	48	45	51	47	51	53	49	48	49	54	51	53	51	57	50	43	49	51	54	61	59	64	61	58	66	59	66	67	61	60	65	70	73	78	75	74	72	79	88	86	87	83	90	91	100	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	15	12	11	27	18	28	10	19	12	9	13	0	10	20	12	18	19	20	0	17	18	25	28	23	28	34	33	11	24	19	31	48	25	50	35	31	58	10	31	53	43	15	49	50	53	66	56	53	58	57	63	65	58	65	71	65	0	1	1	1	2	1	1	1	1	1	1	2	2	1	4	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	3	1	3	1	3	2	1	2	1	3	2	1	2	1	1	1	2	4	1	2	2	1	1	1	1	4	3	2	1	3	2	2	2	1	1	3	1	2	2	1	3	1	1	3	1
17500	-646.200137840265484	-644.624143295089084	-1.575994545176375	0.000116512866351	0.000029239258133	0.250953041055301	0.497302361874335	7	6	3	13	13	24	25	26	29	36	38	34	35	25	32	41	40	45	42	42	44	48	41	39	42	45	43	42	47	43	47	46	50	46	52	49	50	48	48	50	53	53	57	37	51	55	59	54	62	56	64	64	59	68	61	63	73	51	66	70	66	74	77	73	77	68	77	86	88	84	92	89	83	98	0	0	0	3	3	0	0	6	8	15	8	8	9	2	14	13	9	30	12	17	9	10	11	14	12	11	13	11	0	15	20	19	18	19	20	0	23	15	32	28	17	37	58	10	20	30	25	31	11	26	50	35	48	47	24	53	53	25	33	31	47	48	54	56	56	58	64	63	65	66	62	67	35	0	1	1	1	2	2	1	1	1	1	1	3	1	1	3	1	2	2	1	1	1	2	3	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	3	2	4	3	1	2	1	2	4	1	2	2	2	3	1	3	1	2	3	2	1	2	2	2	2	3	5	1
18000	-624.315042215858057	-622.696570037116089	-1.618472178741978	0.000103490181065	0.000024039276075	0.232285573644779	0.581538867036367	9	7	6	10	16	22	27	26	32	35	37	36	35	30	39	42	39	41	42	40	42	44	44	41	42	47	47	44	52	45	45	37	48	50	49	48	48	47	51	48	52	49	56	51	50	55	50	53	59	61	65	61	58	69	63	67	72	53	64	69	69	76	81	76	74	78	76	88	85	86	87	83	88	93	0	0	0	3	3	0	0	6	8	14	8	9	8	2	10	13	13	15	32	8	9	24	9	10	32	19	21	9	0	18	20	12	18	19	16	0	23	10	19	28	16	28	58	30	11	33	26	31	35	47	47	49	31	43	38	53	56	26	46	53	47	60	66	57	60	54	48	63	65	63	53	56	67	0	1	1	1	1	2	1	1	1	2	1	2	1	2	5	1	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	6	2	2	1	4	2	2	1
18500	-597.306589919295902	-595.602939390902861	-1.703650528393067	0.000100497219170	0.000020340015174	0.202393810911315	0.713549736415661	7	2	6	16	12	22	25	31	35	34	36	37	36	29	38	46	40	43	42	39	43	46	39	44	44	42	46	44	49	47	44	48	43	47	51	48	51	50	50	52	51	48	57	50	52	55	52	54	57	57	60	61	58	71	58	69	71	52	66	65	71	73	80	76	72	79	82	82	87	78	91	79	91	102	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	10	12	11	17	33	13	15	19	12	21	23	0	24	20	12	14	19	20	0	16	33	19	42	42	28	58	33	31	15	26	31	20	32	50	49	48	43	46	53	53	32	46	48	32	53	54	57	56	54	72	54	57	54	60	57	62	0	1	1	1	2	1	1	1	2	1	1	1	1	1	3	2	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	2	2	4	3	1	1	1	2	1	2	2	1	4	1	3	1
19000	-603.741139922186903	-602.079239322182843	-1.661900600004087	0.000108886832746	0.000023519750097	0.216001783723331	0.821832502280367	8	5	8	15	13	19	26	27	31	36	33	35	35	32	40	41	39	41	37	39	44	43	43	47	44	42	44	45	50	45	42	47	48	52	53	33	49	38	48	49	50	49	59	53	48	56	57	52	60	62	60	63	63	67	60	66	74	66	60	71	65	76	75	75	67	79	81	88	90	85	89	90	86	102	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	38	12	11	9	38	13	38	19	8	9	16	0	38	20	19	38	25	45	0	28	10	19	28	28	28	47	18	31	30	32	31	35	32	47	20	48	43	46	48	60	43	44	53	50	60	58	56	56	63	60	70	73	63	64	67	56	0	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	3	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1
19500	-630.258052463640183	-628.805703622791725	-1.452348840848485	0.000110629137240	0.000036925534377	0.333777658384011	0.637823226515904	6	4	4	8	14	20	25	27	36	34	36	30	32	21	37	43	41	42	43	39	42	45	43	43	43	44	43	42	46	47	45	49	51	52	51	45	50	39	47	48	52	51	55	52	54	56	55	49	60	61	57	62	58	66	58	67	70	61	61	68	70	75	79	75	71	77	77	86	87	87	88	88	83	101	0	0	0	3	3	0	0	6	6	14	8	8	8	2	10	11	6	38	17	11	11	18	9	38	12	12	9	9	0	38	20	39	24	25	17	0	23	10	25	16	40	28	32	30	48	30	25	20	35	25	26	35	35	25	30	53	53	43	24	53	25	48	66	65	56	58	56	66	65	63	67	67	62	0	1	1	1	1	2	1	1	1	2	1	2	1	1	4	1	1	3	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	2	2	1	3	2	2	2	1	2	2	5	5	1	1	1	3	2	2	3	2	2	2	1	1
20000	-643.898382389302128	-642.500930919418920	-1.397451469883181	0.000089797608855	0.000036480397624	0.406251325503483	0.611480423813160	6	6	7	13	14	20	23	28	31	35	38	35	35	28	32	44	38	42	42	40	43	46	42	47	33	43	43	40	50	41	45	48	47	49	52	48	49	37	52	52	55	50	54	51	49	54	57	54	56	59	64	54	61	60	58	65	76	65	64	71	70	75	82	74	74	74	82	88	89	85	86	90	89	102	0	0	0	3	3	0	0	6	8	15	8	25	8	2	14	13	6	38	25	8	9	30	28	30	8	25	11	13	0	38	20	17	38	17	20	0	23	15	19	28	17	28	26	14	11	24	26	11	35	43	50	35	48	43	33	31	65	43	38	31	19	53	66	48	53	58	64	63	67	63	60	67	56	0	1	1	1	3	1	1	1	2	1	1	2	1	1	3	1	2	3	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	4	2	1	4	3	1	1	1	1	2	1	1	3	1	3	3	3	4	2	1	3	1	1	1	1	1	1	3	2	3	1
20500	-597.715933203498707	-596.102864436686900	-1.613068766811846	0.000091152550431	0.000021374655039	0.234493219746645	0.740134384423985	4	7	0	7	12	22	24	28	35	36	34	33	30	25	34	47	43	40	43	35	46	46	39	43	38	46	40	44	45	48	45	49	51	54	48	47	45	45	49	51	52	49	54	54	54	52	57	51	62	59	60	60	55	66	55	69	73	63	64	66	68	76	81	71	73	75	79	87	87	86	91	87	93	99	0	0	0	3	4	0	0	6	13	14	8	8	6	2	14	9	9	10	25	8	27	24	13	18	8	19	9	23	0	38	20	19	38	32	31	0	23	18	25	23	37	28	39	33	35	18	32	31	48	26	47	35	31	58	33	60	56	43	46	53	50	48	66	60	56	58	57	58	57	63	67	67	69	0	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	3	1	2	2	1	1	1	1	2	1	2	2	3	1	1	1	2	1	3	2	1	2	2	1	1
21000	-650.788554797556230	-649.154638722835330	-1.633916074720844	0.000093735816505	0.000021204016697	0.226210401608683	0.585818665314046	9	7	6	14	12	20	24	22	28	35	36	31	31	31	37	38	37	42	35	38	42	39	47	43	45	43	43	36	42	48	41	49	50	50	50	50	49	44	46	51	53	49	56	50	50	54	52	54	60	62	61	64	57	64	62	62	72	66	61	68	70	75	76	69	75	78	72	88	86	86	89	88	90	98	0	0	0	3	3	0	0	6	8	14	9	8	9	2	10	13	9	10	12	11	9	10	28	10	19	12	17	13	0	14	17	19	38	25	23	0	13	15	19	28	28	28	32	15	17	24	26	11	35	19	47	45	45	43	33	53	53	54	46	56	50	60	54	48	57	58	56	70	62	66	57	67	65	0	1	1	1	2	1	1	1	1	1	1	1	2	1	5	1	1	2	2	1	1	2	1	2	2	2	1	2	2	1	4	1	2	2	1	1	1	2	2	1	2	4	2	1	2	2	2	1	3	2	3	2	2	1	1	2	2	2	1	2	2	1	1	1	3	1	2	2	1	2	2	3	3	3	1
21500	-620.936374767642860	-619.402523420793841	-1.533851346849042	0.000099847757329	0.000027271265666	0.273128474745497	0.691413404728679	11	4	7	11	15	19	20	30	36	34	37	33	33	32	34	47	39	39	38	41	41	47	44	45	41	45	47	40	44	48	48	48	43	50	56	44	48	44	52	52	55	43	58	53	52	56	58	47	60	54	64	61	55	68	58	66	75	64	60	69	72	73	75	77	77	75	71	86	88	83	83	88	93	102	0	0	0	3	3	0	0	6	8	14	8	6	8	2	14	13	9	10	12	11	17	33	28	18	19	8	21	13	0	15	20	19	15	32	20	0	23	18	25	42	23	28	39	38	31	33	26	20	31	26	47	45	48	43	30	53	60	43	44	48	50	67	58	67	67	58	56	63	60	66	57	71	72	0	1	1	1	1	1	1	1	3	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	3	2	1	2	1	1	2	2	1	2	1	1	1	2	1
22000	-609.700407646036865	-608.146888038828138	-1.553519607208757	0.000097620009517	0.000025600200969	0.262243377107769	0.750982566493477	8	8	8	17	13	22	24	27	29	36	34	35	35	23	32	43	39	42	37	40	42	45	41	39	43	37	45	43	49	47	46	52	47	49	51	45	47	47	49	45	54	52	55	52	47	55	57	53	56	55	60	62	58	71	59	63	76	62	60	65	73	75	75	76	70	74	74	87	88	77	93	83	91	96	0	0	0	3	3	0	0	6	8	15	8	8	9	2	14	13	9	15	12	11	17	18	13	15	26	12	21	13	0	10	20	25	10	25	20	0	23	24	25	28	37	40	32	24	11	33	32	31	20	39	47	35	31	58	18	53	65	43	46	56	47	60	54	56	56	54	60	70	65	54	72	60	72	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	1	2	3	1	1	2	1	1	3	2	1	3	1	1	2	2	3	1	2	3	2	1
22500	-639.550254457632718	-638.044154598980754	-1.506099858651989	0.000086431223134	0.000025105378853	0.290466546026351	0.671347702683155	4	7	4	14	16	17	23	28	34	39	36	33	31	30	35	40	41	40	45	41	42	43	37	46	45	45	46	41	47	46	47	48	50	50	51	44	48	52	53	51	51	48	50	53	52	51	57	56	60	62	62	61	59	55	56	64	74	64	59	71	71	75	77	74	73	73	77	85	92	81	90	86	89	101	0	0	0	3	3	0	0	6	13	15	9	8	8	2	14	13	9	15	12	11	16	14	8	18	12	12	21	23	0	18	20	19	18	25	31	0	8	18	26	16	23	28	19	22	37	18	34	31	35	19	47	45	31	32	24	48	53	43	33	35	26	56	66	60	53	58	60	63	57	66	62	60	57	0	1	1	1	2	2	1	1	2	1	1	1	1	1	4	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	2	2	2	2	3	1	1	2	1	1	1	2	2	2	3	3	2	1	1	2	2	1	1	3	1	3	2	3	1
